"plj0046","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Einige Sorgen","1999","(Fach-)Abitur","514","0.439389149995956","0.410489768390087","0.468288531601825"
"Einige Sorgen","1999","(noch) kein Abschluss","347","0.410102089725784","0.37562908535161","0.444575094099958"
"Einige Sorgen","1999","AkademikerIn","919","0.453440380928843","0.431367212405829","0.475513549451857"
"Einige Sorgen","1999","Hauptschule","2749","0.452100500435365","0.439506125857292","0.464694875013438"
"Einige Sorgen","1999","Realschule","1584","0.468338446120803","0.451483628161023","0.485193264080582"
"Grosse Sorgen","1999","(Fach-)Abitur","262","0.238740409076367","0.213916938996546","0.263563879156189"
"Grosse Sorgen","1999","(noch) kein Abschluss","202","0.296478770847412","0.264469180309424","0.328488361385401"
"Grosse Sorgen","1999","AkademikerIn","455","0.232997973095014","0.214254065324331","0.251741880865697"
"Grosse Sorgen","1999","Hauptschule","2372","0.418533755671374","0.406050261602903","0.431017249739845"
"Grosse Sorgen","1999","Realschule","1294","0.376024050657706","0.359662733257115","0.392385368058297"
"Keine Sorgen","1999","(Fach-)Abitur","357","0.321870440927676","0.294666612870086","0.349074268985267"
"Keine Sorgen","1999","(noch) kein Abschluss","233","0.293419139426804","0.261505975086093","0.325332303767514"
"Keine Sorgen","1999","AkademikerIn","580","0.313561645976143","0.292990994328203","0.334132297624083"
"Keine Sorgen","1999","Hauptschule","878","0.129365743893261","0.120873231669842","0.13785825611668"
"Keine Sorgen","1999","Realschule","489","0.155637503221491","0.143392803816472","0.167882202626511"
"Einige Sorgen","2000","(Fach-)Abitur","1054","0.444578805511573","0.424397514350529","0.464760096672617"
"Einige Sorgen","2000","(noch) kein Abschluss","383","0.416466929934125","0.384188152033323","0.448745707834928"
"Einige Sorgen","2000","AkademikerIn","1651","0.423264399575585","0.407503396128079","0.43902540302309"
"Einige Sorgen","2000","Hauptschule","4936","0.462289631375381","0.452771338418731","0.47180792433203"
"Einige Sorgen","2000","Realschule","2885","0.459550727050108","0.447179610761687","0.471921843338529"
"Grosse Sorgen","2000","(Fach-)Abitur","449","0.18423220310863","0.168487684080101","0.199976722137159"
"Grosse Sorgen","2000","(noch) kein Abschluss","178","0.215641086603722","0.188712270529697","0.242569902677748"
"Grosse Sorgen","2000","AkademikerIn","691","0.181150888496428","0.168864852360565","0.193436924632292"
"Grosse Sorgen","2000","Hauptschule","3530","0.346643013135064","0.337557608357632","0.355728417912495"
"Grosse Sorgen","2000","Realschule","2162","0.340956608977737","0.329189459963943","0.35272375799153"
"Keine Sorgen","2000","(Fach-)Abitur","826","0.371188991379797","0.351567999470946","0.390809983288649"
"Keine Sorgen","2000","(noch) kein Abschluss","335","0.367891983462152","0.336316508098557","0.399467458825748"
"Keine Sorgen","2000","AkademikerIn","1433","0.395584711927987","0.379986418600108","0.411183005255866"
"Keine Sorgen","2000","Hauptschule","2074","0.191067355489556","0.183561897251356","0.198572813727755"
"Keine Sorgen","2000","Realschule","1187","0.199492663972156","0.189572683549041","0.20941264439527"
"Einige Sorgen","2001","(Fach-)Abitur","976","0.443177668634508","0.422433879032091","0.463921458236925"
"Einige Sorgen","2001","(noch) kein Abschluss","385","0.441302518470026","0.408058444508451","0.474546592431601"
"Einige Sorgen","2001","AkademikerIn","1515","0.431794205383947","0.415421709423587","0.448166701344306"
"Einige Sorgen","2001","Hauptschule","4591","0.494377112759156","0.484207610959118","0.504546614559195"
"Einige Sorgen","2001","Realschule","2776","0.482115435866746","0.469176436800042","0.495054434933449"
"Grosse Sorgen","2001","(Fach-)Abitur","376","0.161214609465309","0.145858950120757","0.176570268809861"
"Grosse Sorgen","2001","(noch) kein Abschluss","136","0.174417156675648","0.149011372122672","0.199822941228625"
"Grosse Sorgen","2001","AkademikerIn","519","0.141405839477415","0.129888523145468","0.152923155809362"
"Grosse Sorgen","2001","Hauptschule","2651","0.289459245790113","0.280234692451669","0.298683799128558"
"Grosse Sorgen","2001","Realschule","1615","0.273916295130683","0.262368183869198","0.285464406392169"
"Keine Sorgen","2001","(Fach-)Abitur","851","0.395607721900183","0.375188806208106","0.416026637592259"
"Keine Sorgen","2001","(noch) kein Abschluss","336","0.384280324854325","0.351713661080239","0.416846988628411"
"Keine Sorgen","2001","AkademikerIn","1482","0.426799955138638","0.410451039674017","0.443148870603259"
"Keine Sorgen","2001","Hauptschule","2043","0.216163641450731","0.207791025646106","0.224536257255355"
"Keine Sorgen","2001","Realschule","1338","0.243968269002571","0.23284722999627","0.255089308008872"
"Einige Sorgen","2002","(Fach-)Abitur","1111","0.434229637009271","0.414542687114941","0.453916586903602"
"Einige Sorgen","2002","(noch) kein Abschluss","390","0.438704805566938","0.406103503515798","0.471306107618078"
"Einige Sorgen","2002","AkademikerIn","2033","0.455465284046982","0.440970896411835","0.469959671682129"
"Einige Sorgen","2002","Hauptschule","4395","0.492618048096422","0.482184984686142","0.503051111506701"
"Einige Sorgen","2002","Realschule","2831","0.46767245195989","0.455002988983367","0.480341914936412"
"Grosse Sorgen","2002","(Fach-)Abitur","415","0.178335994076139","0.163131735638983","0.193540252513295"
"Grosse Sorgen","2002","(noch) kein Abschluss","164","0.206449875108038","0.179858084514895","0.23304166570118"
"Grosse Sorgen","2002","AkademikerIn","736","0.167225587553132","0.156364470431925","0.178086704674338"
"Grosse Sorgen","2002","Hauptschule","2885","0.339389800454196","0.329508565850266","0.349271035058126"
"Grosse Sorgen","2002","Realschule","1907","0.32859439803615","0.31666769517628","0.34052110089602"
"Keine Sorgen","2002","(Fach-)Abitur","909","0.38743436891459","0.368084679725473","0.406784058103707"
"Keine Sorgen","2002","(noch) kein Abschluss","336","0.354845319325024","0.323410964260293","0.386279674389756"
"Keine Sorgen","2002","AkademikerIn","1766","0.377309128399887","0.363201813810167","0.391416442989606"
"Keine Sorgen","2002","Hauptschule","1541","0.167992151449382","0.160190305197474","0.175793997701291"
"Keine Sorgen","2002","Realschule","1220","0.20373315000396","0.193505920321145","0.213960379686775"
"Einige Sorgen","2003","(Fach-)Abitur","1054","0.434492778709323","0.414615799882784","0.454369757535862"
"Einige Sorgen","2003","(noch) kein Abschluss","359","0.402152144430665","0.369847349536794","0.434456939324536"
"Einige Sorgen","2003","AkademikerIn","1921","0.453090570878857","0.438258395190872","0.467922746566843"
"Einige Sorgen","2003","Hauptschule","4100","0.480627673139065","0.469929202423377","0.491326143854752"
"Einige Sorgen","2003","Realschule","2760","0.47788532951687","0.464968739591453","0.490801919442287"
"Grosse Sorgen","2003","(Fach-)Abitur","412","0.17840530326784","0.163053029375957","0.193757577159722"
"Grosse Sorgen","2003","(noch) kein Abschluss","159","0.214850786765885","0.187791208119244","0.241910365412526"
"Grosse Sorgen","2003","AkademikerIn","631","0.152068250126209","0.141368974729808","0.162767525522609"
"Grosse Sorgen","2003","Hauptschule","2565","0.322210349000232","0.312203551247045","0.332217146753419"
"Grosse Sorgen","2003","Realschule","1685","0.297975667977925","0.286148805197689","0.309802530758161"
"Keine Sorgen","2003","(Fach-)Abitur","923","0.387101918022838","0.367569913828924","0.406633922216751"
"Keine Sorgen","2003","(noch) kein Abschluss","367","0.382997068803449","0.350969955634262","0.415024181972637"
"Keine Sorgen","2003","AkademikerIn","1775","0.394841178994934","0.380276512399842","0.409405845590026"
"Keine Sorgen","2003","Hauptschule","1713","0.197161977860704","0.188642686679294","0.205681269042113"
"Keine Sorgen","2003","Realschule","1300","0.224139002505205","0.21335565124818","0.234922353762229"
"Einige Sorgen","2004","(Fach-)Abitur","1092","0.451222735873082","0.431226676742928","0.471218795003237"
"Einige Sorgen","2004","(noch) kein Abschluss","374","0.38912544936615","0.357183794905057","0.421067103827243"
"Einige Sorgen","2004","AkademikerIn","1942","0.433018626781357","0.418172449826075","0.447864803736638"
"Einige Sorgen","2004","Hauptschule","3679","0.451155292768813","0.440237510879225","0.462073074658401"
"Einige Sorgen","2004","Realschule","2506","0.450587112393303","0.437548671450483","0.463625553336124"
"Grosse Sorgen","2004","(Fach-)Abitur","516","0.225731444971325","0.208932085943036","0.242530803999614"
"Grosse Sorgen","2004","(noch) kein Abschluss","195","0.272401333347681","0.243234644059271","0.30156802263609"
"Grosse Sorgen","2004","AkademikerIn","872","0.228821465635126","0.216235028947908","0.241407902322344"
"Grosse Sorgen","2004","Hauptschule","2948","0.376770985160403","0.366139126298404","0.387402844022403"
"Grosse Sorgen","2004","Realschule","2038","0.371977210130943","0.359311407146221","0.384643013115666"
"Keine Sorgen","2004","(Fach-)Abitur","771","0.323045819155593","0.304254270630614","0.341837367680572"
"Keine Sorgen","2004","(noch) kein Abschluss","326","0.338473217286169","0.307472449926117","0.369473984646222"
"Keine Sorgen","2004","AkademikerIn","1465","0.338159907583517","0.323985185853632","0.352334629313403"
"Keine Sorgen","2004","Hauptschule","1353","0.172073722070784","0.163792398472342","0.180355045669226"
"Keine Sorgen","2004","Realschule","1050","0.177435677475753","0.167424336139275","0.18744701881223"
"Einige Sorgen","2005","(Fach-)Abitur","1053","0.451773751396903","0.431363871408115","0.472183631385691"
