"plj0046","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","1999","(Fach-)Abitur","Laendlicher Raum","120","","",""
"Einige Sorgen","1999","(Fach-)Abitur","Staedtischer Raum","394","0.43537137360181","0.402482246238541","0.468260500965079"
"Einige Sorgen","1999","(noch) kein Abschluss","Laendlicher Raum","72","0.349050933406158","0.279221345084366","0.418880521727951"
"Einige Sorgen","1999","(noch) kein Abschluss","Staedtischer Raum","275","","",""
"Einige Sorgen","1999","AkademikerIn","Laendlicher Raum","360","0.496907923544453","0.460336019758106","0.5334798273308"
"Einige Sorgen","1999","AkademikerIn","Staedtischer Raum","559","0.43479594631714","0.407159370495476","0.462432522138805"
"Einige Sorgen","1999","Hauptschule","Laendlicher Raum","965","0.461728157593973","0.440163248719715","0.483293066468232"
"Einige Sorgen","1999","Hauptschule","Staedtischer Raum","1784","","",""
"Einige Sorgen","1999","Realschule","Laendlicher Raum","698","0.484488305138166","0.45899267076133","0.509983939515001"
"Einige Sorgen","1999","Realschule","Staedtischer Raum","886","0.458608630688743","0.436150215703343","0.481067045674143"
"Grosse Sorgen","1999","(Fach-)Abitur","Laendlicher Raum","69","0.277192884195764","0.222784770998217","0.331600997393311"
"Grosse Sorgen","1999","(Fach-)Abitur","Staedtischer Raum","193","","",""
"Grosse Sorgen","1999","(noch) kein Abschluss","Laendlicher Raum","64","0.440665793843328","0.367936070530049","0.513395517156608"
"Grosse Sorgen","1999","(noch) kein Abschluss","Staedtischer Raum","138","","",""
"Grosse Sorgen","1999","AkademikerIn","Laendlicher Raum","205","","",""
"Grosse Sorgen","1999","AkademikerIn","Staedtischer Raum","250","","",""
"Grosse Sorgen","1999","Hauptschule","Laendlicher Raum","845","0.427769597893061","0.406368106542281","0.449171089243841"
"Grosse Sorgen","1999","Hauptschule","Staedtischer Raum","1527","","",""
"Grosse Sorgen","1999","Realschule","Laendlicher Raum","612","0.394667045521124","0.36973157868538","0.419602512356869"
"Grosse Sorgen","1999","Realschule","Staedtischer Raum","682","0.364792194148811","0.34309602749553","0.386488360802093"
"Keine Sorgen","1999","(Fach-)Abitur","Laendlicher Raum","71","0.266236235822562","0.212511643365641","0.319960828279483"
"Keine Sorgen","1999","(Fach-)Abitur","Staedtischer Raum","286","","",""
"Keine Sorgen","1999","(noch) kein Abschluss","Laendlicher Raum","43","0.210283272750513","0.150585296644678","0.269981248856349"
"Keine Sorgen","1999","(noch) kein Abschluss","Staedtischer Raum","190","","",""
"Keine Sorgen","1999","AkademikerIn","Laendlicher Raum","153","","",""
"Keine Sorgen","1999","AkademikerIn","Staedtischer Raum","427","0.355553523209633","0.328867443694366","0.382239602724901"
"Keine Sorgen","1999","Hauptschule","Laendlicher Raum","243","","",""
"Keine Sorgen","1999","Hauptschule","Staedtischer Raum","635","0.138146858784565","0.127380801355648","0.148912916213481"
"Keine Sorgen","1999","Realschule","Laendlicher Raum","166","","",""
"Keine Sorgen","1999","Realschule","Staedtischer Raum","323","0.176599175162445","0.159412086757308","0.193786263567583"
"Einige Sorgen","2000","(Fach-)Abitur","Laendlicher Raum","275","","",""
"Einige Sorgen","2000","(Fach-)Abitur","Staedtischer Raum","779","0.428341416167528","0.405334003840453","0.451348828494603"
"Einige Sorgen","2000","(noch) kein Abschluss","Laendlicher Raum","116","","",""
"Einige Sorgen","2000","(noch) kein Abschluss","Staedtischer Raum","267","","",""
"Einige Sorgen","2000","AkademikerIn","Laendlicher Raum","564","0.45436540201294","0.426193832365704","0.482536971660176"
"Einige Sorgen","2000","AkademikerIn","Staedtischer Raum","1087","","",""
"Einige Sorgen","2000","Hauptschule","Laendlicher Raum","1770","","",""
"Einige Sorgen","2000","Hauptschule","Staedtischer Raum","3166","0.452841953711652","0.441055880440629","0.464628026982674"
"Einige Sorgen","2000","Realschule","Laendlicher Raum","1229","","",""
"Einige Sorgen","2000","Realschule","Staedtischer Raum","1656","","",""
"Grosse Sorgen","2000","(Fach-)Abitur","Laendlicher Raum","125","","",""
"Grosse Sorgen","2000","(Fach-)Abitur","Staedtischer Raum","324","0.174065915518727","0.156436661283079","0.191695169754376"
"Grosse Sorgen","2000","(noch) kein Abschluss","Laendlicher Raum","44","0.207509580659401","0.15714044432942","0.257878716989382"
"Grosse Sorgen","2000","(noch) kein Abschluss","Staedtischer Raum","134","","",""
"Grosse Sorgen","2000","AkademikerIn","Laendlicher Raum","258","","",""
"Grosse Sorgen","2000","AkademikerIn","Staedtischer Raum","433","0.167891533564581","0.153454969488495","0.182328097640667"
"Grosse Sorgen","2000","Hauptschule","Laendlicher Raum","1312","","",""
"Grosse Sorgen","2000","Hauptschule","Staedtischer Raum","2218","","",""
"Grosse Sorgen","2000","Realschule","Laendlicher Raum","1002","","",""
"Grosse Sorgen","2000","Realschule","Staedtischer Raum","1160","","",""
"Keine Sorgen","2000","(Fach-)Abitur","Laendlicher Raum","152","","",""
"Keine Sorgen","2000","(Fach-)Abitur","Staedtischer Raum","674","0.397592668313745","0.374838095574121","0.42034724105337"
"Keine Sorgen","2000","(noch) kein Abschluss","Laendlicher Raum","89","0.337115311358757","0.278399285861503","0.395831336856011"
"Keine Sorgen","2000","(noch) kein Abschluss","Staedtischer Raum","246","","",""
"Keine Sorgen","2000","AkademikerIn","Laendlicher Raum","378","0.329890366303447","0.303288309569828","0.356492423037067"
"Keine Sorgen","2000","AkademikerIn","Staedtischer Raum","1055","","",""
"Keine Sorgen","2000","Hauptschule","Laendlicher Raum","606","0.15963895210481","0.147817930094535","0.171459974115084"
"Keine Sorgen","2000","Hauptschule","Staedtischer Raum","1468","","",""
"Keine Sorgen","2000","Realschule","Laendlicher Raum","411","0.167062492297792","0.152838307957577","0.181286676638007"
"Keine Sorgen","2000","Realschule","Staedtischer Raum","776","0.219414952760043","0.205881046900798","0.232948858619289"
