"plj0046","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","1999","17-29","(noch) kein Abschluss","94","0.269475824699759","0.22370679650333","0.315244852896189"
"Grosse Sorgen","1999","17-29","Hauptschule","261","0.355732209196508","0.322178578577508","0.389285839815507"
"Grosse Sorgen","1999","17-29","Realschule","354","0.354380712986979","0.324232738386917","0.38452868758704"
"Grosse Sorgen","1999","17-29","(Fach-)Abitur","106","0.245002878648494","0.207491705791136","0.282514051505852"
"Grosse Sorgen","1999","17-29","AkademikerIn","23","","",""
"Grosse Sorgen","1999","30-45","(noch) kein Abschluss","34","0.424442936178607","0.336738406295517","0.512147466061696"
"Grosse Sorgen","1999","30-45","Hauptschule","562","0.384944629152261","0.360666156168795","0.409223102135728"
"Grosse Sorgen","1999","30-45","Realschule","609","0.372618012937747","0.348640423383643","0.396595602491851"
"Grosse Sorgen","1999","30-45","(Fach-)Abitur","98","0.191162641350986","0.154992327508516","0.227332955193457"
"Grosse Sorgen","1999","30-45","AkademikerIn","162","0.168308282534868","0.14394600285443","0.192670562215305"
"Grosse Sorgen","1999","46-65","(noch) kein Abschluss","57","0.243719141851304","0.189060316740353","0.298377966962256"
"Grosse Sorgen","1999","46-65","Hauptschule","1031","0.445148521957556","0.425294390761375","0.465002653153737"
"Grosse Sorgen","1999","46-65","Realschule","254","0.388767574198444","0.351205967515537","0.426329180881351"
"Grosse Sorgen","1999","46-65","(Fach-)Abitur","37","0.240697468776111","0.164837726817088","0.316557210735134"
"Grosse Sorgen","1999","46-65","AkademikerIn","198","0.245524730635937","0.213910820080367","0.277138641191506"
"Grosse Sorgen","1999","66","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1999","66","Hauptschule","","","",""
"Grosse Sorgen","1999","66","Realschule","","","",""
"Grosse Sorgen","1999","66","(Fach-)Abitur","","","",""
"Grosse Sorgen","1999","66","AkademikerIn","","","",""
"Einige Sorgen","1999","17-29","(noch) kein Abschluss","160","0.431258473204988","0.380170252152466","0.48234669425751"
"Einige Sorgen","1999","17-29","Hauptschule","360","0.458358294801721","0.423435956884497","0.493280632718945"
"Einige Sorgen","1999","17-29","Realschule","458","0.480004885452829","0.448515998159003","0.511493772746656"
"Einige Sorgen","1999","17-29","(Fach-)Abitur","226","0.41041226172693","0.367509348086965","0.453315175366894"
"Einige Sorgen","1999","17-29","AkademikerIn","69","0.469511959595634","0.38684248042725","0.552181438764018"
"Einige Sorgen","1999","30-45","(noch) kein Abschluss","54","0.313036701470378","0.230749446929428","0.395323956011328"
"Einige Sorgen","1999","30-45","Hauptschule","733","0.464799627228146","0.439913563028858","0.489685691427434"
"Einige Sorgen","1999","30-45","Realschule","747","0.47814818962318","0.453376112048107","0.502920267198252"
"Einige Sorgen","1999","30-45","(Fach-)Abitur","217","0.47378787612413","0.427858286907855","0.519717465340406"
"Einige Sorgen","1999","30-45","AkademikerIn","434","0.463052138934136","0.430583431651965","0.495520846216306"
"Einige Sorgen","1999","46-65","(noch) kein Abschluss","105","0.427885384070881","0.364894287985834","0.490876480155929"
"Einige Sorgen","1999","46-65","Hauptschule","1065","0.439664069464825","0.419835345390204","0.459492793539446"
"Einige Sorgen","1999","46-65","Realschule","298","0.458739052123555","0.420343390643983","0.497134713603127"
"Einige Sorgen","1999","46-65","(Fach-)Abitur","52","0.46226881688241","0.373798397524533","0.550739236240288"
"Einige Sorgen","1999","46-65","AkademikerIn","329","0.455286482548373","0.418707253435649","0.491865711661097"
"Einige Sorgen","1999","66","(noch) kein Abschluss","","","",""
"Einige Sorgen","1999","66","Hauptschule","","","",""
"Einige Sorgen","1999","66","Realschule","","","",""
"Einige Sorgen","1999","66","(Fach-)Abitur","","","",""
"Einige Sorgen","1999","66","AkademikerIn","","","",""
"Keine Sorgen","1999","17-29","(noch) kein Abschluss","107","0.299265702095253","0.252026815730128","0.346504588460377"
"Keine Sorgen","1999","17-29","Hauptschule","161","0.185909496001771","0.158642842095831","0.213176149907712"
"Keine Sorgen","1999","17-29","Realschule","155","0.165614401560192","0.142184670499246","0.189044132621138"
"Keine Sorgen","1999","17-29","(Fach-)Abitur","173","0.344584859624576","0.303136367812394","0.386033351436758"
"Keine Sorgen","1999","17-29","AkademikerIn","48","0.323265103335535","0.245788107690807","0.400742098980264"
"Keine Sorgen","1999","30-45","(noch) kein Abschluss","34","0.262520362351015","0.184443079703055","0.340597644998976"
"Keine Sorgen","1999","30-45","Hauptschule","248","0.150255743619593","0.132426833813196","0.16808465342599"
"Keine Sorgen","1999","30-45","Realschule","206","0.149233797439073","0.13156340129661","0.166904193581537"
"Keine Sorgen","1999","30-45","(Fach-)Abitur","139","0.335049482524884","0.291631533490519","0.378467431559248"
"Keine Sorgen","1999","30-45","AkademikerIn","310","0.368639578530997","0.337225548877053","0.40005360818494"
"Keine Sorgen","1999","46-65","(noch) kein Abschluss","75","0.328395474077815","0.268605370380956","0.388185577774673"
"Keine Sorgen","1999","46-65","Hauptschule","311","0.11518740857762","0.102433649847003","0.127941167308236"
"Keine Sorgen","1999","46-65","Realschule","95","0.152493373678","0.124792530525712","0.180194216830289"
"Keine Sorgen","1999","46-65","(Fach-)Abitur","33","0.297033714341479","0.215949129572136","0.378118299110821"
"Keine Sorgen","1999","46-65","AkademikerIn","185","0.299188786815691","0.265554573705197","0.332822999926184"
"Keine Sorgen","1999","66","(noch) kein Abschluss","","","",""
"Keine Sorgen","1999","66","Hauptschule","","","",""
"Keine Sorgen","1999","66","Realschule","","","",""
"Keine Sorgen","1999","66","(Fach-)Abitur","","","",""
"Keine Sorgen","1999","66","AkademikerIn","","","",""
"Grosse Sorgen","2000","17-29","(noch) kein Abschluss","92","0.181596267672654","0.148556688550933","0.214635846794374"
"Grosse Sorgen","2000","17-29","Hauptschule","337","0.293803040526863","0.267361501475953","0.320244579577772"
"Grosse Sorgen","2000","17-29","Realschule","520","0.323254990049375","0.300358628209442","0.346151351889308"
"Grosse Sorgen","2000","17-29","(Fach-)Abitur","172","0.165421734715494","0.142217898233687","0.1886255711973"
"Grosse Sorgen","2000","17-29","AkademikerIn","35","0.102082400446256","0.0652817837999475","0.138883017092565"
"Grosse Sorgen","2000","30-45","(noch) kein Abschluss","29","","",""
"Grosse Sorgen","2000","30-45","Hauptschule","882","0.352670083882642","0.334378061242883","0.3709621065224"
"Grosse Sorgen","2000","30-45","Realschule","1033","0.35472471426117","0.33711347979469","0.37233594872765"
"Grosse Sorgen","2000","30-45","(Fach-)Abitur","176","0.197857568858983","0.171059942644089","0.224655195073877"
"Grosse Sorgen","2000","30-45","AkademikerIn","245","0.142715406168474","0.12590921231996","0.159521600016987"
"Grosse Sorgen","2000","46-65","(noch) kein Abschluss","37","0.191522895681478","0.135570910118647","0.24747488124431"
"Grosse Sorgen","2000","46-65","Hauptschule","1535","0.374563967531895","0.360063545119801","0.389064389943989"
"Grosse Sorgen","2000","46-65","Realschule","473","0.330066932923413","0.305443662231276","0.354690203615551"
"Grosse Sorgen","2000","46-65","(Fach-)Abitur","70","0.198623025089072","0.156524026091556","0.240722024086588"
"Grosse Sorgen","2000","46-65","AkademikerIn","293","0.202574421423585","0.181815526546016","0.223333316301153"
"Grosse Sorgen","2000","66","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2000","66","Hauptschule","","","",""
"Grosse Sorgen","2000","66","Realschule","","","",""
"Grosse Sorgen","2000","66","(Fach-)Abitur","","","",""
"Grosse Sorgen","2000","66","AkademikerIn","","","",""
"Einige Sorgen","2000","17-29","(noch) kein Abschluss","235","0.448135100681589","0.405514642557663","0.490755558805516"
"Einige Sorgen","2000","17-29","Hauptschule","498","0.424782583955511","0.396088323900716","0.453476844010306"
"Einige Sorgen","2000","17-29","Realschule","729","0.440313292264695","0.416011700313523","0.464614884215866"
"Einige Sorgen","2000","17-29","(Fach-)Abitur","436","0.41919360928704","0.388379260396638","0.450007958177443"
"Einige Sorgen","2000","17-29","AkademikerIn","100","0.405963144486494","0.346271792420681","0.465654496552308"
"Einige Sorgen","2000","30-45","(noch) kein Abschluss","34","0.296750082852988","0.210593893405643","0.382906272300333"
"Einige Sorgen","2000","30-45","Hauptschule","1189","0.449566054700959","0.430521801767362","0.468610307634556"
"Einige Sorgen","2000","30-45","Realschule","1301","0.460060924729245","0.441714492852549","0.478407356605941"
"Einige Sorgen","2000","30-45","(Fach-)Abitur","374","0.419985737367269","0.386786290083617","0.45318518465092"
"Einige Sorgen","2000","30-45","AkademikerIn","726","0.408378487926829","0.384761482087669","0.431995493765989"
"Einige Sorgen","2000","46-65","(noch) kein Abschluss","85","0.434756265576644","0.364268767804978","0.505243763348311"
"Einige Sorgen","2000","46-65","Hauptschule","2026","0.461557788758534","0.446622665948985","0.476492911568082"
"Einige Sorgen","2000","46-65","Realschule","664","0.472209199467891","0.446067901145057","0.498350497790726"
"Einige Sorgen","2000","46-65","(Fach-)Abitur","158","0.465926916547442","0.413289109352854","0.51856472374203"
"Einige Sorgen","2000","46-65","AkademikerIn","641","0.42966856978402","0.404100538388328","0.455236601179712"
"Einige Sorgen","2000","66","(noch) kein Abschluss","","","",""
"Einige Sorgen","2000","66","Hauptschule","","","",""
"Einige Sorgen","2000","66","Realschule","","","",""
"Einige Sorgen","2000","66","(Fach-)Abitur","","","",""
"Einige Sorgen","2000","66","AkademikerIn","","","",""
"Keine Sorgen","2000","17-29","(noch) kein Abschluss","196","0.370268631645757","0.328884545382701","0.411652717908813"
"Keine Sorgen","2000","17-29","Hauptschule","305","0.281414375517626","0.255310315029722","0.30751843600553"
"Keine Sorgen","2000","17-29","Realschule","354","0.23643171768593","0.215631966559561","0.2572314688123"
"Keine Sorgen","2000","17-29","(Fach-)Abitur","377","0.415384655997466","0.384610205594501","0.446159106400431"
"Keine Sorgen","2000","17-29","AkademikerIn","125","0.49195445506725","0.431186420564764","0.552722489569735"
"Keine Sorgen","2000","30-45","(noch) kein Abschluss","45","0.348737525834316","0.258857418640149","0.438617633028483"
"Keine Sorgen","2000","30-45","Hauptschule","550","0.1977638614164","0.182514938884149","0.21301278394865"
"Keine Sorgen","2000","30-45","Realschule","501","0.185214361009585","0.170914540999408","0.199514181019763"
"Keine Sorgen","2000","30-45","(Fach-)Abitur","299","0.382156693773748","0.349471267421694","0.414842120125802"
"Keine Sorgen","2000","30-45","AkademikerIn","693","0.448906105904698","0.425008082288622","0.472804129520774"
"Keine Sorgen","2000","46-65","(noch) kein Abschluss","68","0.373720838741877","0.30493026548258","0.442511412001175"
"Keine Sorgen","2000","46-65","Hauptschule","719","0.163878243709572","0.152788497201646","0.174967990217497"
"Keine Sorgen","2000","46-65","Realschule","264","0.197723867608695","0.176868372331347","0.218579362886044"
"Keine Sorgen","2000","46-65","(Fach-)Abitur","117","0.335450058363486","0.28562861657633","0.385271500150643"
"Keine Sorgen","2000","46-65","AkademikerIn","506","0.367757008792396","0.342851848802803","0.392662168781988"
"Keine Sorgen","2000","66","(noch) kein Abschluss","","","",""
"Keine Sorgen","2000","66","Hauptschule","","","",""
"Keine Sorgen","2000","66","Realschule","","","",""
"Keine Sorgen","2000","66","(Fach-)Abitur","","","",""
"Keine Sorgen","2000","66","AkademikerIn","","","",""
"Grosse Sorgen","2001","17-29","(noch) kein Abschluss","87","0.156848907633504","0.127176441887772","0.186521373379236"
"Grosse Sorgen","2001","17-29","Hauptschule","235","0.240484408265436","0.213278969700089","0.267689846830783"
"Grosse Sorgen","2001","17-29","Realschule","363","0.256501631357447","0.233275157515397","0.279728105199497"
"Grosse Sorgen","2001","17-29","(Fach-)Abitur","143","0.138537127666722","0.115954752557497","0.161119502775948"
"Grosse Sorgen","2001","17-29","AkademikerIn","25","","",""
"Grosse Sorgen","2001","30-45","(noch) kein Abschluss","17","","",""
"Grosse Sorgen","2001","30-45","Hauptschule","650","0.29548769837444","0.276609929798164","0.314365466950715"
"Grosse Sorgen","2001","30-45","Realschule","765","0.279091325471007","0.261919048865799","0.296263602076214"
"Grosse Sorgen","2001","30-45","(Fach-)Abitur","144","0.173662061156182","0.147525849073825","0.199798273238538"
"Grosse Sorgen","2001","30-45","AkademikerIn","192","0.123735410192813","0.106953992923991","0.140516827461635"
