"plj0046","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","2013","16-34 Jahre alt","maennlich","319","0.178654332666025","0.160603601373681","0.196705063958368"
"Grosse Sorgen","2013","16-34 Jahre alt","weiblich","332","0.163713362553291","0.147336566626034","0.180090158480549"
"Grosse Sorgen","2013","35-65 Jahre alt","maennlich","1033","0.22946166142957","0.217454406485864","0.241468916373275"
"Grosse Sorgen","2013","35-65 Jahre alt","weiblich","1167","0.218931937663003","0.20800727894152","0.229856596384487"
"Grosse Sorgen","2013","66 und älter","maennlich","589","0.250201785554537","0.232851628066006","0.267551943043067"
"Grosse Sorgen","2013","66 und älter","weiblich","601","0.253273959504349","0.236414502443758","0.270133416564941"
"Einige Sorgen","2013","16-34 Jahre alt","maennlich","569","0.338405471036715","0.316108817787042","0.360702124286388"
"Einige Sorgen","2013","16-34 Jahre alt","weiblich","686","0.352529144620506","0.331383695201958","0.373674594039055"
"Einige Sorgen","2013","35-65 Jahre alt","maennlich","1805","0.382679436952791","0.368800235679265","0.396558638226316"
"Einige Sorgen","2013","35-65 Jahre alt","weiblich","2395","0.443526086043045","0.430401341242127","0.456650830843963"
"Einige Sorgen","2013","66 und älter","maennlich","1084","0.459531046775765","0.439567908135134","0.479494185416396"
"Einige Sorgen","2013","66 und älter","weiblich","1228","0.465588987547981","0.446251203076863","0.484926772019099"
"Keine Sorgen","2013","16-34 Jahre alt","maennlich","842","0.48294019629726","0.459392842716984","0.506487549877536"
"Keine Sorgen","2013","16-34 Jahre alt","weiblich","943","0.483757492826202","0.461639280274889","0.505875705377515"
"Keine Sorgen","2013","35-65 Jahre alt","maennlich","1873","0.38785890161764","0.373944831430473","0.401772971804807"
"Keine Sorgen","2013","35-65 Jahre alt","weiblich","1942","0.337541976293951","0.325049401589924","0.350034550997979"
"Keine Sorgen","2013","66 und älter","maennlich","721","0.290267167669698","0.272085554073202","0.308448781266195"
"Keine Sorgen","2013","66 und älter","weiblich","727","0.281137052947669","0.263708964321695","0.298565141573644"
"Grosse Sorgen","2014","16-34 Jahre alt","maennlich","695","0.231562775769677","0.216394530735274","0.24673102080408"
"Grosse Sorgen","2014","16-34 Jahre alt","weiblich","890","0.239155277595004","0.225164522103102","0.253146033086907"
"Grosse Sorgen","2014","35-65 Jahre alt","maennlich","1708","0.245143750787071","0.235078007698146","0.255209493875997"
"Grosse Sorgen","2014","35-65 Jahre alt","weiblich","2171","0.272744356417271","0.26327353089192","0.282215181942623"
"Grosse Sorgen","2014","66 und älter","maennlich","659","0.284253657520065","0.26634174133029","0.30216557370984"
"Grosse Sorgen","2014","66 und älter","weiblich","684","0.279714729921557","0.262265741549674","0.297163718293441"
"Einige Sorgen","2014","16-34 Jahre alt","maennlich","1141","0.370401360508306","0.353036754169619","0.387765966846993"
"Einige Sorgen","2014","16-34 Jahre alt","weiblich","1409","0.379446948440562","0.363531526532739","0.395362370348386"
"Einige Sorgen","2014","35-65 Jahre alt","maennlich","2770","0.396500471136323","0.385054210720675","0.40794673155197"
"Einige Sorgen","2014","35-65 Jahre alt","weiblich","3707","0.429016158466313","0.418491327408089","0.439540989524536"
"Einige Sorgen","2014","66 und älter","maennlich","1101","0.445632091276758","0.425894383308217","0.465369799245299"
"Einige Sorgen","2014","66 und älter","weiblich","1217","0.467856406247923","0.448459564287959","0.487253248207887"
"Keine Sorgen","2014","16-34 Jahre alt","maennlich","1135","0.398035863722016","0.380434627309818","0.415637100134215"
"Keine Sorgen","2014","16-34 Jahre alt","weiblich","1272","0.381397773964433","0.36546659258645","0.397328955342416"
"Keine Sorgen","2014","35-65 Jahre alt","maennlich","2538","0.358355778076606","0.347135395880527","0.369576160272685"
"Keine Sorgen","2014","35-65 Jahre alt","weiblich","2617","0.298239485116416","0.288511039976564","0.307967930256269"
"Keine Sorgen","2014","66 und älter","maennlich","676","0.270114251203177","0.252481883251216","0.287746619155138"
"Keine Sorgen","2014","66 und älter","weiblich","641","0.25242886383052","0.235541724500134","0.269316003160905"
"Grosse Sorgen","2015","16-34 Jahre alt","maennlich","763","0.304456342038264","0.286815471634925","0.322097212441603"
"Grosse Sorgen","2015","16-34 Jahre alt","weiblich","978","0.291144282906938","0.275139461926679","0.307149103887198"
"Grosse Sorgen","2015","35-65 Jahre alt","maennlich","1997","0.317958643171992","0.306576258021338","0.329341028322646"
"Grosse Sorgen","2015","35-65 Jahre alt","weiblich","2595","0.340924358878886","0.330485459029359","0.351363258728413"
"Grosse Sorgen","2015","66 und älter","maennlich","756","0.339995997850801","0.321008467112348","0.358983528589254"
"Grosse Sorgen","2015","66 und älter","weiblich","816","0.334502455619062","0.316055498826475","0.352949412411648"
"Einige Sorgen","2015","16-34 Jahre alt","maennlich","949","0.357282417002946","0.338912330056259","0.375652503949633"
"Einige Sorgen","2015","16-34 Jahre alt","weiblich","1208","0.384429456254308","0.367291264097235","0.401567648411381"
"Einige Sorgen","2015","35-65 Jahre alt","maennlich","2593","0.393164204077506","0.381225280143958","0.405103128011054"
"Einige Sorgen","2015","35-65 Jahre alt","weiblich","3519","0.437877499598742","0.426951784192047","0.448803215005436"
"Einige Sorgen","2015","66 und älter","maennlich","1094","0.445808369576782","0.425885018260912","0.465731720892652"
"Einige Sorgen","2015","66 und älter","weiblich","1204","0.470735269786858","0.4512199041227","0.490250635451016"
"Keine Sorgen","2015","16-34 Jahre alt","maennlich","902","0.33826124095879","0.320124272211864","0.356398209705716"
"Keine Sorgen","2015","16-34 Jahre alt","weiblich","909","0.324426260838754","0.307932786671333","0.340919735006174"
"Keine Sorgen","2015","35-65 Jahre alt","maennlich","1840","0.288877152750502","0.277798893656327","0.299955411844677"
"Keine Sorgen","2015","35-65 Jahre alt","weiblich","1807","0.221198141522372","0.212057802363004","0.23033848068174"
"Keine Sorgen","2015","66 und älter","maennlich","541","0.214195632572417","0.197751126718285","0.230640138426549"
"Keine Sorgen","2015","66 und älter","weiblich","493","0.194762274594081","0.179278874991611","0.21024567419655"
"Grosse Sorgen","2016","16-34 Jahre alt","maennlich","881","0.339619240317282","0.321238146586445","0.358000334048119"
"Grosse Sorgen","2016","16-34 Jahre alt","weiblich","1159","0.383239427542164","0.365885498170233","0.400593356914094"
"Grosse Sorgen","2016","35-65 Jahre alt","maennlich","2742","0.458340974971108","0.445925442017602","0.470756507924615"
"Grosse Sorgen","2016","35-65 Jahre alt","weiblich","3565","0.489566066569754","0.478369990691587","0.500762142447921"
"Grosse Sorgen","2016","66 und älter","maennlich","1154","0.507918046830837","0.487583592429538","0.528252501232136"
"Grosse Sorgen","2016","66 und älter","weiblich","1269","0.515923475791199","0.496094383526657","0.53575256805574"
"Einige Sorgen","2016","16-34 Jahre alt","maennlich","1009","0.403495550598012","0.38445391632352","0.422537184872503"
"Einige Sorgen","2016","16-34 Jahre alt","weiblich","1285","0.424717982754601","0.40707405962899","0.442361905880212"
"Einige Sorgen","2016","35-65 Jahre alt","maennlich","2344","0.380589922146654","0.368491581497351","0.392688262795957"
"Einige Sorgen","2016","35-65 Jahre alt","weiblich","3011","0.385745693292596","0.374843470367656","0.396647916217537"
"Einige Sorgen","2016","66 und älter","maennlich","867","0.361379088710053","0.341839291142987","0.380918886277119"
"Einige Sorgen","2016","66 und älter","weiblich","943","0.388568152436308","0.369227959286952","0.407908345585664"
"Keine Sorgen","2016","16-34 Jahre alt","maennlich","660","0.256885209084706","0.239927175025177","0.273843243144236"
"Keine Sorgen","2016","16-34 Jahre alt","weiblich","571","0.192042589703235","0.177982197215284","0.206102982191186"
"Keine Sorgen","2016","35-65 Jahre alt","maennlich","1101","0.161069102882237","0.151909487292757","0.170228718471718"
"Keine Sorgen","2016","35-65 Jahre alt","weiblich","1082","0.12468824013765","0.117289044007368","0.132087436267932"
"Keine Sorgen","2016","66 und älter","maennlich","301","0.130702864459111","0.116992668556218","0.144413060362003"
"Keine Sorgen","2016","66 und älter","weiblich","228","0.0955083717724935","0.0838462875312892","0.107170456013698"
"Grosse Sorgen","2017","16-34 Jahre alt","maennlich","815","0.276912718481907","0.260649080340732","0.293176356623083"
"Grosse Sorgen","2017","16-34 Jahre alt","weiblich","969","0.278179452446442","0.26285130060301","0.293507604289874"
"Grosse Sorgen","2017","35-65 Jahre alt","maennlich","2586","0.379250022552222","0.367798304985898","0.390701740118546"
"Grosse Sorgen","2017","35-65 Jahre alt","weiblich","3303","0.411964248092137","0.401483014988993","0.42244548119528"
"Grosse Sorgen","2017","66 und älter","maennlich","1044","0.420185330395877","0.400696185616874","0.439674475174881"
"Grosse Sorgen","2017","66 und älter","weiblich","1123","0.439210159033973","0.419875421736692","0.458544896331255"
"Einige Sorgen","2017","16-34 Jahre alt","maennlich","1204","0.425024053194089","0.407056767116945","0.442991339271233"
"Einige Sorgen","2017","16-34 Jahre alt","weiblich","1484","0.461251715206258","0.444199743750789","0.478303686661728"
"Einige Sorgen","2017","35-65 Jahre alt","maennlich","2843","0.418154198569947","0.406512357989366","0.429796039150529"
"Einige Sorgen","2017","35-65 Jahre alt","weiblich","3709","0.424661740383574","0.414135726332139","0.435187754435009"
"Einige Sorgen","2017","66 und älter","maennlich","1048","0.422259017550345","0.402756809125573","0.441761225975117"
"Einige Sorgen","2017","66 und älter","weiblich","1093","0.43111565476206","0.411822159775542","0.450409149748577"
"Keine Sorgen","2017","16-34 Jahre alt","maennlich","889","0.298063228324004","0.281438517973406","0.314687938674602"
"Keine Sorgen","2017","16-34 Jahre alt","weiblich","830","0.2605688323473","0.245553921449821","0.275583743244779"
"Keine Sorgen","2017","35-65 Jahre alt","maennlich","1467","0.20259577887783","0.19310932442208","0.21208223333358"
"Keine Sorgen","2017","35-65 Jahre alt","weiblich","1459","0.163374011524289","0.155501053930739","0.17124696911784"
"Keine Sorgen","2017","66 und älter","maennlich","372","0.157555652053778","0.143170470633051","0.171940833474505"
"Keine Sorgen","2017","66 und älter","weiblich","315","0.129674186203967","0.116586293786042","0.142762078621892"
"Grosse Sorgen","2018","16-34 Jahre alt","maennlich","592","0.221433687445915","0.206173743253338","0.236693631638492"
"Grosse Sorgen","2018","16-34 Jahre alt","weiblich","720","0.212158510024296","0.197926438672443","0.22639058137615"
"Grosse Sorgen","2018","35-65 Jahre alt","maennlich","2084","0.330354215175274","0.318942864481567","0.341765565868981"
"Grosse Sorgen","2018","35-65 Jahre alt","weiblich","2599","0.335669712525458","0.325378921051327","0.345960503999588"
"Grosse Sorgen","2018","66 und älter","maennlich","880","0.365605352265402","0.346597301530222","0.384613403000583"
"Grosse Sorgen","2018","66 und älter","weiblich","896","0.336670119146017","0.318428066636703","0.354912171655332"
"Einige Sorgen","2018","16-34 Jahre alt","maennlich","1153","0.404060323273454","0.386025680306212","0.422094966240696"
"Einige Sorgen","2018","16-34 Jahre alt","weiblich","1406","0.452048173607496","0.434722823928067","0.469373523286926"
"Einige Sorgen","2018","35-65 Jahre alt","maennlich","2669","0.404339613190275","0.392432758282174","0.416246468098377"
"Einige Sorgen","2018","35-65 Jahre alt","weiblich","3619","0.446368264647986","0.435535038313842","0.457201490982129"
"Einige Sorgen","2018","66 und älter","maennlich","1111","0.428706070953914","0.409173420591134","0.448238721316694"
"Einige Sorgen","2018","66 und älter","weiblich","1221","0.479407420441956","0.460122937579983","0.498691903303929"
"Keine Sorgen","2018","16-34 Jahre alt","maennlich","1099","0.374505989280631","0.356718106594789","0.392293871966473"
"Keine Sorgen","2018","16-34 Jahre alt","weiblich","1044","0.335793316368207","0.319353153924104","0.352233478812311"
"Keine Sorgen","2018","35-65 Jahre alt","maennlich","1773","0.265306171634451","0.254594643606278","0.276017699662624"
"Keine Sorgen","2018","35-65 Jahre alt","weiblich","1871","0.217962022826556","0.208964871811939","0.226959173841174"
"Keine Sorgen","2018","66 und älter","maennlich","475","0.205688576780684","0.189735221183826","0.221641932377542"
"Keine Sorgen","2018","66 und älter","weiblich","461","0.183922460412027","0.168967346301534","0.19887757452252"
"Grosse Sorgen","2019","16-34 Jahre alt","maennlich","519","0.196844687903777","0.181460258872561","0.212229116934994"
"Grosse Sorgen","2019","16-34 Jahre alt","weiblich","614","0.210792995884712","0.195763127729748","0.225822864039677"
"Grosse Sorgen","2019","35-65 Jahre alt","maennlich","2051","0.312200183393425","0.301403979000781","0.322996387786068"
"Grosse Sorgen","2019","35-65 Jahre alt","weiblich","2336","0.310534699504384","0.300407900699311","0.320661498309457"
"Grosse Sorgen","2019","66 und älter","maennlich","873","0.342400401030047","0.324272269202174","0.360528532857921"
"Grosse Sorgen","2019","66 und älter","weiblich","809","0.297547317419759","0.279943739709227","0.315150895130291"
"Einige Sorgen","2019","16-34 Jahre alt","maennlich","1016","0.398886816948424","0.379940590099049","0.417833043797798"
"Einige Sorgen","2019","16-34 Jahre alt","weiblich","1248","0.460393947560939","0.442027091340929","0.47876080378095"
"Einige Sorgen","2019","35-65 Jahre alt","maennlich","2816","0.398507934439314","0.387101315560516","0.409914553318112"
"Einige Sorgen","2019","35-65 Jahre alt","weiblich","3606","0.453644920032429","0.442749187702727","0.464540652362132"
"Einige Sorgen","2019","66 und älter","maennlich","1150","0.423335113379053","0.40445915336643","0.442211073391676"
"Einige Sorgen","2019","66 und älter","weiblich","1247","0.49734167208615","0.478089565797011","0.516593778375289"
"Keine Sorgen","2019","16-34 Jahre alt","maennlich","1031","0.404268495147799","0.385280461267107","0.423256529028491"
"Keine Sorgen","2019","16-34 Jahre alt","weiblich","967","0.328813056554348","0.311501827842454","0.346124285266242"
"Keine Sorgen","2019","35-65 Jahre alt","maennlich","2210","0.289291882167261","0.278727666595361","0.299856097739162"
"Keine Sorgen","2019","35-65 Jahre alt","weiblich","2078","0.235820380463187","0.226529661991791","0.245111098934583"
"Keine Sorgen","2019","66 und älter","maennlich","609","0.2342644855909","0.218083768266948","0.250445202914851"
"Keine Sorgen","2019","66 und älter","weiblich","535","0.205111010494091","0.189563455118739","0.220658565869443"
