"hgowner","year","bula_h","quintil","n","percent","lower_confidence","upper_confidence"
"Hauptmieter","1993","Hamburg","1","125","0.839736793163186","0.780634308525798","0.898839277800575"
"Hauptmieter","1993","Hamburg","2","","","",""
"Hauptmieter","1993","Hamburg","3","","","",""
"Hauptmieter","1993","Hamburg","4","","","",""
"Hauptmieter","1993","Hamburg","5","","","",""
"Hauptmieter","1993","Niedersachsen","1","483","0.457333937782779","0.426143742094287","0.48852413347127"
"Hauptmieter","1993","Niedersachsen","2","125","0.293644117713635","0.242448388297259","0.34483984713001"
"Hauptmieter","1993","Niedersachsen","3","","","",""
"Hauptmieter","1993","Niedersachsen","4","","","",""
"Hauptmieter","1993","Niedersachsen","5","","","",""
"Hauptmieter","1993","Bremen","1","60","0.698623180259466","0.606834549150297","0.790411811368634"
"Hauptmieter","1993","Bremen","2","","","",""
"Hauptmieter","1993","Bremen","3","","","",""
"Hauptmieter","1993","Bremen","4","","","",""
"Hauptmieter","1993","Bremen","5","","","",""
"Hauptmieter","1993","Nordrhein-Westfalen","1","1518","0.591640817183602","0.571851803665745","0.611429830701458"
"Hauptmieter","1993","Nordrhein-Westfalen","2","536","0.357950723181615","0.328326641035756","0.387574805327474"
"Hauptmieter","1993","Nordrhein-Westfalen","3","","","",""
"Hauptmieter","1993","Nordrhein-Westfalen","4","","","",""
"Hauptmieter","1993","Nordrhein-Westfalen","5","","","",""
"Hauptmieter","1993","Hessen","1","559","0.513277224330659","0.480748930907841","0.545805517753476"
"Hauptmieter","1993","Hessen","2","187","0.453379960632208","0.399089845254921","0.507670076009495"
"Hauptmieter","1993","Hessen","3","","","",""
"Hauptmieter","1993","Hessen","4","","","",""
"Hauptmieter","1993","Hessen","5","","","",""
"Hauptmieter","1993","Rheinland-Pfalz,Saarland","1","288","0.43204490293537","0.393209347044225","0.470880458826515"
"Hauptmieter","1993","Rheinland-Pfalz,Saarland","2","78","0.256227066272699","0.19814381597479","0.314310316570608"
"Hauptmieter","1993","Rheinland-Pfalz,Saarland","3","","","",""
"Hauptmieter","1993","Rheinland-Pfalz,Saarland","4","","","",""
"Hauptmieter","1993","Rheinland-Pfalz,Saarland","5","","","",""
"Hauptmieter","1993","Baden-Württemberg","1","881","0.429614903117065","0.405213999465613","0.454015806768518"
"Hauptmieter","1993","Baden-Württemberg","2","430","0.284013058374767","0.25342678552941","0.314599331220123"
"Hauptmieter","1993","Baden-Württemberg","3","","","",""
"Hauptmieter","1993","Baden-Württemberg","4","","","",""
"Hauptmieter","1993","Baden-Württemberg","5","","","",""
"Hauptmieter","1993","Bayern","1","832","0.478950489723285","0.454072963712242","0.503828015734327"
"Hauptmieter","1993","Bayern","2","229","0.283042035337352","0.246475304941048","0.319608765733656"
"Hauptmieter","1993","Bayern","3","","","",""
"Hauptmieter","1993","Bayern","4","","","",""
"Hauptmieter","1993","Bayern","5","","","",""
"Hauptmieter","1993","Saarland","1","","","",""
"Hauptmieter","1993","Saarland","2","","","",""
"Hauptmieter","1993","Saarland","3","","","",""
"Hauptmieter","1993","Saarland","4","","","",""
"Hauptmieter","1993","Saarland","5","","","",""
"Hauptmieter","1993","Berlin","1","610","0.889252620292075","0.865418985350138","0.913086255234012"
"Hauptmieter","1993","Berlin","2","95","0.857983124457336","0.792149833901591","0.923816415013081"
"Hauptmieter","1993","Berlin","3","","","",""
"Hauptmieter","1993","Berlin","4","","","",""
"Hauptmieter","1993","Berlin","5","","","",""
"Hauptmieter","1993","Brandenburg","1","438","0.629964217960885","0.593405539212079","0.66652289670969"
"Hauptmieter","1993","Brandenburg","2","89","0.553438531885281","0.477812838987391","0.629064224783171"
"Hauptmieter","1993","Brandenburg","3","","","",""
"Hauptmieter","1993","Brandenburg","4","","","",""
"Hauptmieter","1993","Brandenburg","5","","","",""
"Hauptmieter","1993","Mecklenburg-Vorpommern","1","286","0.663615762381836","0.619267050362107","0.707964474401565"
"Hauptmieter","1993","Mecklenburg-Vorpommern","2","63","0.433598579414451","0.35000223259643","0.517194926232472"
"Hauptmieter","1993","Mecklenburg-Vorpommern","3","","","",""
"Hauptmieter","1993","Mecklenburg-Vorpommern","4","","","",""
"Hauptmieter","1993","Mecklenburg-Vorpommern","5","","","",""
"Hauptmieter","1993","Sachsen","1","935","0.730801480209682","0.70630118773056","0.755301772688803"
"Hauptmieter","1993","Sachsen","2","134","0.55326030559446","0.490362644270314","0.616157966918606"
"Hauptmieter","1993","Sachsen","3","","","",""
"Hauptmieter","1993","Sachsen","4","","","",""
"Hauptmieter","1993","Sachsen","5","","","",""
"Hauptmieter","1993","Sachsen-Anhalt","1","473","0.618587548627147","0.584323595981805","0.652851501272488"
"Hauptmieter","1993","Sachsen-Anhalt","2","125","0.560443657664751","0.493154017982925","0.627733297346577"
"Hauptmieter","1993","Sachsen-Anhalt","3","","","",""
"Hauptmieter","1993","Sachsen-Anhalt","4","","","",""
"Hauptmieter","1993","Sachsen-Anhalt","5","","","",""
"Hauptmieter","1993","Thüringen","1","364","0.568064515385153","0.531395659909595","0.60473337086071"
"Hauptmieter","1993","Thüringen","2","77","0.388399642678722","0.321187818539557","0.455611466817888"
"Hauptmieter","1993","Thüringen","3","","","",""
"Hauptmieter","1993","Thüringen","4","","","",""
"Hauptmieter","1993","Thüringen","5","","","",""
"Untermieter","1993","Schleswig-Holstein","1","","","",""
"Untermieter","1993","Schleswig-Holstein","2","","","",""
"Untermieter","1993","Schleswig-Holstein","3","","","",""
"Untermieter","1993","Schleswig-Holstein","4","","","",""
"Untermieter","1993","Schleswig-Holstein","5","","","",""
"Untermieter","1993","Hamburg","1","","","",""
"Untermieter","1993","Hamburg","2","","","",""
"Untermieter","1993","Hamburg","3","","","",""
"Untermieter","1993","Hamburg","4","","","",""
"Untermieter","1993","Hamburg","5","","","",""
"Untermieter","1993","Niedersachsen","1","42","0.0384635418630736","0.0264230960462183","0.0505039876799289"
"Untermieter","1993","Niedersachsen","2","","","",""
"Untermieter","1993","Niedersachsen","3","","","",""
"Untermieter","1993","Niedersachsen","4","","","",""
"Untermieter","1993","Niedersachsen","5","","","",""
"Untermieter","1993","Bremen","1","","","",""
"Untermieter","1993","Bremen","2","","","",""
"Untermieter","1993","Bremen","3","","","",""
"Untermieter","1993","Bremen","4","","","",""
"Untermieter","1993","Bremen","5","","","",""
"Untermieter","1993","Nordrhein-Westfalen","1","56","0.0228350854581211","0.0168211443465229","0.0288490265697193"
"Untermieter","1993","Nordrhein-Westfalen","2","","","",""
"Untermieter","1993","Nordrhein-Westfalen","3","","","",""
"Untermieter","1993","Nordrhein-Westfalen","4","","","",""
"Untermieter","1993","Nordrhein-Westfalen","5","","","",""
"Untermieter","1993","Hessen","1","30","0.0428130333962276","0.0296386336927574","0.0559874330996978"
"Untermieter","1993","Hessen","2","","","",""
"Untermieter","1993","Hessen","3","","","",""
"Untermieter","1993","Hessen","4","","","",""
"Untermieter","1993","Hessen","5","","","",""
"Untermieter","1993","Rheinland-Pfalz,Saarland","1","","","",""
"Untermieter","1993","Rheinland-Pfalz,Saarland","2","","","",""
"Untermieter","1993","Rheinland-Pfalz,Saarland","3","","","",""
"Untermieter","1993","Rheinland-Pfalz,Saarland","4","","","",""
"Untermieter","1993","Rheinland-Pfalz,Saarland","5","","","",""
"Untermieter","1993","Baden-Württemberg","1","55","0.0385926800827453","0.0290978250583874","0.0480875351071033"
"Untermieter","1993","Baden-Württemberg","2","","","",""
"Untermieter","1993","Baden-Württemberg","3","","","",""
"Untermieter","1993","Baden-Württemberg","4","","","",""
"Untermieter","1993","Baden-Württemberg","5","","","",""
"Untermieter","1993","Bayern","1","66","0.0415742450030623","0.0316336173772647","0.05151487262886"
"Untermieter","1993","Bayern","2","","","",""
"Untermieter","1993","Bayern","3","","","",""
"Untermieter","1993","Bayern","4","","","",""
"Untermieter","1993","Bayern","5","","","",""
"Untermieter","1993","Saarland","1","","","",""
"Untermieter","1993","Saarland","2","","","",""
"Untermieter","1993","Saarland","3","","","",""
"Untermieter","1993","Saarland","4","","","",""
"Untermieter","1993","Saarland","5","","","",""
"Untermieter","1993","Berlin","1","","","",""
"Untermieter","1993","Berlin","2","","","",""
"Untermieter","1993","Berlin","3","","","",""
"Untermieter","1993","Berlin","4","","","",""
"Untermieter","1993","Berlin","5","","","",""
"Untermieter","1993","Brandenburg","1","","","",""
"Untermieter","1993","Brandenburg","2","","","",""
"Untermieter","1993","Brandenburg","3","","","",""
"Untermieter","1993","Brandenburg","4","","","",""
"Untermieter","1993","Brandenburg","5","","","",""
"Untermieter","1993","Mecklenburg-Vorpommern","1","","","",""
"Untermieter","1993","Mecklenburg-Vorpommern","2","","","",""
"Untermieter","1993","Mecklenburg-Vorpommern","3","","","",""
"Untermieter","1993","Mecklenburg-Vorpommern","4","","","",""
"Untermieter","1993","Mecklenburg-Vorpommern","5","","","",""
"Untermieter","1993","Sachsen","1","","","",""
"Untermieter","1993","Sachsen","2","","","",""
"Untermieter","1993","Sachsen","3","","","",""
"Untermieter","1993","Sachsen","4","","","",""
"Untermieter","1993","Sachsen","5","","","",""
"Untermieter","1993","Sachsen-Anhalt","1","31","0.0323570725491861","0.0198751462037128","0.0448389988946594"
"Untermieter","1993","Sachsen-Anhalt","2","","","",""
"Untermieter","1993","Sachsen-Anhalt","3","","","",""
"Untermieter","1993","Sachsen-Anhalt","4","","","",""
"Untermieter","1993","Sachsen-Anhalt","5","","","",""
"Untermieter","1993","Thüringen","1","35","0.0367410630851071","0.022814740056159","0.0506673861140552"
"Untermieter","1993","Thüringen","2","","","",""
"Untermieter","1993","Thüringen","3","","","",""
"Untermieter","1993","Thüringen","4","","","",""
"Untermieter","1993","Thüringen","5","","","",""
"Mieter","1993","Schleswig-Holstein","1","","","",""
"Mieter","1993","Schleswig-Holstein","2","","","",""
"Mieter","1993","Schleswig-Holstein","3","","","",""
"Mieter","1993","Schleswig-Holstein","4","","","",""
"Mieter","1993","Schleswig-Holstein","5","","","",""
"Mieter","1993","Hamburg","1","","","",""
"Mieter","1993","Hamburg","2","","","",""
"Mieter","1993","Hamburg","3","","","",""
"Mieter","1993","Hamburg","4","","","",""
"Mieter","1993","Hamburg","5","","","",""
"Mieter","1993","Niedersachsen","1","","","",""
"Mieter","1993","Niedersachsen","2","","","",""
"Mieter","1993","Niedersachsen","3","","","",""
"Mieter","1993","Niedersachsen","4","","","",""
"Mieter","1993","Niedersachsen","5","","","",""
"Mieter","1993","Bremen","1","","","",""
"Mieter","1993","Bremen","2","","","",""
"Mieter","1993","Bremen","3","","","",""
"Mieter","1993","Bremen","4","","","",""
"Mieter","1993","Bremen","5","","","",""
"Mieter","1993","Nordrhein-Westfalen","1","","","",""
"Mieter","1993","Nordrhein-Westfalen","2","","","",""
"Mieter","1993","Nordrhein-Westfalen","3","","","",""
"Mieter","1993","Nordrhein-Westfalen","4","","","",""
"Mieter","1993","Nordrhein-Westfalen","5","","","",""
"Mieter","1993","Hessen","1","","","",""
"Mieter","1993","Hessen","2","","","",""
"Mieter","1993","Hessen","3","","","",""
"Mieter","1993","Hessen","4","","","",""
"Mieter","1993","Hessen","5","","","",""
"Mieter","1993","Rheinland-Pfalz,Saarland","1","","","",""
"Mieter","1993","Rheinland-Pfalz,Saarland","2","","","",""
"Mieter","1993","Rheinland-Pfalz,Saarland","3","","","",""
"Mieter","1993","Rheinland-Pfalz,Saarland","4","","","",""
"Mieter","1993","Rheinland-Pfalz,Saarland","5","","","",""
"Mieter","1993","Baden-Württemberg","1","","","",""
"Mieter","1993","Baden-Württemberg","2","","","",""
"Mieter","1993","Baden-Württemberg","3","","","",""
"Mieter","1993","Baden-Württemberg","4","","","",""
"Mieter","1993","Baden-Württemberg","5","","","",""
"Mieter","1993","Bayern","1","","","",""
"Mieter","1993","Bayern","2","","","",""
"Mieter","1993","Bayern","3","","","",""
"Mieter","1993","Bayern","4","","","",""
"Mieter","1993","Bayern","5","","","",""
"Mieter","1993","Saarland","1","","","",""
"Mieter","1993","Saarland","2","","","",""
"Mieter","1993","Saarland","3","","","",""
"Mieter","1993","Saarland","4","","","",""
"Mieter","1993","Saarland","5","","","",""
"Mieter","1993","Berlin","1","","","",""
"Mieter","1993","Berlin","2","","","",""
"Mieter","1993","Berlin","3","","","",""
"Mieter","1993","Berlin","4","","","",""
"Mieter","1993","Berlin","5","","","",""
"Mieter","1993","Brandenburg","1","","","",""
"Mieter","1993","Brandenburg","2","","","",""
"Mieter","1993","Brandenburg","3","","","",""
"Mieter","1993","Brandenburg","4","","","",""
"Mieter","1993","Brandenburg","5","","","",""
"Mieter","1993","Mecklenburg-Vorpommern","1","","","",""
"Mieter","1993","Mecklenburg-Vorpommern","2","","","",""
"Mieter","1993","Mecklenburg-Vorpommern","3","","","",""
"Mieter","1993","Mecklenburg-Vorpommern","4","","","",""
"Mieter","1993","Mecklenburg-Vorpommern","5","","","",""
"Mieter","1993","Sachsen","1","","","",""
"Mieter","1993","Sachsen","2","","","",""
"Mieter","1993","Sachsen","3","","","",""
"Mieter","1993","Sachsen","4","","","",""
"Mieter","1993","Sachsen","5","","","",""
"Mieter","1993","Sachsen-Anhalt","1","","","",""
"Mieter","1993","Sachsen-Anhalt","2","","","",""
"Mieter","1993","Sachsen-Anhalt","3","","","",""
"Mieter","1993","Sachsen-Anhalt","4","","","",""
"Mieter","1993","Sachsen-Anhalt","5","","","",""
"Mieter","1993","Thüringen","1","","","",""
"Mieter","1993","Thüringen","2","","","",""
"Mieter","1993","Thüringen","3","","","",""
"Mieter","1993","Thüringen","4","","","",""
"Mieter","1993","Thüringen","5","","","",""
"Eigentuemer","1994","Schleswig-Holstein","1","121","0.483659838949833","0.423148688240855","0.544170989658812"
"Eigentuemer","1994","Schleswig-Holstein","2","62","0.479810490592442","0.392229722658819","0.567391258526066"
"Eigentuemer","1994","Schleswig-Holstein","3","","","",""
"Eigentuemer","1994","Schleswig-Holstein","4","","","",""
"Eigentuemer","1994","Schleswig-Holstein","5","","","",""
"Eigentuemer","1994","Hamburg","1","","","",""
"Eigentuemer","1994","Hamburg","2","","","",""
"Eigentuemer","1994","Hamburg","3","","","",""
"Eigentuemer","1994","Hamburg","4","","","",""
"Eigentuemer","1994","Hamburg","5","","","",""
"Eigentuemer","1994","Niedersachsen","1","475","0.513165046119521","0.481497709996267","0.544832382242774"
"Eigentuemer","1994","Niedersachsen","2","148","0.60345612983266","0.548646628625921","0.658265631039399"
"Eigentuemer","1994","Niedersachsen","3","","","",""
"Eigentuemer","1994","Niedersachsen","4","","","",""
"Eigentuemer","1994","Niedersachsen","5","","","",""
"Eigentuemer","1994","Bremen","1","","","",""
"Eigentuemer","1994","Bremen","2","","","",""
"Eigentuemer","1994","Bremen","3","","","",""
"Eigentuemer","1994","Bremen","4","","","",""
"Eigentuemer","1994","Bremen","5","","","",""
"Eigentuemer","1994","Nordrhein-Westfalen","1","797","0.398704618414944","0.378840594362372","0.418568642467517"
"Eigentuemer","1994","Nordrhein-Westfalen","2","439","0.641748336462886","0.610731090492794","0.672765582432979"
"Eigentuemer","1994","Nordrhein-Westfalen","3","","","",""
"Eigentuemer","1994","Nordrhein-Westfalen","4","","","",""
"Eigentuemer","1994","Nordrhein-Westfalen","5","","","",""
"Eigentuemer","1994","Hessen","1","334","0.46057786198549","0.427940879461261","0.49321484450972"
"Eigentuemer","1994","Hessen","2","85","0.421344801940474","0.363917598122958","0.478772005757989"
"Eigentuemer","1994","Hessen","3","","","",""
"Eigentuemer","1994","Hessen","4","","","",""
"Eigentuemer","1994","Hessen","5","","","",""
"Eigentuemer","1994","Rheinland-Pfalz,Saarland","1","350","0.556008432650666","0.517664532618399","0.594352332682933"
"Eigentuemer","1994","Rheinland-Pfalz,Saarland","2","108","0.656906609805726","0.590612801298555","0.723200418312898"
"Eigentuemer","1994","Rheinland-Pfalz,Saarland","3","","","",""
"Eigentuemer","1994","Rheinland-Pfalz,Saarland","4","","","",""
"Eigentuemer","1994","Rheinland-Pfalz,Saarland","5","","","",""
"Eigentuemer","1994","Baden-Württemberg","1","652","0.538027584754478","0.513529998548261","0.562525170960696"
"Eigentuemer","1994","Baden-Württemberg","2","377","0.708880826575992","0.676918436302543","0.74084321684944"
"Eigentuemer","1994","Baden-Württemberg","3","","","",""
"Eigentuemer","1994","Baden-Württemberg","4","","","",""
"Eigentuemer","1994","Baden-Württemberg","5","","","",""
"Eigentuemer","1994","Bayern","1","679","0.499103275222031","0.474394396622913","0.523812153821149"
"Eigentuemer","1994","Bayern","2","340","0.710140991012796","0.672463134672535","0.747818847353057"
"Eigentuemer","1994","Bayern","3","","","",""
"Eigentuemer","1994","Bayern","4","","","",""
"Eigentuemer","1994","Bayern","5","","","",""
"Eigentuemer","1994","Saarland","1","","","",""
"Eigentuemer","1994","Saarland","2","","","",""
"Eigentuemer","1994","Saarland","3","","","",""
"Eigentuemer","1994","Saarland","4","","","",""
"Eigentuemer","1994","Saarland","5","","","",""
"Eigentuemer","1994","Berlin","1","44","0.0875807539898738","0.06583235453073","0.109329153449018"
"Eigentuemer","1994","Berlin","2","","","",""
"Eigentuemer","1994","Berlin","3","","","",""
"Eigentuemer","1994","Berlin","4","","","",""
"Eigentuemer","1994","Berlin","5","","","",""
"Eigentuemer","1994","Brandenburg","1","202","0.313664464548805","0.277773801674584","0.349555127423025"
"Eigentuemer","1994","Brandenburg","2","98","0.596059692291016","0.519059951184954","0.673059433397079"
"Eigentuemer","1994","Brandenburg","3","","","",""
"Eigentuemer","1994","Brandenburg","4","","","",""
"Eigentuemer","1994","Brandenburg","5","","","",""
"Eigentuemer","1994","Mecklenburg-Vorpommern","1","117","0.273928115605561","0.231123738801286","0.316732492409835"
"Eigentuemer","1994","Mecklenburg-Vorpommern","2","77","0.562924184857372","0.482465115480536","0.643383254234208"
"Eigentuemer","1994","Mecklenburg-Vorpommern","3","","","",""
"Eigentuemer","1994","Mecklenburg-Vorpommern","4","","","",""
"Eigentuemer","1994","Mecklenburg-Vorpommern","5","","","",""
"Eigentuemer","1994","Sachsen","1","328","0.264460028096131","0.239741760940555","0.289178295251708"
"Eigentuemer","1994","Sachsen","2","132","0.533996273448202","0.473477287092969","0.594515259803435"
"Eigentuemer","1994","Sachsen","3","","","",""
"Eigentuemer","1994","Sachsen","4","","","",""
"Eigentuemer","1994","Sachsen","5","","","",""
"Eigentuemer","1994","Sachsen-Anhalt","1","233","0.32475742147206","0.290528509233695","0.358986333710425"
"Eigentuemer","1994","Sachsen-Anhalt","2","103","0.514203067721376","0.446117096963731","0.582289038479021"
"Eigentuemer","1994","Sachsen-Anhalt","3","","","",""
"Eigentuemer","1994","Sachsen-Anhalt","4","","","",""
"Eigentuemer","1994","Sachsen-Anhalt","5","","","",""
"Eigentuemer","1994","Thüringen","1","295","0.373517700617832","0.337186100019364","0.409849301216299"
"Eigentuemer","1994","Thüringen","2","132","0.480952452130702","0.415522180186005","0.5463827240754"
"Eigentuemer","1994","Thüringen","3","","","",""
"Eigentuemer","1994","Thüringen","4","","","",""
"Eigentuemer","1994","Thüringen","5","","","",""
"Hauptmieter","1994","Schleswig-Holstein","1","130","0.470010816984162","0.409576325133801","0.530445308834523"
"Hauptmieter","1994","Schleswig-Holstein","2","63","0.520189509407558","0.432608741473934","0.607770277341181"
"Hauptmieter","1994","Schleswig-Holstein","3","","","",""
"Hauptmieter","1994","Schleswig-Holstein","4","","","",""
"Hauptmieter","1994","Schleswig-Holstein","5","","","",""
"Hauptmieter","1994","Hamburg","1","131","0.83801079208036","0.780007841206699","0.896013742954021"
"Hauptmieter","1994","Hamburg","2","","","",""
"Hauptmieter","1994","Hamburg","3","","","",""
"Hauptmieter","1994","Hamburg","4","","","",""
"Hauptmieter","1994","Hamburg","5","","","",""
"Hauptmieter","1994","Niedersachsen","1","443","0.437653949751282","0.40622286477171","0.469085034730853"
"Hauptmieter","1994","Niedersachsen","2","158","0.39654387016734","0.341734368960601","0.451353371374079"
"Hauptmieter","1994","Niedersachsen","3","","","",""
"Hauptmieter","1994","Niedersachsen","4","","","",""
"Hauptmieter","1994","Niedersachsen","5","","","",""
"Hauptmieter","1994","Bremen","1","57","0.723459299657002","0.630006280632661","0.816912318681343"
"Hauptmieter","1994","Bremen","2","","","",""
"Hauptmieter","1994","Bremen","3","","","",""
"Hauptmieter","1994","Bremen","4","","","",""
"Hauptmieter","1994","Bremen","5","","","",""
"Hauptmieter","1994","Nordrhein-Westfalen","1","1480","0.575281395288134","0.55522797423975","0.595334816336518"
"Hauptmieter","1994","Nordrhein-Westfalen","2","474","0.351979428585238","0.32108502698066","0.382873830189816"
"Hauptmieter","1994","Nordrhein-Westfalen","3","","","",""
"Hauptmieter","1994","Nordrhein-Westfalen","4","","","",""
"Hauptmieter","1994","Nordrhein-Westfalen","5","","","",""
"Hauptmieter","1994","Hessen","1","535","0.501746987746114","0.469008287044522","0.534485688447707"
"Hauptmieter","1994","Hessen","2","199","0.578655198059526","0.521227994242011","0.636082401877042"
"Hauptmieter","1994","Hessen","3","","","",""
"Hauptmieter","1994","Hessen","4","","","",""
"Hauptmieter","1994","Hessen","5","","","",""
"Hauptmieter","1994","Rheinland-Pfalz,Saarland","1","272","0.411785417640901","0.373803961685289","0.449766873596513"
"Hauptmieter","1994","Rheinland-Pfalz,Saarland","2","89","0.343093390194274","0.276799581687102","0.409387198701445"
"Hauptmieter","1994","Rheinland-Pfalz,Saarland","3","","","",""
"Hauptmieter","1994","Rheinland-Pfalz,Saarland","4","","","",""
"Hauptmieter","1994","Rheinland-Pfalz,Saarland","5","","","",""
"Hauptmieter","1994","Baden-Württemberg","1","882","0.418038317180024","0.393801909892101","0.442274724467947"
"Hauptmieter","1994","Baden-Württemberg","2","381","0.271141281724064","0.239863443487055","0.302419119961073"
"Hauptmieter","1994","Baden-Württemberg","3","","","",""
"Hauptmieter","1994","Baden-Württemberg","4","","","",""
"Hauptmieter","1994","Baden-Württemberg","5","","","",""
"Hauptmieter","1994","Bayern","1","857","0.482642157641071","0.457948133124912","0.507336182157231"
"Hauptmieter","1994","Bayern","2","212","0.28680261334139","0.249243362852011","0.324361863830769"
"Hauptmieter","1994","Bayern","3","","","",""
"Hauptmieter","1994","Bayern","4","","","",""
"Hauptmieter","1994","Bayern","5","","","",""
"Hauptmieter","1994","Saarland","1","","","",""
"Hauptmieter","1994","Saarland","2","","","",""
"Hauptmieter","1994","Saarland","3","","","",""
"Hauptmieter","1994","Saarland","4","","","",""
"Hauptmieter","1994","Saarland","5","","","",""
"Hauptmieter","1994","Berlin","1","592","0.888829082002619","0.864644952120334","0.913013211884904"
"Hauptmieter","1994","Berlin","2","86","0.792271542448962","0.71235889471866","0.872184190179263"
"Hauptmieter","1994","Berlin","3","","","",""
"Hauptmieter","1994","Berlin","4","","","",""
"Hauptmieter","1994","Berlin","5","","","",""
"Hauptmieter","1994","Brandenburg","1","413","0.6508563714322","0.613981949744737","0.687730793119662"
"Hauptmieter","1994","Brandenburg","2","58","0.403940307708984","0.326940566602921","0.480940048815046"
"Hauptmieter","1994","Brandenburg","3","","","",""
"Hauptmieter","1994","Brandenburg","4","","","",""
"Hauptmieter","1994","Brandenburg","5","","","",""
"Hauptmieter","1994","Mecklenburg-Vorpommern","1","288","0.698348179386238","0.654295833391972","0.742400525380504"
"Hauptmieter","1994","Mecklenburg-Vorpommern","2","69","0.437075815142628","0.356616745765791","0.517534884519464"
"Hauptmieter","1994","Mecklenburg-Vorpommern","3","","","",""
"Hauptmieter","1994","Mecklenburg-Vorpommern","4","","","",""
"Hauptmieter","1994","Mecklenburg-Vorpommern","5","","","",""
"Hauptmieter","1994","Sachsen","1","880","0.72028383615672","0.695127610678618","0.745440061634822"
"Hauptmieter","1994","Sachsen","2","125","0.447862778026484","0.387534096348882","0.508191459704087"
"Hauptmieter","1994","Sachsen","3","","","",""
"Hauptmieter","1994","Sachsen","4","","","",""
"Hauptmieter","1994","Sachsen","5","","","",""
"Hauptmieter","1994","Sachsen-Anhalt","1","456","0.64279178018376","0.60776666879855","0.677816891568971"
"Hauptmieter","1994","Sachsen-Anhalt","2","99","0.462724594461219","0.394800682507978","0.530648506414459"
"Hauptmieter","1994","Sachsen-Anhalt","3","","","",""
"Hauptmieter","1994","Sachsen-Anhalt","4","","","",""
"Hauptmieter","1994","Sachsen-Anhalt","5","","","",""
"Hauptmieter","1994","Thüringen","1","350","0.573251799209774","0.536103999295089","0.610399599124459"
"Hauptmieter","1994","Thüringen","2","77","0.383698041656962","0.320016195238294","0.44737988807563"
"Hauptmieter","1994","Thüringen","3","","","",""
"Hauptmieter","1994","Thüringen","4","","","",""
"Hauptmieter","1994","Thüringen","5","","","",""
"Untermieter","1994","Schleswig-Holstein","1","","","",""
"Untermieter","1994","Schleswig-Holstein","2","","","",""
"Untermieter","1994","Schleswig-Holstein","3","","","",""
"Untermieter","1994","Schleswig-Holstein","4","","","",""
"Untermieter","1994","Schleswig-Holstein","5","","","",""
"Untermieter","1994","Hamburg","1","","","",""
"Untermieter","1994","Hamburg","2","","","",""
"Untermieter","1994","Hamburg","3","","","",""
"Untermieter","1994","Hamburg","4","","","",""
"Untermieter","1994","Hamburg","5","","","",""
"Untermieter","1994","Niedersachsen","1","39","0.0491810041291978","0.0354803992150728","0.0628816090433227"
"Untermieter","1994","Niedersachsen","2","","","",""
"Untermieter","1994","Niedersachsen","3","","","",""
"Untermieter","1994","Niedersachsen","4","","","",""
"Untermieter","1994","Niedersachsen","5","","","",""
"Untermieter","1994","Bremen","1","","","",""
"Untermieter","1994","Bremen","2","","","",""
"Untermieter","1994","Bremen","3","","","",""
"Untermieter","1994","Bremen","4","","","",""
"Untermieter","1994","Bremen","5","","","",""
"Untermieter","1994","Nordrhein-Westfalen","1","57","0.026013986296922","0.0195562920439058","0.0324716805499382"
"Untermieter","1994","Nordrhein-Westfalen","2","","","",""
"Untermieter","1994","Nordrhein-Westfalen","3","","","",""
"Untermieter","1994","Nordrhein-Westfalen","4","","","",""
"Untermieter","1994","Nordrhein-Westfalen","5","","","",""
"Untermieter","1994","Hessen","1","","","",""
"Untermieter","1994","Hessen","2","","","",""
"Untermieter","1994","Hessen","3","","","",""
"Untermieter","1994","Hessen","4","","","",""
"Untermieter","1994","Hessen","5","","","",""
"Untermieter","1994","Rheinland-Pfalz,Saarland","1","","","",""
"Untermieter","1994","Rheinland-Pfalz,Saarland","2","","","",""
"Untermieter","1994","Rheinland-Pfalz,Saarland","3","","","",""
"Untermieter","1994","Rheinland-Pfalz,Saarland","4","","","",""
"Untermieter","1994","Rheinland-Pfalz,Saarland","5","","","",""
"Untermieter","1994","Baden-Württemberg","1","57","0.0439340980654975","0.0338634417845717","0.0540047543464234"
"Untermieter","1994","Baden-Württemberg","2","","","",""
"Untermieter","1994","Baden-Württemberg","3","","","",""
"Untermieter","1994","Baden-Württemberg","4","","","",""
"Untermieter","1994","Baden-Württemberg","5","","","",""
"Untermieter","1994","Bayern","1","37","0.0182545671368976","0.0116389716221933","0.024870162651602"
"Untermieter","1994","Bayern","2","","","",""
"Untermieter","1994","Bayern","3","","","",""
"Untermieter","1994","Bayern","4","","","",""
"Untermieter","1994","Bayern","5","","","",""
"Untermieter","1994","Saarland","1","","","",""
"Untermieter","1994","Saarland","2","","","",""
"Untermieter","1994","Saarland","3","","","",""
"Untermieter","1994","Saarland","4","","","",""
"Untermieter","1994","Saarland","5","","","",""
"Untermieter","1994","Berlin","1","","","",""
"Untermieter","1994","Berlin","2","","","",""
"Untermieter","1994","Berlin","3","","","",""
"Untermieter","1994","Berlin","4","","","",""
"Untermieter","1994","Berlin","5","","","",""
"Untermieter","1994","Brandenburg","1","","","",""
"Untermieter","1994","Brandenburg","2","","","",""
"Untermieter","1994","Brandenburg","3","","","",""
"Untermieter","1994","Brandenburg","4","","","",""
