"hgowner","year","quintil","regtyp","n","percent","lower_confidence","upper_confidence"
"Eigentuemer","1995","3","Laendlicher Raum","1112","0.555781759510908","0.535269123503576","0.576294395518239"
"Eigentuemer","1995","4","Staedtischer Raum","1028","0.475790698729203","0.455684301741988","0.495897095716418"
"Eigentuemer","1995","4","Laendlicher Raum","539","0.583974713616486","0.553470873931606","0.614478553301366"
"Eigentuemer","1995","5","Staedtischer Raum","675","0.639068769674493","0.610517899625882","0.667619639723104"
"Eigentuemer","1995","5","Laendlicher Raum","200","0.715105074204415","0.663422805728002","0.766787342680829"
"Hauptmieter","1995","1","Staedtischer Raum","","","",""
"Hauptmieter","1995","1","Laendlicher Raum","","","",""
"Hauptmieter","1995","2","Staedtischer Raum","3024","0.67194277254597","0.657392904859821","0.686492640232119"
"Hauptmieter","1995","2","Laendlicher Raum","1436","0.514198659090022","0.495183828685304","0.533213489494741"
"Hauptmieter","1995","3","Staedtischer Raum","2589","0.540010959239163","0.524663305281155","0.555358613197171"
"Hauptmieter","1995","3","Laendlicher Raum","1075","0.416853317013875","0.396499227937255","0.437207406090495"
"Hauptmieter","1995","4","Staedtischer Raum","1297","0.501764794704626","0.481634913259805","0.521894676149448"
"Hauptmieter","1995","4","Laendlicher Raum","440","0.392872355633969","0.362647560631123","0.423097150636816"
"Hauptmieter","1995","5","Staedtischer Raum","395","0.348250931730363","0.319929208657199","0.376572654803526"
"Hauptmieter","1995","5","Laendlicher Raum","85","0.260165982499319","0.209930950380222","0.310401014618415"
"Untermieter","1995","1","Staedtischer Raum","","","",""
"Untermieter","1995","1","Laendlicher Raum","","","",""
"Untermieter","1995","2","Staedtischer Raum","133","0.0373186447979944","0.0314448021552887","0.0431924874407001"
"Untermieter","1995","2","Laendlicher Raum","125","0.0572757278422173","0.0484352592693258","0.0661161964151087"
"Untermieter","1995","3","Staedtischer Raum","62","0.0251608508108191","0.0203380856857553","0.0299836159358829"
"Untermieter","1995","3","Laendlicher Raum","67","0.0273649234752171","0.020629836352327","0.0341000105981071"
"Untermieter","1995","4","Staedtischer Raum","45","0.0224445065661707","0.0164810280455833","0.0284079850867581"
"Untermieter","1995","4","Laendlicher Raum","","","",""
"Untermieter","1995","5","Staedtischer Raum","","","",""
"Untermieter","1995","5","Laendlicher Raum","","","",""
"Mieter","1995","1","Staedtischer Raum","","","",""
"Mieter","1995","1","Laendlicher Raum","","","",""
"Mieter","1995","2","Staedtischer Raum","","","",""
"Mieter","1995","2","Laendlicher Raum","","","",""
"Mieter","1995","3","Staedtischer Raum","","","",""
"Mieter","1995","3","Laendlicher Raum","","","",""
"Mieter","1995","4","Staedtischer Raum","","","",""
"Mieter","1995","4","Laendlicher Raum","","","",""
"Mieter","1995","5","Staedtischer Raum","","","",""
"Mieter","1995","5","Laendlicher Raum","","","",""
"Eigentuemer","1996","1","Staedtischer Raum","","","",""
"Eigentuemer","1996","1","Laendlicher Raum","","","",""
"Eigentuemer","1996","2","Staedtischer Raum","796","0.301092887833315","0.286169935319894","0.316015840346735"
"Eigentuemer","1996","2","Laendlicher Raum","966","0.449362106108142","0.428921740412962","0.469802471803321"
"Eigentuemer","1996","3","Staedtischer Raum","1291","0.397883983842887","0.382658498124729","0.413109469561046"
"Eigentuemer","1996","3","Laendlicher Raum","1193","0.553139086940123","0.533281649260011","0.572996524620236"
"Eigentuemer","1996","4","Staedtischer Raum","1153","0.509354845469324","0.489852026307493","0.528857664631155"
"Eigentuemer","1996","4","Laendlicher Raum","641","0.645044934213442","0.616033338314307","0.674056530112576"
"Eigentuemer","1996","5","Staedtischer Raum","710","0.628728159255928","0.600694310217935","0.656762008293922"
"Eigentuemer","1996","5","Laendlicher Raum","212","0.670929329559227","0.621419319070681","0.720439340047774"
"Hauptmieter","1996","1","Staedtischer Raum","","","",""
"Hauptmieter","1996","1","Laendlicher Raum","","","",""
"Hauptmieter","1996","2","Staedtischer Raum","2695","0.663411082777377","0.648038882087177","0.678783283467578"
"Hauptmieter","1996","2","Laendlicher Raum","1202","0.498583735145482","0.47803781231311","0.519129657977854"
"Hauptmieter","1996","3","Staedtischer Raum","2581","0.573580527061706","0.558196552556463","0.58896450156695"
"Hauptmieter","1996","3","Laendlicher Raum","1168","0.429609375710786","0.409837725696993","0.44938102572458"
"Hauptmieter","1996","4","Staedtischer Raum","1323","0.4757108719002","0.456227667793946","0.495194076006454"
"Hauptmieter","1996","4","Laendlicher Raum","380","0.327032015040312","0.298588564337897","0.355475465742727"
"Hauptmieter","1996","5","Staedtischer Raum","402","0.348181941817588","0.320539806771783","0.375824076863393"
"Hauptmieter","1996","5","Laendlicher Raum","129","0.3111913729593","0.262407856211943","0.359974889706657"
"Untermieter","1996","1","Staedtischer Raum","","","",""
"Untermieter","1996","1","Laendlicher Raum","","","",""
"Untermieter","1996","2","Staedtischer Raum","139","0.0354960293893081","0.0294768584640805","0.0415152003145358"
"Untermieter","1996","2","Laendlicher Raum","107","0.0520541587463762","0.0429261327258246","0.0611821847669278"
"Untermieter","1996","3","Staedtischer Raum","98","0.0285354890954062","0.0233563333887823","0.0337146448020301"
"Untermieter","1996","3","Laendlicher Raum","47","0.0172515373490902","0.0120509195543858","0.0224521551437946"
"Untermieter","1996","4","Staedtischer Raum","48","0.0149342826304761","0.0102024627870389","0.0196661024739133"
"Untermieter","1996","4","Laendlicher Raum","","","",""
"Untermieter","1996","5","Staedtischer Raum","","","",""
"Untermieter","1996","5","Laendlicher Raum","","","",""
"Mieter","1996","1","Staedtischer Raum","","","",""
"Mieter","1996","1","Laendlicher Raum","","","",""
"Mieter","1996","2","Staedtischer Raum","","","",""
"Mieter","1996","2","Laendlicher Raum","","","",""
"Mieter","1996","3","Staedtischer Raum","","","",""
"Mieter","1996","3","Laendlicher Raum","","","",""
"Mieter","1996","4","Staedtischer Raum","","","",""
"Mieter","1996","4","Laendlicher Raum","","","",""
"Mieter","1996","5","Staedtischer Raum","","","",""
"Mieter","1996","5","Laendlicher Raum","","","",""
"Eigentuemer","1997","1","Staedtischer Raum","","","",""
"Eigentuemer","1997","1","Laendlicher Raum","","","",""
"Eigentuemer","1997","2","Staedtischer Raum","771","0.290241207170964","0.274942299198465","0.305540115143462"
"Eigentuemer","1997","2","Laendlicher Raum","960","0.491821416148878","0.470620268812509","0.513022563485247"
"Eigentuemer","1997","3","Staedtischer Raum","1393","0.425815747680596","0.410212914064621","0.441418581296571"
"Eigentuemer","1997","3","Laendlicher Raum","1222","0.543898052506311","0.523921495221926","0.563874609790697"
"Eigentuemer","1997","4","Staedtischer Raum","1152","0.493805528254776","0.474569470042797","0.513041586466756"
"Eigentuemer","1997","4","Laendlicher Raum","613","0.580655132117569","0.551547400969678","0.60976286326546"
"Eigentuemer","1997","5","Staedtischer Raum","719","0.624383836186627","0.596972105157175","0.651795567216079"
"Eigentuemer","1997","5","Laendlicher Raum","261","0.775224354701269","0.731176285722614","0.819272423679925"
"Hauptmieter","1997","1","Staedtischer Raum","","","",""
"Hauptmieter","1997","1","Laendlicher Raum","","","",""
"Hauptmieter","1997","2","Staedtischer Raum","2485","0.664968997815459","0.649059051914212","0.680878943716706"
"Hauptmieter","1997","2","Laendlicher Raum","1088","0.459236220966669","0.438102823005389","0.48036961892795"
"Hauptmieter","1997","3","Staedtischer Raum","2398","0.556995650827285","0.541321036048184","0.572670265606385"
"Hauptmieter","1997","3","Laendlicher Raum","1097","0.425975317601073","0.406142316729378","0.445808318472769"
"Hauptmieter","1997","4","Staedtischer Raum","1406","0.490167128769041","0.470933314490577","0.509400943047504"
"Hauptmieter","1997","4","Laendlicher Raum","463","0.39479216066823","0.365958479828834","0.423625841507626"
"Hauptmieter","1997","5","Staedtischer Raum","461","0.360971234641965","0.333785880123405","0.388156589160525"
"Hauptmieter","1997","5","Laendlicher Raum","80","0.208776647776415","0.165889313607115","0.251663981945716"
"Untermieter","1997","1","Staedtischer Raum","","","",""
"Untermieter","1997","1","Laendlicher Raum","","","",""
"Untermieter","1997","2","Staedtischer Raum","125","0.0447897950135776","0.0378176803670006","0.0517619096601547"
"Untermieter","1997","2","Laendlicher Raum","88","0.0489423628844529","0.0397929473555074","0.0580917784133985"
"Untermieter","1997","3","Staedtischer Raum","67","0.0171886014921196","0.0130872938888662","0.021289909095373"
"Untermieter","1997","3","Laendlicher Raum","69","0.0301266298926153","0.0232707417475646","0.0369825180376659"
"Untermieter","1997","4","Staedtischer Raum","37","0.0160273429761827","0.0111956237372247","0.0208590622151406"
"Untermieter","1997","4","Laendlicher Raum","","","",""
"Untermieter","1997","5","Staedtischer Raum","","","",""
"Untermieter","1997","5","Laendlicher Raum","","","",""
"Mieter","1997","1","Staedtischer Raum","","","",""
"Mieter","1997","1","Laendlicher Raum","","","",""
"Mieter","1997","2","Staedtischer Raum","","","",""
"Mieter","1997","2","Laendlicher Raum","","","",""
"Mieter","1997","3","Staedtischer Raum","","","",""
"Mieter","1997","3","Laendlicher Raum","","","",""
"Mieter","1997","4","Staedtischer Raum","","","",""
"Mieter","1997","4","Laendlicher Raum","","","",""
"Mieter","1997","5","Staedtischer Raum","","","",""
"Mieter","1997","5","Laendlicher Raum","","","",""
"Eigentuemer","1998","1","Staedtischer Raum","","","",""
"Eigentuemer","1998","1","Laendlicher Raum","","","",""
"Eigentuemer","1998","2","Staedtischer Raum","865","0.295155339023944","0.280157713128618","0.310152964919269"
"Eigentuemer","1998","2","Laendlicher Raum","1074","0.474326115282136","0.454323686295286","0.494328544268986"
"Eigentuemer","1998","3","Staedtischer Raum","1598","0.412723275406298","0.397999561094653","0.427446989717943"
"Eigentuemer","1998","3","Laendlicher Raum","1457","0.60216320733025","0.582938576975023","0.621387837685477"
"Eigentuemer","1998","4","Staedtischer Raum","1327","0.483700910341441","0.465478179850786","0.501923640832097"
"Eigentuemer","1998","4","Laendlicher Raum","736","0.597552175928796","0.570791569937123","0.624312781920469"
"Eigentuemer","1998","5","Staedtischer Raum","823","0.604084698779045","0.578467352776478","0.629702044781613"
"Eigentuemer","1998","5","Laendlicher Raum","347","0.792418405201197","0.754735898528687","0.830100911873706"
"Hauptmieter","1998","1","Staedtischer Raum","","","",""
"Hauptmieter","1998","1","Laendlicher Raum","","","",""
"Hauptmieter","1998","2","Staedtischer Raum","2550","0.663851870033904","0.648319010010909","0.679384730056899"
"Hauptmieter","1998","2","Laendlicher Raum","1223","0.472885004093106","0.452885626739772","0.49288438144644"
"Hauptmieter","1998","3","Staedtischer Raum","2581","0.553477496851467","0.538609989348395","0.568345004354539"
"Hauptmieter","1998","3","Laendlicher Raum","959","0.369806156663961","0.350844662178758","0.388767651149165"
"Hauptmieter","1998","4","Staedtischer Raum","1502","0.498678298848762","0.480445942222166","0.516910655475358"
"Hauptmieter","1998","4","Laendlicher Raum","518","0.375946463373005","0.349514637654244","0.402378289091765"
"Hauptmieter","1998","5","Staedtischer Raum","559","0.378170317256488","0.352768574322265","0.403572060190711"
"Hauptmieter","1998","5","Laendlicher Raum","91","0.196668354337255","0.159738060330206","0.233598648344305"
"Untermieter","1998","1","Staedtischer Raum","","","",""
"Untermieter","1998","1","Laendlicher Raum","","","",""
"Untermieter","1998","2","Staedtischer Raum","138","0.0409927909421524","0.0344732777708582","0.0475123041134465"
"Untermieter","1998","2","Laendlicher Raum","97","0.0527888806247579","0.0438315080588977","0.061746253190618"
"Untermieter","1998","3","Staedtischer Raum","116","0.0337992277422347","0.028394751826607","0.0392037036578625"
"Untermieter","1998","3","Laendlicher Raum","74","0.0280306360057888","0.0215474096985473","0.0345138623130302"
"Untermieter","1998","4","Staedtischer Raum","60","0.0176207908097968","0.012823162493734","0.0224184191258597"
"Untermieter","1998","4","Laendlicher Raum","36","0.0265013606981992","0.017736298609241","0.0352664227871573"
"Untermieter","1998","5","Staedtischer Raum","","","",""
"Untermieter","1998","5","Laendlicher Raum","","","",""
"Mieter","1998","1","Staedtischer Raum","","","",""
"Mieter","1998","1","Laendlicher Raum","","","",""
"Mieter","1998","2","Staedtischer Raum","","","",""
"Mieter","1998","2","Laendlicher Raum","","","",""
"Mieter","1998","3","Staedtischer Raum","","","",""
"Mieter","1998","3","Laendlicher Raum","","","",""
"Mieter","1998","4","Staedtischer Raum","","","",""
"Mieter","1998","4","Laendlicher Raum","","","",""
"Mieter","1998","5","Staedtischer Raum","","","",""
"Mieter","1998","5","Laendlicher Raum","","","",""
"Eigentuemer","1999","1","Staedtischer Raum","","","",""
"Eigentuemer","1999","1","Laendlicher Raum","","","",""
"Eigentuemer","1999","2","Staedtischer Raum","630","0.238523755338035","0.222964274516193","0.254083236159877"
"Eigentuemer","1999","2","Laendlicher Raum","896","0.470858838680569","0.448743998007167","0.492973679353971"
"Eigentuemer","1999","3","Staedtischer Raum","1578","0.412899471669816","0.398140420764409","0.427658522575224"
"Eigentuemer","1999","3","Laendlicher Raum","1396","0.574705058388607","0.55552387601966","0.593886240757554"
"Eigentuemer","1999","4","Staedtischer Raum","1426","0.518477686229052","0.500251410214784","0.536703962243319"
"Eigentuemer","1999","4","Laendlicher Raum","845","0.638042392215711","0.612557877777047","0.663526906654374"
"Eigentuemer","1999","5","Staedtischer Raum","963","0.614063406068599","0.590006026624081","0.638120785513117"
"Eigentuemer","1999","5","Laendlicher Raum","370","0.770687408480659","0.73369093441702","0.807683882544298"
"Hauptmieter","1999","1","Staedtischer Raum","","","",""
"Hauptmieter","1999","1","Laendlicher Raum","","","",""
"Hauptmieter","1999","2","Staedtischer Raum","2159","0.724463483585285","0.708151794516647","0.740775172653923"
"Hauptmieter","1999","2","Laendlicher Raum","978","0.473541122630322","0.451419664266971","0.495662580993673"
"Hauptmieter","1999","3","Staedtischer Raum","2605","0.560045059329758","0.545165309957597","0.57492480870192"
"Hauptmieter","1999","3","Laendlicher Raum","1082","0.394880749926595","0.375915384206759","0.41384611564643"
"Hauptmieter","1999","4","Staedtischer Raum","1411","0.467021633970342","0.448822614522224","0.48522065341846"
"Hauptmieter","1999","4","Laendlicher Raum","507","0.350323486447054","0.325024335168691","0.375622637725417"
"Hauptmieter","1999","5","Staedtischer Raum","591","0.378440876500496","0.354473308272611","0.40240844472838"
"Hauptmieter","1999","5","Laendlicher Raum","116","0.202562072000773","0.167192096248785","0.237932047752762"
"Untermieter","1999","1","Staedtischer Raum","","","",""
"Untermieter","1999","1","Laendlicher Raum","","","",""
"Untermieter","1999","2","Staedtischer Raum","93","0.0370127610766799","0.0301200970374815","0.0439054251158783"
"Untermieter","1999","2","Laendlicher Raum","83","0.0556000386891087","0.0454476507290783","0.0657524266491391"
"Untermieter","1999","3","Staedtischer Raum","92","0.0270554690004255","0.0221919389292896","0.0319189990715614"
"Untermieter","1999","3","Laendlicher Raum","74","0.0304141916847985","0.0237516640952772","0.0370767192743198"
"Untermieter","1999","4","Staedtischer Raum","50","0.014500679800606","0.0101400718233409","0.0188612877778711"
"Untermieter","1999","4","Laendlicher Raum","","","",""
"Untermieter","1999","5","Staedtischer Raum","","","",""
"Untermieter","1999","5","Laendlicher Raum","","","",""
"Mieter","1999","1","Staedtischer Raum","","","",""
"Mieter","1999","1","Laendlicher Raum","","","",""
"Mieter","1999","2","Staedtischer Raum","","","",""
"Mieter","1999","2","Laendlicher Raum","","","",""
"Mieter","1999","3","Staedtischer Raum","","","",""
"Mieter","1999","3","Laendlicher Raum","","","",""
"Mieter","1999","4","Staedtischer Raum","","","",""
"Mieter","1999","4","Laendlicher Raum","","","",""
"Mieter","1999","5","Staedtischer Raum","","","",""
"Mieter","1999","5","Laendlicher Raum","","","",""
"Eigentuemer","2000","1","Staedtischer Raum","","","",""
"Eigentuemer","2000","1","Laendlicher Raum","","","",""
"Eigentuemer","2000","2","Staedtischer Raum","1276","0.257207797066569","0.244736867242361","0.269678726890778"
"Eigentuemer","2000","2","Laendlicher Raum","1532","0.450172198232027","0.433051938409825","0.467292458054228"
"Eigentuemer","2000","3","Staedtischer Raum","3020","0.407902150586876","0.396443433053962","0.41936086811979"
"Eigentuemer","2000","3","Laendlicher Raum","2657","0.577441522507911","0.562908636853653","0.591974408162168"
"Eigentuemer","2000","4","Staedtischer Raum","2903","0.500294612658171","0.487064896094502","0.513524329221839"
"Eigentuemer","2000","4","Laendlicher Raum","1642","0.632311195429726","0.613230027403867","0.651392363455584"
"Eigentuemer","2000","5","Staedtischer Raum","2127","0.591268270506798","0.574709957896287","0.607826583117309"
"Eigentuemer","2000","5","Laendlicher Raum","753","0.708961863287317","0.681003258106724","0.73692046846791"
"Hauptmieter","2000","1","Staedtischer Raum","","","",""
"Hauptmieter","2000","1","Laendlicher Raum","","","",""
"Hauptmieter","2000","2","Staedtischer Raum","3339","0.712574108309623","0.699661883908289","0.725486332710957"
"Hauptmieter","2000","2","Laendlicher Raum","1639","0.52071508674605","0.503523948692409","0.537906224799691"
"Hauptmieter","2000","3","Staedtischer Raum","3971","0.576829725883326","0.565309986145658","0.588349465620993"
"Hauptmieter","2000","3","Laendlicher Raum","1722","0.408785988524158","0.394322441833609","0.423249535214706"
"Hauptmieter","2000","4","Staedtischer Raum","2526","0.487188519982799","0.473963144729477","0.50041389523612"
"Hauptmieter","2000","4","Laendlicher Raum","794","0.360685190112022","0.341682247594507","0.379688132629536"
"Hauptmieter","2000","5","Staedtischer Raum","1225","0.398155599277801","0.381667403325096","0.414643795230506"
"Hauptmieter","2000","5","Laendlicher Raum","254","0.27938542388714","0.251768041896784","0.307002805877496"
"Untermieter","2000","1","Staedtischer Raum","","","",""
"Untermieter","2000","1","Laendlicher Raum","","","",""
"Untermieter","2000","2","Staedtischer Raum","104","0.0302180946238075","0.0253338919274027","0.0351022973202123"
"Untermieter","2000","2","Laendlicher Raum","73","0.0291127150219229","0.0233273145113445","0.0348981155325013"
"Untermieter","2000","3","Staedtischer Raum","75","0.015268123529798","0.0124091304425922","0.0181271166170037"
"Untermieter","2000","3","Laendlicher Raum","59","0.0137724889679315","0.0103436332161303","0.0172013447197326"
"Untermieter","2000","4","Staedtischer Raum","58","0.0125168673590307","0.00957520191389113","0.0154585328041703"
"Untermieter","2000","4","Laendlicher Raum","","","",""
"Untermieter","2000","5","Staedtischer Raum","34","0.0105761302154014","0.00713057510633374","0.014021685324469"
"Untermieter","2000","5","Laendlicher Raum","","","",""
"Mieter","2000","1","Staedtischer Raum","","","",""
"Mieter","2000","1","Laendlicher Raum","","","",""
"Mieter","2000","2","Staedtischer Raum","","","",""
"Mieter","2000","2","Laendlicher Raum","","","",""
"Mieter","2000","3","Staedtischer Raum","","","",""
"Mieter","2000","3","Laendlicher Raum","","","",""
"Mieter","2000","4","Staedtischer Raum","","","",""
"Mieter","2000","4","Laendlicher Raum","","","",""
"Mieter","2000","5","Staedtischer Raum","","","",""
"Mieter","2000","5","Laendlicher Raum","","","",""
"Eigentuemer","2001","1","Staedtischer Raum","","","",""
"Eigentuemer","2001","1","Laendlicher Raum","","","",""
"Eigentuemer","2001","2","Staedtischer Raum","1072","0.250125249952736","0.236663607972649","0.263586891932823"
"Eigentuemer","2001","2","Laendlicher Raum","1310","0.472194291356679","0.453208379364064","0.491180203349294"
"Eigentuemer","2001","3","Staedtischer Raum","2609","0.401209322622174","0.389069437352071","0.413349207892277"
"Eigentuemer","2001","3","Laendlicher Raum","2330","0.572924912564486","0.557408398502848","0.588441426626123"
"Eigentuemer","2001","4","Staedtischer Raum","2718","0.503106417665102","0.48947212812415","0.516740707206055"
"Eigentuemer","2001","4","Laendlicher Raum","1638","0.651768972720079","0.63278004174463","0.670757903695528"
"Eigentuemer","2001","5","Staedtischer Raum","2077","0.589068894731207","0.572403219287521","0.605734570174893"
"Eigentuemer","2001","5","Laendlicher Raum","733","0.713310330928997","0.685254179363581","0.741366482494413"
"Hauptmieter","2001","1","Staedtischer Raum","","","",""
"Hauptmieter","2001","1","Laendlicher Raum","","","",""
"Hauptmieter","2001","2","Staedtischer Raum","2825","0.719691209719011","0.705730215062902","0.73365220437512"
"Hauptmieter","2001","2","Laendlicher Raum","1303","0.512816505685595","0.49380741527617","0.53182559609502"
"Hauptmieter","2001","3","Staedtischer Raum","3588","0.585248921710961","0.573046230196828","0.597451613225094"
"Hauptmieter","2001","3","Laendlicher Raum","1509","0.412804113186536","0.39736022328562","0.428248003087452"
"Hauptmieter","2001","4","Staedtischer Raum","2384","0.481779312633531","0.468153816119696","0.495404809147366"
"Hauptmieter","2001","4","Laendlicher Raum","742","0.328756931623448","0.310032988684637","0.347480874562259"
"Hauptmieter","2001","5","Staedtischer Raum","1242","0.399693829105076","0.383101571116005","0.416286087094147"
"Hauptmieter","2001","5","Laendlicher Raum","261","0.278055651943194","0.250258484422293","0.305852819464095"
"Untermieter","2001","1","Staedtischer Raum","","","",""
"Untermieter","2001","1","Laendlicher Raum","","","",""
"Untermieter","2001","2","Staedtischer Raum","79","0.030183540328253","0.0248654615346415","0.0355016191218645"
"Untermieter","2001","2","Laendlicher Raum","43","0.0149892029577256","0.010368119402398","0.0196102865130533"
"Untermieter","2001","3","Staedtischer Raum","65","0.0135417556668647","0.0106791046977858","0.0164044066359436"
"Untermieter","2001","3","Laendlicher Raum","65","0.0142709742489781","0.0105504959967257","0.0179914525012304"
"Untermieter","2001","4","Staedtischer Raum","64","0.0151142697013664","0.0117872344957725","0.0184413049069603"
"Untermieter","2001","4","Laendlicher Raum","38","0.0194740956564728","0.0139662960830637","0.0249818952298819"
"Untermieter","2001","5","Staedtischer Raum","","","",""
"Untermieter","2001","5","Laendlicher Raum","","","",""
"Mieter","2001","1","Staedtischer Raum","","","",""
"Mieter","2001","1","Laendlicher Raum","","","",""
"Mieter","2001","2","Staedtischer Raum","","","",""
"Mieter","2001","2","Laendlicher Raum","","","",""
"Mieter","2001","3","Staedtischer Raum","","","",""
"Mieter","2001","3","Laendlicher Raum","","","",""
"Mieter","2001","4","Staedtischer Raum","","","",""
"Mieter","2001","4","Laendlicher Raum","","","",""
"Mieter","2001","5","Staedtischer Raum","","","",""
"Mieter","2001","5","Laendlicher Raum","","","",""
"Eigentuemer","2002","1","Staedtischer Raum","","","",""
"Eigentuemer","2002","1","Laendlicher Raum","","","",""
"Eigentuemer","2002","2","Staedtischer Raum","846","0.253398222699598","0.238658262124291","0.268138183274905"
"Eigentuemer","2002","2","Laendlicher Raum","1082","0.473432991348978","0.452947501510976","0.493918481186979"
"Eigentuemer","2002","3","Staedtischer Raum","2402","0.41758142763316","0.40478890292071","0.43037395234561"
"Eigentuemer","2002","3","Laendlicher Raum","2001","0.574834623835189","0.558212488718417","0.59145675895196"
"Eigentuemer","2002","4","Staedtischer Raum","2668","0.50079194828683","0.486874350244346","0.514709546329314"
"Eigentuemer","2002","4","Laendlicher Raum","1745","0.64704178730666","0.628753343335723","0.665330231277597"
"Eigentuemer","2002","5","Staedtischer Raum","4055","0.5922322751932","0.579778137882383","0.604686412504018"
"Eigentuemer","2002","5","Laendlicher Raum","1410","0.688325279955611","0.667045847235634","0.709604712675588"
"Hauptmieter","2002","1","Staedtischer Raum","","","",""
"Hauptmieter","2002","1","Laendlicher Raum","","","",""
"Hauptmieter","2002","2","Staedtischer Raum","2412","0.712441879799981","0.697103214591381","0.727780545008581"
"Hauptmieter","2002","2","Laendlicher Raum","1148","0.507453998482769","0.486941809488952","0.527966187476586"
"Hauptmieter","2002","3","Staedtischer Raum","3219","0.567361865013069","0.554510166196827","0.58021356382931"
"Hauptmieter","2002","3","Laendlicher Raum","1324","0.40392565115842","0.387427421789489","0.42042388052735"
"Hauptmieter","2002","4","Staedtischer Raum","2250","0.486684954887811","0.472772275182754","0.500597634592869"
"Hauptmieter","2002","4","Laendlicher Raum","842","0.337337468228051","0.319243765780989","0.355431170675114"
"Hauptmieter","2002","5","Staedtischer Raum","1878","0.398468273069455","0.386060685960902","0.410875860178008"
"Hauptmieter","2002","5","Laendlicher Raum","396","0.29474329357456","0.273796961931183","0.315689625217937"
"Untermieter","2002","1","Staedtischer Raum","","","",""
"Untermieter","2002","1","Laendlicher Raum","","","",""
"Untermieter","2002","2","Staedtischer Raum","87","0.0341598975004212","0.0280044316498213","0.0403153633510211"
"Untermieter","2002","2","Laendlicher Raum","52","0.0191130101682535","0.0134952356542863","0.0247307846822207"
"Untermieter","2002","3","Staedtischer Raum","88","0.0150567073537713","0.0118977869154527","0.01821562779209"
"Untermieter","2002","3","Laendlicher Raum","73","0.0212397250063916","0.0163918767692958","0.0260875732434873"
"Untermieter","2002","4","Staedtischer Raum","40","0.012523096825359","0.00942771539962957","0.0156184782510885"
"Untermieter","2002","4","Laendlicher Raum","36","0.0156207444652886","0.0108752547534562","0.020366234177121"
"Untermieter","2002","5","Staedtischer Raum","47","0.00849766008746406","0.00617140284073623","0.0108239173341919"
"Untermieter","2002","5","Laendlicher Raum","","","",""
"Mieter","2002","1","Staedtischer Raum","","","",""
"Mieter","2002","1","Laendlicher Raum","","","",""
"Mieter","2002","2","Staedtischer Raum","","","",""
"Mieter","2002","2","Laendlicher Raum","","","",""
"Mieter","2002","3","Staedtischer Raum","","","",""
"Mieter","2002","3","Laendlicher Raum","","","",""
"Mieter","2002","4","Staedtischer Raum","","","",""
"Mieter","2002","4","Laendlicher Raum","","","",""
"Mieter","2002","5","Staedtischer Raum","","","",""
"Mieter","2002","5","Laendlicher Raum","","","",""
"Eigentuemer","2003","1","Staedtischer Raum","","","",""
"Eigentuemer","2003","1","Laendlicher Raum","","","",""
"Eigentuemer","2003","2","Staedtischer Raum","709","0.20803751332676","0.193776465736129","0.222298560917391"
"Eigentuemer","2003","2","Laendlicher Raum","906","0.427588613993083","0.406353125325666","0.448824102660499"
"Eigentuemer","2003","3","Staedtischer Raum","2283","0.401788396958795","0.388700200055134","0.414876593862456"
"Eigentuemer","2003","3","Laendlicher Raum","1992","0.592280909455257","0.575471322567696","0.609090496342818"
"Eigentuemer","2003","4","Staedtischer Raum","2766","0.500212035058308","0.486516371593282","0.513907698523334"
"Eigentuemer","2003","4","Laendlicher Raum","1682","0.626745067662816","0.607890881264977","0.645599254060654"
"Eigentuemer","2003","5","Staedtischer Raum","3789","0.604497799215485","0.591610635680461","0.61738496275051"
"Eigentuemer","2003","5","Laendlicher Raum","1368","0.72720892562892","0.706305400579332","0.748112450678507"
"Hauptmieter","2003","1","Staedtischer Raum","","","",""
"Hauptmieter","2003","1","Laendlicher Raum","","","",""
"Hauptmieter","2003","2","Staedtischer Raum","2311","0.754991782185577","0.7398809029502","0.770102661420955"
"Hauptmieter","2003","2","Laendlicher Raum","1103","0.535322157338436","0.513914031282695","0.556730283394177"
"Hauptmieter","2003","3","Staedtischer Raum","3029","0.577588986711862","0.564402449136431","0.590775524287293"
"Hauptmieter","2003","3","Laendlicher Raum","1205","0.376361946481999","0.359789683885195","0.392934209078803"
"Hauptmieter","2003","4","Staedtischer Raum","2276","0.483411510118828","0.469723384988758","0.497099635248899"
"Hauptmieter","2003","4","Laendlicher Raum","813","0.358415064898063","0.339722032316156","0.37710809747997"
"Hauptmieter","2003","5","Staedtischer Raum","1701","0.385305486059387","0.372478701797678","0.398132270321097"
"Hauptmieter","2003","5","Laendlicher Raum","360","0.243790243050324","0.223638892911308","0.263941593189341"
"Untermieter","2003","1","Staedtischer Raum","","","",""
"Untermieter","2003","1","Laendlicher Raum","","","",""
"Untermieter","2003","2","Staedtischer Raum","92","0.0369707044876628","0.0303412634962909","0.0436001454790346"
"Untermieter","2003","2","Laendlicher Raum","76","0.0370892286684818","0.0289775267248635","0.0452009306121001"
"Untermieter","2003","3","Staedtischer Raum","78","0.0206226163293431","0.0168285875150237","0.0244166451436625"
"Untermieter","2003","3","Laendlicher Raum","86","0.031357144062744","0.0253955453401318","0.0373187427853563"
"Untermieter","2003","4","Staedtischer Raum","78","0.0163764548228633","0.0128999926016766","0.0198529170440501"
