"hgowner","year","hhtyp","quintil","n","percent","lower_confidence","upper_confidence"
"Eigentuemer","1992","Sonstige","3","","","",""
"Eigentuemer","1992","Sonstige","4","","","",""
"Eigentuemer","1992","Sonstige","5","","","",""
"Hauptmieter","1992","1-Pers.-HH","1","962","0.727522960565844","0.703338806162434","0.751707114969254"
"Hauptmieter","1992","1-Pers.-HH","2","","","",""
"Hauptmieter","1992","1-Pers.-HH","3","","","",""
"Hauptmieter","1992","1-Pers.-HH","4","","","",""
"Hauptmieter","1992","1-Pers.-HH","5","","","",""
"Hauptmieter","1992","(Ehe-)Paar ohne Kind(er)","1","2052","0.53617754733397","0.519390340636442","0.552964754031499"
"Hauptmieter","1992","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Hauptmieter","1992","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Hauptmieter","1992","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Hauptmieter","1992","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Hauptmieter","1992","Alleinerziehende","1","629","0.63777798618743","0.606359125833572","0.669196846541288"
"Hauptmieter","1992","Alleinerziehende","2","42","0.645032418950331","0.521886730492554","0.768178107408109"
"Hauptmieter","1992","Alleinerziehende","3","","","",""
"Hauptmieter","1992","Alleinerziehende","4","","","",""
"Hauptmieter","1992","Alleinerziehende","5","","","",""
"Hauptmieter","1992","Paar mit Kind(ern)","1","4182","0.50392055764403","0.492280828092496","0.515560287195564"
"Hauptmieter","1992","Paar mit Kind(ern)","2","2002","0.389375663370671","0.374019037666005","0.404732289075336"
"Hauptmieter","1992","Paar mit Kind(ern)","3","","","",""
"Hauptmieter","1992","Paar mit Kind(ern)","4","","","",""
"Hauptmieter","1992","Paar mit Kind(ern)","5","","","",""
"Hauptmieter","1992","Sonstige","1","293","0.483612898852635","0.442149240043575","0.525076557661695"
"Hauptmieter","1992","Sonstige","2","349","0.304869379985919","0.270115103150557","0.33962365682128"
"Hauptmieter","1992","Sonstige","3","","","",""
"Hauptmieter","1992","Sonstige","4","","","",""
"Hauptmieter","1992","Sonstige","5","","","",""
"Untermieter","1992","1-Pers.-HH","1","75","0.0482764611424343","0.0366334391489275","0.0599194831359411"
"Untermieter","1992","1-Pers.-HH","2","","","",""
"Untermieter","1992","1-Pers.-HH","3","","","",""
"Untermieter","1992","1-Pers.-HH","4","","","",""
"Untermieter","1992","1-Pers.-HH","5","","","",""
"Untermieter","1992","(Ehe-)Paar ohne Kind(er)","1","84","0.0274641804858408","0.0219626393187171","0.0329657216529644"
"Untermieter","1992","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Untermieter","1992","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Untermieter","1992","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Untermieter","1992","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Untermieter","1992","Alleinerziehende","1","","","",""
"Untermieter","1992","Alleinerziehende","2","","","",""
"Untermieter","1992","Alleinerziehende","3","","","",""
"Untermieter","1992","Alleinerziehende","4","","","",""
"Untermieter","1992","Alleinerziehende","5","","","",""
"Untermieter","1992","Paar mit Kind(ern)","1","177","0.0246815283690377","0.0210695471295914","0.0282935096084839"
"Untermieter","1992","Paar mit Kind(ern)","2","46","0.00939175479579745","0.00635402819384593","0.012429481397749"
"Untermieter","1992","Paar mit Kind(ern)","3","","","",""
"Untermieter","1992","Paar mit Kind(ern)","4","","","",""
"Untermieter","1992","Paar mit Kind(ern)","5","","","",""
"Untermieter","1992","Sonstige","1","","","",""
"Untermieter","1992","Sonstige","2","","","",""
"Untermieter","1992","Sonstige","3","","","",""
"Untermieter","1992","Sonstige","4","","","",""
"Untermieter","1992","Sonstige","5","","","",""
"Mieter","1992","1-Pers.-HH","1","","","",""
"Mieter","1992","1-Pers.-HH","2","","","",""
"Mieter","1992","1-Pers.-HH","3","","","",""
"Mieter","1992","1-Pers.-HH","4","","","",""
"Mieter","1992","1-Pers.-HH","5","","","",""
"Mieter","1992","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Mieter","1992","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Mieter","1992","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Mieter","1992","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Mieter","1992","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Mieter","1992","Alleinerziehende","1","","","",""
"Mieter","1992","Alleinerziehende","2","","","",""
"Mieter","1992","Alleinerziehende","3","","","",""
"Mieter","1992","Alleinerziehende","4","","","",""
"Mieter","1992","Alleinerziehende","5","","","",""
"Mieter","1992","Paar mit Kind(ern)","1","","","",""
"Mieter","1992","Paar mit Kind(ern)","2","","","",""
"Mieter","1992","Paar mit Kind(ern)","3","","","",""
"Mieter","1992","Paar mit Kind(ern)","4","","","",""
"Mieter","1992","Paar mit Kind(ern)","5","","","",""
"Mieter","1992","Sonstige","1","","","",""
"Mieter","1992","Sonstige","2","","","",""
"Mieter","1992","Sonstige","3","","","",""
"Mieter","1992","Sonstige","4","","","",""
"Mieter","1992","Sonstige","5","","","",""
"Eigentuemer","1993","1-Pers.-HH","1","279","0.229417774420211","0.207079889293808","0.251755659546614"
"Eigentuemer","1993","1-Pers.-HH","2","","","",""
"Eigentuemer","1993","1-Pers.-HH","3","","","",""
"Eigentuemer","1993","1-Pers.-HH","4","","","",""
"Eigentuemer","1993","1-Pers.-HH","5","","","",""
"Eigentuemer","1993","(Ehe-)Paar ohne Kind(er)","1","1292","0.445596981166523","0.429006905164191","0.462187057168854"
"Eigentuemer","1993","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Eigentuemer","1993","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Eigentuemer","1993","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Eigentuemer","1993","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Eigentuemer","1993","Alleinerziehende","1","221","0.306182461385515","0.27541389580467","0.33695102696636"
"Eigentuemer","1993","Alleinerziehende","2","","","",""
"Eigentuemer","1993","Alleinerziehende","3","","","",""
"Eigentuemer","1993","Alleinerziehende","4","","","",""
"Eigentuemer","1993","Alleinerziehende","5","","","",""
"Eigentuemer","1993","Paar mit Kind(ern)","1","2613","0.482187539689929","0.470328483035103","0.494046596344755"
"Eigentuemer","1993","Paar mit Kind(ern)","2","1771","0.607198829758655","0.591557487132132","0.622840172385178"
"Eigentuemer","1993","Paar mit Kind(ern)","3","","","",""
"Eigentuemer","1993","Paar mit Kind(ern)","4","","","",""
"Eigentuemer","1993","Paar mit Kind(ern)","5","","","",""
"Eigentuemer","1993","Sonstige","1","233","0.469003021601013","0.426951346171726","0.511054697030299"
"Eigentuemer","1993","Sonstige","2","398","0.731224316801291","0.698241430648298","0.764207202954285"
"Eigentuemer","1993","Sonstige","3","","","",""
"Eigentuemer","1993","Sonstige","4","","","",""
"Eigentuemer","1993","Sonstige","5","","","",""
"Hauptmieter","1993","1-Pers.-HH","1","1004","0.720941677784844","0.697112087010786","0.744771268558902"
"Hauptmieter","1993","1-Pers.-HH","2","","","",""
"Hauptmieter","1993","1-Pers.-HH","3","","","",""
"Hauptmieter","1993","1-Pers.-HH","4","","","",""
"Hauptmieter","1993","1-Pers.-HH","5","","","",""
"Hauptmieter","1993","(Ehe-)Paar ohne Kind(er)","1","2050","0.527143080185376","0.510478530141847","0.543807630228906"
"Hauptmieter","1993","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Hauptmieter","1993","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Hauptmieter","1993","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Hauptmieter","1993","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Hauptmieter","1993","Alleinerziehende","1","614","0.664062985362201","0.632532691086496","0.695593279637906"
"Hauptmieter","1993","Alleinerziehende","2","41","0.661579954546428","0.5376508572776","0.785509051815257"
"Hauptmieter","1993","Alleinerziehende","3","","","",""
"Hauptmieter","1993","Alleinerziehende","4","","","",""
"Hauptmieter","1993","Alleinerziehende","5","","","",""
"Hauptmieter","1993","Paar mit Kind(ern)","1","4031","0.488719098973975","0.476855530415323","0.500582667532626"
"Hauptmieter","1993","Paar mit Kind(ern)","2","1943","0.383537051813967","0.367963799060005","0.399110304567929"
"Hauptmieter","1993","Paar mit Kind(ern)","3","","","",""
"Hauptmieter","1993","Paar mit Kind(ern)","4","","","",""
"Hauptmieter","1993","Paar mit Kind(ern)","5","","","",""
"Hauptmieter","1993","Sonstige","1","283","0.486044655550195","0.443928352913037","0.528160958187353"
"Hauptmieter","1993","Sonstige","2","275","0.221596535413333","0.190696980841842","0.252496089984823"
"Hauptmieter","1993","Sonstige","3","","","",""
"Hauptmieter","1993","Sonstige","4","","","",""
"Hauptmieter","1993","Sonstige","5","","","",""
"Untermieter","1993","1-Pers.-HH","1","78","0.0496405477949447","0.038101200073463","0.0611798955164265"
"Untermieter","1993","1-Pers.-HH","2","","","",""
"Untermieter","1993","1-Pers.-HH","3","","","",""
"Untermieter","1993","1-Pers.-HH","4","","","",""
"Untermieter","1993","1-Pers.-HH","5","","","",""
"Untermieter","1993","(Ehe-)Paar ohne Kind(er)","1","106","0.0272599386481009","0.021824616361679","0.0326952609345229"
"Untermieter","1993","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Untermieter","1993","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Untermieter","1993","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Untermieter","1993","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Untermieter","1993","Alleinerziehende","1","","","",""
"Untermieter","1993","Alleinerziehende","2","","","",""
"Untermieter","1993","Alleinerziehende","3","","","",""
"Untermieter","1993","Alleinerziehende","4","","","",""
"Untermieter","1993","Alleinerziehende","5","","","",""
"Untermieter","1993","Paar mit Kind(ern)","1","176","0.0290933613360966","0.025104567505511","0.0330821551666823"
"Untermieter","1993","Paar mit Kind(ern)","2","31","0.00926411842737854","0.00619578059313415","0.0123324562616229"
"Untermieter","1993","Paar mit Kind(ern)","3","","","",""
"Untermieter","1993","Paar mit Kind(ern)","4","","","",""
"Untermieter","1993","Paar mit Kind(ern)","5","","","",""
"Untermieter","1993","Sonstige","1","","","",""
"Untermieter","1993","Sonstige","2","","","",""
"Untermieter","1993","Sonstige","3","","","",""
"Untermieter","1993","Sonstige","4","","","",""
"Untermieter","1993","Sonstige","5","","","",""
"Mieter","1993","1-Pers.-HH","1","","","",""
"Mieter","1993","1-Pers.-HH","2","","","",""
"Mieter","1993","1-Pers.-HH","3","","","",""
"Mieter","1993","1-Pers.-HH","4","","","",""
"Mieter","1993","1-Pers.-HH","5","","","",""
"Mieter","1993","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Mieter","1993","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Mieter","1993","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Mieter","1993","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Mieter","1993","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Mieter","1993","Alleinerziehende","1","","","",""
"Mieter","1993","Alleinerziehende","2","","","",""
"Mieter","1993","Alleinerziehende","3","","","",""
"Mieter","1993","Alleinerziehende","4","","","",""
"Mieter","1993","Alleinerziehende","5","","","",""
"Mieter","1993","Paar mit Kind(ern)","1","","","",""
"Mieter","1993","Paar mit Kind(ern)","2","","","",""
"Mieter","1993","Paar mit Kind(ern)","3","","","",""
"Mieter","1993","Paar mit Kind(ern)","4","","","",""
"Mieter","1993","Paar mit Kind(ern)","5","","","",""
"Mieter","1993","Sonstige","1","","","",""
"Mieter","1993","Sonstige","2","","","",""
"Mieter","1993","Sonstige","3","","","",""
"Mieter","1993","Sonstige","4","","","",""
"Mieter","1993","Sonstige","5","","","",""
"Eigentuemer","1994","1-Pers.-HH","1","288","0.239827624562124","0.217135023333384","0.262520225790863"
"Eigentuemer","1994","1-Pers.-HH","2","","","",""
"Eigentuemer","1994","1-Pers.-HH","3","","","",""
"Eigentuemer","1994","1-Pers.-HH","4","","","",""
"Eigentuemer","1994","1-Pers.-HH","5","","","",""
"Eigentuemer","1994","(Ehe-)Paar ohne Kind(er)","1","1312","0.440833258309259","0.424473494890856","0.457193021727663"
"Eigentuemer","1994","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Eigentuemer","1994","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Eigentuemer","1994","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Eigentuemer","1994","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Eigentuemer","1994","Alleinerziehende","1","214","0.299250199388704","0.268096633745341","0.330403765032067"
"Eigentuemer","1994","Alleinerziehende","2","","","",""
"Eigentuemer","1994","Alleinerziehende","3","","","",""
"Eigentuemer","1994","Alleinerziehende","4","","","",""
"Eigentuemer","1994","Alleinerziehende","5","","","",""
"Eigentuemer","1994","Paar mit Kind(ern)","1","2632","0.50614635736646","0.494044116086454","0.518248598646465"
"Eigentuemer","1994","Paar mit Kind(ern)","2","1740","0.608908732641637","0.592983338834302","0.624834126448971"
"Eigentuemer","1994","Paar mit Kind(ern)","3","","","",""
"Eigentuemer","1994","Paar mit Kind(ern)","4","","","",""
"Eigentuemer","1994","Paar mit Kind(ern)","5","","","",""
"Eigentuemer","1994","Sonstige","1","233","0.455514045866202","0.413817311898354","0.49721077983405"
"Eigentuemer","1994","Sonstige","2","374","0.660770885905785","0.62414799816299","0.69739377364858"
"Eigentuemer","1994","Sonstige","3","","","",""
"Eigentuemer","1994","Sonstige","4","","","",""
"Eigentuemer","1994","Sonstige","5","","","",""
"Hauptmieter","1994","1-Pers.-HH","1","986","0.707773284624967","0.68360278219797","0.731943787051963"
"Hauptmieter","1994","1-Pers.-HH","2","","","",""
"Hauptmieter","1994","1-Pers.-HH","3","","","",""
"Hauptmieter","1994","1-Pers.-HH","4","","","",""
"Hauptmieter","1994","1-Pers.-HH","5","","","",""
"Hauptmieter","1994","(Ehe-)Paar ohne Kind(er)","1","2108","0.527097246791849","0.510645937330674","0.543548556253025"
"Hauptmieter","1994","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Hauptmieter","1994","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Hauptmieter","1994","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Hauptmieter","1994","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Hauptmieter","1994","Alleinerziehende","1","590","0.653308651613655","0.620931417050472","0.685685886176837"
"Hauptmieter","1994","Alleinerziehende","2","40","0.657476823374009","0.528494075546102","0.786459571201916"
"Hauptmieter","1994","Alleinerziehende","3","","","",""
"Hauptmieter","1994","Alleinerziehende","4","","","",""
"Hauptmieter","1994","Alleinerziehende","5","","","",""
"Hauptmieter","1994","Paar mit Kind(ern)","1","3784","0.476238752422938","0.464149271182487","0.488328233663389"
"Hauptmieter","1994","Paar mit Kind(ern)","2","1834","0.38306251941417","0.367197871872323","0.398927166956017"
"Hauptmieter","1994","Paar mit Kind(ern)","3","","","",""
"Hauptmieter","1994","Paar mit Kind(ern)","4","","","",""
"Hauptmieter","1994","Paar mit Kind(ern)","5","","","",""
"Hauptmieter","1994","Sonstige","1","298","0.50401760424353","0.462156199714856","0.545879008772204"
"Hauptmieter","1994","Sonstige","2","244","0.290840609180198","0.255710457176228","0.325970761184167"
"Hauptmieter","1994","Sonstige","3","","","",""
"Hauptmieter","1994","Sonstige","4","","","",""
"Hauptmieter","1994","Sonstige","5","","","",""
"Untermieter","1994","1-Pers.-HH","1","86","0.0523990908129099","0.0405563221192805","0.0642418595065393"
"Untermieter","1994","1-Pers.-HH","2","","","",""
"Untermieter","1994","1-Pers.-HH","3","","","",""
"Untermieter","1994","1-Pers.-HH","4","","","",""
"Untermieter","1994","1-Pers.-HH","5","","","",""
"Untermieter","1994","(Ehe-)Paar ohne Kind(er)","1","118","0.0320694948988912","0.0262640257002927","0.0378749640974896"
"Untermieter","1994","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Untermieter","1994","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Untermieter","1994","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Untermieter","1994","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Untermieter","1994","Alleinerziehende","1","","","",""
"Untermieter","1994","Alleinerziehende","2","","","",""
"Untermieter","1994","Alleinerziehende","3","","","",""
"Untermieter","1994","Alleinerziehende","4","","","",""
"Untermieter","1994","Alleinerziehende","5","","","",""
"Untermieter","1994","Paar mit Kind(ern)","1","140","0.0176148902106022","0.0144306232222724","0.020799157198932"
"Untermieter","1994","Paar mit Kind(ern)","2","33","0.008028747944193","0.00511636502782383","0.0109411308605622"
"Untermieter","1994","Paar mit Kind(ern)","3","","","",""
"Untermieter","1994","Paar mit Kind(ern)","4","","","",""
"Untermieter","1994","Paar mit Kind(ern)","5","","","",""
"Untermieter","1994","Sonstige","1","","","",""
"Untermieter","1994","Sonstige","2","","","",""
"Untermieter","1994","Sonstige","3","","","",""
"Untermieter","1994","Sonstige","4","","","",""
"Untermieter","1994","Sonstige","5","","","",""
"Mieter","1994","1-Pers.-HH","1","","","",""
"Mieter","1994","1-Pers.-HH","2","","","",""
"Mieter","1994","1-Pers.-HH","3","","","",""
"Mieter","1994","1-Pers.-HH","4","","","",""
"Mieter","1994","1-Pers.-HH","5","","","",""
"Mieter","1994","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Mieter","1994","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Mieter","1994","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Mieter","1994","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Mieter","1994","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Mieter","1994","Alleinerziehende","1","","","",""
"Mieter","1994","Alleinerziehende","2","","","",""
"Mieter","1994","Alleinerziehende","3","","","",""
"Mieter","1994","Alleinerziehende","4","","","",""
"Mieter","1994","Alleinerziehende","5","","","",""
"Mieter","1994","Paar mit Kind(ern)","1","","","",""
"Mieter","1994","Paar mit Kind(ern)","2","","","",""
"Mieter","1994","Paar mit Kind(ern)","3","","","",""
"Mieter","1994","Paar mit Kind(ern)","4","","","",""
"Mieter","1994","Paar mit Kind(ern)","5","","","",""
"Mieter","1994","Sonstige","1","","","",""
"Mieter","1994","Sonstige","2","","","",""
"Mieter","1994","Sonstige","3","","","",""
"Mieter","1994","Sonstige","4","","","",""
"Mieter","1994","Sonstige","5","","","",""
"Eigentuemer","1995","1-Pers.-HH","1","","","",""
"Eigentuemer","1995","1-Pers.-HH","2","75","0.183098678680382","0.148245296779086","0.217952060581678"
"Eigentuemer","1995","1-Pers.-HH","3","96","0.239822652119321","0.20239732098411","0.277247983254533"
"Eigentuemer","1995","1-Pers.-HH","4","63","0.267827180237145","0.215865867410524","0.319788493063765"
"Eigentuemer","1995","1-Pers.-HH","5","58","0.4182289591466","0.339812108330333","0.496645809962866"
"Eigentuemer","1995","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Eigentuemer","1995","(Ehe-)Paar ohne Kind(er)","2","226","0.357904944180813","0.324809814896942","0.391000073464685"
"Eigentuemer","1995","(Ehe-)Paar ohne Kind(er)","3","458","0.436230327527996","0.40844815752096","0.464012497535032"
"Eigentuemer","1995","(Ehe-)Paar ohne Kind(er)","4","378","0.40963964314128","0.380525608339408","0.438753677943152"
"Eigentuemer","1995","(Ehe-)Paar ohne Kind(er)","5","286","0.597994443513404","0.556173316517721","0.639815570509087"
"Eigentuemer","1995","Alleinerziehende","1","","","",""
"Eigentuemer","1995","Alleinerziehende","2","73","0.187711479957286","0.1540848158519","0.221338144062673"
"Eigentuemer","1995","Alleinerziehende","3","64","0.359828538763293","0.300570976986282","0.419086100540305"
"Eigentuemer","1995","Alleinerziehende","4","62","0.558151963561415","0.47178275824509","0.64452116887774"
"Eigentuemer","1995","Alleinerziehende","5","31","0.674214075903947","0.537281461553503","0.811146690254391"
"Eigentuemer","1995","Paar mit Kind(ern)","1","","","",""
"Eigentuemer","1995","Paar mit Kind(ern)","2","1396","0.40673447236769","0.392186881325389","0.421282063409991"
"Eigentuemer","1995","Paar mit Kind(ern)","3","1658","0.560107899028427","0.544535420316129","0.575680377740724"
"Eigentuemer","1995","Paar mit Kind(ern)","4","925","0.639276373992597","0.616140776866121","0.662411971119073"
"Eigentuemer","1995","Paar mit Kind(ern)","5","453","0.835607107056709","0.805573137266013","0.865641076847405"
"Eigentuemer","1995","Sonstige","1","","","",""
"Eigentuemer","1995","Sonstige","2","166","0.395410270960657","0.351532631319168","0.439287910602145"
"Eigentuemer","1995","Sonstige","3","236","0.620154570234222","0.57406563038569","0.666243510082754"
"Eigentuemer","1995","Sonstige","4","139","0.663229240536388","0.600203169270173","0.726255311802604"
"Eigentuemer","1995","Sonstige","5","47","0.78745616283272","0.691618431940465","0.883293893724975"
"Hauptmieter","1995","1-Pers.-HH","1","","","",""
"Hauptmieter","1995","1-Pers.-HH","2","354","0.739292776940497","0.699728586463663","0.778856967417331"
"Hauptmieter","1995","1-Pers.-HH","3","375","0.712414033139777","0.672739377422878","0.752088688856677"
"Hauptmieter","1995","1-Pers.-HH","4","201","0.688242836038228","0.633889643266121","0.742596028810335"
"Hauptmieter","1995","1-Pers.-HH","5","88","0.55663626801462","0.477660814422973","0.635611721606268"
"Hauptmieter","1995","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Hauptmieter","1995","(Ehe-)Paar ohne Kind(er)","2","534","0.574709727280041","0.540578840759371","0.608840613800711"
"Hauptmieter","1995","(Ehe-)Paar ohne Kind(er)","3","734","0.536286811425957","0.508349753745813","0.5642238691061"
"Hauptmieter","1995","(Ehe-)Paar ohne Kind(er)","4","692","0.559949659435211","0.53056176392084","0.589337554949582"
"Hauptmieter","1995","(Ehe-)Paar ohne Kind(er)","5","226","0.378310035333685","0.336944181865544","0.419675888801826"
"Hauptmieter","1995","Alleinerziehende","1","","","",""
"Hauptmieter","1995","Alleinerziehende","2","438","0.799921218067251","0.765469781428346","0.834372654706156"
"Hauptmieter","1995","Alleinerziehende","3","178","0.571127730434963","0.510022494211359","0.632232966658568"
"Hauptmieter","1995","Alleinerziehende","4","60","0.43363772724934","0.347447719798354","0.519827734700326"
"Hauptmieter","1995","Alleinerziehende","5","","","",""
"Hauptmieter","1995","Paar mit Kind(ern)","1","","","",""
"Hauptmieter","1995","Paar mit Kind(ern)","2","2853","0.563499840955663","0.548812264585039","0.578187417326286"
"Hauptmieter","1995","Paar mit Kind(ern)","3","2200","0.427703981227077","0.412182583623182","0.443225378830972"
"Hauptmieter","1995","Paar mit Kind(ern)","4","711","0.348103127336063","0.325152608748534","0.371053645923592"
"Hauptmieter","1995","Paar mit Kind(ern)","5","129","0.162324028378843","0.132442721135554","0.192205335622133"
"Hauptmieter","1995","Sonstige","1","","","",""
"Hauptmieter","1995","Sonstige","2","281","0.522168996415332","0.47734282937658","0.566995163454084"
"Hauptmieter","1995","Sonstige","3","177","0.330553745014212","0.285883103378589","0.375224386649835"
"Hauptmieter","1995","Sonstige","4","73","0.330700103071305","0.267959489777266","0.393440716365344"
"Hauptmieter","1995","Sonstige","5","","","",""
"Untermieter","1995","1-Pers.-HH","1","","","",""
"Untermieter","1995","1-Pers.-HH","2","44","0.0776085443791206","0.0534967281331759","0.101720360625065"
"Untermieter","1995","1-Pers.-HH","3","","","",""
"Untermieter","1995","1-Pers.-HH","4","","","",""
"Untermieter","1995","1-Pers.-HH","5","","","",""
"Untermieter","1995","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Untermieter","1995","(Ehe-)Paar ohne Kind(er)","2","46","0.0673853285391455","0.0500786245029179","0.0846920325753732"
"Untermieter","1995","(Ehe-)Paar ohne Kind(er)","3","32","0.0274828610460476","0.0183240945865971","0.0366416275054982"
"Untermieter","1995","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Untermieter","1995","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Untermieter","1995","Alleinerziehende","1","","","",""
"Untermieter","1995","Alleinerziehende","2","","","",""
"Untermieter","1995","Alleinerziehende","3","","","",""
"Untermieter","1995","Alleinerziehende","4","","","",""
"Untermieter","1995","Alleinerziehende","5","","","",""
"Untermieter","1995","Paar mit Kind(ern)","1","","","",""
"Untermieter","1995","Paar mit Kind(ern)","2","131","0.0297656866766473","0.0247329141242332","0.0347984592290614"
"Untermieter","1995","Paar mit Kind(ern)","3","45","0.0121881197444965","0.00874577553795878","0.0156304639510341"
"Untermieter","1995","Paar mit Kind(ern)","4","","","",""
"Untermieter","1995","Paar mit Kind(ern)","5","","","",""
"Untermieter","1995","Sonstige","1","","","",""
"Untermieter","1995","Sonstige","2","30","0.0824207326240115","0.0577416544954432","0.10709981075258"
"Untermieter","1995","Sonstige","3","","","",""
"Untermieter","1995","Sonstige","4","","","",""
"Untermieter","1995","Sonstige","5","","","",""
"Mieter","1995","1-Pers.-HH","1","","","",""
"Mieter","1995","1-Pers.-HH","2","","","",""
"Mieter","1995","1-Pers.-HH","3","","","",""
"Mieter","1995","1-Pers.-HH","4","","","",""
"Mieter","1995","1-Pers.-HH","5","","","",""
"Mieter","1995","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Mieter","1995","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Mieter","1995","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Mieter","1995","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Mieter","1995","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Mieter","1995","Alleinerziehende","1","","","",""
"Mieter","1995","Alleinerziehende","2","","","",""
"Mieter","1995","Alleinerziehende","3","","","",""
"Mieter","1995","Alleinerziehende","4","","","",""
"Mieter","1995","Alleinerziehende","5","","","",""
"Mieter","1995","Paar mit Kind(ern)","1","","","",""
"Mieter","1995","Paar mit Kind(ern)","2","","","",""
"Mieter","1995","Paar mit Kind(ern)","3","","","",""
"Mieter","1995","Paar mit Kind(ern)","4","","","",""
"Mieter","1995","Paar mit Kind(ern)","5","","","",""
"Mieter","1995","Sonstige","1","","","",""
"Mieter","1995","Sonstige","2","","","",""
"Mieter","1995","Sonstige","3","","","",""
"Mieter","1995","Sonstige","4","","","",""
"Mieter","1995","Sonstige","5","","","",""
"Eigentuemer","1996","1-Pers.-HH","1","","","",""
"Eigentuemer","1996","1-Pers.-HH","2","81","0.208953347616901","0.172236672001903","0.2456700232319"
"Eigentuemer","1996","1-Pers.-HH","3","87","0.216185656977038","0.179775094620342","0.252596219333735"
"Eigentuemer","1996","1-Pers.-HH","4","57","0.2333923945935","0.185367118454937","0.281417670732063"
"Eigentuemer","1996","1-Pers.-HH","5","68","0.382638255014308","0.310213157185452","0.455063352843164"
"Eigentuemer","1996","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Eigentuemer","1996","(Ehe-)Paar ohne Kind(er)","2","250","0.399792532229308","0.365415464816613","0.434169599642002"
"Eigentuemer","1996","(Ehe-)Paar ohne Kind(er)","3","428","0.427940155813416","0.400401071199869","0.455479240426964"
"Eigentuemer","1996","(Ehe-)Paar ohne Kind(er)","4","408","0.434848813317651","0.405763920997443","0.46393370563786"
"Eigentuemer","1996","(Ehe-)Paar ohne Kind(er)","5","296","0.620991122537281","0.580298174226379","0.661684070848183"
"Eigentuemer","1996","Alleinerziehende","1","","","",""
"Eigentuemer","1996","Alleinerziehende","2","105","0.251307394718547","0.213881029953526","0.288733759483569"
"Eigentuemer","1996","Alleinerziehende","3","44","0.175430581737652","0.129638391362123","0.221222772113181"
"Eigentuemer","1996","Alleinerziehende","4","79","0.685597991975479","0.604208093163501","0.766987890787458"
"Eigentuemer","1996","Alleinerziehende","5","","","",""
"Eigentuemer","1996","Paar mit Kind(ern)","1","","","",""
