"hgowner","year","quintil","sampreg","n","percent","lower_confidence","upper_confidence"
"Eigentuemer","1997","2","West","1068","0.382469142785924","0.366858200937853","0.398080084633995"
"Eigentuemer","1997","2","Ost","663","0.322925728383931","0.301288264739083","0.344563192028779"
"Eigentuemer","1997","3","West","1874","0.49993648050266","0.485050630505063","0.514822330500257"
"Eigentuemer","1997","3","Ost","741","0.347624547216722","0.326278956851622","0.368970137581823"
"Eigentuemer","1997","4","West","1444","0.535000236312861","0.516777816440007","0.553222656185714"
"Eigentuemer","1997","4","Ost","321","0.380177921776833","0.346972922161487","0.413382921392179"
"Eigentuemer","1997","5","West","911","0.670532591558801","0.645814602028651","0.695250581088952"
"Eigentuemer","1997","5","Ost","69","0.393635167773477","0.316969708734537","0.470300626812416"
"Hauptmieter","1997","1","West","","","",""
"Hauptmieter","1997","1","Ost","","","",""
"Hauptmieter","1997","2","West","2524","0.57492216572772","0.559042537557768","0.590801793897671"
"Hauptmieter","1997","2","Ost","1049","0.619388310368298","0.596920568000017","0.641856052736579"
"Hauptmieter","1997","3","West","2382","0.482002386263106","0.467126182744564","0.496878589781648"
"Hauptmieter","1997","3","Ost","1113","0.617091025947192","0.595302565984355","0.638879485910028"
"Hauptmieter","1997","4","West","1390","0.448055231779758","0.429886848500302","0.466223615059215"
"Hauptmieter","1997","4","Ost","479","0.593891235199618","0.560298052511041","0.627484417888195"
"Hauptmieter","1997","5","West","459","0.314756798400405","0.290333354916913","0.339180241883897"
"Hauptmieter","1997","5","Ost","83","0.588076920959593","0.51084249512409","0.665311346795097"
"Untermieter","1997","1","West","","","",""
"Untermieter","1997","1","Ost","","","",""
"Untermieter","1997","2","West","131","0.0426086914863566","0.0361209219851883","0.0490964609875249"
"Untermieter","1997","2","Ost","82","0.0576859612477712","0.0468972450411803","0.0684746774543621"
"Untermieter","1997","3","West","78","0.0180611332342337","0.0140963599259569","0.0220259065425105"
"Untermieter","1997","3","Ost","58","0.0352844268360858","0.0270146207672385","0.0435542329049331"
"Untermieter","1997","4","West","44","0.016944531907381","0.0122292626674946","0.0216598011472675"
"Untermieter","1997","4","Ost","","","",""
"Untermieter","1997","5","West","","","",""
"Untermieter","1997","5","Ost","","","",""
"Mieter","1997","1","West","","","",""
"Mieter","1997","1","Ost","","","",""
"Mieter","1997","2","West","","","",""
"Mieter","1997","2","Ost","","","",""
"Mieter","1997","3","West","","","",""
"Mieter","1997","3","Ost","","","",""
"Mieter","1997","4","West","","","",""
"Mieter","1997","4","Ost","","","",""
"Mieter","1997","5","West","","","",""
"Mieter","1997","5","Ost","","","",""
"Eigentuemer","1998","1","West","","","",""
"Eigentuemer","1998","1","Ost","","","",""
"Eigentuemer","1998","2","West","1238","0.378283723470266","0.36330729328417","0.393260153656363"
"Eigentuemer","1998","2","Ost","701","0.317750253391962","0.29691852771295","0.338581979070973"
"Eigentuemer","1998","3","West","2245","0.498719286543847","0.484692368263293","0.512746204824401"
"Eigentuemer","1998","3","Ost","810","0.400029296197276","0.378024085039052","0.422034507355499"
"Eigentuemer","1998","4","West","1689","0.53316561720501","0.516042407461429","0.55028882694859"
"Eigentuemer","1998","4","Ost","374","0.388361907256835","0.356834204616751","0.419889609896919"
"Eigentuemer","1998","5","West","1067","0.656343087136972","0.633441210579665","0.679244963694279"
"Eigentuemer","1998","5","Ost","103","0.500533762256579","0.429993155102349","0.571074369410809"
"Hauptmieter","1998","1","West","","","",""
"Hauptmieter","1998","1","Ost","","","",""
"Hauptmieter","1998","2","West","2632","0.575454136677176","0.560190042916741","0.590718230437611"
"Hauptmieter","1998","2","Ost","1141","0.639141771658998","0.617654686204485","0.660628857113511"
"Hauptmieter","1998","3","West","2485","0.467988538608171","0.453990351637039","0.481986725579302"
"Hauptmieter","1998","3","Ost","1055","0.573868632316186","0.551656379167803","0.596080885464569"
"Hauptmieter","1998","4","West","1514","0.450150288223914","0.433074787070571","0.467225789377256"
"Hauptmieter","1998","4","Ost","506","0.572063134429659","0.540056605220042","0.604069663639276"
"Hauptmieter","1998","5","West","566","0.328016277684292","0.305376604981034","0.350655950387551"
"Hauptmieter","1998","5","Ost","84","0.474781308414178","0.404330443423078","0.545232173405278"
"Untermieter","1998","1","West","","","",""
"Untermieter","1998","1","Ost","","","",""
"Untermieter","1998","2","West","158","0.0462621398525581","0.0397753365348922","0.052748943170224"
"Untermieter","1998","2","Ost","77","0.0431079749490404","0.0340209675410569","0.0521949823570239"
"Untermieter","1998","3","West","151","0.0332921748479821","0.0282593433797763","0.0383250063161879"
"Untermieter","1998","3","Ost","39","0.0261020714865378","0.0189404918205154","0.0332636511525601"
"Untermieter","1998","4","West","58","0.016684094571077","0.0122879643844446","0.0210802247577093"
"Untermieter","1998","4","Ost","38","0.0395749583135062","0.0269634009091426","0.0521865157178698"
"Untermieter","1998","5","West","","","",""
"Untermieter","1998","5","Ost","","","",""
"Mieter","1998","1","West","","","",""
"Mieter","1998","1","Ost","","","",""
"Mieter","1998","2","West","","","",""
"Mieter","1998","2","Ost","","","",""
"Mieter","1998","3","West","","","",""
"Mieter","1998","3","Ost","","","",""
"Mieter","1998","4","West","","","",""
"Mieter","1998","4","Ost","","","",""
"Mieter","1998","5","West","","","",""
"Mieter","1998","5","Ost","","","",""
"Eigentuemer","1999","1","West","","","",""
"Eigentuemer","1999","1","Ost","","","",""
"Eigentuemer","1999","2","West","937","0.33057126267198","0.314462548754409","0.346679976589552"
"Eigentuemer","1999","2","Ost","589","0.31792645539917","0.294840516677857","0.341012394120483"
"Eigentuemer","1999","3","West","2141","0.496590153543388","0.48243385896481","0.510746448121966"
"Eigentuemer","1999","3","Ost","833","0.368977035810544","0.348012360762485","0.389941710858603"
"Eigentuemer","1999","4","West","1837","0.572709097180893","0.55581320654194","0.589604987819845"
"Eigentuemer","1999","4","Ost","434","0.418426177319881","0.387221167543462","0.4496311870963"
"Eigentuemer","1999","5","West","1220","0.655322764835566","0.633700905740507","0.676944623930625"
"Eigentuemer","1999","5","Ost","113","0.542561486444599","0.475657940890017","0.609465031999181"
"Hauptmieter","1999","1","West","","","",""
"Hauptmieter","1999","1","Ost","","","",""
"Hauptmieter","1999","2","West","2225","0.626193945936877","0.609626569426111","0.642761322447642"
"Hauptmieter","1999","2","Ost","912","0.635127432787493","0.611261981897588","0.658992883677399"
"Hauptmieter","1999","3","West","2533","0.472857383681652","0.458721634271198","0.486993133092107"
"Hauptmieter","1999","3","Ost","1154","0.611272222131302","0.5900931952068","0.632451249055805"
"Hauptmieter","1999","4","West","1400","0.413888363162371","0.397066116150786","0.430710610173955"
"Hauptmieter","1999","4","Ost","518","0.565909202028968","0.534556415735313","0.597261988322622"
"Hauptmieter","1999","5","West","611","0.33319052608951","0.311746500935847","0.354634551243173"
"Hauptmieter","1999","5","Ost","96","0.441355160128136","0.374671367946651","0.508038952309621"
"Untermieter","1999","1","West","","","",""
"Untermieter","1999","1","Ost","","","",""
"Untermieter","1999","2","West","114","0.0432347913911432","0.0362702020217244","0.0501993807605619"
"Untermieter","1999","2","Ost","62","0.0469461118133363","0.036459694296546","0.0574325293301266"
"Untermieter","1999","3","West","118","0.0305524627749598","0.0256797035315566","0.0354252220183629"
"Untermieter","1999","3","Ost","48","0.0197507420581544","0.0137053307513184","0.0257961533649903"
"Untermieter","1999","4","West","56","0.0134025396567362","0.009475043463909","0.0173300358495634"
"Untermieter","1999","4","Ost","","","",""
"Untermieter","1999","5","West","","","",""
"Untermieter","1999","5","Ost","","","",""
"Mieter","1999","1","West","","","",""
"Mieter","1999","1","Ost","","","",""
"Mieter","1999","2","West","","","",""
"Mieter","1999","2","Ost","","","",""
"Mieter","1999","3","West","","","",""
"Mieter","1999","3","Ost","","","",""
"Mieter","1999","4","West","","","",""
"Mieter","1999","4","Ost","","","",""
"Mieter","1999","5","West","","","",""
"Mieter","1999","5","Ost","","","",""
"Eigentuemer","2000","1","West","","","",""
"Eigentuemer","2000","1","Ost","","","",""
"Eigentuemer","2000","2","West","1932","0.334362500542144","0.321984267237462","0.346740733846825"
"Eigentuemer","2000","2","Ost","876","0.326527524701842","0.307699450841069","0.345355598562616"
"Eigentuemer","2000","3","West","4236","0.48437934266004","0.47372437830886","0.49503430701122"
"Eigentuemer","2000","3","Ost","1441","0.412888064602235","0.395423357444972","0.430352771759497"
"Eigentuemer","2000","4","West","3871","0.557005290672382","0.544936791950237","0.569073789394527"
"Eigentuemer","2000","4","Ost","674","0.406227056341946","0.380789744913802","0.431664367770091"
"Eigentuemer","2000","5","West","2601","0.622917844738862","0.607728551744243","0.63810713773348"
"Eigentuemer","2000","5","Ost","279","0.541261023405928","0.497095858198812","0.585426188613045"
"Hauptmieter","2000","1","West","","","",""
"Hauptmieter","2000","1","Ost","","","",""
"Hauptmieter","2000","2","West","3528","0.632343805206981","0.619692697018611","0.644994913395351"
"Hauptmieter","2000","2","Ost","1450","0.654068398093017","0.634970183364229","0.673166612821805"
"Hauptmieter","2000","3","West","4123","0.501457305602778","0.490797182993377","0.51211742821218"
"Hauptmieter","2000","3","Ost","1570","0.570329616037131","0.552769986024309","0.587889246049953"
"Hauptmieter","2000","4","West","2570","0.431143600806243","0.419111634277208","0.443175567335279"
"Hauptmieter","2000","4","Ost","750","0.588014613956054","0.562522165643898","0.61350706226821"
"Hauptmieter","2000","5","West","1275","0.366134598277751","0.351036470669545","0.381232725885956"
"Hauptmieter","2000","5","Ost","204","0.449584212601105","0.405493752722072","0.493674672480138"
"Untermieter","2000","1","West","","","",""
"Untermieter","2000","1","Ost","","","",""
"Untermieter","2000","2","West","120","0.0332936942508754","0.0285865309972881","0.0380008575044627"
"Untermieter","2000","2","Ost","57","0.0194040772051403","0.0138657627773075","0.0249423916329732"
"Untermieter","2000","3","West","92","0.0141633517371813","0.0116440537483121","0.0166826497260506"
"Untermieter","2000","3","Ost","42","0.016782319360634","0.0122257758752588","0.0213388628460093"
"Untermieter","2000","4","West","67","0.0118511085213743","0.00922196072610814","0.0144802563166404"
"Untermieter","2000","4","Ost","","","",""
"Untermieter","2000","5","West","35","0.0109475569833875","0.00768639440436242","0.0142087195624125"
"Untermieter","2000","5","Ost","","","",""
"Mieter","2000","1","West","","","",""
"Mieter","2000","1","Ost","","","",""
"Mieter","2000","2","West","","","",""
"Mieter","2000","2","Ost","","","",""
"Mieter","2000","3","West","","","",""
"Mieter","2000","3","Ost","","","",""
"Mieter","2000","4","West","","","",""
"Mieter","2000","4","Ost","","","",""
"Mieter","2000","5","West","","","",""
"Mieter","2000","5","Ost","","","",""
"Eigentuemer","2001","1","West","","","",""
"Eigentuemer","2001","1","Ost","","","",""
"Eigentuemer","2001","2","West","1625","0.334391246034473","0.320815213593119","0.347967278475828"
"Eigentuemer","2001","2","Ost","757","0.331045786722863","0.310385484468941","0.351706088976786"
"Eigentuemer","2001","3","West","3666","0.479626651864572","0.468264762509963","0.490988541219182"
"Eigentuemer","2001","3","Ost","1273","0.40382737609009","0.385452011356312","0.422202740823868"
"Eigentuemer","2001","4","West","3579","0.564139696969159","0.551642598596034","0.576636795342284"
"Eigentuemer","2001","4","Ost","777","0.446899392560801","0.422036054611252","0.471762730510351"
"Eigentuemer","2001","5","West","2546","0.621927578905788","0.606661988206854","0.637193169604722"
"Eigentuemer","2001","5","Ost","264","0.52679964673597","0.481661426658516","0.571937866813424"
"Hauptmieter","2001","1","West","","","",""
"Hauptmieter","2001","1","Ost","","","",""
"Hauptmieter","2001","2","West","2930","0.639333483979479","0.625515249995587","0.65315171796337"
"Hauptmieter","2001","2","Ost","1198","0.650295130208578","0.629358801291759","0.671231459125397"
"Hauptmieter","2001","3","West","3677","0.506563669232381","0.495193315918565","0.517934022546197"
"Hauptmieter","2001","3","Ost","1420","0.582389189477056","0.563920137922487","0.600858241031625"
"Hauptmieter","2001","4","West","2391","0.419637609985192","0.407200226293301","0.432074993677083"
"Hauptmieter","2001","4","Ost","735","0.535779208613779","0.5108385622105","0.560719855017058"
"Hauptmieter","2001","5","West","1299","0.367047288253034","0.351873191489739","0.38222138501633"
"Hauptmieter","2001","5","Ost","204","0.466609590964422","0.421507300883624","0.51171188104522"
"Untermieter","2001","1","West","","","",""
"Untermieter","2001","1","Ost","","","",""
"Untermieter","2001","2","West","84","0.0262752699860478","0.0216724117585525","0.0308781282135431"
"Untermieter","2001","2","Ost","38","0.0186590830685587","0.0127182199741923","0.0245999461629251"
"Untermieter","2001","3","West","84","0.0138096789030464","0.0111556017877085","0.0164637560183843"
"Untermieter","2001","3","Ost","46","0.0137834344328542","0.00941710053271548","0.0181497683329929"
"Untermieter","2001","4","West","78","0.016222693045649","0.0130388468824077","0.0194065392088903"
"Untermieter","2001","4","Ost","","","",""
"Untermieter","2001","5","West","30","0.0103328911956944","0.00714934098839138","0.0135164414029974"
"Untermieter","2001","5","Ost","","","",""
"Mieter","2001","1","West","","","",""
"Mieter","2001","1","Ost","","","",""
"Mieter","2001","2","West","","","",""
"Mieter","2001","2","Ost","","","",""
"Mieter","2001","3","West","","","",""
"Mieter","2001","3","Ost","","","",""
"Mieter","2001","4","West","","","",""
"Mieter","2001","4","Ost","","","",""
"Mieter","2001","5","West","","","",""
"Mieter","2001","5","Ost","","","",""
"Eigentuemer","2002","1","West","","","",""
"Eigentuemer","2002","1","Ost","","","",""
"Eigentuemer","2002","2","West","1326","0.342280259775415","0.327432863439998","0.357127656110832"
"Eigentuemer","2002","2","Ost","602","0.323270505159848","0.301062789440149","0.345478220879547"
"Eigentuemer","2002","3","West","3317","0.490009040024866","0.478031892194073","0.501986187855659"
"Eigentuemer","2002","3","Ost","1086","0.406512985002073","0.386923079301233","0.426102890702913"
"Eigentuemer","2002","4","West","3571","0.568204215851254","0.55557695837405","0.580831473328459"
"Eigentuemer","2002","4","Ost","842","0.436551344201462","0.412764616888332","0.460338071514592"
"Eigentuemer","2002","5","West","4882","0.622971373877208","0.611524529196312","0.634418218558105"
"Eigentuemer","2002","5","Ost","583","0.485719753329113","0.453335763930482","0.518103742727744"
"Hauptmieter","2002","1","West","","","",""
"Hauptmieter","2002","1","Ost","","","",""
"Hauptmieter","2002","2","West","2510","0.627999623495507","0.612874799890135","0.64312444710088"
"Hauptmieter","2002","2","Ost","1050","0.652766722734124","0.630161803029254","0.675371642438994"
"Hauptmieter","2002","3","West","3258","0.492151158866422","0.480173095292199","0.504129222440644"
"Hauptmieter","2002","3","Ost","1285","0.578622059402501","0.558928559059127","0.598315559745874"
"Hauptmieter","2002","4","West","2289","0.418849443409213","0.406272042288975","0.431426844529452"
"Hauptmieter","2002","4","Ost","803","0.547348837752574","0.523476014895211","0.571221660609938"
"Hauptmieter","2002","5","West","1951","0.366617568060406","0.355235944315353","0.377999191805458"
"Hauptmieter","2002","5","Ost","323","0.496696582079456","0.464300083837444","0.529093080321468"
"Untermieter","2002","1","West","","","",""
"Untermieter","2002","1","Ost","","","",""
"Untermieter","2002","2","West","87","0.0297201167290777","0.0244062249433493","0.0350340085148062"
"Untermieter","2002","2","Ost","52","0.0239627721060282","0.0167014614726658","0.0312240827393906"
"Untermieter","2002","3","West","117","0.0178398011087124","0.0146683626062937","0.0210112396111311"
"Untermieter","2002","3","Ost","44","0.0148649555954264","0.0100386011196232","0.0196913100712296"
"Untermieter","2002","4","West","51","0.0129463407395322","0.0100645561847368","0.0158281252943276"
"Untermieter","2002","4","Ost","","","",""
"Untermieter","2002","5","West","52","0.00973149032448042","0.0074128640986792","0.0120501165502816"
"Untermieter","2002","5","Ost","","","",""
"Mieter","2002","1","West","","","",""
"Mieter","2002","1","Ost","","","",""
"Mieter","2002","2","West","","","",""
"Mieter","2002","2","Ost","","","",""
"Mieter","2002","3","West","","","",""
"Mieter","2002","3","Ost","","","",""
"Mieter","2002","4","West","","","",""
"Mieter","2002","4","Ost","","","",""
"Mieter","2002","5","West","","","",""
"Mieter","2002","5","Ost","","","",""
"Eigentuemer","2003","1","West","","","",""
"Eigentuemer","2003","1","Ost","","","",""
"Eigentuemer","2003","2","West","1020","0.282219308469379","0.267295629843751","0.297142987095007"
"Eigentuemer","2003","2","Ost","595","0.3198863835288","0.297733545150419","0.342039221907182"
"Eigentuemer","2003","3","West","3200","0.48083589378974","0.468562475288846","0.493109312290634"
"Eigentuemer","2003","3","Ost","1075","0.412600249892761","0.392511361045116","0.432689138740405"
"Eigentuemer","2003","4","West","3596","0.561072858245931","0.548488782302747","0.573656934189114"
"Eigentuemer","2003","4","Ost","852","0.430419600265615","0.40670073532635","0.45413846520488"
"Eigentuemer","2003","5","West","4607","0.64103900435832","0.629296761436976","0.652781247279664"
"Eigentuemer","2003","5","Ost","550","0.53456841508314","0.50128926191549","0.567847568250791"
"Hauptmieter","2003","1","West","","","",""
"Hauptmieter","2003","1","Ost","","","",""
"Hauptmieter","2003","2","West","2372","0.680711986951878","0.665253761144976","0.696170212758781"
"Hauptmieter","2003","2","Ost","1042","0.643254222282169","0.62050264496746","0.666005799596878"
"Hauptmieter","2003","3","West","3055","0.494848793105168","0.482567001360049","0.507130584850288"
"Hauptmieter","2003","3","Ost","1179","0.563180821223395","0.542941354230437","0.583420288216353"
"Hauptmieter","2003","4","West","2296","0.423873139574012","0.411341944464062","0.436404334683962"
"Hauptmieter","2003","4","Ost","793","0.549446581880641","0.525612070857734","0.573281092903548"
"Hauptmieter","2003","5","West","1753","0.344336629652368","0.332705623762973","0.355967635541763"
"Hauptmieter","2003","5","Ost","308","0.452218139667578","0.419011838229894","0.485424441105261"
"Untermieter","2003","1","West","","","",""
"Untermieter","2003","1","Ost","","","",""
"Untermieter","2003","2","West","102","0.0370687045787426","0.0308041817515184","0.0433332274059669"
"Untermieter","2003","2","Ost","66","0.0368593941890307","0.027910699109763","0.0458080892682984"
"Untermieter","2003","3","West","111","0.0243153131050913","0.020531676212089","0.0280989499980936"
"Untermieter","2003","3","Ost","53","0.0242189288838442","0.0179458903648612","0.0304919674028271"
"Untermieter","2003","4","West","82","0.015054002180057","0.0119662127295086","0.0181417916306055"
"Untermieter","2003","4","Ost","","","",""
"Untermieter","2003","5","West","50","0.0139517520627326","0.011080649807242","0.0168228543182233"
"Untermieter","2003","5","Ost","","","",""
"Mieter","2003","1","West","","","",""
"Mieter","2003","1","Ost","","","",""
"Mieter","2003","2","West","","","",""
"Mieter","2003","2","Ost","","","",""
"Mieter","2003","3","West","","","",""
"Mieter","2003","3","Ost","","","",""
"Mieter","2003","4","West","","","",""
"Mieter","2003","4","Ost","","","",""
"Mieter","2003","5","West","","","",""
"Mieter","2003","5","Ost","","","",""
"Eigentuemer","2004","1","West","","","",""
"Eigentuemer","2004","1","Ost","","","",""
"Eigentuemer","2004","2","West","1119","0.308682142563537","0.293184180711851","0.324180104415223"
"Eigentuemer","2004","2","Ost","568","0.307902926801386","0.285395915567402","0.330409938035371"
"Eigentuemer","2004","3","West","3044","0.468552722210551","0.456151564666927","0.480953879754175"
"Eigentuemer","2004","3","Ost","1047","0.403577459876861","0.383150502237063","0.42400441751666"
"Eigentuemer","2004","4","West","3382","0.5592462466927","0.54620680397723","0.572285689408171"
"Eigentuemer","2004","4","Ost","841","0.441582421085651","0.417600348105333","0.465564494065969"
"Eigentuemer","2004","5","West","4499","0.618518115019066","0.606571628250143","0.630464601787989"
"Eigentuemer","2004","5","Ost","588","0.497399470238942","0.464715682951937","0.530083257525946"
"Hauptmieter","2004","1","West","","","",""
"Hauptmieter","2004","1","Ost","","","",""
"Hauptmieter","2004","2","West","2203","0.658872242000123","0.642967043905128","0.674777440095118"
"Hauptmieter","2004","2","Ost","1013","0.667034547077628","0.644057132289407","0.69001196186585"
"Hauptmieter","2004","3","West","3063","0.508730883915431","0.496307020111139","0.521154747719724"
"Hauptmieter","2004","3","Ost","1124","0.571372213720806","0.55076767331339","0.591976754128222"
"Hauptmieter","2004","4","West","2129","0.428310866535464","0.415314588400071","0.441307144670857"
"Hauptmieter","2004","4","Ost","756","0.524657154685054","0.500539083536865","0.548775225833243"
"Hauptmieter","2004","5","West","1785","0.360900083569129","0.349088587592873","0.372711579545385"
"Hauptmieter","2004","5","Ost","296","0.475155202059219","0.442511347230804","0.507799056887635"
"Untermieter","2004","1","West","","","",""
"Untermieter","2004","1","Ost","","","",""
"Untermieter","2004","2","West","89","0.0323981498421312","0.0264581231465345","0.038338176537728"
"Untermieter","2004","2","Ost","35","0.025062526120985","0.01744124088404","0.03268381135793"
"Untermieter","2004","3","West","113","0.0227163938740174","0.0190135713183612","0.0264192164296737"
"Untermieter","2004","3","Ost","45","0.0250503264023323","0.0185436230591123","0.0315570297455524"
"Untermieter","2004","4","West","57","0.0122331277113473","0.00934607000061611","0.0151201854220784"
"Untermieter","2004","4","Ost","50","0.0337604242292946","0.0250377902308963","0.0424830582276928"
"Untermieter","2004","5","West","66","0.019918471174037","0.0164822102180794","0.0233547321299945"
"Untermieter","2004","5","Ost","","","",""
"Mieter","2004","1","West","","","",""
"Mieter","2004","1","Ost","","","",""
"Mieter","2004","2","West","","","",""
"Mieter","2004","2","Ost","","","",""
"Mieter","2004","3","West","","","",""
"Mieter","2004","3","Ost","","","",""
"Mieter","2004","4","West","","","",""
"Mieter","2004","4","Ost","","","",""
"Mieter","2004","5","West","","","",""
"Mieter","2004","5","Ost","","","",""
"Eigentuemer","2005","1","West","","","",""
"Eigentuemer","2005","1","Ost","","","",""
"Eigentuemer","2005","2","West","1022","0.316173619508654","0.300148037011996","0.332199202005313"
"Eigentuemer","2005","2","Ost","611","0.309040227405175","0.286730031875259","0.331350422935092"
"Eigentuemer","2005","3","West","2790","0.45459157332568","0.441654816624824","0.467528330026536"
"Eigentuemer","2005","3","Ost","977","0.409637459905407","0.388339287245582","0.430935632565233"
"Eigentuemer","2005","4","West","3344","0.566275575017931","0.55317452582495","0.579376624210911"
"Eigentuemer","2005","4","Ost","849","0.42578567728736","0.401511950067142","0.450059404507577"
"Eigentuemer","2005","5","West","4276","0.599918333218622","0.587657160757717","0.612179505679526"
"Eigentuemer","2005","5","Ost","568","0.523645303079783","0.49026558245426","0.557025023705306"
"Hauptmieter","2005","1","West","","","",""
"Hauptmieter","2005","1","Ost","","","",""
"Hauptmieter","2005","2","West","2094","0.637474721824082","0.620906392645115","0.654043051003048"
"Hauptmieter","2005","2","Ost","993","0.672978309226262","0.650328825846048","0.695627792606476"
"Hauptmieter","2005","3","West","2797","0.523054618013604","0.510077996355869","0.536031239671339"
"Hauptmieter","2005","3","Ost","1035","0.572162118368787","0.550734086537296","0.593590150200277"
"Hauptmieter","2005","4","West","2087","0.418883584915994","0.405841006243485","0.431926163588504"
"Hauptmieter","2005","4","Ost","718","0.542193760531587","0.517735698398717","0.566651822664457"
"Hauptmieter","2005","5","West","1782","0.383623146947613","0.371453242423819","0.395793051471406"
"Hauptmieter","2005","5","Ost","277","0.440801866640385","0.407619799756325","0.473983933524445"
"Untermieter","2005","1","West","","","",""
"Untermieter","2005","1","Ost","","","",""
"Untermieter","2005","2","West","118","0.0463516586672638","0.0391055498452724","0.0535977674892553"
"Untermieter","2005","2","Ost","44","0.0179814633685626","0.0115657958913447","0.0243971308457805"
"Untermieter","2005","3","West","104","0.0223538086607156","0.0185130199256563","0.0261945973957749"
"Untermieter","2005","3","Ost","36","0.018200421725806","0.0124109990063722","0.0239898444452399"
"Untermieter","2005","4","West","66","0.014840840066075","0.0116443919104246","0.0180372882217254"
"Untermieter","2005","4","Ost","","","",""
"Untermieter","2005","5","West","75","0.0164585198337656","0.0132742978482785","0.0196427418192528"
"Untermieter","2005","5","Ost","","","",""
"Mieter","2005","1","West","","","",""
"Mieter","2005","1","Ost","","","",""
"Mieter","2005","2","West","","","",""
"Mieter","2005","2","Ost","","","",""
"Mieter","2005","3","West","","","",""
"Mieter","2005","3","Ost","","","",""
"Mieter","2005","4","West","","","",""
"Mieter","2005","4","Ost","","","",""
"Mieter","2005","5","West","","","",""
"Mieter","2005","5","Ost","","","",""
"Eigentuemer","2006","1","West","","","",""
"Eigentuemer","2006","1","Ost","","","",""
"Eigentuemer","2006","2","West","1068","0.288070892525283","0.272778844635628","0.303362940414938"
"Eigentuemer","2006","2","Ost","568","0.284835278291144","0.263430827530197","0.306239729052091"
"Eigentuemer","2006","3","West","3163","0.459209262175367","0.44685369259865","0.471564831752085"
"Eigentuemer","2006","3","Ost","1060","0.406881087201085","0.386140115845001","0.427622058557168"
"Eigentuemer","2006","4","West","3551","0.543285518560346","0.530519844958965","0.556051192161727"
"Eigentuemer","2006","4","Ost","981","0.45507479171239","0.432202854135839","0.477946729288941"
"Eigentuemer","2006","5","West","4729","0.615330283381554","0.603644055816329","0.627016510946779"
"Eigentuemer","2006","5","Ost","556","0.499455676433285","0.465941019309883","0.532970333556687"
"Hauptmieter","2006","1","West","","","",""
"Hauptmieter","2006","1","Ost","","","",""
"Hauptmieter","2006","2","West","2226","0.682907901620159","0.667194458261494","0.698621344978824"
"Hauptmieter","2006","2","Ost","1076","0.676634490436154","0.654451092414641","0.698817888457668"
"Hauptmieter","2006","3","West","2989","0.517660168477368","0.505271011177481","0.530049325777255"
"Hauptmieter","2006","3","Ost","1043","0.569163309943218","0.548255947779011","0.590070672107425"
"Hauptmieter","2006","4","West","2225","0.441162454652717","0.428437702245488","0.453887207059946"
"Hauptmieter","2006","4","Ost","812","0.527714180327054","0.504784660858256","0.550643699795852"
"Hauptmieter","2006","5","West","1868","0.373446193767481","0.361827176406875","0.385065211128087"
"Hauptmieter","2006","5","Ost","281","0.473688896359739","0.440220654234969","0.507157138484509"
"Untermieter","2006","1","West","","","",""
"Untermieter","2006","1","Ost","","","",""
"Untermieter","2006","2","West","75","0.0290212058545581","0.0233528098271885","0.0346896018819276"
"Untermieter","2006","2","Ost","64","0.0385302312727014","0.0294022911522349","0.0476581713931679"
"Untermieter","2006","3","West","97","0.0231305693472645","0.0194036134825709","0.0268575252119582"
"Untermieter","2006","3","Ost","52","0.0239556028556973","0.0174996136964324","0.0304115920149622"
"Untermieter","2006","4","West","73","0.0155520267869367","0.0123810200643548","0.0187230335095185"
"Untermieter","2006","4","Ost","","","",""
"Untermieter","2006","5","West","61","0.0112235228509651","0.00869311890473501","0.0137539267971952"
"Untermieter","2006","5","Ost","","","",""
"Mieter","2006","1","West","","","",""
"Mieter","2006","1","Ost","","","",""
"Mieter","2006","2","West","","","",""
"Mieter","2006","2","Ost","","","",""
"Mieter","2006","3","West","","","",""
"Mieter","2006","3","Ost","","","",""
"Mieter","2006","4","West","","","",""
"Mieter","2006","4","Ost","","","",""
"Mieter","2006","5","West","","","",""
"Mieter","2006","5","Ost","","","",""
"Eigentuemer","2007","1","West","","","",""
"Eigentuemer","2007","1","Ost","","","",""
"Eigentuemer","2007","2","West","896","0.283954902415317","0.267566154947117","0.300343649883517"
"Eigentuemer","2007","2","Ost","469","0.281781675091164","0.258578409639068","0.30498494054326"
"Eigentuemer","2007","3","West","2761","0.458609796356758","0.445508787119121","0.471710805594395"
"Eigentuemer","2007","3","Ost","1045","0.41955554800232","0.398573702237709","0.440537393766931"
"Eigentuemer","2007","4","West","3284","0.557442395651532","0.544333677251699","0.570551114051364"
"Eigentuemer","2007","4","Ost","876","0.433331438638059","0.409529319162531","0.457133558113588"
"Eigentuemer","2007","5","West","4693","0.633735128480576","0.622033604705289","0.645436652255864"
"Eigentuemer","2007","5","Ost","578","0.521640696739058","0.488803955092954","0.554477438385163"
"Hauptmieter","2007","1","West","","","",""
"Hauptmieter","2007","1","Ost","","","",""
"Hauptmieter","2007","2","West","1936","0.685138650156142","0.6682575867826","0.702019713529684"
"Hauptmieter","2007","2","Ost","930","0.690653598375284","0.666812999090359","0.71449419766021"
"Hauptmieter","2007","3","West","2693","0.515137448781207","0.501997345609461","0.528277551952952"
"Hauptmieter","2007","3","Ost","1039","0.556828862730812","0.535707826231418","0.577949899230207"
