year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,8070,3.39446,3.34034,3.44858,2.00000,3.00000,4.00000,1.0,7.00000,3.0,3.00000,3.00000
1985,West,10858,2.51569,2.46588,2.56551,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1986,West,10479,2.40628,2.35701,2.45555,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
1987,West,10364,2.46530,2.41547,2.51513,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1988,West,9904,2.40433,2.35448,2.45419,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1989,West,9590,2.39483,2.34339,2.44626,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
1990,West,,,,,,,,,,,,
1990,East,4323,2.49748,2.41555,2.57941,0.00000,2.00000,4.00000,0.0,10.00000,2.0,2.00000,2.00000
1991,West,,,,,,,,,,,,
1991,East,,,,,,,,,,,,
1992,West,8933,3.31336,3.25064,3.37608,1.00000,3.00000,5.00000,0.0,11.00000,3.0,3.00000,3.00000
1992,East,3842,3.05218,2.95945,3.14490,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1993,West,8862,3.35222,3.28742,3.41702,1.00000,3.00000,5.00000,0.0,11.00000,3.0,3.00000,3.00000
1993,East,3713,3.09140,2.99614,3.18666,1.00000,2.00000,5.00000,0.0,11.00000,2.0,2.00000,2.00000
1994,West,,,,,,,,,,,,
1994,East,,,,,,,,,,,,
1995,West,9187,3.39060,3.32844,3.45276,1.00000,3.00000,5.00000,0.0,11.00000,3.0,3.00000,3.00000
1995,East,3581,3.22192,3.12542,3.31843,1.00000,3.00000,5.00000,0.0,11.00000,3.0,2.00000,3.00000
1996,West,,,,,,,,,,,,
1996,East,,,,,,,,,,,,
1997,West,8501,3.65437,3.58677,3.72198,1.00000,3.00000,5.00000,0.0,11.00000,3.0,3.00000,3.00000
1997,East,3444,3.45643,3.35893,3.55392,1.00000,3.00000,5.00000,0.0,11.00000,3.0,3.00000,3.00000
1998,West,,,,,,,,,,,,
1998,East,,,,,,,,,,,,
1999,West,9608,3.46759,3.40451,3.53067,1.00000,3.00000,5.00000,0.0,11.00000,3.0,3.00000,3.00000
1999,East,3704,3.22697,3.13722,3.31672,1.00000,3.00000,5.00000,0.0,11.00000,3.0,2.00000,3.00000
2000,West,,,,,,,,,,,,
2000,East,,,,,,,,,,,,
2001,West,16163,3.85284,3.80158,3.90410,1.00000,3.00000,5.00000,0.0,11.00000,3.0,3.00000,3.00000
2001,East,5348,3.71580,3.63528,3.79633,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,3.00000
2002,West,,,,,,,,,,,,
2002,East,,,,,,,,,,,,
2003,West,16810,3.83394,3.78302,3.88486,1.00000,3.00000,5.00000,0.0,11.00000,3.0,3.00000,3.00000
