year,age_gr,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,male,,,,,,,,,,,,
1984,0-16 y.,female,,,,,,,,,,,,
1984,17-29 y.,male,1327,4.08905,3.93482,4.24329,2.00000,3.00000,5.00000,1.0,9.50000,,,
1984,17-29 y.,female,1188,3.63182,3.48917,3.77446,2.00000,3.00000,5.00000,1.0,9.50000,,,
1984,30-45 y.,male,1360,3.49376,3.36268,3.62484,2.00000,3.00000,4.00000,1.0,7.00000,,,
1984,30-45 y.,female,1232,2.98098,2.86275,3.09921,2.00000,2.00000,4.00000,1.0,7.00000,,,
1984,46-65 y.,male,1171,3.41584,3.26407,3.56760,2.00000,3.00000,4.00000,1.0,7.00000,,,
1984,46-65 y.,female,1081,3.02941,2.89354,3.16529,2.00000,2.00000,4.00000,1.0,7.00000,,,
1984,66 and older,male,289,3.45633,3.17167,3.74099,2.00000,3.00000,4.00000,1.0,7.00000,,,
1984,66 and older,female,422,2.91589,2.72495,3.10682,1.00000,2.00000,4.00000,1.0,8.50000,,,
1985,0-16 y.,male,,,,,,,,,,,,
1985,0-16 y.,female,,,,,,,,,,,,
1985,17-29 y.,male,1590,3.41581,3.26791,3.56372,1.00000,3.00000,5.00000,0.0,11.00000,,,
1985,17-29 y.,female,1500,3.14226,2.99310,3.29143,1.00000,2.00000,4.00000,0.0,8.50000,,,
1985,30-45 y.,male,1685,2.65510,2.52773,2.78246,1.00000,2.00000,4.00000,0.0,8.50000,,,
1985,30-45 y.,female,1752,2.18567,2.08345,2.28788,1.00000,2.00000,3.00000,0.0,6.00000,,,
1985,46-65 y.,male,1621,2.42592,2.30076,2.55108,0.00000,2.00000,4.00000,0.0,10.00000,,,
1985,46-65 y.,female,1629,2.11794,2.00315,2.23272,0.00000,2.00000,3.00000,0.0,7.50000,,,
1985,66 and older,male,429,2.05630,1.81044,2.30217,0.00000,2.00000,3.00000,0.0,7.50000,,,
1985,66 and older,female,652,1.95923,1.77121,2.14725,0.00000,1.00000,3.00000,0.0,7.50000,,,
1986,0-16 y.,male,,,,,,,,,,,,
