year,regtyp,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,male,4191,2.76736,2.66392,2.87424,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1985,Urban regions,female,4337,2.40277,2.31498,2.50307,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
1985,Rural regions,male,1134,2.54119,2.39153,2.70315,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1985,Rural regions,female,1196,2.15723,2.03689,2.28189,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
1986,Urban regions,male,4087,2.66968,2.56427,2.76014,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1986,Urban regions,female,4158,2.30086,2.21767,2.38028,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
1986,Rural regions,male,1086,2.34640,2.17993,2.49884,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1986,Rural regions,female,1148,2.05511,1.90378,2.18799,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,3.00000
1987,Urban regions,male,4063,2.75792,2.68204,2.85023,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1987,Urban regions,female,4098,2.38546,2.28941,2.47764,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1987,Rural regions,male,1072,2.29875,2.14903,2.44227,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
1987,Rural regions,female,1131,2.03434,1.91378,2.15795,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
1988,Urban regions,male,3881,2.67441,2.57022,2.77154,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1988,Urban regions,female,3957,2.25867,2.17149,2.36694,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
1988,Rural regions,male,1012,2.37482,2.20613,2.52262,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1988,Rural regions,female,1054,2.11117,1.97997,2.26217,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
1989,Urban regions,male,3758,2.66540,2.55693,2.76758,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1989,Urban regions,female,3873,2.26655,2.17294,2.35596,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
1989,Rural regions,male,970,2.44709,2.25632,2.62154,0.00000,2.00000,4.00000,0.0,10.00000,2.0,2.00000,2.00000
1989,Rural regions,female,989,1.95077,1.81770,2.08703,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,3.00000
1990,Urban regions,male,671,3.34404,3.06194,3.64597,1.00000,2.00000,5.00000,0.0,11.00000,2.0,1.00000,2.00000
1990,Urban regions,female,760,2.91019,2.66237,3.10418,1.00000,2.00000,4.00000,0.0,8.50000,2.0,1.97500,2.00000
1990,Rural regions,male,1347,2.29103,2.12157,2.42735,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
1990,Rural regions,female,1459,2.00397,1.86697,2.11949,0.00000,1.00000,3.00000,0.0,7.50000,1.0,0.00000,1.00000
1991,Urban regions,male,,,,,,,,,,,,
1991,Urban regions,female,,,,,,,,,,,,
1991,Rural regions,male,,,,,,,,,,,,
1991,Rural regions,female,,,,,,,,,,,,
1992,Urban regions,male,4024,3.64271,3.52035,3.76346,1.00000,3.00000,5.00000,0.0,11.00000,3.0,3.00000,3.00000
1992,Urban regions,female,4268,3.17442,3.06978,3.28791,1.00000,2.00000,4.00000,0.0,8.50000,2.0,1.00000,2.00000
1992,Rural regions,male,2111,3.23973,3.06177,3.38610,1.00000,2.00000,5.00000,0.0,11.00000,2.0,1.00000,2.00000
