year,age_gr,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,,,,,,,,,,,,
1984,17-29 y.,2515,3.86981,3.76393,3.97569,2.00000,3.00000,5.00000,1.0,9.50000,3.0,3.00000,3.00000
1984,30-45 y.,2592,3.25225,3.16287,3.34162,2.00000,3.00000,4.00000,1.0,7.00000,3.0,2.00000,3.00000
1984,46-65 y.,2252,3.21663,3.11454,3.31873,2.00000,2.00000,4.00000,1.0,7.00000,2.0,2.00000,3.00000
1984,66 and older,711,3.11042,2.94924,3.27160,2.00000,2.00000,4.00000,1.0,7.00000,2.0,2.00000,3.00000
1985,0-16 y.,,,,,,,,,,,,
1985,17-29 y.,3090,3.28075,3.17566,3.38585,1.00000,3.00000,5.00000,0.0,11.00000,3.0,2.00000,3.00000
1985,30-45 y.,3437,2.42091,2.33905,2.50277,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1985,46-65 y.,3250,2.26430,2.17947,2.34913,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
1985,66 and older,1081,1.99366,1.84457,2.14275,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
1986,0-16 y.,,,,,,,,,,,,
1986,17-29 y.,3026,3.06673,2.96502,3.16845,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,3.00000
1986,30-45 y.,3245,2.33098,2.24815,2.41381,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1986,46-65 y.,3189,2.19536,2.10819,2.28252,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
1986,66 and older,1019,1.94414,1.80288,2.08540,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
1987,0-16 y.,,,,,,,,,,,,
1987,17-29 y.,2983,3.23621,3.12692,3.34551,1.00000,2.83715,4.00000,0.0,8.50000,3.0,2.00000,3.00000
