year,sampreg,pli0095_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,West,At least once per week,0.08644,1090,9832,0.08089,0.09200
1999,West,At least once per month,0.21590,2828,9832,0.20777,0.22404
1999,West,Seldom,0.39467,4675,9832,0.38501,0.40433
1999,West,Never,0.11979,1239,9832,0.11337,0.12621
1999,East,At least once per week,0.08698,364,3764,0.07797,0.09598
1999,East,At least once per month,0.24351,1164,3764,0.22980,0.25723
1999,East,Seldom,0.42839,1959,3764,0.41258,0.44420
1999,East,Never,0.08116,277,3764,0.07244,0.08989
2001,West,At least once per week,0.09801,2028,16354,0.09345,0.10257
2001,West,At least once per month,0.23492,4895,16354,0.22842,0.24141
2001,West,Seldom,0.35528,7193,16354,0.34795,0.36262
2001,West,Never,0.12562,2238,16354,0.12054,0.13070
2001,East,At least once per week,0.11586,680,5407,0.10733,0.12439
2001,East,At least once per month,0.27274,1815,5407,0.26087,0.28461
2001,East,Seldom,0.37444,2449,5407,0.36154,0.38734
2001,East,Never,0.08783,463,5407,0.08029,0.09538
2005,West,At least once per week,0.09970,1873,15570,0.09500,0.10441
2005,West,At least once per month,0.25625,4862,15570,0.24939,0.26311
2005,West,Seldom,0.36515,7056,15570,0.35759,0.37271
2005,West,Never,0.10702,1779,15570,0.10216,0.11187
2005,East,At least once per week,0.10877,556,5010,0.10014,0.11739
2005,East,At least once per month,0.27080,1614,5010,0.25849,0.28311
2005,East,Seldom,0.40268,2430,5010,0.38910,0.41626
2005,East,Never,0.08511,410,5010,0.07738,0.09284
2007,West,At least once per week,0.09927,1982,15413,0.09455,0.10399
2007,West,At least once per month,0.25408,4775,15413,0.24720,0.26095
2007,West,Seldom,0.35556,6776,15413,0.34800,0.36311
2007,West,Never,0.11101,1880,15413,0.10605,0.11597
2007,East,At least once per week,0.10357,584,4975,0.09510,0.11204
2007,East,At least once per month,0.29480,1673,4975,0.28213,0.30747
2007,East,Seldom,0.37475,2228,4975,0.36129,0.38820
2007,East,Never,0.09422,490,4975,0.08610,0.10234
2009,West,At least once per week,0.08758,1409,13390,0.08279,0.09236
2009,West,At least once per month,0.25102,4077,13390,0.24367,0.25836
2009,West,Seldom,0.38490,6309,13390,0.37666,0.39314
2009,West,Never,0.10670,1595,13390,0.10147,0.11193
2009,East,At least once per week,0.09706,496,4517,0.08843,0.10570
2009,East,At least once per month,0.29244,1463,4517,0.27917,0.30570
2009,East,Seldom,0.39089,2148,4517,0.37666,0.40513
2009,East,Never,0.08244,410,4517,0.07442,0.09046
2011,West,At least once per week,0.09990,2939,21971,0.09593,0.10386
2011,West,At least once per month,0.24638,6950,21971,0.24068,0.25208
2011,West,Seldom,0.37549,9621,21971,0.36908,0.38189
2011,West,Never,0.10459,2461,21971,0.10054,0.10863
2011,East,At least once per week,0.11950,833,6291,0.11148,0.12751
2011,East,At least once per month,0.28995,2146,6291,0.27873,0.30116
2011,East,Seldom,0.37054,2720,6291,0.35860,0.38247
2011,East,Never,0.08343,592,6291,0.07659,0.09026
2015,West,At least once per week,0.09816,2897,21326,0.09417,0.10215
2015,West,At least once per month,0.26652,7233,21326,0.26058,0.27245
2015,West,Seldom,0.38306,9292,21326,0.37654,0.38959
2015,West,Never,0.09023,1904,21326,0.08638,0.09407
2015,East,At least once per week,0.09848,628,5390,0.09052,0.10643
2015,East,At least once per month,0.26886,1794,5390,0.25703,0.28070
2015,East,Seldom,0.40473,2487,5390,0.39163,0.41784
2015,East,Never,0.08269,481,5390,0.07534,0.09004
2017,West,At least once per week,0.11336,3079,20917,0.10906,0.11766
2017,West,At least once per month,0.27606,7271,20917,0.27000,0.28212
2017,West,Seldom,0.35102,8747,20917,0.34455,0.35749
2017,West,Never,0.08978,1820,20917,0.08590,0.09365
2017,East,At least once per week,0.11725,760,5576,0.10880,0.12570
2017,East,At least once per month,0.28700,1959,5576,0.27513,0.29888
2017,East,Seldom,0.35595,2373,5576,0.34338,0.36852
2017,East,Never,0.08027,484,5576,0.07313,0.08740
