year,bula_h,pli0095_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Schleswig-Holstein,At least once per week,0.07027,33,351,0.04349,0.09705
1985,Schleswig-Holstein,At least once per month,0.15121,68,351,0.11368,0.18874
1985,Schleswig-Holstein,Seldom,0.43871,193,351,0.38672,0.49069
1985,Schleswig-Holstein,Never,0.16182,57,351,0.12323,0.20040
1985,Hamburg,At least once per month,0.21227,81,252,0.16168,0.26286
1985,Hamburg,Seldom,0.40600,113,252,0.34524,0.46675
1985,Hamburg,Never,0.19980,58,252,0.15033,0.24926
1985,Lower Saxony,At least once per week,0.07119,95,1087,0.05590,0.08648
1985,Lower Saxony,At least once per month,0.19133,258,1087,0.16793,0.21472
1985,Lower Saxony,Seldom,0.41045,550,1087,0.38119,0.43971
1985,Lower Saxony,Never,0.15577,184,1087,0.13420,0.17734
1985,Bremen,Seldom,0.38750,52,52,0.25379,0.52121
1985,North Rhine-Westphalia,At least once per week,0.08152,323,2933,0.07162,0.09143
1985,North Rhine-Westphalia,At least once per month,0.20381,786,2933,0.18923,0.21839
1985,North Rhine-Westphalia,Seldom,0.36938,1328,2933,0.35191,0.38685
1985,North Rhine-Westphalia,Never,0.16389,496,2933,0.15049,0.17729
1985,Hesse,At least once per week,0.10251,162,1116,0.08471,0.12032
1985,Hesse,At least once per month,0.23497,320,1116,0.21009,0.25986
1985,Hesse,Seldom,0.35603,461,1116,0.32792,0.38413
1985,Hesse,Never,0.15832,173,1116,0.13690,0.17975
1985,"Rhineland-Palatinate, Saarland",At least once per week,0.08147,87,755,0.06194,0.10100
1985,"Rhineland-Palatinate, Saarland",At least once per month,0.24267,231,755,0.21207,0.27327
1985,"Rhineland-Palatinate, Saarland",Seldom,0.33932,296,755,0.30553,0.37312
1985,"Rhineland-Palatinate, Saarland",Never,0.17286,141,755,0.14587,0.19985
1985,Baden-Wuerttemberg,At least once per week,0.08976,283,2028,0.07731,0.10220
1985,Baden-Wuerttemberg,At least once per month,0.19741,512,2028,0.18008,0.21474
1985,Baden-Wuerttemberg,Seldom,0.36105,856,2028,0.34015,0.38196
1985,Baden-Wuerttemberg,Never,0.16279,377,2028,0.14672,0.17887
1985,Bavaria,At least once per week,0.08451,216,1879,0.07193,0.09709
1985,Bavaria,At least once per month,0.17417,434,1879,0.15702,0.19132
1985,Bavaria,Seldom,0.37763,837,1879,0.35571,0.39956
1985,Bavaria,Never,0.19246,392,1879,0.17463,0.21029
1985,Berlin,At least once per month,0.23004,114,342,0.18537,0.27471
1985,Berlin,Seldom,0.31352,149,342,0.26428,0.36276
1985,Berlin,Never,0.24724,79,342,0.20145,0.29303
1986,Schleswig-Holstein,At least once per month,0.14730,54,297,0.10693,0.18768
1986,Schleswig-Holstein,Seldom,0.48601,189,297,0.42907,0.54295
1986,Schleswig-Holstein,Never,0.13311,54,297,0.09441,0.17181
1986,Hamburg,At least once per month,0.18726,72,236,0.13738,0.23714
1986,Hamburg,Seldom,0.43940,118,236,0.37594,0.50286
1986,Hamburg,Never,0.20101,46,236,0.14977,0.25224
1986,Lower Saxony,At least once per week,0.05276,71,1098,0.03953,0.06599
1986,Lower Saxony,At least once per month,0.15105,213,1098,0.12986,0.17224
1986,Lower Saxony,Seldom,0.46761,618,1098,0.43809,0.49714
1986,Lower Saxony,Never,0.16638,196,1098,0.14434,0.18842
1986,Bremen,Seldom,0.43037,57,57,0.30069,0.56006
1986,North Rhine-Westphalia,At least once per week,0.06662,237,2840,0.05745,0.07579
1986,North Rhine-Westphalia,At least once per month,0.16870,659,2840,0.15493,0.18248
1986,North Rhine-Westphalia,Seldom,0.41636,1437,2840,0.39823,0.43450
1986,North Rhine-Westphalia,Never,0.16988,507,2840,0.15607,0.18370
1986,Hesse,At least once per week,0.08019,123,1045,0.06372,0.09667
1986,Hesse,At least once per month,0.20003,274,1045,0.17577,0.22430
1986,Hesse,Seldom,0.36136,448,1045,0.33222,0.39050
1986,Hesse,Never,0.20280,200,1045,0.17841,0.22719
1986,"Rhineland-Palatinate, Saarland",At least once per week,0.05172,49,763,0.03600,0.06744
1986,"Rhineland-Palatinate, Saarland",At least once per month,0.20814,200,763,0.17931,0.23696
1986,"Rhineland-Palatinate, Saarland",Seldom,0.39990,362,763,0.36512,0.43468
1986,"Rhineland-Palatinate, Saarland",Never,0.18771,152,763,0.15998,0.21543
1986,Baden-Wuerttemberg,At least once per week,0.07633,194,1975,0.06461,0.08804
1986,Baden-Wuerttemberg,At least once per month,0.15928,418,1975,0.14314,0.17543
1986,Baden-Wuerttemberg,Seldom,0.38591,889,1975,0.36443,0.40739
1986,Baden-Wuerttemberg,Never,0.19418,474,1975,0.17673,0.21163
1986,Bavaria,At least once per week,0.06945,168,1759,0.05757,0.08134
1986,Bavaria,At least once per month,0.17582,427,1759,0.15802,0.19361
1986,Bavaria,Seldom,0.35125,759,1759,0.32894,0.37357
1986,Bavaria,Never,0.22912,405,1759,0.20947,0.24876
1986,Berlin,At least once per month,0.17206,90,324,0.13090,0.21322
1986,Berlin,Seldom,0.33870,152,324,0.28709,0.39032
1986,Berlin,Never,0.27664,82,324,0.22785,0.32542
1988,Schleswig-Holstein,At least once per month,0.13224,56,295,0.09352,0.17096
1988,Schleswig-Holstein,Seldom,0.45961,189,295,0.40265,0.51658
1988,Schleswig-Holstein,Never,0.13608,50,295,0.09689,0.17527
1988,Hamburg,At least once per month,0.21594,62,193,0.15774,0.27415
1988,Hamburg,Seldom,0.47494,91,193,0.40431,0.54558
1988,Hamburg,Never,0.20056,40,193,0.14392,0.25720
1988,Lower Saxony,At least once per week,0.04131,54,1040,0.02921,0.05341
1988,Lower Saxony,At least once per month,0.17296,233,1040,0.14996,0.19596
1988,Lower Saxony,Seldom,0.46718,581,1040,0.43684,0.49752
