year,quintil_oecd,pli0095_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,1st Quintile,At least once per week,0.08436,320,2214,0.07278,0.09594
1985,1st Quintile,At least once per month,0.17974,577,2214,0.16375,0.19574
1985,1st Quintile,Seldom,0.29708,857,2214,0.27804,0.31612
1985,1st Quintile,Never,0.20063,460,2214,0.18394,0.21731
1985,2nd Quintile,At least once per week,0.09179,263,2133,0.07953,0.10404
1985,2nd Quintile,At least once per month,0.19402,583,2133,0.17723,0.21080
1985,2nd Quintile,Seldom,0.32872,884,2133,0.30878,0.34866
1985,2nd Quintile,Never,0.17515,403,2133,0.15901,0.19128
1985,3rd Quintile,At least once per week,0.09052,265,2185,0.07849,0.10255
1985,3rd Quintile,At least once per month,0.20741,578,2185,0.19040,0.22441
1985,3rd Quintile,Seldom,0.37758,969,2185,0.35725,0.39791
1985,3rd Quintile,Never,0.15922,373,2185,0.14388,0.17457
1985,4th Quintile,At least once per week,0.07427,215,2210,0.06334,0.08521
1985,4th Quintile,At least once per month,0.22229,593,2210,0.20495,0.23963
1985,4th Quintile,Seldom,0.41809,1061,2210,0.39752,0.43866
1985,4th Quintile,Never,0.14939,341,2210,0.13452,0.16425
1985,5th Quintile,At least once per week,0.07215,187,2153,0.06122,0.08309
1985,5th Quintile,At least once per month,0.19717,500,2153,0.18036,0.21398
1985,5th Quintile,Seldom,0.44392,1061,2153,0.42293,0.46491
1985,5th Quintile,Never,0.18054,405,2153,0.16429,0.19679
1986,1st Quintile,At least once per week,0.08029,228,2058,0.06855,0.09204
1986,1st Quintile,At least once per month,0.15948,512,2058,0.14366,0.17530
1986,1st Quintile,Seldom,0.30726,822,2058,0.28732,0.32720
1986,1st Quintile,Never,0.22953,496,2058,0.21136,0.24771
1986,2nd Quintile,At least once per week,0.06292,194,2068,0.05245,0.07339
1986,2nd Quintile,At least once per month,0.15694,479,2068,0.14126,0.17262
1986,2nd Quintile,Seldom,0.36383,952,2068,0.34309,0.38457
1986,2nd Quintile,Never,0.20341,443,2068,0.18605,0.22076
1986,3rd Quintile,At least once per week,0.06798,195,2097,0.05720,0.07875
1986,3rd Quintile,At least once per month,0.17496,476,2097,0.15870,0.19123
1986,3rd Quintile,Seldom,0.41878,1060,2097,0.39766,0.43990
1986,3rd Quintile,Never,0.16259,366,2097,0.14679,0.17838
1986,4th Quintile,At least once per week,0.05477,146,2200,0.04526,0.06429
1986,4th Quintile,At least once per month,0.20405,552,2200,0.18721,0.22090
1986,4th Quintile,Seldom,0.43377,1084,2200,0.41306,0.45449
1986,4th Quintile,Never,0.17729,418,2200,0.16133,0.19325
1986,5th Quintile,At least once per week,0.06334,148,2080,0.05287,0.07381
1986,5th Quintile,At least once per month,0.16581,413,2080,0.14983,0.18180
1986,5th Quintile,Seldom,0.47946,1110,2080,0.45799,0.50094
1986,5th Quintile,Never,0.18602,409,2080,0.16930,0.20275
1988,1st Quintile,At least once per week,0.07068,215,1958,0.05932,0.08203
1988,1st Quintile,At least once per month,0.15539,431,1958,0.13934,0.17144
1988,1st Quintile,Seldom,0.29585,773,1958,0.27563,0.31607
1988,1st Quintile,Never,0.25098,539,1958,0.23177,0.27019
1988,2nd Quintile,At least once per week,0.06456,188,1971,0.05371,0.07542
1988,2nd Quintile,At least once per month,0.16287,463,1971,0.14656,0.17917
1988,2nd Quintile,Seldom,0.35746,905,1971,0.33630,0.37863
1988,2nd Quintile,Never,0.19318,415,1971,0.17574,0.21061
1988,3rd Quintile,At least once per week,0.05660,181,1989,0.04644,0.06675
1988,3rd Quintile,At least once per month,0.17912,479,1989,0.16226,0.19598
1988,3rd Quintile,Seldom,0.41194,964,1989,0.39030,0.43358
1988,3rd Quintile,Never,0.17251,365,1989,0.15590,0.18912
1988,4th Quintile,At least once per week,0.06166,165,2055,0.05125,0.07206
1988,4th Quintile,At least once per month,0.19178,460,2055,0.17476,0.20881
1988,4th Quintile,Seldom,0.43968,1012,2055,0.41821,0.46114
1988,4th Quintile,Never,0.16923,418,2055,0.15301,0.18544
1988,5th Quintile,At least once per week,0.04796,114,1925,0.03841,0.05751
1988,5th Quintile,At least once per month,0.17439,391,1925,0.15743,0.19134
1988,5th Quintile,Seldom,0.48990,1022,1925,0.46756,0.51224
1988,5th Quintile,Never,0.19155,398,1925,0.17397,0.20914
1992,1st Quintile,At least once per week,0.08976,300,2748,0.07907,0.10045
1992,1st Quintile,At least once per month,0.17926,711,2748,0.16492,0.19361
1992,1st Quintile,Seldom,0.31194,1228,2748,0.29461,0.32926
1992,1st Quintile,Never,0.19467,509,2748,0.17986,0.20947
1992,2nd Quintile,At least once per week,0.06781,283,2823,0.05853,0.07709
1992,2nd Quintile,At least once per month,0.22203,870,2823,0.20669,0.23736
1992,2nd Quintile,Seldom,0.33909,1325,2823,0.32162,0.35656
1992,2nd Quintile,Never,0.12402,345,2823,0.11185,0.13618
1992,3rd Quintile,At least once per week,0.07616,260,2641,0.06604,0.08628
1992,3rd Quintile,At least once per month,0.21184,753,2641,0.19625,0.22742
1992,3rd Quintile,Seldom,0.39113,1297,2641,0.37252,0.40975
1992,3rd Quintile,Never,0.11438,331,2641,0.10224,0.12652
1992,4th Quintile,At least once per week,0.07446,253,2614,0.06440,0.08453
1992,4th Quintile,At least once per month,0.23067,724,2614,0.21452,0.24683
1992,4th Quintile,Seldom,0.43471,1325,2614,0.41570,0.45372
1992,4th Quintile,Never,0.11615,312,2614,0.10387,0.12844
1992,5th Quintile,At least once per week,0.06273,179,2352,0.05293,0.07254
1992,5th Quintile,At least once per month,0.21356,603,2352,0.19699,0.23012
1992,5th Quintile,Seldom,0.48092,1255,2352,0.46072,0.50112
1992,5th Quintile,Never,0.12508,315,2352,0.11171,0.13845
1994,1st Quintile,At least once per week,0.08883,292,2497,0.07766,0.09999
1994,1st Quintile,At least once per month,0.17883,633,2497,0.16379,0.19386
1994,1st Quintile,Seldom,0.32833,1138,2497,0.30990,0.34675
1994,1st Quintile,Never,0.17176,434,2497,0.15696,0.18655
1994,2nd Quintile,At least once per week,0.06782,262,2685,0.05830,0.07733
1994,2nd Quintile,At least once per month,0.20799,784,2685,0.19263,0.22334
1994,2nd Quintile,Seldom,0.36141,1282,2685,0.34323,0.37958
1994,2nd Quintile,Never,0.13256,357,2685,0.11973,0.14538
1994,3rd Quintile,At least once per week,0.07131,250,2679,0.06157,0.08106
1994,3rd Quintile,At least once per month,0.22359,799,2679,0.20781,0.23937
1994,3rd Quintile,Seldom,0.40057,1345,2679,0.38201,0.41913
1994,3rd Quintile,Never,0.10112,285,2679,0.08970,0.11254
1994,4th Quintile,At least once per week,0.07555,236,2528,0.06524,0.08585
1994,4th Quintile,At least once per month,0.22283,700,2528,0.20660,0.23905
1994,4th Quintile,Seldom,0.44713,1338,2528,0.42775,0.46652
1994,4th Quintile,Never,0.09910,254,2528,0.08745,0.11075
1994,5th Quintile,At least once per week,0.06525,185,2393,0.05535,0.07515
1994,5th Quintile,At least once per month,0.22157,609,2393,0.20493,0.23821
1994,5th Quintile,Seldom,0.48251,1288,2393,0.46249,0.50254
1994,5th Quintile,Never,0.12226,311,2393,0.10914,0.13539
1996,1st Quintile,At least once per week,0.10623,339,2525,0.09421,0.11825
1996,1st Quintile,At least once per month,0.22033,799,2525,0.20416,0.23650
1996,1st Quintile,Seldom,0.29106,1004,2525,0.27334,0.30879
1996,1st Quintile,Never,0.13758,383,2525,0.12415,0.15102
1996,2nd Quintile,At least once per week,0.09348,348,2723,0.08254,0.10442
1996,2nd Quintile,At least once per month,0.24344,918,2723,0.22732,0.25956
1996,2nd Quintile,Seldom,0.32663,1188,2723,0.30901,0.34425
1996,2nd Quintile,Never,0.10351,269,2723,0.09207,0.11496
1996,3rd Quintile,At least once per week,0.08650,315,2648,0.07579,0.09720
1996,3rd Quintile,At least once per month,0.26974,930,2648,0.25283,0.28665
1996,3rd Quintile,Seldom,0.37957,1182,2648,0.36108,0.39805
1996,3rd Quintile,Never,0.08881,221,2648,0.07797,0.09964
1996,4th Quintile,At least once per week,0.09471,320,2700,0.08366,0.10576
1996,4th Quintile,At least once per month,0.25061,838,2700,0.23426,0.26696
1996,4th Quintile,Seldom,0.42117,1340,2700,0.40254,0.43979
1996,4th Quintile,Never,0.08256,202,2700,0.07218,0.09294
1996,5th Quintile,At least once per week,0.10540,257,2391,0.09309,0.11771
1996,5th Quintile,At least once per month,0.23377,669,2391,0.21681,0.25074
1996,5th Quintile,Seldom,0.45216,1227,2391,0.43221,0.47211
1996,5th Quintile,Never,0.09910,238,2391,0.08712,0.11108
1997,1st Quintile,At least once per week,0.10140,332,2354,0.08921,0.11360
1997,1st Quintile,At least once per month,0.19962,675,2354,0.18347,0.21577
1997,1st Quintile,Seldom,0.30570,981,2354,0.28709,0.32432
1997,1st Quintile,Never,0.14090,366,2354,0.12684,0.15496
1997,2nd Quintile,At least once per week,0.09183,350,2751,0.08104,0.10263
1997,2nd Quintile,At least once per month,0.22739,840,2751,0.21173,0.24306
1997,2nd Quintile,Seldom,0.33107,1237,2751,0.31349,0.34866
1997,2nd Quintile,Never,0.12640,324,2751,0.11398,0.13882
1997,3rd Quintile,At least once per week,0.08737,288,2548,0.07641,0.09834
1997,3rd Quintile,At least once per month,0.23291,802,2548,0.21649,0.24932
1997,3rd Quintile,Seldom,0.37005,1185,2548,0.35130,0.38880
1997,3rd Quintile,Never,0.11076,273,2548,0.09857,0.12295
1997,4th Quintile,At least once per week,0.09688,299,2650,0.08562,0.10814
1997,4th Quintile,At least once per month,0.26002,845,2650,0.24332,0.27673
1997,4th Quintile,Seldom,0.40878,1287,2650,0.39006,0.42750
1997,4th Quintile,Never,0.08708,219,2650,0.07634,0.09782
1997,5th Quintile,At least once per week,0.08826,235,2425,0.07697,0.09956
1997,5th Quintile,At least once per month,0.23994,685,2425,0.22294,0.25694
1997,5th Quintile,Seldom,0.46213,1254,2425,0.44228,0.48198
1997,5th Quintile,Never,0.10071,251,2425,0.08873,0.11269
1999,1st Quintile,At least once per week,0.08900,323,2567,0.07798,0.10001
1999,1st Quintile,At least once per month,0.20438,729,2567,0.18878,0.21999
1999,1st Quintile,Seldom,0.31915,1107,2567,0.30112,0.33719
1999,1st Quintile,Never,0.14236,408,2567,0.12884,0.15588
1999,2nd Quintile,At least once per week,0.08708,315,2863,0.07675,0.09741
1999,2nd Quintile,At least once per month,0.21706,866,2863,0.20196,0.23216
1999,2nd Quintile,Seldom,0.37429,1367,2863,0.35656,0.39202
1999,2nd Quintile,Never,0.11499,315,2863,0.10330,0.12667
1999,3rd Quintile,At least once per week,0.09916,338,2804,0.08809,0.11022
1999,3rd Quintile,At least once per month,0.22368,855,2804,0.20826,0.23911
1999,3rd Quintile,Seldom,0.38361,1344,2804,0.36561,0.40161
1999,3rd Quintile,Never,0.10201,267,2804,0.09081,0.11322
1999,4th Quintile,At least once per week,0.08117,258,2766,0.07099,0.09135
1999,4th Quintile,At least once per month,0.24182,839,2766,0.22586,0.25778
1999,4th Quintile,Seldom,0.43396,1406,2766,0.41548,0.45243
1999,4th Quintile,Never,0.09927,263,2766,0.08812,0.11041
1999,5th Quintile,At least once per week,0.07631,220,2596,0.06610,0.08653
1999,5th Quintile,At least once per month,0.21812,703,2596,0.20223,0.23401
1999,5th Quintile,Seldom,0.49365,1410,2596,0.47442,0.51289
1999,5th Quintile,Never,0.10454,263,2596,0.09277,0.11631
2001,1st Quintile,At least once per week,0.10800,556,3831,0.09817,0.11783
2001,1st Quintile,At least once per month,0.21154,1124,3831,0.19860,0.22447
2001,1st Quintile,Seldom,0.29114,1492,3831,0.27675,0.30553
2001,1st Quintile,Never,0.15154,659,3831,0.14019,0.16290
2001,2nd Quintile,At least once per week,0.09751,550,4346,0.08869,0.10634
2001,2nd Quintile,At least once per month,0.23870,1389,4346,0.22602,0.25137
2001,2nd Quintile,Seldom,0.32043,1829,4346,0.30655,0.33430
2001,2nd Quintile,Never,0.12415,578,4346,0.11435,0.13396
2001,3rd Quintile,At least once per week,0.11245,587,4508,0.10322,0.12167
2001,3rd Quintile,At least once per month,0.24996,1436,4508,0.23732,0.26260
2001,3rd Quintile,Seldom,0.34460,1971,4508,0.33072,0.35847
2001,3rd Quintile,Never,0.11137,514,4508,0.10219,0.12055
2001,4th Quintile,At least once per week,0.10180,570,4578,0.09304,0.11057
2001,4th Quintile,At least once per month,0.25862,1447,4578,0.24594,0.27131
2001,4th Quintile,Seldom,0.39965,2124,4578,0.38546,0.41384
