year,age_gr,pgisced97,pli0095_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Pre-primary Level,At least once per month,0.22168,46,150,0.15498,0.28838
1985,17-29 y.,Pre-primary Level,Seldom,0.56381,104,150,0.48418,0.64344
1985,17-29 y.,Primary Level,At least once per month,0.19839,39,111,0.12386,0.27291
1985,17-29 y.,Primary Level,Seldom,0.47993,72,111,0.38657,0.57329
1985,17-29 y.,Lower Secondary Level,At least once per week,0.09224,119,948,0.07381,0.11067
1985,17-29 y.,Lower Secondary Level,At least once per month,0.28167,278,948,0.25302,0.31032
1985,17-29 y.,Lower Secondary Level,Seldom,0.47758,418,948,0.44577,0.50939
1985,17-29 y.,Lower Secondary Level,Never,0.13899,133,948,0.11696,0.16102
1985,17-29 y.,Upper Secondary Level,At least once per week,0.10341,172,1417,0.08755,0.11927
1985,17-29 y.,Upper Secondary Level,At least once per month,0.33364,479,1417,0.30908,0.35820
1985,17-29 y.,Upper Secondary Level,Seldom,0.47285,639,1417,0.44685,0.49886
1985,17-29 y.,Upper Secondary Level,Never,0.08363,127,1417,0.06921,0.09805
1985,17-29 y.,Post-secondary Non-tertiary Level,At least once per month,0.36408,37,77,0.25590,0.47226
1985,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.33506,40,77,0.22894,0.44118
1985,17-29 y.,First Stage of Tertiary Education,Seldom,0.52702,61,61,0.40069,0.65336
1985,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.30116,35,89,0.20531,0.39702
1985,17-29 y.,Second Stage of Tertiary Education,Seldom,0.44096,54,89,0.33722,0.54469
1985,30-45 y.,Primary Level,At least once per week,0.17676,52,317,0.13470,0.21882
1985,30-45 y.,Primary Level,At least once per month,0.25005,88,317,0.20231,0.29780
1985,30-45 y.,Primary Level,Seldom,0.33996,109,317,0.28773,0.39219
1985,30-45 y.,Primary Level,Never,0.22439,68,317,0.17839,0.27039
1985,30-45 y.,Lower Secondary Level,At least once per week,0.11225,91,674,0.08840,0.13610
1985,30-45 y.,Lower Secondary Level,At least once per month,0.24888,197,674,0.21622,0.28155
1985,30-45 y.,Lower Secondary Level,Seldom,0.49033,285,674,0.45256,0.52810
1985,30-45 y.,Lower Secondary Level,Never,0.14093,101,674,0.11464,0.16721
1985,30-45 y.,Upper Secondary Level,At least once per week,0.08198,170,1751,0.06913,0.09483
1985,30-45 y.,Upper Secondary Level,At least once per month,0.29917,519,1751,0.27772,0.32063
1985,30-45 y.,Upper Secondary Level,Seldom,0.50369,869,1751,0.48026,0.52712
1985,30-45 y.,Upper Secondary Level,Never,0.10848,193,1751,0.09391,0.12305
1985,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.35299,31,65,0.23590,0.47007
1985,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.42981,34,65,0.30852,0.55109
1985,30-45 y.,First Stage of Tertiary Education,At least once per month,0.30228,70,181,0.23519,0.36937
1985,30-45 y.,First Stage of Tertiary Education,Seldom,0.47826,111,181,0.40528,0.55123
