year,age_gr,migback,pli0095_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,66 and older,No migration background,Never,0.50572,528,1048,0.47543,0.53600
1986,17-29 y.,No migration background,At least once per week,0.07741,165,2123,0.06604,0.08878
1986,17-29 y.,No migration background,At least once per month,0.27931,600,2123,0.26022,0.29840
1986,17-29 y.,No migration background,Seldom,0.51173,1081,2123,0.49046,0.53300
1986,17-29 y.,No migration background,Never,0.12653,277,2123,0.11238,0.14067
1986,17-29 y.,Direct migration background,At least once per week,0.11475,109,795,0.09258,0.13692
1986,17-29 y.,Direct migration background,At least once per month,0.33834,265,795,0.30543,0.37125
1986,17-29 y.,Direct migration background,Seldom,0.38676,292,795,0.35288,0.42063
1986,17-29 y.,Direct migration background,Never,0.15047,129,795,0.12560,0.17534
1986,17-29 y.,Indirect migration background,At least once per month,0.26337,39,95,0.17433,0.35242
1986,17-29 y.,Indirect migration background,Seldom,0.49776,56,95,0.39668,0.59884
1986,30-45 y.,No migration background,At least once per week,0.06762,138,2141,0.05698,0.07826
1986,30-45 y.,No migration background,At least once per month,0.22386,479,2141,0.20620,0.24152
1986,30-45 y.,No migration background,Seldom,0.58580,1268,2141,0.56493,0.60667
1986,30-45 y.,No migration background,Never,0.11759,256,2141,0.10394,0.13123
1986,30-45 y.,Direct migration background,At least once per week,0.09349,125,1098,0.07627,0.11072
1986,30-45 y.,Direct migration background,At least once per month,0.25431,289,1098,0.22854,0.28008
1986,30-45 y.,Direct migration background,Seldom,0.49475,489,1098,0.46516,0.52433
1986,30-45 y.,Direct migration background,Never,0.15445,195,1098,0.13307,0.17584
1986,46-65 y.,No migration background,At least once per week,0.08414,190,2316,0.07283,0.09544
1986,46-65 y.,No migration background,At least once per month,0.17724,419,2316,0.16168,0.19279
1986,46-65 y.,No migration background,Seldom,0.50500,1203,2316,0.48463,0.52537
1986,46-65 y.,No migration background,Never,0.22097,504,2316,0.20407,0.23788
1986,46-65 y.,Direct migration background,At least once per week,0.08331,95,869,0.06492,0.10169
1986,46-65 y.,Direct migration background,At least once per month,0.26028,235,869,0.23109,0.28947
1986,46-65 y.,Direct migration background,Seldom,0.44595,329,869,0.41288,0.47902
1986,46-65 y.,Direct migration background,Never,0.20422,210,869,0.17740,0.23104
1986,66 and older,No migration background,At least once per week,0.07817,73,965,0.06122,0.09512
1986,66 and older,No migration background,At least once per month,0.08938,89,965,0.07137,0.10739
1986,66 and older,No migration background,Seldom,0.27396,288,965,0.24580,0.30211
1986,66 and older,No migration background,Never,0.54716,515,965,0.51574,0.57858
1988,17-29 y.,No migration background,At least once per week,0.07806,156,1911,0.06603,0.09009
1988,17-29 y.,No migration background,At least once per month,0.28641,533,1911,0.26614,0.30669
1988,17-29 y.,No migration background,Seldom,0.51727,990,1911,0.49486,0.53968
1988,17-29 y.,No migration background,Never,0.11619,232,1911,0.10182,0.13057
1988,17-29 y.,Direct migration background,At least once per week,0.10061,105,765,0.07928,0.12194
1988,17-29 y.,Direct migration background,At least once per month,0.26755,210,765,0.23616,0.29894
1988,17-29 y.,Direct migration background,Seldom,0.37382,277,765,0.33951,0.40813
1988,17-29 y.,Direct migration background,Never,0.25298,173,765,0.22216,0.28381
1988,17-29 y.,Indirect migration background,At least once per month,0.24546,53,167,0.17999,0.31093
1988,17-29 y.,Indirect migration background,Seldom,0.42181,81,167,0.34668,0.49693
1988,17-29 y.,Indirect migration background,Never,0.27195,33,167,0.20426,0.33964
1988,30-45 y.,No migration background,At least once per week,0.05584,112,1989,0.04574,0.06593
1988,30-45 y.,No migration background,At least once per month,0.23196,457,1989,0.21341,0.25052
1988,30-45 y.,No migration background,Seldom,0.58231,1168,1989,0.56063,0.60399
1988,30-45 y.,No migration background,Never,0.12280,252,1989,0.10837,0.13723
1988,30-45 y.,Direct migration background,At least once per week,0.10570,117,930,0.08593,0.12547
1988,30-45 y.,Direct migration background,At least once per month,0.25151,256,930,0.22361,0.27941
1988,30-45 y.,Direct migration background,Seldom,0.44994,360,930,0.41795,0.48194
1988,30-45 y.,Direct migration background,Never,0.18891,197,930,0.16374,0.21408
1988,46-65 y.,No migration background,At least once per week,0.07211,157,2169,0.06122,0.08299
1988,46-65 y.,No migration background,At least once per month,0.18348,399,2169,0.16718,0.19977
1988,46-65 y.,No migration background,Seldom,0.50841,1132,2169,0.48737,0.52945
1988,46-65 y.,No migration background,Never,0.22195,481,2169,0.20446,0.23944
1988,46-65 y.,Direct migration background,At least once per week,0.11607,122,899,0.09512,0.13702
1988,46-65 y.,Direct migration background,At least once per month,0.20918,198,899,0.18258,0.23578
1988,46-65 y.,Direct migration background,Seldom,0.44678,359,899,0.41427,0.47930
1988,46-65 y.,Direct migration background,Never,0.22001,220,899,0.19291,0.24710
1988,66 and older,No migration background,At least once per week,0.06862,63,955,0.05258,0.08467
1988,66 and older,No migration background,At least once per month,0.10081,102,955,0.08170,0.11992
1988,66 and older,No migration background,Seldom,0.27978,282,955,0.25129,0.30826
1988,66 and older,No migration background,Never,0.53434,508,955,0.50269,0.56600
1988,66 and older,Direct migration background,Never,0.60114,35,35,0.43655,0.76574
1990,17-29 y.,No migration background,At least once per week,0.04194,200,1120,0.03019,0.05368
1990,17-29 y.,No migration background,At least once per month,0.08074,387,1120,0.06478,0.09670
1990,17-29 y.,No migration background,Seldom,0.09590,481,1120,0.07865,0.11315
1990,17-29 y.,No migration background,Never,0.00992,52,1120,0.00411,0.01572
1990,30-45 y.,No migration background,At least once per week,0.03959,266,1479,0.02965,0.04953
1990,30-45 y.,No migration background,At least once per month,0.07063,478,1479,0.05757,0.08370
1990,30-45 y.,No migration background,Seldom,0.09957,680,1479,0.08430,0.11483
1990,30-45 y.,No migration background,Never,0.00878,55,1479,0.00403,0.01354
1990,46-65 y.,No migration background,At least once per week,0.03567,217,1252,0.02539,0.04595
1990,46-65 y.,No migration background,At least once per month,0.05586,320,1252,0.04314,0.06859
1990,46-65 y.,No migration background,Seldom,0.09544,582,1252,0.07916,0.11172
1990,46-65 y.,No migration background,Never,0.02374,133,1252,0.01531,0.03218
1990,46-65 y.,Direct migration background,Seldom,0.04262,35,35,-0.02528,0.11051
1990,66 and older,No migration background,At least once per week,0.02095,52,386,0.00665,0.03526
1990,66 and older,No migration background,At least once per month,0.02150,51,386,0.00701,0.03599
1990,66 and older,No migration background,Seldom,0.06329,152,386,0.03897,0.08761
1990,66 and older,No migration background,Never,0.06703,131,386,0.04205,0.09201
1992,17-29 y.,No migration background,At least once per week,0.09986,242,2562,0.08825,0.11147
1992,17-29 y.,No migration background,At least once per month,0.34472,888,2562,0.32631,0.36313
1992,17-29 y.,No migration background,Seldom,0.49655,1291,2562,0.47718,0.51591
1992,17-29 y.,No migration background,Never,0.05433,141,2562,0.04555,0.06311
1992,17-29 y.,Direct migration background,At least once per week,0.12621,96,628,0.10022,0.15220
1992,17-29 y.,Direct migration background,At least once per month,0.30011,202,628,0.26423,0.33598
1992,17-29 y.,Direct migration background,Seldom,0.41373,234,628,0.37518,0.45228
1992,17-29 y.,Direct migration background,Never,0.15832,96,628,0.12974,0.18689
1992,17-29 y.,Indirect migration background,At least once per week,0.15939,59,367,0.12189,0.19689
1992,17-29 y.,Indirect migration background,At least once per month,0.32637,130,367,0.27834,0.37441
1992,17-29 y.,Indirect migration background,Seldom,0.37482,140,367,0.32523,0.42441
1992,17-29 y.,Indirect migration background,Never,0.13187,38,367,0.09721,0.16654
1992,30-45 y.,No migration background,At least once per week,0.06384,237,3421,0.05565,0.07203
1992,30-45 y.,No migration background,At least once per month,0.29506,990,3421,0.27978,0.31035
1992,30-45 y.,No migration background,Seldom,0.54951,1934,3421,0.53284,0.56619
1992,30-45 y.,No migration background,Never,0.08365,260,3421,0.07437,0.09293
1992,30-45 y.,Direct migration background,At least once per week,0.11597,104,783,0.09353,0.13841
1992,30-45 y.,Direct migration background,At least once per month,0.32027,263,783,0.28757,0.35297
1992,30-45 y.,Direct migration background,Seldom,0.42883,304,783,0.39414,0.46352
1992,30-45 y.,Direct migration background,Never,0.12317,112,783,0.10013,0.14620
1992,46-65 y.,No migration background,At least once per week,0.09019,262,2989,0.07992,0.10046
1992,46-65 y.,No migration background,At least once per month,0.21973,676,2989,0.20489,0.23458
1992,46-65 y.,No migration background,Seldom,0.53395,1663,2989,0.51607,0.55184
1992,46-65 y.,No migration background,Never,0.13867,388,2989,0.12628,0.15106
1992,46-65 y.,Direct migration background,At least once per week,0.11744,132,980,0.09727,0.13761
1992,46-65 y.,Direct migration background,At least once per month,0.24098,266,980,0.21419,0.26777
1992,46-65 y.,Direct migration background,Seldom,0.46551,410,980,0.43427,0.49676
1992,46-65 y.,Direct migration background,Never,0.15654,172,980,0.13378,0.17930
1992,66 and older,No migration background,At least once per week,0.09658,122,1283,0.08041,0.11275
1992,66 and older,No migration background,At least once per month,0.14297,205,1283,0.12381,0.16213
1992,66 and older,No migration background,Seldom,0.28357,401,1283,0.25890,0.30825
1992,66 and older,No migration background,Never,0.44599,555,1283,0.41878,0.47320
1992,66 and older,Direct migration background,At least once per month,0.21210,31,113,0.13639,0.28781
1992,66 and older,Direct migration background,Seldom,0.26867,40,113,0.18658,0.35076
1992,66 and older,Direct migration background,Never,0.38662,42,113,0.29643,0.47681
1994,17-29 y.,No migration background,At least once per week,0.09981,246,2378,0.08776,0.11186
1994,17-29 y.,No migration background,At least once per month,0.35349,797,2378,0.33428,0.37271
1994,17-29 y.,No migration background,Seldom,0.49470,1204,2378,0.47460,0.51480
1994,17-29 y.,No migration background,Never,0.04980,131,2378,0.04106,0.05855
1994,17-29 y.,Direct migration background,At least once per week,0.16405,79,517,0.13209,0.19600
1994,17-29 y.,Direct migration background,At least once per month,0.31017,166,517,0.27025,0.35008
1994,17-29 y.,Direct migration background,Seldom,0.42374,211,517,0.38111,0.46638
1994,17-29 y.,Direct migration background,Never,0.09414,61,517,0.06894,0.11933
1994,17-29 y.,Indirect migration background,At least once per week,0.15272,62,434,0.11884,0.18661
1994,17-29 y.,Indirect migration background,At least once per month,0.31438,156,434,0.27065,0.35811
1994,17-29 y.,Indirect migration background,Seldom,0.43683,185,434,0.39011,0.48355
1994,17-29 y.,Indirect migration background,Never,0.08829,31,434,0.06157,0.11502
1994,30-45 y.,No migration background,At least once per week,0.06381,223,3383,0.05557,0.07205
1994,30-45 y.,No migration background,At least once per month,0.29289,1004,3383,0.27755,0.30823
1994,30-45 y.,No migration background,Seldom,0.56452,1927,3383,0.54781,0.58123
1994,30-45 y.,No migration background,Never,0.07544,229,3383,0.06654,0.08434
1994,30-45 y.,Direct migration background,At least once per week,0.09691,85,711,0.07515,0.11867
1994,30-45 y.,Direct migration background,At least once per month,0.28761,223,711,0.25431,0.32090
1994,30-45 y.,Direct migration background,Seldom,0.47609,309,711,0.43935,0.51283
1994,30-45 y.,Direct migration background,Never,0.13347,94,711,0.10845,0.15848
1994,46-65 y.,No migration background,At least once per week,0.09373,269,2901,0.08312,0.10434
1994,46-65 y.,No migration background,At least once per month,0.21327,636,2901,0.19836,0.22817
1994,46-65 y.,No migration background,Seldom,0.54380,1621,2901,0.52567,0.56193
1994,46-65 y.,No migration background,Never,0.13436,375,2901,0.12195,0.14677
1994,46-65 y.,Direct migration background,At least once per week,0.12249,122,948,0.10161,0.14337
1994,46-65 y.,Direct migration background,At least once per month,0.27135,285,948,0.24303,0.29967
1994,46-65 y.,Direct migration background,Seldom,0.46644,400,948,0.43467,0.49822
1994,46-65 y.,Direct migration background,Never,0.13429,141,948,0.11258,0.15601
1994,66 and older,No migration background,At least once per week,0.08690,114,1296,0.07156,0.10224
1994,66 and older,No migration background,At least once per month,0.15722,210,1296,0.13740,0.17705
1994,66 and older,No migration background,Seldom,0.33440,458,1296,0.30870,0.36010
1994,66 and older,No migration background,Never,0.39854,514,1296,0.37188,0.42521
1994,66 and older,Direct migration background,At least once per month,0.18148,36,148,0.11917,0.24378
1994,66 and older,Direct migration background,Seldom,0.29025,52,148,0.21688,0.36362
1994,66 and older,Direct migration background,Never,0.42801,60,148,0.34802,0.50800
1996,17-29 y.,No migration background,At least once per week,0.13040,285,2161,0.11620,0.14461
1996,17-29 y.,No migration background,At least once per month,0.38916,824,2161,0.36860,0.40972
1996,17-29 y.,No migration background,Seldom,0.43167,960,2161,0.41078,0.45256
1996,17-29 y.,No migration background,Never,0.04640,92,2161,0.03753,0.05527
1996,17-29 y.,Direct migration background,At least once per week,0.17302,94,534,0.14090,0.20513
1996,17-29 y.,Direct migration background,At least once per month,0.34931,190,534,0.30883,0.38978
1996,17-29 y.,Direct migration background,Seldom,0.38782,202,534,0.34645,0.42919
1996,17-29 y.,Direct migration background,Never,0.08945,48,534,0.06523,0.11368
1996,17-29 y.,Indirect migration background,At least once per week,0.11546,56,458,0.08616,0.14476
1996,17-29 y.,Indirect migration background,At least once per month,0.33179,163,458,0.28862,0.37496
1996,17-29 y.,Indirect migration background,Seldom,0.46843,195,458,0.42267,0.51418
1996,17-29 y.,Indirect migration background,Never,0.07512,44,458,0.05095,0.09928
1996,30-45 y.,No migration background,At least once per week,0.09104,333,3507,0.08152,0.10056
1996,30-45 y.,No migration background,At least once per month,0.34875,1224,3507,0.33298,0.36453
1996,30-45 y.,No migration background,Seldom,0.50283,1772,3507,0.48628,0.51938
1996,30-45 y.,No migration background,Never,0.05352,178,3507,0.04607,0.06097
1996,30-45 y.,Direct migration background,At least once per week,0.15451,127,853,0.13024,0.17878
1996,30-45 y.,Direct migration background,At least once per month,0.34099,304,853,0.30916,0.37282
1996,30-45 y.,Direct migration background,Seldom,0.42328,347,853,0.39011,0.45646
1996,30-45 y.,Direct migration background,Never,0.07013,75,853,0.05298,0.08727
1996,30-45 y.,Indirect migration background,Seldom,0.50650,32,32,0.33050,0.68249
1996,46-65 y.,No migration background,At least once per week,0.12788,345,2896,0.11571,0.14005
1996,46-65 y.,No migration background,At least once per month,0.25430,788,2896,0.23844,0.27016
1996,46-65 y.,No migration background,Seldom,0.50905,1510,2896,0.49084,0.52726
1996,46-65 y.,No migration background,Never,0.10165,253,2896,0.09064,0.11266
1996,46-65 y.,Direct migration background,At least once per week,0.15616,157,975,0.13336,0.17896
1996,46-65 y.,Direct migration background,At least once per month,0.28988,315,975,0.26138,0.31837
1996,46-65 y.,Direct migration background,Seldom,0.40982,360,975,0.37893,0.44071
1996,46-65 y.,Direct migration background,Never,0.13433,143,975,0.11291,0.15574
1996,66 and older,No migration background,At least once per week,0.10181,145,1304,0.08539,0.11823
1996,66 and older,No migration background,At least once per month,0.18622,259,1304,0.16508,0.20736
1996,66 and older,No migration background,Seldom,0.36881,492,1304,0.34261,0.39500
1996,66 and older,No migration background,Never,0.33207,408,1304,0.30650,0.35764
1996,66 and older,Direct migration background,At least once per week,0.16002,36,226,0.11211,0.20792
1996,66 and older,Direct migration background,At least once per month,0.20537,57,226,0.15259,0.25816
1996,66 and older,Direct migration background,Seldom,0.28005,69,226,0.22137,0.33872
1996,66 and older,Direct migration background,Never,0.35252,64,226,0.29009,0.41494
1997,17-29 y.,No migration background,At least once per week,0.13472,271,2066,0.11999,0.14945
1997,17-29 y.,No migration background,At least once per month,0.37354,775,2066,0.35267,0.39440
1997,17-29 y.,No migration background,Seldom,0.43296,912,2066,0.41159,0.45433
1997,17-29 y.,No migration background,Never,0.05153,108,2066,0.04200,0.06107
1997,17-29 y.,Direct migration background,At least once per week,0.14823,77,475,0.11624,0.18022
1997,17-29 y.,Direct migration background,At least once per month,0.36190,161,475,0.31864,0.40516
1997,17-29 y.,Direct migration background,Seldom,0.39309,188,475,0.34912,0.43706
1997,17-29 y.,Direct migration background,Never,0.08732,49,475,0.06190,0.11273
1997,17-29 y.,Indirect migration background,At least once per week,0.17703,83,471,0.14252,0.21154
1997,17-29 y.,Indirect migration background,At least once per month,0.30320,148,471,0.26164,0.34475
1997,17-29 y.,Indirect migration background,Seldom,0.42352,203,471,0.37885,0.46820
1997,17-29 y.,Indirect migration background,Never,0.09067,37,471,0.06471,0.11663
1997,30-45 y.,No migration background,At least once per week,0.08350,285,3462,0.07429,0.09272
1997,30-45 y.,No migration background,At least once per month,0.34540,1159,3462,0.32956,0.36124
1997,30-45 y.,No migration background,Seldom,0.49609,1794,3462,0.47944,0.51275
1997,30-45 y.,No migration background,Never,0.07105,224,3462,0.06249,0.07961
1997,30-45 y.,Direct migration background,At least once per week,0.13552,126,817,0.11204,0.15901
1997,30-45 y.,Direct migration background,At least once per month,0.32597,276,817,0.29381,0.35813
1997,30-45 y.,Direct migration background,Seldom,0.43447,334,817,0.40046,0.46848
1997,30-45 y.,Direct migration background,Never,0.09629,81,817,0.07605,0.11653
1997,30-45 y.,Indirect migration background,Seldom,0.57024,33,33,0.39872,0.74177
1997,46-65 y.,No migration background,At least once per week,0.10841,309,2874,0.09704,0.11978
1997,46-65 y.,No migration background,At least once per month,0.25035,757,2874,0.23451,0.26619
1997,46-65 y.,No migration background,Seldom,0.51079,1517,2874,0.49251,0.52907
1997,46-65 y.,No migration background,Never,0.12021,291,2874,0.10832,0.13210
1997,46-65 y.,Direct migration background,At least once per week,0.13308,140,935,0.11129,0.15486
1997,46-65 y.,Direct migration background,At least once per month,0.28538,271,935,0.25642,0.31434
1997,46-65 y.,Direct migration background,Seldom,0.44653,380,935,0.41465,0.47841
1997,46-65 y.,Direct migration background,Never,0.12773,144,935,0.10632,0.14914
1997,66 and older,No migration background,At least once per week,0.12572,173,1309,0.10776,0.14369
1997,66 and older,No migration background,At least once per month,0.13974,217,1309,0.12095,0.15853
1997,66 and older,No migration background,Seldom,0.36348,501,1309,0.33741,0.38955
1997,66 and older,No migration background,Never,0.33296,418,1309,0.30742,0.35850
1997,66 and older,Direct migration background,At least once per week,0.11923,35,230,0.07726,0.16121
1997,66 and older,Direct migration background,At least once per month,0.19954,52,230,0.14778,0.25131
1997,66 and older,Direct migration background,Seldom,0.29401,71,230,0.23500,0.35301
1997,66 and older,Direct migration background,Never,0.37265,72,230,0.31003,0.43528
1999,17-29 y.,No migration background,At least once per week,0.14517,287,2118,0.13017,0.16018
1999,17-29 y.,No migration background,At least once per month,0.36736,787,2118,0.34682,0.38789
1999,17-29 y.,No migration background,Seldom,0.43255,936,2118,0.41144,0.45365
1999,17-29 y.,No migration background,Never,0.05024,108,2118,0.04094,0.05955
1999,17-29 y.,Direct migration background,At least once per week,0.14033,59,368,0.10479,0.17586
1999,17-29 y.,Direct migration background,At least once per month,0.30461,120,368,0.25753,0.35170
1999,17-29 y.,Direct migration background,Seldom,0.48604,157,368,0.43490,0.53717
1999,17-29 y.,Direct migration background,Never,0.06902,32,368,0.04309,0.09496
1999,17-29 y.,Indirect migration background,At least once per week,0.17328,71,477,0.13928,0.20728
1999,17-29 y.,Indirect migration background,At least once per month,0.29212,143,477,0.25126,0.33297
1999,17-29 y.,Indirect migration background,Seldom,0.40682,204,477,0.36269,0.45095
1999,17-29 y.,Indirect migration background,Never,0.11896,59,477,0.08988,0.14805
1999,30-45 y.,No migration background,At least once per week,0.08169,305,3860,0.07305,0.09033
1999,30-45 y.,No migration background,At least once per month,0.32256,1280,3860,0.30781,0.33730
1999,30-45 y.,No migration background,Seldom,0.54161,2082,3860,0.52589,0.55733
1999,30-45 y.,No migration background,Never,0.05022,193,3860,0.04333,0.05711
1999,30-45 y.,Direct migration background,At least once per week,0.12145,97,736,0.09784,0.14507
1999,30-45 y.,Direct migration background,At least once per month,0.30770,231,736,0.27433,0.34107
1999,30-45 y.,Direct migration background,Seldom,0.45476,330,736,0.41876,0.49076
1999,30-45 y.,Direct migration background,Never,0.10812,78,736,0.08567,0.13057
1999,30-45 y.,Indirect migration background,At least once per month,0.48141,47,47,0.33702,0.62580
1999,46-65 y.,No migration background,At least once per week,0.09885,327,3310,0.08868,0.10902
1999,46-65 y.,No migration background,At least once per month,0.23654,827,3310,0.22206,0.25102
1999,46-65 y.,No migration background,Seldom,0.54572,1832,3310,0.52876,0.56269
1999,46-65 y.,No migration background,Never,0.11357,324,3310,0.10276,0.12438
1999,46-65 y.,Direct migration background,At least once per week,0.13635,121,840,0.11313,0.15957
1999,46-65 y.,Direct migration background,At least once per month,0.26649,247,840,0.23657,0.29641
1999,46-65 y.,Direct migration background,Seldom,0.44680,339,840,0.41316,0.48044
1999,46-65 y.,Direct migration background,Never,0.14305,133,840,0.11936,0.16674
1999,66 and older,No migration background,At least once per week,0.08825,142,1520,0.07399,0.10252
1999,66 and older,No migration background,At least once per month,0.13941,247,1520,0.12199,0.15682
1999,66 and older,No migration background,Seldom,0.39831,646,1520,0.37370,0.42293
1999,66 and older,No migration background,Never,0.35103,485,1520,0.32702,0.37503
1999,66 and older,Direct migration background,At least once per week,0.13018,31,245,0.08796,0.17240
1999,66 and older,Direct migration background,At least once per month,0.19187,54,245,0.14246,0.24128
1999,66 and older,Direct migration background,Seldom,0.28044,71,245,0.22408,0.33681
1999,66 and older,Direct migration background,Never,0.38331,89,245,0.32231,0.44432
2001,17-29 y.,No migration background,At least once per week,0.15619,467,3043,0.14329,0.16909
2001,17-29 y.,No migration background,At least once per month,0.38103,1191,3043,0.36377,0.39829
2001,17-29 y.,No migration background,Seldom,0.39677,1207,3043,0.37939,0.41416
2001,17-29 y.,No migration background,Never,0.05995,178,3043,0.05152,0.06839
2001,17-29 y.,Direct migration background,At least once per week,0.16768,85,494,0.13470,0.20066
2001,17-29 y.,Direct migration background,At least once per month,0.38024,183,494,0.33739,0.42310
2001,17-29 y.,Direct migration background,Seldom,0.34667,176,494,0.30466,0.38868
2001,17-29 y.,Direct migration background,Never,0.09915,50,494,0.07277,0.12553
2001,17-29 y.,Indirect migration background,At least once per week,0.18246,99,546,0.15004,0.21489
2001,17-29 y.,Indirect migration background,At least once per month,0.35850,189,546,0.31824,0.39877
2001,17-29 y.,Indirect migration background,Seldom,0.37181,213,546,0.33123,0.41238
2001,17-29 y.,Indirect migration background,Never,0.08626,45,546,0.06269,0.10983
2001,30-45 y.,No migration background,At least once per week,0.11660,671,6086,0.10853,0.12466
2001,30-45 y.,No migration background,At least once per month,0.34322,2112,6086,0.33129,0.35515
2001,30-45 y.,No migration background,Seldom,0.46539,2886,6086,0.45286,0.47792
2001,30-45 y.,No migration background,Never,0.06845,417,6086,0.06211,0.07480
2001,30-45 y.,Direct migration background,At least once per week,0.13480,154,1032,0.11396,0.15565
2001,30-45 y.,Direct migration background,At least once per month,0.30596,346,1032,0.27783,0.33409
2001,30-45 y.,Direct migration background,Seldom,0.44348,434,1032,0.41315,0.47380
2001,30-45 y.,Direct migration background,Never,0.09879,98,1032,0.08057,0.11700
2001,30-45 y.,Indirect migration background,At least once per month,0.30948,56,131,0.23001,0.38895
2001,30-45 y.,Indirect migration background,Seldom,0.40877,75,131,0.32426,0.49328
2001,46-65 y.,No migration background,At least once per week,0.10388,627,5965,0.09614,0.11162
2001,46-65 y.,No migration background,At least once per month,0.28067,1722,5965,0.26927,0.29208
2001,46-65 y.,No migration background,Seldom,0.49365,2993,5965,0.48096,0.50634
2001,46-65 y.,No migration background,Never,0.11018,623,5965,0.10223,0.11812
2001,46-65 y.,Direct migration background,At least once per week,0.13658,157,1036,0.11566,0.15750
2001,46-65 y.,Direct migration background,At least once per month,0.27211,292,1036,0.24500,0.29922
2001,46-65 y.,Direct migration background,Seldom,0.43002,426,1036,0.39986,0.46018
2001,46-65 y.,Direct migration background,Never,0.14899,161,1036,0.12730,0.17069
2001,66 and older,No migration background,At least once per week,0.11676,378,3010,0.10529,0.12824
2001,66 and older,No migration background,At least once per month,0.17294,552,3010,0.15943,0.18645
2001,66 and older,No migration background,Seldom,0.33790,1082,3010,0.32100,0.35480
2001,66 and older,No migration background,Never,0.35619,998,3010,0.33908,0.37330
2001,66 and older,Direct migration background,At least once per week,0.11893,41,332,0.08406,0.15380
2001,66 and older,Direct migration background,At least once per month,0.14078,57,332,0.10331,0.17824
2001,66 and older,Direct migration background,Seldom,0.37869,123,332,0.32643,0.43094
2001,66 and older,Direct migration background,Never,0.35319,111,332,0.30170,0.40468
2005,17-29 y.,No migration background,At least once per week,0.15743,452,2977,0.14435,0.17052
2005,17-29 y.,No migration background,At least once per month,0.41713,1219,2977,0.39941,0.43484
2005,17-29 y.,No migration background,Seldom,0.38311,1189,2977,0.36565,0.40058
2005,17-29 y.,No migration background,Never,0.03762,117,2977,0.03078,0.04446
2005,17-29 y.,Direct migration background,At least once per week,0.14730,52,293,0.10665,0.18796
2005,17-29 y.,Direct migration background,At least once per month,0.39521,118,293,0.33913,0.45128
2005,17-29 y.,Direct migration background,Seldom,0.36122,123,293,0.30613,0.41632
2005,17-29 y.,Indirect migration background,At least once per week,0.15562,90,516,0.12431,0.18693
2005,17-29 y.,Indirect migration background,At least once per month,0.37575,184,516,0.33392,0.41758
2005,17-29 y.,Indirect migration background,Seldom,0.38375,201,516,0.34175,0.42575
2005,17-29 y.,Indirect migration background,Never,0.07908,41,516,0.05577,0.10239
2005,30-45 y.,No migration background,At least once per week,0.10908,517,5031,0.10046,0.11769
2005,30-45 y.,No migration background,At least once per month,0.36678,1849,5031,0.35346,0.38010
2005,30-45 y.,No migration background,Seldom,0.47373,2435,5031,0.45993,0.48753
2005,30-45 y.,No migration background,Never,0.04596,230,5031,0.04018,0.05175
2005,30-45 y.,Direct migration background,At least once per week,0.12161,96,795,0.09888,0.14434
2005,30-45 y.,Direct migration background,At least once per month,0.32884,283,795,0.29617,0.36152
