year,bula_h,quintil_oecd_hh,hgeqpsol,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Baden-Wuerttemberg,4th Quintile,No,0.90266,265,265,0.86690,0.93841
2008,Baden-Wuerttemberg,5th Quintile,Yes,0.08475,45,393,0.05718,0.11232
2008,Baden-Wuerttemberg,5th Quintile,No,0.90224,348,393,0.87284,0.93164
2008,Bavaria,1st Quintile,No,0.93354,190,190,0.89803,0.96905
2008,Bavaria,2nd Quintile,No,0.90452,224,224,0.86594,0.94309
2008,Bavaria,3rd Quintile,Yes,0.08664,37,313,0.05542,0.11785
2008,Bavaria,3rd Quintile,No,0.89713,276,313,0.86342,0.93084
2008,Bavaria,4th Quintile,Yes,0.08242,37,319,0.05220,0.11265
2008,Bavaria,4th Quintile,No,0.91499,282,319,0.88433,0.94564
2008,Bavaria,5th Quintile,Yes,0.11474,69,446,0.08513,0.14435
2008,Bavaria,5th Quintile,No,0.86768,377,446,0.83620,0.89916
2008,Berlin,1st Quintile,No,0.98645,99,99,0.96357,1.00934
2008,Berlin,2nd Quintile,No,0.98031,69,69,0.94730,1.01333
2008,Berlin,3rd Quintile,No,0.97944,93,93,0.95044,1.00844
2008,Berlin,4th Quintile,No,0.88558,67,67,0.80878,0.96238
2008,Berlin,5th Quintile,No,0.98736,109,109,0.96630,1.00843
2008,Brandenburg,1st Quintile,No,0.98256,104,104,0.95728,1.00784
2008,Brandenburg,2nd Quintile,No,0.99681,111,111,0.98626,1.00735
2008,Brandenburg,3rd Quintile,No,0.96140,98,98,0.92306,0.99974
2008,Brandenburg,4th Quintile,No,0.95450,73,73,0.90637,1.00264
2008,Brandenburg,5th Quintile,No,0.95784,64,64,0.90821,1.00746
2008,Mecklenburg-Western Pomerania,1st Quintile,No,0.93838,67,67,0.88036,0.99639
2008,Mecklenburg-Western Pomerania,2nd Quintile,No,0.98235,69,69,0.95104,1.01365
2008,Mecklenburg-Western Pomerania,3rd Quintile,No,0.93880,54,54,0.87426,1.00333
2008,Mecklenburg-Western Pomerania,4th Quintile,No,0.95738,35,35,0.88949,1.02528
2008,Mecklenburg-Western Pomerania,5th Quintile,No,0.95242,41,41,0.88644,1.01839
2008,Saxony,1st Quintile,No,0.99010,158,158,0.97461,1.00559
2008,Saxony,2nd Quintile,No,0.94166,194,194,0.90859,0.97473
2008,Saxony,3rd Quintile,No,0.91970,184,184,0.88033,0.95908
2008,Saxony,4th Quintile,No,0.95029,131,131,0.91293,0.98765
2008,Saxony,5th Quintile,No,0.94533,86,86,0.89701,0.99366
2008,Saxony-Anhalt,1st Quintile,No,0.99246,92,92,0.97468,1.01023
2008,Saxony-Anhalt,2nd Quintile,No,0.97341,91,91,0.94017,1.00665
2008,Saxony-Anhalt,3rd Quintile,No,0.94722,122,122,0.90738,0.98706
2008,Saxony-Anhalt,4th Quintile,No,0.93231,63,63,0.86978,0.99484
2008,Saxony-Anhalt,5th Quintile,No,0.99332,56,56,0.97180,1.01485
2008,Thuringa,1st Quintile,No,0.94877,111,111,0.90758,0.98997
2008,Thuringa,2nd Quintile,No,0.93402,92,92,0.88301,0.98502
2008,Thuringa,3rd Quintile,No,0.98898,133,133,0.97118,1.00679
2008,Thuringa,4th Quintile,No,0.98968,77,77,0.96695,1.01240
2008,Thuringa,5th Quintile,No,0.95140,45,45,0.88786,1.01494
2009,Schleswig-Holstein,1st Quintile,No,0.98950,57,57,0.96279,1.01620
2009,Schleswig-Holstein,2nd Quintile,No,0.97902,43,43,0.93568,1.02236
2009,Schleswig-Holstein,3rd Quintile,No,0.94007,66,66,0.88237,0.99777
2009,Schleswig-Holstein,4th Quintile,No,0.98017,58,58,0.94398,1.01636
2009,Schleswig-Holstein,5th Quintile,No,0.88317,63,63,0.80322,0.96313
2009,Hamburg,5th Quintile,No,0.99071,54,54,0.96489,1.01654
2009,Lower Saxony,1st Quintile,No,0.98065,149,149,0.95845,1.00284
2009,Lower Saxony,2nd Quintile,No,0.96437,149,149,0.93450,0.99423
2009,Lower Saxony,3rd Quintile,No,0.92907,152,152,0.88813,0.97002
2009,Lower Saxony,4th Quintile,No,0.96828,198,198,0.94380,0.99275
2009,Lower Saxony,5th Quintile,No,0.92423,212,212,0.88852,0.95993
2009,North Rhine-Westphalia,1st Quintile,No,0.97861,359,359,0.96362,0.99359
2009,North Rhine-Westphalia,2nd Quintile,No,0.98855,347,347,0.97733,0.99976
2009,North Rhine-Westphalia,3rd Quintile,No,0.95370,325,325,0.93081,0.97658
2009,North Rhine-Westphalia,4th Quintile,No,0.95895,388,388,0.93919,0.97872
2009,North Rhine-Westphalia,5th Quintile,Yes,0.06201,37,551,0.04185,0.08216
2009,North Rhine-Westphalia,5th Quintile,No,0.92955,514,551,0.90816,0.95093
2009,Hesse,1st Quintile,No,0.94006,99,99,0.89307,0.98706
2009,Hesse,2nd Quintile,No,0.93478,88,88,0.88290,0.98667
2009,Hesse,3rd Quintile,No,0.92558,118,118,0.87802,0.97314
2009,Hesse,4th Quintile,No,0.89621,129,129,0.84337,0.94904
2009,Hesse,5th Quintile,No,0.94403,206,206,0.91256,0.97550
2009,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.91324,99,99,0.85751,0.96897
2009,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.94395,103,103,0.89931,0.98859
2009,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.91205,119,119,0.86095,0.96315
2009,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.89558,124,124,0.84154,0.94963
2009,Baden-Wuerttemberg,1st Quintile,No,0.97422,143,143,0.94815,1.00029
2009,Baden-Wuerttemberg,2nd Quintile,No,0.93137,163,163,0.89243,0.97030
2009,Baden-Wuerttemberg,3rd Quintile,No,0.90319,186,186,0.86058,0.94580
2009,Baden-Wuerttemberg,4th Quintile,Yes,0.12938,32,268,0.08912,0.16963
2009,Baden-Wuerttemberg,4th Quintile,No,0.87062,236,268,0.83037,0.91088
2009,Baden-Wuerttemberg,5th Quintile,Yes,0.07566,47,353,0.04804,0.10329
2009,Baden-Wuerttemberg,5th Quintile,No,0.91401,306,353,0.88472,0.94330
2009,Bavaria,1st Quintile,No,0.96375,188,188,0.93696,0.99054
2009,Bavaria,2nd Quintile,No,0.91084,229,229,0.87385,0.94783
2009,Bavaria,3rd Quintile,No,0.93233,224,224,0.89936,0.96530
2009,Bavaria,4th Quintile,Yes,0.11160,43,319,0.07700,0.14621
2009,Bavaria,4th Quintile,No,0.88840,276,319,0.85379,0.92300
2009,Bavaria,5th Quintile,Yes,0.14204,84,431,0.10905,0.17504
2009,Bavaria,5th Quintile,No,0.84862,347,431,0.81474,0.88250
2009,Berlin,1st Quintile,No,0.99310,92,92,0.97608,1.01011
2009,Berlin,2nd Quintile,No,0.97697,86,86,0.94509,1.00886
2009,Berlin,3rd Quintile,No,0.97744,83,83,0.94529,1.00958
2009,Berlin,5th Quintile,No,0.97670,99,99,0.94684,1.00657
2009,Brandenburg,1st Quintile,No,0.96565,101,101,0.92996,1.00135
2009,Brandenburg,2nd Quintile,No,0.96306,91,91,0.92409,1.00203
2009,Brandenburg,3rd Quintile,No,0.96275,108,108,0.92687,0.99863
2009,Brandenburg,4th Quintile,No,0.96789,71,71,0.92659,1.00919
2009,Brandenburg,5th Quintile,No,0.82126,53,53,0.71712,0.92540
2009,Mecklenburg-Western Pomerania,2nd Quintile,No,0.98360,66,66,0.95272,1.01448
2009,Mecklenburg-Western Pomerania,3rd Quintile,No,0.96016,47,47,0.90364,1.01668
2009,Mecklenburg-Western Pomerania,4th Quintile,No,0.95384,43,43,0.89037,1.01730
2009,Mecklenburg-Western Pomerania,5th Quintile,No,0.89039,36,36,0.78689,0.99389
2009,Saxony,1st Quintile,No,0.96179,155,155,0.93151,0.99207
2009,Saxony,2nd Quintile,No,0.93837,191,191,0.90418,0.97257
2009,Saxony,3rd Quintile,No,0.95479,166,166,0.92309,0.98649
2009,Saxony,4th Quintile,No,0.94807,122,122,0.90854,0.98761
2009,Saxony,5th Quintile,No,0.94312,83,83,0.89299,0.99325
2009,Saxony-Anhalt,2nd Quintile,No,0.94026,90,90,0.89103,0.98950
2009,Saxony-Anhalt,3rd Quintile,No,0.94258,99,99,0.89652,0.98864
2009,Saxony-Anhalt,4th Quintile,No,0.94313,74,74,0.89000,0.99626
2009,Saxony-Anhalt,5th Quintile,No,0.95450,52,52,0.89730,1.01170
2009,Thuringa,1st Quintile,No,0.99784,107,107,0.98901,1.00668
2009,Thuringa,2nd Quintile,No,0.98625,116,116,0.96497,1.00753
2009,Thuringa,3rd Quintile,No,0.98990,109,109,0.97104,1.00876
2009,Thuringa,4th Quintile,No,0.87094,61,61,0.78610,0.95577
2009,Thuringa,5th Quintile,No,0.91034,43,43,0.82394,0.99674
2010,Schleswig-Holstein,2nd Quintile,No,0.99200,99,99,0.97436,1.00964
2010,Schleswig-Holstein,3rd Quintile,No,0.95798,69,69,0.91029,1.00567
2010,Schleswig-Holstein,4th Quintile,No,0.92666,83,83,0.87023,0.98308
2010,Schleswig-Holstein,5th Quintile,No,0.94376,69,69,0.88900,0.99852
2010,Hamburg,1st Quintile,No,0.93070,59,59,0.86534,0.99606
2010,Hamburg,3rd Quintile,No,0.99839,46,46,0.98669,1.01010
2010,Hamburg,4th Quintile,No,0.97359,40,40,0.92326,1.02392
2010,Hamburg,5th Quintile,No,0.95816,55,55,0.90475,1.01156
2010,Lower Saxony,1st Quintile,No,0.97965,278,278,0.96303,0.99628
2010,Lower Saxony,2nd Quintile,No,0.97970,238,238,0.96175,0.99765
2010,Lower Saxony,3rd Quintile,No,0.96286,214,214,0.93746,0.98825
2010,Lower Saxony,4th Quintile,No,0.91405,216,216,0.87658,0.95152
2010,Lower Saxony,5th Quintile,No,0.91342,217,217,0.87592,0.95093
2010,North Rhine-Westphalia,1st Quintile,No,0.97962,676,676,0.96896,0.99028
2010,North Rhine-Westphalia,2nd Quintile,No,0.96887,502,502,0.95366,0.98407
2010,North Rhine-Westphalia,3rd Quintile,No,0.95632,431,431,0.93700,0.97564
2010,North Rhine-Westphalia,4th Quintile,Yes,0.03180,32,519,0.01669,0.04691
2010,North Rhine-Westphalia,4th Quintile,No,0.96105,487,519,0.94439,0.97771
2010,North Rhine-Westphalia,5th Quintile,Yes,0.05523,54,616,0.03718,0.07328
2010,North Rhine-Westphalia,5th Quintile,No,0.93591,562,616,0.91655,0.95527
2010,Hesse,1st Quintile,No,0.91284,183,183,0.87186,0.95382
2010,Hesse,2nd Quintile,No,0.92581,167,167,0.88594,0.96568
2010,Hesse,3rd Quintile,No,0.90568,138,138,0.85674,0.95462
2010,Hesse,4th Quintile,No,0.92625,166,166,0.88637,0.96613
2010,Hesse,5th Quintile,No,0.93351,240,240,0.90192,0.96510
2010,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.97452,153,153,0.94946,0.99957
2010,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.98625,158,158,0.96804,1.00447
2010,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.90887,151,151,0.86281,0.95493
2010,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.94829,133,133,0.91051,0.98607
2010,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.85842,126,126,0.79731,0.91954
2010,Baden-Wuerttemberg,1st Quintile,No,0.97164,275,275,0.95198,0.99129
2010,Baden-Wuerttemberg,2nd Quintile,No,0.95685,266,266,0.93239,0.98132
2010,Baden-Wuerttemberg,3rd Quintile,Yes,0.08421,31,316,0.05354,0.11487
2010,Baden-Wuerttemberg,3rd Quintile,No,0.90807,285,316,0.87616,0.93998
2010,Baden-Wuerttemberg,4th Quintile,Yes,0.15456,53,313,0.11444,0.19467
2010,Baden-Wuerttemberg,4th Quintile,No,0.84544,260,313,0.80533,0.88556
2010,Baden-Wuerttemberg,5th Quintile,Yes,0.11205,69,421,0.08188,0.14221
2010,Baden-Wuerttemberg,5th Quintile,No,0.87381,352,421,0.84205,0.90557
2010,Bavaria,1st Quintile,No,0.94890,335,335,0.92528,0.97251
2010,Bavaria,2nd Quintile,Yes,0.08060,54,433,0.05493,0.10627
2010,Bavaria,2nd Quintile,No,0.90458,379,433,0.87688,0.93229
2010,Bavaria,3rd Quintile,Yes,0.10370,63,385,0.07320,0.13419
2010,Bavaria,3rd Quintile,No,0.89322,322,385,0.86234,0.92411
2010,Bavaria,4th Quintile,Yes,0.12901,72,377,0.09513,0.16289
2010,Bavaria,4th Quintile,No,0.84596,305,377,0.80947,0.88245
2010,Bavaria,5th Quintile,Yes,0.13247,100,468,0.10172,0.16321
2010,Bavaria,5th Quintile,No,0.85626,368,468,0.82444,0.88808
2010,Berlin,2nd Quintile,No,0.98914,110,110,0.96969,1.00860
2010,Berlin,3rd Quintile,No,0.96771,103,103,0.93340,1.00201
2010,Berlin,4th Quintile,No,0.97468,103,103,0.94419,1.00517
2010,Berlin,5th Quintile,No,0.97197,101,101,0.93962,1.00432
2010,Brandenburg,1st Quintile,No,0.97355,145,145,0.94734,0.99976
2010,Brandenburg,2nd Quintile,No,0.95537,150,150,0.92222,0.98853
2010,Brandenburg,3rd Quintile,No,0.98174,112,112,0.95684,1.00665
2010,Brandenburg,4th Quintile,No,0.95622,74,74,0.90928,1.00316
2010,Brandenburg,5th Quintile,No,0.81576,49,49,0.70609,0.92544
2010,Mecklenburg-Western Pomerania,1st Quintile,No,0.99233,108,108,0.97579,1.00886
2010,Mecklenburg-Western Pomerania,2nd Quintile,No,0.99788,83,83,0.98791,1.00784
2010,Mecklenburg-Western Pomerania,3rd Quintile,No,0.90979,72,72,0.84316,0.97643
2010,Mecklenburg-Western Pomerania,4th Quintile,No,0.90321,36,36,0.80525,1.00117
2010,Mecklenburg-Western Pomerania,5th Quintile,No,0.84907,41,41,0.73813,0.96001
2010,Saxony,1st Quintile,No,0.98124,242,242,0.96411,0.99837
2010,Saxony,2nd Quintile,No,0.93108,257,257,0.90005,0.96211
2010,Saxony,3rd Quintile,No,0.97232,186,186,0.94868,0.99596
2010,Saxony,4th Quintile,No,0.95643,130,130,0.92121,0.99166
2010,Saxony,5th Quintile,No,0.90690,75,75,0.84069,0.97310
2010,Saxony-Anhalt,2nd Quintile,No,0.94246,139,139,0.90360,0.98131
2010,Saxony-Anhalt,3rd Quintile,No,0.92792,92,92,0.87478,0.98105
2010,Saxony-Anhalt,4th Quintile,No,0.89630,75,75,0.82684,0.96577
2010,Saxony-Anhalt,5th Quintile,No,0.96843,47,47,0.91791,1.01896
2010,Thuringa,1st Quintile,No,0.97726,131,131,0.95163,1.00289
2010,Thuringa,2nd Quintile,No,0.98410,146,146,0.96374,1.00446
2010,Thuringa,3rd Quintile,No,0.91009,113,113,0.85711,0.96306
2010,Thuringa,4th Quintile,No,0.94062,84,84,0.88977,0.99146
2010,Thuringa,5th Quintile,No,0.87631,38,38,0.77023,0.98240
2011,Schleswig-Holstein,1st Quintile,No,0.97435,151,151,0.94905,0.99965
2011,Schleswig-Holstein,2nd Quintile,No,0.97373,129,129,0.94602,1.00144
2011,Schleswig-Holstein,3rd Quintile,No,0.98100,102,102,0.95438,1.00763
2011,Schleswig-Holstein,4th Quintile,No,0.95979,102,102,0.92147,0.99810
2011,Schleswig-Holstein,5th Quintile,No,0.88659,86,86,0.81917,0.95400
2011,Hamburg,2nd Quintile,No,0.95623,56,56,0.90217,1.01030
2011,Hamburg,4th Quintile,No,0.99909,39,39,0.98952,1.00867
2011,Hamburg,5th Quintile,No,0.97926,66,66,0.94461,1.01391
2011,Lower Saxony,1st Quintile,No,0.96827,306,306,0.94860,0.98794
2011,Lower Saxony,2nd Quintile,No,0.96376,269,269,0.94138,0.98613
2011,Lower Saxony,3rd Quintile,No,0.94398,277,277,0.91685,0.97111
2011,Lower Saxony,4th Quintile,Yes,0.07081,35,298,0.04163,0.09998
2011,Lower Saxony,4th Quintile,No,0.92919,263,298,0.90002,0.95837
2011,Lower Saxony,5th Quintile,Yes,0.10073,36,310,0.06717,0.13429
2011,Lower Saxony,5th Quintile,No,0.89927,274,310,0.86571,0.93283
2011,Bremen,1st Quintile,No,0.95157,39,39,0.88332,1.01983
2011,North Rhine-Westphalia,1st Quintile,No,0.98642,746,746,0.97811,0.99473
2011,North Rhine-Westphalia,2nd Quintile,No,0.95655,586,586,0.94003,0.97307
2011,North Rhine-Westphalia,3rd Quintile,Yes,0.04114,36,585,0.02503,0.05725
2011,North Rhine-Westphalia,3rd Quintile,No,0.95649,549,585,0.93994,0.97303
2011,North Rhine-Westphalia,4th Quintile,Yes,0.06737,53,619,0.04761,0.08713
2011,North Rhine-Westphalia,4th Quintile,No,0.93164,566,619,0.91174,0.95153
2011,North Rhine-Westphalia,5th Quintile,Yes,0.05197,56,706,0.03558,0.06835
2011,North Rhine-Westphalia,5th Quintile,No,0.94737,650,706,0.93089,0.96386
2011,Hesse,1st Quintile,No,0.97166,203,203,0.94878,0.99455
2011,Hesse,2nd Quintile,No,0.92814,190,190,0.89132,0.96496
2011,Hesse,3rd Quintile,No,0.93959,200,200,0.90649,0.97269
2011,Hesse,4th Quintile,No,0.90210,206,206,0.86142,0.94278
2011,Hesse,5th Quintile,Yes,0.08312,34,299,0.05177,0.11446
2011,Hesse,5th Quintile,No,0.91357,265,299,0.88166,0.94547
2011,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.98021,198,198,0.96076,0.99966
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.93498,194,194,0.90020,0.96977
2011,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.91695,173,173,0.87571,0.95819
2011,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.88402,156,156,0.83361,0.93443
2011,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.91744,150,150,0.87325,0.96163
2011,Baden-Wuerttemberg,1st Quintile,No,0.98319,310,310,0.96885,0.99752
2011,Baden-Wuerttemberg,2nd Quintile,Yes,0.07921,39,356,0.05112,0.10730
2011,Baden-Wuerttemberg,2nd Quintile,No,0.90907,317,356,0.87916,0.93898
2011,Baden-Wuerttemberg,3rd Quintile,Yes,0.10134,53,391,0.07139,0.13129
2011,Baden-Wuerttemberg,3rd Quintile,No,0.89866,338,391,0.86871,0.92861
2011,Baden-Wuerttemberg,4th Quintile,Yes,0.17527,91,442,0.13979,0.21076
2011,Baden-Wuerttemberg,4th Quintile,No,0.82473,351,442,0.78924,0.86021
2011,Baden-Wuerttemberg,5th Quintile,Yes,0.14943,90,491,0.11786,0.18099
2011,Baden-Wuerttemberg,5th Quintile,No,0.84861,401,491,0.81687,0.88035
2011,Bavaria,1st Quintile,Yes,0.06056,36,440,0.03825,0.08288
2011,Bavaria,1st Quintile,No,0.92993,404,440,0.90605,0.95381
2011,Bavaria,2nd Quintile,Yes,0.09575,74,507,0.07011,0.12139
2011,Bavaria,2nd Quintile,No,0.90425,433,507,0.87861,0.92989
2011,Bavaria,3rd Quintile,Yes,0.12996,97,511,0.10078,0.15914
2011,Bavaria,3rd Quintile,No,0.86143,414,511,0.83144,0.89141
2011,Bavaria,4th Quintile,Yes,0.10799,92,512,0.08108,0.13490
2011,Bavaria,4th Quintile,No,0.89131,420,512,0.86432,0.91830
2011,Bavaria,5th Quintile,Yes,0.16255,136,598,0.13295,0.19214
2011,Bavaria,5th Quintile,No,0.82791,462,598,0.79763,0.85819
2011,Berlin,1st Quintile,No,0.99263,181,181,0.98013,1.00513
