year,bula_h,regtyp,hgeqpsol,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Baden-Wuerttemberg,Rural regions,Yes,0.23544,48,173,0.17203,0.29884
2016,Baden-Wuerttemberg,Rural regions,No,0.75290,125,173,0.68844,0.81736
2016,Bavaria,Urban regions,Yes,0.10054,146,1099,0.08275,0.11833
2016,Bavaria,Urban regions,No,0.89712,953,1099,0.87914,0.91509
2016,Bavaria,Rural regions,Yes,0.17025,234,1199,0.14897,0.19154
2016,Bavaria,Rural regions,No,0.82064,965,1199,0.79891,0.84236
2016,Berlin,Urban regions,No,0.98103,599,599,0.97010,0.99196
2016,Brandenburg,Urban regions,No,0.99272,44,44,0.96731,1.01813
2016,Brandenburg,Rural regions,Yes,0.10064,53,516,0.07466,0.12662
2016,Brandenburg,Rural regions,No,0.88229,463,516,0.85445,0.91012
2016,Mecklenburg-Western Pomerania,Urban regions,No,0.96869,43,43,0.91601,1.02136
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.90312,258,258,0.86695,0.93928
2016,Saxony,Urban regions,No,0.92840,439,439,0.90425,0.95254
2016,Saxony,Rural regions,Yes,0.13340,38,399,0.10000,0.16681
2016,Saxony,Rural regions,No,0.86290,361,399,0.82911,0.89669
2016,Saxony-Anhalt,Urban regions,No,0.95326,120,120,0.91533,0.99119
2016,Saxony-Anhalt,Rural regions,No,0.92631,361,361,0.89932,0.95330
2016,Thuringa,Urban regions,No,0.92170,170,170,0.88120,0.96220
2016,Thuringa,Rural regions,No,0.91526,334,334,0.88534,0.94517
2017,Schleswig-Holstein,Urban regions,No,0.89450,160,160,0.84675,0.94225
2017,Schleswig-Holstein,Rural regions,Yes,0.09988,42,393,0.07019,0.12956
2017,Schleswig-Holstein,Rural regions,No,0.89441,351,393,0.86399,0.92483
2017,Hamburg,Urban regions,No,0.96505,286,286,0.94373,0.98637
2017,Lower Saxony,Urban regions,Yes,0.06098,58,661,0.04273,0.07924
2017,Lower Saxony,Urban regions,No,0.93206,603,661,0.91286,0.95126
2017,Lower Saxony,Rural regions,Yes,0.09195,109,877,0.07282,0.11109
2017,Lower Saxony,Rural regions,No,0.89904,768,877,0.87909,0.91899
2017,Bremen,Urban regions,No,0.91919,122,122,0.87063,0.96776
2017,North Rhine-Westphalia,Urban regions,Yes,0.05921,238,3124,0.05093,0.06748
2017,North Rhine-Westphalia,Urban regions,No,0.93065,2886,3124,0.92174,0.93956
2017,North Rhine-Westphalia,Rural regions,No,0.87133,51,51,0.77852,0.96414
2017,Hesse,Urban regions,Yes,0.06505,73,847,0.04843,0.08166
2017,Hesse,Urban regions,No,0.92908,774,847,0.91178,0.94637
2017,Hesse,Rural regions,Yes,0.13847,39,208,0.09141,0.18552
2017,Hesse,Rural regions,No,0.85182,169,208,0.80342,0.90022
2017,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.07871,60,660,0.05815,0.09927
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.91295,600,660,0.89142,0.93447
2017,"Rhineland-Palatinate, Saarland",Rural regions,No,0.84321,190,190,0.79138,0.89505
2017,Baden-Wuerttemberg,Urban regions,Yes,0.14359,242,1541,0.12608,0.16111
2017,Baden-Wuerttemberg,Urban regions,No,0.85135,1299,1541,0.83358,0.86911
2017,Baden-Wuerttemberg,Rural regions,Yes,0.29129,52,183,0.22528,0.35730
2017,Baden-Wuerttemberg,Rural regions,No,0.70077,131,183,0.63424,0.76729
2017,Bavaria,Urban regions,Yes,0.11819,170,1198,0.09990,0.13648
2017,Bavaria,Urban regions,No,0.87952,1028,1198,0.86108,0.89797
2017,Bavaria,Rural regions,Yes,0.17498,270,1303,0.15434,0.19562
2017,Bavaria,Rural regions,No,0.81689,1033,1303,0.79589,0.83790
2017,Berlin,Urban regions,No,0.97707,643,643,0.96550,0.98865
2017,Brandenburg,Urban regions,No,0.98747,53,53,0.95724,1.01770
2017,Brandenburg,Rural regions,Yes,0.09663,55,563,0.07220,0.12106
2017,Brandenburg,Rural regions,No,0.88548,508,563,0.85915,0.91181
2017,Mecklenburg-Western Pomerania,Urban regions,No,0.97025,51,51,0.92316,1.01734
2017,Mecklenburg-Western Pomerania,Rural regions,No,0.91420,286,286,0.88168,0.94671
2017,Saxony,Urban regions,Yes,0.07054,35,530,0.04872,0.09236
2017,Saxony,Urban regions,No,0.90595,495,530,0.88108,0.93083
2017,Saxony,Rural regions,Yes,0.13102,47,454,0.09995,0.16209
2017,Saxony,Rural regions,No,0.86538,407,454,0.83395,0.89681
2017,Saxony-Anhalt,Urban regions,No,0.95475,116,116,0.91676,0.99274
2017,Saxony-Anhalt,Rural regions,Yes,0.09986,38,449,0.07209,0.12762
2017,Saxony-Anhalt,Rural regions,No,0.89500,411,449,0.86661,0.92339
2017,Thuringa,Urban regions,No,0.93041,177,177,0.89281,0.96800
2017,Thuringa,Rural regions,Yes,0.08623,32,404,0.05883,0.11364
2017,Thuringa,Rural regions,No,0.90656,372,404,0.87815,0.93498
2018,Schleswig-Holstein,Urban regions,No,0.91188,185,185,0.87092,0.95284
2018,Schleswig-Holstein,Rural regions,Yes,0.09383,39,361,0.06371,0.12395
2018,Schleswig-Holstein,Rural regions,No,0.90110,322,361,0.87027,0.93194
2018,Hamburg,Urban regions,No,0.95535,314,314,0.93247,0.97823
2018,Lower Saxony,Urban regions,Yes,0.06346,53,639,0.04454,0.08238
2018,Lower Saxony,Urban regions,No,0.92163,586,639,0.90078,0.94249
2018,Lower Saxony,Rural regions,Yes,0.08456,105,836,0.06569,0.10343
2018,Lower Saxony,Rural regions,No,0.90608,731,836,0.88629,0.92587
2018,Bremen,Urban regions,No,0.93199,128,128,0.88820,0.97577
2018,North Rhine-Westphalia,Urban regions,Yes,0.05684,228,3122,0.04871,0.06496
2018,North Rhine-Westphalia,Urban regions,No,0.93201,2894,3122,0.92318,0.94084
2018,North Rhine-Westphalia,Rural regions,No,0.87132,46,46,0.77348,0.96915
2018,Hesse,Urban regions,Yes,0.07250,74,798,0.05450,0.09051
2018,Hesse,Urban regions,No,0.92018,724,798,0.90136,0.93899
2018,Hesse,Rural regions,Yes,0.13663,41,207,0.08973,0.18353
2018,Hesse,Rural regions,No,0.85162,166,207,0.80307,0.90016
2018,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.08286,56,668,0.06194,0.10378
2018,"Rhineland-Palatinate, Saarland",Urban regions,No,0.90768,612,668,0.88571,0.92965
2018,"Rhineland-Palatinate, Saarland",Rural regions,No,0.81214,185,185,0.75571,0.86858
2018,Baden-Wuerttemberg,Urban regions,Yes,0.15141,237,1447,0.13293,0.16988
2018,Baden-Wuerttemberg,Urban regions,No,0.84138,1210,1447,0.82255,0.86021
2018,Baden-Wuerttemberg,Rural regions,Yes,0.24525,46,176,0.18150,0.30899
2018,Baden-Wuerttemberg,Rural regions,No,0.74834,130,176,0.68404,0.81263
2018,Bavaria,Urban regions,Yes,0.12933,165,1169,0.11009,0.14857
2018,Bavaria,Urban regions,No,0.86681,1004,1169,0.84733,0.88630
2018,Bavaria,Rural regions,Yes,0.17914,262,1238,0.15777,0.20051
2018,Bavaria,Rural regions,No,0.81255,976,1238,0.79081,0.83430
2018,Berlin,Urban regions,No,0.97464,676,676,0.96278,0.98650
2018,Brandenburg,Urban regions,No,0.97818,59,59,0.94057,1.01578
2018,Brandenburg,Rural regions,Yes,0.11360,58,583,0.08781,0.13938
2018,Brandenburg,Rural regions,No,0.86555,525,583,0.83783,0.89326
2018,Mecklenburg-Western Pomerania,Urban regions,No,0.95514,59,59,0.90187,1.00841
2018,Mecklenburg-Western Pomerania,Rural regions,No,0.92647,295,295,0.89664,0.95631
2018,Saxony,Urban regions,Yes,0.07192,36,531,0.04992,0.09391
2018,Saxony,Urban regions,No,0.91620,495,531,0.89261,0.93979
2018,Saxony,Rural regions,Yes,0.10982,45,450,0.08090,0.13875
2018,Saxony,Rural regions,No,0.88840,405,450,0.85928,0.91753
2018,Saxony-Anhalt,Urban regions,No,0.96386,125,125,0.93100,0.99671
2018,Saxony-Anhalt,Rural regions,Yes,0.08265,38,444,0.05701,0.10830
2018,Saxony-Anhalt,Rural regions,No,0.91303,406,444,0.88679,0.93927
2018,Thuringa,Urban regions,No,0.90345,182,182,0.86042,0.94648
2018,Thuringa,Rural regions,Yes,0.09168,37,383,0.06274,0.12062
2018,Thuringa,Rural regions,No,0.90008,346,383,0.87000,0.93015
2019,Schleswig-Holstein,Urban regions,No,0.76922,140,140,0.69918,0.83927
2019,Schleswig-Holstein,Rural regions,Yes,0.08856,35,299,0.05630,0.12082
2019,Schleswig-Holstein,Rural regions,No,0.83205,264,299,0.78961,0.87449
2019,Hamburg,Urban regions,No,0.89789,264,264,0.86130,0.93449
2019,Lower Saxony,Urban regions,Yes,0.05866,48,521,0.03846,0.07886
2019,Lower Saxony,Urban regions,No,0.82314,473,521,0.79034,0.85593
2019,Lower Saxony,Rural regions,Yes,0.08413,93,699,0.06354,0.10472
2019,Lower Saxony,Rural regions,No,0.84160,606,699,0.81451,0.86868
2019,Bremen,Urban regions,No,0.89402,107,107,0.83542,0.95262
2019,North Rhine-Westphalia,Urban regions,Yes,0.05508,196,2543,0.04621,0.06395
2019,North Rhine-Westphalia,Urban regions,No,0.85282,2347,2543,0.83905,0.86659
2019,North Rhine-Westphalia,Rural regions,No,0.80814,40,40,0.68456,0.93173
2019,Hesse,Urban regions,Yes,0.06326,62,658,0.04465,0.08188
2019,Hesse,Urban regions,No,0.84256,596,658,0.81471,0.87041
2019,Hesse,Rural regions,Yes,0.12911,33,151,0.07545,0.18278
2019,Hesse,Rural regions,No,0.70754,118,151,0.63474,0.78034
2019,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.06972,44,538,0.04818,0.09126
2019,"Rhineland-Palatinate, Saarland",Urban regions,No,0.84462,494,538,0.81398,0.87526
2019,"Rhineland-Palatinate, Saarland",Rural regions,No,0.74122,153,153,0.67159,0.81084
2019,Baden-Wuerttemberg,Urban regions,Yes,0.15151,207,1171,0.13097,0.17206
2019,Baden-Wuerttemberg,Urban regions,No,0.75248,964,1171,0.72775,0.77721
2019,Baden-Wuerttemberg,Rural regions,Yes,0.20907,36,142,0.14195,0.27620
2019,Baden-Wuerttemberg,Rural regions,No,0.72501,106,142,0.65131,0.79871
2019,Bavaria,Urban regions,Yes,0.11371,140,921,0.09319,0.13422
2019,Bavaria,Urban regions,No,0.77825,781,921,0.75141,0.80510
2019,Bavaria,Rural regions,Yes,0.18221,239,1028,0.15860,0.20582
2019,Bavaria,Rural regions,No,0.72248,789,1028,0.69509,0.74986
2019,Berlin,Urban regions,No,0.91712,544,544,0.89393,0.94031
2019,Brandenburg,Urban regions,No,0.84337,49,49,0.74055,0.94619
2019,Brandenburg,Rural regions,Yes,0.09939,54,508,0.07335,0.12544
2019,Brandenburg,Rural regions,No,0.79205,454,508,0.75672,0.82737
2019,Mecklenburg-Western Pomerania,Urban regions,No,0.84921,50,50,0.74901,0.94941
2019,Mecklenburg-Western Pomerania,Rural regions,No,0.82670,237,237,0.77841,0.87500
2019,Saxony,Urban regions,No,0.82994,407,407,0.79339,0.86648
2019,Saxony,Rural regions,Yes,0.10888,41,386,0.07776,0.13999
2019,Saxony,Rural regions,No,0.82645,345,386,0.78862,0.86428
2019,Saxony-Anhalt,Urban regions,No,0.80755,104,104,0.73141,0.88368
2019,Saxony-Anhalt,Rural regions,Yes,0.08872,32,353,0.05902,0.11842
2019,Saxony-Anhalt,Rural regions,No,0.84892,321,353,0.81151,0.88634
2019,Thuringa,Urban regions,No,0.81125,138,138,0.74572,0.87677
2019,Thuringa,Rural regions,No,0.84654,293,293,0.80520,0.88788
2020,Schleswig-Holstein,Urban regions,No,0.89572,173,173,0.85005,0.94140
2020,Schleswig-Holstein,Rural regions,Yes,0.14118,48,359,0.10511,0.17725
2020,Schleswig-Holstein,Rural regions,No,0.85119,311,359,0.81433,0.88806
2020,Hamburg,Urban regions,No,0.94650,348,348,0.92283,0.97018
2020,Lower Saxony,Urban regions,Yes,0.07876,71,661,0.05821,0.09931
2020,Lower Saxony,Urban regions,No,0.90372,590,661,0.88122,0.92622
2020,Lower Saxony,Rural regions,Yes,0.11689,115,824,0.09493,0.13884
2020,Lower Saxony,Rural regions,No,0.87017,709,824,0.84721,0.89314
2020,Bremen,Urban regions,No,0.89817,131,131,0.84619,0.95016
2020,North Rhine-Westphalia,Urban regions,Yes,0.06308,280,3338,0.05483,0.07133
2020,North Rhine-Westphalia,Urban regions,No,0.91944,3058,3338,0.91021,0.92868
2020,North Rhine-Westphalia,Rural regions,No,0.83055,42,42,0.71572,0.94539
2020,Hesse,Urban regions,Yes,0.07676,80,918,0.05953,0.09399
2020,Hesse,Urban regions,No,0.91022,838,918,0.89172,0.92872
2020,Hesse,Rural regions,Yes,0.14661,42,192,0.09644,0.19677
2020,Hesse,Rural regions,No,0.84046,150,192,0.78853,0.89239
2020,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.09133,67,649,0.06915,0.11351
2020,"Rhineland-Palatinate, Saarland",Urban regions,No,0.88980,582,649,0.86569,0.91391
2020,"Rhineland-Palatinate, Saarland",Rural regions,No,0.84210,188,188,0.78984,0.89437
2020,Baden-Wuerttemberg,Urban regions,Yes,0.16526,276,1556,0.14680,0.18372
2020,Baden-Wuerttemberg,Urban regions,No,0.82520,1280,1556,0.80632,0.84407
2020,Baden-Wuerttemberg,Rural regions,Yes,0.23103,44,189,0.17078,0.29128
2020,Baden-Wuerttemberg,Rural regions,No,0.75635,145,189,0.69498,0.81771
2020,Bavaria,Urban regions,Yes,0.14964,198,1316,0.13036,0.16892
2020,Bavaria,Urban regions,No,0.84193,1118,1316,0.82221,0.86165
2020,Bavaria,Rural regions,Yes,0.21172,312,1308,0.18957,0.23387
2020,Bavaria,Rural regions,No,0.77580,996,1308,0.75319,0.79841
2020,Berlin,Urban regions,No,0.96224,836,836,0.94931,0.97517
2020,Brandenburg,Urban regions,No,0.98659,58,58,0.95674,1.01645
2020,Brandenburg,Rural regions,Yes,0.10231,76,618,0.07840,0.12622
2020,Brandenburg,Rural regions,No,0.89138,542,618,0.86682,0.91593
2020,Mecklenburg-Western Pomerania,Urban regions,No,0.92998,60,60,0.86486,0.99509
2020,Mecklenburg-Western Pomerania,Rural regions,No,0.91735,252,252,0.88328,0.95141
2020,Saxony,Urban regions,Yes,0.08581,38,533,0.06201,0.10961
2020,Saxony,Urban regions,No,0.89536,495,533,0.86935,0.92137
2020,Saxony,Rural regions,Yes,0.10223,49,442,0.07395,0.13050
2020,Saxony,Rural regions,No,0.89073,393,442,0.86161,0.91985
2020,Saxony-Anhalt,Urban regions,No,0.95050,129,129,0.91292,0.98808
2020,Saxony-Anhalt,Rural regions,Yes,0.10588,50,424,0.07656,0.13520
2020,Saxony-Anhalt,Rural regions,No,0.88784,374,424,0.85777,0.91791
2020,Thuringa,Urban regions,No,0.90787,174,174,0.86478,0.95097
2020,Thuringa,Rural regions,Yes,0.08011,43,380,0.05278,0.10744
2020,Thuringa,Rural regions,No,0.91525,337,380,0.88721,0.94329
2021,Schleswig-Holstein,Urban regions,No,0.85705,124,124,0.79519,0.91891
2021,Schleswig-Holstein,Rural regions,Yes,0.09288,32,248,0.05668,0.12908
2021,Schleswig-Holstein,Rural regions,No,0.78507,216,248,0.73384,0.83629
2021,Hamburg,Urban regions,No,0.86716,228,228,0.82300,0.91131
2021,Lower Saxony,Urban regions,Yes,0.06894,51,417,0.04460,0.09329
2021,Lower Saxony,Urban regions,No,0.80306,366,417,0.76484,0.84128
2021,Lower Saxony,Rural regions,Yes,0.10930,83,536,0.08286,0.13574
2021,Lower Saxony,Rural regions,No,0.80808,453,536,0.77471,0.84145
2021,Bremen,Urban regions,No,0.74981,61,61,0.64022,0.85941
2021,North Rhine-Westphalia,Urban regions,Yes,0.05596,172,2017,0.04592,0.06599
2021,North Rhine-Westphalia,Urban regions,No,0.82948,1845,2017,0.81306,0.84590
2021,North Rhine-Westphalia,Rural regions,No,0.80997,36,36,0.67999,0.93995
2021,Hesse,Urban regions,Yes,0.07795,52,500,0.05442,0.10147
2021,Hesse,Urban regions,No,0.79553,448,500,0.76015,0.83092
2021,Hesse,Rural regions,No,0.71123,96,96,0.62010,0.80237
2021,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.07605,39,370,0.04900,0.10310
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.80226,331,370,0.76162,0.84290
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.79921,102,102,0.72109,0.87734
2021,Baden-Wuerttemberg,Urban regions,Yes,0.14030,189,944,0.11813,0.16246
2021,Baden-Wuerttemberg,Urban regions,No,0.70849,755,944,0.67949,0.73750
2021,Baden-Wuerttemberg,Rural regions,No,0.72305,80,80,0.62437,0.82173
2021,Bavaria,Urban regions,Yes,0.13225,132,778,0.10843,0.15607
2021,Bavaria,Urban regions,No,0.75273,646,778,0.72240,0.78307
2021,Bavaria,Rural regions,Yes,0.19128,206,799,0.16399,0.21856
2021,Bavaria,Rural regions,No,0.72888,593,799,0.69804,0.75973
2021,Berlin,Urban regions,No,0.87959,499,499,0.85101,0.90818
2021,Brandenburg,Urban regions,No,0.90016,37,37,0.80223,0.99809
2021,Brandenburg,Rural regions,Yes,0.12405,48,363,0.09009,0.15800
2021,Brandenburg,Rural regions,No,0.77905,315,363,0.73631,0.82179
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.76675,42,42,0.63730,0.89620
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.81734,178,178,0.76042,0.87426
2021,Saxony,Urban regions,No,0.79982,334,334,0.75684,0.84280
2021,Saxony,Rural regions,Yes,0.12292,36,317,0.08672,0.15912
2021,Saxony,Rural regions,No,0.80233,281,317,0.75842,0.84624
2021,Saxony-Anhalt,Urban regions,No,0.73431,67,67,0.62775,0.84088
2021,Saxony-Anhalt,Rural regions,No,0.79901,230,230,0.74710,0.85091
2021,Thuringa,Urban regions,No,0.87557,113,113,0.81443,0.93670
2021,Thuringa,Rural regions,No,0.86401,204,204,0.81685,0.91116
2022,Schleswig-Holstein,Urban regions,No,0.86357,225,225,0.81862,0.90852
2022,Schleswig-Holstein,Rural regions,Yes,0.11686,57,395,0.08514,0.14859
2022,Schleswig-Holstein,Rural regions,No,0.87621,338,395,0.84369,0.90873
2022,Hamburg,Urban regions,No,0.92890,412,412,0.90405,0.95375
2022,Lower Saxony,Urban regions,Yes,0.11106,96,741,0.08842,0.13370
2022,Lower Saxony,Urban regions,No,0.87738,645,741,0.85375,0.90102
2022,Lower Saxony,Rural regions,Yes,0.16879,183,899,0.14429,0.19329
2022,Lower Saxony,Rural regions,No,0.82202,716,899,0.79701,0.84704
2022,Bremen,Urban regions,No,0.91557,130,130,0.86760,0.96355
2022,North Rhine-Westphalia,Urban regions,Yes,0.10458,512,3841,0.09491,0.11426
2022,North Rhine-Westphalia,Urban regions,No,0.87893,3329,3841,0.86862,0.88925
2022,North Rhine-Westphalia,Rural regions,No,0.78626,64,64,0.68503,0.88749
2022,Hesse,Urban regions,Yes,0.09436,113,1011,0.07634,0.11239
2022,Hesse,Urban regions,No,0.89419,898,1011,0.87522,0.91316
2022,Hesse,Rural regions,Yes,0.19217,54,241,0.14232,0.24202
2022,Hesse,Rural regions,No,0.80187,187,241,0.75144,0.85230
2022,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.12899,87,705,0.10423,0.15376
2022,"Rhineland-Palatinate, Saarland",Urban regions,No,0.85594,618,705,0.83000,0.88188
2022,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.17667,37,191,0.12244,0.23090
2022,"Rhineland-Palatinate, Saarland",Rural regions,No,0.81579,154,191,0.76066,0.87091
2022,Baden-Wuerttemberg,Urban regions,Yes,0.19684,407,1987,0.17936,0.21433
2022,Baden-Wuerttemberg,Urban regions,No,0.79116,1580,1987,0.77329,0.80904
2022,Baden-Wuerttemberg,Rural regions,Yes,0.35775,123,302,0.30360,0.41190
2022,Baden-Wuerttemberg,Rural regions,No,0.63529,179,302,0.58091,0.68967
2022,Bavaria,Urban regions,Yes,0.14746,247,1732,0.13076,0.16416
2022,Bavaria,Urban regions,No,0.84162,1485,1732,0.82442,0.85882
2022,Bavaria,Rural regions,Yes,0.25577,426,1387,0.23280,0.27874
2022,Bavaria,Rural regions,No,0.73823,961,1387,0.71509,0.76137
2022,Berlin,Urban regions,Yes,0.03674,47,1148,0.02585,0.04763
2022,Berlin,Urban regions,No,0.95114,1101,1148,0.93866,0.96361
2022,Brandenburg,Urban regions,No,0.96812,62,62,0.92403,1.01221
2022,Brandenburg,Rural regions,Yes,0.11333,105,674,0.08938,0.13728
2022,Brandenburg,Rural regions,No,0.87612,569,674,0.85123,0.90101
2022,Mecklenburg-Western Pomerania,Urban regions,No,0.89927,81,81,0.83332,0.96522
2022,Mecklenburg-Western Pomerania,Rural regions,Yes,0.09366,39,338,0.06255,0.12477
2022,Mecklenburg-Western Pomerania,Rural regions,No,0.90025,299,338,0.86826,0.93225
2022,Saxony,Urban regions,Yes,0.08163,61,641,0.06042,0.10285
2022,Saxony,Urban regions,No,0.90692,580,641,0.88441,0.92943
2022,Saxony,Rural regions,Yes,0.15158,102,660,0.12420,0.17896
2022,Saxony,Rural regions,No,0.84400,558,660,0.81630,0.87171
2022,Saxony-Anhalt,Urban regions,No,0.93010,144,144,0.88831,0.97189
2022,Saxony-Anhalt,Rural regions,Yes,0.12567,82,525,0.09729,0.15405
2022,Saxony-Anhalt,Rural regions,No,0.86924,443,525,0.84037,0.89810
2022,Thuringa,Urban regions,No,0.93843,182,182,0.90341,0.97345
2022,Thuringa,Rural regions,Yes,0.12330,62,371,0.08980,0.15680
2022,Thuringa,Rural regions,No,0.86986,309,371,0.83558,0.90414
