year,quintil_oecd,sampreg,plj0024_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2002,1st Quintile,West,Since birth,0.8841292134831461,28961,0.8804428840622825,0.8878155429040097
2002,1st Quintile,West,Later,0.11587078651685394,28961,0.11218445709599044,0.11955711593771744
2002,1st Quintile,East,Since birth,0.9890909090909091,28961,0.9878945496528221,0.9902872685289962
2002,1st Quintile,East,Later,0.01090909090909091,28961,0.009712731471003813,0.012105450347178007
2002,2nd Quintile,West,Since birth,0.8995580554439534,28961,0.8960961001997481,0.9030200106881587
2002,2nd Quintile,West,Later,0.1004419445560466,28961,0.09697998931184128,0.10390389980025193
2002,2nd Quintile,East,Since birth,0.9951083158630328,28961,0.9943047644383184,0.9959118672877473
2002,2nd Quintile,East,Later,0.004891684136967156,28961,0.0040881327122527225,0.005695235561681589
2002,3rd Quintile,West,Since birth,0.9513529948312557,28961,0.9488752978371027,0.9538306918254087
2002,3rd Quintile,West,Later,0.048647005168744296,28961,0.046169308174591236,0.051124702162897356
2002,3rd Quintile,East,Since birth,0.9963768115942029,28961,0.9956848108533749,0.9970688123350309
2002,3rd Quintile,East,Later,0.0036231884057971015,28961,0.002931187664969151,0.004315189146625052
2002,4th Quintile,West,Since birth,0.9591894173937517,28961,0.9569107135693439,0.9614681212181596
2002,4th Quintile,West,Later,0.040810582606248244,28961,0.03853187878184042,0.04308928643065607
2002,4th Quintile,East,Since birth,0.9971209213051824,28961,0.996503829219251,0.9977380133911138
2002,4th Quintile,East,Later,0.0028790786948176585,28961,0.0022619866088862454,0.0034961707807490716
2002,5th Quintile,West,Since birth,0.9717214563449982,28961,0.9698122682811879,0.9736306444088084
2002,5th Quintile,West,Later,0.028278543655001768,28961,0.026369355591191523,0.030187731718812012
2002,5th Quintile,East,Since birth,0.9950980392156863,28961,0.9942936483207673,0.9959024301106053
2002,5th Quintile,East,Later,0.004901960784313725,28961,0.004097569889394689,0.005706351679232762
2003,1st Quintile,West,Since birth,0.8690386071158214,27727,0.8650676444116628,0.8730095698199799
2003,1st Quintile,West,Later,0.13096139288417866,27727,0.1269904301800201,0.13493235558833722
2003,1st Quintile,East,Since birth,0.9879032258064516,27727,0.9866164685713235,0.9891899830415798
2003,1st Quintile,East,Later,0.012096774193548387,27727,0.010810016958420182,0.013383531428676591
2003,2nd Quintile,West,Since birth,0.8983721953365597,27727,0.8948155623406576,0.9019288283324617
2003,2nd Quintile,West,Later,0.10162780466344039,27727,0.09807117166753836,0.10518443765934242
2003,2nd Quintile,East,Since birth,0.997060984570169,27727,0.9964237982776858,0.9976981708626522
2003,2nd Quintile,East,Later,0.0029390154298310064,27727,0.0023018291373478206,0.003576201722314192
2003,3rd Quintile,West,Since birth,0.9374592833876222,27727,0.9346091691751129,0.9403093976001314
2003,3rd Quintile,West,Later,0.06254071661237785,27727,0.05969060239986858,0.06539083082488713
2003,3rd Quintile,East,Since birth,0.9972241498959056,27727,0.996604852820528,0.9978434469712831
2003,3rd Quintile,East,Later,0.002775850104094379,27727,0.0021565530287168564,0.003395147179471901
2003,4th Quintile,West,Since birth,0.9563449023861171,27727,0.9539398231682924,0.9587499816039419
2003,4th Quintile,West,Later,0.043655097613882865,27727,0.04125001839605812,0.04606017683170761
2003,4th Quintile,East,Since birth,0.9941234084231146,27727,0.9932237295247618,0.9950230873214675
2003,4th Quintile,East,Later,0.005876591576885406,27727,0.004976912678532546,0.006776270475238266
2003,5th Quintile,West,Since birth,0.9759062776304156,27727,0.9741013464943667,0.9777112087664644
2003,5th Quintile,West,Later,0.024093722369584437,27727,0.02228879123353562,0.025898653505633255
2003,5th Quintile,East,Since birth,0.996996996996997,27727,0.9963529323836563,0.9976410616103376
2003,5th Quintile,East,Later,0.003003003003003003,27727,0.002358938389662304,0.003647067616343702
