year,bula_h,regtyp,plj0024_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2002,Baden-Wuerttemberg,Rural regions,Since birth,0.9565217391304348,28961,0.9541730107315921,0.9588704675292775
2002,Baden-Wuerttemberg,Rural regions,Later,0.043478260869565216,28961,0.041129532470722534,0.0458269892684079
2002,Bavaria,Urban regions,Since birth,0.9329569513055752,28961,0.930076523633433,0.9358373789777175
2002,Bavaria,Urban regions,Later,0.06704304869442484,28961,0.06416262102228257,0.06992347636656712
2002,Bavaria,Rural regions,Since birth,0.9765319426336375,28961,0.9747884059390529,0.9782754793282221
2002,Bavaria,Rural regions,Later,0.02346805736636245,28961,0.021724520671777867,0.025211594060947036
2002,Berlin,Urban regions,Since birth,0.9646133682830931,28961,0.9624854960578211,0.9667412405083651
2002,Berlin,Urban regions,Later,0.035386631716906945,28961,0.033258759491634995,0.037514503942178895
2002,Brandenburg,Urban regions,Since birth,1.0,28961,1.0,1.0
2002,Brandenburg,Rural regions,Since birth,0.9977142857142857,28961,0.9971642848636125,0.9982642865649588
2002,Brandenburg,Rural regions,Later,0.002285714285714286,28961,0.0017357134350411535,0.0028357151363874182
2002,Mecklenburg-Western Pomerania,Urban regions,Since birth,1.0,28961,1.0,1.0
2002,Mecklenburg-Western Pomerania,Rural regions,Since birth,0.9907834101382489,28961,0.9896828246338927,0.9918839956426051
2002,Mecklenburg-Western Pomerania,Rural regions,Later,0.009216589861751152,28961,0.008116004357394952,0.010317175366107352
2002,Saxony,Urban regions,Since birth,1.0,28961,1.0,1.0
2002,Saxony,Rural regions,Since birth,0.9903498190591074,28961,0.9892238892013259,0.9914757489168888
2002,Saxony,Rural regions,Later,0.009650180940892641,28961,0.008524251083111181,0.010776110798674101
2002,Saxony-Anhalt,Urban regions,Since birth,0.9943820224719101,28961,0.9935211953824101,0.9952428495614101
2002,Saxony-Anhalt,Urban regions,Later,0.0056179775280898875,28961,0.004757150438589874,0.0064788046175899006
2002,Saxony-Anhalt,Rural regions,Since birth,0.990979381443299,28961,0.9898904519437198,0.9920683109428782
2002,Saxony-Anhalt,Rural regions,Later,0.00902061855670103,28961,0.007931689057121893,0.010109548056280167
2002,Thuringa,Urban regions,Since birth,0.9929328621908127,28961,0.9919680761374822,0.9938976482441432
2002,Thuringa,Urban regions,Later,0.007067137809187279,28961,0.006102351755856813,0.008031923862517745
2002,Thuringa,Rural regions,Since birth,1.0,28961,1.0,1.0
2003,Schleswig-Holstein,Urban regions,Since birth,0.9666666666666667,27727,0.9645537499730433,0.96877958336029
2003,Schleswig-Holstein,Urban regions,Later,0.03333333333333333,27727,0.031220416639709973,0.03544625002695669
2003,Schleswig-Holstein,Rural regions,Since birth,0.9410112359550562,27727,0.9382380008884915,0.9437844710216209
2003,Schleswig-Holstein,Rural regions,Later,0.05898876404494382,27727,0.05621552897837916,0.061761999111508474
2003,Hamburg,Urban regions,Since birth,0.9890510948905109,27727,0.9878261985416136,0.9902759912394082
2003,Hamburg,Urban regions,Later,0.010948905109489052,27727,0.009724008760591693,0.01217380145838641
2003,Lower Saxony,Urban regions,Since birth,0.9339045287637698,27727,0.9309800954502386,0.936828962077301
2003,Lower Saxony,Urban regions,Later,0.06609547123623011,27727,0.0631710379226989,0.06901990454976131
2003,Lower Saxony,Rural regions,Since birth,0.9462025316455697,27727,0.9435468402750004,0.948858223016139
2003,Lower Saxony,Rural regions,Later,0.05379746835443038,27727,0.05114177698386105,0.056453159724999716
2003,Bremen,Urban regions,Since birth,0.9259259259259259,27727,0.9228432642151544,0.9290085876366975
2003,Bremen,Urban regions,Later,0.07407407407407407,27727,0.07099141236330249,0.07715673578484565
2003,North Rhine-Westphalia,Urban regions,Since birth,0.9510627780523975,27727,0.9485233911309219,0.9536021649738731
2003,North Rhine-Westphalia,Urban regions,Later,0.04893722194760257,27727,0.04639783502612702,0.051476608869078115
2003,North Rhine-Westphalia,Rural regions,Since birth,0.9473684210526315,27727,0.9447400463308158,0.9499967957744473
2003,North Rhine-Westphalia,Rural regions,Later,0.05263157894736842,27727,0.05000320422555265,0.05525995366918419
2003,Hesse,Urban regions,Since birth,0.946257197696737,27727,0.9436027792783556,0.9489116161151184
2003,Hesse,Urban regions,Later,0.053742802303262956,27727,0.05108838388488156,0.05639722072164435
2003,Hesse,Rural regions,Since birth,0.9420849420849421,27727,0.9393354947279643,0.9448343894419199
2003,Hesse,Rural regions,Later,0.05791505791505792,27727,0.0551656105580801,0.060664505272035735
2003,"Rhineland-Palatinate, Saarland",Urban regions,Since birth,0.9158576051779935,27727,0.9125900265828765,0.9191251837731106
2003,"Rhineland-Palatinate, Saarland",Urban regions,Later,0.08414239482200647,27727,0.08087481622688937,0.08740997341712357
2003,"Rhineland-Palatinate, Saarland",Rural regions,Since birth,0.9311475409836065,27727,0.9281671474793115,0.9341279344879015
2003,"Rhineland-Palatinate, Saarland",Rural regions,Later,0.06885245901639345,27727,0.06587206551209839,0.07183285252068851
2003,Baden-Wuerttemberg,Urban regions,Since birth,0.9171747967479674,27727,0.9139305644666323,0.9204190290293025
2003,Baden-Wuerttemberg,Urban regions,Later,0.08282520325203252,27727,0.07958097097069747,0.08606943553336757
2003,Baden-Wuerttemberg,Rural regions,Since birth,0.9175257731958762,27727,0.9142878026588446,0.9207637437329079
2003,Baden-Wuerttemberg,Rural regions,Later,0.08247422680412371,27727,0.07923625626709206,0.08571219734115536
2003,Bavaria,Urban regions,Since birth,0.9289340101522843,27727,0.9259096885840175,0.9319583317205511
2003,Bavaria,Urban regions,Later,0.07106598984771574,27727,0.06804166827944892,0.07409031141598256
2003,Bavaria,Rural regions,Since birth,0.9721448467966574,27727,0.970207876793638,0.9740818167996768
2003,Bavaria,Rural regions,Later,0.027855153203342618,27727,0.025918183200323228,0.029792123206362008
2003,Berlin,Urban regions,Since birth,0.963254593175853,27727,0.9610400879757292,0.9654690983759769
2003,Berlin,Urban regions,Later,0.03674540682414698,27727,0.034530901624023086,0.038959912024270876
2003,Brandenburg,Urban regions,Since birth,1.0,27727,1.0,1.0
2003,Brandenburg,Rural regions,Since birth,0.9976662777129521,27727,0.997098312334168,0.9982342430917363
2003,Brandenburg,Rural regions,Later,0.002333722287047841,27727,0.0017657569082636837,0.0029016876658319985
2003,Mecklenburg-Western Pomerania,Urban regions,Since birth,1.0,27727,1.0,1.0
2003,Mecklenburg-Western Pomerania,Rural regions,Since birth,0.9886104783599089,27727,0.9873614566796605,0.9898595000401573
2003,Mecklenburg-Western Pomerania,Rural regions,Later,0.011389521640091117,27727,0.010140499959842654,0.01263854332033958
2003,Saxony,Urban regions,Since birth,1.0,27727,1.0,1.0
2003,Saxony,Rural regions,Since birth,0.992619926199262,27727,0.9916124692959174,0.9936273831026066
2003,Saxony,Rural regions,Later,0.007380073800738007,27727,0.0063726168973934315,0.008387530704082583
2003,Saxony-Anhalt,Urban regions,Since birth,0.9943181818181818,27727,0.9934334513438979,0.9952029122924656
2003,Saxony-Anhalt,Urban regions,Later,0.005681818181818182,27727,0.004797087707534348,0.006566548656102016
2003,Saxony-Anhalt,Rural regions,Since birth,0.9932432432432432,27727,0.9922789667448986,0.9942075197415878
2003,Saxony-Anhalt,Rural regions,Later,0.006756756756756757,27727,0.005792480258412144,0.00772103325510137
2003,Thuringa,Urban regions,Since birth,0.9893617021276596,27727,0.9881541156233088,0.9905692886320104
2003,Thuringa,Urban regions,Later,0.010638297872340425,27727,0.009430711367989585,0.011845884376691266
2003,Thuringa,Rural regions,Since birth,0.9984732824427481,27727,0.9980137118782724,0.9989328530072239
2003,Thuringa,Rural regions,Later,0.0015267175572519084,27727,0.001067146992776107,0.0019862881217277096
2004,Schleswig-Holstein,Urban regions,Since birth,0.9630996309963099,26790,0.9608421678069743,0.9653570941856455
2004,Schleswig-Holstein,Urban regions,Later,0.03690036900369004,26790,0.034642905814354454,0.03915783219302562
2004,Schleswig-Holstein,Rural regions,Since birth,0.9497206703910615,26790,0.9471039193900108,0.9523374213921121
2004,Schleswig-Holstein,Rural regions,Later,0.05027932960893855,26790,0.04766257860788792,0.05289608060998918
2004,Hamburg,Urban regions,Since birth,0.9926470588235294,26790,0.9916240068666293,0.9936701107804295
2004,Hamburg,Urban regions,Later,0.007352941176470588,26790,0.006329889219570526,0.008375993133370651
2004,Lower Saxony,Urban regions,Since birth,0.9372693726937269,26790,0.9343657395658302,0.9401730058216236
2004,Lower Saxony,Urban regions,Later,0.06273062730627306,26790,0.059826994178376364,0.06563426043416976
2004,Lower Saxony,Rural regions,Since birth,0.9434968017057569,26790,0.9407319206915024,0.9462616827200114
2004,Lower Saxony,Rural regions,Later,0.05650319829424307,26790,0.0537383172799885,0.059268079308497645
2004,Bremen,Urban regions,Since birth,0.9354838709677419,26790,0.9325420108577985,0.9384257310776852
2004,Bremen,Urban regions,Later,0.06451612903225806,26790,0.06157426892231468,0.06745798914220145
2004,North Rhine-Westphalia,Urban regions,Since birth,0.9464375947448206,26790,0.9437414342455978,0.9491337552440434
2004,North Rhine-Westphalia,Urban regions,Later,0.053562405255179385,26790,0.050866244755956594,0.056258565754402176
2004,North Rhine-Westphalia,Rural regions,Since birth,0.96875,26790,0.9666664660417617,0.9708335339582383
2004,North Rhine-Westphalia,Rural regions,Later,0.03125,26790,0.029166466041761617,0.03333353395823838
2004,Hesse,Urban regions,Since birth,0.9436201780415431,26790,0.9408581367035147,0.9463822193795715
2004,Hesse,Urban regions,Later,0.05637982195845697,26790,0.05361778062042858,0.05914186329648536
2004,Hesse,Rural regions,Since birth,0.95,26790,0.9473901441576725,0.9526098558423274
2004,Hesse,Rural regions,Later,0.05,26790,0.0473901441576726,0.052609855842327406
2004,"Rhineland-Palatinate, Saarland",Urban regions,Since birth,0.9192825112107623,26790,0.9160205556916992,0.9225444667298255
2004,"Rhineland-Palatinate, Saarland",Urban regions,Later,0.08071748878923767,26790,0.07745553327017449,0.08397944430830084
2004,"Rhineland-Palatinate, Saarland",Rural regions,Since birth,0.9533333333333334,26790,0.9508075534833613,0.9558591131833054
2004,"Rhineland-Palatinate, Saarland",Rural regions,Later,0.04666666666666667,26790,0.044140886816694654,0.049192446516638684
2004,Baden-Wuerttemberg,Urban regions,Since birth,0.9121621621621622,26790,0.908772576924479,0.9155517473998454
2004,Baden-Wuerttemberg,Urban regions,Later,0.08783783783783784,26790,0.0844482526001547,0.09122742307552098
2004,Baden-Wuerttemberg,Rural regions,Since birth,0.925531914893617,26790,0.9223881467614387,0.9286756830257953
2004,Baden-Wuerttemberg,Rural regions,Later,0.07446808510638298,26790,0.0713243169742047,0.07761185323856125
2004,Bavaria,Urban regions,Since birth,0.9303030303030303,26790,0.92725380945521,0.9333522511508506
2004,Bavaria,Urban regions,Later,0.0696969696969697,26790,0.06664774884914938,0.07274619054479002
2004,Bavaria,Rural regions,Since birth,0.9697396199859254,26790,0.9676882949845579,0.9717909449872929
2004,Bavaria,Rural regions,Later,0.030260380014074596,26790,0.02820905501270704,0.03231170501544215
2004,Berlin,Urban regions,Since birth,0.968,26790,0.965892428183359,0.970107571816641
2004,Berlin,Urban regions,Later,0.032,26790,0.02989242818335902,0.03410757181664098
2004,Brandenburg,Urban regions,Since birth,1.0,26790,1.0,1.0
2004,Brandenburg,Rural regions,Since birth,0.9975369458128078,26790,0.9969433768382606,0.998130514787355
2004,Brandenburg,Rural regions,Later,0.0024630541871921183,26790,0.001869485212644878,0.0030566231617393585
2004,Mecklenburg-Western Pomerania,Urban regions,Since birth,0.9866666666666667,26790,0.9852931804325457,0.9880401529007877
2004,Mecklenburg-Western Pomerania,Urban regions,Later,0.013333333333333334,26790,0.0119598470992123,0.014706819567454368
2004,Mecklenburg-Western Pomerania,Rural regions,Since birth,0.9882903981264637,26790,0.987002198801698,0.9895785974512293
2004,Mecklenburg-Western Pomerania,Rural regions,Later,0.0117096018735363,26790,0.010421402548770612,0.01299780119830199
2004,Saxony,Urban regions,Since birth,0.9973718791064389,26790,0.9967587937493698,0.9979849644635079
2004,Saxony,Urban regions,Later,0.002628120893561104,26790,0.002015035536492009,0.003241206250630199
2004,Saxony,Rural regions,Since birth,0.9909560723514211,26790,0.9898224315828245,0.9920897131200178
2004,Saxony,Rural regions,Later,0.00904392764857881,26790,0.007910286879982095,0.010177568417175526
2004,Saxony-Anhalt,Urban regions,Since birth,0.9943181818181818,26790,0.9934181122648114,0.9952182513715522
2004,Saxony-Anhalt,Urban regions,Later,0.005681818181818182,26790,0.004781748628447725,0.006581887735188639
2004,Saxony-Anhalt,Rural regions,Since birth,0.9944674965421854,26790,0.9935792656817255,0.9953557274026452
2004,Saxony-Anhalt,Rural regions,Later,0.005532503457814661,26790,0.0046442725973548085,0.006420734318274514
2004,Thuringa,Urban regions,Since birth,0.9928057553956835,26790,0.9917937229003094,0.9938177878910576
2004,Thuringa,Urban regions,Later,0.007194244604316547,26790,0.006182212108942518,0.008206277099690577
2004,Thuringa,Rural regions,Since birth,0.9984591679506933,26790,0.9979894766455224,0.9989288592558643
2004,Thuringa,Rural regions,Later,0.0015408320493066256,26790,0.0010711407441357193,0.0020105233544775317
2005,Schleswig-Holstein,Urban regions,Since birth,0.9540229885057471,25520,0.9514533884941105,0.9565925885173836
2005,Schleswig-Holstein,Urban regions,Later,0.04597701149425287,25520,0.0434074114826163,0.048546611505889445
2005,Schleswig-Holstein,Rural regions,Since birth,0.9475218658892128,25520,0.9447859701105461,0.9502577616678796
2005,Schleswig-Holstein,Rural regions,Later,0.052478134110787174,25520,0.049742238332120395,0.05521402988945395
2005,Hamburg,Urban regions,Since birth,0.9846743295019157,25520,0.983167126375467,0.9861815326283644
2005,Hamburg,Urban regions,Later,0.01532567049808429,25520,0.013818467371635649,0.01683287362453293
2005,Lower Saxony,Urban regions,Since birth,0.9269882659713168,25520,0.9237963666364413,0.9301801653061923
2005,Lower Saxony,Urban regions,Later,0.07301173402868318,25520,0.06981983469380765,0.0762036333635587
2005,Lower Saxony,Rural regions,Since birth,0.9462486002239642,25520,0.9434815741560826,0.9490156262918458
2005,Lower Saxony,Rural regions,Later,0.05375139977603583,25520,0.05098437370815423,0.05651842584391743
2005,Bremen,Urban regions,Since birth,0.920863309352518,25520,0.9175512183302192,0.9241754003748168
2005,Bremen,Urban regions,Later,0.07913669064748201,25520,0.07582459962518324,0.08244878166978077
2005,North Rhine-Westphalia,Urban regions,Since birth,0.947869806827203,25520,0.9451424952988509,0.9505971183555552
2005,North Rhine-Westphalia,Urban regions,Later,0.05213019317279704,25520,0.049402881644444896,0.05485750470114918
2005,North Rhine-Westphalia,Rural regions,Since birth,0.967741935483871,25520,0.9655741581558153,0.9699097128119267
2005,North Rhine-Westphalia,Rural regions,Later,0.03225806451612903,25520,0.03009028718807333,0.03442584184418473
2005,Hesse,Urban regions,Since birth,0.9409282700421941,25520,0.9380357002950444,0.943820839789344
2005,Hesse,Urban regions,Later,0.05907172995780591,25520,0.056179160210656116,0.0619642997049557
2005,Hesse,Rural regions,Since birth,0.9539748953974896,25520,0.9514040166065963,0.9565457741883828
2005,Hesse,Rural regions,Later,0.04602510460251046,25520,0.04345422581161723,0.048595983393403694
2005,"Rhineland-Palatinate, Saarland",Urban regions,Since birth,0.9174418604651163,25520,0.9140652189086045,0.9208185020216282
2005,"Rhineland-Palatinate, Saarland",Urban regions,Later,0.08255813953488372,25520,0.07918149797837189,0.08593478109139556
2005,"Rhineland-Palatinate, Saarland",Rural regions,Since birth,0.9572953736654805,25520,0.9548146626252437,0.9597760847057172
2005,"Rhineland-Palatinate, Saarland",Rural regions,Later,0.042704626334519574,25520,0.04022391529428284,0.04518533737475631
2005,Baden-Wuerttemberg,Urban regions,Since birth,0.9170705438879914,25520,0.9136870023147036,0.9204540854612792
2005,Baden-Wuerttemberg,Urban regions,Later,0.08292945611200861,25520,0.07954591453872081,0.0863129976852964
2005,Baden-Wuerttemberg,Rural regions,Since birth,0.9248554913294798,25520,0.9216210349339875,0.928089947724972
2005,Baden-Wuerttemberg,Rural regions,Later,0.07514450867052024,25520,0.07191005227502799,0.07837896506601248
2005,Bavaria,Urban regions,Since birth,0.925314465408805,25520,0.9220891019670191,0.9285398288505909
2005,Bavaria,Urban regions,Later,0.07468553459119497,25520,0.07146017114940903,0.0779108980329809
2005,Bavaria,Rural regions,Since birth,0.9757174392935982,25520,0.9738289044083756,0.9776059741788209
2005,Bavaria,Rural regions,Later,0.024282560706401765,25520,0.022394025821179112,0.026171095591624418
2005,Berlin,Urban regions,Since birth,0.9661016949152542,25520,0.9638813719530208,0.9683220178774876
2005,Berlin,Urban regions,Later,0.03389830508474576,25520,0.031677982122512376,0.03611862804697915
2005,Brandenburg,Urban regions,Since birth,1.0,25520,1.0,1.0
2005,Brandenburg,Rural regions,Since birth,0.9987244897959183,25520,0.9982865841398275,0.9991623954520091
2005,Brandenburg,Rural regions,Later,0.0012755102040816326,25520,0.000837604547990776,0.001713415860172489
2005,Mecklenburg-Western Pomerania,Urban regions,Since birth,1.0,25520,1.0,1.0
2005,Mecklenburg-Western Pomerania,Rural regions,Since birth,0.9882075471698113,25520,0.98688307787837,0.9895320164612526
2005,Mecklenburg-Western Pomerania,Rural regions,Later,0.01179245283018868,25520,0.01046798353874747,0.01311692212162989
2005,Saxony,Urban regions,Since birth,0.9986666666666667,25520,0.9982189581233685,0.9991143752099649
2005,Saxony,Urban regions,Later,0.0013333333333333333,25520,0.0008856247900350732,0.0017810418766315934
2005,Saxony,Rural regions,Since birth,0.9918809201623816,25520,0.9907798907758989,0.9929819495488643
2005,Saxony,Rural regions,Later,0.008119079837618403,25520,0.007018050451135684,0.009220109224101122
2005,Saxony-Anhalt,Urban regions,Since birth,0.9943820224719101,25520,0.9934649949557974,0.9952990499880228
2005,Saxony-Anhalt,Urban regions,Later,0.0056179775280898875,25520,0.004700950011977264,0.0065350050442025106
2005,Saxony-Anhalt,Rural regions,Since birth,0.9957386363636364,25520,0.9949394230433898,0.9965378496838829
2005,Saxony-Anhalt,Rural regions,Later,0.004261363636363636,25520,0.003462150316117062,0.00506057695661021
2005,Thuringa,Urban regions,Since birth,0.9888059701492538,25520,0.9875151536538657,0.9900967866446418
2005,Thuringa,Urban regions,Later,0.011194029850746268,25520,0.009903213355358145,0.012484846346134391
2005,Thuringa,Rural regions,Since birth,0.9983660130718954,25520,0.9978704659942947,0.9988615601494961
2005,Thuringa,Rural regions,Later,0.0016339869281045752,25520,0.001138439850503919,0.002129534005705231
2006,Schleswig-Holstein,Urban regions,Since birth,0.974910394265233,27321,0.973055850680237,0.9767649378502289
2006,Schleswig-Holstein,Urban regions,Later,0.025089605734767026,27321,0.023235062149771047,0.026944149319763005
2006,Schleswig-Holstein,Rural regions,Since birth,0.9483695652173914,27321,0.9457456519770994,0.9509934784576833
2006,Schleswig-Holstein,Rural regions,Later,0.051630434782608696,27321,0.04900652154231672,0.054254348022900675
2006,Hamburg,Urban regions,Since birth,0.9823943661971831,27321,0.9808348979389115,0.9839538344554547
2006,Hamburg,Urban regions,Later,0.017605633802816902,27321,0.016046165544545316,0.01916510206108849
2006,Lower Saxony,Urban regions,Since birth,0.9417927823050058,27321,0.9390164344761747,0.944569130133837
2006,Lower Saxony,Urban regions,Later,0.05820721769499418,27321,0.05543086986616299,0.06098356552382537
2006,Lower Saxony,Rural regions,Since birth,0.947680157946693,27321,0.9450397448290676,0.9503205710643184
2006,Lower Saxony,Rural regions,Later,0.05231984205330701,27321,0.04967942893568157,0.05496025517093245
2006,Bremen,Urban regions,Since birth,0.9432624113475178,27321,0.940519198683471,0.9460056240115645
2006,Bremen,Urban regions,Later,0.05673758865248227,27321,0.05399437598843553,0.059480801316529004
2006,North Rhine-Westphalia,Urban regions,Since birth,0.9486924034869241,27321,0.9460762614296502,0.951308545544198
2006,North Rhine-Westphalia,Urban regions,Later,0.05130759651307597,27321,0.048691454455802106,0.05392373857034983
2006,North Rhine-Westphalia,Rural regions,Since birth,0.9203539823008849,27321,0.9171435223503992,0.9235644422513707
2006,North Rhine-Westphalia,Rural regions,Later,0.07964601769911504,27321,0.07643555774862926,0.08285647764960083
2006,Hesse,Urban regions,Since birth,0.9371482176360225,27321,0.9342703506542944,0.9400260846177506
2006,Hesse,Urban regions,Later,0.06285178236397748,27321,0.05997391538224934,0.06572964934570562
2006,Hesse,Rural regions,Since birth,0.9660377358490566,27321,0.96388988985002,0.9681855818480932
2006,Hesse,Rural regions,Later,0.033962264150943396,27321,0.0318144181519068,0.036110110149979995
2006,"Rhineland-Palatinate, Saarland",Urban regions,Since birth,0.9149171270718232,27321,0.9116087140046412,0.9182255401390051
2006,"Rhineland-Palatinate, Saarland",Urban regions,Later,0.08508287292817679,27321,0.08177445986099484,0.08839128599535874
2006,"Rhineland-Palatinate, Saarland",Rural regions,Since birth,0.9545454545454546,27321,0.9520754671202664,0.9570154419706428
2006,"Rhineland-Palatinate, Saarland",Rural regions,Later,0.045454545454545456,27321,0.04298455802935728,0.04792453287973363
2006,Baden-Wuerttemberg,Urban regions,Since birth,0.9207027540360874,27321,0.9174987242194085,0.9239067838527663
2006,Baden-Wuerttemberg,Urban regions,Later,0.07929724596391263,27321,0.07609321614723369,0.08250127578059158
2006,Baden-Wuerttemberg,Rural regions,Since birth,0.9246231155778895,27321,0.9214926477826346,0.9277535833731443
2006,Baden-Wuerttemberg,Rural regions,Later,0.07537688442211055,27321,0.07224641662685571,0.07850735221736538
2006,Bavaria,Urban regions,Since birth,0.9297856614929786,27321,0.9267558744616334,0.9328154485243237
2006,Bavaria,Urban regions,Later,0.07021433850702144,27321,0.06718455147567631,0.07324412553836657
2006,Bavaria,Rural regions,Since birth,0.9684887459807074,27321,0.9664172318111988,0.9705602601502161
2006,Bavaria,Rural regions,Later,0.031511254019292605,27321,0.029439739849783975,0.03358276818880123
2006,Berlin,Urban regions,Since birth,0.962059620596206,27321,0.9597941438752625,0.9643250973171494
2006,Berlin,Urban regions,Later,0.037940379403794036,27321,0.035674902682850604,0.04020585612473747
2006,Brandenburg,Urban regions,Since birth,1.0,27321,1.0,1.0
2006,Brandenburg,Rural regions,Since birth,0.9930232558139535,27321,0.9920362632401964,0.9940102483877105
2006,Brandenburg,Rural regions,Later,0.0069767441860465115,27321,0.005989751612289469,0.007963736759803554
2006,Mecklenburg-Western Pomerania,Urban regions,Since birth,1.0,27321,1.0,1.0
2006,Mecklenburg-Western Pomerania,Rural regions,Since birth,0.9936974789915967,27321,0.9927590703018804,0.994635887681313
2006,Mecklenburg-Western Pomerania,Rural regions,Later,0.0063025210084033615,27321,0.005364112318687097,0.007240929698119626
2006,Saxony,Urban regions,Since birth,0.996319018404908,27321,0.9956009119856782,0.9970371248241378
2006,Saxony,Urban regions,Later,0.0036809815950920245,27321,0.002962875175862235,0.0043990880143218135
2006,Saxony,Rural regions,Since birth,0.9881578947368421,27321,0.9868751642799841,0.9894406251937001
2006,Saxony,Rural regions,Later,0.011842105263157895,27321,0.010559374806299874,0.013124835720015916
2006,Saxony-Anhalt,Urban regions,Since birth,0.9939393939393939,27321,0.9930190593269452,0.9948597285518426
2006,Saxony-Anhalt,Urban regions,Later,0.006060606060606061,27321,0.005140271448157406,0.006980940673054715
2006,Saxony-Anhalt,Rural regions,Since birth,0.9945945945945946,27321,0.9937251438999153,0.995464045289274
2006,Saxony-Anhalt,Rural regions,Later,0.005405405405405406,27321,0.004535954710726032,0.0062748561000847795
2006,Thuringa,Urban regions,Since birth,0.9890510948905109,27321,0.987817130901796,0.9902850588792258
2006,Thuringa,Urban regions,Later,0.010948905109489052,27321,0.00971494112077419,0.012182869098203913
2006,Thuringa,Rural regions,Since birth,1.0,27321,1.0,1.0
2007,Schleswig-Holstein,Urban regions,Since birth,0.967479674796748,25385,0.9652976189960404,0.9696617305974556
2007,Schleswig-Holstein,Urban regions,Later,0.032520325203252036,25385,0.030338269402544436,0.034702381003959636
2007,Schleswig-Holstein,Rural regions,Since birth,0.9505813953488372,25385,0.9479151053605632,0.9532476853371112
2007,Schleswig-Holstein,Rural regions,Later,0.04941860465116279,25385,0.04675231466288874,0.052084894639436836
2007,Hamburg,Urban regions,Since birth,0.9889705882352942,25385,0.9876857887592838,0.9902553877113045
2007,Hamburg,Urban regions,Later,0.011029411764705883,25385,0.009744612288695482,0.012314211240716284
2007,Lower Saxony,Urban regions,Since birth,0.9324324324324325,25385,0.9293446597883059,0.935520205076559
2007,Lower Saxony,Urban regions,Later,0.06756756756756757,25385,0.06447979492344108,0.07065534021169406
2007,Lower Saxony,Rural regions,Since birth,0.9426751592356688,25385,0.9398154627116014,0.9455348557597362
2007,Lower Saxony,Rural regions,Later,0.05732484076433121,25385,0.05446514424026389,0.06018453728839853
2007,Bremen,Urban regions,Since birth,0.9379310344827586,25385,0.9349628547579596,0.9408992142075576
2007,Bremen,Urban regions,Later,0.06206896551724138,25385,0.059100785792442344,0.06503714524204042
2007,North Rhine-Westphalia,Urban regions,Since birth,0.9461763922195577,25385,0.9434002612949628,0.9489525231441527
