year,bula_h,sampreg,plj0024_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2002,Schleswig-Holstein,West,Since birth,0.9584569732937686,28961,0.9561587899503616,0.9607551566371755
2002,Schleswig-Holstein,West,Later,0.04154302670623145,28961,0.03924484336282456,0.04384121004963835
2002,Hamburg,West,Since birth,0.9834437086092715,28961,0.981974086833453,0.9849133303850901
2002,Hamburg,West,Later,0.016556291390728478,28961,0.01508666961490994,0.018025913166547017
2002,Lower Saxony,West,Since birth,0.9425601750547046,28961,0.9398803256373014,0.9452400244721078
2002,Lower Saxony,West,Later,0.057439824945295405,28961,0.05475997552789218,0.06011967436269863
2002,Bremen,West,Since birth,0.9316770186335404,28961,0.9287712208335579,0.9345828164335228
2002,Bremen,West,Later,0.06832298136645963,28961,0.06541718356647719,0.07122877916644207
2002,North Rhine-Westphalia,West,Since birth,0.9508273129806571,28961,0.9483369532267405,0.9533176727345738
2002,North Rhine-Westphalia,West,Later,0.04917268701934281,28961,0.04668232726542616,0.05166304677325946
2002,Hesse,West,Since birth,0.9441660701503222,28961,0.9415216979215365,0.9468104423791078
2002,Hesse,West,Later,0.05583392984967788,28961,0.0531895576208922,0.058478302078463565
2002,"Rhineland-Palatinate, Saarland",West,Since birth,0.9333333333333333,28961,0.9304604231195363,0.9362062435471304
2002,"Rhineland-Palatinate, Saarland",West,Later,0.06666666666666667,28961,0.06379375645286955,0.06953957688046378
2002,Baden-Wuerttemberg,West,Since birth,0.9273465703971119,28961,0.9243570715545538,0.9303360692396699
2002,Baden-Wuerttemberg,West,Later,0.07265342960288809,28961,0.06966393076033005,0.07564292844544614
2002,Bavaria,West,Since birth,0.9556082683835988,28961,0.9532361285463585,0.9579804082208391
2002,Bavaria,West,Later,0.04439173161640122,28961,0.042019591779160904,0.04676387145364153
2002,Berlin,West,Since birth,0.9391727493917275,28961,0.9364199717684634,0.9419255270149915
2002,Berlin,West,Later,0.06082725060827251,28961,0.05807447298500843,0.06358002823153658
2002,Berlin,East,Since birth,0.9943181818181818,28961,0.9934525052724789,0.9951838583638847
2002,Berlin,East,Later,0.005681818181818182,28961,0.0048161416361153266,0.006547494727521037
2002,Brandenburg,East,Since birth,0.9978768577494692,28961,0.9973467339323875,0.9984069815665509
2002,Brandenburg,East,Later,0.0021231422505307855,28961,0.001593018433449085,0.002653266067612486
2002,Mecklenburg-Western Pomerania,East,Since birth,0.9920948616600791,28961,0.991074907550987,0.9931148157691712
2002,Mecklenburg-Western Pomerania,East,Later,0.007905138339920948,28961,0.006885184230828933,0.008925092449012963
2002,Saxony,East,Since birth,0.9950402975821451,28961,0.9942312064540846,0.9958493887102056
2002,Saxony,East,Later,0.0049597024178549285,28961,0.004150611289794466,0.0057687935459153905
2002,Saxony-Anhalt,East,Since birth,0.9916142557651991,28961,0.9905640086881147,0.9926645028422836
2002,Saxony-Anhalt,East,Later,0.008385744234800839,28961,0.007335497157716394,0.009435991311885284
2002,Thuringa,East,Since birth,0.9978947368421053,28961,0.9973668451152655,0.998422628568945
2002,Thuringa,East,Later,0.002105263157894737,28961,0.0015773714310550004,0.002633154884734473
2003,Schleswig-Holstein,West,Since birth,0.952076677316294,27727,0.9495623949229732,0.9545909597096147
2003,Schleswig-Holstein,West,Later,0.04792332268370607,27727,0.04540904029038527,0.05043760507702687
2003,Hamburg,West,Since birth,0.9890510948905109,27727,0.9878261985416136,0.9902759912394082
2003,Hamburg,West,Later,0.010948905109489052,27727,0.009724008760591693,0.01217380145838641
2003,Lower Saxony,West,Since birth,0.9405099150141643,27727,0.9377256625418006,0.943294167486528
2003,Lower Saxony,West,Later,0.059490084985835696,27727,0.05670583251347201,0.06227433745819938
2003,Bremen,West,Since birth,0.9259259259259259,27727,0.9228432642151544,0.9290085876366975
2003,Bremen,West,Later,0.07407407407407407,27727,0.07099141236330249,0.07715673578484565
2003,North Rhine-Westphalia,West,Since birth,0.9509780246317314,27727,0.9484365529526366,0.9535194963108262
2003,North Rhine-Westphalia,West,Later,0.049021975368268536,27727,0.04648050368917369,0.05156344704736338
2003,Hesse,West,Since birth,0.9454265949269792,27727,0.9427529171662823,0.9481002726876762
2003,Hesse,West,Later,0.054573405073020755,27727,0.051899727312323805,0.057247082833717704
2003,"Rhineland-Palatinate, Saarland",West,Since birth,0.9196428571428571,27727,0.916443030320353,0.9228426839653612
2003,"Rhineland-Palatinate, Saarland",West,Later,0.08035714285714286,27727,0.07715731603463877,0.08355696967964696
2003,Baden-Wuerttemberg,West,Since birth,0.9172062904717854,27727,0.9139626193590369,0.9204499615845338
2003,Baden-Wuerttemberg,West,Later,0.08279370952821462,27727,0.07955003841546616,0.08603738064096307
2003,Bavaria,West,Since birth,0.9509769094138544,27727,0.948435410316732,0.9535184085109768
2003,Bavaria,West,Later,0.04902309058614565,27727,0.04648159148902324,0.05156458968326806
2003,Berlin,West,Since birth,0.9346733668341709,27727,0.9317647956175709,0.937581938050771
2003,Berlin,West,Later,0.06532663316582915,27727,0.062418061949229116,0.06823520438242918
2003,Berlin,East,Since birth,0.9945054945054945,27727,0.9936353877718932,0.9953756012390959
2003,Berlin,East,Later,0.005494505494505495,27727,0.00462439876090412,0.00636461222810687
2003,Brandenburg,East,Since birth,0.9978401727861771,27727,0.9972937300882303,0.9983866154841239
2003,Brandenburg,East,Later,0.0021598272138228943,27727,0.0016133845158761454,0.002706269911769643
2003,Mecklenburg-Western Pomerania,East,Since birth,0.9902152641878669,27727,0.9890566362654295,0.9913738921103042
2003,Mecklenburg-Western Pomerania,East,Later,0.009784735812133072,27727,0.008626107889695755,0.010943363734570388
2003,Saxony,East,Since birth,0.9962001266624446,27727,0.9954759200487129,0.9969243332761764
2003,Saxony,East,Later,0.0037998733375554147,27727,0.0030756667238237044,0.004524079951287125
2003,Saxony-Anhalt,East,Since birth,0.9934497816593887,27727,0.9925002586837638,0.9943993046350136
2003,Saxony-Anhalt,East,Later,0.006550218340611353,27727,0.0056006953649865,0.007499741316236206
2003,Thuringa,East,Since birth,0.9957310565635006,27727,0.9949636317156069,0.9964984814113943
2003,Thuringa,East,Later,0.004268943436499467,27727,0.003501518588605748,0.0050363682843931855
2004,Schleswig-Holstein,West,Since birth,0.9554848966613673,26790,0.9530152471641499,0.9579545461585847
