year,sampreg,sex,plj0024_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2002,West,male,Since birth,0.9454227718779405,28961,0.9428065892270276,0.9480389545288535
2002,West,male,Later,0.05457722812205942,28961,0.051961045471146466,0.05719341077297237
2002,West,female,Since birth,0.9462486002239642,28961,0.9436511525413881,0.9488460479065403
2002,West,female,Later,0.05375139977603583,28961,0.0511539520934598,0.056348847458611864
2002,East,male,Since birth,0.9965021375825884,28961,0.9958221675493254,0.9971821076158515
2002,East,male,Later,0.003497862417411582,28961,0.002817892384148572,0.004177832450674592
2002,East,female,Since birth,0.9938046647230321,28961,0.9929009482115965,0.9947083812344677
2002,East,female,Later,0.00619533527696793,28961,0.005291618765532365,0.007099051788403496
2003,West,male,Since birth,0.9423995504355156,27727,0.9396571232726901,0.9451419775983411
2003,West,male,Later,0.05760044956448441,27727,0.054858022401658886,0.06034287672730993
2003,West,female,Since birth,0.9412219644238206,27727,0.9384533773269075,0.9439905515207336
2003,West,female,Later,0.05877803557617943,27727,0.05600944847926636,0.0615466226730925
2003,East,male,Since birth,0.9968479117415288,27727,0.9961881026939593,0.9975077207890982
2003,East,male,Later,0.0031520882584712374,27727,0.0024922792109017236,0.003811897306040751
2003,East,female,Since birth,0.9936920222634509,27727,0.9927601087537039,0.9946239357731979
2003,East,female,Later,0.006307977736549165,27727,0.005376064226802204,0.007239891246296126
2004,West,male,Since birth,0.9427382319173364,26790,0.9399559723061967,0.9455204915284762
2004,West,male,Later,0.0572617680826636,26790,0.05447950847152389,0.06004402769380331
2004,West,female,Since birth,0.9398178698693415,26790,0.9369699658959532,0.9426657738427298
2004,West,female,Later,0.060182130130658575,26790,0.0573342261572703,0.06303003410404685
2004,East,male,Since birth,0.996319018404908,26790,0.9955938301731908,0.9970442066366252
2004,East,male,Later,0.0036809815950920245,26790,0.0029557933633748285,0.004406169826809221
2004,East,female,Since birth,0.9936210131332083,26790,0.9926676552714861,0.9945743709949304
2004,East,female,Later,0.006378986866791745,26790,0.005425629005069589,0.0073323447285139004
2005,West,male,Since birth,0.9427792915531336,25520,0.9399296031905747,0.9456289799156924
2005,West,male,Later,0.05722070844686648,25520,0.05437102008430768,0.06007039680942529
2005,West,female,Since birth,0.93993417443774,25520,0.9370189084776243,0.9428494403978557
2005,West,female,Later,0.06006582556226001,25520,0.057150559602144255,0.06298109152237577
2005,East,male,Since birth,0.9970513900589723,25520,0.9963861426822244,0.9977166374357201
2005,East,male,Later,0.0029486099410278013,25520,0.002283362564279954,0.0036138573177756485
2005,East,female,Since birth,0.9937646141855028,25520,0.9927988098161572,0.9947304185548483
2005,East,female,Later,0.006235385814497272,25520,0.005269581445151747,0.007201190183842797
2006,West,male,Since birth,0.9452357903471166,27321,0.9425378877476037,0.9479336929466294
2006,West,male,Later,0.054764209652883415,27321,0.05206630705337061,0.05746211225239622
2006,West,female,Since birth,0.9400950475237618,27321,0.9372810415043609,0.9429090535431628
2006,West,female,Later,0.059904952476238116,27321,0.0570909464568372,0.06271895849563904
2006,East,male,Since birth,0.9956227616394747,27321,0.994839953590734,0.9964055696882155
2006,East,male,Later,0.004377238360525269,27321,0.0035944303117845184,0.005160046409266019
2006,East,female,Since birth,0.9923076923076923,27321,0.9912716934452254,0.9933436911701593
2006,East,female,Later,0.007692307692307693,27321,0.006656308829840703,0.008728306554774683
2007,West,male,Since birth,0.9435137138621201,25385,0.9406737480838826,0.9463536796403577
2007,West,male,Later,0.05648628613787991,25385,0.05364632035964239,0.059326251916117435
2007,West,female,Since birth,0.9376418747496328,25385,0.9346672477897985,0.9406165017094671
2007,West,female,Later,0.062358125250367206,25385,0.05938349829053285,0.06533275221020156
2007,East,male,Since birth,0.9962531223980017,25385,0.9955015218493642,0.9970047229466391
2007,East,male,Later,0.003746877601998335,25385,0.0029952770533609426,0.004498478150635727
2007,East,female,Since birth,0.9934235976789169,25385,0.9924292714161038,0.9944179239417299
2007,East,female,Later,0.0065764023210831725,25385,0.005582076058270121,0.0075707285838962236
2008,West,male,Since birth,0.9401225836869401,23673,0.9371001749830491,0.9431449923908312
2008,West,male,Later,0.05987741631305988,23673,0.05685500760916888,0.06289982501695088
2008,West,female,Since birth,0.9356526658181304,23673,0.9325269317110909,0.93877839992517
2008,West,female,Later,0.06434733418186961,23673,0.06122160007483006,0.06747306828890916
2008,East,male,Since birth,0.9947780678851175,23673,0.9938599295223107,0.9956962062479242
2008,East,male,Later,0.005221932114882507,23673,0.0043037937520757335,0.00614007047768928
2008,East,female,Since birth,0.9930725346373268,23673,0.9920159431942183,0.9941291260804354
2008,East,female,Later,0.0069274653626731865,23673,0.005870873919564601,0.007984056805781773
2009,West,male,Since birth,0.9450697127498741,21983,0.9420577440867789,0.9480816814129692
2009,West,male,Later,0.054930287250125984,21983,0.05191831858703086,0.05794225591322111
2009,West,female,Since birth,0.9412572474824534,21983,0.9381487973523182,0.9443656976125887
2009,West,female,Later,0.058742752517546536,21983,0.055634302387411315,0.061851202647681756
2009,East,male,Since birth,0.9958734525447043,21983,0.9950260142389624,0.9967208908504461
2009,East,male,Later,0.0041265474552957355,21983,0.0032791091495538898,0.004973985761037581
2009,East,female,Since birth,0.9931740614334471,21983,0.9920856164968739,0.9942625063700203
2009,East,female,Later,0.006825938566552901,21983,0.005737493629979669,0.007914383503126133
2010,West,male,Since birth,0.9196975622474254,35837,0.9168838665246386,0.9225112579702122
2010,West,male,Later,0.08030243775257463,35837,0.0774887420297879,0.08311613347536137
2010,West,female,Since birth,0.9219411573119096,35837,0.9191636647559811,0.9247186498678381
2010,West,female,Later,0.07805884268809032,35837,0.07528135013216182,0.08083633524401883
2010,East,male,Since birth,0.9927652733118971,35837,0.9918878188208043,0.9936427278029899
2010,East,male,Later,0.007234726688102894,35837,0.006357272197010118,0.00811218117919567
2010,East,female,Since birth,0.9894378194207837,35837,0.9883793914815713,0.9904962473599961
2010,East,female,Later,0.010562180579216355,35837,0.009503752640003959,0.01162060851842875
2012,West,male,Since birth,0.9263925729442971,40229,0.9238407836933383,0.9289443621952559
2012,West,male,Later,0.07360742705570292,40229,0.0710556378047441,0.07615921630666174
2012,West,female,Since birth,0.9265625,40229,0.9240134241736436,0.9291115758263563
2012,West,female,Later,0.0734375,40229,0.07088842417364372,0.07598657582635629
2012,East,male,Since birth,0.9892665474060823,40229,0.9882595859765384,0.9902735088356263
2012,East,male,Later,0.01073345259391771,40229,0.009726491164373829,0.01174041402346159
2012,East,female,Since birth,0.9894673487812218,40229,0.9884697497054603,0.9904649478569832
2012,East,female,Later,0.010532651218778213,40229,0.009535052143016781,0.011530250294539645
2013,West,male,Since birth,0.8648194794290512,44486,0.8616421358346682,0.8679968230234343
2013,West,male,Later,0.1351805205709488,44486,0.13200317697656574,0.13835786416533183
2013,West,female,Since birth,0.8722970577809287,44486,0.8691955201981842,0.8753985953636731
2013,West,female,Later,0.12770294221907125,44486,0.12460140463632682,0.13080447980181567
2013,East,male,Since birth,0.9714285714285714,44486,0.969880411555386,0.9729767313017569
2013,East,male,Later,0.02857142857142857,44486,0.027023268698243116,0.030119588444614025
2013,East,female,Since birth,0.9714554579673776,44486,0.969908005282974,0.9730029106517812
2013,East,female,Later,0.028544542032622335,44486,0.026997089348218685,0.030091994717025984
2014,West,male,Since birth,0.8755690440060698,38694,0.8722801969631082,0.8788578910490314
2014,West,male,Later,0.1244309559939302,38694,0.1211421089509686,0.12771980303689182
2014,West,female,Since birth,0.8826765353070614,38694,0.8794700630375469,0.8858830075765758
2014,West,female,Later,0.11732346469293858,38694,0.11411699242342416,0.12052993696245301
2014,East,male,Since birth,0.9789303079416531,38694,0.9774993092419682,0.9803613066413381
2014,East,male,Later,0.02106969205834684,38694,0.01963869335866186,0.022500690758031818
2014,East,female,Since birth,0.9755102040816327,38694,0.9739701259682108,0.9770502821950546
2014,East,female,Later,0.024489795918367346,38694,0.02294971780494545,0.026029874031789243
2015,West,male,Since birth,0.8779527559055118,38036,0.8746630413694807,0.8812424704415429
2015,West,male,Later,0.1220472440944882,38036,0.1187575295584571,0.1253369586305193
2015,West,female,Since birth,0.8813417190775681,38036,0.878091745409706,0.8845916927454301
2015,West,female,Later,0.11865828092243187,38036,0.11540830725456985,0.12190825459029389
2015,East,male,Since birth,0.9731914893617021,38036,0.9715682067120417,0.9748147720113625
2015,East,male,Later,0.026808510638297874,38036,0.025185227988637492,0.028431793287958255
2015,East,female,Since birth,0.9731567644953472,38036,0.9715324598524103,0.974781069138284
2015,East,female,Later,0.026843235504652826,38036,0.02521893086171594,0.028467540147589714
2016,West,male,Since birth,0.881952781112445,41132,0.878834489656602,0.885071072568288
2016,West,male,Later,0.11804721888755502,41132,0.114928927431712,0.12116551034339805
2016,West,female,Since birth,0.8835996826476256,41132,0.8805003298426519,0.8866990354525992
2016,West,female,Later,0.11640031735237448,41132,0.11330096454740084,0.11949967015734812
2016,East,male,Since birth,0.9780621572212066,41132,0.976646538343374,0.9794777760990392
2016,East,male,Later,0.021937842778793418,41132,0.020522223900960822,0.023353461656626013
2016,East,female,Since birth,0.9738339021615472,41132,0.9722912142263943,0.9753765900967001
2016,East,female,Later,0.026166097838452786,41132,0.02462340990329994,0.02770878577360563
2017,West,male,Since birth,0.8940303779583186,45410,0.8911993304918528,0.8968614254247844
2017,West,male,Later,0.10596962204168138,45410,0.10313857457521561,0.10880066950814715
2017,West,female,Since birth,0.8903732408729349,45410,0.8874996518384913,0.8932468299073785
2017,West,female,Later,0.10962675912706506,45410,0.10675317009262147,0.11250034816150864
2017,East,male,Since birth,0.9790660225442834,45410,0.9777492456841824,0.9803827994043844
2017,East,male,Later,0.020933977455716585,45410,0.01961720059561561,0.02225075431581756
2017,East,female,Since birth,0.9737659647911633,45410,0.972295887515256,0.9752360420670706
2017,East,female,Later,0.02623403520883673,45410,0.024763957932929438,0.02770411248474402
2018,West,male,Since birth,0.8953887662496934,43121,0.8925000383086574,0.8982774941907294
2018,West,male,Later,0.10461123375030659,43121,0.10172250580927057,0.10749996169134261
2018,West,female,Since birth,0.8893796004206099,43121,0.8864190473349461,0.8923401535062737
2018,West,female,Later,0.11062039957939011,43121,0.10765984649372629,0.11358095266505394
2018,East,male,Since birth,0.9785478547854786,43121,0.9771803210203016,0.9799153885506555
2018,East,male,Later,0.02145214521452145,43121,0.02008461144934455,0.022819678979698353
2018,East,female,Since birth,0.9771849771849772,43121,0.9757756543006034,0.978594300069351
2018,East,female,Later,0.022815022815022814,43121,0.021405699930648975,0.024224345699396653
2020,West,male,Since birth,0.908744764564031,42741,0.9060146329265986,0.9114748962014634
2020,West,male,Later,0.09125523543596903,42741,0.08852510379853666,0.0939853670734014
2020,West,female,Since birth,0.8988941548183255,42741,0.8960360632283237,0.9017522464083272
2020,West,female,Later,0.10110584518167456,42741,0.09824775359167286,0.10396393677167627
2020,East,male,Since birth,0.9786050492083869,42741,0.9772332419263244,0.9799768564904493
2020,East,male,Later,0.02139495079161318,42741,0.020023143509550742,0.02276675807367562
2020,East,female,Since birth,0.9758620689655172,42741,0.9744070187831173,0.9773171191479171
2020,East,female,Later,0.02413793103448276,42741,0.022682880852082827,0.02559298121688269
2021,West,male,Since birth,0.9112141201640221,27598,0.9078582941367275,0.9145699461913168
2021,West,male,Later,0.0887858798359779,27598,0.08543005380868317,0.09214170586327262
2021,West,female,Since birth,0.9032977537039987,27598,0.899810761209938,0.9067847461980594
2021,West,female,Later,0.09670224629600127,27598,0.09321525380194057,0.10018923879006197
2021,East,male,Since birth,0.9780288763339611,27598,0.976299381618918,0.9797583710490041
2021,East,male,Later,0.02197112366603892,27598,0.0202416289509959,0.02370061838108194
2021,East,female,Since birth,0.9782726778924498,27598,0.9765525912243591,0.9799927645605404
2021,East,female,Later,0.021727322107550243,27598,0.020007235439459634,0.023447408775640853
