"ple0081_h","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Ja","2004","Realschule","Ostdeutschland","681","0.356819125072967","0.335407527517087","0.378230722628846"
"Ja","2004","(Fach-)Abitur","Westdeutschland","572","0.29573208707063","0.275741100400888","0.315723073740372"
"Ja","2004","(Fach-)Abitur","Ostdeutschland","147","0.380518838804387","0.332394824680087","0.428642852928686"
"Ja","2004","AkademikerIn","Westdeutschland","640","0.234708714073383","0.219573150436921","0.249844277709845"
"Ja","2004","AkademikerIn","Ostdeutschland","237","0.197951363465262","0.176071582089346","0.219831144841177"
"Nein","2004","(noch) kein Abschluss","Westdeutschland","525","0.711014781158835","0.677927766167527","0.744101796150142"
"Nein","2004","(noch) kein Abschluss","Ostdeutschland","128","0.665813054871316","0.59802354213822","0.733602567604411"
"Nein","2004","Hauptschule","Westdeutschland","4577","0.696066241419306","0.685040389859566","0.707092092979045"
"Nein","2004","Hauptschule","Ostdeutschland","1011","0.748145026544433","0.725142623720954","0.771147429367913"
"Nein","2004","Realschule","Westdeutschland","2434","0.6564031423434","0.641073873545236","0.671732411141563"
"Nein","2004","Realschule","Ostdeutschland","1242","0.643180874927033","0.621769277371154","0.664592472482913"
"Nein","2004","(Fach-)Abitur","Westdeutschland","1430","0.70426791292937","0.684276926259628","0.724258899599112"
"Nein","2004","(Fach-)Abitur","Ostdeutschland","244","0.619481161195613","0.571357147071314","0.667605175319913"
"Nein","2004","AkademikerIn","Westdeutschland","2372","0.765291285926617","0.750155722290155","0.780426849563079"
"Nein","2004","AkademikerIn","Ostdeutschland","1037","0.802048636534738","0.780168855158823","0.823928417910654"
"Ja","2005","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2005","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2005","Hauptschule","Westdeutschland","","","",""
"Ja","2005","Hauptschule","Ostdeutschland","","","",""
"Ja","2005","Realschule","Westdeutschland","","","",""
"Ja","2005","Realschule","Ostdeutschland","","","",""
"Ja","2005","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2005","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2005","AkademikerIn","Westdeutschland","","","",""
"Ja","2005","AkademikerIn","Ostdeutschland","","","",""
"Nein","2005","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2005","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2005","Hauptschule","Westdeutschland","","","",""
"Nein","2005","Hauptschule","Ostdeutschland","","","",""
"Nein","2005","Realschule","Westdeutschland","","","",""
"Nein","2005","Realschule","Ostdeutschland","","","",""
"Nein","2005","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2005","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2005","AkademikerIn","Westdeutschland","","","",""
"Nein","2005","AkademikerIn","Ostdeutschland","","","",""
"Ja","2006","(noch) kein Abschluss","Westdeutschland","148","0.325224811055793","0.286145226345874","0.364304395765712"
"Ja","2006","(noch) kein Abschluss","Ostdeutschland","30","0.308206044120849","0.216785456078571","0.399626632163126"
"Ja","2006","Hauptschule","Westdeutschland","2070","0.312269365713096","0.301183652404092","0.3233550790221"
"Ja","2006","Hauptschule","Ostdeutschland","356","0.258396535918546","0.235342210301993","0.281450861535099"
"Ja","2006","Realschule","Westdeutschland","1259","0.350951259700425","0.335764627109317","0.366137892291534"
"Ja","2006","Realschule","Ostdeutschland","657","0.341269034442546","0.32023018732412","0.362307881560972"
"Ja","2006","(Fach-)Abitur","Westdeutschland","551","0.286276324588237","0.266661213351368","0.305891435825105"
"Ja","2006","(Fach-)Abitur","Ostdeutschland","146","0.335886918655239","0.290225989718646","0.381547847591832"
"Ja","2006","AkademikerIn","Westdeutschland","639","0.218625327304027","0.204398060133724","0.23285259447433"
"Ja","2006","AkademikerIn","Ostdeutschland","244","0.199860912808291","0.178385443906807","0.221336381709775"
"Nein","2006","(noch) kein Abschluss","Westdeutschland","404","0.674775188944207","0.635695604234288","0.713854773654126"
"Nein","2006","(noch) kein Abschluss","Ostdeutschland","68","0.691793955879151","0.600373367836874","0.783214543921429"
"Nein","2006","Hauptschule","Westdeutschland","4643","0.687730634286904","0.6766449209779","0.698816347595908"
"Nein","2006","Hauptschule","Ostdeutschland","1029","0.741603464081454","0.718549138464901","0.764657789698007"
"Nein","2006","Realschule","Westdeutschland","2535","0.649048740299575","0.633862107708466","0.664235372890683"
"Nein","2006","Realschule","Ostdeutschland","1294","0.658730965557454","0.637692118439028","0.67976981267588"
"Nein","2006","(Fach-)Abitur","Westdeutschland","1489","0.713723675411764","0.694108564174895","0.733338786648632"
"Nein","2006","(Fach-)Abitur","Ostdeutschland","265","0.664113081344761","0.618452152408169","0.709774010281354"
"Nein","2006","AkademikerIn","Westdeutschland","2603","0.781374672695973","0.76714740552567","0.795601939866276"
"Nein","2006","AkademikerIn","Ostdeutschland","1088","0.800139087191709","0.778663618290225","0.821614556093193"
"Ja","2007","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2007","Hauptschule","Westdeutschland","","","",""
"Ja","2007","Hauptschule","Ostdeutschland","","","",""
"Ja","2007","Realschule","Westdeutschland","","","",""
"Ja","2007","Realschule","Ostdeutschland","","","",""
"Ja","2007","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2007","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2007","AkademikerIn","Westdeutschland","","","",""
"Ja","2007","AkademikerIn","Ostdeutschland","","","",""
"Nein","2007","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2007","Hauptschule","Westdeutschland","","","",""
"Nein","2007","Hauptschule","Ostdeutschland","","","",""
"Nein","2007","Realschule","Westdeutschland","","","",""
"Nein","2007","Realschule","Ostdeutschland","","","",""
"Nein","2007","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2007","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2007","AkademikerIn","Westdeutschland","","","",""
"Nein","2007","AkademikerIn","Ostdeutschland","","","",""
"Ja","2008","(noch) kein Abschluss","Westdeutschland","111","0.30873920083476","0.26581670789064","0.351661693778879"
"Ja","2008","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2008","Hauptschule","Westdeutschland","1683","0.311111074680286","0.298998914744062","0.323223234616509"
"Ja","2008","Hauptschule","Ostdeutschland","305","0.27838653515907","0.252963795235174","0.303809275082966"
"Ja","2008","Realschule","Westdeutschland","1029","0.323222214093847","0.307412541193132","0.339031886994562"
"Ja","2008","Realschule","Ostdeutschland","552","0.320538405680796","0.298635721356428","0.342441090005164"
"Ja","2008","(Fach-)Abitur","Westdeutschland","432","0.253634266311322","0.233573439695116","0.273695092927529"
"Ja","2008","(Fach-)Abitur","Ostdeutschland","130","0.34401037068128","0.295141867963036","0.392878873399523"
"Ja","2008","AkademikerIn","Westdeutschland","519","0.183925940251295","0.169945419060017","0.197906461442573"
"Ja","2008","AkademikerIn","Ostdeutschland","228","0.207104558855449","0.184549703917418","0.229659413793481"
"Nein","2008","(noch) kein Abschluss","Westdeutschland","334","0.69126079916524","0.648338306221121","0.73418329210936"
"Nein","2008","(noch) kein Abschluss","Ostdeutschland","79","0.824057997694515","0.749428289170271","0.898687706218758"
"Nein","2008","Hauptschule","Westdeutschland","3929","0.688888925319714","0.676776765383491","0.701001085255938"
"Nein","2008","Hauptschule","Ostdeutschland","889","0.72161346484093","0.696190724917034","0.747036204764826"
"Nein","2008","Realschule","Westdeutschland","2333","0.676777785906153","0.660968113005438","0.692587458806868"
"Nein","2008","Realschule","Ostdeutschland","1192","0.679461594319204","0.657558909994836","0.701364278643572"
"Nein","2008","(Fach-)Abitur","Westdeutschland","1375","0.746365733688678","0.726304907072471","0.766426560304884"
"Nein","2008","(Fach-)Abitur","Ostdeutschland","233","0.655989629318721","0.607121126600477","0.704858132036964"
"Nein","2008","AkademikerIn","Westdeutschland","2431","0.816074059748705","0.802093538557427","0.830054580939983"
"Nein","2008","AkademikerIn","Ostdeutschland","1012","0.792895441144551","0.770340586206519","0.815450296082582"
"Ja","2009","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2009","Hauptschule","Westdeutschland","","","",""
"Ja","2009","Hauptschule","Ostdeutschland","","","",""
"Ja","2009","Realschule","Westdeutschland","","","",""
"Ja","2009","Realschule","Ostdeutschland","","","",""
"Ja","2009","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2009","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2009","AkademikerIn","Westdeutschland","","","",""
"Ja","2009","AkademikerIn","Ostdeutschland","","","",""
"Nein","2009","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2009","Hauptschule","Westdeutschland","","","",""
"Nein","2009","Hauptschule","Ostdeutschland","","","",""
"Nein","2009","Realschule","Westdeutschland","","","",""
"Nein","2009","Realschule","Ostdeutschland","","","",""
"Nein","2009","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2009","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2009","AkademikerIn","Westdeutschland","","","",""
"Nein","2009","AkademikerIn","Ostdeutschland","","","",""
"Ja","2010","(noch) kein Abschluss","Westdeutschland","79","0.255380834827636","0.211126590295272","0.29963507936"
"Ja","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2010","Hauptschule","Westdeutschland","1341","0.290343647461976","0.277246114276935","0.303441180647016"
"Ja","2010","Hauptschule","Ostdeutschland","249","0.24402990394235","0.217179849860176","0.270879958024525"
"Ja","2010","Realschule","Westdeutschland","889","0.331013277539496","0.313950904155166","0.348075650923827"
"Ja","2010","Realschule","Ostdeutschland","490","0.314042731958232","0.290808949536504","0.337276514379959"
"Ja","2010","(Fach-)Abitur","Westdeutschland","353","0.244106911613607","0.222824975001478","0.265388848225736"
"Ja","2010","(Fach-)Abitur","Ostdeutschland","108","0.286188391081452","0.237788598840009","0.334588183322894"
"Ja","2010","AkademikerIn","Westdeutschland","467","0.185112931004243","0.170484732239387","0.199741129769098"
"Ja","2010","AkademikerIn","Ostdeutschland","193","0.180794220940106","0.158275670106716","0.203312771773496"
"Nein","2010","(noch) kein Abschluss","Westdeutschland","294","0.744619165172364","0.70036492064","0.788873409704728"
"Nein","2010","(noch) kein Abschluss","Ostdeutschland","34","0.86882158388486","0.767917125564011","0.969726042205708"
"Nein","2010","Hauptschule","Westdeutschland","3273","0.709656352538025","0.696558819352984","0.722753885723065"
"Nein","2010","Hauptschule","Ostdeutschland","734","0.75597009605765","0.729120041975475","0.782820150139824"
"Nein","2010","Realschule","Westdeutschland","2033","0.668986722460504","0.651924349076173","0.686049095844834"
"Nein","2010","Realschule","Ostdeutschland","1043","0.685957268041768","0.66272348562004","0.709191050463496"
"Nein","2010","(Fach-)Abitur","Westdeutschland","1212","0.755893088386393","0.734611151774264","0.777175024998522"
"Nein","2010","(Fach-)Abitur","Ostdeutschland","227","0.713811608918548","0.665411816677106","0.762211401159991"
"Nein","2010","AkademikerIn","Westdeutschland","2241","0.814887068995757","0.800258870230902","0.829515267760612"
"Nein","2010","AkademikerIn","Ostdeutschland","929","0.819205779059894","0.796687228226504","0.841724329893284"
"Ja","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2011","Hauptschule","Westdeutschland","","","",""
"Ja","2011","Hauptschule","Ostdeutschland","","","",""
"Ja","2011","Realschule","Westdeutschland","","","",""
"Ja","2011","Realschule","Ostdeutschland","","","",""
"Ja","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2011","AkademikerIn","Westdeutschland","","","",""
"Ja","2011","AkademikerIn","Ostdeutschland","","","",""
"Nein","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2011","Hauptschule","Westdeutschland","","","",""
"Nein","2011","Hauptschule","Ostdeutschland","","","",""
"Nein","2011","Realschule","Westdeutschland","","","",""
"Nein","2011","Realschule","Ostdeutschland","","","",""
"Nein","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2011","AkademikerIn","Westdeutschland","","","",""
"Nein","2011","AkademikerIn","Ostdeutschland","","","",""
"Ja","2012","(noch) kein Abschluss","Westdeutschland","128","0.29765545880189","0.256493981662349","0.338816935941432"
"Ja","2012","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2012","Hauptschule","Westdeutschland","1629","0.286430417116965","0.27471548302872","0.29814535120521"
"Ja","2012","Hauptschule","Ostdeutschland","332","0.275774238934083","0.250572619117751","0.300975858750415"
"Ja","2012","Realschule","Westdeutschland","1066","0.310531820705024","0.295479448562427","0.32558419284762"
"Ja","2012","Realschule","Ostdeutschland","603","0.332775656192728","0.310989241380217","0.35456207100524"
"Ja","2012","(Fach-)Abitur","Westdeutschland","443","0.237438740240932","0.218891868265042","0.255985612216821"
"Ja","2012","(Fach-)Abitur","Ostdeutschland","123","0.262342419055653","0.219339619588121","0.305345218523184"
"Ja","2012","AkademikerIn","Westdeutschland","551","0.175742804374511","0.162896610924079","0.188588997824943"
"Ja","2012","AkademikerIn","Ostdeutschland","211","0.169515975006501","0.148815068164147","0.190216881848856"
"Nein","2012","(noch) kein Abschluss","Westdeutschland","346","0.70234454119811","0.661183064058568","0.743506018337651"
"Nein","2012","(noch) kein Abschluss","Ostdeutschland","46","0.669819630496923","0.558043725474274","0.781595535519573"
"Nein","2012","Hauptschule","Westdeutschland","4092","0.713569582883035","0.70185464879479","0.725284516971279"
"Nein","2012","Hauptschule","Ostdeutschland","876","0.724225761065917","0.699024141249585","0.749427380882249"
"Nein","2012","Realschule","Westdeutschland","2564","0.689468179294976","0.67441580715238","0.704520551437572"
"Nein","2012","Realschule","Ostdeutschland","1194","0.667224343807272","0.64543792899476","0.689010758619783"
"Nein","2012","(Fach-)Abitur","Westdeutschland","1579","0.762561259759068","0.744014387783179","0.781108131734958"
"Nein","2012","(Fach-)Abitur","Ostdeutschland","279","0.737657580944348","0.694654781476816","0.780660380411879"
"Nein","2012","AkademikerIn","Westdeutschland","2821","0.824257195625489","0.811411002175057","0.837103389075921"
"Nein","2012","AkademikerIn","Ostdeutschland","1051","0.830484024993499","0.809783118151144","0.851184931835853"
"Ja","2013","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2013","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2013","Hauptschule","Westdeutschland","","","",""
"Ja","2013","Hauptschule","Ostdeutschland","","","",""
"Ja","2013","Realschule","Westdeutschland","","","",""
"Ja","2013","Realschule","Ostdeutschland","","","",""
"Ja","2013","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2013","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2013","AkademikerIn","Westdeutschland","","","",""
"Ja","2013","AkademikerIn","Ostdeutschland","","","",""
"Nein","2013","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2013","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2013","Hauptschule","Westdeutschland","","","",""
"Nein","2013","Hauptschule","Ostdeutschland","","","",""
"Nein","2013","Realschule","Westdeutschland","","","",""
"Nein","2013","Realschule","Ostdeutschland","","","",""
"Nein","2013","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2013","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2013","AkademikerIn","Westdeutschland","","","",""
"Nein","2013","AkademikerIn","Ostdeutschland","","","",""
"Ja","2014","(noch) kein Abschluss","Westdeutschland","283","0.318806047854118","0.288155356445841","0.349456739262395"
"Ja","2014","(noch) kein Abschluss","Ostdeutschland","41","0.425719772341492","0.334553811864001","0.516885732818983"
"Ja","2014","Hauptschule","Westdeutschland","2284","0.299903281723806","0.289125133833602","0.310681429614011"
"Ja","2014","Hauptschule","Ostdeutschland","408","0.316396279369072","0.290604294542588","0.342188264195556"
"Ja","2014","Realschule","Westdeutschland","1395","0.295624083040852","0.282658023038054","0.30859014304365"
"Ja","2014","Realschule","Ostdeutschland","747","0.344328697126307","0.32403558732329","0.364621806929325"
"Ja","2014","(Fach-)Abitur","Westdeutschland","864","0.248327261173204","0.233836895801316","0.262817626545092"
"Ja","2014","(Fach-)Abitur","Ostdeutschland","137","0.256411515493482","0.218917295788848","0.293905735198115"
"Ja","2014","AkademikerIn","Westdeutschland","748","0.170277124497367","0.159622616374288","0.180931632620445"
"Ja","2014","AkademikerIn","Ostdeutschland","232","0.162985080298018","0.143901571955369","0.182068588640667"
"Nein","2014","(noch) kein Abschluss","Westdeutschland","605","0.681193952145882","0.650543260737605","0.711844643554159"
"Nein","2014","(noch) kein Abschluss","Ostdeutschland","72","0.574280227658508","0.483114267181017","0.665446188135999"
"Nein","2014","Hauptschule","Westdeutschland","4659","0.700096718276194","0.689318570385989","0.710874866166398"
"Nein","2014","Hauptschule","Ostdeutschland","841","0.683603720630928","0.657811735804444","0.709395705457412"
"Nein","2014","Realschule","Westdeutschland","3363","0.704375916959148","0.69140985695635","0.717341976961946"
"Nein","2014","Realschule","Ostdeutschland","1359","0.655671302873693","0.635378193070675","0.67596441267671"
"Nein","2014","(Fach-)Abitur","Westdeutschland","2551","0.751672738826796","0.737182373454908","0.766163104198684"
"Nein","2014","(Fach-)Abitur","Ostdeutschland","384","0.743588484506518","0.706094264801885","0.781082704211152"
"Nein","2014","AkademikerIn","Westdeutschland","4033","0.829722875502633","0.819068367379555","0.840377383625712"
"Nein","2014","AkademikerIn","Ostdeutschland","1207","0.837014919701982","0.817931411359333","0.856098428044631"
"Ja","2015","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2015","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2015","Hauptschule","Westdeutschland","","","",""
"Ja","2015","Hauptschule","Ostdeutschland","","","",""
"Ja","2015","Realschule","Westdeutschland","","","",""
"Ja","2015","Realschule","Ostdeutschland","","","",""
"Ja","2015","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2015","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2015","AkademikerIn","Westdeutschland","","","",""
"Ja","2015","AkademikerIn","Ostdeutschland","","","",""
"Nein","2015","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2015","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2015","Hauptschule","Westdeutschland","","","",""
"Nein","2015","Hauptschule","Ostdeutschland","","","",""
"Nein","2015","Realschule","Westdeutschland","","","",""
"Nein","2015","Realschule","Ostdeutschland","","","",""
"Nein","2015","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2015","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2015","AkademikerIn","Westdeutschland","","","",""
"Nein","2015","AkademikerIn","Ostdeutschland","","","",""
"Ja","2016","(noch) kein Abschluss","Westdeutschland","231","0.330114978379242","0.295646047050371","0.364583909708112"
"Ja","2016","(noch) kein Abschluss","Ostdeutschland","33","0.406527889093906","0.307756396135392","0.50529938205242"
"Ja","2016","Hauptschule","Westdeutschland","1892","0.284317810132561","0.272796829370326","0.295838790894795"
"Ja","2016","Hauptschule","Ostdeutschland","356","0.302793486723546","0.275120623708548","0.330466349738544"
"Ja","2016","Realschule","Westdeutschland","1148","0.277604024019435","0.263929884062832","0.291278163976038"
"Ja","2016","Realschule","Ostdeutschland","649","0.349440301099767","0.327939126519489","0.370941475680045"
"Ja","2016","(Fach-)Abitur","Westdeutschland","761","0.2336741339421","0.218952477004743","0.248395790879456"
"Ja","2016","(Fach-)Abitur","Ostdeutschland","124","0.212902023071114","0.176766951138406","0.249037095003823"
"Ja","2016","AkademikerIn","Westdeutschland","656","0.166613083567728","0.155772669035455","0.177453498100001"
"Ja","2016","AkademikerIn","Ostdeutschland","201","0.155937841713555","0.136498434883437","0.175377248543673"
"Nein","2016","(noch) kein Abschluss","Westdeutschland","484","0.669885021620758","0.635416090291888","0.704353952949629"
"Nein","2016","(noch) kein Abschluss","Ostdeutschland","62","0.593472110906094","0.49470061794758","0.692243603864608"
"Nein","2016","Hauptschule","Westdeutschland","3997","0.715682189867439","0.704161209105205","0.727203170629674"
"Nein","2016","Hauptschule","Ostdeutschland","703","0.697206513276454","0.669533650261456","0.724879376291452"
"Nein","2016","Realschule","Westdeutschland","2972","0.722395975980565","0.708721836023962","0.736070115937168"
"Nein","2016","Realschule","Ostdeutschland","1240","0.650559698900233","0.629058524319955","0.672060873480511"
"Nein","2016","(Fach-)Abitur","Westdeutschland","2413","0.766325866057901","0.751604209120544","0.781047522995257"
"Nein","2016","(Fach-)Abitur","Ostdeutschland","369","0.787097976928886","0.750962904996177","0.823233048861594"
"Nein","2016","AkademikerIn","Westdeutschland","3883","0.833386916432272","0.822546501899999","0.844227330964545"
"Nein","2016","AkademikerIn","Ostdeutschland","1137","0.844062158286445","0.824622751456327","0.863501565116563"
"Ja","2017","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2017","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2017","Hauptschule","Westdeutschland","","","",""
"Ja","2017","Hauptschule","Ostdeutschland","","","",""
"Ja","2017","Realschule","Westdeutschland","","","",""
"Ja","2017","Realschule","Ostdeutschland","","","",""
"Ja","2017","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2017","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2017","AkademikerIn","Westdeutschland","","","",""
"Ja","2017","AkademikerIn","Ostdeutschland","","","",""
"Nein","2017","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2017","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2017","Hauptschule","Westdeutschland","","","",""
"Nein","2017","Hauptschule","Ostdeutschland","","","",""
"Nein","2017","Realschule","Westdeutschland","","","",""
"Nein","2017","Realschule","Ostdeutschland","","","",""
"Nein","2017","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2017","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2017","AkademikerIn","Westdeutschland","","","",""
"Nein","2017","AkademikerIn","Ostdeutschland","","","",""
"Ja","2018","(noch) kein Abschluss","Westdeutschland","254","0.341349360330908","0.307414617292253","0.375284103369563"
"Ja","2018","(noch) kein Abschluss","Ostdeutschland","39","0.3299890010399","0.247887042597346","0.412090959482454"
"Ja","2018","Hauptschule","Westdeutschland","1838","0.285182444589578","0.273474653141857","0.296890236037299"
"Ja","2018","Hauptschule","Ostdeutschland","377","0.319216624614712","0.291139842456818","0.347293406772606"
"Ja","2018","Realschule","Westdeutschland","1207","0.273225763589844","0.260176990774134","0.286274536405555"
"Ja","2018","Realschule","Ostdeutschland","713","0.31816122088188","0.298555495135603","0.337766946628157"
"Ja","2018","(Fach-)Abitur","Westdeutschland","772","0.233485030058661","0.219331515616776","0.247638544500546"
"Ja","2018","(Fach-)Abitur","Ostdeutschland","150","0.230039140979567","0.19596424993988","0.264114032019255"
"Ja","2018","AkademikerIn","Westdeutschland","668","0.150852677385333","0.140875198454177","0.160830156316489"
"Ja","2018","AkademikerIn","Ostdeutschland","217","0.148156397574584","0.12948052815427","0.166832266994899"
"Nein","2018","(noch) kein Abschluss","Westdeutschland","496","0.658650639669092","0.624715896630437","0.692585382707747"
"Nein","2018","(noch) kein Abschluss","Ostdeutschland","87","0.6700109989601","0.587909040517546","0.752112957402654"
"Nein","2018","Hauptschule","Westdeutschland","3875","0.714817555410422","0.703109763962701","0.726525346858143"
"Nein","2018","Hauptschule","Ostdeutschland","682","0.680783375385288","0.652706593227394","0.708860157543182"
