year,bula_h,regtyp,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Mecklenburg-Western Pomerania,Urban regions,No,0.78844,45,45,0.66777,0.90912
2014,Mecklenburg-Western Pomerania,Rural regions,Yes,0.32115,165,494,0.27993,0.36237
2014,Mecklenburg-Western Pomerania,Rural regions,No,0.67885,329,494,0.63763,0.72007
2014,Saxony,Urban regions,Yes,0.23912,204,838,0.21022,0.26802
2014,Saxony,Urban regions,No,0.76088,634,838,0.73198,0.78978
2014,Saxony,Rural regions,Yes,0.24817,189,774,0.21772,0.27862
2014,Saxony,Rural regions,No,0.75183,585,774,0.72138,0.78228
2014,Saxony-Anhalt,Urban regions,Yes,0.27972,60,221,0.22040,0.33903
2014,Saxony-Anhalt,Urban regions,No,0.72028,161,221,0.66097,0.77960
2014,Saxony-Anhalt,Rural regions,Yes,0.35115,270,743,0.31681,0.38550
2014,Saxony-Anhalt,Rural regions,No,0.64885,473,743,0.61450,0.68319
2014,Thuringa,Urban regions,Yes,0.32794,92,302,0.27490,0.38098
2014,Thuringa,Urban regions,No,0.67206,210,302,0.61902,0.72510
2014,Thuringa,Rural regions,Yes,0.26807,184,688,0.23494,0.30119
2014,Thuringa,Rural regions,No,0.73193,504,688,0.69881,0.76506
2016,Schleswig-Holstein,Urban regions,Yes,0.23359,49,225,0.17818,0.28900
2016,Schleswig-Holstein,Urban regions,No,0.76641,176,225,0.71100,0.82182
2016,Schleswig-Holstein,Rural regions,Yes,0.28065,176,592,0.24443,0.31688
2016,Schleswig-Holstein,Rural regions,No,0.71935,416,592,0.68312,0.75557
2016,Hamburg,Urban regions,Yes,0.23933,97,425,0.19872,0.27995
2016,Hamburg,Urban regions,No,0.76067,328,425,0.72005,0.80128
2016,Lower Saxony,Urban regions,Yes,0.25047,236,950,0.22291,0.27804
2016,Lower Saxony,Urban regions,No,0.74953,714,950,0.72196,0.77709
2016,Lower Saxony,Rural regions,Yes,0.24681,392,1412,0.22432,0.26931
2016,Lower Saxony,Rural regions,No,0.75319,1020,1412,0.73069,0.77568
2016,Bremen,Urban regions,Yes,0.18925,46,176,0.13121,0.24729
2016,Bremen,Urban regions,No,0.81075,130,176,0.75271,0.86879
2016,North Rhine-Westphalia,Urban regions,Yes,0.26873,1324,4926,0.25635,0.28111
2016,North Rhine-Westphalia,Urban regions,No,0.73127,3602,4926,0.71889,0.74365
2016,North Rhine-Westphalia,Rural regions,No,0.82287,85,85,0.74122,0.90451
2016,Hesse,Urban regions,Yes,0.27710,337,1313,0.25288,0.30132
2016,Hesse,Urban regions,No,0.72290,976,1313,0.69868,0.74712
2016,Hesse,Rural regions,Yes,0.28682,83,288,0.23450,0.33915
2016,Hesse,Rural regions,No,0.71318,205,288,0.66085,0.76550
2016,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.25979,305,1069,0.23349,0.28609
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.74021,764,1069,0.71391,0.76651
2016,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.25674,119,411,0.21446,0.29903
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.74326,292,411,0.70097,0.78554
2016,Baden-Wuerttemberg,Urban regions,Yes,0.19441,529,2521,0.17895,0.20986
2016,Baden-Wuerttemberg,Urban regions,No,0.80559,1992,2521,0.79014,0.82105
2016,Baden-Wuerttemberg,Rural regions,Yes,0.17279,65,310,0.13064,0.21495
2016,Baden-Wuerttemberg,Rural regions,No,0.82721,245,310,0.78505,0.86936
2016,Bavaria,Urban regions,Yes,0.23062,410,1790,0.21110,0.25014
2016,Bavaria,Urban regions,No,0.76938,1380,1790,0.74986,0.78890
2016,Bavaria,Rural regions,Yes,0.25516,546,2083,0.23643,0.27389
2016,Bavaria,Rural regions,No,0.74484,1537,2083,0.72611,0.76357
2016,Berlin,Urban regions,Yes,0.30717,262,907,0.27713,0.33721
2016,Berlin,Urban regions,No,0.69283,645,907,0.66279,0.72287
2016,Brandenburg,Urban regions,No,0.86339,58,58,0.77424,0.95255
2016,Brandenburg,Rural regions,Yes,0.29331,236,864,0.26294,0.32369
2016,Brandenburg,Rural regions,No,0.70669,628,864,0.67631,0.73706
2016,Mecklenburg-Western Pomerania,Urban regions,No,0.80344,45,45,0.68602,0.92086
2016,Mecklenburg-Western Pomerania,Rural regions,Yes,0.34580,151,453,0.30195,0.38965
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.65420,302,453,0.61035,0.69805
2016,Saxony,Urban regions,Yes,0.27031,203,761,0.23874,0.30189
2016,Saxony,Urban regions,No,0.72969,558,761,0.69811,0.76126
2016,Saxony,Rural regions,Yes,0.26465,171,680,0.23147,0.29783
2016,Saxony,Rural regions,No,0.73535,509,680,0.70217,0.76853
2016,Saxony-Anhalt,Urban regions,Yes,0.23453,50,189,0.17396,0.29510
2016,Saxony-Anhalt,Urban regions,No,0.76547,139,189,0.70490,0.82604
2016,Saxony-Anhalt,Rural regions,Yes,0.30381,217,641,0.26818,0.33944
2016,Saxony-Anhalt,Rural regions,No,0.69619,424,641,0.66056,0.73182
2016,Thuringa,Urban regions,Yes,0.30895,76,279,0.25463,0.36327
2016,Thuringa,Urban regions,No,0.69105,203,279,0.63673,0.74537
2016,Thuringa,Rural regions,Yes,0.29030,160,617,0.25446,0.32615
2016,Thuringa,Rural regions,No,0.70970,457,617,0.67385,0.74554
2018,Schleswig-Holstein,Urban regions,Yes,0.22744,72,317,0.18123,0.27366
2018,Schleswig-Holstein,Urban regions,No,0.77256,245,317,0.72634,0.81877
2018,Schleswig-Holstein,Rural regions,Yes,0.27125,169,605,0.23579,0.30670
2018,Schleswig-Holstein,Rural regions,No,0.72875,436,605,0.69330,0.76421
2018,Hamburg,Urban regions,Yes,0.19368,106,484,0.15844,0.22892
2018,Hamburg,Urban regions,No,0.80632,378,484,0.77108,0.84156
2018,Lower Saxony,Urban regions,Yes,0.23207,242,1053,0.20656,0.25758
2018,Lower Saxony,Urban regions,No,0.76793,811,1053,0.74242,0.79344
2018,Lower Saxony,Rural regions,Yes,0.24865,403,1473,0.22656,0.27073
2018,Lower Saxony,Rural regions,No,0.75135,1070,1473,0.72927,0.77344
2018,Bremen,Urban regions,Yes,0.25860,55,224,0.20113,0.31607
2018,Bremen,Urban regions,No,0.74140,169,224,0.68393,0.79887
2018,North Rhine-Westphalia,Urban regions,Yes,0.25965,1394,5291,0.24784,0.27147
2018,North Rhine-Westphalia,Urban regions,No,0.74035,3897,5291,0.72853,0.75216
2018,North Rhine-Westphalia,Rural regions,No,0.82680,87,87,0.74682,0.90678
2018,Hesse,Urban regions,Yes,0.24828,326,1350,0.22523,0.27134
2018,Hesse,Urban regions,No,0.75172,1024,1350,0.72866,0.77477
2018,Hesse,Rural regions,Yes,0.28594,102,342,0.23798,0.33390
2018,Hesse,Rural regions,No,0.71406,240,342,0.66610,0.76202
2018,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.23655,286,1079,0.21118,0.26192
2018,"Rhineland-Palatinate, Saarland",Urban regions,No,0.76345,793,1079,0.73808,0.78882
2018,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.25790,109,392,0.21454,0.30126
2018,"Rhineland-Palatinate, Saarland",Rural regions,No,0.74210,283,392,0.69874,0.78546
2018,Baden-Wuerttemberg,Urban regions,Yes,0.21415,503,2456,0.19792,0.23038
2018,Baden-Wuerttemberg,Urban regions,No,0.78585,1953,2456,0.76962,0.80208
2018,Baden-Wuerttemberg,Rural regions,Yes,0.21788,60,319,0.17251,0.26326
2018,Baden-Wuerttemberg,Rural regions,No,0.78212,259,319,0.73674,0.82749
2018,Bavaria,Urban regions,Yes,0.23231,410,1838,0.21300,0.25162
2018,Bavaria,Urban regions,No,0.76769,1428,1838,0.74838,0.78700
2018,Bavaria,Rural regions,Yes,0.24318,501,2130,0.22496,0.26141
2018,Bavaria,Rural regions,No,0.75682,1629,2130,0.73859,0.77504
2018,Berlin,Urban regions,Yes,0.30166,306,993,0.27310,0.33022
2018,Berlin,Urban regions,No,0.69834,687,993,0.66978,0.72690
2018,Brandenburg,Urban regions,No,0.78892,69,69,0.69193,0.88591
2018,Brandenburg,Rural regions,Yes,0.31597,289,933,0.28612,0.34582
2018,Brandenburg,Rural regions,No,0.68403,644,933,0.65418,0.71388
2018,Mecklenburg-Western Pomerania,Urban regions,No,0.82563,71,71,0.73674,0.91452
2018,Mecklenburg-Western Pomerania,Rural regions,Yes,0.33458,159,500,0.29318,0.37598
2018,Mecklenburg-Western Pomerania,Rural regions,No,0.66542,341,500,0.62402,0.70682
2018,Saxony,Urban regions,Yes,0.20834,201,861,0.18119,0.23548
2018,Saxony,Urban regions,No,0.79166,660,861,0.76452,0.81881
2018,Saxony,Rural regions,Yes,0.25241,194,756,0.22142,0.28340
2018,Saxony,Rural regions,No,0.74759,562,756,0.71660,0.77858
2018,Saxony-Anhalt,Urban regions,Yes,0.25128,52,188,0.18911,0.31344
2018,Saxony-Anhalt,Urban regions,No,0.74872,136,188,0.68656,0.81089
2018,Saxony-Anhalt,Rural regions,Yes,0.25941,226,723,0.22744,0.29138
2018,Saxony-Anhalt,Rural regions,No,0.74059,497,723,0.70862,0.77256
2018,Thuringa,Urban regions,Yes,0.24889,79,293,0.19930,0.29849
2018,Thuringa,Urban regions,No,0.75111,214,293,0.70151,0.80070
2018,Thuringa,Rural regions,Yes,0.28439,171,642,0.24947,0.31931
2018,Thuringa,Rural regions,No,0.71561,471,642,0.68069,0.75053
2020,Schleswig-Holstein,Urban regions,Yes,0.21522,90,399,0.17484,0.25560
2020,Schleswig-Holstein,Urban regions,No,0.78478,309,399,0.74440,0.82516
2020,Schleswig-Holstein,Rural regions,Yes,0.26021,162,630,0.22592,0.29449
2020,Schleswig-Holstein,Rural regions,No,0.73979,468,630,0.70551,0.77408
2020,Hamburg,Urban regions,Yes,0.18112,127,579,0.14973,0.21252
2020,Hamburg,Urban regions,No,0.81888,452,579,0.78748,0.85027
2020,Lower Saxony,Urban regions,Yes,0.22026,253,1192,0.19673,0.24380
2020,Lower Saxony,Urban regions,No,0.77974,939,1192,0.75620,0.80327
2020,Lower Saxony,Rural regions,Yes,0.25805,424,1605,0.23663,0.27946
2020,Lower Saxony,Rural regions,No,0.74195,1181,1605,0.72054,0.76337
2020,Bremen,Urban regions,Yes,0.21620,52,267,0.16673,0.26567
2020,Bremen,Urban regions,No,0.78380,215,267,0.73433,0.83327
2020,North Rhine-Westphalia,Urban regions,Yes,0.23884,1560,6040,0.22809,0.24960
2020,North Rhine-Westphalia,Urban regions,No,0.76116,4480,6040,0.75040,0.77191
2020,North Rhine-Westphalia,Rural regions,No,0.86652,91,91,0.79626,0.93678
2020,Hesse,Urban regions,Yes,0.22478,341,1667,0.20473,0.24482
2020,Hesse,Urban regions,No,0.77522,1326,1667,0.75518,0.79527
2020,Hesse,Rural regions,Yes,0.18210,82,366,0.14250,0.22169
2020,Hesse,Rural regions,No,0.81790,284,366,0.77831,0.85750
2020,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.22702,322,1145,0.20274,0.25129
2020,"Rhineland-Palatinate, Saarland",Urban regions,No,0.77298,823,1145,0.74871,0.79726
2020,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.23135,86,377,0.18872,0.27397
2020,"Rhineland-Palatinate, Saarland",Rural regions,No,0.76865,291,377,0.72603,0.81128
2020,Baden-Wuerttemberg,Urban regions,Yes,0.19097,575,2787,0.17637,0.20556
2020,Baden-Wuerttemberg,Urban regions,No,0.80903,2212,2787,0.79444,0.82363
2020,Baden-Wuerttemberg,Rural regions,Yes,0.22585,95,373,0.18336,0.26834
2020,Baden-Wuerttemberg,Rural regions,No,0.77415,278,373,0.73166,0.81664
2020,Bavaria,Urban regions,Yes,0.19956,444,2066,0.18232,0.21680
2020,Bavaria,Urban regions,No,0.80044,1622,2066,0.78320,0.81768
2020,Bavaria,Rural regions,Yes,0.24484,579,2273,0.22716,0.26252
2020,Bavaria,Rural regions,No,0.75516,1694,2273,0.73748,0.77284
2020,Berlin,Urban regions,Yes,0.27530,345,1270,0.25073,0.29988
2020,Berlin,Urban regions,No,0.72470,925,1270,0.70012,0.74927
2020,Brandenburg,Urban regions,No,0.78671,73,73,0.69209,0.88133
2020,Brandenburg,Rural regions,Yes,0.28056,297,1044,0.25329,0.30783
2020,Brandenburg,Rural regions,No,0.71944,747,1044,0.69217,0.74671
2020,Mecklenburg-Western Pomerania,Urban regions,No,0.74154,67,67,0.63592,0.84716
2020,Mecklenburg-Western Pomerania,Rural regions,Yes,0.30512,125,443,0.26219,0.34805
2020,Mecklenburg-Western Pomerania,Rural regions,No,0.69488,318,443,0.65195,0.73781
2020,Saxony,Urban regions,Yes,0.22322,214,887,0.19580,0.25064
2020,Saxony,Urban regions,No,0.77678,673,887,0.74936,0.80420
2020,Saxony,Rural regions,Yes,0.26069,198,754,0.22933,0.29204
2020,Saxony,Rural regions,No,0.73931,556,754,0.70796,0.77067
2020,Saxony-Anhalt,Urban regions,Yes,0.29141,67,232,0.23281,0.35001
2020,Saxony-Anhalt,Urban regions,No,0.70859,165,232,0.64999,0.76719
2020,Saxony-Anhalt,Rural regions,Yes,0.26571,204,716,0.23333,0.29809
2020,Saxony-Anhalt,Rural regions,No,0.73429,512,716,0.70191,0.76667
2020,Thuringa,Urban regions,Yes,0.22901,80,324,0.18318,0.27483
2020,Thuringa,Urban regions,No,0.77099,244,324,0.72517,0.81682
2020,Thuringa,Rural regions,Yes,0.28678,172,644,0.25183,0.32174
2020,Thuringa,Rural regions,No,0.71322,472,644,0.67826,0.74817
2022,Schleswig-Holstein,Urban regions,Yes,0.21456,64,347,0.17130,0.25782
2022,Schleswig-Holstein,Urban regions,No,0.78544,283,347,0.74218,0.82870
2022,Schleswig-Holstein,Rural regions,Yes,0.26872,156,588,0.23286,0.30458
2022,Schleswig-Holstein,Rural regions,No,0.73128,432,588,0.69542,0.76714
2022,Hamburg,Urban regions,Yes,0.17042,106,578,0.13974,0.20110
2022,Hamburg,Urban regions,No,0.82958,472,578,0.79890,0.86026
2022,Lower Saxony,Urban regions,Yes,0.20281,181,984,0.17767,0.22794
2022,Lower Saxony,Urban regions,No,0.79719,803,984,0.77206,0.82233
2022,Lower Saxony,Rural regions,Yes,0.24803,283,1244,0.22402,0.27204
2022,Lower Saxony,Rural regions,No,0.75197,961,1244,0.72796,0.77598
2022,Bremen,Urban regions,No,0.85774,152,152,0.80202,0.91345
2022,North Rhine-Westphalia,Urban regions,Yes,0.22309,1091,5294,0.21187,0.23430
2022,North Rhine-Westphalia,Urban regions,No,0.77691,4203,5294,0.76570,0.78813
2022,North Rhine-Westphalia,Rural regions,No,0.90885,107,107,0.85406,0.96365
2022,Hesse,Urban regions,Yes,0.20814,256,1360,0.18655,0.22972
2022,Hesse,Urban regions,No,0.79186,1104,1360,0.77028,0.81345
2022,Hesse,Rural regions,Yes,0.15349,54,323,0.11412,0.19286
2022,Hesse,Rural regions,No,0.84651,269,323,0.80714,0.88588
2022,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.19981,192,961,0.17452,0.22511
2022,"Rhineland-Palatinate, Saarland",Urban regions,No,0.80019,769,961,0.77489,0.82548
2022,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.19314,76,270,0.14597,0.24032
2022,"Rhineland-Palatinate, Saarland",Rural regions,No,0.80686,194,270,0.75968,0.85403
2022,Baden-Wuerttemberg,Urban regions,Yes,0.17007,437,2723,0.15596,0.18419
2022,Baden-Wuerttemberg,Urban regions,No,0.82993,2286,2723,0.81581,0.84404
2022,Baden-Wuerttemberg,Rural regions,Yes,0.19390,86,430,0.15649,0.23131
2022,Baden-Wuerttemberg,Rural regions,No,0.80610,344,430,0.76869,0.84351
2022,Bavaria,Urban regions,Yes,0.18616,385,2295,0.17023,0.20209
2022,Bavaria,Urban regions,No,0.81384,1910,2295,0.79791,0.82977
2022,Bavaria,Rural regions,Yes,0.21145,386,1985,0.19348,0.22942
2022,Bavaria,Rural regions,No,0.78855,1599,1985,0.77058,0.80652
2022,Berlin,Urban regions,Yes,0.25013,316,1456,0.22787,0.27238
2022,Berlin,Urban regions,No,0.74987,1140,1456,0.72762,0.77213
2022,Brandenburg,Urban regions,No,0.86843,73,73,0.79035,0.94651
2022,Brandenburg,Rural regions,Yes,0.22917,211,893,0.20159,0.25675
2022,Brandenburg,Rural regions,No,0.77083,682,893,0.74325,0.79841
2022,Mecklenburg-Western Pomerania,Urban regions,No,0.79194,85,85,0.70513,0.87875
2022,Mecklenburg-Western Pomerania,Rural regions,Yes,0.24723,111,449,0.20728,0.28718
2022,Mecklenburg-Western Pomerania,Rural regions,No,0.75277,338,449,0.71282,0.79272
2022,Saxony,Urban regions,Yes,0.20229,172,844,0.17517,0.22941
2022,Saxony,Urban regions,No,0.79771,672,844,0.77059,0.82483
2022,Saxony,Rural regions,Yes,0.21945,212,877,0.19204,0.24686
2022,Saxony,Rural regions,No,0.78055,665,877,0.75314,0.80796
2022,Saxony-Anhalt,Urban regions,Yes,0.25216,50,200,0.19183,0.31250
2022,Saxony-Anhalt,Urban regions,No,0.74784,150,200,0.68750,0.80817
2022,Saxony-Anhalt,Rural regions,Yes,0.22569,188,688,0.19443,0.25695
2022,Saxony-Anhalt,Rural regions,No,0.77431,500,688,0.74305,0.80557
2022,Thuringa,Urban regions,Yes,0.20526,57,277,0.15761,0.25291
2022,Thuringa,Urban regions,No,0.79474,220,277,0.74709,0.84239
2022,Thuringa,Rural regions,Yes,0.22350,122,539,0.18829,0.25870
2022,Thuringa,Rural regions,No,0.77650,417,539,0.74130,0.81171
