"ple0081_h","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2005","AkademikerIn","Hessen","","","",""
"Nein","2005","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Nein","2005","AkademikerIn","Baden-Württemberg","","","",""
"Nein","2005","AkademikerIn","Bayern","","","",""
"Nein","2005","AkademikerIn","Saarland","","","",""
"Nein","2005","AkademikerIn","Berlin","","","",""
"Nein","2005","AkademikerIn","Brandenburg","","","",""
"Nein","2005","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Nein","2005","AkademikerIn","Sachsen","","","",""
"Nein","2005","AkademikerIn","Sachsen-Anhalt","","","",""
"Nein","2005","AkademikerIn","Thüringen","","","",""
"Ja","2006","(noch) kein Abschluss","Schleswig-Holstein","5","","",""
"Ja","2006","(noch) kein Abschluss","Hamburg","1","","",""
"Ja","2006","(noch) kein Abschluss","Niedersachsen","16","","",""
"Ja","2006","(noch) kein Abschluss","Bremen","2","","",""
"Ja","2006","(noch) kein Abschluss","Nordrhein-Westfalen","47","0.288139443273536","0.220058987952048","0.356219898595023"
"Ja","2006","(noch) kein Abschluss","Hessen","12","","",""
"Ja","2006","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","6","","",""
"Ja","2006","(noch) kein Abschluss","Baden-Württemberg","29","","",""
"Ja","2006","(noch) kein Abschluss","Bayern","24","","",""
"Ja","2006","(noch) kein Abschluss","Saarland","","","",""
"Ja","2006","(noch) kein Abschluss","Berlin","9","","",""
"Ja","2006","(noch) kein Abschluss","Brandenburg","5","","",""
"Ja","2006","(noch) kein Abschluss","Mecklenburg-Vorpommern","7","","",""
"Ja","2006","(noch) kein Abschluss","Sachsen","3","","",""
"Ja","2006","(noch) kein Abschluss","Sachsen-Anhalt","8","","",""
"Ja","2006","(noch) kein Abschluss","Thüringen","4","","",""
"Ja","2006","Hauptschule","Schleswig-Holstein","92","0.373817558241348","0.315345213708718","0.432289902773977"
"Ja","2006","Hauptschule","Hamburg","23","","",""
"Ja","2006","Hauptschule","Niedersachsen","219","0.269398024991319","0.238001033612125","0.300795016370512"
"Ja","2006","Hauptschule","Bremen","10","","",""
"Ja","2006","Hauptschule","Nordrhein-Westfalen","593","0.322831601557962","0.301392075581492","0.344271127534431"
"Ja","2006","Hauptschule","Hessen","149","0.317195092021856","0.27723368456396","0.357156499479751"
"Ja","2006","Hauptschule","Rheinland-Pfalz,Saarland","202","0.31092012811715","0.275143302371632","0.346696953862668"
"Ja","2006","Hauptschule","Baden-Württemberg","325","0.307071948536633","0.279675245954262","0.334468651119004"
"Ja","2006","Hauptschule","Bayern","429","0.314728712194335","0.290261781253572","0.339195643135099"
"Ja","2006","Hauptschule","Saarland","","","",""
"Ja","2006","Hauptschule","Berlin","54","0.397620454095943","0.318505443514848","0.476735464677038"
"Ja","2006","Hauptschule","Brandenburg","67","0.293630702360801","0.236012578968213","0.351248825753388"
"Ja","2006","Hauptschule","Mecklenburg-Vorpommern","43","0.310702168193878","0.232637088941125","0.388767247446631"
"Ja","2006","Hauptschule","Sachsen","74","0.202257851275101","0.16239211849344","0.242123584056762"
"Ja","2006","Hauptschule","Sachsen-Anhalt","79","0.242041501962931","0.190569044238831","0.293513959687031"
"Ja","2006","Hauptschule","Thüringen","67","0.220633988111141","0.17355285595376","0.267715120268522"
"Ja","2006","Realschule","Schleswig-Holstein","55","0.375749815069789","0.303993885607538","0.447505744532039"
"Ja","2006","Realschule","Hamburg","27","","",""
"Ja","2006","Realschule","Niedersachsen","185","0.334652527266595","0.295948928637477","0.373356125895713"
"Ja","2006","Realschule","Bremen","14","","",""
"Ja","2006","Realschule","Nordrhein-Westfalen","337","0.37500285814291","0.343821221802797","0.406184494483023"
"Ja","2006","Realschule","Hessen","129","0.4078914593977","0.355807018486643","0.459975900308757"
"Ja","2006","Realschule","Rheinland-Pfalz,Saarland","94","0.378535019973296","0.319236631361309","0.437833408585283"
"Ja","2006","Realschule","Baden-Württemberg","170","0.312898054194874","0.275704049129587","0.350092059260162"
"Ja","2006","Realschule","Bayern","211","0.286921887803477","0.253485387000954","0.320358388606001"
"Ja","2006","Realschule","Saarland","","","",""
"Ja","2006","Realschule","Berlin","72","0.376933677619497","0.312305661420689","0.441561693818304"
"Ja","2006","Realschule","Brandenburg","107","0.351872991964303","0.299302567156402","0.404443416772204"
"Ja","2006","Realschule","Mecklenburg-Vorpommern","71","0.329949464165088","0.267099309004669","0.392799619325508"
"Ja","2006","Realschule","Sachsen","191","0.315926732480606","0.2795386795227","0.352314785438513"
"Ja","2006","Realschule","Sachsen-Anhalt","129","0.398423580555333","0.344012692302973","0.452834468807694"
"Ja","2006","Realschule","Thüringen","124","0.330275536759817","0.282546797797064","0.378004275722571"
"Ja","2006","(Fach-)Abitur","Schleswig-Holstein","12","","",""
"Ja","2006","(Fach-)Abitur","Hamburg","15","","",""
"Ja","2006","(Fach-)Abitur","Niedersachsen","56","0.33539579935584","0.269799112710366","0.400992486001314"
"Ja","2006","(Fach-)Abitur","Bremen","5","","",""
"Ja","2006","(Fach-)Abitur","Nordrhein-Westfalen","203","0.297055461313426","0.262428503860213","0.331682418766639"
"Ja","2006","(Fach-)Abitur","Hessen","49","0.331536802800364","0.264773774006221","0.398299831594507"
"Ja","2006","(Fach-)Abitur","Rheinland-Pfalz,Saarland","30","0.237354012819492","0.165046727884287","0.309661297754698"
"Ja","2006","(Fach-)Abitur","Baden-Württemberg","79","0.226974424743854","0.181080151689597","0.272868697798111"
"Ja","2006","(Fach-)Abitur","Bayern","76","0.26343263454851","0.214077947565635","0.312787321531384"
"Ja","2006","(Fach-)Abitur","Saarland","","","",""
"Ja","2006","(Fach-)Abitur","Berlin","42","0.430752978575474","0.34064077198907","0.520865185161879"
"Ja","2006","(Fach-)Abitur","Brandenburg","35","0.447858145635116","0.339564953599569","0.556151337670663"
"Ja","2006","(Fach-)Abitur","Mecklenburg-Vorpommern","5","","",""
"Ja","2006","(Fach-)Abitur","Sachsen","40","0.257286383903067","0.181259826569049","0.333312941237085"
"Ja","2006","(Fach-)Abitur","Sachsen-Anhalt","29","","",""
"Ja","2006","(Fach-)Abitur","Thüringen","21","","",""
"Ja","2006","AkademikerIn","Schleswig-Holstein","24","","",""
"Ja","2006","AkademikerIn","Hamburg","15","","",""
"Ja","2006","AkademikerIn","Niedersachsen","73","0.217083455587892","0.172331667826728","0.261835243349057"
"Ja","2006","AkademikerIn","Bremen","7","","",""
"Ja","2006","AkademikerIn","Nordrhein-Westfalen","179","0.242503047606124","0.213924492663704","0.271081602548543"
"Ja","2006","AkademikerIn","Hessen","74","0.216402974936275","0.173566678318166","0.259239271554383"
"Ja","2006","AkademikerIn","Rheinland-Pfalz,Saarland","38","0.237128184220745","0.177431781938459","0.296824586503031"
"Ja","2006","AkademikerIn","Baden-Württemberg","97","0.203047349715793","0.168571723074875","0.237522976356711"
"Ja","2006","AkademikerIn","Bayern","90","0.162475832481214","0.133273945680773","0.191677719281654"
"Ja","2006","AkademikerIn","Saarland","","","",""
"Ja","2006","AkademikerIn","Berlin","75","0.304557879392109","0.248831239084888","0.360284519699329"
"Ja","2006","AkademikerIn","Brandenburg","40","0.18070760759538","0.134467913536787","0.226947301653974"
"Ja","2006","AkademikerIn","Mecklenburg-Vorpommern","34","0.251683348549736","0.181288381587373","0.322078315512099"
"Ja","2006","AkademikerIn","Sachsen","62","0.196118098463195","0.156456273943942","0.235779922982447"
"Ja","2006","AkademikerIn","Sachsen-Anhalt","44","0.178664599881148","0.128386924934463","0.228942274827834"
"Ja","2006","AkademikerIn","Thüringen","31","0.148654756887011","0.0973917012992764","0.199917812474745"
"Nein","2006","(noch) kein Abschluss","Schleswig-Holstein","14","","",""
"Nein","2006","(noch) kein Abschluss","Hamburg","7","","",""
"Nein","2006","(noch) kein Abschluss","Niedersachsen","46","0.665690119797328","0.54826448738176","0.783115752212895"
"Nein","2006","(noch) kein Abschluss","Bremen","2","","",""
"Nein","2006","(noch) kein Abschluss","Nordrhein-Westfalen","123","0.711860556726464","0.643780101404977","0.779941012047952"
"Nein","2006","(noch) kein Abschluss","Hessen","32","0.723006760292566","0.590777515748571","0.855236004836562"
"Nein","2006","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","28","","",""
"Nein","2006","(noch) kein Abschluss","Baden-Württemberg","89","0.696480925633372","0.613523609067666","0.779438242199077"
"Nein","2006","(noch) kein Abschluss","Bayern","56","0.59928436494324","0.491900825344115","0.706667904542365"
"Nein","2006","(noch) kein Abschluss","Saarland","","","",""
"Nein","2006","(noch) kein Abschluss","Berlin","9","","",""
"Nein","2006","(noch) kein Abschluss","Brandenburg","10","","",""
"Nein","2006","(noch) kein Abschluss","Mecklenburg-Vorpommern","11","","",""
"Nein","2006","(noch) kein Abschluss","Sachsen","22","","",""
"Nein","2006","(noch) kein Abschluss","Sachsen-Anhalt","16","","",""
"Nein","2006","(noch) kein Abschluss","Thüringen","7","","",""
"Nein","2006","Hauptschule","Schleswig-Holstein","171","0.626182441758652","0.567710097226023","0.684654786291282"
"Nein","2006","Hauptschule","Hamburg","61","0.711376677382523","0.61447663426537","0.808276720499676"
"Nein","2006","Hauptschule","Niedersachsen","548","0.730601975008681","0.699204983629488","0.761998966387875"
"Nein","2006","Hauptschule","Bremen","34","0.785655462389366","0.664402033108898","0.906908891669834"
"Nein","2006","Hauptschule","Nordrhein-Westfalen","1234","0.677168398442038","0.655728872465569","0.698607924418508"
"Nein","2006","Hauptschule","Hessen","372","0.682804907978144","0.642843500520249","0.72276631543604"
"Nein","2006","Hauptschule","Rheinland-Pfalz,Saarland","441","0.68907987188285","0.653303046137332","0.724856697628368"
"Nein","2006","Hauptschule","Baden-Württemberg","764","0.692928051463367","0.665531348880996","0.720324754045738"
"Nein","2006","Hauptschule","Bayern","955","0.685271287805665","0.660804356864901","0.709738218746428"
"Nein","2006","Hauptschule","Saarland","","","",""
"Nein","2006","Hauptschule","Berlin","93","0.602379545904057","0.523264535322962","0.681494556485152"
"Nein","2006","Hauptschule","Brandenburg","173","0.706369297639199","0.648751174246612","0.763987421031787"
"Nein","2006","Hauptschule","Mecklenburg-Vorpommern","92","0.689297831806122","0.611232752553369","0.767362911058875"
"Nein","2006","Hauptschule","Sachsen","316","0.797742148724899","0.757876415943238","0.83760788150656"
"Nein","2006","Hauptschule","Sachsen-Anhalt","187","0.757958498037068","0.706486040312968","0.809430955761169"
"Nein","2006","Hauptschule","Thüringen","231","0.779366011888859","0.732284879731478","0.82644714404624"
"Nein","2006","Realschule","Schleswig-Holstein","120","0.624250184930211","0.552494255467961","0.696006114392462"
"Nein","2006","Realschule","Hamburg","49","0.554664147844625","0.442926333438836","0.666401962250415"
"Nein","2006","Realschule","Niedersachsen","386","0.665347472733405","0.626643874104287","0.704051071362523"
"Nein","2006","Realschule","Bremen","25","","",""
"Nein","2006","Realschule","Nordrhein-Westfalen","589","0.62499714185709","0.593815505516977","0.656178778197203"
"Nein","2006","Realschule","Hessen","213","0.5921085406023","0.540024099691243","0.644192981513357"
"Nein","2006","Realschule","Rheinland-Pfalz,Saarland","163","0.621464980026704","0.562166591414717","0.680763368638691"
"Nein","2006","Realschule","Baden-Württemberg","427","0.687101945805126","0.649907940739838","0.724295950870413"
"Nein","2006","Realschule","Bayern","492","0.713078112196523","0.679641611393999","0.746514612999046"
"Nein","2006","Realschule","Saarland","","","",""
"Nein","2006","Realschule","Berlin","144","0.623066322380503","0.558438306181695","0.687694338579311"
"Nein","2006","Realschule","Brandenburg","210","0.648127008035697","0.595556583227796","0.700697432843598"
"Nein","2006","Realschule","Mecklenburg-Vorpommern","144","0.670050535834912","0.607200380674492","0.732900690995332"
"Nein","2006","Realschule","Sachsen","436","0.684073267519394","0.647685214561487","0.7204613204773"
"Nein","2006","Realschule","Sachsen-Anhalt","182","0.601576419444667","0.547165531192307","0.655987307697027"
"Nein","2006","Realschule","Thüringen","249","0.669724463240183","0.621995724277429","0.717453202202936"
"Nein","2006","(Fach-)Abitur","Schleswig-Holstein","66","0.825746697682496","0.741565573515874","0.909927821849117"
"Nein","2006","(Fach-)Abitur","Hamburg","35","0.611839379191989","0.476760471978317","0.746918286405662"
"Nein","2006","(Fach-)Abitur","Niedersachsen","143","0.66460420064416","0.599007513998686","0.730200887289634"
"Nein","2006","(Fach-)Abitur","Bremen","15","","",""
"Nein","2006","(Fach-)Abitur","Nordrhein-Westfalen","466","0.702944538686574","0.668317581233361","0.737571496139787"
"Nein","2006","(Fach-)Abitur","Hessen","142","0.668463197199636","0.601700168405493","0.735226225993779"
"Nein","2006","(Fach-)Abitur","Rheinland-Pfalz,Saarland","103","0.762645987180508","0.690338702245302","0.834953272115713"
"Nein","2006","(Fach-)Abitur","Baden-Württemberg","241","0.773025575256146","0.727131302201889","0.818919848310404"
"Nein","2006","(Fach-)Abitur","Bayern","230","0.73656736545149","0.687212678468616","0.785922052434365"
"Nein","2006","(Fach-)Abitur","Saarland","","","",""
"Nein","2006","(Fach-)Abitur","Berlin","74","0.569247021424526","0.479134814838121","0.65935922801093"
"Nein","2006","(Fach-)Abitur","Brandenburg","46","0.552141854364884","0.443848662329337","0.660435046400431"
"Nein","2006","(Fach-)Abitur","Mecklenburg-Vorpommern","17","","",""
"Nein","2006","(Fach-)Abitur","Sachsen","87","0.742713616096933","0.666687058762915","0.818740173430951"
"Nein","2006","(Fach-)Abitur","Sachsen-Anhalt","45","0.68114331321986","0.574961718303358","0.787324908136362"
"Nein","2006","(Fach-)Abitur","Thüringen","44","0.653444729787374","0.537758385799568","0.769131073775179"
"Nein","2006","AkademikerIn","Schleswig-Holstein","98","0.750663961941117","0.673895385710888","0.827432538171346"
"Nein","2006","AkademikerIn","Hamburg","61","0.804276627088152","0.715076522305288","0.893476731871016"
"Nein","2006","AkademikerIn","Niedersachsen","253","0.782916544412108","0.738164756650943","0.827668332173273"
"Nein","2006","AkademikerIn","Bremen","26","","",""
"Nein","2006","AkademikerIn","Nordrhein-Westfalen","685","0.757496952393876","0.728918397451456","0.786075507336296"
"Nein","2006","AkademikerIn","Hessen","281","0.783597025063725","0.740760728445617","0.826433321681834"
"Nein","2006","AkademikerIn","Rheinland-Pfalz,Saarland","157","0.762871815779255","0.70317541349697","0.822568218061541"
"Nein","2006","AkademikerIn","Baden-Württemberg","426","0.796952650284207","0.762477023643289","0.831428276925125"
"Nein","2006","AkademikerIn","Bayern","523","0.837524167518786","0.808322280718346","0.866726054319227"
"Nein","2006","AkademikerIn","Saarland","","","",""
"Nein","2006","AkademikerIn","Berlin","187","0.695442120607891","0.639715480300671","0.751168760915112"
"Nein","2006","AkademikerIn","Brandenburg","226","0.819292392404619","0.773052698346026","0.865532086463213"
"Nein","2006","AkademikerIn","Mecklenburg-Vorpommern","112","0.748316651450264","0.677921684487901","0.818711618412627"
"Nein","2006","AkademikerIn","Sachsen","323","0.803881901536805","0.764220077017553","0.843543726056058"
"Nein","2006","AkademikerIn","Sachsen-Anhalt","179","0.821335400118852","0.771057725172166","0.871613075065537"
"Nein","2006","AkademikerIn","Thüringen","154","0.851345243112989","0.800082187525255","0.902608298700724"
"Ja","2007","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Ja","2007","(noch) kein Abschluss","Hamburg","","","",""
"Ja","2007","(noch) kein Abschluss","Niedersachsen","","","",""
"Ja","2007","(noch) kein Abschluss","Bremen","","","",""
"Ja","2007","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Ja","2007","(noch) kein Abschluss","Hessen","","","",""
"Ja","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Ja","2007","(noch) kein Abschluss","Baden-Württemberg","","","",""
"Ja","2007","(noch) kein Abschluss","Bayern","","","",""
"Ja","2007","(noch) kein Abschluss","Saarland","","","",""
"Ja","2007","(noch) kein Abschluss","Berlin","","","",""
"Ja","2007","(noch) kein Abschluss","Brandenburg","","","",""
"Ja","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ja","2007","(noch) kein Abschluss","Sachsen","","","",""
"Ja","2007","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Ja","2007","(noch) kein Abschluss","Thüringen","","","",""
"Ja","2007","Hauptschule","Schleswig-Holstein","","","",""
"Ja","2007","Hauptschule","Hamburg","","","",""
"Ja","2007","Hauptschule","Niedersachsen","","","",""
"Ja","2007","Hauptschule","Bremen","","","",""
"Ja","2007","Hauptschule","Nordrhein-Westfalen","","","",""
"Ja","2007","Hauptschule","Hessen","","","",""
"Ja","2007","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Ja","2007","Hauptschule","Baden-Württemberg","","","",""
"Ja","2007","Hauptschule","Bayern","","","",""
"Ja","2007","Hauptschule","Saarland","","","",""
"Ja","2007","Hauptschule","Berlin","","","",""
"Ja","2007","Hauptschule","Brandenburg","","","",""
"Ja","2007","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Ja","2007","Hauptschule","Sachsen","","","",""
"Ja","2007","Hauptschule","Sachsen-Anhalt","","","",""
"Ja","2007","Hauptschule","Thüringen","","","",""
"Ja","2007","Realschule","Schleswig-Holstein","","","",""
"Ja","2007","Realschule","Hamburg","","","",""
"Ja","2007","Realschule","Niedersachsen","","","",""
"Ja","2007","Realschule","Bremen","","","",""
"Ja","2007","Realschule","Nordrhein-Westfalen","","","",""
"Ja","2007","Realschule","Hessen","","","",""
"Ja","2007","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Ja","2007","Realschule","Baden-Württemberg","","","",""
"Ja","2007","Realschule","Bayern","","","",""
"Ja","2007","Realschule","Saarland","","","",""
"Ja","2007","Realschule","Berlin","","","",""
"Ja","2007","Realschule","Brandenburg","","","",""
"Ja","2007","Realschule","Mecklenburg-Vorpommern","","","",""
"Ja","2007","Realschule","Sachsen","","","",""
"Ja","2007","Realschule","Sachsen-Anhalt","","","",""
"Ja","2007","Realschule","Thüringen","","","",""
"Ja","2007","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Ja","2007","(Fach-)Abitur","Hamburg","","","",""
"Ja","2007","(Fach-)Abitur","Niedersachsen","","","",""
"Ja","2007","(Fach-)Abitur","Bremen","","","",""
"Ja","2007","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Ja","2007","(Fach-)Abitur","Hessen","","","",""
"Ja","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Ja","2007","(Fach-)Abitur","Baden-Württemberg","","","",""
"Ja","2007","(Fach-)Abitur","Bayern","","","",""
"Ja","2007","(Fach-)Abitur","Saarland","","","",""
"Ja","2007","(Fach-)Abitur","Berlin","","","",""
"Ja","2007","(Fach-)Abitur","Brandenburg","","","",""
"Ja","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Ja","2007","(Fach-)Abitur","Sachsen","","","",""
"Ja","2007","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Ja","2007","(Fach-)Abitur","Thüringen","","","",""
"Ja","2007","AkademikerIn","Schleswig-Holstein","","","",""
"Ja","2007","AkademikerIn","Hamburg","","","",""
"Ja","2007","AkademikerIn","Niedersachsen","","","",""
"Ja","2007","AkademikerIn","Bremen","","","",""
"Ja","2007","AkademikerIn","Nordrhein-Westfalen","","","",""
"Ja","2007","AkademikerIn","Hessen","","","",""
"Ja","2007","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Ja","2007","AkademikerIn","Baden-Württemberg","","","",""
"Ja","2007","AkademikerIn","Bayern","","","",""
"Ja","2007","AkademikerIn","Saarland","","","",""
"Ja","2007","AkademikerIn","Berlin","","","",""
"Ja","2007","AkademikerIn","Brandenburg","","","",""
"Ja","2007","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Ja","2007","AkademikerIn","Sachsen","","","",""
"Ja","2007","AkademikerIn","Sachsen-Anhalt","","","",""
"Ja","2007","AkademikerIn","Thüringen","","","",""
"Nein","2007","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Nein","2007","(noch) kein Abschluss","Hamburg","","","",""
"Nein","2007","(noch) kein Abschluss","Niedersachsen","","","",""
"Nein","2007","(noch) kein Abschluss","Bremen","","","",""
"Nein","2007","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Nein","2007","(noch) kein Abschluss","Hessen","","","",""
"Nein","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Nein","2007","(noch) kein Abschluss","Baden-Württemberg","","","",""
"Nein","2007","(noch) kein Abschluss","Bayern","","","",""
"Nein","2007","(noch) kein Abschluss","Saarland","","","",""
"Nein","2007","(noch) kein Abschluss","Berlin","","","",""
"Nein","2007","(noch) kein Abschluss","Brandenburg","","","",""
"Nein","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nein","2007","(noch) kein Abschluss","Sachsen","","","",""
"Nein","2007","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nein","2007","(noch) kein Abschluss","Thüringen","","","",""
"Nein","2007","Hauptschule","Schleswig-Holstein","","","",""
"Nein","2007","Hauptschule","Hamburg","","","",""
"Nein","2007","Hauptschule","Niedersachsen","","","",""
"Nein","2007","Hauptschule","Bremen","","","",""
"Nein","2007","Hauptschule","Nordrhein-Westfalen","","","",""
"Nein","2007","Hauptschule","Hessen","","","",""
"Nein","2007","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Nein","2007","Hauptschule","Baden-Württemberg","","","",""
"Nein","2007","Hauptschule","Bayern","","","",""
"Nein","2007","Hauptschule","Saarland","","","",""
"Nein","2007","Hauptschule","Berlin","","","",""
"Nein","2007","Hauptschule","Brandenburg","","","",""
"Nein","2007","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Nein","2007","Hauptschule","Sachsen","","","",""
"Nein","2007","Hauptschule","Sachsen-Anhalt","","","",""
"Nein","2007","Hauptschule","Thüringen","","","",""
"Nein","2007","Realschule","Schleswig-Holstein","","","",""
"Nein","2007","Realschule","Hamburg","","","",""
"Nein","2007","Realschule","Niedersachsen","","","",""
"Nein","2007","Realschule","Bremen","","","",""
"Nein","2007","Realschule","Nordrhein-Westfalen","","","",""
"Nein","2007","Realschule","Hessen","","","",""
"Nein","2007","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Nein","2007","Realschule","Baden-Württemberg","","","",""
"Nein","2007","Realschule","Bayern","","","",""
"Nein","2007","Realschule","Saarland","","","",""
"Nein","2007","Realschule","Berlin","","","",""
"Nein","2007","Realschule","Brandenburg","","","",""
"Nein","2007","Realschule","Mecklenburg-Vorpommern","","","",""
"Nein","2007","Realschule","Sachsen","","","",""
"Nein","2007","Realschule","Sachsen-Anhalt","","","",""
"Nein","2007","Realschule","Thüringen","","","",""
"Nein","2007","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Nein","2007","(Fach-)Abitur","Hamburg","","","",""
"Nein","2007","(Fach-)Abitur","Niedersachsen","","","",""
"Nein","2007","(Fach-)Abitur","Bremen","","","",""
"Nein","2007","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Nein","2007","(Fach-)Abitur","Hessen","","","",""
"Nein","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Nein","2007","(Fach-)Abitur","Baden-Württemberg","","","",""
"Nein","2007","(Fach-)Abitur","Bayern","","","",""
"Nein","2007","(Fach-)Abitur","Saarland","","","",""
"Nein","2007","(Fach-)Abitur","Berlin","","","",""
"Nein","2007","(Fach-)Abitur","Brandenburg","","","",""
"Nein","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nein","2007","(Fach-)Abitur","Sachsen","","","",""
"Nein","2007","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Nein","2007","(Fach-)Abitur","Thüringen","","","",""
"Nein","2007","AkademikerIn","Schleswig-Holstein","","","",""
"Nein","2007","AkademikerIn","Hamburg","","","",""
"Nein","2007","AkademikerIn","Niedersachsen","","","",""
"Nein","2007","AkademikerIn","Bremen","","","",""
"Nein","2007","AkademikerIn","Nordrhein-Westfalen","","","",""
"Nein","2007","AkademikerIn","Hessen","","","",""
"Nein","2007","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Nein","2007","AkademikerIn","Baden-Württemberg","","","",""
"Nein","2007","AkademikerIn","Bayern","","","",""
"Nein","2007","AkademikerIn","Saarland","","","",""
"Nein","2007","AkademikerIn","Berlin","","","",""
"Nein","2007","AkademikerIn","Brandenburg","","","",""
"Nein","2007","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Nein","2007","AkademikerIn","Sachsen","","","",""
"Nein","2007","AkademikerIn","Sachsen-Anhalt","","","",""
"Nein","2007","AkademikerIn","Thüringen","","","",""
"Ja","2008","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"Ja","2008","(noch) kein Abschluss","Hamburg","3","","",""
"Ja","2008","(noch) kein Abschluss","Niedersachsen","11","","",""
"Ja","2008","(noch) kein Abschluss","Bremen","","","",""
"Ja","2008","(noch) kein Abschluss","Nordrhein-Westfalen","27","","",""
"Ja","2008","(noch) kein Abschluss","Hessen","8","","",""
"Ja","2008","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","9","","",""
"Ja","2008","(noch) kein Abschluss","Baden-Württemberg","24","","",""
"Ja","2008","(noch) kein Abschluss","Bayern","20","","",""
"Ja","2008","(noch) kein Abschluss","Saarland","","","",""
"Ja","2008","(noch) kein Abschluss","Berlin","10","","",""
"Ja","2008","(noch) kein Abschluss","Brandenburg","3","","",""
"Ja","2008","(noch) kein Abschluss","Mecklenburg-Vorpommern","3","","",""
"Ja","2008","(noch) kein Abschluss","Sachsen","6","","",""
"Ja","2008","(noch) kein Abschluss","Sachsen-Anhalt","2","","",""
"Ja","2008","(noch) kein Abschluss","Thüringen","3","","",""
"Ja","2008","Hauptschule","Schleswig-Holstein","61","0.325794172888102","0.26255666153099","0.389031684245214"
"Ja","2008","Hauptschule","Hamburg","19","","",""
"Ja","2008","Hauptschule","Niedersachsen","186","0.274909835272542","0.240507565539842","0.309312105005242"
"Ja","2008","Hauptschule","Bremen","10","","",""
"Ja","2008","Hauptschule","Nordrhein-Westfalen","480","0.328076751504317","0.304395362089414","0.351758140919219"
"Ja","2008","Hauptschule","Hessen","124","0.339248642065223","0.294289151395902","0.384208132734545"
"Ja","2008","Hauptschule","Rheinland-Pfalz,Saarland","157","0.276423085810265","0.238455411714214","0.314390759906315"
"Ja","2008","Hauptschule","Baden-Württemberg","239","0.288319730918305","0.258904751608723","0.317734710227888"
"Ja","2008","Hauptschule","Bayern","388","0.330900756626741","0.304266986384442","0.357534526869039"
"Ja","2008","Hauptschule","Saarland","","","",""
"Ja","2008","Hauptschule","Berlin","38","0.341821671602464","0.256240412169996","0.427402931034931"
"Ja","2008","Hauptschule","Brandenburg","58","0.331123287484776","0.266542861130619","0.395703713838933"
"Ja","2008","Hauptschule","Mecklenburg-Vorpommern","42","0.360049056913944","0.272696971636184","0.447401142191705"
"Ja","2008","Hauptschule","Sachsen","62","0.220502037992068","0.175771418079745","0.265232657904392"
"Ja","2008","Hauptschule","Sachsen-Anhalt","63","0.242995658097999","0.186703992181265","0.299287324014732"
"Ja","2008","Hauptschule","Thüringen","61","0.241696140150304","0.190819300078207","0.292572980222401"
"Ja","2008","Realschule","Schleswig-Holstein","41","0.30554876716185","0.231084045907159","0.380013488416541"
"Ja","2008","Realschule","Hamburg","26","","",""
"Ja","2008","Realschule","Niedersachsen","152","0.336731249528923","0.295994225562003","0.377468273495844"
"Ja","2008","Realschule","Bremen","14","","",""
"Ja","2008","Realschule","Nordrhein-Westfalen","277","0.348887932594824","0.316225969367269","0.381549895822379"
"Ja","2008","Realschule","Hessen","119","0.383351922525093","0.330246646698116","0.436457198352069"
