year,regtyp,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,male,3945,9.897019244223063,9.366948158585586,10.42709032986054,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0
1985,Urban regions,female,3804,7.651719158153451,7.182855347142975,8.120582969163927,0.0,0.0,3.0,0.0,7.5,0.0,0.0,0.0
1985,Rural regions,male,1076,10.813070875975443,9.679591923489669,11.946549828461217,0.0,0.0,9.0,0.0,22.5,0.0,0.0,0.0
1985,Rural regions,female,1062,6.216855717094403,5.421020594948081,7.012690839240725,0.0,0.0,3.0,0.0,7.5,0.0,0.0,0.0
1986,Urban regions,male,3139,10.3893566862483,9.921104221888084,10.857609150608516,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1986,Urban regions,female,2049,9.925011852982578,9.398884159030935,10.451139546934222,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1986,Rural regions,male,820,9.621159663928678,8.654832290877483,10.587487036979873,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0
1986,Rural regions,female,563,9.080089445970456,7.898889593015204,10.261289298925709,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0
1987,Urban regions,male,2974,10.36775160778472,9.929843297452866,10.805659918116575,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1987,Urban regions,female,1896,12.233916504736827,11.594953025017196,12.872879984456459,0.0,3.0,14.0,0.0,35.0,3.0,3.0,4.0
1987,Rural regions,male,802,11.064001951635477,10.039736011297126,12.088267891973828,0.0,0.0,10.0,0.0,25.0,0.0,-0.025000000000005684,0.0
1987,Rural regions,female,536,9.558780542450327,8.442694935246994,10.67486614965366,0.0,0.0,10.0,0.0,25.0,0.0,-2.0,0.0
1988,Urban regions,male,2841,10.4867796521632,10.044823059226102,10.928736245100298,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1988,Urban regions,female,1843,11.014623564920809,10.439971162914564,11.589275966927055,0.0,2.0,12.0,0.0,30.0,2.0,1.0,4.0
1988,Rural regions,male,759,10.624257154684551,9.532435062997575,11.716079246371528,0.0,0.0,9.511525013975225,0.0,23.778812534938062,0.0,0.0,0.0
1988,Rural regions,female,489,8.37668839324574,7.561549832296393,9.191826954195086,0.0,0.0,9.346675405686778,0.0,23.366688514216946,0.0,-0.025000000000005684,0.0
1989,Urban regions,male,2824,10.398342852284651,9.979201728304348,10.817483976264954,0.0,1.0,12.0,0.0,30.0,1.0,0.0,2.0
1989,Urban regions,female,1879,10.866819193448148,10.289200725270057,11.444437661626239,0.0,2.0,12.0,0.0,30.0,2.0,2.0,4.0
1989,Rural regions,male,716,10.924262757691839,9.833904659843196,12.014620855540482,0.0,0.0,10.0,0.0,25.0,0.0,-2.0,0.0
1989,Rural regions,female,484,9.39821702537513,8.473507723312817,10.322926327437443,0.0,1.0,9.0,0.0,22.5,1.0,-1.0,2.0
1990,Urban regions,male,,,,,,,,,,,,
