year,quintil_oecd,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,1st Quintile,West,,,,,,,,,,,,
1984,2nd Quintile,West,,,,,,,,,,,,
1984,3rd Quintile,West,,,,,,,,,,,,
1984,4th Quintile,West,,,,,,,,,,,,
1984,5th Quintile,West,,,,,,,,,,,,
1985,1st Quintile,West,1965,11.071905643357017,9.020294434406194,13.123516852307839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,2nd Quintile,West,1957,7.30129006138999,6.151497675182344,8.451082447597635,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0
1985,3rd Quintile,West,2021,8.818985456210145,7.364396401032702,10.273574511387586,0.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0
1985,4th Quintile,West,2107,8.328103489720656,7.017655733448877,9.638551245992435,0.0,0.0,7.0,0.0,17.5,0.0,0.0,0.0
1985,5th Quintile,West,2070,7.586145325510343,6.508181236254205,8.66410941476648,0.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0
1986,1st Quintile,West,862,11.739660690030451,9.328573418680575,14.150747961380327,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1986,2nd Quintile,West,1165,11.936088717031984,9.991681530818507,13.88049590324546,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1986,3rd Quintile,West,1407,10.160720954023272,8.826526953791825,11.49491495425472,0.0,0.0,10.0,0.0,25.0,0.0,-1.0250000000000057,0.0
1986,4th Quintile,West,1613,10.628486115753386,9.3294094635457,11.927562767961073,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1986,5th Quintile,West,1598,7.370458478270501,6.427550863635389,8.313366092905612,0.0,0.0,7.0,0.0,17.5,0.0,0.0,0.0
1987,1st Quintile,West,765,12.359932268269532,9.861690625814894,14.858173910724169,0.0,0.0,11.0,0.0,27.5,0.0,0.0,0.0
1987,2nd Quintile,West,1120,10.446156025742244,8.999230522840273,11.893081528644215,0.0,0.0,12.0,0.0,30.0,0.0,0.0,0.0
1987,3rd Quintile,West,1313,12.589545053419512,10.84490867390393,14.334181432935093,0.0,2.0,12.0,0.0,30.0,2.0,1.9749999999999943,4.0
1987,4th Quintile,West,1538,11.358853737357329,10.041681807220758,12.6760256674939,0.0,2.0,14.0,0.0,35.0,2.0,1.0,3.0
1987,5th Quintile,West,1528,9.030942759434343,7.91799254241284,10.143892976455845,0.0,0.0,10.0,0.0,25.0,0.0,-1.0,0.0
1988,1st Quintile,West,748,13.132121635228478,10.737084317009373,15.527158953447582,0.0,0.0,14.0,0.0,35.0,0.0,0.0,0.0
1988,2nd Quintile,West,1071,9.624465075086151,8.248041873907528,11.000888276264774,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1988,3rd Quintile,West,1271,11.228433831094579,9.60507068712856,12.851796975060598,0.0,0.0,11.0,0.0,27.5,0.0,-1.0,0.0
1988,4th Quintile,West,1448,10.826565959624537,9.624673165744941,12.028458753504133,0.0,2.0,14.0,0.0,35.0,2.0,2.0,4.0
1988,5th Quintile,West,1453,8.537724598339615,7.452209470020098,9.623239726659133,0.0,0.0,9.585607846010227,0.0,23.964019615025567,0.0,0.0,0.0
1989,1st Quintile,West,758,12.298273195113032,9.917075921893984,14.67947046833208,0.0,0.0,14.0,0.0,35.0,0.0,-2.0250000000000057,0.0
1989,2nd Quintile,West,1090,11.97414630472553,10.220450254245815,13.727842355205244,0.0,1.064099257025267,12.0,0.0,30.0,1.0,-1.0,2.0
1989,3rd Quintile,West,1229,10.495976550386418,9.138065631896017,11.853887468876819,0.0,2.0,11.0,0.0,27.5,2.0,1.0,4.0
1989,4th Quintile,West,1442,11.190888517666563,9.904236051364599,12.477540983968527,0.0,2.0,12.0,0.0,30.0,2.0,1.0,3.0
1989,5th Quintile,West,1412,8.404828589198416,7.378369215874677,9.431287962522156,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0
1990,1st Quintile,West,,,,,,,,,,,,
1990,2nd Quintile,West,,,,,,,,,,,,
1990,3rd Quintile,West,,,,,,,,,,,,
1990,4th Quintile,West,,,,,,,,,,,,
1990,5th Quintile,West,,,,,,,,,,,,
1991,1st Quintile,West,744,14.775531797962191,12.144139049685576,17.406924546238805,0.0,2.0,14.0,0.0,35.0,2.0,-1.0,4.0
1991,2nd Quintile,West,1083,11.09832023049298,9.459429129623818,12.737211331362143,0.0,2.0,14.0,0.0,35.0,2.0,1.0,4.0
1991,3rd Quintile,West,1242,11.420982505214655,10.135921545160276,12.706043465269033,0.0,3.0,14.0,0.0,35.0,3.0,1.0,4.0
