year,sampreg,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,male,,,,,,,,,,,,
1984,West,female,,,,,,,,,,,,
1985,West,male,3149,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,West,female,3465,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,West,male,3999,10.16723,9.30162,11.03284,0.00000,0.00000,10.00000,0,25.00000,,,
1986,West,female,2646,9.68133,8.68376,10.67891,0.00000,0.00000,10.00000,0,25.00000,,,
1987,West,male,3811,10.50174,9.66071,11.34277,0.00000,0.00000,10.00000,0,25.00000,,,
1987,West,female,2453,11.53169,10.39249,12.67088,0.00000,2.00000,14.00000,0,35.00000,,,
1988,West,male,3635,10.45201,9.58973,11.31429,0.00000,0.00000,10.00000,0,25.00000,,,
1988,West,female,2357,10.33048,9.34307,11.31788,0.00000,1.00000,11.08399,0,27.70996,,,
1989,West,male,3554,10.49174,9.66058,11.32289,0.00000,0.00000,10.00000,0,25.00000,,,
1989,West,female,2377,10.49368,9.47682,11.51053,0.00000,2.00000,10.00000,0,25.00000,,,
1990,West,No answer / don't know,,,,,,,,,,,,
1990,West,male,,,,,,,,,,,,
1990,West,female,,,,,,,,,,,,
1990,East,male,,,,,,,,,,,,
1990,East,female,,,,,,,,,,,,
1991,West,male,3458,10.79025,9.90239,11.67812,0.00000,2.00000,12.00000,0,30.00000,,,
1991,West,female,2429,11.70357,10.53019,12.87695,0.00000,3.00000,12.00000,0,30.00000,,,
1991,East,male,,,,,,,,,,,,
1991,East,female,,,,,,,,,,,,
1992,West,male,3406,10.70794,9.77066,11.64522,0.00000,2.00000,10.00000,0,25.00000,,,
1992,West,female,2425,11.13984,10.18090,12.09878,0.00000,3.00000,14.00000,0,35.00000,,,
1992,East,male,1467,7.82458,6.41384,9.23532,0.00000,0.00000,6.00000,0,15.00000,,,
1992,East,female,1295,9.00017,7.80900,10.19135,0.00000,0.00000,10.00000,0,25.00000,,,
1993,West,male,,,,,,,,,,,,
1993,West,female,,,,,,,,,,,,
1993,East,male,,,,,,,,,,,,
1993,East,female,,,,,,,,,,,,
1994,West,male,3245,10.05663,9.08924,11.02403,0.00000,0.00000,10.00000,0,25.00000,,,
1994,West,female,2352,11.92210,10.67567,13.16853,0.00000,3.00000,14.00000,0,35.00000,,,
1994,East,male,1275,9.44657,8.17124,10.72191,0.00000,0.00000,10.00000,0,25.00000,,,
1994,East,female,1082,11.92328,10.24558,13.60099,0.00000,2.00000,14.00000,0,35.00000,,,
1995,West,male,3346,10.24706,9.32474,11.16939,0.00000,2.00000,10.00000,0,25.00000,,,
1995,West,female,2469,11.43405,10.39034,12.47775,0.00000,3.00000,12.00000,0,30.00000,,,
1995,East,male,1263,10.07668,8.58208,11.57129,0.00000,0.00000,10.00000,0,25.00000,,,
1995,East,female,1059,11.11982,9.56944,12.67021,0.00000,0.00000,14.00000,0,35.00000,,,
1996,West,male,3301,10.31540,9.41277,11.21803,0.00000,2.00000,10.00000,0,25.00000,,,
1996,West,female,2440,10.54487,9.55112,11.53861,0.00000,3.00000,12.00000,0,30.00000,,,
1996,East,male,1232,10.26364,8.90335,11.62393,0.00000,1.00000,12.00000,0,30.00000,,,
1996,East,female,1075,12.12990,10.70598,13.55381,0.00000,4.00000,15.00000,0,37.50000,,,
1997,West,male,3165,9.45488,8.49854,10.41122,0.00000,1.00000,10.00000,0,25.00000,,,
1997,West,female,2333,10.64334,9.55763,11.72905,0.00000,2.00000,10.00000,0,25.00000,,,
