year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,,,,,,,,,,,,
1985,West,10128,8.541882047028157,8.233504276089722,8.850259817966592,0.0,0.0,5.0,0.0,12.5,0.0,0.0,0.0
1986,West,6645,9.964168668604541,9.647107036885599,10.281230300323484,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1987,West,6264,10.914176306240908,10.585056607750554,11.243296004731262,0.0,0.0,10.0,0.0,25.0,0.0,-1.0,0.0
1988,West,5992,10.397813399524019,10.082522806462078,10.713103992585959,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1989,West,5931,10.49066367104106,10.17895102816207,10.802376313920051,0.0,1.0,10.0,0.0,25.0,1.0,0.0,2.0
1990,West,,,,,,,,,,,,
1990,East,,,,,,,,,,,,
1991,West,5887,11.171056221996862,10.826098292296635,11.516014151697089,0.0,2.0,12.0,0.0,30.0,2.0,1.0,2.0
1991,East,,,,,,,,,,,,
1992,West,5831,10.88178793245816,10.553727647034272,11.209848217882048,0.0,2.0,12.0,0.0,30.0,2.0,1.0,2.0
1992,East,2762,8.35318636959253,7.898484547495521,8.807888191689539,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0
1993,West,,,,,,,,,,,,
1993,East,,,,,,,,,,,,
1994,West,5597,10.830215343761479,10.458445396500439,11.201985291022519,0.0,2.0,10.0,0.0,25.0,2.0,2.0,3.0
1994,East,2357,10.521805523614704,10.022993013114549,11.02061803411486,0.0,0.0,14.0,0.0,35.0,0.0,-1.0,0.0
1995,West,5815,10.740833185391132,10.40571977624032,11.075946594541945,0.0,2.0,10.0,0.0,25.0,2.0,1.0,2.0
1995,East,2322,10.522554459013419,10.000026811454058,11.04508210657278,0.0,0.0,12.0,0.0,30.0,0.0,0.0,0.0
1996,West,5741,10.40850495823498,10.08436220010926,10.7326477163607,0.0,2.0,10.0,0.0,25.0,2.0,1.0,2.0
1996,East,2307,11.082369252141453,10.605312518397227,11.559425985885678,0.0,3.0,14.0,0.0,35.0,3.0,2.0,5.0
1997,West,5498,9.945309566560374,9.597444264471447,10.2931748686493,0.0,2.0,10.0,0.0,25.0,2.0,2.0,3.0
1997,East,2207,12.23462416921828,11.585243504123964,12.884004834312597,0.0,1.0,12.0,0.0,30.0,1.0,0.0,2.0
1998,West,6017,8.7659874970202,8.488521287445707,9.043453706594693,0.0,2.0,10.0,0.0,25.0,2.0,2.0,3.0
1998,East,2329,10.063784494394277,9.597951567601662,10.529617421186892,0.0,0.0,10.0,0.0,25.0,0.0,-1.0,0.0
1999,West,6046,9.817021482126085,9.482944187046375,10.151098777205796,0.0,2.0,10.0,0.0,25.0,2.0,2.0,3.0
1999,East,2369,11.188201565671921,10.616344089281732,11.76005904206211,0.0,0.0,10.672736694529862,0.0,26.681841736324657,0.0,-2.0,0.0
2000,West,10772,9.382697526890558,9.143226645668914,9.622168408112202,0.0,1.0,10.0,0.0,25.0,1.0,0.0,1.0
