year,age_gr,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,0-16 y.,Urban regions,,,,,,,,,,,,
1985,0-16 y.,Rural regions,,,,,,,,,,,,
1985,17-29 y.,Urban regions,2380,6.18772,6.08635,6.28908,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1985,17-29 y.,Rural regions,596,6.12537,5.91149,6.33925,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1985,30-45 y.,Urban regions,2741,6.59425,6.50623,6.68226,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1985,30-45 y.,Rural regions,717,6.51161,6.32841,6.69481,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1985,46-65 y.,Urban regions,2594,6.46448,6.36951,6.55946,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1985,46-65 y.,Rural regions,684,6.30076,6.11442,6.48710,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1985,66 and older,Urban regions,811,7.00896,6.84466,7.17325,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
1985,66 and older,Rural regions,285,6.73776,6.46501,7.01050,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1986,0-16 y.,Urban regions,,,,,,,,,,,,
1986,0-16 y.,Rural regions,,,,,,,,,,,,
1986,17-29 y.,Urban regions,2352,6.19931,6.10150,6.29713,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1986,17-29 y.,Rural regions,606,6.19025,5.99316,6.38734,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1986,30-45 y.,Urban regions,2581,6.59553,6.50983,6.68122,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1986,30-45 y.,Rural regions,668,6.66944,6.49551,6.84337,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1986,46-65 y.,Urban regions,2556,6.57661,6.48644,6.66678,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1986,46-65 y.,Rural regions,660,6.39154,6.21007,6.57300,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1986,66 and older,Urban regions,759,7.09468,6.93346,7.25590,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
1986,66 and older,Rural regions,264,6.93050,6.66252,7.19847,5.00000,7.00000,9.00000,1.00000,10.00000,7.00000,6.00000,8.00000
1987,0-16 y.,Urban regions,,,,,,,,,,,,
1987,0-16 y.,Rural regions,,,,,,,,,,,,
1987,17-29 y.,Urban regions,2310,6.21352,6.11890,6.30815,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1987,17-29 y.,Rural regions,610,6.26318,6.07417,6.45219,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1987,30-45 y.,Urban regions,2510,6.62729,6.54221,6.71237,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1987,30-45 y.,Rural regions,647,6.33316,6.15200,6.51432,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1987,46-65 y.,Urban regions,2547,6.50808,6.41655,6.59961,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1987,46-65 y.,Rural regions,649,6.51768,6.34948,6.68587,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1987,66 and older,Urban regions,797,7.15837,7.00580,7.31095,6.00000,7.00000,9.00000,1.50000,10.00000,7.00000,7.00000,8.00000
1987,66 and older,Rural regions,268,7.06370,6.80601,7.32138,5.00000,7.00000,8.32390,1.00000,10.00000,7.00000,7.00000,8.00000
1988,0-16 y.,Urban regions,,,,,,,,,,,,
1988,0-16 y.,Rural regions,,,,,,,,,,,,
1988,17-29 y.,Urban regions,2232,6.28587,6.19001,6.38173,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1988,17-29 y.,Rural regions,545,6.31710,6.11473,6.51946,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1988,30-45 y.,Urban regions,2327,6.53105,6.44156,6.62054,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1988,30-45 y.,Rural regions,617,6.44351,6.26740,6.61962,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1988,46-65 y.,Urban regions,2478,6.56152,6.47267,6.65037,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1988,46-65 y.,Rural regions,622,6.49354,6.31000,6.67708,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1988,66 and older,Urban regions,781,7.03717,6.87703,7.19731,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
1988,66 and older,Rural regions,252,7.00505,6.72193,7.28817,5.00000,7.53909,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
1989,0-16 y.,Urban regions,,,,,,,,,,,,
1989,0-16 y.,Rural regions,,,,,,,,,,,,
1989,17-29 y.,Urban regions,2208,6.38961,6.29513,6.48409,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1989,17-29 y.,Rural regions,543,6.12787,5.92681,6.32893,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1989,30-45 y.,Urban regions,2262,6.69331,6.60879,6.77784,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1989,30-45 y.,Rural regions,570,6.35343,6.15175,6.55511,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1989,46-65 y.,Urban regions,2382,6.56571,6.47626,6.65515,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1989,46-65 y.,Rural regions,581,6.45885,6.27884,6.63887,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1989,66 and older,Urban regions,761,7.04485,6.88607,7.20362,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,7.00000
1989,66 and older,Rural regions,246,7.22346,6.95312,7.49379,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1990,0-16 y.,Urban regions,,,,,,,,,,,,
1990,0-16 y.,Rural regions,,,,,,,,,,,,
1990,17-29 y.,Urban regions,2457,6.20212,6.11148,6.29276,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1990,17-29 y.,Rural regions,1267,5.93129,5.79294,6.06963,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1990,30-45 y.,Urban regions,2734,6.64554,6.56576,6.72531,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1990,30-45 y.,Rural regions,1523,6.30603,6.19395,6.41811,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1990,46-65 y.,Urban regions,2776,6.49186,6.40983,6.57389,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1990,46-65 y.,Rural regions,1438,6.28674,6.16901,6.40447,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1990,66 and older,Urban regions,910,6.96186,6.80733,7.11639,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
1990,66 and older,Rural regions,535,6.72005,6.51320,6.92690,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.02500
1991,0-16 y.,Urban regions,,,,,,,,,,,,
1991,0-16 y.,Rural regions,,,,,,,,,,,,
1991,17-29 y.,Urban regions,2356,6.39570,6.30079,6.49060,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1991,17-29 y.,Rural regions,1206,5.73571,5.59309,5.87833,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,6.00000
1991,30-45 y.,Urban regions,2741,6.63352,6.55366,6.71337,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1991,30-45 y.,Rural regions,1524,5.92230,5.79691,6.04768,4.48355,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,6.00000
1991,46-65 y.,Urban regions,2685,6.65331,6.56895,6.73767,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1991,46-65 y.,Rural regions,1415,5.85776,5.73197,5.98355,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,6.00000
1991,66 and older,Urban regions,915,7.19740,7.05467,7.34014,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1991,66 and older,Rural regions,518,6.64735,6.44791,6.84679,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1992,0-16 y.,Urban regions,,,,,,,,,,,,
1992,0-16 y.,Rural regions,,,,,,,,,,,,
1992,17-29 y.,Urban regions,2295,6.32197,6.23338,6.41056,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1992,17-29 y.,Rural regions,1141,5.88646,5.75527,6.01765,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,6.00000
1992,30-45 y.,Urban regions,2718,6.50134,6.42236,6.58032,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1992,30-45 y.,Rural regions,1482,5.91372,5.79089,6.03654,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,6.00000
1992,46-65 y.,Urban regions,2643,6.52482,6.43942,6.61022,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1992,46-65 y.,Rural regions,1348,5.87912,5.75769,6.00054,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,6.00000
1992,66 and older,Urban regions,928,6.88887,6.74608,7.03167,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1992,66 and older,Rural regions,504,6.30864,6.11496,6.50232,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1993,0-16 y.,Urban regions,,,,,,,,,,,,
1993,0-16 y.,Rural regions,,,,,,,,,,,,
1993,17-29 y.,Urban regions,2176,6.13124,6.03462,6.22786,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1993,17-29 y.,Rural regions,1069,5.73854,5.59985,5.87723,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,6.00000
1993,30-45 y.,Urban regions,2700,6.37824,6.29506,6.46142,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1993,30-45 y.,Rural regions,1461,6.10763,5.98550,6.22976,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1993,46-65 y.,Urban regions,2600,6.44563,6.35861,6.53265,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1993,46-65 y.,Rural regions,1312,6.06926,5.93857,6.19995,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1993,66 and older,Urban regions,925,6.94819,6.80297,7.09341,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
1993,66 and older,Rural regions,513,6.55148,6.35323,6.74974,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1994,0-16 y.,Urban regions,,,,,,,,,,,,
1994,0-16 y.,Rural regions,,,,,,,,,,,,
1994,17-29 y.,Urban regions,2114,5.89106,5.78830,5.99382,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,6.00000
1994,17-29 y.,Rural regions,1024,5.69456,5.54046,5.84866,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,6.00000
1994,30-45 y.,Urban regions,2681,6.10948,6.02423,6.19473,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1994,30-45 y.,Rural regions,1430,5.89876,5.77779,6.01973,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,6.02500
1994,46-65 y.,Urban regions,2540,6.34124,6.25293,6.42956,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1994,46-65 y.,Rural regions,1306,5.99276,5.86221,6.12330,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1994,66 and older,Urban regions,964,6.90425,6.76159,7.04692,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
1994,66 and older,Rural regions,504,6.96019,6.77419,7.14619,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
1995,0-16 y.,Urban regions,,,,,,,,,,,,
1995,0-16 y.,Rural regions,,,,,,,,,,,,
1995,17-29 y.,Urban regions,2104,5.92928,5.82910,6.02947,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,6.00000
1995,17-29 y.,Rural regions,1045,5.81196,5.66959,5.95433,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,6.00000
1995,30-45 y.,Urban regions,2870,6.14844,6.06525,6.23163,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
