year,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,151,6.53406,6.11077,6.95734,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,6.00000,7.00000
1984,Primary Level,988,5.65249,5.47682,5.82816,3.00000,6.00000,8.00000,0.00000,10.00000,6.00000,5.00000,6.00000
1984,Lower Secondary Level,3367,6.20207,6.11177,6.29237,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1984,Upper Secondary Level,5644,6.50511,6.43803,6.57218,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1984,Post-secondary Non-tertiary Level,308,6.58850,6.29653,6.88047,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1984,First Stage of Tertiary Education,655,6.73130,6.53946,6.92315,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,7.00000
1984,Second Stage of Tertiary Education,787,7.30813,7.14632,7.46994,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1985,Pre-primary Level,149,7.11867,6.76035,7.47699,6.00000,7.00000,9.00000,1.50000,10.00000,7.00000,7.00000,8.00000
1985,Primary Level,816,5.68756,5.49289,5.88222,3.00000,6.00000,8.00000,0.00000,10.00000,6.00000,5.00000,6.00000
1985,Lower Secondary Level,2980,6.24805,6.15629,6.33981,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1985,Upper Secondary Level,5119,6.48680,6.42055,6.55305,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1985,Post-secondary Non-tertiary Level,270,6.42314,6.13050,6.71578,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1985,First Stage of Tertiary Education,616,6.83245,6.64319,7.02171,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1985,Second Stage of Tertiary Education,749,7.28384,7.12632,7.44137,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1986,Pre-primary Level,164,6.77152,6.41131,7.13173,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
1986,Primary Level,768,5.71346,5.52721,5.89971,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,5.00000,6.00000
1986,Lower Secondary Level,2856,6.31713,6.22798,6.40629,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1986,Upper Secondary Level,4948,6.58311,6.51938,6.64684,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1986,Post-secondary Non-tertiary Level,274,6.64257,6.35548,6.92965,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
1986,First Stage of Tertiary Education,579,6.75560,6.57174,6.93946,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1986,Second Stage of Tertiary Education,746,7.28323,7.13384,7.43263,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1987,Pre-primary Level,169,6.77348,6.41065,7.13632,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
1987,Primary Level,741,5.72151,5.54086,5.90215,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,5.00000,6.00000
1987,Lower Secondary Level,2790,6.43423,6.34569,6.52277,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1987,Upper Secondary Level,4940,6.56828,6.50647,6.63008,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1987,Post-secondary Non-tertiary Level,272,6.64458,6.36218,6.92698,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1987,First Stage of Tertiary Education,564,6.73527,6.55349,6.91705,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1987,Second Stage of Tertiary Education,740,7.13842,6.97468,7.30216,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
