year,pgisced97,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,West,187,1.11429,0.94586,1.28272,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1984,Primary Level,West,999,0.07199,0.04061,0.10336,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1984,Lower Secondary Level,West,3445,0.17942,0.14876,0.21009,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1984,Upper Secondary Level,West,5704,0.19484,0.17077,0.21892,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1984,Post-secondary Non-tertiary Level,West,309,0.55273,0.38572,0.71975,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1984,First Stage of Tertiary Education,West,659,0.23058,0.17025,0.29092,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1984,Second Stage of Tertiary Education,West,790,0.46361,0.38889,0.53834,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1985,Pre-primary Level,West,187,1.46695,1.24013,1.69376,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1985,Primary Level,West,834,0.04329,0.02343,0.06314,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1985,Lower Secondary Level,West,3061,0.19281,0.16637,0.21926,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1985,Upper Secondary Level,West,5181,0.19417,0.17238,0.21596,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1985,Post-secondary Non-tertiary Level,West,275,0.61255,0.43117,0.79392,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1985,First Stage of Tertiary Education,West,619,0.21988,0.16467,0.27509,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1985,Second Stage of Tertiary Education,West,755,0.48482,0.41023,0.55941,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1986,Pre-primary Level,West,188,1.51429,1.24903,1.77956,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1986,Primary Level,West,778,0.11346,0.07384,0.15307,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1986,Lower Secondary Level,West,2906,0.18499,0.15958,0.21039,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1986,Upper Secondary Level,West,4993,0.19671,0.17390,0.21953,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1986,Post-secondary Non-tertiary Level,West,274,0.49755,0.33671,0.65839,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1986,First Stage of Tertiary Education,West,581,0.21875,0.16317,0.27433,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1986,Second Stage of Tertiary Education,West,749,0.50201,0.42616,0.57785,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1987,Pre-primary Level,West,191,1.48130,1.28812,1.67447,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,2.00000
1987,Primary Level,West,751,0.08787,0.04317,0.13258,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1987,Lower Secondary Level,West,2836,0.15908,0.13521,0.18296,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1987,Upper Secondary Level,West,4970,0.21629,0.19239,0.24019,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1987,Post-secondary Non-tertiary Level,West,274,0.74273,0.56477,0.92069,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1987,First Stage of Tertiary Education,West,565,0.30549,0.22372,0.38727,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1987,Second Stage of Tertiary Education,West,742,0.55096,0.47075,0.63117,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1988,Pre-primary Level,West,163,1.34063,1.12657,1.55470,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1988,Primary Level,West,691,0.09792,0.06211,0.13374,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1988,Lower Secondary Level,West,2719,0.16583,0.13995,0.19172,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1988,Upper Secondary Level,West,4743,0.24106,0.21496,0.26716,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1988,Post-secondary Non-tertiary Level,West,268,0.60415,0.45843,0.74986,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1988,First Stage of Tertiary Education,West,539,0.18635,0.13812,0.23458,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1988,Second Stage of Tertiary Education,West,702,0.50924,0.41985,0.59863,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1989,Pre-primary Level,West,175,1.34992,1.16214,1.53770,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1989,Primary Level,West,652,0.06508,0.02859,0.10156,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1989,Lower Secondary Level,West,2569,0.17887,0.14843,0.20932,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1989,Upper Secondary Level,West,4622,0.26682,0.23900,0.29463,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1989,Post-secondary Non-tertiary Level,West,288,0.62608,0.45352,0.79865,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1989,First Stage of Tertiary Education,West,515,0.17908,0.12770,0.23045,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1989,Second Stage of Tertiary Education,West,698,0.46194,0.39214,0.53174,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1990,Pre-primary Level,West,162,0.99220,0.81051,1.17389,0.00000,1.00000,2.00000,0.0,5.00000,1.0,0.00000,1.00000
1990,Pre-primary Level,East,32,0.24360,0.03521,0.45200,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,Primary Level,West,632,0.01971,0.00220,0.03721,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,Primary Level,East,,,,,,,,,,,,
