year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,12159,0.23159,0.21469,0.24849,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1985,West,11026,0.24789,0.23181,0.26397,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1986,West,10582,0.24574,0.22931,0.26218,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1987,West,10452,0.26487,0.24767,0.28206,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1988,West,9970,0.26564,0.24783,0.28344,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1989,West,9660,0.28677,0.26780,0.30573,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,West,9448,0.10646,0.09403,0.11888,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,East,4424,0.13788,0.11923,0.15652,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1991,West,,,,,,,,,,,,
1991,East,,,,,,,,,,,,
1992,West,9327,0.27338,0.25573,0.29103,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1992,East,3974,0.25403,0.23031,0.27776,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1993,West,9257,0.21429,0.19801,0.23056,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1993,East,3828,0.21591,0.19303,0.23879,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1994,West,,,,,,,,,,,,
1994,East,,,,,,,,,,,,
1995,West,9560,0.21399,0.19929,0.22868,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1995,East,3690,0.18224,0.16110,0.20339,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1996,West,,,,,,,,,,,,
1996,East,,,,,,,,,,,,
1997,West,9189,0.20388,0.18936,0.21840,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1997,East,3632,0.18164,0.15936,0.20393,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1998,West,,,,,,,,,,,,
1998,East,,,,,,,,,,,,
1999,West,9880,0.19555,0.18139,0.20972,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1999,East,3783,0.18415,0.16025,0.20804,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2000,West,,,,,,,,,,,,
2000,East,,,,,,,,,,,,
2001,West,16483,0.18969,0.17855,0.20083,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2001,East,5432,0.17950,0.16069,0.19831,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2002,West,,,,,,,,,,,,
2002,East,,,,,,,,,,,,
2003,West,16809,0.17960,0.16920,0.18999,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2003,East,5342,0.19536,0.17532,0.21540,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2004,West,,,,,,,,,,,,
2004,East,,,,,,,,,,,,
2005,West,15655,0.18901,0.17761,0.20040,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2005,East,5036,0.21140,0.18899,0.23380,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2006,West,,,,,,,,,,,,
2006,East,,,,,,,,,,,,
2007,West,15496,0.19409,0.18190,0.20628,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2007,East,5007,0.22044,0.19474,0.24614,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2008,West,,,,,,,,,,,,
2008,East,,,,,,,,,,,,
2009,West,13464,0.19249,0.17989,0.20509,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2009,East,4537,0.21212,0.18528,0.23896,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2010,West,,,,,,,,,,,,
2010,East,,,,,,,,,,,,
2011,West,22042,0.19655,0.18561,0.20748,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2011,East,6304,0.15284,0.13612,0.16955,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2012,West,5813,0.15678,0.13856,0.17499,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2012,East,1332,0.15364,0.12029,0.18699,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2013,West,19939,0.20322,0.19151,0.21493,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2013,East,5731,0.15081,0.13382,0.16780,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2014,West,,,,,,,,,,,,
2014,East,,,,,,,,,,,,
2015,West,19767,0.19398,0.18280,0.20516,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2015,East,5250,0.13154,0.11355,0.14952,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2016,West,,,,,,,,,,,,
2016,East,,,,,,,,,,,,
2017,West,20821,0.18369,0.17340,0.19398,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2017,East,5580,0.15176,0.13382,0.16971,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2018,West,,,,,,,,,,,,
2018,East,,,,,,,,,,,,
2019,West,20082,0.16695,0.15650,0.17739,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2019,East,5542,0.13255,0.11490,0.15020,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2020,West,,,,,,,,,,,,
2020,East,,,,,,,,,,,,
2021,West,14765,0.22722,0.21311,0.24133,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2021,East,3654,0.14840,0.12534,0.17147,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2022,West,,,,,,,,,,,,
2022,East,,,,,,,,,,,,
