year,quintil_oecd_hh,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,3rd Quintile,7 rooms,0.03524,48,1372,0.02548,0.04500
1996,4th Quintile,1 room,0.03936,41,1264,0.02863,0.05008
1996,4th Quintile,2 rooms,0.21009,244,1264,0.18763,0.23256
1996,4th Quintile,3 rooms,0.28577,394,1264,0.26085,0.31069
1996,4th Quintile,4 rooms,0.19831,274,1264,0.17632,0.22030
1996,4th Quintile,5 rooms,0.12207,161,1264,0.10401,0.14012
1996,4th Quintile,6 rooms,0.08254,101,1264,0.06736,0.09771
1996,4th Quintile,7 rooms,0.04201,49,1264,0.03095,0.05307
1996,5th Quintile,2 rooms,0.14110,133,1063,0.12017,0.16204
1996,5th Quintile,3 rooms,0.28090,327,1063,0.25387,0.30793
1996,5th Quintile,4 rooms,0.23590,265,1063,0.21037,0.26144
1996,5th Quintile,5 rooms,0.14324,166,1063,0.12217,0.16431
1996,5th Quintile,6 rooms,0.10040,124,1063,0.08232,0.11848
1996,5th Quintile,7 rooms,0.04086,48,1063,0.02895,0.05276
1997,1st Quintile,1 room,0.09295,96,1310,0.07722,0.10868
1997,1st Quintile,2 rooms,0.31414,364,1310,0.28899,0.33929
1997,1st Quintile,3 rooms,0.33558,493,1310,0.31000,0.36116
1997,1st Quintile,4 rooms,0.14444,230,1310,0.12540,0.16349
1997,1st Quintile,5 rooms,0.06220,83,1310,0.04911,0.07528
1997,1st Quintile,6 rooms,0.03059,44,1310,0.02126,0.03992
1997,2nd Quintile,1 room,0.06383,63,1367,0.05087,0.07679
1997,2nd Quintile,2 rooms,0.22841,264,1367,0.20615,0.25068
1997,2nd Quintile,3 rooms,0.36768,546,1367,0.34211,0.39325
1997,2nd Quintile,4 rooms,0.17046,287,1367,0.15052,0.19041
1997,2nd Quintile,5 rooms,0.08648,133,1367,0.07157,0.10138
1997,2nd Quintile,6 rooms,0.05085,74,1367,0.03920,0.06250
1997,3rd Quintile,1 room,0.03373,36,1366,0.02415,0.04330
1997,3rd Quintile,2 rooms,0.21961,251,1366,0.19765,0.24158
1997,3rd Quintile,3 rooms,0.33069,485,1366,0.30573,0.35564
1997,3rd Quintile,4 rooms,0.19223,300,1366,0.17133,0.21314
1997,3rd Quintile,5 rooms,0.11988,171,1366,0.10265,0.13711
1997,3rd Quintile,6 rooms,0.05836,76,1366,0.04592,0.07079
1997,3rd Quintile,7 rooms,0.03218,47,1366,0.02282,0.04155
1997,4th Quintile,1 room,0.05163,41,1271,0.03946,0.06380
1997,4th Quintile,2 rooms,0.22520,238,1271,0.20223,0.24818
1997,4th Quintile,3 rooms,0.28901,409,1271,0.26408,0.31394
1997,4th Quintile,4 rooms,0.17669,260,1271,0.15571,0.19767
1997,4th Quintile,5 rooms,0.12091,167,1271,0.10298,0.13884
1997,4th Quintile,6 rooms,0.08607,112,1271,0.07065,0.10150
1997,4th Quintile,7 rooms,0.03622,44,1271,0.02594,0.04649
1997,5th Quintile,2 rooms,0.12350,125,1046,0.10355,0.14345
1997,5th Quintile,3 rooms,0.27292,304,1046,0.24591,0.29993
1997,5th Quintile,4 rooms,0.23144,268,1046,0.20587,0.25701
1997,5th Quintile,5 rooms,0.15654,178,1046,0.13451,0.17857
1997,5th Quintile,6 rooms,0.10652,119,1046,0.08781,0.12522
1997,5th Quintile,7 rooms,0.05504,52,1046,0.04121,0.06887
1998,1st Quintile,1 room,0.09448,123,1476,0.07955,0.10940
1998,1st Quintile,2 rooms,0.32699,436,1476,0.30305,0.35093
1998,1st Quintile,3 rooms,0.34340,544,1476,0.31917,0.36764
1998,1st Quintile,4 rooms,0.14928,255,1476,0.13109,0.16747
1998,1st Quintile,5 rooms,0.04748,80,1476,0.03663,0.05834
1998,1st Quintile,6 rooms,0.02118,38,1476,0.01383,0.02853
1998,2nd Quintile,1 room,0.05134,59,1528,0.04027,0.06241
1998,2nd Quintile,2 rooms,0.24112,305,1528,0.21967,0.26258
1998,2nd Quintile,3 rooms,0.32396,562,1528,0.30049,0.34743
1998,2nd Quintile,4 rooms,0.20220,342,1528,0.18206,0.22235
1998,2nd Quintile,5 rooms,0.10576,177,1528,0.09034,0.12119
1998,2nd Quintile,6 rooms,0.04848,83,1528,0.03771,0.05926
1998,3rd Quintile,1 room,0.04114,46,1497,0.03107,0.05120
1998,3rd Quintile,2 rooms,0.22513,279,1497,0.20397,0.24630
1998,3rd Quintile,3 rooms,0.30386,508,1497,0.28056,0.32717
1998,3rd Quintile,4 rooms,0.20780,345,1497,0.18724,0.22836
1998,3rd Quintile,5 rooms,0.09896,153,1497,0.08382,0.11409
1998,3rd Quintile,6 rooms,0.07047,116,1497,0.05750,0.08344
1998,3rd Quintile,7 rooms,0.03402,50,1497,0.02484,0.04321
1998,4th Quintile,2 rooms,0.20617,247,1427,0.18517,0.22717
1998,4th Quintile,3 rooms,0.31209,474,1427,0.28804,0.33614
1998,4th Quintile,4 rooms,0.19522,329,1427,0.17465,0.21579
1998,4th Quintile,5 rooms,0.11720,199,1427,0.10051,0.13390
1998,4th Quintile,6 rooms,0.07866,122,1427,0.06468,0.09263
1998,4th Quintile,7 rooms,0.04114,56,1427,0.03083,0.05145
1998,5th Quintile,2 rooms,0.11218,129,1230,0.09454,0.12983
1998,5th Quintile,3 rooms,0.27036,347,1230,0.24552,0.29519
1998,5th Quintile,4 rooms,0.24243,329,1230,0.21847,0.26639
1998,5th Quintile,5 rooms,0.15769,211,1230,0.13731,0.17807
1998,5th Quintile,6 rooms,0.11046,153,1230,0.09294,0.12799
1998,5th Quintile,7 rooms,0.04480,61,1230,0.03323,0.05636
1999,1st Quintile,1 room,0.09256,111,1480,0.07779,0.10734
1999,1st Quintile,2 rooms,0.33209,413,1480,0.30809,0.35609
1999,1st Quintile,3 rooms,0.32146,533,1480,0.29766,0.34527
1999,1st Quintile,4 rooms,0.15000,272,1480,0.13180,0.16820
1999,1st Quintile,5 rooms,0.06115,101,1480,0.04893,0.07336
1999,1st Quintile,6 rooms,0.02839,50,1480,0.01993,0.03686
1999,2nd Quintile,1 room,0.05155,54,1502,0.04037,0.06274
1999,2nd Quintile,2 rooms,0.25032,309,1502,0.22841,0.27224
1999,2nd Quintile,3 rooms,0.33228,545,1502,0.30845,0.35611
1999,2nd Quintile,4 rooms,0.19440,327,1502,0.17438,0.21442
1999,2nd Quintile,5 rooms,0.08515,144,1502,0.07103,0.09927
1999,2nd Quintile,6 rooms,0.05360,88,1502,0.04220,0.06499
1999,2nd Quintile,7 rooms,0.02192,35,1502,0.01451,0.02932
1999,3rd Quintile,1 room,0.03390,37,1462,0.02462,0.04318
1999,3rd Quintile,2 rooms,0.22002,272,1462,0.19878,0.24127
1999,3rd Quintile,3 rooms,0.32774,499,1462,0.30367,0.35181
1999,3rd Quintile,4 rooms,0.19357,317,1462,0.17331,0.21383
1999,3rd Quintile,5 rooms,0.11199,186,1462,0.09582,0.12816
1999,3rd Quintile,6 rooms,0.06341,100,1462,0.05091,0.07590
1999,3rd Quintile,7 rooms,0.03240,51,1462,0.02332,0.04147
1999,4th Quintile,2 rooms,0.19800,213,1341,0.17666,0.21934
1999,4th Quintile,3 rooms,0.29893,411,1341,0.27442,0.32345
1999,4th Quintile,4 rooms,0.21088,329,1341,0.18904,0.23272
1999,4th Quintile,5 rooms,0.12411,189,1341,0.10646,0.14176
1999,4th Quintile,6 rooms,0.07766,122,1341,0.06333,0.09199
1999,4th Quintile,7 rooms,0.02988,45,1341,0.02076,0.03900
1999,4th Quintile,8 rooms,0.02293,32,1341,0.01492,0.03095
1999,5th Quintile,2 rooms,0.11441,121,1191,0.09633,0.13250
1999,5th Quintile,3 rooms,0.25717,315,1191,0.23234,0.28200
1999,5th Quintile,4 rooms,0.24779,308,1191,0.22326,0.27232
1999,5th Quintile,5 rooms,0.14735,196,1191,0.12721,0.16749
1999,5th Quintile,6 rooms,0.11127,147,1191,0.09340,0.12913
1999,5th Quintile,7 rooms,0.05606,71,1191,0.04299,0.06914
1999,5th Quintile,8 rooms,0.02288,33,1191,0.01438,0.03137
2000,1st Quintile,1 room,0.09146,183,2527,0.08022,0.10271
2000,1st Quintile,2 rooms,0.31978,698,2527,0.30160,0.33797
2000,1st Quintile,3 rooms,0.33809,914,2527,0.31964,0.35654
2000,1st Quintile,4 rooms,0.14640,438,2527,0.13261,0.16018
2000,1st Quintile,5 rooms,0.05338,163,2527,0.04461,0.06214
2000,1st Quintile,6 rooms,0.02932,90,2527,0.02275,0.03590
2000,1st Quintile,7 rooms,0.01378,41,2527,0.00923,0.01832
2000,2nd Quintile,1 room,0.04084,89,2701,0.03338,0.04831
2000,2nd Quintile,2 rooms,0.23509,519,2701,0.21909,0.25108
2000,2nd Quintile,3 rooms,0.35082,981,2701,0.33282,0.36882
2000,2nd Quintile,4 rooms,0.18540,544,2701,0.17074,0.20006
2000,2nd Quintile,5 rooms,0.09714,300,2701,0.08597,0.10831
2000,2nd Quintile,6 rooms,0.05602,171,2701,0.04734,0.06469
2000,2nd Quintile,7 rooms,0.01977,62,2701,0.01452,0.02502
2000,2nd Quintile,8 rooms,0.01041,35,2701,0.00658,0.01423
2000,3rd Quintile,1 room,0.03785,66,2623,0.03055,0.04516
2000,3rd Quintile,2 rooms,0.21601,440,2623,0.20026,0.23176
2000,3rd Quintile,3 rooms,0.31203,810,2623,0.29430,0.32977
2000,3rd Quintile,4 rooms,0.19206,579,2623,0.17699,0.20714
2000,3rd Quintile,5 rooms,0.12104,380,2623,0.10855,0.13352
2000,3rd Quintile,6 rooms,0.06717,201,2623,0.05759,0.07675
2000,3rd Quintile,7 rooms,0.02879,99,2623,0.02239,0.03519
2000,3rd Quintile,8 rooms,0.01699,48,2623,0.01204,0.02193
2000,4th Quintile,1 room,0.02507,44,2559,0.01901,0.03113
2000,4th Quintile,2 rooms,0.18084,353,2559,0.16592,0.19575
2000,4th Quintile,3 rooms,0.28991,725,2559,0.27233,0.30750
2000,4th Quintile,4 rooms,0.20940,591,2559,0.19363,0.22517
2000,4th Quintile,5 rooms,0.13462,391,2559,0.12139,0.14785
2000,4th Quintile,6 rooms,0.08660,268,2559,0.07570,0.09750
2000,4th Quintile,7 rooms,0.04189,119,2559,0.03412,0.04965
2000,4th Quintile,8 rooms,0.01907,68,2559,0.01377,0.02438
2000,5th Quintile,2 rooms,0.11239,219,2402,0.09976,0.12502
2000,5th Quintile,3 rooms,0.25116,563,2402,0.23381,0.26851
2000,5th Quintile,4 rooms,0.23427,577,2402,0.21733,0.25121
2000,5th Quintile,5 rooms,0.16753,446,2402,0.15259,0.18247
2000,5th Quintile,6 rooms,0.11060,289,2402,0.09805,0.12314
2000,5th Quintile,7 rooms,0.05353,160,2402,0.04453,0.06253
2000,5th Quintile,8 rooms,0.02678,75,2402,0.02033,0.03324
2000,5th Quintile,9 rooms,0.01309,35,2402,0.00855,0.01764
2000,5th Quintile,10 or more rooms,0.01569,38,2402,0.01072,0.02066
2001,1st Quintile,1 room,0.08955,160,2189,0.07758,0.10151
2001,1st Quintile,2 rooms,0.31463,604,2189,0.29517,0.33409
2001,1st Quintile,3 rooms,0.34599,797,2189,0.32606,0.36593
2001,1st Quintile,4 rooms,0.15157,405,2189,0.13654,0.16659
2001,1st Quintile,5 rooms,0.05604,146,2189,0.04640,0.06567
2001,1st Quintile,6 rooms,0.02669,77,2189,0.01994,0.03344
2001,2nd Quintile,1 room,0.03846,67,2407,0.03078,0.04615
2001,2nd Quintile,2 rooms,0.23293,477,2407,0.21604,0.24982
2001,2nd Quintile,3 rooms,0.34757,868,2407,0.32854,0.36660
2001,2nd Quintile,4 rooms,0.18073,496,2407,0.16536,0.19611
2001,2nd Quintile,5 rooms,0.09744,273,2407,0.08559,0.10929
2001,2nd Quintile,6 rooms,0.06201,164,2407,0.05237,0.07164
2001,2nd Quintile,7 rooms,0.02092,62,2407,0.01521,0.02664
2001,3rd Quintile,1 room,0.02835,48,2416,0.02173,0.03496
2001,3rd Quintile,2 rooms,0.20720,396,2416,0.19104,0.22337
2001,3rd Quintile,3 rooms,0.31915,762,2416,0.30056,0.33774
2001,3rd Quintile,4 rooms,0.20260,523,2416,0.18657,0.21864
2001,3rd Quintile,5 rooms,0.11892,341,2416,0.10601,0.13184
2001,3rd Quintile,6 rooms,0.06772,193,2416,0.05770,0.07774
2001,3rd Quintile,7 rooms,0.02688,91,2416,0.02043,0.03333
2001,3rd Quintile,8 rooms,0.02254,62,2416,0.01662,0.02846
2001,4th Quintile,2 rooms,0.17467,320,2318,0.15921,0.19013
2001,4th Quintile,3 rooms,0.29081,660,2318,0.27232,0.30930
2001,4th Quintile,4 rooms,0.20693,531,2318,0.19043,0.22343
2001,4th Quintile,5 rooms,0.14318,377,2318,0.12891,0.15744
2001,4th Quintile,6 rooms,0.08398,223,2318,0.07268,0.09527
2001,4th Quintile,7 rooms,0.04372,119,2318,0.03539,0.05204
2001,4th Quintile,8 rooms,0.01888,57,2318,0.01334,0.02442
2001,4th Quintile,9 rooms,0.00967,31,2318,0.00569,0.01365
2001,5th Quintile,2 rooms,0.11337,190,2136,0.09992,0.12682
2001,5th Quintile,3 rooms,0.25114,507,2136,0.23275,0.26954
2001,5th Quintile,4 rooms,0.23746,534,2136,0.21941,0.25551
2001,5th Quintile,5 rooms,0.15512,374,2136,0.13977,0.17048
2001,5th Quintile,6 rooms,0.11490,276,2136,0.10138,0.12843
2001,5th Quintile,7 rooms,0.05791,146,2136,0.04800,0.06782
2001,5th Quintile,8 rooms,0.02790,68,2136,0.02092,0.03489
2001,5th Quintile,10 or more rooms,0.01705,41,2136,0.01156,0.02254
2002,1st Quintile,1 room,0.09566,167,2076,0.08301,0.10832
2002,1st Quintile,2 rooms,0.32543,598,2076,0.30527,0.34559
2002,1st Quintile,3 rooms,0.32702,736,2076,0.30684,0.34721
2002,1st Quintile,4 rooms,0.14128,341,2076,0.12629,0.15627
2002,1st Quintile,5 rooms,0.05827,140,2076,0.04819,0.06835
2002,1st Quintile,6 rooms,0.02731,61,2076,0.02030,0.03432
2002,1st Quintile,7 rooms,0.01633,33,2076,0.01088,0.02178
2002,2nd Quintile,1 room,0.03810,63,2203,0.03010,0.04609
2002,2nd Quintile,2 rooms,0.21652,426,2203,0.19932,0.23373
2002,2nd Quintile,3 rooms,0.35938,806,2203,0.33934,0.37942
2002,2nd Quintile,4 rooms,0.19251,472,2203,0.17604,0.20898
2002,2nd Quintile,5 rooms,0.10415,251,2203,0.09140,0.11691
2002,2nd Quintile,6 rooms,0.05867,142,2203,0.04885,0.06848
2002,2nd Quintile,7 rooms,0.01807,43,2203,0.01250,0.02363
2002,3rd Quintile,1 room,0.02029,32,2247,0.01446,0.02613
2002,3rd Quintile,2 rooms,0.21119,383,2247,0.19431,0.22807
2002,3rd Quintile,3 rooms,0.32234,719,2247,0.30301,0.34167
2002,3rd Quintile,4 rooms,0.19386,480,2247,0.17751,0.21021
2002,3rd Quintile,5 rooms,0.12526,324,2247,0.11157,0.13895
2002,3rd Quintile,6 rooms,0.07789,194,2247,0.06681,0.08898
2002,3rd Quintile,7 rooms,0.02622,78,2247,0.01961,0.03282
2002,3rd Quintile,8 rooms,0.01453,37,2247,0.00958,0.01948
2002,4th Quintile,2 rooms,0.16588,305,2305,0.15069,0.18106
2002,4th Quintile,3 rooms,0.30161,645,2305,0.28286,0.32035
2002,4th Quintile,4 rooms,0.22592,556,2305,0.20885,0.24300
2002,4th Quintile,5 rooms,0.15837,410,2305,0.14346,0.17328
2002,4th Quintile,6 rooms,0.07293,237,2305,0.06232,0.08355
2002,4th Quintile,7 rooms,0.03713,119,2305,0.02941,0.04485
2002,4th Quintile,8 rooms,0.01081,33,2305,0.00659,0.01503
2002,5th Quintile,2 rooms,0.13361,249,3209,0.12184,0.14538
2002,5th Quintile,3 rooms,0.23084,599,3209,0.21626,0.24542
2002,5th Quintile,4 rooms,0.22420,720,3209,0.20976,0.23863
2002,5th Quintile,5 rooms,0.18213,674,3209,0.16877,0.19549
2002,5th Quintile,6 rooms,0.10150,434,3209,0.09105,0.11195
2002,5th Quintile,7 rooms,0.05834,257,3209,0.05023,0.06645
2002,5th Quintile,8 rooms,0.02872,151,3209,0.02294,0.03450
2002,5th Quintile,9 rooms,0.01124,62,3209,0.00759,0.01488
2002,5th Quintile,10 or more rooms,0.01546,63,3209,0.01119,0.01972
2003,1st Quintile,1 room,0.09281,161,2005,0.08011,0.10552
2003,1st Quintile,2 rooms,0.32104,597,2005,0.30060,0.34149
2003,1st Quintile,3 rooms,0.33086,721,2005,0.31026,0.35146
2003,1st Quintile,4 rooms,0.14874,336,2005,0.13316,0.16431
2003,1st Quintile,5 rooms,0.06215,135,2005,0.05158,0.07272
2003,1st Quintile,6 rooms,0.02590,55,2005,0.01894,0.03285
2003,2nd Quintile,1 room,0.03827,61,2165,0.03018,0.04635
2003,2nd Quintile,2 rooms,0.21664,413,2165,0.19928,0.23399
2003,2nd Quintile,3 rooms,0.36102,801,2165,0.34078,0.38125
2003,2nd Quintile,4 rooms,0.18756,464,2165,0.17112,0.20401
2003,2nd Quintile,5 rooms,0.10355,238,2165,0.09071,0.11639
2003,2nd Quintile,6 rooms,0.05780,140,2165,0.04797,0.06763
2003,2nd Quintile,7 rooms,0.01857,48,2165,0.01289,0.02426
2003,3rd Quintile,1 room,0.04236,61,2206,0.03395,0.05076
2003,3rd Quintile,2 rooms,0.19814,377,2206,0.18150,0.21477
2003,3rd Quintile,3 rooms,0.32149,706,2206,0.30199,0.34098
2003,3rd Quintile,4 rooms,0.17853,427,2206,0.16254,0.19451
2003,3rd Quintile,5 rooms,0.12827,328,2206,0.11431,0.14222
2003,3rd Quintile,6 rooms,0.07806,188,2206,0.06686,0.08925
2003,3rd Quintile,7 rooms,0.02697,76,2206,0.02021,0.03373
2003,3rd Quintile,8 rooms,0.01784,43,2206,0.01231,0.02336
2003,4th Quintile,2 rooms,0.16913,293,2227,0.15355,0.18470
2003,4th Quintile,3 rooms,0.31260,652,2227,0.29334,0.33186
2003,4th Quintile,4 rooms,0.21673,518,2227,0.19961,0.23384
2003,4th Quintile,5 rooms,0.15105,381,2227,0.13618,0.16593
2003,4th Quintile,6 rooms,0.08082,230,2227,0.06950,0.09215
2003,4th Quintile,7 rooms,0.03244,103,2227,0.02508,0.03980
2003,4th Quintile,8 rooms,0.01446,50,2227,0.00950,0.01942
2003,5th Quintile,2 rooms,0.12959,223,3011,0.11759,0.14158
2003,5th Quintile,3 rooms,0.23211,553,3011,0.21703,0.24719
2003,5th Quintile,4 rooms,0.22621,708,3011,0.21126,0.24116
2003,5th Quintile,5 rooms,0.17953,602,3011,0.16582,0.19324
2003,5th Quintile,6 rooms,0.09678,413,3011,0.08622,0.10735
2003,5th Quintile,7 rooms,0.06374,267,3011,0.05501,0.07246
2003,5th Quintile,8 rooms,0.02965,131,3011,0.02359,0.03571
2003,5th Quintile,9 rooms,0.00999,56,3011,0.00644,0.01354
2003,5th Quintile,10 or more rooms,0.01617,58,3011,0.01167,0.02068
2004,1st Quintile,1 room,0.10311,168,1922,0.08951,0.11670
2004,1st Quintile,2 rooms,0.31492,546,1922,0.29415,0.33570
2004,1st Quintile,3 rooms,0.33458,720,1922,0.31348,0.35568
2004,1st Quintile,4 rooms,0.14789,322,1922,0.13202,0.16377
2004,1st Quintile,5 rooms,0.05931,118,1922,0.04875,0.06987
2004,1st Quintile,6 rooms,0.02296,48,1922,0.01626,0.02966
2004,2nd Quintile,1 room,0.04721,72,2123,0.03818,0.05623
2004,2nd Quintile,2 rooms,0.22270,429,2123,0.20499,0.24040
2004,2nd Quintile,3 rooms,0.37093,750,2123,0.35038,0.39149
2004,2nd Quintile,4 rooms,0.16744,435,2123,0.15156,0.18333
2004,2nd Quintile,5 rooms,0.10121,242,2123,0.08838,0.11404
2004,2nd Quintile,6 rooms,0.05089,138,2123,0.04154,0.06024
2004,2nd Quintile,7 rooms,0.02690,57,2123,0.02001,0.03378
2004,3rd Quintile,1 room,0.02461,40,2170,0.01809,0.03113
2004,3rd Quintile,2 rooms,0.18176,346,2170,0.16553,0.19799
2004,3rd Quintile,3 rooms,0.33623,702,2170,0.31635,0.35611
2004,3rd Quintile,4 rooms,0.18768,452,2170,0.17124,0.20411
2004,3rd Quintile,5 rooms,0.14455,339,2170,0.12975,0.15935
2004,3rd Quintile,6 rooms,0.07428,177,2170,0.06325,0.08532
2004,3rd Quintile,7 rooms,0.03093,81,2170,0.02364,0.03821
2004,3rd Quintile,8 rooms,0.01245,33,2170,0.00779,0.01712
2004,4th Quintile,2 rooms,0.18342,292,2207,0.16727,0.19957
2004,4th Quintile,3 rooms,0.28507,612,2207,0.26623,0.30391
2004,4th Quintile,4 rooms,0.22231,537,2207,0.20495,0.23966
2004,4th Quintile,5 rooms,0.15514,387,2207,0.14004,0.17025
2004,4th Quintile,6 rooms,0.08306,227,2207,0.07155,0.09458
2004,4th Quintile,7 rooms,0.02898,100,2207,0.02198,0.03599
2004,4th Quintile,8 rooms,0.01712,52,2207,0.01171,0.02254
2004,5th Quintile,2 rooms,0.11564,207,2937,0.10407,0.12721
2004,5th Quintile,3 rooms,0.24653,569,2937,0.23094,0.26212
2004,5th Quintile,4 rooms,0.21679,654,2937,0.20188,0.23169
2004,5th Quintile,5 rooms,0.18049,600,2937,0.16658,0.19440
2004,5th Quintile,6 rooms,0.11149,430,2937,0.10011,0.12288
2004,5th Quintile,7 rooms,0.05890,238,2937,0.05039,0.06742
2004,5th Quintile,8 rooms,0.02954,119,2937,0.02341,0.03566
2004,5th Quintile,9 rooms,0.01221,61,2937,0.00824,0.01619
2004,5th Quintile,10 or more rooms,0.01468,59,2937,0.01033,0.01903
2005,1st Quintile,1 room,0.09324,163,1928,0.08025,0.10622
2005,1st Quintile,2 rooms,0.32276,571,1928,0.30188,0.34363
2005,1st Quintile,3 rooms,0.34505,722,1928,0.32382,0.36627
2005,1st Quintile,4 rooms,0.13620,292,1928,0.12089,0.15152
2005,1st Quintile,5 rooms,0.05780,125,1928,0.04738,0.06822
2005,1st Quintile,6 rooms,0.02612,55,1928,0.01900,0.03325
2005,2nd Quintile,1 room,0.03558,57,2024,0.02751,0.04365
2005,2nd Quintile,2 rooms,0.22944,423,2024,0.21112,0.24776
2005,2nd Quintile,3 rooms,0.35492,728,2024,0.33407,0.37577
2005,2nd Quintile,4 rooms,0.18440,432,2024,0.16750,0.20130
2005,2nd Quintile,5 rooms,0.09774,219,2024,0.08480,0.11068
2005,2nd Quintile,6 rooms,0.05278,118,2024,0.04304,0.06253
2005,2nd Quintile,7 rooms,0.02463,47,2024,0.01787,0.03138
2005,3rd Quintile,1 room,0.02865,44,2078,0.02148,0.03583
2005,3rd Quintile,2 rooms,0.20520,356,2078,0.18783,0.22257
2005,3rd Quintile,3 rooms,0.32596,650,2078,0.30580,0.34612
2005,3rd Quintile,4 rooms,0.18466,431,2078,0.16797,0.20135
2005,3rd Quintile,5 rooms,0.13960,346,2078,0.12469,0.15450
2005,3rd Quintile,6 rooms,0.05994,136,2078,0.04974,0.07015
2005,3rd Quintile,7 rooms,0.02768,68,2078,0.02062,0.03473
2005,3rd Quintile,8 rooms,0.01842,47,2078,0.01264,0.02421
2005,4th Quintile,1 room,0.02155,31,2173,0.01544,0.02766
2005,4th Quintile,2 rooms,0.16808,273,2173,0.15236,0.18381
2005,4th Quintile,3 rooms,0.27643,585,2173,0.25762,0.29523
2005,4th Quintile,4 rooms,0.22296,522,2173,0.20545,0.24046
2005,4th Quintile,5 rooms,0.16506,383,2173,0.14944,0.18067
2005,4th Quintile,6 rooms,0.08837,240,2173,0.07644,0.10031
2005,4th Quintile,7 rooms,0.02834,96,2173,0.02136,0.03532
2005,4th Quintile,8 rooms,0.01638,43,2173,0.01105,0.02172
2005,5th Quintile,2 rooms,0.10795,189,2827,0.09651,0.11939
2005,5th Quintile,3 rooms,0.25430,572,2827,0.23824,0.27035
2005,5th Quintile,4 rooms,0.21956,635,2827,0.20429,0.23482
2005,5th Quintile,5 rooms,0.19139,593,2827,0.17689,0.20590
2005,5th Quintile,6 rooms,0.10851,392,2827,0.09704,0.11998
2005,5th Quintile,7 rooms,0.05294,219,2827,0.04468,0.06119
2005,5th Quintile,8 rooms,0.03059,119,2827,0.02424,0.03694
2005,5th Quintile,9 rooms,0.01032,54,2827,0.00659,0.01405
2005,5th Quintile,10 or more rooms,0.01398,54,2827,0.00965,0.01831
2006,1st Quintile,1 room,0.09606,174,2061,0.08333,0.10879
2006,1st Quintile,2 rooms,0.32327,604,2061,0.30307,0.34347
2006,1st Quintile,3 rooms,0.33971,754,2061,0.31925,0.36016
2006,1st Quintile,4 rooms,0.14027,332,2061,0.12528,0.15527
2006,1st Quintile,5 rooms,0.06413,140,2061,0.05355,0.07470
2006,1st Quintile,6 rooms,0.02405,57,2061,0.01743,0.03066
2006,2nd Quintile,1 room,0.03768,59,2181,0.02969,0.04568
2006,2nd Quintile,2 rooms,0.24413,463,2181,0.22610,0.26216
2006,2nd Quintile,3 rooms,0.36822,793,2181,0.34797,0.38847
2006,2nd Quintile,4 rooms,0.16581,448,2181,0.15019,0.18142
2006,2nd Quintile,5 rooms,0.09140,230,2181,0.07930,0.10349
2006,2nd Quintile,6 rooms,0.05187,123,2181,0.04256,0.06117
2006,2nd Quintile,7 rooms,0.02702,65,2181,0.02021,0.03382
2006,3rd Quintile,1 room,0.02497,37,2358,0.01867,0.03127
2006,3rd Quintile,2 rooms,0.19775,385,2358,0.18167,0.21383
2006,3rd Quintile,3 rooms,0.32004,733,2358,0.30120,0.33887
2006,3rd Quintile,4 rooms,0.20313,522,2358,0.18689,0.21937
2006,3rd Quintile,5 rooms,0.13804,365,2358,0.12411,0.15197
2006,3rd Quintile,6 rooms,0.06937,193,2358,0.05912,0.07963
2006,3rd Quintile,7 rooms,0.02519,79,2358,0.01886,0.03152
2006,3rd Quintile,8 rooms,0.01198,44,2358,0.00759,0.01638
2006,4th Quintile,1 room,0.01984,38,2448,0.01431,0.02536
2006,4th Quintile,2 rooms,0.18312,335,2448,0.16780,0.19845
2006,4th Quintile,3 rooms,0.27631,636,2448,0.25859,0.29402
2006,4th Quintile,4 rooms,0.21334,571,2448,0.19711,0.22957
2006,4th Quintile,5 rooms,0.16630,445,2448,0.15155,0.18106
2006,4th Quintile,6 rooms,0.07496,243,2448,0.06453,0.08540
2006,4th Quintile,7 rooms,0.03614,128,2448,0.02875,0.04354
2006,4th Quintile,8 rooms,0.01634,52,2448,0.01132,0.02136
2006,5th Quintile,2 rooms,0.11559,218,3036,0.10421,0.12696
2006,5th Quintile,3 rooms,0.24109,588,3036,0.22587,0.25631
2006,5th Quintile,4 rooms,0.21815,672,3036,0.20346,0.23285
2006,5th Quintile,5 rooms,0.17630,635,3036,0.16274,0.18985
2006,5th Quintile,6 rooms,0.11164,424,3036,0.10044,0.12285
2006,5th Quintile,7 rooms,0.06131,253,3036,0.05278,0.06985
2006,5th Quintile,8 rooms,0.03351,137,3036,0.02711,0.03992
2006,5th Quintile,9 rooms,0.01530,59,3036,0.01094,0.01967
2006,5th Quintile,10 or more rooms,0.01180,50,3036,0.00796,0.01564
2007,1st Quintile,1 room,0.09370,159,1918,0.08066,0.10675
2007,1st Quintile,2 rooms,0.33416,573,1918,0.31304,0.35527
2007,1st Quintile,3 rooms,0.32519,694,1918,0.30422,0.34616
2007,1st Quintile,4 rooms,0.14414,325,1918,0.12841,0.15986
2007,1st Quintile,5 rooms,0.06010,119,1918,0.04946,0.07074
2007,1st Quintile,6 rooms,0.02448,48,1918,0.01756,0.03140
2007,2nd Quintile,1 room,0.03158,50,2077,0.02406,0.03910
2007,2nd Quintile,2 rooms,0.23007,408,2077,0.21197,0.24818
2007,2nd Quintile,3 rooms,0.36896,782,2077,0.34820,0.38972
