year,quintil_oecd_hh,regtyp,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,1st Quintile,Rural regions,2 rooms,0.32919,165,598,0.29150,0.36689
1992,1st Quintile,Rural regions,3 rooms,0.33757,231,598,0.29964,0.37551
1992,1st Quintile,Rural regions,4 rooms,0.17162,148,598,0.14137,0.20187
1992,1st Quintile,Rural regions,5 rooms,0.06619,54,598,0.04625,0.08614
1992,2nd Quintile,Urban regions,1 room,0.04545,36,856,0.03149,0.05942
1992,2nd Quintile,Urban regions,2 rooms,0.26366,188,856,0.23413,0.29320
1992,2nd Quintile,Urban regions,3 rooms,0.37343,345,856,0.34101,0.40585
1992,2nd Quintile,Urban regions,4 rooms,0.16191,174,856,0.13722,0.18660
1992,2nd Quintile,Urban regions,5 rooms,0.07994,72,856,0.06176,0.09812
1992,2nd Quintile,Urban regions,6 rooms,0.04703,41,856,0.03284,0.06122
1992,2nd Quintile,Rural regions,2 rooms,0.15882,75,550,0.12824,0.18939
1992,2nd Quintile,Rural regions,3 rooms,0.38902,239,550,0.34824,0.42980
1992,2nd Quintile,Rural regions,4 rooms,0.19194,120,550,0.15900,0.22488
1992,2nd Quintile,Rural regions,5 rooms,0.11535,79,550,0.08862,0.14207
1992,2nd Quintile,Rural regions,6 rooms,0.06559,37,550,0.04489,0.08630
1992,3rd Quintile,Urban regions,1 room,0.05210,44,890,0.03749,0.06670
1992,3rd Quintile,Urban regions,2 rooms,0.27030,193,890,0.24111,0.29950
1992,3rd Quintile,Urban regions,3 rooms,0.34213,347,890,0.31094,0.37332
1992,3rd Quintile,Urban regions,4 rooms,0.16861,185,890,0.14400,0.19323
1992,3rd Quintile,Urban regions,5 rooms,0.09262,86,890,0.07356,0.11168
1992,3rd Quintile,Urban regions,6 rooms,0.04262,35,890,0.02934,0.05590
1992,3rd Quintile,Rural regions,2 rooms,0.09992,35,389,0.07008,0.12977
1992,3rd Quintile,Rural regions,3 rooms,0.36418,165,389,0.31630,0.41206
1992,3rd Quintile,Rural regions,4 rooms,0.20296,84,389,0.16294,0.24298
1992,3rd Quintile,Rural regions,5 rooms,0.16783,67,389,0.13064,0.20501
1992,3rd Quintile,Rural regions,6 rooms,0.08803,38,389,0.05983,0.11622
1992,4th Quintile,Urban regions,1 room,0.05712,44,905,0.04200,0.07225
1992,4th Quintile,Urban regions,2 rooms,0.23536,185,905,0.20770,0.26301
1992,4th Quintile,Urban regions,3 rooms,0.30184,322,905,0.27192,0.33177
1992,4th Quintile,Urban regions,4 rooms,0.20705,206,905,0.18063,0.23346
1992,4th Quintile,Urban regions,5 rooms,0.09721,93,905,0.07789,0.11652
1992,4th Quintile,Urban regions,6 rooms,0.05803,55,905,0.04279,0.07327
1992,4th Quintile,Rural regions,2 rooms,0.14156,43,292,0.10151,0.18161
1992,4th Quintile,Rural regions,3 rooms,0.27848,94,292,0.22697,0.32998
1992,4th Quintile,Rural regions,4 rooms,0.21379,73,292,0.16669,0.26090
1992,4th Quintile,Rural regions,5 rooms,0.17485,51,292,0.13121,0.21850
1992,4th Quintile,Rural regions,6 rooms,0.08884,31,292,0.05615,0.12153
1992,5th Quintile,Urban regions,2 rooms,0.16815,142,830,0.14269,0.19361
1992,5th Quintile,Urban regions,3 rooms,0.31201,281,830,0.28047,0.34355
1992,5th Quintile,Urban regions,4 rooms,0.20856,197,830,0.18090,0.23621
1992,5th Quintile,Urban regions,5 rooms,0.13001,126,830,0.10712,0.15291
1992,5th Quintile,Urban regions,6 rooms,0.09666,84,830,0.07655,0.11678
1992,5th Quintile,Rural regions,3 rooms,0.16297,35,112,0.09426,0.23168
1992,5th Quintile,Rural regions,4 rooms,0.24904,42,112,0.16859,0.32949
1992,5th Quintile,Rural regions,5 rooms,0.18406,35,112,0.11197,0.25616
1993,1st Quintile,Urban regions,1 room,0.14476,78,689,0.11847,0.17105
1993,1st Quintile,Urban regions,2 rooms,0.29551,201,689,0.26142,0.32961
1993,1st Quintile,Urban regions,3 rooms,0.33533,271,689,0.30005,0.37061
1993,1st Quintile,Urban regions,4 rooms,0.13108,102,689,0.10586,0.15630
1993,1st Quintile,Urban regions,5 rooms,0.04120,37,689,0.02635,0.05605
1993,1st Quintile,Rural regions,2 rooms,0.29639,151,529,0.25743,0.33534
1993,1st Quintile,Rural regions,3 rooms,0.36728,211,529,0.32616,0.40840
1993,1st Quintile,Rural regions,4 rooms,0.16003,113,529,0.12876,0.19131
1993,1st Quintile,Rural regions,5 rooms,0.08006,54,529,0.05691,0.10321
1993,2nd Quintile,Urban regions,1 room,0.06720,44,874,0.05059,0.08381
1993,2nd Quintile,Urban regions,2 rooms,0.26965,222,874,0.24022,0.29909
1993,2nd Quintile,Urban regions,3 rooms,0.36405,335,874,0.33213,0.39597
1993,2nd Quintile,Urban regions,4 rooms,0.16679,179,874,0.14206,0.19152
1993,2nd Quintile,Urban regions,5 rooms,0.06871,61,874,0.05193,0.08549
1993,2nd Quintile,Urban regions,6 rooms,0.04241,33,874,0.02904,0.05577
1993,2nd Quintile,Rural regions,2 rooms,0.19459,87,558,0.16171,0.22746
1993,2nd Quintile,Rural regions,3 rooms,0.37122,234,558,0.33110,0.41135
1993,2nd Quintile,Rural regions,4 rooms,0.19512,130,558,0.16221,0.22803
1993,2nd Quintile,Rural regions,5 rooms,0.11163,73,558,0.08548,0.13778
1993,2nd Quintile,Rural regions,6 rooms,0.04778,34,558,0.03006,0.06549
1993,3rd Quintile,Urban regions,1 room,0.04818,36,884,0.03406,0.06231
1993,3rd Quintile,Urban regions,2 rooms,0.23287,180,884,0.20499,0.26075
1993,3rd Quintile,Urban regions,3 rooms,0.35533,360,884,0.32376,0.38690
1993,3rd Quintile,Urban regions,4 rooms,0.17433,175,884,0.14930,0.19935
1993,3rd Quintile,Urban regions,5 rooms,0.10667,93,884,0.08631,0.12703
1993,3rd Quintile,Urban regions,6 rooms,0.04728,40,884,0.03328,0.06128
1993,3rd Quintile,Rural regions,2 rooms,0.11524,43,427,0.08492,0.14556
1993,3rd Quintile,Rural regions,3 rooms,0.31207,165,427,0.26807,0.35607
1993,3rd Quintile,Rural regions,4 rooms,0.23795,104,427,0.19751,0.27839
1993,3rd Quintile,Rural regions,5 rooms,0.15561,76,427,0.12119,0.19003
1993,3rd Quintile,Rural regions,6 rooms,0.08662,39,427,0.05991,0.11334
1993,4th Quintile,Urban regions,1 room,0.03954,33,896,0.02677,0.05231
1993,4th Quintile,Urban regions,2 rooms,0.21070,174,896,0.18398,0.23741
1993,4th Quintile,Urban regions,3 rooms,0.33140,321,896,0.30056,0.36224
1993,4th Quintile,Urban regions,4 rooms,0.21271,221,896,0.18590,0.23952
1993,4th Quintile,Urban regions,5 rooms,0.09180,91,896,0.07288,0.11072
1993,4th Quintile,Urban regions,6 rooms,0.06544,56,896,0.04924,0.08164
1993,4th Quintile,Rural regions,2 rooms,0.15702,46,289,0.11500,0.19903
1993,4th Quintile,Rural regions,3 rooms,0.26732,109,289,0.21621,0.31844
1993,4th Quintile,Rural regions,4 rooms,0.21656,83,289,0.16899,0.26413
1993,4th Quintile,Rural regions,5 rooms,0.16567,51,289,0.12273,0.20861
1993,5th Quintile,Urban regions,2 rooms,0.17060,133,824,0.14490,0.19630
1993,5th Quintile,Urban regions,3 rooms,0.31721,305,824,0.28541,0.34900
1993,5th Quintile,Urban regions,4 rooms,0.20332,184,824,0.17582,0.23082
1993,5th Quintile,Urban regions,5 rooms,0.13494,130,824,0.11160,0.15829
1993,5th Quintile,Urban regions,6 rooms,0.08018,72,824,0.06163,0.09874
1993,5th Quintile,Rural regions,3 rooms,0.19940,46,125,0.12908,0.26973
1993,5th Quintile,Rural regions,4 rooms,0.21384,40,125,0.14167,0.28601
1993,5th Quintile,Rural regions,5 rooms,0.19693,39,125,0.12693,0.26693
1994,1st Quintile,Urban regions,1 room,0.12982,75,795,0.10644,0.15320
1994,1st Quintile,Urban regions,2 rooms,0.33636,240,795,0.30349,0.36922
1994,1st Quintile,Urban regions,3 rooms,0.31413,315,795,0.28184,0.34642
1994,1st Quintile,Urban regions,4 rooms,0.12947,124,795,0.10611,0.15282
1994,1st Quintile,Urban regions,5 rooms,0.05268,41,795,0.03714,0.06821
1994,1st Quintile,Rural regions,2 rooms,0.28874,128,464,0.24746,0.33002
1994,1st Quintile,Rural regions,3 rooms,0.36750,182,464,0.32359,0.41142
1994,1st Quintile,Rural regions,4 rooms,0.15787,106,464,0.12465,0.19108
1994,1st Quintile,Rural regions,5 rooms,0.07831,48,464,0.05384,0.10278
1994,2nd Quintile,Urban regions,1 room,0.06704,41,819,0.04990,0.08417
1994,2nd Quintile,Urban regions,2 rooms,0.25189,183,819,0.22214,0.28164
1994,2nd Quintile,Urban regions,3 rooms,0.35879,321,819,0.32592,0.39166
1994,2nd Quintile,Urban regions,4 rooms,0.16348,164,819,0.13814,0.18883
1994,2nd Quintile,Urban regions,5 rooms,0.08434,68,819,0.06530,0.10339
1994,2nd Quintile,Urban regions,6 rooms,0.05060,42,819,0.03558,0.06562
1994,2nd Quintile,Rural regions,2 rooms,0.21688,104,534,0.18189,0.25186
1994,2nd Quintile,Rural regions,3 rooms,0.35059,205,534,0.31008,0.39110
1994,2nd Quintile,Rural regions,4 rooms,0.20305,120,534,0.16889,0.23720
1994,2nd Quintile,Rural regions,5 rooms,0.10433,68,534,0.07837,0.13028
1994,2nd Quintile,Rural regions,6 rooms,0.05961,37,534,0.03951,0.07971
1994,3rd Quintile,Urban regions,1 room,0.04929,39,840,0.03464,0.06394
1994,3rd Quintile,Urban regions,2 rooms,0.23372,180,840,0.20508,0.26235
1994,3rd Quintile,Urban regions,3 rooms,0.33963,314,840,0.30758,0.37167
1994,3rd Quintile,Urban regions,4 rooms,0.18421,179,840,0.15798,0.21044
1994,3rd Quintile,Urban regions,5 rooms,0.09976,88,840,0.07948,0.12004
1994,3rd Quintile,Urban regions,6 rooms,0.05134,40,840,0.03641,0.06628
1994,3rd Quintile,Rural regions,2 rooms,0.13794,49,447,0.10594,0.16995
1994,3rd Quintile,Rural regions,3 rooms,0.32845,178,447,0.28487,0.37204
1994,3rd Quintile,Rural regions,4 rooms,0.19992,102,447,0.16281,0.23704
1994,3rd Quintile,Rural regions,5 rooms,0.14572,73,447,0.11298,0.17847
1994,3rd Quintile,Rural regions,6 rooms,0.08546,45,447,0.05951,0.11141
1994,4th Quintile,Urban regions,1 room,0.04263,31,854,0.02907,0.05619
1994,4th Quintile,Urban regions,2 rooms,0.24363,190,854,0.21482,0.27244
1994,4th Quintile,Urban regions,3 rooms,0.30953,301,854,0.27850,0.34055
1994,4th Quintile,Urban regions,4 rooms,0.20422,195,854,0.17716,0.23127
1994,4th Quintile,Urban regions,5 rooms,0.09394,87,854,0.07436,0.11352
1994,4th Quintile,Urban regions,6 rooms,0.05624,50,854,0.04078,0.07170
1994,4th Quintile,Rural regions,2 rooms,0.14074,41,311,0.10203,0.17946
1994,4th Quintile,Rural regions,3 rooms,0.28463,117,311,0.23439,0.33486
1994,4th Quintile,Rural regions,4 rooms,0.19307,73,311,0.14913,0.23701
1994,4th Quintile,Rural regions,5 rooms,0.15768,49,311,0.11711,0.19825
1994,4th Quintile,Rural regions,6 rooms,0.10749,31,311,0.07301,0.14197
1994,5th Quintile,Urban regions,2 rooms,0.15651,125,840,0.13192,0.18109
1994,5th Quintile,Urban regions,3 rooms,0.31519,284,840,0.28375,0.34663
1994,5th Quintile,Urban regions,4 rooms,0.21888,198,840,0.19090,0.24686
1994,5th Quintile,Urban regions,5 rooms,0.13290,126,840,0.10993,0.15587
1994,5th Quintile,Urban regions,6 rooms,0.08549,74,840,0.06657,0.10441
1994,5th Quintile,Urban regions,7 rooms,0.04140,33,840,0.02792,0.05487
1994,5th Quintile,Rural regions,3 rooms,0.18655,56,173,0.12833,0.24476
1994,5th Quintile,Rural regions,4 rooms,0.25205,67,173,0.18716,0.31694
1994,5th Quintile,Rural regions,5 rooms,0.19947,50,173,0.13975,0.25918
1995,1st Quintile,Urban regions,1 room,0.13703,89,848,0.11387,0.16019
1995,1st Quintile,Urban regions,2 rooms,0.32518,252,848,0.29363,0.35673
1995,1st Quintile,Urban regions,3 rooms,0.31785,340,848,0.28650,0.34921
1995,1st Quintile,Urban regions,4 rooms,0.12553,122,848,0.10321,0.14784
1995,1st Quintile,Urban regions,5 rooms,0.04885,45,848,0.03434,0.06337
1995,1st Quintile,Rural regions,2 rooms,0.29081,133,453,0.24894,0.33268
1995,1st Quintile,Rural regions,3 rooms,0.32697,172,453,0.28372,0.37021
1995,1st Quintile,Rural regions,4 rooms,0.18103,104,453,0.14553,0.21653
1995,1st Quintile,Rural regions,5 rooms,0.08221,44,453,0.05688,0.10753
1995,2nd Quintile,Urban regions,1 room,0.07693,47,889,0.05940,0.09446
1995,2nd Quintile,Urban regions,2 rooms,0.27163,205,889,0.24237,0.30088
1995,2nd Quintile,Urban regions,3 rooms,0.33062,341,889,0.29968,0.36156
1995,2nd Quintile,Urban regions,4 rooms,0.17719,192,889,0.15208,0.20231
1995,2nd Quintile,Urban regions,5 rooms,0.06408,63,889,0.04797,0.08019
1995,2nd Quintile,Urban regions,6 rooms,0.05405,41,889,0.03917,0.06892
1995,2nd Quintile,Rural regions,2 rooms,0.22663,97,486,0.18937,0.26389
1995,2nd Quintile,Rural regions,3 rooms,0.36808,216,486,0.32515,0.41100
1995,2nd Quintile,Rural regions,4 rooms,0.17939,111,486,0.14524,0.21353
1995,2nd Quintile,Rural regions,5 rooms,0.10990,62,486,0.08206,0.13774
1995,3rd Quintile,Urban regions,1 room,0.06282,41,860,0.04659,0.07905
1995,3rd Quintile,Urban regions,2 rooms,0.24735,195,860,0.21850,0.27621
1995,3rd Quintile,Urban regions,3 rooms,0.34238,331,860,0.31065,0.37411
1995,3rd Quintile,Urban regions,4 rooms,0.16598,171,860,0.14110,0.19086
1995,3rd Quintile,Urban regions,5 rooms,0.09016,83,860,0.07101,0.10932
1995,3rd Quintile,Urban regions,6 rooms,0.04415,39,860,0.03041,0.05789
1995,3rd Quintile,Rural regions,2 rooms,0.15397,67,470,0.12130,0.18663
1995,3rd Quintile,Rural regions,3 rooms,0.29490,168,470,0.25363,0.33617
1995,3rd Quintile,Rural regions,4 rooms,0.23582,120,470,0.19740,0.27424
1995,3rd Quintile,Rural regions,5 rooms,0.13659,71,470,0.10551,0.16767
1995,3rd Quintile,Rural regions,6 rooms,0.09576,44,470,0.06913,0.12240
1995,4th Quintile,Urban regions,1 room,0.04497,32,841,0.03095,0.05898
1995,4th Quintile,Urban regions,2 rooms,0.21606,172,841,0.18822,0.24389
1995,4th Quintile,Urban regions,3 rooms,0.33124,303,841,0.29941,0.36307
1995,4th Quintile,Urban regions,4 rooms,0.18275,180,841,0.15661,0.20888
1995,4th Quintile,Urban regions,5 rooms,0.11742,96,841,0.09565,0.13919
1995,4th Quintile,Urban regions,6 rooms,0.06631,58,841,0.04949,0.08314
1995,4th Quintile,Rural regions,2 rooms,0.11445,42,365,0.08175,0.14716
1995,4th Quintile,Rural regions,3 rooms,0.27877,116,365,0.23270,0.32483
1995,4th Quintile,Rural regions,4 rooms,0.20096,90,365,0.15979,0.24212
1995,4th Quintile,Rural regions,5 rooms,0.18312,73,365,0.14339,0.22285
1995,4th Quintile,Rural regions,6 rooms,0.11757,44,365,0.08448,0.15066
1995,5th Quintile,Urban regions,2 rooms,0.17265,133,832,0.14695,0.19835
1995,5th Quintile,Urban regions,3 rooms,0.29160,265,832,0.26070,0.32250
1995,5th Quintile,Urban regions,4 rooms,0.22453,197,832,0.19616,0.25290
1995,5th Quintile,Urban regions,5 rooms,0.12599,124,832,0.10343,0.14856
1995,5th Quintile,Urban regions,6 rooms,0.08340,77,832,0.06460,0.10220
1995,5th Quintile,Urban regions,7 rooms,0.04840,36,832,0.03381,0.06300
1995,5th Quintile,Rural regions,3 rooms,0.23541,73,212,0.17816,0.29265
1995,5th Quintile,Rural regions,4 rooms,0.25090,68,212,0.19241,0.30940
1995,5th Quintile,Rural regions,5 rooms,0.16056,39,212,0.11103,0.21010
1995,5th Quintile,Rural regions,6 rooms,0.15740,32,212,0.10826,0.20654
1996,1st Quintile,Urban regions,1 room,0.12600,76,869,0.10392,0.14808
1996,1st Quintile,Urban regions,2 rooms,0.31782,248,869,0.28684,0.34879
1996,1st Quintile,Urban regions,3 rooms,0.32237,359,869,0.29127,0.35346
1996,1st Quintile,Urban regions,4 rooms,0.14306,137,869,0.11977,0.16636
1996,1st Quintile,Urban regions,5 rooms,0.04412,49,869,0.03046,0.05779
1996,1st Quintile,Rural regions,2 rooms,0.30966,128,437,0.26626,0.35306
1996,1st Quintile,Rural regions,3 rooms,0.31097,159,437,0.26752,0.35442
1996,1st Quintile,Rural regions,4 rooms,0.15261,98,437,0.11885,0.18636
1996,1st Quintile,Rural regions,5 rooms,0.09766,52,437,0.06980,0.12553
1996,2nd Quintile,Urban regions,1 room,0.06154,42,866,0.04553,0.07756
1996,2nd Quintile,Urban regions,2 rooms,0.27707,196,866,0.24724,0.30689
1996,2nd Quintile,Urban regions,3 rooms,0.33911,336,866,0.30756,0.37066
1996,2nd Quintile,Urban regions,4 rooms,0.17142,182,866,0.14631,0.19654
1996,2nd Quintile,Urban regions,5 rooms,0.07595,67,866,0.05830,0.09360
1996,2nd Quintile,Urban regions,6 rooms,0.04243,43,866,0.02900,0.05586
1996,2nd Quintile,Rural regions,2 rooms,0.17137,79,445,0.13632,0.20642
1996,2nd Quintile,Rural regions,3 rooms,0.34579,187,445,0.30155,0.39003
1996,2nd Quintile,Rural regions,4 rooms,0.22170,119,445,0.18306,0.26034
1996,2nd Quintile,Rural regions,5 rooms,0.12355,60,445,0.09294,0.15415
1996,3rd Quintile,Urban regions,1 room,0.04824,31,814,0.03351,0.06297
1996,3rd Quintile,Urban regions,2 rooms,0.25099,185,814,0.22118,0.28079
1996,3rd Quintile,Urban regions,3 rooms,0.33350,306,814,0.30109,0.36591
1996,3rd Quintile,Urban regions,4 rooms,0.16847,169,814,0.14274,0.19420
1996,3rd Quintile,Urban regions,5 rooms,0.10730,87,814,0.08603,0.12858
1996,3rd Quintile,Urban regions,6 rooms,0.04825,36,814,0.03352,0.06298
1996,3rd Quintile,Rural regions,2 rooms,0.16843,74,497,0.13550,0.20137
1996,3rd Quintile,Rural regions,3 rooms,0.29260,172,497,0.25256,0.33264
1996,3rd Quintile,Rural regions,4 rooms,0.21118,126,497,0.17526,0.24710
1996,3rd Quintile,Rural regions,5 rooms,0.14699,83,497,0.11583,0.17816
1996,3rd Quintile,Rural regions,6 rooms,0.08584,42,497,0.06119,0.11049
1996,4th Quintile,Urban regions,1 room,0.04698,34,886,0.03303,0.06092
1996,4th Quintile,Urban regions,2 rooms,0.24219,195,886,0.21397,0.27042
1996,4th Quintile,Urban regions,3 rooms,0.29407,284,886,0.26405,0.32409
1996,4th Quintile,Urban regions,4 rooms,0.19417,193,886,0.16811,0.22024
1996,4th Quintile,Urban regions,5 rooms,0.09226,85,886,0.07320,0.11133
1996,4th Quintile,Urban regions,6 rooms,0.07280,63,886,0.05568,0.08992
1996,4th Quintile,Urban regions,7 rooms,0.04150,32,886,0.02836,0.05464
1996,4th Quintile,Rural regions,2 rooms,0.12131,49,354,0.08725,0.15537
1996,4th Quintile,Rural regions,3 rooms,0.26282,110,354,0.21690,0.30874
1996,4th Quintile,Rural regions,4 rooms,0.20973,81,354,0.16726,0.25221
1996,4th Quintile,Rural regions,5 rooms,0.20449,76,354,0.16242,0.24657
1996,4th Quintile,Rural regions,6 rooms,0.10946,38,354,0.07689,0.14203
1996,5th Quintile,Urban regions,2 rooms,0.16476,120,810,0.13920,0.19032
1996,5th Quintile,Urban regions,3 rooms,0.28142,245,810,0.25043,0.31240
1996,5th Quintile,Urban regions,4 rooms,0.24674,211,810,0.21703,0.27645
1996,5th Quintile,Urban regions,5 rooms,0.14046,123,810,0.11651,0.16440
1996,5th Quintile,Urban regions,6 rooms,0.08017,78,810,0.06145,0.09888
1996,5th Quintile,Urban regions,7 rooms,0.04007,33,810,0.02655,0.05358
1996,5th Quintile,Rural regions,3 rooms,0.27890,82,225,0.22017,0.33763
1996,5th Quintile,Rural regions,4 rooms,0.19390,54,225,0.14213,0.24568
1996,5th Quintile,Rural regions,5 rooms,0.15403,43,225,0.10676,0.20131
1996,5th Quintile,Rural regions,6 rooms,0.17881,46,225,0.12862,0.22899
1997,1st Quintile,Urban regions,1 room,0.11436,69,829,0.09269,0.13604
1997,1st Quintile,Urban regions,2 rooms,0.33788,257,829,0.30566,0.37010
1997,1st Quintile,Urban regions,3 rooms,0.34076,335,829,0.30847,0.37304
1997,1st Quintile,Urban regions,4 rooms,0.13017,135,829,0.10725,0.15310
1997,1st Quintile,Urban regions,5 rooms,0.03272,33,829,0.02060,0.04483
1997,1st Quintile,Rural regions,2 rooms,0.26503,106,409,0.22220,0.30785
1997,1st Quintile,Rural regions,3 rooms,0.32866,158,409,0.28308,0.37424
1997,1st Quintile,Rural regions,4 rooms,0.17186,95,409,0.13526,0.20847
1997,1st Quintile,Rural regions,5 rooms,0.11701,50,409,0.08582,0.14820
1997,2nd Quintile,Urban regions,1 room,0.06369,42,845,0.04722,0.08017
1997,2nd Quintile,Urban regions,2 rooms,0.23917,168,845,0.21039,0.26795
1997,2nd Quintile,Urban regions,3 rooms,0.37653,351,845,0.34384,0.40922
1997,2nd Quintile,Urban regions,4 rooms,0.16530,170,845,0.14024,0.19036
1997,2nd Quintile,Urban regions,5 rooms,0.07936,71,845,0.06113,0.09760
1997,2nd Quintile,Urban regions,6 rooms,0.04884,43,845,0.03430,0.06338
1997,2nd Quintile,Rural regions,2 rooms,0.20805,96,501,0.17247,0.24363
1997,2nd Quintile,Rural regions,3 rooms,0.35091,195,501,0.30908,0.39274
1997,2nd Quintile,Rural regions,4 rooms,0.18024,117,501,0.14655,0.21393
1997,2nd Quintile,Rural regions,5 rooms,0.09995,62,501,0.07366,0.12624
1997,2nd Quintile,Rural regions,6 rooms,0.05466,31,501,0.03473,0.07458
1997,3rd Quintile,Urban regions,1 room,0.04469,31,838,0.03069,0.05869
1997,3rd Quintile,Urban regions,2 rooms,0.24888,175,838,0.21959,0.27817
1997,3rd Quintile,Urban regions,3 rooms,0.33795,314,838,0.30591,0.37000
1997,3rd Quintile,Urban regions,4 rooms,0.18149,186,838,0.15538,0.20760
1997,3rd Quintile,Urban regions,5 rooms,0.09844,94,838,0.07826,0.11862
1997,3rd Quintile,Urban regions,6 rooms,0.05260,38,838,0.03747,0.06772
1997,3rd Quintile,Rural regions,2 rooms,0.16205,76,476,0.12891,0.19519
1997,3rd Quintile,Rural regions,3 rooms,0.31640,171,476,0.27457,0.35822
1997,3rd Quintile,Rural regions,4 rooms,0.21336,114,476,0.17652,0.25020
1997,3rd Quintile,Rural regions,5 rooms,0.16205,77,476,0.12891,0.19519
1997,3rd Quintile,Rural regions,6 rooms,0.06969,38,476,0.04679,0.09259
1997,4th Quintile,Urban regions,1 room,0.05931,33,863,0.04354,0.07507
1997,4th Quintile,Urban regions,2 rooms,0.23969,179,863,0.21119,0.26819
1997,4th Quintile,Urban regions,3 rooms,0.30198,302,863,0.27133,0.33263
1997,4th Quintile,Urban regions,4 rooms,0.16814,180,863,0.14317,0.19310
1997,4th Quintile,Urban regions,5 rooms,0.11334,103,863,0.09217,0.13450
1997,4th Quintile,Urban regions,6 rooms,0.07312,66,863,0.05574,0.09049
1997,4th Quintile,Rural regions,2 rooms,0.18082,59,356,0.14078,0.22085
1997,4th Quintile,Rural regions,3 rooms,0.24928,107,356,0.20428,0.29428
1997,4th Quintile,Rural regions,4 rooms,0.20291,80,356,0.16107,0.24474
1997,4th Quintile,Rural regions,5 rooms,0.14412,64,356,0.10758,0.18065
1997,4th Quintile,Rural regions,6 rooms,0.12577,46,356,0.09127,0.16026
1997,5th Quintile,Urban regions,2 rooms,0.15174,116,790,0.12671,0.17678
1997,5th Quintile,Urban regions,3 rooms,0.27806,229,790,0.24679,0.30932
1997,5th Quintile,Urban regions,4 rooms,0.23271,204,790,0.20323,0.26220
1997,5th Quintile,Urban regions,5 rooms,0.14337,120,790,0.11892,0.16782
1997,5th Quintile,Urban regions,6 rooms,0.09052,80,790,0.07050,0.11055
1997,5th Quintile,Urban regions,7 rooms,0.06021,41,790,0.04361,0.07681
1997,5th Quintile,Rural regions,3 rooms,0.25437,75,236,0.19869,0.31005
1997,5th Quintile,Rural regions,4 rooms,0.22685,64,236,0.17331,0.28040
1997,5th Quintile,Rural regions,5 rooms,0.20407,58,236,0.15254,0.25559
1997,5th Quintile,Rural regions,6 rooms,0.16421,39,236,0.11684,0.21157
1998,1st Quintile,Urban regions,1 room,0.11142,93,957,0.09147,0.13136
1998,1st Quintile,Urban regions,2 rooms,0.33632,296,957,0.30637,0.36626
1998,1st Quintile,Urban regions,3 rooms,0.34815,369,957,0.31795,0.37835
1998,1st Quintile,Urban regions,4 rooms,0.13516,154,957,0.11348,0.15683
1998,1st Quintile,Urban regions,5 rooms,0.03677,45,957,0.02484,0.04870
1998,1st Quintile,Rural regions,2 rooms,0.30837,140,451,0.26570,0.35104
1998,1st Quintile,Rural regions,3 rooms,0.33394,175,451,0.29037,0.37752
1998,1st Quintile,Rural regions,4 rooms,0.17747,101,451,0.14216,0.21277
1998,1st Quintile,Rural regions,5 rooms,0.06887,35,451,0.04547,0.09227
1998,2nd Quintile,Urban regions,1 room,0.06665,44,965,0.05090,0.08239
1998,2nd Quintile,Urban regions,2 rooms,0.26496,212,965,0.23710,0.29282
1998,2nd Quintile,Urban regions,3 rooms,0.32793,365,965,0.29830,0.35757
1998,2nd Quintile,Urban regions,4 rooms,0.18699,199,965,0.16238,0.21161
1998,2nd Quintile,Urban regions,5 rooms,0.09497,102,965,0.07646,0.11347
1998,2nd Quintile,Urban regions,6 rooms,0.04057,43,965,0.02812,0.05303
1998,2nd Quintile,Rural regions,2 rooms,0.19599,93,548,0.16273,0.22926
1998,2nd Quintile,Rural regions,3 rooms,0.31644,197,548,0.27746,0.35542
1998,2nd Quintile,Rural regions,4 rooms,0.23100,143,548,0.19568,0.26632
1998,2nd Quintile,Rural regions,5 rooms,0.12620,75,548,0.09837,0.15403
1998,2nd Quintile,Rural regions,6 rooms,0.06346,40,548,0.04303,0.08389
1998,3rd Quintile,Urban regions,1 room,0.04937,35,924,0.03540,0.06335
1998,3rd Quintile,Urban regions,2 rooms,0.24769,193,924,0.21984,0.27554
1998,3rd Quintile,Urban regions,3 rooms,0.31304,333,924,0.28312,0.34295
1998,3rd Quintile,Urban regions,4 rooms,0.20409,222,924,0.17809,0.23009
1998,3rd Quintile,Urban regions,5 rooms,0.08165,77,924,0.06399,0.09932
1998,3rd Quintile,Urban regions,6 rooms,0.06027,64,924,0.04491,0.07562
1998,3rd Quintile,Rural regions,2 rooms,0.17653,86,512,0.14347,0.20958
1998,3rd Quintile,Rural regions,3 rooms,0.28410,175,512,0.24500,0.32321
1998,3rd Quintile,Rural regions,4 rooms,0.21579,123,512,0.18013,0.25146
1998,3rd Quintile,Rural regions,5 rooms,0.13624,76,512,0.10649,0.16598
1998,3rd Quintile,Rural regions,6 rooms,0.09244,52,512,0.06733,0.11755
1998,4th Quintile,Urban regions,2 rooms,0.22228,180,947,0.19579,0.24878
1998,4th Quintile,Urban regions,3 rooms,0.33441,341,947,0.30434,0.36447
1998,4th Quintile,Urban regions,4 rooms,0.18732,216,947,0.16246,0.21218
1998,4th Quintile,Urban regions,5 rooms,0.08974,99,947,0.07152,0.10795
1998,4th Quintile,Urban regions,6 rooms,0.07638,78,947,0.05946,0.09331
1998,4th Quintile,Urban regions,7 rooms,0.03556,33,947,0.02376,0.04736
