year,quintil_oecd_hh,rentown,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,1st Quintile,Tenant,1 room,0.14086,99,1025,0.11955,0.16217
1992,1st Quintile,Tenant,2 rooms,0.38858,357,1025,0.35872,0.41843
1992,1st Quintile,Tenant,3 rooms,0.33385,413,1025,0.30496,0.36273
1992,1st Quintile,Tenant,4 rooms,0.10494,156,1025,0.08617,0.12372
1992,2nd Quintile,Owner,3 rooms,0.25566,100,378,0.21163,0.29970
1992,2nd Quintile,Owner,4 rooms,0.25210,113,378,0.20827,0.29593
1992,2nd Quintile,Owner,5 rooms,0.19724,102,378,0.15707,0.23741
1992,2nd Quintile,Owner,6 rooms,0.13094,63,378,0.09689,0.16500
1992,2nd Quintile,Tenant,1 room,0.06301,49,1018,0.04808,0.07794
1992,2nd Quintile,Tenant,2 rooms,0.30383,239,1018,0.27557,0.33210
1992,2nd Quintile,Tenant,3 rooms,0.43841,493,1018,0.40791,0.46890
1992,2nd Quintile,Tenant,4 rooms,0.13481,188,1018,0.11382,0.15580
1992,2nd Quintile,Tenant,5 rooms,0.04054,49,1018,0.02842,0.05266
1992,3rd Quintile,Owner,3 rooms,0.20350,85,367,0.16226,0.24475
1992,3rd Quintile,Owner,4 rooms,0.26054,112,367,0.21557,0.30550
1992,3rd Quintile,Owner,5 rooms,0.24027,105,367,0.19650,0.28405
1992,3rd Quintile,Owner,6 rooms,0.14006,65,367,0.10450,0.17561
1992,3rd Quintile,Tenant,1 room,0.06423,49,896,0.04816,0.08029
1992,3rd Quintile,Tenant,2 rooms,0.30689,209,896,0.27667,0.33710
1992,3rd Quintile,Tenant,3 rooms,0.42622,431,896,0.39382,0.45862
1992,3rd Quintile,Tenant,4 rooms,0.13560,159,896,0.11317,0.15803
1992,3rd Quintile,Tenant,5 rooms,0.04724,48,896,0.03334,0.06114
1992,4th Quintile,Owner,2 rooms,0.07616,32,488,0.05260,0.09972
1992,4th Quintile,Owner,3 rooms,0.18891,99,488,0.15414,0.22368
1992,4th Quintile,Owner,4 rooms,0.27237,144,488,0.23283,0.31191
1992,4th Quintile,Owner,5 rooms,0.21013,108,488,0.17395,0.24631
1992,4th Quintile,Owner,6 rooms,0.13209,74,488,0.10202,0.16216
1992,4th Quintile,Owner,7 rooms,0.05591,31,488,0.03550,0.07631
1992,4th Quintile,Tenant,1 room,0.07598,43,733,0.05679,0.09518
1992,4th Quintile,Tenant,2 rooms,0.31977,199,733,0.28598,0.35356
1992,4th Quintile,Tenant,3 rooms,0.37818,318,733,0.34305,0.41331
1992,4th Quintile,Tenant,4 rooms,0.15873,136,733,0.13226,0.18520
1992,4th Quintile,Tenant,5 rooms,0.04385,37,733,0.02902,0.05868
1992,5th Quintile,Owner,2 rooms,0.06127,31,560,0.04139,0.08116
1992,5th Quintile,Owner,3 rooms,0.19018,107,560,0.15764,0.22271
1992,5th Quintile,Owner,4 rooms,0.26945,156,560,0.23267,0.30623
1992,5th Quintile,Owner,5 rooms,0.20300,135,560,0.16966,0.23635
1992,5th Quintile,Owner,6 rooms,0.16173,95,560,0.13121,0.19226
1992,5th Quintile,Owner,7 rooms,0.05868,36,560,0.03920,0.07817
1992,5th Quintile,Tenant,2 rooms,0.29182,130,425,0.24855,0.33509
1992,5th Quintile,Tenant,3 rooms,0.42404,211,425,0.37700,0.47108
1992,5th Quintile,Tenant,4 rooms,0.13951,84,425,0.10653,0.17249
1993,1st Quintile,Owner,2 rooms,0.10825,31,243,0.06910,0.14739
1993,1st Quintile,Owner,3 rooms,0.30855,77,243,0.25035,0.36674
1993,1st Quintile,Owner,4 rooms,0.25816,80,243,0.20302,0.31329
1993,1st Quintile,Owner,5 rooms,0.16101,55,243,0.11471,0.20732
1993,1st Quintile,Tenant,1 room,0.13571,104,1001,0.11448,0.15693
1993,1st Quintile,Tenant,2 rooms,0.35967,321,1001,0.32993,0.38942
1993,1st Quintile,Tenant,3 rooms,0.36217,405,1001,0.33238,0.39196
1993,1st Quintile,Tenant,4 rooms,0.10394,135,1001,0.08503,0.12286
1993,1st Quintile,Tenant,5 rooms,0.02203,36,1001,0.01293,0.03113
1993,2nd Quintile,Owner,2 rooms,0.08389,32,394,0.05648,0.11130
1993,2nd Quintile,Owner,3 rooms,0.23646,95,394,0.19445,0.27847
1993,2nd Quintile,Owner,4 rooms,0.27512,118,394,0.23097,0.31927
1993,2nd Quintile,Owner,5 rooms,0.20615,97,394,0.16615,0.24614
1993,2nd Quintile,Owner,6 rooms,0.10996,52,394,0.07903,0.14089
1993,2nd Quintile,Tenant,1 room,0.07813,53,1032,0.06175,0.09451
1993,2nd Quintile,Tenant,2 rooms,0.31134,277,1032,0.28307,0.33960
1993,2nd Quintile,Tenant,3 rooms,0.42214,474,1032,0.39199,0.45229
1993,2nd Quintile,Tenant,4 rooms,0.13474,191,1032,0.11389,0.15558
1993,2nd Quintile,Tenant,5 rooms,0.03154,37,1032,0.02087,0.04221
1993,3rd Quintile,Owner,3 rooms,0.22863,109,459,0.19017,0.26709
1993,3rd Quintile,Owner,4 rooms,0.24570,116,459,0.20627,0.28513
1993,3rd Quintile,Owner,5 rooms,0.22979,122,459,0.19126,0.26831
1993,3rd Quintile,Owner,6 rooms,0.13851,72,459,0.10687,0.17014
1993,3rd Quintile,Owner,7 rooms,0.07532,40,459,0.05115,0.09949
1993,3rd Quintile,Tenant,1 room,0.06762,44,877,0.05099,0.08425
1993,3rd Quintile,Tenant,2 rooms,0.29444,207,877,0.26425,0.32462
1993,3rd Quintile,Tenant,3 rooms,0.41767,416,877,0.38501,0.45033
1993,3rd Quintile,Tenant,4 rooms,0.15981,163,877,0.13555,0.18408
1993,3rd Quintile,Tenant,5 rooms,0.04972,47,877,0.03533,0.06412
1993,4th Quintile,Owner,2 rooms,0.06873,35,496,0.04644,0.09102
1993,4th Quintile,Owner,3 rooms,0.18609,92,496,0.15180,0.22037
1993,4th Quintile,Owner,4 rooms,0.26985,146,496,0.23074,0.30895
1993,4th Quintile,Owner,5 rooms,0.21912,115,496,0.18268,0.25556
1993,4th Quintile,Owner,6 rooms,0.14420,76,496,0.11326,0.17515
1993,4th Quintile,Owner,7 rooms,0.06873,32,496,0.04644,0.09101
1993,4th Quintile,Tenant,1 room,0.06125,36,717,0.04369,0.07882
1993,4th Quintile,Tenant,2 rooms,0.29825,185,717,0.26474,0.33176
1993,4th Quintile,Tenant,3 rooms,0.41685,338,717,0.38073,0.45296
1993,4th Quintile,Tenant,4 rooms,0.16935,158,717,0.14188,0.19683
1993,5th Quintile,Owner,3 rooms,0.18149,109,521,0.14836,0.21462
1993,5th Quintile,Owner,4 rooms,0.26633,148,521,0.22833,0.30432
1993,5th Quintile,Owner,5 rooms,0.22606,141,521,0.19011,0.26201
1993,5th Quintile,Owner,6 rooms,0.14452,82,521,0.11430,0.17474
1993,5th Quintile,Owner,7 rooms,0.06533,41,521,0.04409,0.08656
1993,5th Quintile,Tenant,2 rooms,0.28192,125,443,0.23998,0.32387
1993,5th Quintile,Tenant,3 rooms,0.44205,242,443,0.39575,0.48835
1993,5th Quintile,Tenant,4 rooms,0.13072,76,443,0.09929,0.16214
1994,1st Quintile,Owner,3 rooms,0.27468,65,203,0.21312,0.33623
1994,1st Quintile,Owner,4 rooms,0.26887,77,203,0.20772,0.33001
1994,1st Quintile,Owner,5 rooms,0.19197,61,203,0.13766,0.24628
1994,1st Quintile,Tenant,1 room,0.13016,97,1020,0.10950,0.15082
1994,1st Quintile,Tenant,2 rooms,0.36959,338,1020,0.33995,0.39923
1994,1st Quintile,Tenant,3 rooms,0.35120,432,1020,0.32189,0.38051
1994,1st Quintile,Tenant,4 rooms,0.10172,153,1020,0.08316,0.12028
1994,2nd Quintile,Owner,3 rooms,0.24326,97,374,0.19972,0.28680
1994,2nd Quintile,Owner,4 rooms,0.27039,117,374,0.22531,0.31547
1994,2nd Quintile,Owner,5 rooms,0.21852,97,374,0.17659,0.26046
1994,2nd Quintile,Owner,6 rooms,0.13616,63,374,0.10136,0.17097
1994,2nd Quintile,Tenant,1 room,0.08066,57,953,0.06336,0.09796
1994,2nd Quintile,Tenant,2 rooms,0.32644,261,953,0.29666,0.35623
1994,2nd Quintile,Tenant,3 rooms,0.41106,429,953,0.37980,0.44231
1994,2nd Quintile,Tenant,4 rooms,0.13331,167,953,0.11172,0.15490
1994,2nd Quintile,Tenant,5 rooms,0.02959,39,953,0.01882,0.04035
1994,3rd Quintile,Owner,3 rooms,0.22476,109,430,0.18526,0.26426
1994,3rd Quintile,Owner,4 rooms,0.23469,121,430,0.19458,0.27479
1994,3rd Quintile,Owner,5 rooms,0.23603,124,430,0.19584,0.27621
1994,3rd Quintile,Owner,6 rooms,0.14167,76,430,0.10867,0.17467
1994,3rd Quintile,Tenant,1 room,0.07804,51,835,0.05983,0.09624
1994,3rd Quintile,Tenant,2 rooms,0.30449,205,835,0.27325,0.33572
1994,3rd Quintile,Tenant,3 rooms,0.41244,383,835,0.37903,0.44585
1994,3rd Quintile,Tenant,4 rooms,0.15500,159,835,0.13043,0.17956
1994,3rd Quintile,Tenant,5 rooms,0.03245,37,835,0.02042,0.04448
1994,4th Quintile,Owner,2 rooms,0.08446,36,481,0.05958,0.10934
1994,4th Quintile,Owner,3 rooms,0.17942,94,481,0.14510,0.21375
1994,4th Quintile,Owner,4 rooms,0.25336,126,481,0.21445,0.29227
1994,4th Quintile,Owner,5 rooms,0.20127,104,481,0.16540,0.23714
1994,4th Quintile,Owner,6 rooms,0.14736,74,481,0.11565,0.17907
1994,4th Quintile,Owner,7 rooms,0.09445,47,481,0.06829,0.12062
1994,4th Quintile,Tenant,1 room,0.05704,32,724,0.04013,0.07394
1994,4th Quintile,Tenant,2 rooms,0.31972,195,724,0.28572,0.35371
1994,4th Quintile,Tenant,3 rooms,0.39929,323,724,0.36359,0.43499
1994,4th Quintile,Tenant,4 rooms,0.16228,142,724,0.13541,0.18916
1994,4th Quintile,Tenant,5 rooms,0.04122,32,724,0.02673,0.05571
1994,5th Quintile,Owner,3 rooms,0.18710,108,546,0.15436,0.21985
1994,5th Quintile,Owner,4 rooms,0.26871,168,546,0.23149,0.30592
1994,5th Quintile,Owner,5 rooms,0.21795,145,546,0.18329,0.25261
1994,5th Quintile,Owner,6 rooms,0.14051,83,546,0.11133,0.16969
1994,5th Quintile,Owner,7 rooms,0.07242,42,546,0.05066,0.09418
1994,5th Quintile,Tenant,2 rooms,0.27514,123,483,0.23527,0.31501
1994,5th Quintile,Tenant,3 rooms,0.42810,232,483,0.38393,0.47227
1994,5th Quintile,Tenant,4 rooms,0.16739,97,483,0.13406,0.20071
1994,5th Quintile,Tenant,5 rooms,0.04947,31,483,0.03011,0.06883
1995,1st Quintile,Owner,3 rooms,0.25681,63,208,0.19729,0.31632
1995,1st Quintile,Owner,4 rooms,0.29440,63,208,0.23231,0.35649
1995,1st Quintile,Owner,5 rooms,0.19967,50,208,0.14522,0.25413
1995,1st Quintile,Owner,6 rooms,0.10038,32,208,0.05945,0.14132
1995,1st Quintile,Tenant,1 room,0.13951,116,1131,0.11930,0.15971
1995,1st Quintile,Tenant,2 rooms,0.37858,364,1131,0.35030,0.40687
1995,1st Quintile,Tenant,3 rooms,0.33849,449,1131,0.31090,0.36609
1995,1st Quintile,Tenant,4 rooms,0.10446,163,1131,0.08662,0.12229
1995,1st Quintile,Tenant,5 rooms,0.02280,39,1131,0.01410,0.03150
1995,2nd Quintile,Owner,3 rooms,0.21731,93,338,0.17328,0.26135
1995,2nd Quintile,Owner,4 rooms,0.26778,110,338,0.22051,0.31506
1995,2nd Quintile,Owner,5 rooms,0.20764,86,338,0.16433,0.25094
1995,2nd Quintile,Owner,6 rooms,0.12306,49,338,0.08798,0.15813
1995,2nd Quintile,Tenant,1 room,0.08522,59,1031,0.06817,0.10228
1995,2nd Quintile,Tenant,2 rooms,0.32685,276,1031,0.29820,0.35550
1995,2nd Quintile,Tenant,3 rooms,0.40052,464,1031,0.37060,0.43045
1995,2nd Quintile,Tenant,4 rooms,0.13832,193,1031,0.11724,0.15941
1995,2nd Quintile,Tenant,5 rooms,0.02491,39,1031,0.01539,0.03443
1995,3rd Quintile,Owner,3 rooms,0.20848,105,477,0.17199,0.24498
1995,3rd Quintile,Owner,4 rooms,0.26447,143,477,0.22485,0.30409
1995,3rd Quintile,Owner,5 rooms,0.20514,121,477,0.16886,0.24141
1995,3rd Quintile,Owner,6 rooms,0.12650,70,477,0.09664,0.15636
1995,3rd Quintile,Owner,7 rooms,0.07035,38,477,0.04738,0.09333
1995,3rd Quintile,Tenant,1 room,0.08174,49,857,0.06338,0.10009
1995,3rd Quintile,Tenant,2 rooms,0.31670,233,857,0.28554,0.34786
1995,3rd Quintile,Tenant,3 rooms,0.40967,394,857,0.37672,0.44261
1995,3rd Quintile,Tenant,4 rooms,0.13532,148,857,0.11241,0.15824
1995,3rd Quintile,Tenant,5 rooms,0.03544,33,857,0.02305,0.04783
1995,4th Quintile,Owner,2 rooms,0.07152,37,519,0.04933,0.09371
1995,4th Quintile,Owner,3 rooms,0.20789,100,519,0.17294,0.24283
1995,4th Quintile,Owner,4 rooms,0.22933,123,519,0.19312,0.26553
1995,4th Quintile,Owner,5 rooms,0.23905,135,519,0.20232,0.27578
1995,4th Quintile,Owner,6 rooms,0.14984,90,519,0.11911,0.18058
1995,4th Quintile,Owner,7 rooms,0.05896,34,519,0.03868,0.07925
1995,4th Quintile,Tenant,1 room,0.07312,39,716,0.05404,0.09220
1995,4th Quintile,Tenant,2 rooms,0.29685,177,716,0.26336,0.33034
1995,4th Quintile,Tenant,3 rooms,0.41818,319,716,0.38202,0.45434
1995,4th Quintile,Tenant,4 rooms,0.14908,147,716,0.12297,0.17519
1995,4th Quintile,Tenant,5 rooms,0.03904,34,716,0.02484,0.05323
1995,5th Quintile,Owner,3 rooms,0.18865,115,557,0.15613,0.22117
1995,5th Quintile,Owner,4 rooms,0.27236,170,557,0.23536,0.30937
1995,5th Quintile,Owner,5 rooms,0.20126,136,557,0.16793,0.23459
1995,5th Quintile,Owner,6 rooms,0.14799,93,557,0.11848,0.17751
1995,5th Quintile,Owner,7 rooms,0.07157,43,557,0.05015,0.09300
1995,5th Quintile,Tenant,2 rooms,0.29446,125,443,0.25197,0.33695
1995,5th Quintile,Tenant,3 rooms,0.40464,223,443,0.35888,0.45040
1995,5th Quintile,Tenant,4 rooms,0.17214,95,443,0.13694,0.20733
1996,1st Quintile,Owner,3 rooms,0.23973,55,196,0.17981,0.29965
1996,1st Quintile,Owner,4 rooms,0.24420,55,196,0.18390,0.30450
1996,1st Quintile,Owner,5 rooms,0.18093,51,196,0.12690,0.23496
1996,1st Quintile,Owner,6 rooms,0.14176,35,196,0.09281,0.19072
1996,1st Quintile,Tenant,1 room,0.12741,104,1155,0.10817,0.14665
1996,1st Quintile,Tenant,2 rooms,0.36473,358,1155,0.33696,0.39250
1996,1st Quintile,Tenant,3 rooms,0.33894,463,1155,0.31163,0.36625
1996,1st Quintile,Tenant,4 rooms,0.12084,180,1155,0.10203,0.13964
1996,1st Quintile,Tenant,5 rooms,0.03198,50,1155,0.02183,0.04214
1996,2nd Quintile,Owner,3 rooms,0.23797,88,352,0.19342,0.28252
1996,2nd Quintile,Owner,4 rooms,0.29128,122,352,0.24375,0.33882
1996,2nd Quintile,Owner,5 rooms,0.21260,93,352,0.16980,0.25540
1996,2nd Quintile,Owner,6 rooms,0.10274,49,352,0.07098,0.13450
1996,2nd Quintile,Tenant,1 room,0.08366,58,958,0.06612,0.10120
1996,2nd Quintile,Tenant,2 rooms,0.33404,252,958,0.30416,0.36392
1996,2nd Quintile,Tenant,3 rooms,0.39231,435,958,0.36138,0.42325
1996,2nd Quintile,Tenant,4 rooms,0.13744,179,958,0.11563,0.15926
1996,2nd Quintile,Tenant,5 rooms,0.03236,34,958,0.02114,0.04357
1996,3rd Quintile,Owner,2 rooms,0.06523,35,520,0.04398,0.08647
1996,3rd Quintile,Owner,3 rooms,0.21267,112,520,0.17747,0.24788
1996,3rd Quintile,Owner,4 rooms,0.21049,126,520,0.17542,0.24556
1996,3rd Quintile,Owner,5 rooms,0.25601,135,520,0.21846,0.29356
1996,3rd Quintile,Owner,6 rooms,0.13649,68,520,0.10695,0.16602
1996,3rd Quintile,Owner,7 rooms,0.08394,44,520,0.06008,0.10779
1996,3rd Quintile,Tenant,1 room,0.06706,43,837,0.05011,0.08402
1996,3rd Quintile,Tenant,2 rooms,0.32799,224,837,0.29617,0.35982
1996,3rd Quintile,Tenant,3 rooms,0.39076,366,837,0.35769,0.42384
1996,3rd Quintile,Tenant,4 rooms,0.16453,169,837,0.13940,0.18967
1996,3rd Quintile,Tenant,5 rooms,0.03085,35,837,0.01913,0.04257
1996,4th Quintile,Owner,2 rooms,0.07905,39,549,0.05646,0.10164
1996,4th Quintile,Owner,3 rooms,0.18762,98,549,0.15493,0.22031
1996,4th Quintile,Owner,4 rooms,0.25629,150,549,0.21973,0.29284
1996,4th Quintile,Owner,5 rooms,0.20940,130,549,0.17533,0.24346
1996,4th Quintile,Owner,6 rooms,0.15029,88,549,0.12037,0.18021
1996,4th Quintile,Owner,7 rooms,0.07737,44,549,0.05500,0.09974
1996,4th Quintile,Tenant,1 room,0.07638,41,697,0.05664,0.09611
1996,4th Quintile,Tenant,2 rooms,0.33337,205,697,0.29834,0.36839
1996,4th Quintile,Tenant,3 rooms,0.37809,296,697,0.34207,0.41412
1996,4th Quintile,Tenant,4 rooms,0.14377,124,697,0.11770,0.16983
1996,4th Quintile,Tenant,5 rooms,0.03992,31,697,0.02537,0.05446
1996,5th Quintile,Owner,3 rooms,0.18920,112,557,0.15664,0.22175
1996,5th Quintile,Owner,4 rooms,0.26718,157,557,0.23040,0.30396
1996,5th Quintile,Owner,5 rooms,0.21106,137,557,0.17714,0.24498
1996,5th Quintile,Owner,6 rooms,0.14882,107,557,0.11923,0.17840
1996,5th Quintile,Owner,7 rooms,0.06505,44,557,0.04455,0.08555
1996,5th Quintile,Tenant,2 rooms,0.27518,110,433,0.23307,0.31730
1996,5th Quintile,Tenant,3 rooms,0.41118,215,433,0.36478,0.45758
1996,5th Quintile,Tenant,4 rooms,0.19147,108,433,0.15437,0.22858
1997,1st Quintile,Owner,3 rooms,0.27236,61,166,0.20443,0.34029
1997,1st Quintile,Owner,4 rooms,0.22114,57,166,0.15781,0.28446
1997,1st Quintile,Owner,5 rooms,0.19929,48,166,0.13834,0.26024
1997,1st Quintile,Tenant,1 room,0.11392,91,1074,0.09491,0.13293
1997,1st Quintile,Tenant,2 rooms,0.37225,343,1074,0.34333,0.40117
1997,1st Quintile,Tenant,3 rooms,0.35333,432,1074,0.32473,0.38193
1997,1st Quintile,Tenant,4 rooms,0.12291,173,1074,0.10326,0.14255
1997,1st Quintile,Tenant,5 rooms,0.02370,35,1074,0.01460,0.03280
1997,2nd Quintile,Owner,3 rooms,0.22988,95,367,0.18678,0.27299
1997,2nd Quintile,Owner,4 rooms,0.25803,118,367,0.21320,0.30286
1997,2nd Quintile,Owner,5 rooms,0.21859,99,367,0.17625,0.26094
1997,2nd Quintile,Owner,6 rooms,0.12821,55,367,0.09395,0.16246
1997,2nd Quintile,Tenant,1 room,0.08778,61,954,0.06981,0.10574
1997,2nd Quintile,Tenant,2 rooms,0.30335,239,954,0.27416,0.33253
1997,2nd Quintile,Tenant,3 rooms,0.43020,451,954,0.39877,0.46164
1997,2nd Quintile,Tenant,4 rooms,0.13073,169,954,0.10933,0.15213
1997,2nd Quintile,Tenant,5 rooms,0.02653,34,954,0.01633,0.03673
1997,3rd Quintile,Owner,3 rooms,0.21962,110,501,0.18333,0.25591
1997,3rd Quintile,Owner,4 rooms,0.28522,155,501,0.24564,0.32479
1997,3rd Quintile,Owner,5 rooms,0.22491,133,501,0.18832,0.26151
1997,3rd Quintile,Owner,6 rooms,0.10954,60,501,0.08217,0.13692
1997,3rd Quintile,Owner,7 rooms,0.07314,43,501,0.05032,0.09596
1997,3rd Quintile,Tenant,1 room,0.05642,35,822,0.04064,0.07221
1997,3rd Quintile,Tenant,2 rooms,0.34036,229,822,0.30794,0.37277
1997,3rd Quintile,Tenant,3 rooms,0.41228,375,822,0.37860,0.44595
1997,3rd Quintile,Tenant,4 rooms,0.12392,145,822,0.10138,0.14646
1997,3rd Quintile,Tenant,5 rooms,0.04272,38,822,0.02889,0.05655
1997,4th Quintile,Owner,2 rooms,0.08455,36,553,0.06134,0.10776
1997,4th Quintile,Owner,3 rooms,0.19254,107,553,0.15965,0.22544
1997,4th Quintile,Owner,4 rooms,0.23258,139,553,0.19733,0.26782
1997,4th Quintile,Owner,5 rooms,0.20739,127,553,0.17357,0.24121
1997,4th Quintile,Owner,6 rooms,0.17171,104,553,0.14025,0.20317
1997,4th Quintile,Owner,7 rooms,0.07203,40,553,0.05046,0.09359
1997,4th Quintile,Tenant,1 room,0.08839,37,702,0.06737,0.10940
1997,4th Quintile,Tenant,2 rooms,0.34845,202,702,0.31317,0.38372
1997,4th Quintile,Tenant,3 rooms,0.37354,302,702,0.33773,0.40935
1997,4th Quintile,Tenant,4 rooms,0.12772,121,702,0.10301,0.15243
1997,4th Quintile,Tenant,5 rooms,0.04514,40,702,0.02977,0.06051
1997,5th Quintile,Owner,3 rooms,0.18320,107,574,0.15153,0.21487
1997,5th Quintile,Owner,4 rooms,0.26061,171,574,0.22467,0.29655
1997,5th Quintile,Owner,5 rooms,0.22075,149,574,0.18679,0.25471
1997,5th Quintile,Owner,6 rooms,0.14979,100,574,0.12057,0.17902
1997,5th Quintile,Owner,7 rooms,0.08082,47,574,0.05850,0.10314
1997,5th Quintile,Tenant,2 rooms,0.24705,101,395,0.20446,0.28964
1997,5th Quintile,Tenant,3 rooms,0.41057,197,395,0.36200,0.45915
1997,5th Quintile,Tenant,4 rooms,0.18669,97,395,0.14821,0.22516
1998,1st Quintile,Owner,3 rooms,0.28920,51,158,0.21828,0.36013
1998,1st Quintile,Owner,4 rooms,0.27136,65,158,0.20180,0.34091
1998,1st Quintile,Owner,5 rooms,0.15860,42,158,0.10146,0.21575
1998,1st Quintile,Tenant,1 room,0.11129,120,1256,0.09389,0.12869
1998,1st Quintile,Tenant,2 rooms,0.37409,415,1256,0.34732,0.40086
1998,1st Quintile,Tenant,3 rooms,0.35476,493,1256,0.32829,0.38123
1998,1st Quintile,Tenant,4 rooms,0.12371,190,1256,0.10549,0.14193
1998,1st Quintile,Tenant,5 rooms,0.02421,38,1256,0.01571,0.03272
1998,2nd Quintile,Owner,2 rooms,0.08528,32,477,0.06019,0.11038
1998,2nd Quintile,Owner,3 rooms,0.19432,104,477,0.15877,0.22986
1998,2nd Quintile,Owner,4 rooms,0.29695,155,477,0.25590,0.33800
1998,2nd Quintile,Owner,5 rooms,0.21687,114,477,0.17985,0.25390
1998,2nd Quintile,Owner,6 rooms,0.12384,72,477,0.09425,0.15343
1998,2nd Quintile,Tenant,1 room,0.07325,55,1036,0.05738,0.08913
1998,2nd Quintile,Tenant,2 rooms,0.32321,273,1036,0.29472,0.35171
1998,2nd Quintile,Tenant,3 rooms,0.39225,458,1036,0.36250,0.42200
1998,2nd Quintile,Tenant,4 rooms,0.15230,187,1036,0.13041,0.17419
1998,2nd Quintile,Tenant,5 rooms,0.04724,63,1036,0.03431,0.06016
1998,3rd Quintile,Owner,3 rooms,0.19858,117,563,0.16559,0.23156
1998,3rd Quintile,Owner,4 rooms,0.30101,186,563,0.26308,0.33893
1998,3rd Quintile,Owner,5 rooms,0.18706,122,563,0.15482,0.21930
1998,3rd Quintile,Owner,6 rooms,0.13524,94,563,0.10696,0.16351
1998,3rd Quintile,Owner,7 rooms,0.07523,44,563,0.05342,0.09704
1998,3rd Quintile,Tenant,1 room,0.06459,43,876,0.04830,0.08088
1998,3rd Quintile,Tenant,2 rooms,0.35322,252,876,0.32155,0.38489
1998,3rd Quintile,Tenant,3 rooms,0.38117,391,876,0.34899,0.41335
1998,3rd Quintile,Tenant,4 rooms,0.13937,159,876,0.11642,0.16232
1998,3rd Quintile,Tenant,5 rooms,0.03427,31,876,0.02222,0.04632
1998,4th Quintile,Owner,2 rooms,0.07527,39,665,0.05520,0.09534
1998,4th Quintile,Owner,3 rooms,0.16475,110,665,0.13654,0.19297
1998,4th Quintile,Owner,4 rooms,0.26538,196,665,0.23180,0.29897
1998,4th Quintile,Owner,5 rooms,0.21091,167,665,0.17988,0.24194
1998,4th Quintile,Owner,6 rooms,0.14266,103,665,0.11606,0.16926
1998,4th Quintile,Owner,7 rooms,0.07894,50,665,0.05843,0.09945
1998,4th Quintile,Tenant,2 rooms,0.32388,208,737,0.29007,0.35769
1998,4th Quintile,Tenant,3 rooms,0.44458,364,737,0.40868,0.48049
1998,4th Quintile,Tenant,4 rooms,0.13213,133,737,0.10766,0.15659
1998,4th Quintile,Tenant,5 rooms,0.03293,32,737,0.02004,0.04583
1998,5th Quintile,Owner,3 rooms,0.17829,134,724,0.15039,0.20619
1998,5th Quintile,Owner,4 rooms,0.26860,218,724,0.23629,0.30090
1998,5th Quintile,Owner,5 rooms,0.21058,180,724,0.18086,0.24030
1998,5th Quintile,Owner,6 rooms,0.15724,136,724,0.13070,0.18377
1998,5th Quintile,Owner,7 rooms,0.06619,56,724,0.04806,0.08431
1998,5th Quintile,Tenant,2 rooms,0.22783,103,458,0.18937,0.26628
1998,5th Quintile,Tenant,3 rooms,0.42848,213,458,0.38311,0.47385
1998,5th Quintile,Tenant,4 rooms,0.19749,111,458,0.16099,0.23399
1998,5th Quintile,Tenant,5 rooms,0.06684,31,458,0.04395,0.08974
1999,1st Quintile,Owner,3 rooms,0.27766,66,221,0.21848,0.33684
1999,1st Quintile,Owner,4 rooms,0.23556,68,221,0.17949,0.29164
1999,1st Quintile,Owner,5 rooms,0.17642,50,221,0.12605,0.22679
1999,1st Quintile,Owner,6 rooms,0.11124,37,221,0.06969,0.15279
1999,1st Quintile,Tenant,1 room,0.10806,108,1221,0.09063,0.12548
1999,1st Quintile,Tenant,2 rooms,0.38203,391,1221,0.35477,0.40930
1999,1st Quintile,Tenant,3 rooms,0.33126,467,1221,0.30485,0.35767
1999,1st Quintile,Tenant,4 rooms,0.13086,204,1221,0.11194,0.14979
1999,1st Quintile,Tenant,5 rooms,0.03536,51,1221,0.02500,0.04573
1999,2nd Quintile,Owner,3 rooms,0.22304,109,421,0.18323,0.26285
1999,2nd Quintile,Owner,4 rooms,0.29601,143,421,0.25235,0.33966
1999,2nd Quintile,Owner,5 rooms,0.17261,95,421,0.13647,0.20875
1999,2nd Quintile,Owner,6 rooms,0.13768,74,421,0.10473,0.17063
1999,2nd Quintile,Tenant,1 room,0.07503,52,1001,0.05870,0.09136
1999,2nd Quintile,Tenant,2 rooms,0.33810,280,1001,0.30878,0.36742
1999,2nd Quintile,Tenant,3 rooms,0.38716,436,1001,0.35697,0.41735
1999,2nd Quintile,Tenant,4 rooms,0.14336,184,1001,0.12164,0.16508
1999,2nd Quintile,Tenant,5 rooms,0.04121,49,1001,0.02889,0.05353
1999,3rd Quintile,Owner,3 rooms,0.18672,111,577,0.15489,0.21854
1999,3rd Quintile,Owner,4 rooms,0.29340,191,577,0.25622,0.33059
1999,3rd Quintile,Owner,5 rooms,0.22537,152,577,0.19125,0.25949
1999,3rd Quintile,Owner,6 rooms,0.12048,79,577,0.09390,0.14707
1999,3rd Quintile,Owner,7 rooms,0.07106,44,577,0.05007,0.09204
1999,3rd Quintile,Tenant,1 room,0.05061,32,826,0.03565,0.06557
1999,3rd Quintile,Tenant,2 rooms,0.34156,246,826,0.30919,0.37392
1999,3rd Quintile,Tenant,3 rooms,0.43012,388,826,0.39634,0.46390
1999,3rd Quintile,Tenant,4 rooms,0.12110,126,826,0.09883,0.14336
