year,bula_h,pld0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Brandenburg,Often,0.06066,58,902,0.04508,0.07625
2003,Brandenburg,Sometimes,0.09014,96,902,0.07144,0.10884
2003,Brandenburg,Seldom,0.16600,196,902,0.14170,0.19030
2003,Brandenburg,Never,0.51685,552,902,0.48422,0.54948
2003,Mecklenburg-Western Pomerania,Sometimes,0.07561,55,478,0.05188,0.09933
2003,Mecklenburg-Western Pomerania,Seldom,0.14676,92,478,0.11500,0.17852
2003,Mecklenburg-Western Pomerania,Never,0.57343,331,478,0.52904,0.61781
2003,Saxony,Very often,0.02544,54,1605,0.01773,0.03314
2003,Saxony,Often,0.05911,115,1605,0.04757,0.07066
2003,Saxony,Sometimes,0.08251,168,1605,0.06905,0.09598
2003,Saxony,Seldom,0.14638,265,1605,0.12908,0.16368
2003,Saxony,Never,0.54358,1003,1605,0.51920,0.56796
2003,Saxony-Anhalt,Very often,0.03032,40,928,0.01928,0.04136
2003,Saxony-Anhalt,Often,0.09068,96,928,0.07219,0.10916
2003,Saxony-Anhalt,Sometimes,0.09654,115,928,0.07752,0.11555
2003,Saxony-Anhalt,Seldom,0.14072,179,928,0.11833,0.16310
2003,Saxony-Anhalt,Never,0.51262,498,928,0.48044,0.54479
2003,Thuringa,Often,0.04238,61,927,0.02940,0.05535
2003,Thuringa,Sometimes,0.10168,107,927,0.08222,0.12115
2003,Thuringa,Seldom,0.16220,190,927,0.13846,0.18594
2003,Thuringa,Never,0.53077,569,927,0.49862,0.56291
2008,Schleswig-Holstein,Often,0.07243,51,528,0.05030,0.09456
2008,Schleswig-Holstein,Sometimes,0.09175,59,528,0.06710,0.11640
2008,Schleswig-Holstein,Seldom,0.17291,98,528,0.14062,0.20519
2008,Schleswig-Holstein,Never,0.44856,320,528,0.40610,0.49103
2008,Hamburg,Seldom,0.15879,50,224,0.11082,0.20676
2008,Hamburg,Never,0.53951,174,224,0.47408,0.60493
2008,Lower Saxony,Very often,0.04436,99,1726,0.03465,0.05408
2008,Lower Saxony,Often,0.08173,170,1726,0.06880,0.09465
2008,Lower Saxony,Sometimes,0.10539,242,1726,0.09090,0.11988
2008,Lower Saxony,Seldom,0.15371,324,1726,0.13669,0.17073
2008,Lower Saxony,Never,0.44354,891,1726,0.42009,0.46698
2008,Bremen,Never,0.66487,100,100,0.57189,0.75786
2008,North Rhine-Westphalia,Very often,0.03002,145,3916,0.02468,0.03537
2008,North Rhine-Westphalia,Often,0.06714,302,3916,0.05930,0.07498
2008,North Rhine-Westphalia,Sometimes,0.06824,321,3916,0.06034,0.07614
2008,North Rhine-Westphalia,Seldom,0.11902,542,3916,0.10887,0.12916
2008,North Rhine-Westphalia,Never,0.54597,2606,3916,0.53037,0.56157
2008,Hesse,Very often,0.04002,78,1298,0.02935,0.05069
2008,Hesse,Often,0.07888,133,1298,0.06421,0.09356
2008,Hesse,Sometimes,0.08215,145,1298,0.06720,0.09709
2008,Hesse,Seldom,0.12689,195,1298,0.10878,0.14501
2008,Hesse,Never,0.47951,747,1298,0.45232,0.50670
2008,"Rhineland-Palatinate, Saarland",Very often,0.04487,63,1089,0.03257,0.05718
2008,"Rhineland-Palatinate, Saarland",Often,0.05307,81,1089,0.03975,0.06640
2008,"Rhineland-Palatinate, Saarland",Sometimes,0.06480,91,1089,0.05017,0.07942
2008,"Rhineland-Palatinate, Saarland",Seldom,0.12691,154,1089,0.10713,0.14669
2008,"Rhineland-Palatinate, Saarland",Never,0.52661,700,1089,0.49694,0.55628
2008,Baden-Wuerttemberg,Very often,0.05387,144,2343,0.04472,0.06301
2008,Baden-Wuerttemberg,Often,0.07860,217,2343,0.06770,0.08950
2008,Baden-Wuerttemberg,Sometimes,0.08955,244,2343,0.07799,0.10111
2008,Baden-Wuerttemberg,Seldom,0.16484,497,2343,0.14981,0.17986
2008,Baden-Wuerttemberg,Never,0.42978,1241,2343,0.40973,0.44983
2008,Bavaria,Very often,0.06257,214,2731,0.05349,0.07166
2008,Bavaria,Often,0.09267,321,2731,0.08180,0.10355
2008,Bavaria,Sometimes,0.10284,355,2731,0.09145,0.11424
2008,Bavaria,Seldom,0.16222,561,2731,0.14839,0.17605
2008,Bavaria,Never,0.40873,1280,2731,0.39029,0.42717
2008,Berlin,Often,0.06333,57,695,0.04521,0.08145
2008,Berlin,Sometimes,0.05490,51,695,0.03795,0.07185
2008,Berlin,Seldom,0.15031,121,695,0.12372,0.17690
2008,Berlin,Never,0.57043,466,695,0.53360,0.60726
2008,Brandenburg,Very often,0.04530,48,816,0.03102,0.05958
2008,Brandenburg,Often,0.05933,65,816,0.04311,0.07555
2008,Brandenburg,Sometimes,0.11407,107,816,0.09225,0.13590
2008,Brandenburg,Seldom,0.14994,152,816,0.12543,0.17445
2008,Brandenburg,Never,0.48708,444,816,0.45276,0.52140
2008,Mecklenburg-Western Pomerania,Often,0.04831,35,463,0.02876,0.06787
2008,Mecklenburg-Western Pomerania,Sometimes,0.05870,43,463,0.03726,0.08013
2008,Mecklenburg-Western Pomerania,Seldom,0.09230,60,463,0.06591,0.11869
2008,Mecklenburg-Western Pomerania,Never,0.64446,325,463,0.60081,0.68811
2008,Saxony,Very often,0.03102,57,1427,0.02202,0.04002
2008,Saxony,Often,0.05730,108,1427,0.04524,0.06937
2008,Saxony,Sometimes,0.07136,126,1427,0.05799,0.08472
2008,Saxony,Seldom,0.18100,299,1427,0.16102,0.20099
2008,Saxony,Never,0.52326,837,1427,0.49733,0.54918
2008,Saxony-Anhalt,Very often,0.04045,37,809,0.02687,0.05404
2008,Saxony-Anhalt,Often,0.07806,72,809,0.05956,0.09655
2008,Saxony-Anhalt,Sometimes,0.09667,88,809,0.07630,0.11705
2008,Saxony-Anhalt,Seldom,0.13403,133,809,0.11054,0.15753
2008,Saxony-Anhalt,Never,0.52286,479,809,0.48842,0.55730
2008,Thuringa,Very often,0.03345,44,871,0.02150,0.04540
2008,Thuringa,Often,0.08196,74,871,0.06374,0.10019
2008,Thuringa,Sometimes,0.09310,82,871,0.07379,0.11241
2008,Thuringa,Seldom,0.13757,151,871,0.11468,0.16046
2008,Thuringa,Never,0.52731,520,871,0.49414,0.56049
2013,Schleswig-Holstein,Very often,0.04310,62,902,0.02984,0.05636
2013,Schleswig-Holstein,Often,0.06976,109,902,0.05312,0.08639
2013,Schleswig-Holstein,Sometimes,0.09303,115,902,0.07406,0.11199
2013,Schleswig-Holstein,Seldom,0.16542,177,902,0.14116,0.18969
2013,Schleswig-Holstein,Never,0.40470,439,902,0.37265,0.43675
2013,Hamburg,Often,0.05183,33,389,0.02977,0.07389
2013,Hamburg,Sometimes,0.10564,58,389,0.07505,0.13622
2013,Hamburg,Seldom,0.08775,56,389,0.05960,0.11590
2013,Hamburg,Never,0.47759,242,389,0.42788,0.52729
2013,Lower Saxony,Very often,0.03381,153,2443,0.02664,0.04098
2013,Lower Saxony,Often,0.09169,362,2443,0.08025,0.10314
2013,Lower Saxony,Sometimes,0.09463,302,2443,0.08302,0.10624
2013,Lower Saxony,Seldom,0.14523,473,2443,0.13125,0.15920
2013,Lower Saxony,Never,0.40369,1153,2443,0.38423,0.42315
2013,Bremen,Never,0.48145,115,115,0.38973,0.57317
2013,North Rhine-Westphalia,Very often,0.03080,255,5088,0.02605,0.03554
2013,North Rhine-Westphalia,Often,0.05387,447,5088,0.04767,0.06007
2013,North Rhine-Westphalia,Sometimes,0.05879,432,5088,0.05233,0.06526
2013,North Rhine-Westphalia,Seldom,0.12847,864,5088,0.11927,0.13766
2013,North Rhine-Westphalia,Never,0.46527,3090,5088,0.45157,0.47898
2013,Hesse,Very often,0.04086,136,1747,0.03158,0.05015
2013,Hesse,Often,0.07538,206,1747,0.06299,0.08776
2013,Hesse,Sometimes,0.07743,196,1747,0.06489,0.08996
2013,Hesse,Seldom,0.12074,294,1747,0.10545,0.13602
2013,Hesse,Never,0.42042,915,1747,0.39727,0.44358
2013,"Rhineland-Palatinate, Saarland",Very often,0.03864,84,1372,0.02844,0.04884
2013,"Rhineland-Palatinate, Saarland",Often,0.07003,145,1372,0.05652,0.08354
2013,"Rhineland-Palatinate, Saarland",Sometimes,0.07056,149,1372,0.05700,0.08411
2013,"Rhineland-Palatinate, Saarland",Seldom,0.12045,211,1372,0.10322,0.13768
2013,"Rhineland-Palatinate, Saarland",Never,0.44261,783,1372,0.41632,0.46890
2013,Baden-Wuerttemberg,Very often,0.06195,301,3001,0.05333,0.07058
2013,Baden-Wuerttemberg,Often,0.08068,420,3001,0.07093,0.09042
2013,Baden-Wuerttemberg,Sometimes,0.08485,401,3001,0.07488,0.09482
2013,Baden-Wuerttemberg,Seldom,0.14486,538,3001,0.13227,0.15746
2013,Baden-Wuerttemberg,Never,0.35460,1341,3001,0.33748,0.37171
2013,Bavaria,Very often,0.06002,396,3993,0.05265,0.06739
2013,Bavaria,Often,0.09287,529,3993,0.08387,0.10188
2013,Bavaria,Sometimes,0.08786,531,3993,0.07907,0.09664
2013,Bavaria,Seldom,0.14709,760,3993,0.13611,0.15808
2013,Bavaria,Never,0.36342,1777,3993,0.34850,0.37834
2013,Berlin,Very often,0.02778,39,976,0.01747,0.03810
2013,Berlin,Often,0.04803,82,976,0.03460,0.06145
2013,Berlin,Sometimes,0.04888,69,976,0.03534,0.06241
2013,Berlin,Seldom,0.11958,165,976,0.09922,0.13995
2013,Berlin,Never,0.52589,621,976,0.49455,0.55723
2013,Brandenburg,Very often,0.03637,49,1015,0.02485,0.04790
2013,Brandenburg,Often,0.07096,98,1015,0.05515,0.08676
2013,Brandenburg,Sometimes,0.09955,113,1015,0.08112,0.11798
2013,Brandenburg,Seldom,0.17403,208,1015,0.15069,0.19736
2013,Brandenburg,Never,0.43471,547,1015,0.40420,0.46522
2013,Mecklenburg-Western Pomerania,Often,0.07199,55,561,0.05059,0.09340
2013,Mecklenburg-Western Pomerania,Sometimes,0.08256,66,561,0.05977,0.10536
2013,Mecklenburg-Western Pomerania,Seldom,0.16369,110,561,0.13304,0.19433
2013,Mecklenburg-Western Pomerania,Never,0.49176,330,561,0.45035,0.53316
2013,Saxony,Very often,0.03222,77,1704,0.02383,0.04061
2013,Saxony,Often,0.07130,168,1704,0.05908,0.08353
2013,Saxony,Sometimes,0.09016,177,1704,0.07656,0.10377
2013,Saxony,Seldom,0.15361,300,1704,0.13648,0.17073
2013,Saxony,Never,0.50061,982,1704,0.47686,0.52435
2013,Saxony-Anhalt,Very often,0.05006,51,959,0.03625,0.06387
2013,Saxony-Anhalt,Often,0.08217,86,959,0.06478,0.09956
2013,Saxony-Anhalt,Sometimes,0.07923,84,959,0.06213,0.09633
2013,Saxony-Anhalt,Seldom,0.14397,174,959,0.12174,0.16620
2013,Saxony-Anhalt,Never,0.47627,564,959,0.44465,0.50790
2013,Thuringa,Very often,0.03230,53,991,0.02128,0.04331
2013,Thuringa,Often,0.08013,87,991,0.06322,0.09704
2013,Thuringa,Sometimes,0.10256,136,991,0.08366,0.12146
2013,Thuringa,Seldom,0.15070,196,991,0.12841,0.17298
2013,Thuringa,Never,0.47914,519,991,0.44802,0.51025
2018,Schleswig-Holstein,Very often,0.04858,61,920,0.03468,0.06248
2018,Schleswig-Holstein,Often,0.07716,103,920,0.05991,0.09442
2018,Schleswig-Holstein,Sometimes,0.09129,99,920,0.07267,0.10992
2018,Schleswig-Holstein,Seldom,0.14342,156,920,0.12076,0.16608
2018,Schleswig-Holstein,Never,0.45252,501,920,0.42034,0.48470
2018,Hamburg,Sometimes,0.12312,57,447,0.09263,0.15361
2018,Hamburg,Seldom,0.12046,76,447,0.09025,0.15067
2018,Hamburg,Never,0.49608,314,447,0.44968,0.54249
2018,Lower Saxony,Very often,0.04682,195,2526,0.03858,0.05506
2018,Lower Saxony,Often,0.08939,293,2526,0.07826,0.10052
2018,Lower Saxony,Sometimes,0.10587,301,2526,0.09386,0.11787
2018,Lower Saxony,Seldom,0.15736,496,2526,0.14316,0.17157
2018,Lower Saxony,Never,0.43630,1241,2526,0.41696,0.45565
2018,Bremen,Seldom,0.11167,34,169,0.06404,0.15929
2018,Bremen,Never,0.54232,135,169,0.46698,0.61766
2018,North Rhine-Westphalia,Very often,0.04629,337,5386,0.04068,0.05191
2018,North Rhine-Westphalia,Often,0.06180,470,5386,0.05537,0.06824
2018,North Rhine-Westphalia,Sometimes,0.08481,512,5386,0.07737,0.09225
2018,North Rhine-Westphalia,Seldom,0.14915,877,5386,0.13964,0.15867
2018,North Rhine-Westphalia,Never,0.49761,3190,5386,0.48426,0.51097
2018,Hesse,Very often,0.07945,169,1692,0.06656,0.09234
2018,Hesse,Often,0.10408,195,1692,0.08953,0.11864
2018,Hesse,Sometimes,0.09457,188,1692,0.08062,0.10851
2018,Hesse,Seldom,0.14247,291,1692,0.12581,0.15913
2018,Hesse,Never,0.41367,849,1692,0.39019,0.43714
2018,"Rhineland-Palatinate, Saarland",Very often,0.05466,99,1471,0.04304,0.06628
2018,"Rhineland-Palatinate, Saarland",Often,0.08906,148,1471,0.07450,0.10363
2018,"Rhineland-Palatinate, Saarland",Sometimes,0.08066,144,1471,0.06674,0.09458
2018,"Rhineland-Palatinate, Saarland",Seldom,0.14804,235,1471,0.12989,0.16620
2018,"Rhineland-Palatinate, Saarland",Never,0.44838,845,1471,0.42295,0.47380
2018,Baden-Wuerttemberg,Very often,0.06627,234,2774,0.05702,0.07553
2018,Baden-Wuerttemberg,Often,0.09298,336,2774,0.08217,0.10379
2018,Baden-Wuerttemberg,Sometimes,0.09670,352,2774,0.08570,0.10770
2018,Baden-Wuerttemberg,Seldom,0.14938,462,2774,0.13611,0.16264
2018,Baden-Wuerttemberg,Never,0.42127,1390,2774,0.40290,0.43965
2018,Bavaria,Very often,0.06668,352,3966,0.05892,0.07445
2018,Bavaria,Often,0.09417,484,3966,0.08508,0.10326
2018,Bavaria,Sometimes,0.10634,514,3966,0.09674,0.11594
2018,Bavaria,Seldom,0.16321,714,3966,0.15170,0.17471
2018,Bavaria,Never,0.40747,1902,3966,0.39218,0.42277
2018,Berlin,Very often,0.02872,36,992,0.01832,0.03911
2018,Berlin,Often,0.05006,71,992,0.03648,0.06363
2018,Berlin,Sometimes,0.07564,78,992,0.05917,0.09210
2018,Berlin,Seldom,0.12153,159,992,0.10119,0.14187
2018,Berlin,Never,0.56823,648,992,0.53739,0.59906
2018,Brandenburg,Very often,0.02778,34,1026,0.01772,0.03784
2018,Brandenburg,Often,0.07376,89,1026,0.05776,0.08976
2018,Brandenburg,Sometimes,0.09794,128,1026,0.07974,0.11613
2018,Brandenburg,Seldom,0.13227,159,1026,0.11153,0.15301
2018,Brandenburg,Never,0.48106,616,1026,0.45047,0.51165
2018,Mecklenburg-Western Pomerania,Often,0.05952,53,572,0.04011,0.07892
2018,Mecklenburg-Western Pomerania,Sometimes,0.09151,80,572,0.06786,0.11517
2018,Mecklenburg-Western Pomerania,Seldom,0.13439,94,572,0.10641,0.16236
2018,Mecklenburg-Western Pomerania,Never,0.51863,345,572,0.47764,0.55961
2018,Saxony,Very often,0.03786,75,1614,0.02854,0.04717
2018,Saxony,Often,0.07946,144,1614,0.06626,0.09265
2018,Saxony,Sometimes,0.06983,149,1614,0.05739,0.08227
2018,Saxony,Seldom,0.13455,257,1614,0.11790,0.15121
2018,Saxony,Never,0.52559,989,1614,0.50122,0.54996
2018,Saxony-Anhalt,Very often,0.07304,80,907,0.05609,0.08998
2018,Saxony-Anhalt,Often,0.08508,101,907,0.06691,0.10325
2018,Saxony-Anhalt,Sometimes,0.07980,80,907,0.06215,0.09744
2018,Saxony-Anhalt,Seldom,0.13724,142,907,0.11483,0.15964
2018,Saxony-Anhalt,Never,0.45624,504,907,0.42381,0.48867
2018,Thuringa,Very often,0.04871,53,934,0.03490,0.06252
2018,Thuringa,Often,0.08750,91,934,0.06937,0.10564
2018,Thuringa,Sometimes,0.10116,104,934,0.08181,0.12051
2018,Thuringa,Seldom,0.08438,134,934,0.06654,0.10221
2018,Thuringa,Never,0.51223,552,934,0.48016,0.54431
