year,age_gr,bula_h,pld0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,17-29 y.,Saxony-Anhalt,Never,0.43673,64,64,0.31425,0.55920
2013,17-29 y.,Thuringa,Never,0.54227,73,73,0.42719,0.65735
2013,30-45 y.,Schleswig-Holstein,Often,0.07889,46,278,0.04715,0.11064
2013,30-45 y.,Schleswig-Holstein,Sometimes,0.12593,49,278,0.08686,0.16501
2013,30-45 y.,Schleswig-Holstein,Seldom,0.20947,54,278,0.16155,0.25739
2013,30-45 y.,Schleswig-Holstein,Never,0.42370,129,278,0.36551,0.48190
2013,30-45 y.,Hamburg,Never,0.49733,79,79,0.38637,0.60830
2013,30-45 y.,Lower Saxony,Very often,0.04353,55,740,0.02882,0.05824
2013,30-45 y.,Lower Saxony,Often,0.16146,150,740,0.13493,0.18799
2013,30-45 y.,Lower Saxony,Sometimes,0.09994,92,740,0.07831,0.12156
2013,30-45 y.,Lower Saxony,Seldom,0.16917,154,740,0.14214,0.19620
2013,30-45 y.,Lower Saxony,Never,0.37020,289,740,0.33539,0.40502
2013,30-45 y.,Bremen,Never,0.53047,39,39,0.37179,0.68915
2013,30-45 y.,North Rhine-Westphalia,Very often,0.03784,95,1619,0.02854,0.04714
2013,30-45 y.,North Rhine-Westphalia,Often,0.07576,183,1619,0.06287,0.08866
2013,30-45 y.,North Rhine-Westphalia,Sometimes,0.07764,158,1619,0.06460,0.09068
2013,30-45 y.,North Rhine-Westphalia,Seldom,0.14285,289,1619,0.12580,0.15990
2013,30-45 y.,North Rhine-Westphalia,Never,0.46914,894,1619,0.44482,0.49346
2013,30-45 y.,Hesse,Very often,0.05064,61,569,0.03261,0.06867
2013,30-45 y.,Hesse,Often,0.10625,80,569,0.08090,0.13159
2013,30-45 y.,Hesse,Sometimes,0.12009,72,569,0.09336,0.14683
2013,30-45 y.,Hesse,Seldom,0.15546,96,569,0.12566,0.18526
2013,30-45 y.,Hesse,Never,0.39830,260,569,0.35804,0.43856
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Very often,0.06453,34,390,0.04011,0.08894
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Often,0.08605,44,390,0.05818,0.11392
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.10256,50,390,0.07241,0.13270
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.07003,43,390,0.04467,0.09539
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.51043,219,390,0.46075,0.56011
2013,30-45 y.,Baden-Wuerttemberg,Very often,0.07314,103,1027,0.05721,0.08907
2013,30-45 y.,Baden-Wuerttemberg,Often,0.08903,157,1027,0.07160,0.10645
2013,30-45 y.,Baden-Wuerttemberg,Sometimes,0.08965,146,1027,0.07217,0.10713
2013,30-45 y.,Baden-Wuerttemberg,Seldom,0.15518,189,1027,0.13302,0.17734
2013,30-45 y.,Baden-Wuerttemberg,Never,0.37976,432,1027,0.35007,0.40946
2013,30-45 y.,Bavaria,Very often,0.06976,152,1261,0.05570,0.08383
2013,30-45 y.,Bavaria,Often,0.10819,177,1261,0.09104,0.12534
2013,30-45 y.,Bavaria,Sometimes,0.11471,185,1261,0.09711,0.13230
2013,30-45 y.,Bavaria,Seldom,0.17159,249,1261,0.15077,0.19241
2013,30-45 y.,Bavaria,Never,0.33987,498,1261,0.31372,0.36603
2013,30-45 y.,Berlin,Seldom,0.12523,53,234,0.08273,0.16773
2013,30-45 y.,Berlin,Never,0.56800,181,234,0.50440,0.63161
2013,30-45 y.,Brandenburg,Often,0.11083,34,223,0.06953,0.15212
2013,30-45 y.,Brandenburg,Seldom,0.19156,60,223,0.13979,0.24333
2013,30-45 y.,Brandenburg,Never,0.44668,129,223,0.38128,0.51208
2013,30-45 y.,Mecklenburg-Western Pomerania,Never,0.56691,96,96,0.46727,0.66655
2013,30-45 y.,Saxony,Very often,0.03932,33,533,0.02281,0.05584
2013,30-45 y.,Saxony,Often,0.10000,65,533,0.07451,0.12549
2013,30-45 y.,Saxony,Sometimes,0.10995,66,533,0.08337,0.13654
2013,30-45 y.,Saxony,Seldom,0.20369,106,533,0.16947,0.23792
2013,30-45 y.,Saxony,Never,0.50098,263,533,0.45849,0.54347
2013,30-45 y.,Saxony-Anhalt,Seldom,0.18424,65,244,0.13550,0.23299
2013,30-45 y.,Saxony-Anhalt,Never,0.47016,179,244,0.40740,0.53291
2013,30-45 y.,Thuringa,Seldom,0.21735,62,200,0.16004,0.27465
2013,30-45 y.,Thuringa,Never,0.49528,138,200,0.42581,0.56474
2013,46-65 y.,Schleswig-Holstein,Often,0.13186,39,261,0.09073,0.17299
2013,46-65 y.,Schleswig-Holstein,Sometimes,0.14026,37,261,0.09805,0.18248
2013,46-65 y.,Schleswig-Holstein,Seldom,0.19965,62,261,0.15106,0.24824
2013,46-65 y.,Schleswig-Holstein,Never,0.44547,123,261,0.38506,0.50589
2013,46-65 y.,Hamburg,Never,0.48180,62,62,0.35641,0.60719
2013,46-65 y.,Lower Saxony,Very often,0.04093,56,854,0.02763,0.05423
2013,46-65 y.,Lower Saxony,Often,0.11840,131,854,0.09672,0.14008
2013,46-65 y.,Lower Saxony,Sometimes,0.13798,119,854,0.11484,0.16112
2013,46-65 y.,Lower Saxony,Seldom,0.20408,174,854,0.17704,0.23113
2013,46-65 y.,Lower Saxony,Never,0.44744,374,854,0.41407,0.48081
2013,46-65 y.,Bremen,Never,0.64072,37,37,0.48399,0.79745
2013,46-65 y.,North Rhine-Westphalia,Very often,0.04747,100,1777,0.03758,0.05736
2013,46-65 y.,North Rhine-Westphalia,Often,0.06852,157,1777,0.05677,0.08027
2013,46-65 y.,North Rhine-Westphalia,Sometimes,0.08423,163,1777,0.07132,0.09715
2013,46-65 y.,North Rhine-Westphalia,Seldom,0.17059,300,1777,0.15310,0.18809
2013,46-65 y.,North Rhine-Westphalia,Never,0.56305,1057,1777,0.53999,0.58612
2013,46-65 y.,Hesse,Very often,0.04327,43,679,0.02795,0.05858
2013,46-65 y.,Hesse,Often,0.08767,83,679,0.06638,0.10896
2013,46-65 y.,Hesse,Sometimes,0.11196,85,679,0.08822,0.13569
2013,46-65 y.,Hesse,Seldom,0.14568,114,679,0.11912,0.17223
2013,46-65 y.,Hesse,Never,0.53857,354,679,0.50105,0.57610
2013,46-65 y.,"Rhineland-Palatinate, Saarland",Often,0.11060,68,483,0.08260,0.13860
2013,46-65 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.09727,65,483,0.07081,0.12372
2013,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.20909,94,483,0.17278,0.24539
2013,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.45617,256,483,0.41170,0.50063
2013,46-65 y.,Baden-Wuerttemberg,Very often,0.08373,109,1011,0.06665,0.10081
2013,46-65 y.,Baden-Wuerttemberg,Often,0.12037,159,1011,0.10030,0.14044
2013,46-65 y.,Baden-Wuerttemberg,Sometimes,0.11438,142,1011,0.09475,0.13401
2013,46-65 y.,Baden-Wuerttemberg,Seldom,0.20186,191,1011,0.17710,0.22661
2013,46-65 y.,Baden-Wuerttemberg,Never,0.40037,410,1011,0.37015,0.43059
2013,46-65 y.,Bavaria,Very often,0.08804,144,1396,0.07317,0.10291
2013,46-65 y.,Bavaria,Often,0.13363,201,1396,0.11578,0.15149
2013,46-65 y.,Bavaria,Sometimes,0.10803,204,1396,0.09174,0.12432
2013,46-65 y.,Bavaria,Seldom,0.18228,264,1396,0.16202,0.20254
2013,46-65 y.,Bavaria,Never,0.42493,583,1396,0.39899,0.45087
2013,46-65 y.,Berlin,Often,0.08233,40,308,0.05158,0.11307
2013,46-65 y.,Berlin,Seldom,0.15564,58,308,0.11508,0.19619
2013,46-65 y.,Berlin,Never,0.62031,210,308,0.56602,0.67459
2013,46-65 y.,Brandenburg,Often,0.09555,43,382,0.06603,0.12506
2013,46-65 y.,Brandenburg,Sometimes,0.10842,50,382,0.07720,0.13965
2013,46-65 y.,Brandenburg,Seldom,0.17748,69,382,0.13912,0.21585
2013,46-65 y.,Brandenburg,Never,0.52189,220,382,0.47173,0.57205
2013,46-65 y.,Mecklenburg-Western Pomerania,Sometimes,0.10419,32,199,0.06163,0.14674
2013,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.20148,45,199,0.14561,0.25735
2013,46-65 y.,Mecklenburg-Western Pomerania,Never,0.57605,122,199,0.50722,0.64489
2013,46-65 y.,Saxony,Often,0.09089,66,571,0.06729,0.11449
2013,46-65 y.,Saxony,Sometimes,0.14498,73,571,0.11608,0.17389
2013,46-65 y.,Saxony,Seldom,0.18205,91,571,0.15037,0.21373
2013,46-65 y.,Saxony,Never,0.52970,341,571,0.48873,0.57068
2013,46-65 y.,Saxony-Anhalt,Often,0.11481,42,317,0.07966,0.14996
2013,46-65 y.,Saxony-Anhalt,Sometimes,0.09304,33,317,0.06101,0.12507
2013,46-65 y.,Saxony-Anhalt,Seldom,0.16951,58,317,0.12814,0.21088
2013,46-65 y.,Saxony-Anhalt,Never,0.50378,184,317,0.44865,0.55890
2013,46-65 y.,Thuringa,Often,0.11517,36,355,0.08191,0.14842
2013,46-65 y.,Thuringa,Sometimes,0.12270,56,355,0.08852,0.15688
2013,46-65 y.,Thuringa,Seldom,0.13759,69,355,0.10170,0.17347
2013,46-65 y.,Thuringa,Never,0.55857,194,355,0.50684,0.61030
2013,66 and older,Schleswig-Holstein,Seldom,0.19253,31,141,0.12721,0.25784
2013,66 and older,Schleswig-Holstein,Never,0.60175,110,141,0.52066,0.68284
2013,66 and older,Hamburg,Never,0.65735,67,67,0.54285,0.77185
2013,66 and older,Lower Saxony,Often,0.06196,33,466,0.04004,0.08387
2013,66 and older,Lower Saxony,Sometimes,0.09366,44,466,0.06717,0.12014
2013,66 and older,Lower Saxony,Seldom,0.16892,86,466,0.13487,0.20298
2013,66 and older,Lower Saxony,Never,0.63331,303,466,0.58950,0.67711
2013,66 and older,North Rhine-Westphalia,Often,0.04953,52,912,0.03544,0.06362
2013,66 and older,North Rhine-Westphalia,Sometimes,0.05461,49,912,0.03986,0.06937
2013,66 and older,North Rhine-Westphalia,Seldom,0.12883,124,912,0.10707,0.15058
2013,66 and older,North Rhine-Westphalia,Never,0.72946,687,912,0.70061,0.75831
2013,66 and older,Hesse,Seldom,0.13387,38,234,0.09015,0.17760
2013,66 and older,Hesse,Never,0.67541,196,234,0.61528,0.73553
2013,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.11985,42,237,0.07841,0.16128
2013,66 and older,"Rhineland-Palatinate, Saarland",Never,0.71056,195,237,0.65270,0.76842
2013,66 and older,Baden-Wuerttemberg,Very often,0.06408,36,542,0.04344,0.08471
2013,66 and older,Baden-Wuerttemberg,Often,0.08591,47,542,0.06230,0.10953
2013,66 and older,Baden-Wuerttemberg,Sometimes,0.12680,69,542,0.09876,0.15484
2013,66 and older,Baden-Wuerttemberg,Seldom,0.14949,92,542,0.11944,0.17954
2013,66 and older,Baden-Wuerttemberg,Never,0.55600,298,542,0.51414,0.59787
2013,66 and older,Bavaria,Very often,0.04684,37,760,0.03181,0.06188
2013,66 and older,Bavaria,Often,0.08163,67,760,0.06215,0.10111
2013,66 and older,Bavaria,Sometimes,0.09495,80,760,0.07409,0.11581
2013,66 and older,Bavaria,Seldom,0.18388,146,760,0.15632,0.21144
2013,66 and older,Bavaria,Never,0.57765,430,760,0.54251,0.61279
2013,66 and older,Berlin,Never,0.75496,152,152,0.68636,0.82356
2013,66 and older,Brandenburg,Sometimes,0.16507,31,221,0.11601,0.21412
2013,66 and older,Brandenburg,Seldom,0.23739,56,221,0.18116,0.29361
2013,66 and older,Brandenburg,Never,0.49969,134,221,0.43362,0.56576
2013,66 and older,Mecklenburg-Western Pomerania,Never,0.63058,76,76,0.52135,0.73981
2013,66 and older,Saxony,Seldom,0.15581,61,300,0.11470,0.19692
2013,66 and older,Saxony,Never,0.71881,239,300,0.66785,0.76977
2013,66 and older,Saxony-Anhalt,Never,0.70268,137,137,0.62586,0.77950
2013,66 and older,Thuringa,Sometimes,0.14645,38,191,0.09618,0.19673
2013,66 and older,Thuringa,Seldom,0.17893,39,191,0.12443,0.23343
2013,66 and older,Thuringa,Never,0.58314,114,191,0.51304,0.65325
2018,17-29 y.,Schleswig-Holstein,Never,0.58023,93,93,0.47938,0.68108
2018,17-29 y.,Hamburg,Never,0.56978,48,48,0.42823,0.71133
2018,17-29 y.,Lower Saxony,Very often,0.04204,43,497,0.02438,0.05970
2018,17-29 y.,Lower Saxony,Often,0.11320,56,497,0.08532,0.14109
2018,17-29 y.,Lower Saxony,Sometimes,0.10098,62,497,0.07446,0.12749
2018,17-29 y.,Lower Saxony,Seldom,0.17271,90,497,0.13945,0.20598
2018,17-29 y.,Lower Saxony,Never,0.47627,246,497,0.43232,0.52023
2018,17-29 y.,North Rhine-Westphalia,Very often,0.04237,67,1019,0.02999,0.05474
2018,17-29 y.,North Rhine-Westphalia,Often,0.07473,91,1019,0.05857,0.09088
2018,17-29 y.,North Rhine-Westphalia,Sometimes,0.09555,91,1019,0.07749,0.11360
2018,17-29 y.,North Rhine-Westphalia,Seldom,0.18414,188,1019,0.16033,0.20795
2018,17-29 y.,North Rhine-Westphalia,Never,0.51297,582,1019,0.48227,0.54368
2018,17-29 y.,Hesse,Very often,0.07913,31,318,0.04941,0.10885
2018,17-29 y.,Hesse,Often,0.10358,31,318,0.07003,0.13712
2018,17-29 y.,Hesse,Sometimes,0.17061,38,318,0.12920,0.21202
2018,17-29 y.,Hesse,Seldom,0.09000,41,318,0.05849,0.12150
2018,17-29 y.,Hesse,Never,0.50018,177,318,0.44514,0.55522
2018,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.18257,44,185,0.12675,0.23839
2018,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.47520,141,185,0.40304,0.54736
2018,17-29 y.,Baden-Wuerttemberg,Very often,0.06711,33,440,0.04371,0.09052
2018,17-29 y.,Baden-Wuerttemberg,Often,0.11932,59,440,0.08899,0.14964
2018,17-29 y.,Baden-Wuerttemberg,Sometimes,0.09823,51,440,0.07039,0.12607
2018,17-29 y.,Baden-Wuerttemberg,Seldom,0.16226,70,440,0.12777,0.19675
2018,17-29 y.,Baden-Wuerttemberg,Never,0.46339,227,440,0.41674,0.51003
2018,17-29 y.,Bavaria,Very often,0.09174,62,614,0.06889,0.11459
2018,17-29 y.,Bavaria,Often,0.10113,73,614,0.07726,0.12500
2018,17-29 y.,Bavaria,Sometimes,0.12168,62,614,0.09580,0.14756
2018,17-29 y.,Bavaria,Seldom,0.16981,119,614,0.14008,0.19953
2018,17-29 y.,Bavaria,Never,0.44939,298,614,0.41001,0.48877
2018,17-29 y.,Berlin,Never,0.56889,91,91,0.46658,0.67121
2018,17-29 y.,Brandenburg,Never,0.42743,62,62,0.30328,0.55157
2018,17-29 y.,Mecklenburg-Western Pomerania,Never,0.53822,42,42,0.38562,0.69082
2018,17-29 y.,Saxony,Seldom,0.12715,43,167,0.07647,0.17783
2018,17-29 y.,Saxony,Never,0.55682,124,167,0.48125,0.63239
2018,17-29 y.,Saxony-Anhalt,Never,0.43040,66,66,0.31003,0.55077
2018,17-29 y.,Thuringa,Never,0.52214,66,66,0.40071,0.64358
2018,30-45 y.,Schleswig-Holstein,Often,0.09008,34,258,0.05508,0.12508
2018,30-45 y.,Schleswig-Holstein,Sometimes,0.12360,35,258,0.08336,0.16384
2018,30-45 y.,Schleswig-Holstein,Seldom,0.20021,43,258,0.15129,0.24913
2018,30-45 y.,Schleswig-Holstein,Never,0.54823,146,258,0.48738,0.60908
2018,30-45 y.,Hamburg,Never,0.60170,95,95,0.50274,0.70067
2018,30-45 y.,Lower Saxony,Very often,0.07730,53,580,0.05555,0.09906
2018,30-45 y.,Lower Saxony,Often,0.15472,84,580,0.12526,0.18418
2018,30-45 y.,Lower Saxony,Sometimes,0.16006,77,580,0.13019,0.18993
2018,30-45 y.,Lower Saxony,Seldom,0.16127,108,580,0.13131,0.19122
2018,30-45 y.,Lower Saxony,Never,0.42272,258,580,0.38248,0.46296
2018,30-45 y.,Bremen,Never,0.63460,31,31,0.46228,0.80692
2018,30-45 y.,North Rhine-Westphalia,Very often,0.07342,109,1432,0.05991,0.08694
2018,30-45 y.,North Rhine-Westphalia,Often,0.07524,140,1432,0.06158,0.08891
2018,30-45 y.,North Rhine-Westphalia,Sometimes,0.09296,124,1432,0.07791,0.10800
2018,30-45 y.,North Rhine-Westphalia,Seldom,0.19055,224,1432,0.17020,0.21090
2018,30-45 y.,North Rhine-Westphalia,Never,0.55381,835,1432,0.52805,0.57956
2018,30-45 y.,Hesse,Very often,0.11302,47,424,0.08284,0.14319
2018,30-45 y.,Hesse,Often,0.15265,52,424,0.11837,0.18692
2018,30-45 y.,Hesse,Sometimes,0.09231,45,424,0.06473,0.11990
2018,30-45 y.,Hesse,Seldom,0.15595,82,424,0.12137,0.19052
2018,30-45 y.,Hesse,Never,0.46777,198,424,0.42022,0.51532
2018,30-45 y.,"Rhineland-Palatinate, Saarland",Often,0.08320,31,334,0.05354,0.11287
2018,30-45 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.08795,39,334,0.05753,0.11838
2018,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.20170,53,334,0.15860,0.24480
2018,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.51756,211,334,0.46389,0.57123
2018,30-45 y.,Baden-Wuerttemberg,Very often,0.09635,73,789,0.07575,0.11696
2018,30-45 y.,Baden-Wuerttemberg,Often,0.11977,113,789,0.09709,0.14244
2018,30-45 y.,Baden-Wuerttemberg,Sometimes,0.10853,97,789,0.08681,0.13025
2018,30-45 y.,Baden-Wuerttemberg,Seldom,0.16707,122,789,0.14102,0.19312
2018,30-45 y.,Baden-Wuerttemberg,Never,0.49347,384,789,0.45857,0.52838
2018,30-45 y.,Bavaria,Very often,0.08150,105,1062,0.06504,0.09796
2018,30-45 y.,Bavaria,Often,0.11977,133,1062,0.10023,0.13931
2018,30-45 y.,Bavaria,Sometimes,0.11914,157,1062,0.09965,0.13863
2018,30-45 y.,Bavaria,Seldom,0.20631,169,1062,0.18196,0.23066
2018,30-45 y.,Bavaria,Never,0.46669,498,1062,0.43667,0.49671
2018,30-45 y.,Berlin,Seldom,0.12626,53,271,0.08664,0.16588
2018,30-45 y.,Berlin,Never,0.65677,218,271,0.60014,0.71341
2018,30-45 y.,Brandenburg,Seldom,0.17738,33,173,0.12029,0.23447
2018,30-45 y.,Brandenburg,Never,0.55875,140,173,0.48454,0.63296
2018,30-45 y.,Mecklenburg-Western Pomerania,Never,0.57148,89,89,0.46809,0.67488
2018,30-45 y.,Saxony,Often,0.11871,50,399,0.08693,0.15049
2018,30-45 y.,Saxony,Sometimes,0.07951,37,399,0.05293,0.10608
2018,30-45 y.,Saxony,Seldom,0.18755,72,399,0.14920,0.22590
2018,30-45 y.,Saxony,Never,0.54278,240,399,0.49384,0.59173
2018,30-45 y.,Saxony-Anhalt,Often,0.12293,32,180,0.07483,0.17103
2018,30-45 y.,Saxony-Anhalt,Seldom,0.18585,37,180,0.12887,0.24284
2018,30-45 y.,Saxony-Anhalt,Never,0.48437,111,180,0.41115,0.55758
2018,30-45 y.,Thuringa,Seldom,0.10205,33,167,0.05600,0.14811
2018,30-45 y.,Thuringa,Never,0.64452,134,167,0.57170,0.71734
2018,46-65 y.,Schleswig-Holstein,Often,0.12652,42,282,0.08765,0.16539
2018,46-65 y.,Schleswig-Holstein,Sometimes,0.13310,32,282,0.09338,0.17281
2018,46-65 y.,Schleswig-Holstein,Seldom,0.19807,54,282,0.15147,0.24467
2018,46-65 y.,Schleswig-Holstein,Never,0.48120,154,282,0.42278,0.53962
2018,46-65 y.,Hamburg,Never,0.58728,103,103,0.49174,0.68283
2018,46-65 y.,Lower Saxony,Very often,0.07174,84,984,0.05561,0.08787
2018,46-65 y.,Lower Saxony,Often,0.11799,127,984,0.09782,0.13816
2018,46-65 y.,Lower Saxony,Sometimes,0.12828,113,984,0.10738,0.14918
2018,46-65 y.,Lower Saxony,Seldom,0.19812,203,984,0.17320,0.22304
2018,46-65 y.,Lower Saxony,Never,0.47753,457,984,0.44630,0.50875
2018,46-65 y.,Bremen,Never,0.62984,48,48,0.49180,0.76789
2018,46-65 y.,North Rhine-Westphalia,Very often,0.06252,129,2003,0.05192,0.07313
2018,46-65 y.,North Rhine-Westphalia,Often,0.08211,186,2003,0.07008,0.09413
2018,46-65 y.,North Rhine-Westphalia,Sometimes,0.13168,239,2003,0.11686,0.14649
2018,46-65 y.,North Rhine-Westphalia,Seldom,0.15535,319,2003,0.13948,0.17122
2018,46-65 y.,North Rhine-Westphalia,Never,0.55574,1130,2003,0.53397,0.57751
2018,46-65 y.,Hesse,Very often,0.10286,78,679,0.07999,0.12572
2018,46-65 y.,Hesse,Often,0.14550,95,679,0.11896,0.17204
2018,46-65 y.,Hesse,Sometimes,0.11577,84,679,0.09169,0.13986
2018,46-65 y.,Hesse,Seldom,0.17926,114,679,0.15039,0.20814
2018,46-65 y.,Hesse,Never,0.45328,308,679,0.41581,0.49075
2018,46-65 y.,"Rhineland-Palatinate, Saarland",Very often,0.06668,44,576,0.04629,0.08708
2018,46-65 y.,"Rhineland-Palatinate, Saarland",Often,0.13621,70,576,0.10817,0.16424
2018,46-65 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.12426,62,576,0.09730,0.15123
2018,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.18092,98,576,0.14946,0.21239
2018,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.48294,302,576,0.44210,0.52379
2018,46-65 y.,Baden-Wuerttemberg,Very often,0.08913,101,1016,0.07160,0.10666
2018,46-65 y.,Baden-Wuerttemberg,Often,0.11423,119,1016,0.09466,0.13380
2018,46-65 y.,Baden-Wuerttemberg,Sometimes,0.11962,140,1016,0.09965,0.13958
2018,46-65 y.,Baden-Wuerttemberg,Seldom,0.19617,183,1016,0.17174,0.22060
2018,46-65 y.,Baden-Wuerttemberg,Never,0.47518,473,1016,0.44446,0.50590
2018,46-65 y.,Bavaria,Very often,0.07794,132,1494,0.06434,0.09154
2018,46-65 y.,Bavaria,Often,0.13111,216,1494,0.11399,0.14823
2018,46-65 y.,Bavaria,Sometimes,0.14869,213,1494,0.13064,0.16674
2018,46-65 y.,Bavaria,Seldom,0.20203,283,1494,0.18166,0.22239
2018,46-65 y.,Bavaria,Never,0.43327,650,1494,0.40813,0.45840
2018,46-65 y.,Berlin,Often,0.07388,31,278,0.04308,0.10469
2018,46-65 y.,Berlin,Seldom,0.16660,51,278,0.12272,0.21048
2018,46-65 y.,Berlin,Never,0.66321,196,278,0.60755,0.71887
2018,46-65 y.,Brandenburg,Often,0.09002,41,414,0.06242,0.11762
2018,46-65 y.,Brandenburg,Sometimes,0.15327,59,414,0.11852,0.18801
2018,46-65 y.,Brandenburg,Seldom,0.14046,60,414,0.10694,0.17397
2018,46-65 y.,Brandenburg,Never,0.57769,254,414,0.53005,0.62532
2018,46-65 y.,Mecklenburg-Western Pomerania,Sometimes,0.12395,35,155,0.07191,0.17600
2018,46-65 y.,Mecklenburg-Western Pomerania,Never,0.63157,120,155,0.55539,0.70776
2018,46-65 y.,Saxony,Often,0.09158,51,566,0.06780,0.11536
2018,46-65 y.,Saxony,Sometimes,0.09921,61,566,0.07456,0.12386
2018,46-65 y.,Saxony,Seldom,0.14489,94,566,0.11587,0.17391
2018,46-65 y.,Saxony,Never,0.62294,360,566,0.58298,0.66291
2018,46-65 y.,Saxony-Anhalt,Very often,0.11357,33,368,0.08111,0.14603
2018,46-65 y.,Saxony-Anhalt,Often,0.09378,36,368,0.06395,0.12360
2018,46-65 y.,Saxony-Anhalt,Sometimes,0.11651,42,368,0.08369,0.14934
2018,46-65 y.,Saxony-Anhalt,Seldom,0.15999,61,368,0.12248,0.19750
2018,46-65 y.,Saxony-Anhalt,Never,0.51019,196,368,0.45905,0.56134
2018,46-65 y.,Thuringa,Often,0.16339,45,357,0.12498,0.20179
2018,46-65 y.,Thuringa,Sometimes,0.13067,45,357,0.09565,0.16568
2018,46-65 y.,Thuringa,Seldom,0.10104,60,357,0.06973,0.13234
2018,46-65 y.,Thuringa,Never,0.53092,207,357,0.47908,0.58277
2018,66 and older,Schleswig-Holstein,Seldom,0.16502,34,142,0.10375,0.22629
2018,66 and older,Schleswig-Holstein,Never,0.57379,108,142,0.49216,0.65542
2018,66 and older,Hamburg,Never,0.59892,68,68,0.48157,0.71628
2018,66 and older,Lower Saxony,Sometimes,0.10337,49,424,0.07435,0.13238
2018,66 and older,Lower Saxony,Seldom,0.18671,95,424,0.14958,0.22385
2018,66 and older,Lower Saxony,Never,0.63961,280,424,0.59386,0.68537
2018,66 and older,Bremen,Never,0.72247,33,33,0.56733,0.87762
2018,66 and older,North Rhine-Westphalia,Very often,0.03012,32,932,0.01914,0.04110
2018,66 and older,North Rhine-Westphalia,Often,0.05013,53,932,0.03611,0.06414
2018,66 and older,North Rhine-Westphalia,Sometimes,0.05639,58,932,0.04157,0.07120
2018,66 and older,North Rhine-Westphalia,Seldom,0.17304,146,932,0.14874,0.19734
2018,66 and older,North Rhine-Westphalia,Never,0.68695,643,932,0.65716,0.71673
2018,66 and older,Hesse,Seldom,0.23461,54,220,0.17849,0.29073
2018,66 and older,Hesse,Never,0.55858,166,220,0.49281,0.62435
2018,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.14205,40,231,0.09694,0.18717
2018,66 and older,"Rhineland-Palatinate, Saarland",Never,0.64207,191,231,0.58011,0.70402
2018,66 and older,Baden-Wuerttemberg,Often,0.08828,45,502,0.06344,0.11312
2018,66 and older,Baden-Wuerttemberg,Sometimes,0.12400,64,502,0.09514,0.15286
2018,66 and older,Baden-Wuerttemberg,Seldom,0.16862,87,502,0.13584,0.20141
2018,66 and older,Baden-Wuerttemberg,Never,0.56067,306,502,0.51721,0.60413
2018,66 and older,Bavaria,Very often,0.06897,53,796,0.05135,0.08658
2018,66 and older,Bavaria,Often,0.07923,62,796,0.06046,0.09801
2018,66 and older,Bavaria,Sometimes,0.09927,82,796,0.07849,0.12006
2018,66 and older,Bavaria,Seldom,0.17684,143,796,0.15032,0.20337
2018,66 and older,Bavaria,Never,0.57172,456,796,0.53732,0.60611
2018,66 and older,Berlin,Seldom,0.14581,32,175,0.09337,0.19825
2018,66 and older,Berlin,Never,0.73638,143,175,0.67091,0.80185
2018,66 and older,Brandenburg,Seldom,0.16874,42,202,0.11696,0.22051
2018,66 and older,Brandenburg,Never,0.67067,160,202,0.60569,0.73564
2018,66 and older,Mecklenburg-Western Pomerania,Never,0.67199,94,94,0.57657,0.76741
2018,66 and older,Saxony,Seldom,0.15700,48,313,0.11663,0.19736
2018,66 and older,Saxony,Never,0.68204,265,313,0.63037,0.73371
2018,66 and older,Saxony-Anhalt,Never,0.64626,131,131,0.56407,0.72845
2018,66 and older,Thuringa,Never,0.72924,145,145,0.65666,0.80182
