year,age_gr,quintil_oecd,pld0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,66 and older,1st Quintile,Never,0.71584,498,637,0.68079,0.75090
2003,66 and older,2nd Quintile,Often,0.05605,53,840,0.04049,0.07162
2003,66 and older,2nd Quintile,Sometimes,0.05688,52,840,0.04121,0.07256
2003,66 and older,2nd Quintile,Seldom,0.10560,96,840,0.08480,0.12639
2003,66 and older,2nd Quintile,Never,0.74347,639,840,0.71392,0.77302
2003,66 and older,3rd Quintile,Sometimes,0.06415,50,703,0.04603,0.08228
2003,66 and older,3rd Quintile,Seldom,0.11525,93,703,0.09163,0.13887
2003,66 and older,3rd Quintile,Never,0.73917,560,703,0.70668,0.77165
2003,66 and older,4th Quintile,Very often,0.07001,36,563,0.04892,0.09111
2003,66 and older,4th Quintile,Often,0.05480,38,563,0.03598,0.07362
2003,66 and older,4th Quintile,Sometimes,0.08366,51,563,0.06077,0.10655
2003,66 and older,4th Quintile,Seldom,0.10983,61,563,0.08398,0.13568
2003,66 and older,4th Quintile,Never,0.67184,377,563,0.63302,0.71066
2003,66 and older,5th Quintile,Often,0.04707,40,719,0.03158,0.06256
2003,66 and older,5th Quintile,Sometimes,0.10254,65,719,0.08035,0.12473
2003,66 and older,5th Quintile,Seldom,0.13759,98,719,0.11239,0.16278
2003,66 and older,5th Quintile,Never,0.67459,516,719,0.64032,0.70886
2008,17-29 y.,1st Quintile,Very often,0.06216,52,781,0.04521,0.07910
2008,17-29 y.,1st Quintile,Often,0.11384,85,781,0.09155,0.13613
2008,17-29 y.,1st Quintile,Sometimes,0.07814,72,781,0.05930,0.09697
2008,17-29 y.,1st Quintile,Seldom,0.12873,118,781,0.10522,0.15223
2008,17-29 y.,1st Quintile,Never,0.52795,454,781,0.49292,0.56299
2008,17-29 y.,2nd Quintile,Very often,0.06685,49,569,0.04631,0.08739
2008,17-29 y.,2nd Quintile,Often,0.08814,50,569,0.06482,0.11145
2008,17-29 y.,2nd Quintile,Sometimes,0.07061,50,569,0.04954,0.09167
2008,17-29 y.,2nd Quintile,Seldom,0.17222,108,569,0.14117,0.20327
2008,17-29 y.,2nd Quintile,Never,0.51555,312,569,0.47445,0.55665
2008,17-29 y.,3rd Quintile,Very often,0.05446,33,635,0.03680,0.07213
2008,17-29 y.,3rd Quintile,Often,0.08717,66,635,0.06521,0.10913
2008,17-29 y.,3rd Quintile,Sometimes,0.08458,56,635,0.06292,0.10623
2008,17-29 y.,3rd Quintile,Seldom,0.17624,109,635,0.14658,0.20590
2008,17-29 y.,3rd Quintile,Never,0.53088,371,635,0.49203,0.56972
2008,17-29 y.,4th Quintile,Very often,0.04808,38,603,0.03099,0.06517
2008,17-29 y.,4th Quintile,Often,0.08093,53,603,0.05914,0.10271
2008,17-29 y.,4th Quintile,Sometimes,0.08555,56,603,0.06321,0.10789
2008,17-29 y.,4th Quintile,Seldom,0.19572,124,603,0.16402,0.22741
2008,17-29 y.,4th Quintile,Never,0.51310,332,603,0.47317,0.55302
2008,17-29 y.,5th Quintile,Very often,0.08086,38,551,0.05808,0.10364
2008,17-29 y.,5th Quintile,Often,0.10207,60,551,0.07677,0.12737
2008,17-29 y.,5th Quintile,Sometimes,0.11834,60,551,0.09134,0.14534
2008,17-29 y.,5th Quintile,Seldom,0.18893,108,551,0.15621,0.22164
2008,17-29 y.,5th Quintile,Never,0.43942,285,551,0.39794,0.48090
2008,30-45 y.,1st Quintile,Very often,0.04479,37,720,0.02967,0.05991
2008,30-45 y.,1st Quintile,Often,0.07772,61,720,0.05815,0.09729
2008,30-45 y.,1st Quintile,Sometimes,0.12013,79,720,0.09637,0.14390
2008,30-45 y.,1st Quintile,Seldom,0.15260,118,720,0.12632,0.17889
2008,30-45 y.,1st Quintile,Never,0.59671,425,720,0.56085,0.63257
2008,30-45 y.,2nd Quintile,Very often,0.07083,57,911,0.05416,0.08750
2008,30-45 y.,2nd Quintile,Often,0.09078,85,911,0.07211,0.10944
2008,30-45 y.,2nd Quintile,Sometimes,0.09093,91,911,0.07225,0.10961
2008,30-45 y.,2nd Quintile,Seldom,0.16517,171,911,0.14104,0.18929
2008,30-45 y.,2nd Quintile,Never,0.57645,507,911,0.54435,0.60856
2008,30-45 y.,3rd Quintile,Very often,0.05479,74,1088,0.04126,0.06832
2008,30-45 y.,3rd Quintile,Often,0.09471,105,1088,0.07730,0.11211
2008,30-45 y.,3rd Quintile,Sometimes,0.13935,142,1088,0.11876,0.15994
2008,30-45 y.,3rd Quintile,Seldom,0.18171,210,1088,0.15879,0.20463
2008,30-45 y.,3rd Quintile,Never,0.52806,557,1088,0.49839,0.55774
2008,30-45 y.,4th Quintile,Very often,0.05922,64,1131,0.04546,0.07299
2008,30-45 y.,4th Quintile,Often,0.09543,117,1131,0.07830,0.11256
2008,30-45 y.,4th Quintile,Sometimes,0.13473,136,1131,0.11483,0.15464
2008,30-45 y.,4th Quintile,Seldom,0.20621,238,1131,0.18262,0.22980
2008,30-45 y.,4th Quintile,Never,0.50023,576,1131,0.47108,0.52938
2008,30-45 y.,5th Quintile,Very often,0.06011,87,1295,0.04716,0.07306
2008,30-45 y.,5th Quintile,Often,0.11820,149,1295,0.10061,0.13579
2008,30-45 y.,5th Quintile,Sometimes,0.14363,185,1295,0.12452,0.16273
2008,30-45 y.,5th Quintile,Seldom,0.19474,244,1295,0.17316,0.21631
2008,30-45 y.,5th Quintile,Never,0.47976,630,1295,0.45254,0.50698
2008,46-65 y.,1st Quintile,Very often,0.04014,37,790,0.02644,0.05383
2008,46-65 y.,1st Quintile,Often,0.08983,64,790,0.06988,0.10979
2008,46-65 y.,1st Quintile,Sometimes,0.08389,66,790,0.06455,0.10323
2008,46-65 y.,1st Quintile,Seldom,0.11511,104,790,0.09284,0.13738
2008,46-65 y.,1st Quintile,Never,0.65783,519,790,0.62473,0.69094
2008,46-65 y.,2nd Quintile,Very often,0.05402,40,828,0.03861,0.06942
2008,46-65 y.,2nd Quintile,Often,0.08222,74,828,0.06350,0.10095
2008,46-65 y.,2nd Quintile,Sometimes,0.08211,77,828,0.06340,0.10083
2008,46-65 y.,2nd Quintile,Seldom,0.19681,151,828,0.16972,0.22391
2008,46-65 y.,2nd Quintile,Never,0.58153,486,828,0.54790,0.61515
2008,46-65 y.,3rd Quintile,Very often,0.04361,55,1103,0.03155,0.05567
2008,46-65 y.,3rd Quintile,Often,0.09858,102,1103,0.08098,0.11618
2008,46-65 y.,3rd Quintile,Sometimes,0.11242,123,1103,0.09377,0.13107
2008,46-65 y.,3rd Quintile,Seldom,0.18449,204,1103,0.16159,0.20739
2008,46-65 y.,3rd Quintile,Never,0.55989,619,1103,0.53058,0.58920
2008,46-65 y.,4th Quintile,Very often,0.04323,75,1474,0.03284,0.05361
2008,46-65 y.,4th Quintile,Often,0.08519,137,1474,0.07093,0.09945
2008,46-65 y.,4th Quintile,Sometimes,0.10307,166,1474,0.08754,0.11860
2008,46-65 y.,4th Quintile,Seldom,0.20201,288,1474,0.18150,0.22251
2008,46-65 y.,4th Quintile,Never,0.55638,808,1474,0.53101,0.58175
2008,46-65 y.,5th Quintile,Very often,0.06061,137,2462,0.05118,0.07004
2008,46-65 y.,5th Quintile,Often,0.09971,270,2462,0.08787,0.11154
2008,46-65 y.,5th Quintile,Sometimes,0.10831,290,2462,0.09603,0.12058
2008,46-65 y.,5th Quintile,Seldom,0.19811,469,2462,0.18237,0.21386
2008,46-65 y.,5th Quintile,Never,0.52900,1296,2462,0.50928,0.54872
2008,66 and older,1st Quintile,Often,0.05245,35,671,0.03557,0.06934
2008,66 and older,1st Quintile,Sometimes,0.07447,52,671,0.05459,0.09434
2008,66 and older,1st Quintile,Seldom,0.12560,84,671,0.10051,0.15070
2008,66 and older,1st Quintile,Never,0.69224,500,671,0.65729,0.72719
2008,66 and older,2nd Quintile,Often,0.05798,61,998,0.04348,0.07249
2008,66 and older,2nd Quintile,Sometimes,0.06576,66,998,0.05038,0.08115
2008,66 and older,2nd Quintile,Seldom,0.13091,132,998,0.10997,0.15185
2008,66 and older,2nd Quintile,Never,0.70915,739,998,0.68096,0.73734
2008,66 and older,3rd Quintile,Often,0.05252,46,896,0.03791,0.06714
2008,66 and older,3rd Quintile,Sometimes,0.07360,66,896,0.05650,0.09071
2008,66 and older,3rd Quintile,Seldom,0.11809,118,896,0.09695,0.13923
2008,66 and older,3rd Quintile,Never,0.71021,666,896,0.68049,0.73993
2008,66 and older,4th Quintile,Often,0.06455,43,688,0.04617,0.08292
2008,66 and older,4th Quintile,Sometimes,0.07481,67,688,0.05513,0.09448
2008,66 and older,4th Quintile,Seldom,0.14855,105,688,0.12195,0.17514
2008,66 and older,4th Quintile,Never,0.68106,473,688,0.64621,0.71591
2008,66 and older,5th Quintile,Very often,0.02976,35,895,0.01862,0.04090
2008,66 and older,5th Quintile,Often,0.06515,51,895,0.04897,0.08133
2008,66 and older,5th Quintile,Sometimes,0.08219,83,895,0.06419,0.10020
2008,66 and older,5th Quintile,Seldom,0.18807,151,895,0.16245,0.21368
2008,66 and older,5th Quintile,Never,0.62192,575,895,0.59013,0.65371
2013,17-29 y.,1st Quintile,Very often,0.06790,89,1094,0.05299,0.08282
2013,17-29 y.,1st Quintile,Often,0.09234,114,1094,0.07518,0.10950
2013,17-29 y.,1st Quintile,Sometimes,0.07039,92,1094,0.05523,0.08556
2013,17-29 y.,1st Quintile,Seldom,0.16620,178,1094,0.14413,0.18827
2013,17-29 y.,1st Quintile,Never,0.47910,621,1094,0.44948,0.50872
2013,17-29 y.,2nd Quintile,Very often,0.06571,59,780,0.04831,0.08311
2013,17-29 y.,2nd Quintile,Often,0.09399,79,780,0.07350,0.11448
2013,17-29 y.,2nd Quintile,Sometimes,0.07764,77,780,0.05885,0.09643
2013,17-29 y.,2nd Quintile,Seldom,0.16955,150,780,0.14320,0.19590
2013,17-29 y.,2nd Quintile,Never,0.46080,415,780,0.42580,0.49581
2013,17-29 y.,3rd Quintile,Very often,0.05081,42,656,0.03400,0.06763
2013,17-29 y.,3rd Quintile,Often,0.07832,72,656,0.05775,0.09890
2013,17-29 y.,3rd Quintile,Sometimes,0.08512,73,656,0.06375,0.10650
2013,17-29 y.,3rd Quintile,Seldom,0.15171,106,656,0.12424,0.17919
2013,17-29 y.,3rd Quintile,Never,0.54448,363,656,0.50634,0.58262
2013,17-29 y.,4th Quintile,Very often,0.06025,49,567,0.04065,0.07986
2013,17-29 y.,4th Quintile,Often,0.08607,63,567,0.06297,0.10918
2013,17-29 y.,4th Quintile,Sometimes,0.11191,63,567,0.08593,0.13788
2013,17-29 y.,4th Quintile,Seldom,0.18298,110,567,0.15113,0.21484
2013,17-29 y.,4th Quintile,Never,0.47291,282,567,0.43178,0.51404
2013,17-29 y.,5th Quintile,Often,0.10157,52,408,0.07222,0.13092
2013,17-29 y.,5th Quintile,Sometimes,0.06989,40,408,0.04512,0.09466
2013,17-29 y.,5th Quintile,Seldom,0.21627,96,408,0.17627,0.25626
2013,17-29 y.,5th Quintile,Never,0.46429,220,408,0.41583,0.51274
2013,30-45 y.,1st Quintile,Very often,0.07431,164,1758,0.06205,0.08657
2013,30-45 y.,1st Quintile,Often,0.09176,185,1758,0.07826,0.10526
2013,30-45 y.,1st Quintile,Sometimes,0.09913,179,1758,0.08515,0.11310
2013,30-45 y.,1st Quintile,Seldom,0.15555,261,1758,0.13860,0.17249
2013,30-45 y.,1st Quintile,Never,0.55869,969,1758,0.53548,0.58191
2013,30-45 y.,2nd Quintile,Very often,0.05621,138,1767,0.04547,0.06695
2013,30-45 y.,2nd Quintile,Often,0.08966,219,1767,0.07634,0.10299
2013,30-45 y.,2nd Quintile,Sometimes,0.10361,208,1767,0.08940,0.11782
2013,30-45 y.,2nd Quintile,Seldom,0.17941,330,1767,0.16152,0.19731
2013,30-45 y.,2nd Quintile,Never,0.55366,872,1767,0.53047,0.57684
2013,30-45 y.,3rd Quintile,Very often,0.06780,150,1555,0.05530,0.08030
2013,30-45 y.,3rd Quintile,Often,0.11513,235,1555,0.09926,0.13100
2013,30-45 y.,3rd Quintile,Sometimes,0.11012,184,1555,0.09455,0.12568
2013,30-45 y.,3rd Quintile,Seldom,0.16389,286,1555,0.14548,0.18229
2013,30-45 y.,3rd Quintile,Never,0.52691,700,1555,0.50209,0.55174
2013,30-45 y.,4th Quintile,Very often,0.06153,106,1507,0.04939,0.07366
2013,30-45 y.,4th Quintile,Often,0.13323,217,1507,0.11607,0.15040
2013,30-45 y.,4th Quintile,Sometimes,0.12906,201,1507,0.11213,0.14599
2013,30-45 y.,4th Quintile,Seldom,0.19064,333,1507,0.17080,0.21048
2013,30-45 y.,4th Quintile,Never,0.47930,650,1507,0.45407,0.50453
2013,30-45 y.,5th Quintile,Very often,0.05564,99,1371,0.04350,0.06777
2013,30-45 y.,5th Quintile,Often,0.10800,174,1371,0.09156,0.12443
2013,30-45 y.,5th Quintile,Sometimes,0.12403,187,1371,0.10657,0.14148
2013,30-45 y.,5th Quintile,Seldom,0.22121,277,1371,0.19923,0.24318
2013,30-45 y.,5th Quintile,Never,0.47345,634,1371,0.44701,0.49989
2013,46-65 y.,1st Quintile,Very often,0.04725,80,1432,0.03626,0.05824
2013,46-65 y.,1st Quintile,Often,0.10165,172,1432,0.08599,0.11730
2013,46-65 y.,1st Quintile,Sometimes,0.10024,149,1432,0.08468,0.11580
2013,46-65 y.,1st Quintile,Seldom,0.13124,168,1432,0.11374,0.14873
2013,46-65 y.,1st Quintile,Never,0.61066,863,1432,0.58539,0.63592
2013,46-65 y.,2nd Quintile,Very often,0.05558,100,1361,0.04341,0.06776
2013,46-65 y.,2nd Quintile,Often,0.09048,168,1361,0.07524,0.10573
2013,46-65 y.,2nd Quintile,Sometimes,0.13792,170,1361,0.11959,0.15624
2013,46-65 y.,2nd Quintile,Seldom,0.16916,216,1361,0.14924,0.18909
2013,46-65 y.,2nd Quintile,Never,0.53287,707,1361,0.50635,0.55939
2013,46-65 y.,3rd Quintile,Very often,0.04726,123,1617,0.03691,0.05761
2013,46-65 y.,3rd Quintile,Often,0.09480,201,1617,0.08052,0.10909
2013,46-65 y.,3rd Quintile,Sometimes,0.10016,191,1617,0.08552,0.11480
2013,46-65 y.,3rd Quintile,Seldom,0.20472,294,1617,0.18504,0.22439
2013,46-65 y.,3rd Quintile,Never,0.54522,808,1617,0.52094,0.56950
2013,46-65 y.,4th Quintile,Very often,0.07608,138,1900,0.06415,0.08800
2013,46-65 y.,4th Quintile,Often,0.13488,252,1900,0.11951,0.15024
2013,46-65 y.,4th Quintile,Sometimes,0.10023,225,1900,0.08672,0.11374
2013,46-65 y.,4th Quintile,Seldom,0.19510,388,1900,0.17728,0.21292
2013,46-65 y.,4th Quintile,Never,0.48079,897,1900,0.45832,0.50326
2013,46-65 y.,5th Quintile,Very often,0.05911,153,2640,0.05011,0.06810
2013,46-65 y.,5th Quintile,Often,0.10745,315,2640,0.09563,0.11926
2013,46-65 y.,5th Quintile,Sometimes,0.12547,371,2640,0.11283,0.13810
2013,46-65 y.,5th Quintile,Seldom,0.21352,549,2640,0.19789,0.22916
2013,46-65 y.,5th Quintile,Never,0.48771,1252,2640,0.46864,0.50678
2013,66 and older,1st Quintile,Often,0.05873,47,785,0.04227,0.07518
2013,66 and older,1st Quintile,Sometimes,0.09665,84,785,0.07596,0.11733
2013,66 and older,1st Quintile,Seldom,0.12683,111,785,0.10354,0.15013
2013,66 and older,1st Quintile,Never,0.66336,543,785,0.63028,0.69644
2013,66 and older,2nd Quintile,Very often,0.03691,39,1209,0.02628,0.04755
2013,66 and older,2nd Quintile,Often,0.06730,74,1209,0.05317,0.08143
2013,66 and older,2nd Quintile,Sometimes,0.07349,103,1209,0.05877,0.08820
2013,66 and older,2nd Quintile,Seldom,0.15699,198,1209,0.13648,0.17751
2013,66 and older,2nd Quintile,Never,0.65550,795,1209,0.62870,0.68230
2013,66 and older,3rd Quintile,Very often,0.02741,33,1042,0.01749,0.03732
2013,66 and older,3rd Quintile,Often,0.06679,75,1042,0.05162,0.08196
2013,66 and older,3rd Quintile,Sometimes,0.08670,88,1042,0.06961,0.10380
2013,66 and older,3rd Quintile,Seldom,0.15051,161,1042,0.12879,0.17223
2013,66 and older,3rd Quintile,Never,0.65347,685,1042,0.62456,0.68237
2013,66 and older,4th Quintile,Very often,0.03482,38,867,0.02261,0.04703
2013,66 and older,4th Quintile,Often,0.05204,52,867,0.03725,0.06684
2013,66 and older,4th Quintile,Sometimes,0.07774,67,867,0.05990,0.09557
2013,66 and older,4th Quintile,Seldom,0.17841,157,867,0.15291,0.20391
2013,66 and older,4th Quintile,Never,0.65131,553,867,0.61957,0.68305
2013,66 and older,5th Quintile,Very often,0.03507,41,979,0.02354,0.04660
2013,66 and older,5th Quintile,Often,0.06687,76,979,0.05121,0.08252
2013,66 and older,5th Quintile,Sometimes,0.09244,92,979,0.07428,0.11059
2013,66 and older,5th Quintile,Seldom,0.17095,183,979,0.14735,0.19454
2013,66 and older,5th Quintile,Never,0.63291,587,979,0.60270,0.66312
2018,17-29 y.,1st Quintile,Very often,0.06019,97,1223,0.04685,0.07352
2018,17-29 y.,1st Quintile,Often,0.09547,137,1223,0.07899,0.11195
2018,17-29 y.,1st Quintile,Sometimes,0.08732,131,1223,0.07150,0.10315
2018,17-29 y.,1st Quintile,Seldom,0.14046,212,1223,0.12097,0.15994
2018,17-29 y.,1st Quintile,Never,0.49247,646,1223,0.46444,0.52050
2018,17-29 y.,2nd Quintile,Very often,0.05273,68,913,0.03822,0.06724
2018,17-29 y.,2nd Quintile,Often,0.10280,89,913,0.08309,0.12251
2018,17-29 y.,2nd Quintile,Sometimes,0.10169,95,913,0.08208,0.12131
2018,17-29 y.,2nd Quintile,Seldom,0.14559,152,913,0.12270,0.16848
2018,17-29 y.,2nd Quintile,Never,0.51000,509,913,0.47755,0.54244
2018,17-29 y.,3rd Quintile,Very often,0.05898,64,752,0.04213,0.07583
2018,17-29 y.,3rd Quintile,Often,0.11584,91,752,0.09295,0.13873
2018,17-29 y.,3rd Quintile,Sometimes,0.11146,71,752,0.08895,0.13397
2018,17-29 y.,3rd Quintile,Seldom,0.15039,135,752,0.12482,0.17595
2018,17-29 y.,3rd Quintile,Never,0.48520,391,752,0.44946,0.52095
2018,17-29 y.,4th Quintile,Very often,0.05770,42,609,0.03917,0.07624
2018,17-29 y.,4th Quintile,Often,0.10106,74,609,0.07710,0.12502
2018,17-29 y.,4th Quintile,Sometimes,0.12917,77,609,0.10251,0.15583
2018,17-29 y.,4th Quintile,Seldom,0.15432,101,609,0.12561,0.18304
2018,17-29 y.,4th Quintile,Never,0.50961,315,609,0.46987,0.54935
2018,17-29 y.,5th Quintile,Often,0.06453,43,439,0.04152,0.08754
2018,17-29 y.,5th Quintile,Sometimes,0.11795,44,439,0.08774,0.14815
2018,17-29 y.,5th Quintile,Seldom,0.19841,100,439,0.16106,0.23576
2018,17-29 y.,5th Quintile,Never,0.47572,252,439,0.42895,0.52249
2018,30-45 y.,1st Quintile,Very often,0.06647,106,1321,0.05303,0.07991
2018,30-45 y.,1st Quintile,Often,0.09586,143,1321,0.07998,0.11175
2018,30-45 y.,1st Quintile,Sometimes,0.07367,102,1321,0.05958,0.08776
2018,30-45 y.,1st Quintile,Seldom,0.14672,177,1321,0.12763,0.16581
2018,30-45 y.,1st Quintile,Never,0.56419,793,1321,0.53744,0.59094
2018,30-45 y.,2nd Quintile,Very often,0.07503,100,1486,0.06163,0.08843
2018,30-45 y.,2nd Quintile,Often,0.09925,171,1486,0.08404,0.11446
2018,30-45 y.,2nd Quintile,Sometimes,0.09578,153,1486,0.08081,0.11075
2018,30-45 y.,2nd Quintile,Seldom,0.14813,221,1486,0.13006,0.16620
2018,30-45 y.,2nd Quintile,Never,0.57663,841,1486,0.55150,0.60176
2018,30-45 y.,3rd Quintile,Very often,0.08101,116,1291,0.06612,0.09590
2018,30-45 y.,3rd Quintile,Often,0.10722,158,1291,0.09033,0.12410
2018,30-45 y.,3rd Quintile,Sometimes,0.11353,166,1291,0.09622,0.13085
2018,30-45 y.,3rd Quintile,Seldom,0.20432,237,1291,0.18231,0.22632
2018,30-45 y.,3rd Quintile,Never,0.48975,614,1291,0.46247,0.51703
2018,30-45 y.,4th Quintile,Very often,0.09156,112,1193,0.07519,0.10793
2018,30-45 y.,4th Quintile,Often,0.12276,139,1193,0.10413,0.14139
2018,30-45 y.,4th Quintile,Sometimes,0.11511,157,1193,0.09700,0.13323
2018,30-45 y.,4th Quintile,Seldom,0.18592,213,1193,0.16383,0.20801
2018,30-45 y.,4th Quintile,Never,0.48336,572,1193,0.45499,0.51173
2018,30-45 y.,5th Quintile,Very often,0.08065,88,1069,0.06432,0.09698
2018,30-45 y.,5th Quintile,Often,0.08802,121,1069,0.07103,0.10502
2018,30-45 y.,5th Quintile,Sometimes,0.13480,135,1069,0.11432,0.15528
2018,30-45 y.,5th Quintile,Seldom,0.21240,209,1069,0.18787,0.23693
2018,30-45 y.,5th Quintile,Never,0.48207,516,1069,0.45211,0.51204
2018,46-65 y.,1st Quintile,Very often,0.08410,127,1414,0.06963,0.09857
2018,46-65 y.,1st Quintile,Often,0.09003,137,1414,0.07510,0.10495
2018,46-65 y.,1st Quintile,Sometimes,0.09813,143,1414,0.08262,0.11364
2018,46-65 y.,1st Quintile,Seldom,0.13479,168,1414,0.11698,0.15259
2018,46-65 y.,1st Quintile,Never,0.57823,839,1414,0.55248,0.60398
2018,46-65 y.,2nd Quintile,Very often,0.07307,116,1637,0.06046,0.08569
2018,46-65 y.,2nd Quintile,Often,0.10906,194,1637,0.09396,0.12417
