year,age_gr,migback,pld0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,No migration background,Very often,0.05603,175,3110,0.04794,0.06411
2003,17-29 y.,No migration background,Often,0.09569,287,3110,0.08535,0.10603
2003,17-29 y.,No migration background,Sometimes,0.12281,363,3110,0.11127,0.13434
2003,17-29 y.,No migration background,Seldom,0.18828,626,3110,0.17454,0.20202
2003,17-29 y.,No migration background,Never,0.53056,1659,3110,0.51302,0.54811
2003,17-29 y.,Direct migration background,Sometimes,0.08038,35,331,0.05104,0.10971
2003,17-29 y.,Direct migration background,Seldom,0.20723,61,331,0.16349,0.25096
2003,17-29 y.,Direct migration background,Never,0.59225,235,331,0.53923,0.64527
2003,17-29 y.,Indirect migration background,Often,0.07083,34,470,0.04761,0.09405
2003,17-29 y.,Indirect migration background,Sometimes,0.08952,47,470,0.06368,0.11535
2003,17-29 y.,Indirect migration background,Seldom,0.18906,97,470,0.15362,0.22450
2003,17-29 y.,Indirect migration background,Never,0.58338,292,470,0.53876,0.62799
2003,30-45 y.,No migration background,Very often,0.05910,340,5806,0.05304,0.06517
2003,30-45 y.,No migration background,Often,0.10160,592,5806,0.09383,0.10938
2003,30-45 y.,No migration background,Sometimes,0.12432,724,5806,0.11583,0.13281
2003,30-45 y.,No migration background,Seldom,0.20608,1202,5806,0.19567,0.21649
2003,30-45 y.,No migration background,Never,0.50508,2948,5806,0.49222,0.51794
2003,30-45 y.,Direct migration background,Very often,0.04114,38,883,0.02803,0.05424
2003,30-45 y.,Direct migration background,Often,0.08057,63,883,0.06261,0.09853
2003,30-45 y.,Direct migration background,Sometimes,0.09997,96,883,0.08017,0.11977
2003,30-45 y.,Direct migration background,Seldom,0.13898,123,883,0.11615,0.16181
2003,30-45 y.,Direct migration background,Never,0.62075,563,883,0.58873,0.65277
2003,30-45 y.,Indirect migration background,Seldom,0.19447,40,174,0.13549,0.25345
2003,30-45 y.,Indirect migration background,Never,0.58654,134,174,0.51316,0.65993
2003,46-65 y.,No migration background,Very often,0.03632,253,6502,0.03177,0.04087
2003,46-65 y.,No migration background,Often,0.06882,502,6502,0.06266,0.07497
2003,46-65 y.,No migration background,Sometimes,0.09347,653,6502,0.08640,0.10055
2003,46-65 y.,No migration background,Seldom,0.16681,1181,6502,0.15775,0.17587
2003,46-65 y.,No migration background,Never,0.62854,3913,6502,0.61680,0.64029
2003,46-65 y.,Direct migration background,Very often,0.04390,45,979,0.03106,0.05674
2003,46-65 y.,Direct migration background,Often,0.06696,69,979,0.05130,0.08263
2003,46-65 y.,Direct migration background,Sometimes,0.09837,99,979,0.07970,0.11703
2003,46-65 y.,Direct migration background,Seldom,0.16403,141,979,0.14083,0.18724
2003,46-65 y.,Direct migration background,Never,0.61968,625,979,0.58925,0.65010
2003,66 and older,No migration background,Very often,0.03614,110,3242,0.02972,0.04257
2003,66 and older,No migration background,Often,0.04483,164,3242,0.03770,0.05195
2003,66 and older,No migration background,Sometimes,0.07503,243,3242,0.06596,0.08410
2003,66 and older,No migration background,Seldom,0.12363,402,3242,0.11230,0.13496
2003,66 and older,No migration background,Never,0.70925,2323,3242,0.69362,0.72488
2003,66 and older,Direct migration background,Seldom,0.08309,35,293,0.05143,0.11475
2003,66 and older,Direct migration background,Never,0.76305,258,293,0.71428,0.81183
2008,17-29 y.,No migration background,Very often,0.06510,174,2486,0.05540,0.07480
2008,17-29 y.,No migration background,Often,0.09388,251,2486,0.08241,0.10535
2008,17-29 y.,No migration background,Sometimes,0.08859,232,2486,0.07742,0.09976
2008,17-29 y.,No migration background,Seldom,0.17675,466,2486,0.16175,0.19174
2008,17-29 y.,No migration background,Never,0.49931,1363,2486,0.47965,0.51897
2008,17-29 y.,Direct migration background,Seldom,0.13726,40,168,0.08507,0.18945
2008,17-29 y.,Direct migration background,Never,0.59449,128,168,0.52002,0.66896
2008,17-29 y.,Indirect migration background,Often,0.10473,42,407,0.07495,0.13452
2008,17-29 y.,Indirect migration background,Sometimes,0.06573,41,407,0.04163,0.08984
2008,17-29 y.,Indirect migration background,Seldom,0.13923,61,407,0.10556,0.17291
2008,17-29 y.,Indirect migration background,Never,0.52079,263,407,0.47219,0.56938
2008,30-45 y.,No migration background,Very often,0.05740,275,4276,0.05043,0.06438
2008,30-45 y.,No migration background,Often,0.10473,454,4276,0.09555,0.11391
2008,30-45 y.,No migration background,Sometimes,0.13198,541,4276,0.12183,0.14212
2008,30-45 y.,No migration background,Seldom,0.18927,846,4276,0.17753,0.20101
2008,30-45 y.,No migration background,Never,0.51204,2160,4276,0.49706,0.52703
2008,30-45 y.,Direct migration background,Often,0.05201,38,578,0.03389,0.07013
2008,30-45 y.,Direct migration background,Sometimes,0.10949,65,578,0.08401,0.13497
2008,30-45 y.,Direct migration background,Seldom,0.18970,109,578,0.15771,0.22169
2008,30-45 y.,Direct migration background,Never,0.59839,366,578,0.55839,0.63839
2008,30-45 y.,Indirect migration background,Never,0.62863,169,169,0.55556,0.70169
2008,46-65 y.,No migration background,Very often,0.04810,303,5908,0.04265,0.05356
2008,46-65 y.,No migration background,Often,0.09428,583,5908,0.08683,0.10173
2008,46-65 y.,No migration background,Sometimes,0.10095,638,5908,0.09327,0.10863
2008,46-65 y.,No migration background,Seldom,0.19064,1100,5908,0.18062,0.20065
2008,46-65 y.,No migration background,Never,0.56091,3284,5908,0.54825,0.57356
2008,46-65 y.,Direct migration background,Very often,0.05621,39,700,0.03914,0.07329
2008,46-65 y.,Direct migration background,Often,0.08698,61,700,0.06609,0.10787
2008,46-65 y.,Direct migration background,Sometimes,0.08641,72,700,0.06558,0.10724
2008,46-65 y.,Direct migration background,Seldom,0.14036,104,700,0.11461,0.16611
2008,46-65 y.,Direct migration background,Never,0.61774,424,700,0.58172,0.65377
2008,66 and older,No migration background,Very often,0.02861,117,3871,0.02336,0.03386
2008,66 and older,No migration background,Often,0.05656,216,3871,0.04928,0.06384
2008,66 and older,No migration background,Sometimes,0.07322,300,3871,0.06501,0.08143
2008,66 and older,No migration background,Seldom,0.13919,542,3871,0.12829,0.15010
2008,66 and older,No migration background,Never,0.69004,2696,3871,0.67547,0.70461
2008,66 and older,Direct migration background,Sometimes,0.07112,32,329,0.04330,0.09894
2008,66 and older,Direct migration background,Seldom,0.13557,46,329,0.09853,0.17262
2008,66 and older,Direct migration background,Never,0.67080,251,329,0.61995,0.72166
2013,17-29 y.,No migration background,Very often,0.05802,217,2788,0.04934,0.06670
2013,17-29 y.,No migration background,Often,0.08806,304,2788,0.07754,0.09858
2013,17-29 y.,No migration background,Sometimes,0.08137,272,2788,0.07122,0.09152
2013,17-29 y.,No migration background,Seldom,0.17556,516,2788,0.16144,0.18969
2013,17-29 y.,No migration background,Never,0.48342,1479,2788,0.46486,0.50197
2013,17-29 y.,Direct migration background,Often,0.04802,32,270,0.02247,0.07358
2013,17-29 y.,Direct migration background,Sometimes,0.03385,32,270,0.01224,0.05546
2013,17-29 y.,Direct migration background,Seldom,0.07088,39,270,0.04021,0.10155
2013,17-29 y.,Direct migration background,Never,0.17714,167,270,0.13151,0.22276
2013,17-29 y.,Indirect migration background,Very often,0.03259,39,466,0.01645,0.04873
2013,17-29 y.,Indirect migration background,Often,0.03908,44,466,0.02147,0.05670
2013,17-29 y.,Indirect migration background,Sometimes,0.04368,41,466,0.02510,0.06226
2013,17-29 y.,Indirect migration background,Seldom,0.07292,85,466,0.04928,0.09655
2013,17-29 y.,Indirect migration background,Never,0.24390,257,466,0.20487,0.28293
2013,30-45 y.,No migration background,Very often,0.06220,526,6242,0.05620,0.06819
2013,30-45 y.,No migration background,Often,0.11257,853,6242,0.10473,0.12041
2013,30-45 y.,No migration background,Sometimes,0.11318,753,6242,0.10532,0.12104
2013,30-45 y.,No migration background,Seldom,0.18600,1201,6242,0.17635,0.19566
2013,30-45 y.,No migration background,Never,0.49915,2909,6242,0.48675,0.51156
2013,30-45 y.,Direct migration background,Very often,0.02441,78,1212,0.01572,0.03310
2013,30-45 y.,Direct migration background,Often,0.04043,135,1212,0.02934,0.05153
2013,30-45 y.,Direct migration background,Sometimes,0.04264,140,1212,0.03126,0.05402
2013,30-45 y.,Direct migration background,Seldom,0.06690,196,1212,0.05283,0.08097
2013,30-45 y.,Direct migration background,Never,0.24270,663,1212,0.21855,0.26684
2013,30-45 y.,Indirect migration background,Very often,0.03903,53,505,0.02212,0.05594
2013,30-45 y.,Indirect migration background,Often,0.03830,42,505,0.02155,0.05506
2013,30-45 y.,Indirect migration background,Sometimes,0.09894,67,505,0.07288,0.12501
2013,30-45 y.,Indirect migration background,Seldom,0.11921,90,505,0.09092,0.14750
2013,30-45 y.,Indirect migration background,Never,0.32338,253,505,0.28254,0.36422
2013,46-65 y.,No migration background,Very often,0.05956,538,7940,0.05436,0.06477
2013,46-65 y.,No migration background,Often,0.11066,991,7940,0.10376,0.11756
2013,46-65 y.,No migration background,Sometimes,0.11270,994,7940,0.10574,0.11966
2013,46-65 y.,No migration background,Seldom,0.19412,1474,7940,0.18542,0.20283
2013,46-65 y.,No migration background,Never,0.50886,3943,7940,0.49786,0.51985
2013,46-65 y.,Direct migration background,Very often,0.03261,43,869,0.02080,0.04443
2013,46-65 y.,Direct migration background,Often,0.05793,100,869,0.04239,0.07348
2013,46-65 y.,Direct migration background,Sometimes,0.07220,95,869,0.05498,0.08941
2013,46-65 y.,Direct migration background,Seldom,0.09420,118,869,0.07476,0.11363
2013,46-65 y.,Direct migration background,Never,0.40331,513,869,0.37068,0.43595
2013,46-65 y.,Indirect migration background,Never,0.58068,71,71,0.46508,0.69628
2013,66 and older,No migration background,Very often,0.03285,158,4533,0.02766,0.03804
2013,66 and older,No migration background,Often,0.06479,301,4533,0.05762,0.07196
2013,66 and older,No migration background,Sometimes,0.08607,407,4533,0.07790,0.09423
2013,66 and older,No migration background,Seldom,0.15748,755,4533,0.14688,0.16809
2013,66 and older,No migration background,Never,0.64899,2912,4533,0.63509,0.66288
2013,66 and older,Direct migration background,Seldom,0.12818,54,303,0.09047,0.16588
2013,66 and older,Direct migration background,Never,0.64032,249,303,0.58619,0.69444
2018,17-29 y.,No migration background,Very often,0.06057,217,2878,0.05185,0.06929
2018,17-29 y.,No migration background,Often,0.10323,310,2878,0.09211,0.11435
2018,17-29 y.,No migration background,Sometimes,0.11065,311,2878,0.09919,0.12212
2018,17-29 y.,No migration background,Seldom,0.16586,527,2878,0.15227,0.17945
2018,17-29 y.,No migration background,Never,0.48861,1513,2878,0.47034,0.50687
2018,17-29 y.,Direct migration background,Very often,0.06317,46,550,0.04282,0.08352
2018,17-29 y.,Direct migration background,Often,0.08677,64,550,0.06322,0.11032
2018,17-29 y.,Direct migration background,Sometimes,0.08419,57,550,0.06097,0.10742
2018,17-29 y.,Direct migration background,Seldom,0.08781,67,550,0.06414,0.11149
2018,17-29 y.,Direct migration background,Never,0.45225,316,550,0.41062,0.49388
2018,17-29 y.,Indirect migration background,Very often,0.04706,59,800,0.03237,0.06174
2018,17-29 y.,Indirect migration background,Often,0.07488,80,800,0.05663,0.09313
2018,17-29 y.,Indirect migration background,Sometimes,0.09261,70,800,0.07251,0.11271
2018,17-29 y.,Indirect migration background,Seldom,0.13757,134,800,0.11369,0.16146
2018,17-29 y.,Indirect migration background,Never,0.56346,457,800,0.52907,0.59785
2018,30-45 y.,No migration background,Very often,0.08132,374,4208,0.07306,0.08957
2018,30-45 y.,No migration background,Often,0.10598,528,4208,0.09668,0.11528
2018,30-45 y.,No migration background,Sometimes,0.11346,497,4208,0.10387,0.12304
2018,30-45 y.,No migration background,Seldom,0.19544,745,4208,0.18345,0.20742
2018,30-45 y.,No migration background,Never,0.50189,2064,4208,0.48678,0.51700
2018,30-45 y.,Direct migration background,Very often,0.06808,114,1946,0.05688,0.07927
2018,30-45 y.,Direct migration background,Often,0.08709,163,1946,0.07456,0.09962
2018,30-45 y.,Direct migration background,Sometimes,0.09473,191,1946,0.08172,0.10775
2018,30-45 y.,Direct migration background,Seldom,0.10972,239,1946,0.09583,0.12361
2018,30-45 y.,Direct migration background,Never,0.58825,1239,1946,0.56637,0.61012
2018,30-45 y.,Indirect migration background,Very often,0.07982,49,561,0.05738,0.10227
2018,30-45 y.,Indirect migration background,Often,0.11805,67,561,0.09132,0.14477
2018,30-45 y.,Indirect migration background,Sometimes,0.08541,53,561,0.06226,0.10856
2018,30-45 y.,Indirect migration background,Seldom,0.22012,107,561,0.18580,0.25444
2018,30-45 y.,Indirect migration background,Never,0.49301,285,561,0.45161,0.53442
2018,46-65 y.,No migration background,Very often,0.06874,595,7787,0.06312,0.07436
2018,46-65 y.,No migration background,Often,0.11734,939,7787,0.11019,0.12449
2018,46-65 y.,No migration background,Sometimes,0.13197,996,7787,0.12445,0.13949
2018,46-65 y.,No migration background,Seldom,0.17771,1398,7787,0.16922,0.18620
2018,46-65 y.,No migration background,Never,0.49968,3859,7787,0.48858,0.51079
2018,46-65 y.,Direct migration background,Very often,0.06848,103,1574,0.05600,0.08096
2018,46-65 y.,Direct migration background,Often,0.06657,132,1574,0.05426,0.07889
2018,46-65 y.,Direct migration background,Sometimes,0.09994,152,1574,0.08512,0.11476
2018,46-65 y.,Direct migration background,Seldom,0.15906,218,1574,0.14099,0.17714
2018,46-65 y.,Direct migration background,Never,0.57972,969,1574,0.55532,0.60411
2018,46-65 y.,Indirect migration background,Seldom,0.16354,39,169,0.10761,0.21947
2018,46-65 y.,Indirect migration background,Never,0.51903,130,169,0.44348,0.59459
2018,66 and older,No migration background,Very often,0.04311,191,4497,0.03717,0.04905
2018,66 and older,No migration background,Often,0.06206,282,4497,0.05501,0.06912
2018,66 and older,No migration background,Sometimes,0.08973,408,4497,0.08138,0.09809
2018,66 and older,No migration background,Seldom,0.16772,742,4497,0.15680,0.17864
2018,66 and older,No migration background,Never,0.63309,2874,4497,0.61900,0.64718
2018,66 and older,Direct migration background,Often,0.07281,32,437,0.04842,0.09720
2018,66 and older,Direct migration background,Sometimes,0.07087,32,437,0.04679,0.09496
2018,66 and older,Direct migration background,Seldom,0.20846,68,437,0.17033,0.24659
2018,66 and older,Direct migration background,Never,0.60579,305,437,0.55992,0.65166
