"year","regtyp","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1990","Staedtischer Raum","Ostdeutschland","0.69","0","2020","0","0","1","2","4","0.65","0.73","0","4","1","1"
"1990","Staedtischer Raum","Westdeutschland","0.6","0","9839","0","0","1","2","4","0.58","0.62","0","6","0","0"
"1991","Laendlicher Raum","Ostdeutschland","0.69","0","3714","0","0","1","2","3","0.66","0.72","0","5","1","1"
"1991","Laendlicher Raum","Westdeutschland","0.68","0","2666","0","0","1","2","4","0.64","0.72","0","6","0","0"
"1991","Staedtischer Raum","Ostdeutschland","0.71","0","1821","0","0","1","2","4","0.67","0.75","0","4","1","1"
"1991","Staedtischer Raum","Westdeutschland","0.6","0","9808","0","0","1","2","3","0.58","0.62","0","7","0","0"
"1992","Laendlicher Raum","Ostdeutschland","0.67","0","3460","0","0","1","2","3","0.64","0.7","0","5","0","1"
"1992","Laendlicher Raum","Westdeutschland","0.74","0","2681","0","0","1","2","4","0.7","0.78","0","5","0","0"
"1992","Staedtischer Raum","Ostdeutschland","0.67","0","1782","0","0","1","2","3","0.63","0.71","0","4","0","1"
"1992","Staedtischer Raum","Westdeutschland","0.6","0","9740","0","0","1","2","3","0.58","0.62","0","6","0","0"
"1993","Laendlicher Raum","Ostdeutschland","0.67","0","3415","0","0","1","2","3","0.64","0.7","0","4","0","1"
"1993","Laendlicher Raum","Westdeutschland","0.68","0","2704","0","0","1","2","4","0.64","0.72","0","5","0","0"
"1993","Staedtischer Raum","Ostdeutschland","0.68","0","1752","0","0","1","2","3","0.64","0.72","0","5","0","1"
"1993","Staedtischer Raum","Westdeutschland","0.61","0","9657","0","0","1","2","4","0.59","0.63","0","6","0","0"
"1994","Laendlicher Raum","Ostdeutschland","0.63","0","3312","0","0","1","2","3","0.6","0.66","0","4","0","0"
"1994","Laendlicher Raum","Westdeutschland","0.7","0","2685","0","0","1","2","4","0.66","0.74","0","5","0","0"
"1994","Staedtischer Raum","Ostdeutschland","0.64","0","1720","0","0","1","2","3","0.6","0.68","0","5","0","0"
"1994","Staedtischer Raum","Westdeutschland","0.62","0","9421","0","0","1","2","4","0.6","0.64","0","5","0","0"
"1995","Laendlicher Raum","Ostdeutschland","0.59","0","3283","0","0","1","2","3","0.56","0.62","0","3","0","0"
"1995","Laendlicher Raum","Westdeutschland","0.73","0","2921","0","0","1","2","4","0.69","0.77","0","5","0","1"
"1995","Staedtischer Raum","Ostdeutschland","0.57","0","1578","0","0","1","2","3","0.53","0.61","0","4","0","0"
"1995","Staedtischer Raum","Westdeutschland","0.62","0","9930","0","0","1","2","4","0.6","0.64","0","8","0","0"
"1996","Laendlicher Raum","Ostdeutschland","0.56","0","3195","0","0","1","2","3","0.53","0.59","0","4","0","0"
"1996","Laendlicher Raum","Westdeutschland","0.73","0","2879","0","0","1","2","4","0.69","0.77","0","5","0","0"
"1996","Staedtischer Raum","Ostdeutschland","0.59","0","1602","0","0","1","2","4","0.55","0.63","0","4","0","0"
"1996","Staedtischer Raum","Westdeutschland","0.62","0","9663","0","0","1","2","4","0.6","0.64","0","7","0","0"
"1997","Laendlicher Raum","Ostdeutschland","0.55","0","3137","0","0","1","2","3","0.52","0.58","0","4","0","0"
"1997","Laendlicher Raum","Westdeutschland","0.73","0","2836","0","0","1","2","4","0.69","0.77","0","5","0","0"
"1997","Staedtischer Raum","Ostdeutschland","0.54","0","1546","0","0","1","2","3","0.5","0.58","0","3","0","0"
"1997","Staedtischer Raum","Westdeutschland","0.62","0","9487","0","0","1","2","4","0.6","0.64","0","7","0","0"
"1998","Laendlicher Raum","Ostdeutschland","0.53","0","3349","0","0","1","2","3","0.5","0.56","0","4","0","0"
"1998","Laendlicher Raum","Westdeutschland","0.77","0","3270","0","0","2","2","4","0.73","0.81","0","5","0","0"
"1998","Staedtischer Raum","Ostdeutschland","0.54","0","1585","0","0","1","2","3","0.5","0.58","0","3","0","0"
"1998","Staedtischer Raum","Westdeutschland","0.61","0","10552","0","0","1","2","4","0.59","0.63","0","6","0","0"
"1999","Laendlicher Raum","Ostdeutschland","0.5","0","3228","0","0","1","2","3","0.47","0.53","0","4","0","0"
"1999","Laendlicher Raum","Westdeutschland","0.74","0","3143","0","0","1","2","4","0.7","0.78","0","4","0","0"
"1999","Staedtischer Raum","Ostdeutschland","0.46","0","1543","0","0","1","2","3","0.42","0.5","0","3","0","0"
"1999","Staedtischer Raum","Westdeutschland","0.62","0","10074","0","0","1","2","4","0.6","0.64","0","7","0","0"
"2000","Laendlicher Raum","Ostdeutschland","0.46","0","5019","0","0","1","2","3","0.44","0.48","0","4","0","0"
"2000","Laendlicher Raum","Westdeutschland","0.69","0","6130","0","0","1","2","4","0.66","0.72","0","5","0","0"
"2000","Staedtischer Raum","Ostdeutschland","0.49","0","2338","0","0","1","2","3","0.46","0.52","0","4","0","0"
"2000","Staedtischer Raum","Westdeutschland","0.6","0","18320","0","0","1","2","4","0.59","0.61","0","7","0","0"
"2001","Laendlicher Raum","Ostdeutschland","0.42","0","4564","0","0","1","2","3","0.4","0.44","0","4","0","0"
"2001","Laendlicher Raum","Westdeutschland","0.66","0","5412","0","0","1","2","3","0.63","0.69","0","5","0","0"
"2001","Staedtischer Raum","Ostdeutschland","0.43","0","2174","0","0","1","2","3","0.4","0.46","0","4","0","0"
"2001","Staedtischer Raum","Westdeutschland","0.59","0","16578","0","0","1","2","4","0.57","0.61","0","6","0","0"
"2002","Laendlicher Raum","Ostdeutschland","0.4","0","4521","0","0","1","1","3","0.38","0.42","0","5","0","0"
"2002","Laendlicher Raum","Westdeutschland","0.66","0","5602","0","0","1","2","4","0.63","0.69","0","4","0","0"
"2002","Staedtischer Raum","Ostdeutschland","0.42","0","2183","0","0","1","2","4","0.39","0.45","0","4","0","0"
"2002","Staedtischer Raum","Westdeutschland","0.58","0","17810","0","0","1","2","3","0.57","0.59","0","6","0","0"
"2003","Laendlicher Raum","Ostdeutschland","0.38","0","4413","0","0","1","1","3","0.36","0.4","0","6","0","0"
"2003","Laendlicher Raum","Westdeutschland","0.64","0","5227","0","0","1","2","3","0.61","0.67","0","5","0","0"
"2003","Staedtischer Raum","Ostdeutschland","0.38","0","2134","0","0","1","1","3","0.35","0.41","0","4","0","0"
"2003","Staedtischer Raum","Westdeutschland","0.58","0","17018","0","0","1","2","3","0.57","0.59","0","6","0","0"
"2004","Laendlicher Raum","Ostdeutschland","0.36","0","4261","0","0","0","1","3","0.34","0.38","0","6","0","0"
"2004","Laendlicher Raum","Westdeutschland","0.61","0","5105","0","0","1","2","4","0.58","0.64","0","4","0","0"
"2004","Staedtischer Raum","Ostdeutschland","0.34","0","2117","0","0","0","1","3","0.31","0.37","0","4","0","0"
"2004","Staedtischer Raum","Westdeutschland","0.55","0","16448","0","0","1","2","3","0.54","0.56","0","6","0","0"
"2005","Laendlicher Raum","Ostdeutschland","0.39","0","4100","0","0","1","2","3","0.36","0.42","0","7","0","0"
"2005","Laendlicher Raum","Westdeutschland","0.57","0","4854","0","0","1","2","3","0.54","0.6","0","5","0","0"
"2005","Staedtischer Raum","Ostdeutschland","0.37","0","2051","0","0","0","1","3","0.34","0.4","0","4","0","0"
"2005","Staedtischer Raum","Westdeutschland","0.53","0","15701","0","0","1","2","3","0.52","0.54","0","6","0","0"
"2006","Laendlicher Raum","Ostdeutschland","0.4","0","4391","0","0","1","2","3","0.37","0.43","0","7","0","0"
"2006","Laendlicher Raum","Westdeutschland","0.58","0","5462","0","0","1","2","4","0.55","0.61","0","5","0","0"
"2006","Staedtischer Raum","Ostdeutschland","0.38","0","2149","0","0","0","2","3","0.35","0.41","0","4","0","0"
"2006","Staedtischer Raum","Westdeutschland","0.54","0","16666","0","0","1","2","3","0.53","0.55","0","6","0","0"
"2007","Laendlicher Raum","Ostdeutschland","0.4","0","4102","0","0","1","2","3","0.37","0.43","0","8","0","0"
"2007","Laendlicher Raum","Westdeutschland","0.55","0","5061","0","0","1","2","4","0.52","0.58","0","5","0","0"
"2007","Staedtischer Raum","Ostdeutschland","0.37","0","2022","0","0","0","1","4","0.34","0.4","0","4","0","0"
"2007","Staedtischer Raum","Westdeutschland","0.53","0","15433","0","0","1","2","3","0.52","0.54","0","6","0","0"
"2008","Laendlicher Raum","Ostdeutschland","0.43","0","3867","0","0","1","2","4","0.4","0.46","0","7","0","0"
"2008","Laendlicher Raum","Westdeutschland","0.52","0","4696","0","0","1","2","4","0.49","0.55","0","5","0","0"
"2008","Staedtischer Raum","Ostdeutschland","0.37","0","1954","0","0","0","1","4","0.34","0.4","0","4","0","0"
"2008","Staedtischer Raum","Westdeutschland","0.51","0","14360","0","0","1","2","3","0.5","0.52","0","6","0","0"
"2009","Laendlicher Raum","Ostdeutschland","0.48","0","3722","0","0","1","2","4","0.45","0.51","0","7","0","0"
"2009","Laendlicher Raum","Westdeutschland","0.49","0","4460","0","0","1","2","4","0.46","0.52","0","5","0","0"
"2009","Staedtischer Raum","Ostdeutschland","0.35","0","1860","0","0","0","1","3","0.32","0.38","0","3","0","0"
"2009","Staedtischer Raum","Westdeutschland","0.49","0","13179","0","0","1","2","3","0.47","0.51","0","5","0","0"
"2010","Laendlicher Raum","Ostdeutschland","0.41","0","5197","0","0","1","2","3","0.38","0.44","0","6","1","1"
"2010","Laendlicher Raum","Westdeutschland","0.49","0","7945","0","0","1","2","3","0.46","0.52","0","8","1","1"
"2010","Staedtischer Raum","Ostdeutschland","0.38","0","2733","0","0","0","2","3","0.34","0.42","0","6","1","1"
"2010","Staedtischer Raum","Westdeutschland","0.49","0","21593","0","0","1","2","3","0.47","0.51","0","9","1","1"
"2011","Laendlicher Raum","Ostdeutschland","0.42","0","5936","0","0","1","2","3","0.39","0.45","0","6","0","0"
"2011","Laendlicher Raum","Westdeutschland","0.5","0","9885","0","0","1","2","3","0.48","0.52","0","6","1","1"
"2011","Staedtischer Raum","Ostdeutschland","0.43","0","3210","0","0","1","2","3","0.39","0.47","0","6","0","1"
"2011","Staedtischer Raum","Westdeutschland","0.48","0","24970","0","0","1","2","3","0.46","0.5","0","8","1","1"
"2012","Laendlicher Raum","Ostdeutschland","0.41","0","5795","0","0","1","2","3","0.38","0.44","0","6","0","0"
"2012","Laendlicher Raum","Westdeutschland","0.47","0","9660","0","0","1","2","3","0.45","0.49","0","7","1","1"
"2012","Staedtischer Raum","Ostdeutschland","0.44","0","3075","0","0","1","2","3","0.4","0.48","0","7","0","1"
"2012","Staedtischer Raum","Westdeutschland","0.48","0","23876","0","0","1","2","3","0.46","0.5","0","9","1","1"
"2013","Laendlicher Raum","Ostdeutschland","0.41","0","5702","0","0","1","2","3","0.38","0.44","0","6","0","0"
"2013","Laendlicher Raum","Westdeutschland","0.44","0","10450","0","0","1","2","3","0.42","0.46","0","7","1","1"
"2013","Staedtischer Raum","Ostdeutschland","0.4","0","3134","0","0","0","2","3","0.36","0.44","0","6","0","1"
"2013","Staedtischer Raum","Westdeutschland","0.49","0","28379","0","0","1","2","3","0.48","0.5","0","8","1","1"
"2014","Laendlicher Raum","Ostdeutschland","0.45","0","5192","0","0","1","2","4","0.42","0.48","0","6","0","0"
"2014","Laendlicher Raum","Westdeutschland","0.44","0","9172","0","0","1","2","3","0.42","0.46","0","7","0","1"
"2014","Staedtischer Raum","Ostdeutschland","0.44","0","2830","0","0","1","2","4","0.4","0.48","0","6","0","0"
"2014","Staedtischer Raum","Westdeutschland","0.48","0","24313","0","0","1","2","4","0.46","0.5","0","8","0","0"
"2015","Laendlicher Raum","Ostdeutschland","0.46","0","4945","0","0","1","2","3","0.43","0.49","0","7","0","0"
"2015","Laendlicher Raum","Westdeutschland","0.46","0","9179","0","0","1","2","3","0.44","0.48","0","7","1","1"
"2015","Staedtischer Raum","Ostdeutschland","0.42","0","2778","0","0","0","2","4","0.38","0.46","0","5","0","0"
"2015","Staedtischer Raum","Westdeutschland","0.48","0","24150","0","0","1","2","3","0.47","0.49","0","8","0","1"
"2016","Laendlicher Raum","Ostdeutschland","0.48","0","5574","0","0","1","2","3","0.44","0.52","0","8","0","1"
"2016","Laendlicher Raum","Westdeutschland","0.46","0","9787","0","0","1","2","3","0.43","0.49","0","9","1","1"
"2016","Staedtischer Raum","Ostdeutschland","0.43","0","3076","0","0","1","2","4","0.38","0.48","0","7","0","1"
"2016","Staedtischer Raum","Westdeutschland","0.5","0","26651","0","0","1","2","3","0.48","0.52","0","9","1","1"
"2017","Laendlicher Raum","Ostdeutschland","0.47","0","5952","0","0","1","2","4","0.44","0.5","0","8","0","0"
"2017","Laendlicher Raum","Westdeutschland","0.47","0","11210","0","0","1","2","3","0.44","0.5","0","8","1","1"
"2017","Staedtischer Raum","Ostdeutschland","0.44","0","3426","0","0","1","2","3","0.4","0.48","0","7","0","1"
"2017","Staedtischer Raum","Westdeutschland","0.51","0","29565","0","0","1","2","4","0.49","0.53","0","9","1","1"
"2018","Laendlicher Raum","Ostdeutschland","0.48","0","5782","0","0","1","2","4","0.45","0.51","0","8","0","0"
"2018","Laendlicher Raum","Westdeutschland","0.46","0","10192","0","0","1","2","3","0.43","0.49","0","8","1","1"
"2018","Staedtischer Raum","Ostdeutschland","0.45","0","3388","0","0","1","2","3","0.41","0.49","0","6","0","1"
"2018","Staedtischer Raum","Westdeutschland","0.5","0","28781","0","0","1","2","4","0.48","0.52","0","10","1","1"
"2019","Laendlicher Raum","Ostdeutschland","0.47","0","5970","0","0","1","2","4","0.44","0.5","0","8","0","0"
"2019","Laendlicher Raum","Westdeutschland","0.48","0","9985","0","0","1","2","3","0.45","0.51","0","9","0","1"
"2019","Staedtischer Raum","Ostdeutschland","0.42","0","3382","0","0","1","2","3","0.38","0.46","0","6","0","0"
"2019","Staedtischer Raum","Westdeutschland","0.52","0","28525","0","0","1","2","4","0.5","0.54","0","10","0","1"
"2020","Laendlicher Raum","Ostdeutschland","0.49","0","5607","0","0","1","2","4","0.46","0.52","0","8","0","0"
"2020","Laendlicher Raum","Westdeutschland","0.53","0","10056","0","0","1","2","3","0.5","0.56","0","9","0","1"
"2020","Staedtischer Raum","Ostdeutschland","0.45","0","3533","0","0","1","2","3","0.41","0.49","0","6","0","0"
"2020","Staedtischer Raum","Westdeutschland","0.51","0","30735","0","0","1","2","3","0.5","0.52","0","8","0","0"
