"year","regtyp","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1985","Laendlicher Raum","Ostdeutschland","","","","","","","","","","","","","",""
"1985","Laendlicher Raum","Westdeutschland","0.61","0","3140","0","0","1","2","3","0.57","0.65","0","6","0","0"
"1985","Staedtischer Raum","Ostdeutschland","","","","","","","","","","","","","",""
"1985","Staedtischer Raum","Westdeutschland","0.52","0","11458","0","0","1","2","3","0.5","0.54","0","7","0","0"
"1986","Laendlicher Raum","Ostdeutschland","","","","","","","","","","","","","",""
"1986","Laendlicher Raum","Westdeutschland","0.62","0","2998","0","0","1","2","4","0.58","0.66","0","5","0","0"
"1986","Staedtischer Raum","Ostdeutschland","","","","","","","","","","","","","",""
"1986","Staedtischer Raum","Westdeutschland","0.53","0","10896","0","0","1","2","4","0.51","0.55","0","6","0","0"
"1987","Laendlicher Raum","Ostdeutschland","","","","","","","","","","","","","",""
"1987","Laendlicher Raum","Westdeutschland","0.65","0","2939","0","0","1","2","4","0.61","0.69","0","7","0","0"
"1987","Staedtischer Raum","Ostdeutschland","","","","","","","","","","","","","",""
"1987","Staedtischer Raum","Westdeutschland","0.53","0","10703","0","0","1","2","3","0.51","0.55","0","5","0","0"
"1988","Laendlicher Raum","Ostdeutschland","","","","","","","","","","","","","",""
"1988","Laendlicher Raum","Westdeutschland","0.64","0","2757","0","0","1","2","4","0.6","0.68","0","7","0","0"
"1988","Staedtischer Raum","Ostdeutschland","","","","","","","","","","","","","",""
"1988","Staedtischer Raum","Westdeutschland","0.54","0","10256","0","0","1","2","4","0.52","0.56","0","5","0","0"
"1989","Laendlicher Raum","Ostdeutschland","","","","","","","","","","","","","",""
"1989","Laendlicher Raum","Westdeutschland","0.65","0","2613","0","0","1","2","4","0.6","0.7","0","8","0","0"
"1989","Staedtischer Raum","Ostdeutschland","","","","","","","","","","","","","",""
"1989","Staedtischer Raum","Westdeutschland","0.56","0","9981","0","0","1","2","3","0.54","0.58","0","5","0","0"
"1990","Laendlicher Raum","Ostdeutschland","0.68","0","3951","0","0","1","2","3","0.65","0.71","0","5","1","1"
"1990","Laendlicher Raum","Westdeutschland","0.64","0","2594","0","0","1","2","4","0.6","0.68","0","5","0","0"
