year,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2016,Post-secondary Non-tertiary Level,2011,1.88454,1.77467,1.99441,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
2016,First Stage of Tertiary Education,1392,2.45583,2.25789,2.65376,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2016,Second Stage of Tertiary Education,5862,2.23358,2.15283,2.31432,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2017,Pre-primary Level,397,2.11386,1.86337,2.36436,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2017,Primary Level,441,2.86013,2.41459,3.30566,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2017,Lower Secondary Level,2717,2.50691,2.37321,2.64062,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2017,Upper Secondary Level,11980,2.60590,2.52875,2.68305,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
2017,Post-secondary Non-tertiary Level,2195,2.41400,2.22664,2.60136,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
2017,First Stage of Tertiary Education,1525,2.17805,2.03792,2.31818,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2017,Second Stage of Tertiary Education,6484,2.32473,2.23510,2.41436,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2018,Pre-primary Level,334,1.88005,1.58532,2.17478,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,2.00000
2018,Primary Level,479,3.40516,2.87564,3.93469,0.00000,2.00000,4.00000,0.0,10.00000,2.0,1.00000,3.00000
2018,Lower Secondary Level,2685,2.54529,2.40056,2.69002,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2018,Upper Secondary Level,11490,2.51705,2.44623,2.58786,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
2018,Post-secondary Non-tertiary Level,2121,2.31815,2.08447,2.55182,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2018,First Stage of Tertiary Education,1439,2.35497,2.20466,2.50529,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2018,Second Stage of Tertiary Education,6328,2.28426,2.20704,2.36149,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2019,Pre-primary Level,331,3.17070,2.41542,3.92599,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2019,Primary Level,389,3.55960,2.98972,4.12947,1.00000,2.00000,4.00000,0.0,8.50000,2.0,1.00000,2.00000
2019,Lower Secondary Level,2416,2.34610,2.21801,2.47418,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2019,Upper Secondary Level,11120,2.55325,2.48183,2.62468,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
2019,Post-secondary Non-tertiary Level,2173,2.26076,2.11958,2.40195,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2019,First Stage of Tertiary Education,1652,2.20575,2.06084,2.35066,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2019,Second Stage of Tertiary Education,7007,2.14426,2.07841,2.21011,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2020,Pre-primary Level,350,1.67342,1.31967,2.02716,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.02500
2020,Primary Level,1473,2.79542,2.58062,3.01022,0.00000,1.00000,4.00000,0.0,10.00000,1.0,1.00000,2.00000
2020,Lower Secondary Level,3023,2.20034,2.08523,2.31545,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
2020,Upper Secondary Level,11142,2.25036,2.18603,2.31470,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
2020,Post-secondary Non-tertiary Level,2340,2.11701,1.90218,2.33184,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
2020,First Stage of Tertiary Education,1451,1.97628,1.82711,2.12546,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
2020,Second Stage of Tertiary Education,7653,1.93929,1.88149,1.99708,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
2021,Pre-primary Level,182,2.23744,1.81998,2.65489,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2021,Primary Level,197,2.56424,2.02799,3.10050,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2021,Lower Secondary Level,1328,2.64064,2.40703,2.87426,1.00000,2.00000,3.00000,0.0,6.00000,2.0,1.00000,2.00000
2021,Upper Secondary Level,6648,2.84995,2.73786,2.96205,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2021,Post-secondary Non-tertiary Level,1482,2.17008,2.02280,2.31735,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2021,First Stage of Tertiary Education,951,2.50253,2.25541,2.74965,1.00000,1.00000,3.00000,0.0,6.00000,1.0,1.00000,2.00000
2021,Second Stage of Tertiary Education,5107,2.23086,2.14594,2.31577,1.00000,2.00000,3.00000,0.0,6.00000,2.0,1.00000,2.00000
2022,Pre-primary Level,310,1.86647,1.54375,2.18919,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2022,Primary Level,830,2.29628,2.10626,2.48629,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2022,Lower Secondary Level,1801,2.85196,2.61340,3.09052,1.00000,2.00000,3.00000,0.0,6.00000,2.0,1.00000,2.00000
2022,Upper Secondary Level,8867,2.63857,2.56617,2.71096,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2022,Post-secondary Non-tertiary Level,2117,2.41065,2.23269,2.58861,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2022,First Stage of Tertiary Education,1299,2.54730,2.36730,2.72730,1.00000,2.00000,3.00000,0.0,6.00000,2.0,1.00000,2.00000
2022,Second Stage of Tertiary Education,8391,2.27130,2.20529,2.33730,1.00000,2.00000,3.00000,0.0,6.00000,2.0,1.00000,2.00000
