year,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2003,Pre-primary Level,612,1.46129,1.29806,1.62452,0.00000,1.00000,2.00000,0.0,5.00000,1.0,0.00000,1.00000
2003,Primary Level,269,3.07929,2.62072,3.53785,0.00000,2.00000,4.00000,0.0,10.00000,2.0,2.00000,2.02500
2003,Lower Secondary Level,2714,3.17931,3.00522,3.35341,0.00000,2.00000,4.00000,0.0,10.00000,2.0,2.00000,2.00000
2003,Upper Secondary Level,11055,2.76127,2.68300,2.83954,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
2003,Post-secondary Non-tertiary Level,1148,2.29986,2.09550,2.50422,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2003,First Stage of Tertiary Education,1680,2.68425,2.47594,2.89256,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2003,Second Stage of Tertiary Education,4329,2.58497,2.46553,2.70440,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2004,Pre-primary Level,637,1.36720,1.20774,1.52665,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2004,Primary Level,255,2.56637,2.07809,3.05465,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2004,Lower Secondary Level,2558,2.94569,2.75736,3.13403,0.00000,2.00000,4.00000,0.0,10.00000,2.0,1.00000,2.00000
2004,Upper Secondary Level,10752,2.52537,2.44740,2.60333,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
2004,Post-secondary Non-tertiary Level,1153,2.05785,1.89855,2.21716,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
2004,First Stage of Tertiary Education,1632,2.64715,2.43289,2.86141,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2004,Second Stage of Tertiary Education,4280,2.28881,2.18538,2.39225,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
2005,Pre-primary Level,647,1.70318,1.49488,1.91148,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2005,Primary Level,245,2.71217,2.24812,3.17621,0.00000,2.00000,4.00000,0.0,10.00000,2.0,1.00000,2.00000
2005,Lower Secondary Level,2381,3.18584,2.98026,3.39143,0.00000,2.00000,4.00000,0.0,10.00000,2.0,2.00000,2.00000
2005,Upper Secondary Level,10188,2.65172,2.57239,2.73104,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2005,Post-secondary Non-tertiary Level,1126,2.32000,2.11003,2.52997,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2005,First Stage of Tertiary Education,1553,2.70101,2.50208,2.89993,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2005,Second Stage of Tertiary Education,4148,2.48194,2.37481,2.58907,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
2006,Pre-primary Level,397,1.31420,1.15186,1.47655,0.00000,1.00000,2.00000,0.0,5.00000,1.0,0.00000,1.00000
2006,Primary Level,239,3.26408,2.67492,3.85325,0.00000,2.00000,4.00000,0.0,10.00000,2.0,1.00000,2.00000
2006,Lower Secondary Level,2473,3.09929,2.90160,3.29697,0.00000,2.00000,4.00000,0.0,10.00000,2.0,2.00000,2.00000
2006,Upper Secondary Level,11057,2.52908,2.45804,2.60011,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2006,Post-secondary Non-tertiary Level,1211,2.26365,2.08378,2.44353,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
2006,First Stage of Tertiary Education,1648,2.63955,2.42856,2.85053,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2006,Second Stage of Tertiary Education,4571,2.29854,2.18805,2.40904,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
2007,Pre-primary Level,340,1.48613,1.15895,1.81332,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2007,Primary Level,216,3.09142,2.39217,3.79067,0.00000,2.00000,3.07561,0.0,7.68901,2.0,1.00000,2.00000
2007,Lower Secondary Level,2192,2.94492,2.78223,3.10761,0.00000,2.00000,4.00000,0.0,10.00000,2.0,2.00000,2.00000
2007,Upper Secondary Level,10270,2.68376,2.60301,2.76450,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
2007,Post-secondary Non-tertiary Level,1163,2.35979,2.15618,2.56340,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2007,First Stage of Tertiary Education,1526,2.72905,2.53513,2.92296,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
2007,Second Stage of Tertiary Education,4375,2.55872,2.43220,2.68525,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2008,Pre-primary Level,353,1.62994,1.37463,1.88525,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2008,Primary Level,182,2.64241,1.72970,3.55512,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2008,Lower Secondary Level,1996,2.77241,2.57932,2.96549,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
2008,Upper Secondary Level,9692,2.63743,2.55616,2.71869,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
2008,Post-secondary Non-tertiary Level,1085,2.23981,2.01989,2.45973,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2008,First Stage of Tertiary Education,1407,2.49168,2.31998,2.66339,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2008,Second Stage of Tertiary Education,4180,2.32700,2.21361,2.44039,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2009,Pre-primary Level,311,1.56246,1.35693,1.76799,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2009,Primary Level,165,2.65156,2.00936,3.29375,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2009,Lower Secondary Level,1778,2.73258,2.56759,2.89757,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
2009,Upper Secondary Level,9020,2.72870,2.64708,2.81032,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
2009,Post-secondary Non-tertiary Level,993,2.47288,2.26410,2.68166,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2009,First Stage of Tertiary Education,1324,2.69392,2.50938,2.87845,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
2009,Second Stage of Tertiary Education,4021,2.52003,2.39691,2.64316,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2010,Pre-primary Level,409,1.65104,1.14582,2.15625,0.00000,1.00000,2.00000,0.0,5.00000,1.0,0.00000,1.00000
2010,Primary Level,342,2.73908,2.17637,3.30179,0.00000,2.00000,4.00000,0.0,10.00000,2.0,1.00000,2.00000
2010,Lower Secondary Level,2422,2.67277,2.52204,2.82350,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
2010,Upper Secondary Level,11675,2.54883,2.47915,2.61851,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2010,Post-secondary Non-tertiary Level,1703,2.28562,2.13163,2.43961,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2010,First Stage of Tertiary Education,1601,2.48915,2.31070,2.66760,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2010,Second Stage of Tertiary Education,5355,2.25360,2.16621,2.34099,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2011,Pre-primary Level,473,1.67084,1.44669,1.89499,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2011,Primary Level,407,2.81615,2.39226,3.24003,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2011,Lower Secondary Level,2942,2.65760,2.51121,2.80400,0.88997,2.00000,3.00000,0.0,6.16505,2.0,2.00000,2.00000
2011,Upper Secondary Level,13870,2.52975,2.46559,2.59392,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2011,Post-secondary Non-tertiary Level,2000,2.36831,2.22425,2.51237,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2011,First Stage of Tertiary Education,1841,2.62566,2.42638,2.82494,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2011,Second Stage of Tertiary Education,6199,2.40286,2.30905,2.49668,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2012,Pre-primary Level,470,1.83421,1.58744,2.08098,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2012,Primary Level,385,2.71392,2.23843,3.18941,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2012,Lower Secondary Level,2889,2.59196,2.44790,2.73602,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2012,Upper Secondary Level,13484,2.53884,2.47089,2.60678,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2012,Post-secondary Non-tertiary Level,1961,2.12453,1.99247,2.25658,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2012,First Stage of Tertiary Education,1801,2.47752,2.27042,2.68462,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2012,Second Stage of Tertiary Education,6125,2.34866,2.25496,2.44237,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2013,Pre-primary Level,455,2.35666,2.07431,2.63900,1.00000,1.00000,3.00000,0.0,6.00000,1.0,1.00000,2.00000
2013,Primary Level,330,2.52851,2.15874,2.89829,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2013,Lower Secondary Level,2616,2.74255,2.59238,2.89272,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2013,Upper Secondary Level,12478,2.63070,2.55882,2.70257,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
2013,Post-secondary Non-tertiary Level,1779,2.28899,2.13452,2.44346,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2013,First Stage of Tertiary Education,1672,2.35757,2.21619,2.49895,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2013,Second Stage of Tertiary Education,5852,2.47373,2.37564,2.57182,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
2014,Pre-primary Level,445,1.80826,1.52615,2.09037,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2014,Primary Level,502,2.68684,2.36898,3.00469,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.97500,2.00000
2014,Lower Secondary Level,3099,2.68473,2.53694,2.83252,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2014,Upper Secondary Level,12493,2.54076,2.46997,2.61155,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2014,Post-secondary Non-tertiary Level,2039,2.09411,1.96079,2.22743,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
2014,First Stage of Tertiary Education,1589,2.41403,2.24141,2.58665,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2014,Second Stage of Tertiary Education,6206,2.26202,2.17989,2.34416,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2015,Pre-primary Level,346,1.99935,1.73312,2.26559,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2015,Primary Level,408,3.12969,2.54258,3.71681,1.00000,2.00000,4.00000,0.0,8.50000,2.0,1.00000,2.00000
2015,Lower Secondary Level,2665,2.74368,2.57100,2.91637,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2015,Upper Secondary Level,11605,2.58973,2.51392,2.66553,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
2015,Post-secondary Non-tertiary Level,1949,2.07600,1.94952,2.20248,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
2015,First Stage of Tertiary Education,1514,2.54719,2.33716,2.75722,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2015,Second Stage of Tertiary Education,5859,2.34497,2.25201,2.43793,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2016,Pre-primary Level,331,1.60907,1.38073,1.83741,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
2016,Primary Level,396,2.64112,2.17013,3.11211,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
2016,Lower Secondary Level,2550,2.63459,2.45561,2.81358,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
2016,Upper Secondary Level,10923,2.49940,2.41686,2.58193,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,2.00000
