year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,male,,,,,,,,,,,,
1984,female,,,,,,,,,,,,
1985,male,,,,,,,,,,,,
1985,female,,,,,,,,,,,,
1986,male,,,,,,,,,,,,
1986,female,,,,,,,,,,,,
1987,male,,,,,,,,,,,,
1987,female,,,,,,,,,,,,
1988,male,4920,2.83606,2.69057,2.98155,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
1988,female,5015,3.67744,3.52449,3.83040,0.00000,2.00000,4.00000,0.0,10.00000,2.0,2.00000,2.00000
1989,male,4749,2.73706,2.58673,2.88739,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
1989,female,4878,3.80712,3.63266,3.98159,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1990,male,,,,,,,,,,,,
1990,female,,,,,,,,,,,,
1991,male,6597,2.55776,2.43805,2.67747,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
1991,female,6916,3.52444,3.38732,3.66155,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1992,male,6385,2.65537,2.53418,2.77655,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
1992,female,6771,3.43800,3.30716,3.56883,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1993,male,,,,,,,,,,,,
1993,female,,,,,,,,,,,,
1994,male,,,,,,,,,,,,
1994,female,,,,,,,,,,,,
1995,male,6355,2.67300,2.54857,2.79744,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
1995,female,6822,3.73492,3.60161,3.86822,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1996,male,6221,2.62699,2.51496,2.73901,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
1996,female,6674,3.60664,3.47717,3.73612,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1997,male,6187,2.52837,2.41949,2.63725,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
1997,female,6585,3.41869,3.30617,3.53121,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1998,male,6840,2.34983,2.25474,2.44492,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
1998,female,7286,3.22518,3.11888,3.33148,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1999,male,6580,2.45074,2.34054,2.56094,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
1999,female,7031,3.22803,3.12300,3.33306,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
2000,male,11535,2.31498,2.23572,2.39425,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
2000,female,12477,3.09196,3.00856,3.17536,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
2001,male,10485,2.37604,2.29394,2.45815,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
2001,female,11352,3.18389,3.09629,3.27150,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
2002,male,11095,2.24075,2.16271,2.31879,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
2002,female,11865,3.07020,2.98486,3.15554,0.00000,2.00000,4.00000,0.0,10.00000,2.0,2.00000,2.00000
2003,male,10623,2.37287,2.29551,2.45023,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
2003,female,11425,3.06510,2.98727,3.14293,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
2004,male,10350,2.14631,2.07014,2.22248,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
