year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,,,,,,,,,,,,
1985,West,,,,,,,,,,,,
1986,West,,,,,,,,,,,,
1987,West,,,,,,,,,,,,
1988,West,9935,3.27651,3.17048,3.38254,0.00000,2.00000,4.00000,0.0,10.00000,2.0,2.00000,2.00000
1989,West,9627,3.29683,3.18066,3.41299,0.00000,2.00000,4.00000,0.0,10.00000,2.0,2.00000,2.00000
1990,West,,,,,,,,,,,,
1990,East,,,,,,,,,,,,
1991,West,9388,3.31295,3.19588,3.43001,0.00000,2.00000,4.00000,0.0,10.00000,2.0,2.00000,2.00000
1991,East,4125,2.08712,1.97476,2.19948,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
1992,West,9213,3.25450,3.13945,3.36956,0.00000,2.00000,4.00000,0.0,10.00000,2.0,2.00000,2.00000
1992,East,3943,2.30512,2.20488,2.40535,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
1993,West,,,,,,,,,,,,
1993,East,,,,,,,,,,,,
1994,West,,,,,,,,,,,,
1994,East,,,,,,,,,,,,
1995,West,9516,3.32131,3.20796,3.43466,0.00000,2.00000,4.00000,0.0,10.00000,2.0,2.00000,2.00000
1995,East,3661,2.81926,2.68595,2.95257,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
1996,West,9241,3.22074,3.11504,3.32644,0.00000,2.00000,4.00000,0.0,10.00000,2.0,2.00000,2.00000
1996,East,3654,2.77137,2.63548,2.90726,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
1997,West,9151,3.04106,2.94509,3.13703,0.00000,2.00000,4.00000,0.0,10.00000,2.0,2.00000,2.00000
1997,East,3621,2.76868,2.64230,2.89507,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
1998,West,10278,2.85666,2.76929,2.94402,0.00000,2.00000,3.00000,0.0,7.50000,2.0,1.00000,2.00000
