,Unnamed: 0,year,quintil_oecd_hh,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
346,346,1995,2nd Quintile,4 rooms,0.18756,309,6491,0.17134,0.20332
347,347,1995,2nd Quintile,5 rooms,0.08362,124,6491,0.07396,0.09356
348,348,1995,2nd Quintile,6 rooms,0.05094,70,6491,0.04289,0.05881
349,349,1995,3rd Quintile,1 room,0.05248,51,6491,0.04166,0.06277
350,350,1995,3rd Quintile,2 rooms,0.22042,262,6491,0.20176,0.24169
351,351,1995,3rd Quintile,3 rooms,0.33372,497,6491,0.31041,0.36039
352,352,1995,3rd Quintile,4 rooms,0.18774,280,6491,0.17263,0.20794
353,353,1995,3rd Quintile,5 rooms,0.10987,156,6491,0.0979,0.12229
354,354,1995,3rd Quintile,6 rooms,0.06566,84,6491,0.05664,0.074
355,355,1995,3rd Quintile,7 rooms,0.03011,42,6491,0.02388,0.03582
356,356,1995,4th Quintile,1 room,0.03699,37,6491,0.02732,0.04799
357,357,1995,4th Quintile,2 rooms,0.20066,219,6491,0.18039,0.21952
358,358,1995,4th Quintile,3 rooms,0.32814,424,6491,0.30565,0.34967
359,359,1995,4th Quintile,4 rooms,0.18957,269,6491,0.17318,0.20608
360,360,1995,4th Quintile,5 rooms,0.13382,171,6491,0.11909,0.14906
361,361,1995,4th Quintile,6 rooms,0.08099,98,6491,0.0713,0.09125
362,362,1995,4th Quintile,7 rooms,0.02983,36,6491,0.02543,0.03515
363,363,1995,5th Quintile,2 rooms,0.15199,144,6491,0.13421,0.17055
364,364,1995,5th Quintile,3 rooms,0.29684,338,6491,0.27218,0.31777
365,365,1995,5th Quintile,4 rooms,0.24971,270,6491,0.23024,0.26772
366,366,1995,5th Quintile,5 rooms,0.14613,163,6491,0.13219,0.16092
367,367,1995,5th Quintile,6 rooms,0.10355,111,6491,0.0909,0.1176
368,368,1995,5th Quintile,7 rooms,0.05178,50,6491,0.04347,0.06127
369,369,1996,1st Quintile,1 room,0.10619,106,6462,0.09106,0.12376
370,370,1996,1st Quintile,2 rooms,0.32823,371,6462,0.30385,0.35187
371,371,1996,1st Quintile,3 rooms,0.32056,501,6462,0.29736,0.34342
372,372,1996,1st Quintile,4 rooms,0.14617,229,6462,0.12987,0.16401
373,373,1996,1st Quintile,5 rooms,0.066,103,6462,0.05813,0.07562
374,374,1996,1st Quintile,6 rooms,0.03285,40,6462,0.02728,0.03935
375,375,1996,2nd Quintile,1 room,0.06124,60,6462,0.04999,0.07026
376,376,1996,2nd Quintile,2 rooms,0.2322,277,6462,0.21201,0.25847
377,377,1996,2nd Quintile,3 rooms,0.35191,554,6462,0.32695,0.37866
378,378,1996,2nd Quintile,4 rooms,0.18591,303,6462,0.16958,0.20095
379,379,1996,2nd Quintile,5 rooms,0.09198,129,6462,0.08113,0.10464
380,380,1996,2nd Quintile,6 rooms,0.05425,79,6462,0.04487,0.0659
381,381,1996,2nd Quintile,7 rooms,0.02252,31,6462,0.01633,0.02838
382,382,1996,3rd Quintile,1 room,0.0396,43,6462,0.03192,0.04741
383,383,1996,3rd Quintile,2 rooms,0.22997,264,6462,0.20434,0.25082
384,384,1996,3rd Quintile,3 rooms,0.32919,470,6462,0.30828,0.35447
385,385,1996,3rd Quintile,4 rooms,0.19187,302,6462,0.1767,0.20448
386,386,1996,3rd Quintile,5 rooms,0.11954,166,6462,0.1057,0.1327
387,387,1996,3rd Quintile,6 rooms,0.05519,74,6462,0.0486,0.06331
388,388,1996,3rd Quintile,7 rooms,0.03464,44,6462,0.02797,0.04182
389,389,1996,4th Quintile,1 room,0.04468,44,6462,0.03505,0.05467
390,390,1996,4th Quintile,2 rooms,0.22019,249,6462,0.19931,0.23987
391,391,1996,4th Quintile,3 rooms,0.27946,390,6462,0.26117,0.30598
392,392,1996,4th Quintile,4 rooms,0.20746,272,6462,0.1915,0.22649
393,393,1996,4th Quintile,5 rooms,0.12512,162,6462,0.11309,0.13861
394,394,1996,4th Quintile,6 rooms,0.08611,106,6462,0.07601,0.09626
395,395,1996,4th Quintile,7 rooms,0.03698,46,6462,0.03087,0.04358
396,396,1996,5th Quintile,2 rooms,0.14617,126,6462,0.12659,0.16297
397,397,1996,5th Quintile,3 rooms,0.30346,325,6462,0.27864,0.32725
398,398,1996,5th Quintile,4 rooms,0.2466,264,6462,0.22416,0.26819
399,399,1996,5th Quintile,5 rooms,0.15357,165,6462,0.14061,0.16894
400,400,1996,5th Quintile,6 rooms,0.10545,120,6462,0.09511,0.11829
401,401,1996,5th Quintile,7 rooms,0.04475,47,6462,0.03684,0.0523
402,402,1997,1st Quintile,1 room,0.09879,99,6359,0.08442,0.11336
403,403,1997,1st Quintile,2 rooms,0.32829,369,6359,0.30244,0.35292
404,404,1997,1st Quintile,3 rooms,0.3348,471,6359,0.30729,0.36525
405,405,1997,1st Quintile,4 rooms,0.15104,230,6359,0.13412,0.16873
406,406,1997,1st Quintile,5 rooms,0.05999,79,6359,0.04858,0.0744
407,407,1997,1st Quintile,6 rooms,0.02709,44,6359,0.02214,0.03203
408,408,1997,2nd Quintile,1 room,0.06219,60,6359,0.0528,0.07403
409,409,1997,2nd Quintile,2 rooms,0.24236,280,6359,0.22328,0.26201
410,410,1997,2nd Quintile,3 rooms,0.37012,562,6359,0.34446,0.39753
411,411,1997,2nd Quintile,4 rooms,0.17872,293,6359,0.16161,0.19639
412,412,1997,2nd Quintile,5 rooms,0.09367,143,6359,0.08283,0.1046
413,413,1997,2nd Quintile,6 rooms,0.05295,71,6359,0.04417,0.06221
414,414,1997,3rd Quintile,1 room,0.03787,39,6359,0.02817,0.04566
415,415,1997,3rd Quintile,2 rooms,0.22191,238,6359,0.19923,0.24784
416,416,1997,3rd Quintile,3 rooms,0.34826,484,6359,0.32398,0.37705
417,417,1997,3rd Quintile,4 rooms,0.18245,289,6359,0.16814,0.19705
418,418,1997,3rd Quintile,5 rooms,0.11657,159,6359,0.10503,0.12946
419,419,1997,3rd Quintile,6 rooms,0.05962,77,6359,0.05296,0.06683
420,420,1997,3rd Quintile,7 rooms,0.03331,43,6359,0.02552,0.04044
421,421,1997,4th Quintile,1 room,0.04822,37,6359,0.03723,0.0595
422,422,1997,4th Quintile,2 rooms,0.21639,230,6359,0.19355,0.23731
423,423,1997,4th Quintile,3 rooms,0.30662,419,6359,0.28556,0.33234
424,424,1997,4th Quintile,4 rooms,0.17744,258,6359,0.16114,0.19432
425,425,1997,4th Quintile,5 rooms,0.11979,165,6359,0.10704,0.13148
426,426,1997,4th Quintile,6 rooms,0.0903,111,6359,0.07759,0.10322
427,427,1997,4th Quintile,7 rooms,0.04124,49,6359,0.03331,0.05085
428,428,1997,5th Quintile,2 rooms,0.12949,125,6359,0.11016,0.14401
429,429,1997,5th Quintile,3 rooms,0.27833,301,6359,0.25751,0.29934
430,430,1997,5th Quintile,4 rooms,0.25268,275,6359,0.23185,0.27966
431,431,1997,5th Quintile,5 rooms,0.17258,186,6359,0.15812,0.18784
432,432,1997,5th Quintile,6 rooms,0.1127,122,6359,0.1,0.12522
433,433,1997,5th Quintile,7 rooms,0.05422,51,6359,0.04706,0.06324
434,434,1998,1st Quintile,1 room,0.09908,129,7164,0.08714,0.11179
435,435,1998,1st Quintile,2 rooms,0.33416,435,7164,0.31446,0.35636
436,436,1998,1st Quintile,3 rooms,0.34704,533,7164,0.32312,0.36873
437,437,1998,1st Quintile,4 rooms,0.15085,255,7164,0.13534,0.1636
438,438,1998,1st Quintile,5 rooms,0.04681,80,7164,0.04103,0.05396
439,439,1998,1st Quintile,6 rooms,0.02206,37,7164,0.01783,0.02667
440,440,1998,2nd Quintile,1 room,0.05206,56,7164,0.04509,0.06004
441,441,1998,2nd Quintile,2 rooms,0.24578,313,7164,0.2254,0.26575
442,442,1998,2nd Quintile,3 rooms,0.34656,590,7164,0.32407,0.36751
443,443,1998,2nd Quintile,4 rooms,0.21327,350,7164,0.20009,0.22682
444,444,1998,2nd Quintile,5 rooms,0.09843,164,7164,0.08854,0.10936
445,445,1998,2nd Quintile,6 rooms,0.04391,81,7164,0.03975,0.04855
446,446,1998,3rd Quintile,1 room,0.04322,46,7164,0.03607,0.04977
447,447,1998,3rd Quintile,2 rooms,0.22949,280,7164,0.20917,0.24709
448,448,1998,3rd Quintile,3 rooms,0.30588,492,7164,0.28716,0.32704
449,449,1998,3rd Quintile,4 rooms,0.2044,343,7164,0.19113,0.22399
450,450,1998,3rd Quintile,5 rooms,0.1092,165,7164,0.09593,0.12105
451,451,1998,3rd Quintile,6 rooms,0.06928,111,7164,0.06131,0.07806
452,452,1998,3rd Quintile,7 rooms,0.03855,52,7164,0.0312,0.04502
453,453,1998,4th Quintile,2 rooms,0.21492,239,7164,0.19516,0.23431
454,454,1998,4th Quintile,3 rooms,0.31223,459,7164,0.2963,0.33198
455,455,1998,4th Quintile,4 rooms,0.21554,326,7164,0.19962,0.23343
456,456,1998,4th Quintile,5 rooms,0.12321,196,7164,0.11141,0.13719
457,457,1998,4th Quintile,6 rooms,0.09252,135,7164,0.08325,0.09997
458,458,1998,4th Quintile,7 rooms,0.04158,56,7164,0.03467,0.04939
459,459,1998,5th Quintile,2 rooms,0.12068,129,7164,0.10571,0.13451
460,460,1998,5th Quintile,3 rooms,0.2949,361,7164,0.27601,0.31783
461,461,1998,5th Quintile,4 rooms,0.24979,326,7164,0.23223,0.26833
462,462,1998,5th Quintile,5 rooms,0.17094,215,7164,0.15762,0.18553
463,463,1998,5th Quintile,6 rooms,0.11569,148,7164,0.10537,0.12809
464,464,1998,5th Quintile,7 rooms,0.048,62,7164,0.03969,0.0555
465,465,1999,1st Quintile,1 room,0.09704,114,6947,0.08459,0.10847
466,466,1999,1st Quintile,2 rooms,0.3398,409,6947,0.32152,0.36119
467,467,1999,1st Quintile,3 rooms,0.33,517,6947,0.31058,0.35612
468,468,1999,1st Quintile,4 rooms,0.14554,262,6947,0.13331,0.15826
469,469,1999,1st Quintile,5 rooms,0.05813,95,6947,0.0503,0.06603
470,470,1999,1st Quintile,6 rooms,0.02949,48,6947,0.02329,0.03765
471,471,1999,2nd Quintile,1 room,0.05258,54,6947,0.04446,0.06193
472,472,1999,2nd Quintile,2 rooms,0.2485,307,6947,0.22947,0.26971
473,473,1999,2nd Quintile,3 rooms,0.34144,571,6947,0.32054,0.36509
474,474,1999,2nd Quintile,4 rooms,0.19539,327,6947,0.18207,0.21074
475,475,1999,2nd Quintile,5 rooms,0.08591,138,6947,0.07612,0.09707
476,476,1999,2nd Quintile,6 rooms,0.05284,89,6947,0.0461,0.06132
477,477,1999,2nd Quintile,7 rooms,0.02333,36,6947,0.01726,0.03006
478,478,1999,3rd Quintile,1 room,0.03288,36,6947,0.02666,0.0402
479,479,1999,3rd Quintile,2 rooms,0.23092,280,6947,0.21196,0.25019
480,480,1999,3rd Quintile,3 rooms,0.32074,483,6947,0.29733,0.34671
481,481,1999,3rd Quintile,4 rooms,0.19716,325,6947,0.18206,0.21293
482,482,1999,3rd Quintile,5 rooms,0.12244,202,6947,0.1089,0.13388
483,483,1999,3rd Quintile,6 rooms,0.06553,104,6947,0.05684,0.07311
484,484,1999,3rd Quintile,7 rooms,0.03032,47,6947,0.02396,0.03628
485,485,1999,4th Quintile,2 rooms,0.20126,208,6947,0.18081,0.22224
486,486,1999,4th Quintile,3 rooms,0.3206,417,6947,0.29964,0.33954
487,487,1999,4th Quintile,4 rooms,0.22321,322,6947,0.20771,0.23938
488,488,1999,4th Quintile,5 rooms,0.13224,192,6947,0.12178,0.14553
489,489,1999,4th Quintile,6 rooms,0.08502,122,6947,0.07532,0.09492
490,490,1999,4th Quintile,7 rooms,0.03767,52,6947,0.03212,0.04374
491,491,1999,5th Quintile,2 rooms,0.12292,124,6947,0.10569,0.13722
492,492,1999,5th Quintile,3 rooms,0.26881,315,6947,0.2491,0.2865
493,493,1999,5th Quintile,4 rooms,0.26727,317,6947,0.25092,0.28843
494,494,1999,5th Quintile,5 rooms,0.14895,189,6947,0.13628,0.16234
495,495,1999,5th Quintile,6 rooms,0.11351,144,6947,0.1035,0.12435
496,496,1999,5th Quintile,7 rooms,0.05404,68,6947,0.04651,0.06331
497,497,1999,5th Quintile,8 rooms,0.0245,33,6947,0.02026,0.02993
498,498,2000,1st Quintile,1 room,0.09271,185,12786,0.08657,0.09924
499,499,2000,1st Quintile,2 rooms,0.32962,713,12786,0.31879,0.33944
500,500,2000,1st Quintile,3 rooms,0.33587,895,12786,0.32361,0.34881
501,501,2000,1st Quintile,4 rooms,0.14787,439,12786,0.13999,0.15742
502,502,2000,1st Quintile,5 rooms,0.04956,147,12786,0.04571,0.05318
503,503,2000,1st Quintile,6 rooms,0.03218,93,12786,0.02925,0.03559
504,504,2000,1st Quintile,7 rooms,0.01219,37,12786,0.01018,0.01427
505,505,2000,2nd Quintile,1 room,0.04482,93,12786,0.04014,0.04952
506,506,2000,2nd Quintile,2 rooms,0.23785,515,12786,0.22743,0.24936
507,507,2000,2nd Quintile,3 rooms,0.36509,1005,12786,0.35238,0.37694
508,508,2000,2nd Quintile,4 rooms,0.18509,537,12786,0.17734,0.19447
509,509,2000,2nd Quintile,5 rooms,0.09566,303,12786,0.08941,0.10073
510,510,2000,2nd Quintile,6 rooms,0.0529,161,12786,0.04866,0.0573
511,511,2000,2nd Quintile,7 rooms,0.0186,60,12786,0.0162,0.02181
512,512,2000,3rd Quintile,1 room,0.03557,62,12786,0.03212,0.03939
513,513,2000,3rd Quintile,2 rooms,0.21223,433,12786,0.20129,0.22284
514,514,2000,3rd Quintile,3 rooms,0.31685,822,12786,0.3061,0.3278
515,515,2000,3rd Quintile,4 rooms,0.19108,584,12786,0.18322,0.19977
516,516,2000,3rd Quintile,5 rooms,0.12533,388,12786,0.11814,0.13364
517,517,2000,3rd Quintile,6 rooms,0.06813,207,12786,0.06317,0.07273
518,518,2000,3rd Quintile,7 rooms,0.03084,102,12786,0.02845,0.03436
519,519,2000,3rd Quintile,8 rooms,0.01997,57,12786,0.01716,0.02289
520,520,2000,4th Quintile,1 room,0.0243,42,12786,0.02089,0.02768
521,521,2000,4th Quintile,2 rooms,0.18661,362,12786,0.17765,0.19855
522,522,2000,4th Quintile,3 rooms,0.28827,712,12786,0.27618,0.30088
523,523,2000,4th Quintile,4 rooms,0.21586,587,12786,0.20605,0.22722
524,524,2000,4th Quintile,5 rooms,0.14319,402,12786,0.13534,0.15298
525,525,2000,4th Quintile,6 rooms,0.08227,252,12786,0.07682,0.0875
526,526,2000,4th Quintile,7 rooms,0.04161,118,12786,0.03803,0.04698
527,527,2000,4th Quintile,8 rooms,0.01789,62,12786,0.0163,0.01953
528,528,2000,5th Quintile,2 rooms,0.10888,206,12786,0.10015,0.11815
529,529,2000,5th Quintile,3 rooms,0.25284,559,12786,0.2427,0.26623
530,530,2000,5th Quintile,4 rooms,0.23854,582,12786,0.22825,0.25237
531,531,2000,5th Quintile,5 rooms,0.16665,440,12786,0.15763,0.17465
532,532,2000,5th Quintile,6 rooms,0.11843,306,12786,0.11006,0.12658
533,533,2000,5th Quintile,7 rooms,0.05633,164,12786,0.05259,0.06089
534,534,2000,5th Quintile,8 rooms,0.02757,77,12786,0.02463,0.0298
535,535,2000,5th Quintile,9 rooms,0.01304,35,12786,0.00995,0.01716
536,536,2000,5th Quintile,10 or more rooms,0.01772,42,12786,0.015,0.02145
537,537,2001,1st Quintile,1 room,0.08947,157,11464,0.08241,0.09509
538,538,2001,1st Quintile,2 rooms,0.32221,606,11464,0.30621,0.33622
539,539,2001,1st Quintile,3 rooms,0.34589,781,11464,0.33097,0.36211
540,540,2001,1st Quintile,4 rooms,0.15701,404,11464,0.14599,0.16736
541,541,2001,1st Quintile,5 rooms,0.05819,146,11464,0.05265,0.06456
542,542,2001,1st Quintile,6 rooms,0.02724,76,11464,0.02372,0.03022
543,543,2001,2nd Quintile,1 room,0.04307,73,11464,0.03876,0.04814
544,544,2001,2nd Quintile,2 rooms,0.23654,483,11464,0.22513,0.25103
545,545,2001,2nd Quintile,3 rooms,0.35521,875,11464,0.34208,0.37066
546,546,2001,2nd Quintile,4 rooms,0.17492,486,11464,0.16356,0.18623
547,547,2001,2nd Quintile,5 rooms,0.0987,274,11464,0.09183,0.10693
548,548,2001,2nd Quintile,6 rooms,0.06152,161,11464,0.05616,0.06702
549,549,2001,2nd Quintile,7 rooms,0.0189,59,11464,0.01573,0.02151
550,550,2001,2nd Quintile,8 rooms,0.01114,31,11464,0.00929,0.01319
551,551,2001,3rd Quintile,1 room,0.02671,46,11464,0.02298,0.03064
552,552,2001,3rd Quintile,2 rooms,0.2024,384,11464,0.1914,0.21276
553,553,2001,3rd Quintile,3 rooms,0.32546,782,11464,0.31113,0.33533
554,554,2001,3rd Quintile,4 rooms,0.20309,529,11464,0.19367,0.21354
555,555,2001,3rd Quintile,5 rooms,0.11719,334,11464,0.10966,0.12388
556,556,2001,3rd Quintile,6 rooms,0.07296,203,11464,0.06728,0.07934
557,557,2001,3rd Quintile,7 rooms,0.02883,94,11464,0.02529,0.03239
558,558,2001,3rd Quintile,8 rooms,0.02334,63,11464,0.02023,0.02615
559,559,2001,4th Quintile,2 rooms,0.18461,329,11464,0.17251,0.1978
560,560,2001,4th Quintile,3 rooms,0.30638,661,11464,0.29156,0.32064
561,561,2001,4th Quintile,4 rooms,0.21413,530,11464,0.20382,0.22408
562,562,2001,4th Quintile,5 rooms,0.14669,380,11464,0.13877,0.15454
563,563,2001,4th Quintile,6 rooms,0.08677,227,11464,0.08097,0.0938
564,564,2001,4th Quintile,7 rooms,0.04181,106,11464,0.03648,0.04702
565,565,2001,4th Quintile,8 rooms,0.01961,56,11464,0.01651,0.02292
566,566,2001,5th Quintile,2 rooms,0.11598,186,11464,0.10675,0.12614
567,567,2001,5th Quintile,3 rooms,0.25007,495,11464,0.24004,0.26445
568,568,2001,5th Quintile,4 rooms,0.2497,540,11464,0.23738,0.26225
569,569,2001,5th Quintile,5 rooms,0.16191,377,11464,0.15276,0.1715
570,570,2001,5th Quintile,6 rooms,0.11443,266,11464,0.10773,0.12342
571,571,2001,5th Quintile,7 rooms,0.0624,156,11464,0.0572,0.06912
572,572,2001,5th Quintile,8 rooms,0.0288,69,11464,0.02585,0.0323
573,573,2001,5th Quintile,10 or more rooms,0.01671,39,11464,0.01424,0.0197
574,574,2002,1st Quintile,1 room,0.09705,165,12016,0.08941,0.10475
575,575,2002,1st Quintile,2 rooms,0.34476,614,12016,0.32974,0.36064
576,576,2002,1st Quintile,3 rooms,0.33073,720,12016,0.31696,0.3476
577,577,2002,1st Quintile,4 rooms,0.13936,339,12016,0.12882,0.14859
578,578,2002,1st Quintile,5 rooms,0.0582,133,12016,0.05186,0.06516
579,579,2002,1st Quintile,6 rooms,0.0299,68,12016,0.02601,0.03502
580,580,2002,2nd Quintile,1 room,0.03985,65,12016,0.03369,0.04531
581,581,2002,2nd Quintile,2 rooms,0.21687,424,12016,0.20544,0.22863
582,582,2002,2nd Quintile,3 rooms,0.35675,799,12016,0.34159,0.37492
583,583,2002,2nd Quintile,4 rooms,0.20168,480,12016,0.18989,0.21429
584,584,2002,2nd Quintile,5 rooms,0.10678,253,12016,0.09713,0.11456
585,585,2002,2nd Quintile,6 rooms,0.05991,138,12016,0.0533,0.06594
586,586,2002,2nd Quintile,7 rooms,0.01816,46,12016,0.01499,0.02098
587,587,2002,3rd Quintile,1 room,0.02038,34,12016,0.01627,0.02379
588,588,2002,3rd Quintile,2 rooms,0.20637,378,12016,0.19553,0.21872
589,589,2002,3rd Quintile,3 rooms,0.33967,746,12016,0.3241,0.35554
590,590,2002,3rd Quintile,4 rooms,0.18971,462,12016,0.17853,0.19955
591,591,2002,3rd Quintile,5 rooms,0.12464,322,12016,0.11753,0.1335
592,592,2002,3rd Quintile,6 rooms,0.07388,187,12016,0.06642,0.08026
593,593,2002,3rd Quintile,7 rooms,0.0296,80,12016,0.02537,0.03407
594,594,2002,3rd Quintile,8 rooms,0.01574,43,12016,0.01384,0.01835
595,595,2002,4th Quintile,2 rooms,0.17188,302,12016,0.16203,0.18554
596,596,2002,4th Quintile,3 rooms,0.30153,639,12016,0.28873,0.31735
597,597,2002,4th Quintile,4 rooms,0.23686,567,12016,0.22359,0.25166
598,598,2002,4th Quintile,5 rooms,0.16579,415,12016,0.15338,0.17715
599,599,2002,4th Quintile,6 rooms,0.07524,230,12016,0.06885,0.08323
600,600,2002,4th Quintile,7 rooms,0.03637,116,12016,0.03031,0.04251
601,601,2002,4th Quintile,8 rooms,0.01232,35,12016,0.00923,0.01557
602,602,2002,5th Quintile,2 rooms,0.1317,243,12016,0.1213,0.14473
603,603,2002,5th Quintile,3 rooms,0.23887,601,12016,0.22333,0.2538
604,604,2002,5th Quintile,4 rooms,0.22698,721,12016,0.21233,0.24098
605,605,2002,5th Quintile,5 rooms,0.18349,676,12016,0.16897,0.19498
606,606,2002,5th Quintile,6 rooms,0.10498,445,12016,0.09589,0.11403
607,607,2002,5th Quintile,7 rooms,0.05963,258,12016,0.05276,0.06596
608,608,2002,5th Quintile,8 rooms,0.0285,150,12016,0.0242,0.03292
609,609,2002,5th Quintile,9 rooms,0.01179,62,12016,0.00956,0.01482
610,610,2002,5th Quintile,10 or more rooms,0.01406,60,12016,0.01085,0.01793
611,611,2003,1st Quintile,1 room,0.0942,158,11615,0.0849,0.10389
612,612,2003,1st Quintile,2 rooms,0.33321,600,11615,0.31877,0.35173
613,613,2003,1st Quintile,3 rooms,0.33178,700,11615,0.31653,0.34886
614,614,2003,1st Quintile,4 rooms,0.15251,330,11615,0.14134,0.1629
615,615,2003,1st Quintile,5 rooms,0.06415,135,11615,0.05818,0.07249
616,616,2003,1st Quintile,6 rooms,0.02415,52,11615,0.0209,0.02725
617,617,2003,2nd Quintile,1 room,0.03959,65,11615,0.03456,0.04523
618,618,2003,2nd Quintile,2 rooms,0.21389,406,11615,0.20387,0.22568
619,619,2003,2nd Quintile,3 rooms,0.37531,816,11615,0.35747,0.39187
620,620,2003,2nd Quintile,4 rooms,0.18446,457,11615,0.17337,0.19723
621,621,2003,2nd Quintile,5 rooms,0.10536,233,11615,0.09794,0.11481
622,622,2003,2nd Quintile,6 rooms,0.06035,141,11615,0.05434,0.06723
623,623,2003,2nd Quintile,7 rooms,0.02103,53,11615,0.01741,0.02494
624,624,2003,3rd Quintile,1 room,0.04094,58,11615,0.03613,0.04641
625,625,2003,3rd Quintile,2 rooms,0.20009,383,11615,0.18795,0.21183
626,626,2003,3rd Quintile,3 rooms,0.31902,718,11615,0.30305,0.33438
627,627,2003,3rd Quintile,4 rooms,0.18385,445,11615,0.17325,0.19481
628,628,2003,3rd Quintile,5 rooms,0.13198,337,11615,0.12233,0.1403
629,629,2003,3rd Quintile,6 rooms,0.08247,193,11615,0.07478,0.08966
630,630,2003,3rd Quintile,7 rooms,0.02627,72,11615,0.02184,0.0303
631,631,2003,3rd Quintile,8 rooms,0.01538,39,11615,0.0119,0.01971
632,632,2003,4th Quintile,2 rooms,0.17131,289,11615,0.1605,0.1837
633,633,2003,4th Quintile,3 rooms,0.32563,655,11615,0.31008,0.34469
634,634,2003,4th Quintile,4 rooms,0.22251,523,11615,0.21191,0.23815
635,635,2003,4th Quintile,5 rooms,0.15063,368,11615,0.13697,0.16308
636,636,2003,4th Quintile,6 rooms,0.07935,224,11615,0.0719,0.08832
637,637,2003,4th Quintile,7 rooms,0.03454,108,11615,0.02961,0.04079
638,638,2003,4th Quintile,8 rooms,0.01604,51,11615,0.01212,0.02015
639,639,2003,5th Quintile,2 rooms,0.13327,225,11615,0.11962,0.14504
640,640,2003,5th Quintile,3 rooms,0.2327,544,11615,0.2178,0.25033
641,641,2003,5th Quintile,4 rooms,0.23076,698,11615,0.21788,0.24536
642,642,2003,5th Quintile,5 rooms,0.183,611,11615,0.17006,0.19802
643,643,2003,5th Quintile,6 rooms,0.09856,416,11615,0.08945,0.10754
644,644,2003,5th Quintile,7 rooms,0.06461,266,11615,0.05684,0.07317
645,645,2003,5th Quintile,8 rooms,0.02971,131,11615,0.02527,0.03407
646,646,2003,5th Quintile,9 rooms,0.00997,55,11615,0.0075,0.01296
647,647,2003,5th Quintile,10 or more rooms,0.01742,60,11615,0.0129,0.02207
648,648,2004,1st Quintile,1 room,0.1026,165,11329,0.09368,0.11219
649,649,2004,1st Quintile,2 rooms,0.32261,552,11329,0.30627,0.34062
650,650,2004,1st Quintile,3 rooms,0.34535,716,11329,0.3248,0.36265
651,651,2004,1st Quintile,4 rooms,0.14841,314,11329,0.13826,0.15948
652,652,2004,1st Quintile,5 rooms,0.05761,109,11329,0.05178,0.06619
653,653,2004,1st Quintile,6 rooms,0.02342,52,11329,0.01898,0.02799
654,654,2004,2nd Quintile,1 room,0.04597,70,11329,0.03916,0.05224
655,655,2004,2nd Quintile,2 rooms,0.22418,427,11329,0.21264,0.23891
656,656,2004,2nd Quintile,3 rooms,0.3734,762,11329,0.35742,0.39097
657,657,2004,2nd Quintile,4 rooms,0.16866,440,11329,0.15833,0.18027
658,658,2004,2nd Quintile,5 rooms,0.10779,254,11329,0.09854,0.11559
659,659,2004,2nd Quintile,6 rooms,0.05298,139,11329,0.04695,0.06059
660,660,2004,2nd Quintile,7 rooms,0.02703,53,11329,0.02126,0.03255
661,661,2004,3rd Quintile,1 room,0.02842,46,11329,0.0244,0.03274
662,662,2004,3rd Quintile,2 rooms,0.18909,349,11329,0.17759,0.20351
663,663,2004,3rd Quintile,3 rooms,0.33964,698,11329,0.32245,0.35594
664,664,2004,3rd Quintile,4 rooms,0.19363,457,11329,0.18097,0.20254
665,665,2004,3rd Quintile,5 rooms,0.14656,331,11329,0.13629,0.15917
666,666,2004,3rd Quintile,6 rooms,0.0707,169,11329,0.06323,0.07857
667,667,2004,3rd Quintile,7 rooms,0.03197,85,11329,0.02713,0.03749
668,668,2004,4th Quintile,2 rooms,0.18456,286,11329,0.17084,0.19743
669,669,2004,4th Quintile,3 rooms,0.29786,610,11329,0.28152,0.31243
670,670,2004,4th Quintile,4 rooms,0.22407,529,11329,0.21017,0.23631
671,671,2004,4th Quintile,5 rooms,0.15005,378,11329,0.1374,0.16072
672,672,2004,4th Quintile,6 rooms,0.0928,235,11329,0.08298,0.1016
673,673,2004,4th Quintile,7 rooms,0.03477,104,11329,0.02907,0.04079
674,674,2004,4th Quintile,8 rooms,0.01589,47,11329,0.01251,0.01891
675,675,2004,5th Quintile,2 rooms,0.1154,206,11329,0.10397,0.12771
676,676,2004,5th Quintile,3 rooms,0.2442,567,11329,0.23118,0.26145
677,677,2004,5th Quintile,4 rooms,0.22435,660,11329,0.20795,0.2408
678,678,2004,5th Quintile,5 rooms,0.19034,614,11329,0.17477,0.20422
679,679,2004,5th Quintile,6 rooms,0.10916,425,11329,0.1001,0.12069
680,680,2004,5th Quintile,7 rooms,0.05744,234,11329,0.04808,0.06465
681,681,2004,5th Quintile,8 rooms,0.03153,124,11329,0.02638,0.03772
682,682,2004,5th Quintile,9 rooms,0.01192,60,11329,0.00915,0.01499
683,683,2004,5th Quintile,10 or more rooms,0.01566,62,11329,0.01174,0.02009
684,684,2005,1st Quintile,1 room,0.09581,164,11004,0.08409,0.10708
685,685,2005,1st Quintile,2 rooms,0.33154,576,11004,0.31292,0.34655
686,686,2005,1st Quintile,3 rooms,0.35299,714,11004,0.3362,0.37126
687,687,2005,1st Quintile,4 rooms,0.13489,291,11004,0.1233,0.1449
688,688,2005,1st Quintile,5 rooms,0.05741,119,11004,0.05022,0.06551
689,689,2005,1st Quintile,6 rooms,0.02735,53,11004,0.02302,0.0335
690,690,2005,2nd Quintile,1 room,0.03895,61,11004,0.03317,0.04591
691,691,2005,2nd Quintile,2 rooms,0.23896,431,11004,0.22343,0.25592
