year,quintil_oecd_hh,sampreg,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,5th Quintile,West,3 rooms,0.28217,291,955,0.25361,0.31072
1994,5th Quintile,West,4 rooms,0.22372,232,955,0.19728,0.25017
1994,5th Quintile,West,5 rooms,0.14812,162,955,0.12558,0.17067
1994,5th Quintile,West,6 rooms,0.09765,93,955,0.07881,0.11649
1994,5th Quintile,West,7 rooms,0.04328,41,955,0.03037,0.05620
1994,5th Quintile,East,3 rooms,0.43746,49,82,0.32943,0.54550
1994,5th Quintile,East,4 rooms,0.25247,33,82,0.15786,0.34708
1995,1st Quintile,West,1 room,0.11366,81,926,0.09321,0.13412
1995,1st Quintile,West,2 rooms,0.28419,241,926,0.25512,0.31325
1995,1st Quintile,West,3 rooms,0.32270,352,926,0.29257,0.35283
1995,1st Quintile,West,4 rooms,0.15619,154,926,0.13279,0.17958
1995,1st Quintile,West,5 rooms,0.06634,62,926,0.05030,0.08238
1995,1st Quintile,West,6 rooms,0.03704,36,926,0.02487,0.04922
1995,1st Quintile,East,1 room,0.11488,37,413,0.08409,0.14567
1995,1st Quintile,East,2 rooms,0.39812,144,413,0.35085,0.44539
1995,1st Quintile,East,3 rooms,0.31621,160,413,0.27131,0.36111
1995,1st Quintile,East,4 rooms,0.11218,72,413,0.08171,0.14265
1995,2nd Quintile,West,1 room,0.05746,39,885,0.04212,0.07280
1995,2nd Quintile,West,2 rooms,0.24628,185,885,0.21788,0.27468
1995,2nd Quintile,West,3 rooms,0.32312,331,885,0.29229,0.35395
1995,2nd Quintile,West,4 rooms,0.18072,190,885,0.15536,0.20609
1995,2nd Quintile,West,5 rooms,0.09276,89,885,0.07364,0.11188
1995,2nd Quintile,West,6 rooms,0.05931,51,885,0.04374,0.07489
1995,2nd Quintile,East,2 rooms,0.27745,117,492,0.23784,0.31705
1995,2nd Quintile,East,3 rooms,0.39825,226,492,0.35495,0.44155
1995,2nd Quintile,East,4 rooms,0.17109,113,492,0.13778,0.20440
1995,2nd Quintile,East,5 rooms,0.05088,36,492,0.03144,0.07032
1995,3rd Quintile,West,1 room,0.05036,38,967,0.03657,0.06415
1995,3rd Quintile,West,2 rooms,0.22387,201,967,0.19758,0.25016
1995,3rd Quintile,West,3 rooms,0.31252,333,967,0.28329,0.34175
1995,3rd Quintile,West,4 rooms,0.18382,195,967,0.15940,0.20825
1995,3rd Quintile,West,5 rooms,0.10664,106,967,0.08718,0.12611
1995,3rd Quintile,West,6 rooms,0.06329,60,967,0.04794,0.07865
1995,3rd Quintile,West,7 rooms,0.03515,34,967,0.02353,0.04676
1995,3rd Quintile,East,2 rooms,0.19073,61,371,0.15070,0.23076
1995,3rd Quintile,East,3 rooms,0.39048,166,371,0.34077,0.44019
1995,3rd Quintile,East,4 rooms,0.20712,96,371,0.16583,0.24841
1995,3rd Quintile,East,5 rooms,0.09771,48,371,0.06746,0.12797
1995,4th Quintile,West,1 room,0.03792,35,967,0.02587,0.04996
1995,4th Quintile,West,2 rooms,0.19296,178,967,0.16807,0.21784
1995,4th Quintile,West,3 rooms,0.30673,309,967,0.27765,0.33581
1995,4th Quintile,West,4 rooms,0.18275,207,967,0.15837,0.20712
1995,4th Quintile,West,5 rooms,0.13562,123,967,0.11403,0.15721
1995,4th Quintile,West,6 rooms,0.08457,83,967,0.06703,0.10212
1995,4th Quintile,West,7 rooms,0.03158,32,967,0.02055,0.04261
1995,4th Quintile,East,2 rooms,0.15782,36,255,0.11298,0.20266
1995,4th Quintile,East,3 rooms,0.38497,110,255,0.32513,0.44481
1995,4th Quintile,East,4 rooms,0.22079,63,255,0.16978,0.27180
1995,4th Quintile,East,5 rooms,0.13337,46,255,0.09156,0.17518
1995,5th Quintile,West,2 rooms,0.15257,136,943,0.12961,0.17554
1995,5th Quintile,West,3 rooms,0.26970,279,943,0.24136,0.29804
1995,5th Quintile,West,4 rooms,0.22659,228,943,0.19986,0.25333
1995,5th Quintile,West,5 rooms,0.13641,150,943,0.11450,0.15833
1995,5th Quintile,West,6 rooms,0.10159,104,943,0.08229,0.12088
1995,5th Quintile,West,7 rooms,0.04996,46,943,0.03605,0.06387
1995,5th Quintile,East,3 rooms,0.44463,59,96,0.34470,0.54456
1995,5th Quintile,East,4 rooms,0.27865,37,96,0.18849,0.36880
1996,1st Quintile,West,1 room,0.10010,70,948,0.08098,0.11921
1996,1st Quintile,West,2 rooms,0.29666,244,948,0.26757,0.32576
1996,1st Quintile,West,3 rooms,0.31841,362,948,0.28873,0.34808
1996,1st Quintile,West,4 rooms,0.15169,158,948,0.12884,0.17453
1996,1st Quintile,West,5 rooms,0.06919,74,948,0.05303,0.08536
1996,1st Quintile,West,6 rooms,0.04723,40,948,0.03372,0.06075
1996,1st Quintile,East,1 room,0.11602,36,401,0.08463,0.14740
1996,1st Quintile,East,2 rooms,0.36918,132,401,0.32189,0.41647
1996,1st Quintile,East,3 rooms,0.31831,156,401,0.27266,0.36396
1996,1st Quintile,East,4 rooms,0.13074,77,401,0.09771,0.16378
1996,2nd Quintile,West,1 room,0.05514,38,868,0.03995,0.07034
1996,2nd Quintile,West,2 rooms,0.24109,176,868,0.21262,0.26956
1996,2nd Quintile,West,3 rooms,0.32364,327,868,0.29250,0.35479
1996,2nd Quintile,West,4 rooms,0.19519,196,868,0.16880,0.22157
1996,2nd Quintile,West,5 rooms,0.09979,85,868,0.07984,0.11974
1996,2nd Quintile,West,6 rooms,0.04524,46,868,0.03141,0.05907
1996,2nd Quintile,East,2 rooms,0.24354,99,442,0.20348,0.28360
1996,2nd Quintile,East,3 rooms,0.39483,196,442,0.34921,0.44045
1996,2nd Quintile,East,4 rooms,0.16728,105,442,0.13244,0.20211
1996,2nd Quintile,East,5 rooms,0.06796,42,442,0.04447,0.09145
1996,3rd Quintile,West,2 rooms,0.22239,181,902,0.19523,0.24954
1996,3rd Quintile,West,3 rooms,0.30629,311,902,0.27620,0.33639
1996,3rd Quintile,West,4 rooms,0.17848,197,902,0.15348,0.20348
1996,3rd Quintile,West,5 rooms,0.12839,116,902,0.10654,0.15023
1996,3rd Quintile,West,6 rooms,0.06614,58,902,0.04991,0.08237
1996,3rd Quintile,West,7 rooms,0.03954,39,902,0.02682,0.05227
1996,3rd Quintile,East,2 rooms,0.22606,78,397,0.18487,0.26726
1996,3rd Quintile,East,3 rooms,0.37045,167,397,0.32289,0.41802
1996,3rd Quintile,East,4 rooms,0.19947,98,397,0.16011,0.23882
1996,3rd Quintile,East,5 rooms,0.09155,54,397,0.06315,0.11996
1996,4th Quintile,West,1 room,0.04051,34,974,0.02812,0.05290
1996,4th Quintile,West,2 rooms,0.21351,200,974,0.18776,0.23926
1996,4th Quintile,West,3 rooms,0.27218,284,974,0.24421,0.30014
1996,4th Quintile,West,4 rooms,0.19700,210,974,0.17201,0.22199
1996,4th Quintile,West,5 rooms,0.11806,114,974,0.09778,0.13833
1996,4th Quintile,West,6 rooms,0.08934,86,974,0.07142,0.10727
1996,4th Quintile,West,7 rooms,0.04779,46,974,0.03438,0.06119
1996,4th Quintile,East,2 rooms,0.18747,44,265,0.14039,0.23455
1996,4th Quintile,East,3 rooms,0.37580,110,265,0.31738,0.43423
1996,4th Quintile,East,4 rooms,0.20694,64,265,0.15807,0.25581
1996,4th Quintile,East,5 rooms,0.14863,47,265,0.10572,0.19154
1996,5th Quintile,West,2 rooms,0.14402,118,908,0.12117,0.16687
1996,5th Quintile,West,3 rooms,0.26477,252,908,0.23606,0.29349
1996,5th Quintile,West,4 rooms,0.23609,228,908,0.20846,0.26373
1996,5th Quintile,West,5 rooms,0.15049,155,908,0.12722,0.17376
1996,5th Quintile,West,6 rooms,0.10204,110,908,0.08234,0.12174
1996,5th Quintile,West,7 rooms,0.04290,45,908,0.02971,0.05608
1996,5th Quintile,East,3 rooms,0.49225,75,112,0.39924,0.58525
1996,5th Quintile,East,4 rooms,0.23343,37,112,0.15473,0.31212
1997,1st Quintile,West,1 room,0.09018,62,895,0.07140,0.10895
1997,1st Quintile,West,2 rooms,0.29446,237,895,0.26458,0.32434
1997,1st Quintile,West,3 rooms,0.32800,337,895,0.29722,0.35877
1997,1st Quintile,West,4 rooms,0.15688,167,895,0.13304,0.18072
1997,1st Quintile,West,5 rooms,0.06777,57,895,0.05130,0.08425
1997,1st Quintile,West,6 rooms,0.03815,35,895,0.02559,0.05070
1997,1st Quintile,East,1 room,0.10127,34,380,0.07090,0.13165
1997,1st Quintile,East,2 rooms,0.37330,127,380,0.32461,0.42200
1997,1st Quintile,East,3 rooms,0.35838,156,380,0.31010,0.40665
1997,1st Quintile,East,4 rooms,0.10705,63,380,0.07592,0.13818
1997,2nd Quintile,West,1 room,0.05604,36,874,0.04078,0.07130
1997,2nd Quintile,West,2 rooms,0.22472,168,874,0.19703,0.25241
1997,2nd Quintile,West,3 rooms,0.35592,345,874,0.32416,0.38768
1997,2nd Quintile,West,4 rooms,0.17030,176,874,0.14537,0.19524
1997,2nd Quintile,West,5 rooms,0.09682,96,874,0.07720,0.11643
1997,2nd Quintile,West,6 rooms,0.05976,53,874,0.04404,0.07548
1997,2nd Quintile,East,2 rooms,0.23935,96,445,0.19966,0.27903
1997,2nd Quintile,East,3 rooms,0.40246,201,445,0.35685,0.44808
1997,2nd Quintile,East,4 rooms,0.17095,111,445,0.13593,0.20597
1997,2nd Quintile,East,5 rooms,0.05590,37,445,0.03453,0.07726
1997,3rd Quintile,West,2 rooms,0.21423,168,908,0.18753,0.24093
1997,3rd Quintile,West,3 rooms,0.31403,309,908,0.28382,0.34423
1997,3rd Quintile,West,4 rooms,0.19523,213,908,0.16944,0.22103
1997,3rd Quintile,West,5 rooms,0.13093,124,908,0.10898,0.15288
1997,3rd Quintile,West,6 rooms,0.06382,58,908,0.04791,0.07973
1997,3rd Quintile,West,7 rooms,0.03471,36,908,0.02280,0.04662
1997,3rd Quintile,East,2 rooms,0.24065,83,393,0.19833,0.28297
1997,3rd Quintile,East,3 rooms,0.39575,176,393,0.34734,0.44416
1997,3rd Quintile,East,4 rooms,0.18051,87,393,0.14244,0.21859
1997,3rd Quintile,East,5 rooms,0.07673,47,393,0.05038,0.10308
1997,4th Quintile,West,1 room,0.05598,34,965,0.04147,0.07049
1997,4th Quintile,West,2 rooms,0.23119,192,965,0.20457,0.25780
1997,4th Quintile,West,3 rooms,0.27146,295,965,0.24339,0.29954
1997,4th Quintile,West,4 rooms,0.17644,194,965,0.15238,0.20050
1997,4th Quintile,West,5 rooms,0.12001,120,965,0.09949,0.14052
1997,4th Quintile,West,6 rooms,0.08830,88,965,0.07039,0.10621
1997,4th Quintile,West,7 rooms,0.04145,42,965,0.02886,0.05403
1997,4th Quintile,East,2 rooms,0.18841,46,273,0.14193,0.23488
1997,4th Quintile,East,3 rooms,0.39694,114,273,0.33880,0.45509
1997,4th Quintile,East,4 rooms,0.17824,66,273,0.13276,0.22372
1997,4th Quintile,East,5 rooms,0.12648,47,273,0.08698,0.16598
1997,5th Quintile,West,2 rooms,0.12447,110,899,0.10288,0.14606
1997,5th Quintile,West,3 rooms,0.26348,245,899,0.23467,0.29230
1997,5th Quintile,West,4 rooms,0.22939,230,899,0.20189,0.25689
1997,5th Quintile,West,5 rooms,0.15948,157,899,0.13553,0.18342
1997,5th Quintile,West,6 rooms,0.10902,107,899,0.08864,0.12941
1997,5th Quintile,West,7 rooms,0.05841,50,899,0.04307,0.07375
1997,5th Quintile,East,3 rooms,0.40207,59,97,0.30399,0.50016
1997,5th Quintile,East,4 rooms,0.25946,38,97,0.17177,0.34714
1998,1st Quintile,West,1 room,0.09005,80,1018,0.07245,0.10764
1998,1st Quintile,West,2 rooms,0.30905,303,1018,0.28065,0.33745
1998,1st Quintile,West,3 rooms,0.34189,380,1018,0.31273,0.37104
1998,1st Quintile,West,4 rooms,0.16079,192,1018,0.13822,0.18337
1998,1st Quintile,West,5 rooms,0.05179,63,1018,0.03817,0.06541
1998,1st Quintile,East,1 room,0.10960,43,403,0.07906,0.14014
1998,1st Quintile,East,2 rooms,0.38824,133,403,0.34059,0.43588
1998,1st Quintile,East,3 rooms,0.34859,164,403,0.30200,0.39517
1998,1st Quintile,East,4 rooms,0.10996,63,403,0.07938,0.14054
1998,2nd Quintile,West,1 room,0.04918,38,1039,0.03602,0.06233
1998,2nd Quintile,West,2 rooms,0.23303,203,1039,0.20731,0.25875
1998,2nd Quintile,West,3 rooms,0.31300,373,1039,0.28479,0.34121
1998,2nd Quintile,West,4 rooms,0.20986,241,1039,0.18509,0.23463
1998,2nd Quintile,West,5 rooms,0.11380,127,1039,0.09448,0.13312
1998,2nd Quintile,West,6 rooms,0.05045,57,1039,0.03713,0.06376
1998,2nd Quintile,East,2 rooms,0.26616,102,442,0.22491,0.30741
1998,2nd Quintile,East,3 rooms,0.35788,189,442,0.31314,0.40262
1998,2nd Quintile,East,4 rooms,0.17852,101,442,0.14278,0.21426
1998,2nd Quintile,East,5 rooms,0.08088,50,442,0.05543,0.10633
1998,3rd Quintile,West,1 room,0.04201,34,1018,0.02968,0.05434
1998,3rd Quintile,West,2 rooms,0.22394,185,1018,0.19832,0.24956
1998,3rd Quintile,West,3 rooms,0.27901,322,1018,0.25145,0.30658
1998,3rd Quintile,West,4 rooms,0.21158,241,1018,0.18648,0.23668
1998,3rd Quintile,West,5 rooms,0.10449,102,1018,0.08569,0.12329
1998,3rd Quintile,West,6 rooms,0.07896,93,1018,0.06239,0.09554
1998,3rd Quintile,West,7 rooms,0.04000,41,1018,0.02796,0.05205
1998,3rd Quintile,East,2 rooms,0.22941,94,435,0.18985,0.26897
1998,3rd Quintile,East,3 rooms,0.39289,186,435,0.34694,0.43884
1998,3rd Quintile,East,4 rooms,0.19426,104,435,0.15704,0.23148
1998,3rd Quintile,East,5 rooms,0.07915,51,435,0.05375,0.10455
1998,4th Quintile,West,2 rooms,0.21128,196,1075,0.18687,0.23570
1998,4th Quintile,West,3 rooms,0.30390,343,1075,0.27639,0.33141
1998,4th Quintile,West,4 rooms,0.19496,249,1075,0.17126,0.21865
1998,4th Quintile,West,5 rooms,0.11164,141,1075,0.09280,0.13047
1998,4th Quintile,West,6 rooms,0.08146,97,1075,0.06510,0.09782
1998,4th Quintile,West,7 rooms,0.04572,49,1075,0.03322,0.05821
1998,4th Quintile,East,2 rooms,0.17823,51,320,0.13623,0.22022
1998,4th Quintile,East,3 rooms,0.35687,131,320,0.30429,0.40944
1998,4th Quintile,East,4 rooms,0.19666,80,320,0.15304,0.24028
1998,4th Quintile,East,5 rooms,0.14762,58,320,0.10870,0.18655
1998,5th Quintile,West,2 rooms,0.11779,122,1062,0.09839,0.13718
1998,5th Quintile,West,3 rooms,0.26138,285,1062,0.23494,0.28782
1998,5th Quintile,West,4 rooms,0.23794,273,1062,0.21232,0.26356
1998,5th Quintile,West,5 rooms,0.15950,187,1062,0.13747,0.18153
1998,5th Quintile,West,6 rooms,0.11462,138,1062,0.09545,0.13379
1998,5th Quintile,West,7 rooms,0.04723,57,1062,0.03446,0.05999
1998,5th Quintile,East,3 rooms,0.38050,62,118,0.29252,0.46847
1998,5th Quintile,East,4 rooms,0.29754,56,118,0.21470,0.38038
1999,1st Quintile,West,1 room,0.08731,69,1007,0.06986,0.10475
1999,1st Quintile,West,2 rooms,0.32227,282,1007,0.29339,0.35115
1999,1st Quintile,West,3 rooms,0.32067,359,1007,0.29183,0.34951
1999,1st Quintile,West,4 rooms,0.15897,194,1007,0.13638,0.18157
1999,1st Quintile,West,5 rooms,0.06575,72,1007,0.05044,0.08107
1999,1st Quintile,West,6 rooms,0.02885,31,1007,0.01851,0.03920
1999,1st Quintile,East,1 room,0.10854,42,425,0.07893,0.13814
1999,1st Quintile,East,2 rooms,0.36194,131,425,0.31620,0.40769
1999,1st Quintile,East,3 rooms,0.32388,174,425,0.27933,0.36842
1999,1st Quintile,East,4 rooms,0.12274,78,425,0.09150,0.15397
1999,2nd Quintile,West,1 room,0.05695,38,950,0.04221,0.07170
1999,2nd Quintile,West,2 rooms,0.24479,203,950,0.21743,0.27215
1999,2nd Quintile,West,3 rooms,0.30844,335,950,0.27906,0.33783
1999,2nd Quintile,West,4 rooms,0.20333,221,950,0.17772,0.22894
1999,2nd Quintile,West,5 rooms,0.08965,91,950,0.07147,0.10782
1999,2nd Quintile,West,6 rooms,0.05938,62,950,0.04435,0.07442
1999,2nd Quintile,East,2 rooms,0.26634,106,475,0.22654,0.30613
1999,2nd Quintile,East,3 rooms,0.40128,210,475,0.35715,0.44541
1999,2nd Quintile,East,4 rooms,0.16855,106,475,0.13485,0.20225
1999,2nd Quintile,East,5 rooms,0.07213,53,475,0.04884,0.09542
1999,3rd Quintile,West,2 rooms,0.21829,195,973,0.19232,0.24426
1999,3rd Quintile,West,3 rooms,0.31796,318,973,0.28868,0.34723
1999,3rd Quintile,West,4 rooms,0.18972,214,973,0.16507,0.21437
1999,3rd Quintile,West,5 rooms,0.11446,126,973,0.09445,0.13448
1999,3rd Quintile,West,6 rooms,0.07035,79,973,0.05427,0.08642
1999,3rd Quintile,West,7 rooms,0.03657,41,973,0.02477,0.04837
1999,3rd Quintile,East,2 rooms,0.22645,77,421,0.18642,0.26648
1999,3rd Quintile,East,3 rooms,0.36406,181,421,0.31804,0.41008
1999,3rd Quintile,East,4 rooms,0.20789,103,421,0.16908,0.24670
1999,3rd Quintile,East,5 rooms,0.10280,60,421,0.07376,0.13185
1999,4th Quintile,West,2 rooms,0.20418,172,1026,0.17950,0.22885
1999,4th Quintile,West,3 rooms,0.29066,312,1026,0.26286,0.31846
1999,4th Quintile,West,4 rooms,0.20755,251,1026,0.18272,0.23238
1999,4th Quintile,West,5 rooms,0.11854,142,1026,0.09875,0.13833
1999,4th Quintile,West,6 rooms,0.08431,108,1026,0.06730,0.10132
1999,4th Quintile,West,7 rooms,0.03270,41,1026,0.02182,0.04359
1999,4th Quintile,East,2 rooms,0.15782,41,265,0.11384,0.20180
1999,4th Quintile,East,3 rooms,0.35277,99,265,0.29512,0.41041
1999,4th Quintile,East,4 rooms,0.23256,78,265,0.18160,0.28352
1999,4th Quintile,East,5 rooms,0.16032,47,265,0.11606,0.20458
1999,5th Quintile,West,2 rooms,0.11636,112,1013,0.09660,0.13612
1999,5th Quintile,West,3 rooms,0.24783,258,1013,0.22123,0.27443
1999,5th Quintile,West,4 rooms,0.24660,263,1013,0.22004,0.27315
1999,5th Quintile,West,5 rooms,0.15077,178,1013,0.12873,0.17282
1999,5th Quintile,West,6 rooms,0.11565,136,1013,0.09594,0.13535
1999,5th Quintile,West,7 rooms,0.05847,66,1013,0.04402,0.07293
1999,5th Quintile,East,3 rooms,0.38764,57,102,0.29262,0.48266
1999,5th Quintile,East,4 rooms,0.26446,45,102,0.17845,0.35048
2000,1st Quintile,West,1 room,0.08738,118,1784,0.07427,0.10049
2000,1st Quintile,West,2 rooms,0.29130,454,1784,0.27021,0.31239
2000,1st Quintile,West,3 rooms,0.34664,653,1784,0.32455,0.36873
2000,1st Quintile,West,4 rooms,0.15926,328,1784,0.14227,0.17624
2000,1st Quintile,West,5 rooms,0.06026,130,1784,0.04921,0.07130
2000,1st Quintile,West,6 rooms,0.03041,66,1784,0.02244,0.03838
2000,1st Quintile,West,7 rooms,0.01603,35,1784,0.01020,0.02186
2000,1st Quintile,East,1 room,0.10366,65,713,0.08127,0.12605
2000,1st Quintile,East,2 rooms,0.40481,244,713,0.36875,0.44087
2000,1st Quintile,East,3 rooms,0.31259,261,713,0.27854,0.34664
2000,1st Quintile,East,4 rooms,0.10801,110,713,0.08521,0.13081
2000,1st Quintile,East,5 rooms,0.03283,33,713,0.01974,0.04592
2000,2nd Quintile,West,1 room,0.03478,54,1836,0.02640,0.04316
2000,2nd Quintile,West,2 rooms,0.23305,352,1836,0.21370,0.25239
2000,2nd Quintile,West,3 rooms,0.33040,636,1836,0.30888,0.35192
2000,2nd Quintile,West,4 rooms,0.19286,387,1836,0.17480,0.21091
2000,2nd Quintile,West,5 rooms,0.10385,220,1836,0.08989,0.11781
2000,2nd Quintile,West,6 rooms,0.06491,137,1836,0.05364,0.07618
2000,2nd Quintile,West,7 rooms,0.02354,50,1836,0.01660,0.03047
2000,2nd Quintile,East,1 room,0.05872,35,818,0.04260,0.07485
2000,2nd Quintile,East,2 rooms,0.24111,167,818,0.21178,0.27044
2000,2nd Quintile,East,3 rooms,0.41103,345,818,0.37730,0.44477
2000,2nd Quintile,East,4 rooms,0.16341,157,818,0.13805,0.18876
2000,2nd Quintile,East,5 rooms,0.07734,80,818,0.05903,0.09566
2000,2nd Quintile,East,6 rooms,0.02979,34,818,0.01813,0.04144
2000,3rd Quintile,West,1 room,0.03891,50,1876,0.03016,0.04766
2000,3rd Quintile,West,2 rooms,0.22361,328,1876,0.20475,0.24247
2000,3rd Quintile,West,3 rooms,0.29141,529,1876,0.27084,0.31197
2000,3rd Quintile,West,4 rooms,0.18770,408,1876,0.17003,0.20537
2000,3rd Quintile,West,5 rooms,0.12302,276,1876,0.10815,0.13788
2000,3rd Quintile,West,6 rooms,0.07689,168,1876,0.06483,0.08895
2000,3rd Quintile,West,7 rooms,0.02943,76,1876,0.02178,0.03708
2000,3rd Quintile,West,8 rooms,0.01967,41,1876,0.01338,0.02595
2000,3rd Quintile,East,2 rooms,0.18918,112,701,0.16016,0.21819
2000,3rd Quintile,East,3 rooms,0.38478,281,701,0.34874,0.42083
2000,3rd Quintile,East,4 rooms,0.20745,171,701,0.17741,0.23749
2000,3rd Quintile,East,5 rooms,0.11406,104,701,0.09051,0.13761
2000,3rd Quintile,East,6 rooms,0.03287,33,701,0.01966,0.04608
2000,4th Quintile,West,1 room,0.02495,35,2091,0.01826,0.03163
2000,4th Quintile,West,2 rooms,0.18369,298,2091,0.16709,0.20029
2000,4th Quintile,West,3 rooms,0.27690,553,2091,0.25772,0.29609
2000,4th Quintile,West,4 rooms,0.20829,481,2091,0.19088,0.22570
2000,4th Quintile,West,5 rooms,0.13740,327,2091,0.12264,0.15216
2000,4th Quintile,West,6 rooms,0.08971,230,2091,0.07746,0.10196
2000,4th Quintile,West,7 rooms,0.04550,108,2091,0.03657,0.05443
2000,4th Quintile,West,8 rooms,0.02036,59,2091,0.01431,0.02642
2000,4th Quintile,East,2 rooms,0.16204,55,439,0.12753,0.19655
2000,4th Quintile,East,3 rooms,0.37570,172,439,0.33034,0.42106
2000,4th Quintile,East,4 rooms,0.21668,110,439,0.17810,0.25526
2000,4th Quintile,East,5 rooms,0.11629,64,439,0.08627,0.14632
2000,4th Quintile,East,6 rooms,0.06611,38,439,0.04284,0.08938
2000,5th Quintile,West,2 rooms,0.11499,203,2146,0.10149,0.12849
2000,5th Quintile,West,3 rooms,0.24547,486,2146,0.22726,0.26368
2000,5th Quintile,West,4 rooms,0.22981,499,2146,0.21201,0.24762
2000,5th Quintile,West,5 rooms,0.16740,398,2146,0.15160,0.18319
2000,5th Quintile,West,6 rooms,0.11590,272,2146,0.10236,0.12945
2000,5th Quintile,West,7 rooms,0.05593,151,2146,0.04621,0.06566
2000,5th Quintile,West,8 rooms,0.02730,70,2146,0.02041,0.03420
2000,5th Quintile,West,9 rooms,0.01388,33,2146,0.00893,0.01883
2000,5th Quintile,West,10 or more rooms,0.01463,34,2146,0.00955,0.01971
2000,5th Quintile,East,3 rooms,0.32044,77,203,0.25608,0.38479
2000,5th Quintile,East,4 rooms,0.28855,78,203,0.22607,0.35103
2000,5th Quintile,East,5 rooms,0.16920,48,203,0.11750,0.22091
2001,1st Quintile,West,1 room,0.08201,102,1512,0.06818,0.09585
2001,1st Quintile,West,2 rooms,0.29870,392,1512,0.27562,0.32178
2001,1st Quintile,West,3 rooms,0.34624,545,1512,0.32225,0.37023
2001,1st Quintile,West,4 rooms,0.16154,299,1512,0.14298,0.18010
2001,1st Quintile,West,5 rooms,0.06101,110,1512,0.04894,0.07308
2001,1st Quintile,West,6 rooms,0.03128,64,1512,0.02250,0.04005
2001,1st Quintile,East,1 room,0.11213,58,664,0.08811,0.13614
2001,1st Quintile,East,2 rooms,0.36233,212,664,0.32574,0.39892
2001,1st Quintile,East,3 rooms,0.34525,252,664,0.30906,0.38144
2001,1st Quintile,East,4 rooms,0.12170,106,664,0.09681,0.14658
2001,1st Quintile,East,5 rooms,0.04114,36,664,0.02602,0.05626
2001,2nd Quintile,West,1 room,0.03784,44,1631,0.02858,0.04711
2001,2nd Quintile,West,2 rooms,0.22006,314,1631,0.19995,0.24017
2001,2nd Quintile,West,3 rooms,0.32595,550,1631,0.30320,0.34871
2001,2nd Quintile,West,4 rooms,0.19008,349,1631,0.17103,0.20913
2001,2nd Quintile,West,5 rooms,0.10590,197,1631,0.09096,0.12084
2001,2nd Quintile,West,6 rooms,0.07161,125,1631,0.05909,0.08412
2001,2nd Quintile,West,7 rooms,0.02499,52,1631,0.01742,0.03257
2001,2nd Quintile,East,2 rooms,0.26912,163,743,0.23720,0.30103
2001,2nd Quintile,East,3 rooms,0.40834,318,743,0.37298,0.44371
2001,2nd Quintile,East,4 rooms,0.15445,147,743,0.12845,0.18046
2001,2nd Quintile,East,5 rooms,0.07365,76,743,0.05486,0.09245
2001,2nd Quintile,East,6 rooms,0.03503,39,743,0.02180,0.04826
2001,3rd Quintile,West,1 room,0.02985,37,1745,0.02186,0.03783
2001,3rd Quintile,West,2 rooms,0.20692,287,1745,0.18791,0.22594
2001,3rd Quintile,West,3 rooms,0.30529,522,1745,0.28367,0.32690
2001,3rd Quintile,West,4 rooms,0.19693,365,1745,0.17827,0.21560
2001,3rd Quintile,West,5 rooms,0.12569,257,1745,0.11013,0.14125
2001,3rd Quintile,West,6 rooms,0.07599,162,1745,0.06356,0.08843
2001,3rd Quintile,West,7 rooms,0.02656,66,1745,0.01901,0.03410
2001,3rd Quintile,West,8 rooms,0.02486,49,1745,0.01755,0.03217
2001,3rd Quintile,East,2 rooms,0.20823,109,622,0.17629,0.24017
2001,3rd Quintile,East,3 rooms,0.37065,240,622,0.33266,0.40864
2001,3rd Quintile,East,4 rooms,0.22367,158,622,0.19090,0.25645
2001,3rd Quintile,East,5 rooms,0.09379,84,622,0.07086,0.11672
2001,3rd Quintile,East,6 rooms,0.03697,31,622,0.02213,0.05181
2001,4th Quintile,West,2 rooms,0.17716,266,1843,0.15972,0.19459
2001,4th Quintile,West,3 rooms,0.27690,497,1843,0.25647,0.29734
2001,4th Quintile,West,4 rooms,0.20532,428,1843,0.18687,0.22376
2001,4th Quintile,West,5 rooms,0.14434,303,1843,0.12829,0.16039
2001,4th Quintile,West,6 rooms,0.08783,190,1843,0.07491,0.10076
2001,4th Quintile,West,7 rooms,0.04789,108,1843,0.03813,0.05764
2001,4th Quintile,West,8 rooms,0.02061,51,1843,0.01412,0.02710
2001,4th Quintile,East,2 rooms,0.15862,54,427,0.12393,0.19331
2001,4th Quintile,East,3 rooms,0.38043,163,427,0.33432,0.42653
2001,4th Quintile,East,4 rooms,0.21733,103,427,0.17816,0.25649
2001,4th Quintile,East,5 rooms,0.13568,74,427,0.10316,0.16820
2001,4th Quintile,East,6 rooms,0.05914,33,427,0.03674,0.08154
2001,5th Quintile,West,2 rooms,0.11338,170,1895,0.09910,0.12766
2001,5th Quintile,West,3 rooms,0.24891,439,1895,0.22944,0.26839
2001,5th Quintile,West,4 rooms,0.23402,460,1895,0.21495,0.25309
2001,5th Quintile,West,5 rooms,0.15650,338,1895,0.14014,0.17287
2001,5th Quintile,West,6 rooms,0.11759,253,1895,0.10308,0.13210
2001,5th Quintile,West,7 rooms,0.06041,136,1895,0.04968,0.07114
2001,5th Quintile,West,8 rooms,0.02818,62,1895,0.02072,0.03563
2001,5th Quintile,West,10 or more rooms,0.01611,37,1895,0.01044,0.02178
