,Unnamed: 0,year,quintil_oecd_hh,rentown,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
310,310,1991,2nd Quintile,Owner,4 rooms,0.28654,73,6182,0.25764,0.31443
311,311,1991,2nd Quintile,Owner,5 rooms,0.18711,46,6182,0.15924,0.2149
312,312,1991,2nd Quintile,Owner,6 rooms,0.15077,34,6182,0.13083,0.16907
313,313,1991,2nd Quintile,Tenant,1 room,0.12379,69,6182,0.10952,0.13879
314,314,1991,2nd Quintile,Tenant,2 rooms,0.35503,244,6182,0.32411,0.37831
315,315,1991,2nd Quintile,Tenant,3 rooms,0.36905,357,6182,0.33126,0.40076
316,316,1991,2nd Quintile,Tenant,4 rooms,0.11566,123,6182,0.10031,0.13366
317,317,1991,2nd Quintile,Tenant,5 rooms,0.03648,36,6182,0.0274,0.04633
318,318,1991,3rd Quintile,Owner,3 rooms,0.25062,72,6182,0.22608,0.28028
319,319,1991,3rd Quintile,Owner,4 rooms,0.31577,109,6182,0.28937,0.34212
320,320,1991,3rd Quintile,Owner,5 rooms,0.25033,85,6182,0.22981,0.27158
321,321,1991,3rd Quintile,Owner,6 rooms,0.18328,64,6182,0.16576,0.20002
322,322,1991,3rd Quintile,Tenant,1 room,0.05115,39,6182,0.03727,0.06446
323,323,1991,3rd Quintile,Tenant,2 rooms,0.33648,199,6182,0.30378,0.36285
324,324,1991,3rd Quintile,Tenant,3 rooms,0.40739,335,6182,0.3744,0.43419
325,325,1991,3rd Quintile,Tenant,4 rooms,0.1457,145,6182,0.1292,0.16627
326,326,1991,3rd Quintile,Tenant,5 rooms,0.05928,49,6182,0.05051,0.06873
327,327,1991,4th Quintile,Owner,3 rooms,0.20711,89,6182,0.18475,0.23606
328,328,1991,4th Quintile,Owner,4 rooms,0.31141,140,6182,0.28886,0.33518
329,329,1991,4th Quintile,Owner,5 rooms,0.24086,112,6182,0.22291,0.25485
330,330,1991,4th Quintile,Owner,6 rooms,0.17367,79,6182,0.15445,0.19608
331,331,1991,4th Quintile,Owner,7 rooms,0.06695,33,6182,0.05903,0.07634
332,332,1991,4th Quintile,Tenant,1 room,0.09372,48,6182,0.07782,0.11305
333,333,1991,4th Quintile,Tenant,2 rooms,0.3124,183,6182,0.27687,0.34291
334,334,1991,4th Quintile,Tenant,3 rooms,0.41544,288,6182,0.38872,0.45002
335,335,1991,4th Quintile,Tenant,4 rooms,0.17845,120,6182,0.1558,0.19895
336,336,1991,5th Quintile,Owner,3 rooms,0.24408,106,6182,0.21879,0.27341
337,337,1991,5th Quintile,Owner,4 rooms,0.29776,132,6182,0.28001,0.31604
338,338,1991,5th Quintile,Owner,5 rooms,0.28221,136,6182,0.26038,0.29814
339,339,1991,5th Quintile,Owner,6 rooms,0.17595,82,6182,0.1638,0.18738
340,340,1991,5th Quintile,Tenant,2 rooms,0.33942,133,6182,0.30605,0.37619
341,341,1991,5th Quintile,Tenant,3 rooms,0.4437,218,6182,0.40261,0.4801
342,342,1991,5th Quintile,Tenant,4 rooms,0.16147,84,6182,0.14271,0.18089
343,343,1991,5th Quintile,Tenant,5 rooms,0.05542,33,6182,0.0456,0.06486
344,344,1992,1st Quintile,Owner,2 rooms,0.14907,39,6183,0.12066,0.18591
345,345,1992,1st Quintile,Owner,3 rooms,0.30479,91,6183,0.27106,0.34214
346,346,1992,1st Quintile,Owner,4 rooms,0.28593,99,6183,0.24795,0.3264
347,347,1992,1st Quintile,Owner,5 rooms,0.156,56,6183,0.12449,0.18132
348,348,1992,1st Quintile,Owner,6 rooms,0.10421,31,6183,0.07695,0.13074
349,349,1992,1st Quintile,Tenant,1 room,0.1431,97,6183,0.12763,0.15914
350,350,1992,1st Quintile,Tenant,2 rooms,0.40571,362,6183,0.38312,0.43449
351,351,1992,1st Quintile,Tenant,3 rooms,0.34886,415,6183,0.31905,0.37108
352,352,1992,1st Quintile,Tenant,4 rooms,0.10233,152,6183,0.0906,0.11475
353,353,1992,2nd Quintile,Owner,3 rooms,0.3252,107,6183,0.27163,0.36713
354,354,1992,2nd Quintile,Owner,4 rooms,0.29621,114,6183,0.26984,0.33177
355,355,1992,2nd Quintile,Owner,5 rooms,0.22776,102,6183,0.19183,0.26299
356,356,1992,2nd Quintile,Owner,6 rooms,0.15083,62,6183,0.13098,0.17032
357,357,1992,2nd Quintile,Tenant,1 room,0.06383,49,6183,0.04802,0.07677
358,358,1992,2nd Quintile,Tenant,2 rooms,0.30482,233,6183,0.27741,0.33015
359,359,1992,2nd Quintile,Tenant,3 rooms,0.44576,496,6183,0.40868,0.48764
360,360,1992,2nd Quintile,Tenant,4 rooms,0.14412,194,6183,0.12791,0.164
361,361,1992,2nd Quintile,Tenant,5 rooms,0.04147,50,6183,0.03274,0.04983
362,362,1992,3rd Quintile,Owner,3 rooms,0.22774,80,6183,0.19224,0.26595
363,363,1992,3rd Quintile,Owner,4 rooms,0.31205,111,6183,0.27597,0.35169
364,364,1992,3rd Quintile,Owner,5 rooms,0.28939,107,6183,0.258,0.32607
365,365,1992,3rd Quintile,Owner,6 rooms,0.17082,67,6183,0.1461,0.19141
366,366,1992,3rd Quintile,Tenant,1 room,0.07185,53,6183,0.05693,0.08547
367,367,1992,3rd Quintile,Tenant,2 rooms,0.31121,207,6183,0.27819,0.34401
368,368,1992,3rd Quintile,Tenant,3 rooms,0.434,429,6183,0.40055,0.47315
369,369,1992,3rd Quintile,Tenant,4 rooms,0.13749,155,6183,0.11576,0.15518
370,370,1992,3rd Quintile,Tenant,5 rooms,0.04544,44,6183,0.03608,0.05539
371,371,1992,4th Quintile,Owner,3 rooms,0.22541,100,6183,0.20403,0.24967
372,372,1992,4th Quintile,Owner,4 rooms,0.31249,143,6183,0.28603,0.34098
373,373,1992,4th Quintile,Owner,5 rooms,0.24478,108,6183,0.2271,0.26033
374,374,1992,4th Quintile,Owner,6 rooms,0.14531,69,6183,0.1317,0.16222
375,375,1992,4th Quintile,Owner,7 rooms,0.07201,33,6183,0.06026,0.08629
376,376,1992,4th Quintile,Tenant,1 room,0.08007,46,6183,0.06428,0.09891
377,377,1992,4th Quintile,Tenant,2 rooms,0.32991,205,6183,0.29408,0.36346
378,378,1992,4th Quintile,Tenant,3 rooms,0.3876,316,6183,0.35452,0.41821
379,379,1992,4th Quintile,Tenant,4 rooms,0.15692,135,6183,0.14292,0.17461
380,380,1992,4th Quintile,Tenant,5 rooms,0.0455,39,6183,0.03566,0.05758
381,381,1992,5th Quintile,Owner,2 rooms,0.06741,31,6183,0.0554,0.08038
382,382,1992,5th Quintile,Owner,3 rooms,0.19552,106,6183,0.17688,0.21707
383,383,1992,5th Quintile,Owner,4 rooms,0.28913,158,6183,0.27403,0.31212
384,384,1992,5th Quintile,Owner,5 rooms,0.21244,134,6183,0.19773,0.22824
385,385,1992,5th Quintile,Owner,6 rooms,0.17497,99,6183,0.159,0.19215
386,386,1992,5th Quintile,Owner,7 rooms,0.06052,35,6183,0.05143,0.07131
387,387,1992,5th Quintile,Tenant,2 rooms,0.33853,127,6183,0.29333,0.38012
388,388,1992,5th Quintile,Tenant,3 rooms,0.48862,210,6183,0.44679,0.53275
389,389,1992,5th Quintile,Tenant,4 rooms,0.17284,87,6183,0.15011,0.19309
390,390,1993,1st Quintile,Owner,2 rooms,0.13656,33,6182,0.10666,0.16663
391,391,1993,1st Quintile,Owner,3 rooms,0.3673,79,6182,0.31919,0.41934
392,392,1993,1st Quintile,Owner,4 rooms,0.3104,79,6182,0.27133,0.36098
393,393,1993,1st Quintile,Owner,5 rooms,0.18574,55,6182,0.15238,0.23098
394,394,1993,1st Quintile,Tenant,1 room,0.13691,100,6182,0.11799,0.15672
395,395,1993,1st Quintile,Tenant,2 rooms,0.36934,323,6182,0.34055,0.3973
396,396,1993,1st Quintile,Tenant,3 rooms,0.37302,403,6182,0.34159,0.40259
397,397,1993,1st Quintile,Tenant,4 rooms,0.10425,135,6182,0.08929,0.12101
398,398,1993,1st Quintile,Tenant,5 rooms,0.01648,31,6182,0.01153,0.02212
399,399,1993,2nd Quintile,Owner,2 rooms,0.09073,31,6182,0.0708,0.10958
400,400,1993,2nd Quintile,Owner,3 rooms,0.26612,96,6182,0.23151,0.30282
401,401,1993,2nd Quintile,Owner,4 rooms,0.29716,124,6182,0.26799,0.33164
402,402,1993,2nd Quintile,Owner,5 rooms,0.22026,97,6182,0.19368,0.25074
403,403,1993,2nd Quintile,Owner,6 rooms,0.12573,55,6182,0.11075,0.14391
404,404,1993,2nd Quintile,Tenant,1 room,0.08445,58,6182,0.06924,0.1006
405,405,1993,2nd Quintile,Tenant,2 rooms,0.32493,273,6182,0.29868,0.35593
406,406,1993,2nd Quintile,Tenant,3 rooms,0.41908,475,6182,0.37881,0.44946
407,407,1993,2nd Quintile,Tenant,4 rooms,0.13551,188,6182,0.12077,0.15389
408,408,1993,2nd Quintile,Tenant,5 rooms,0.03604,39,6182,0.02717,0.04435
409,409,1993,3rd Quintile,Owner,3 rooms,0.24579,107,6182,0.211,0.27696
410,410,1993,3rd Quintile,Owner,4 rooms,0.27875,115,6182,0.2456,0.3149
411,411,1993,3rd Quintile,Owner,5 rooms,0.24145,117,6182,0.21455,0.26247
412,412,1993,3rd Quintile,Owner,6 rooms,0.15003,67,6182,0.13138,0.16702
413,413,1993,3rd Quintile,Owner,7 rooms,0.08397,37,6182,0.06676,0.10467
414,414,1993,3rd Quintile,Tenant,1 room,0.06493,43,6182,0.04593,0.0841
415,415,1993,3rd Quintile,Tenant,2 rooms,0.28939,212,6182,0.25338,0.3179
416,416,1993,3rd Quintile,Tenant,3 rooms,0.43436,420,6182,0.39975,0.46893
417,417,1993,3rd Quintile,Tenant,4 rooms,0.16179,167,6182,0.14009,0.18297
418,418,1993,3rd Quintile,Tenant,5 rooms,0.04952,45,6182,0.04081,0.05833
419,419,1993,4th Quintile,Owner,2 rooms,0.07449,36,6182,0.06165,0.09095
420,420,1993,4th Quintile,Owner,3 rooms,0.19296,92,6182,0.16573,0.21742
421,421,1993,4th Quintile,Owner,4 rooms,0.27231,139,6182,0.24875,0.29423
422,422,1993,4th Quintile,Owner,5 rooms,0.24156,119,6182,0.21885,0.26509
423,423,1993,4th Quintile,Owner,6 rooms,0.14365,76,6182,0.12805,0.16105
424,424,1993,4th Quintile,Owner,7 rooms,0.07503,37,6182,0.06181,0.08823
425,425,1993,4th Quintile,Tenant,1 room,0.06741,37,6182,0.05345,0.07929
426,426,1993,4th Quintile,Tenant,2 rooms,0.31026,183,6182,0.28249,0.33975
427,427,1993,4th Quintile,Tenant,3 rooms,0.438,340,6182,0.40866,0.46661
428,428,1993,4th Quintile,Tenant,4 rooms,0.18433,159,6182,0.16512,0.21372
429,429,1993,5th Quintile,Owner,3 rooms,0.20313,108,6182,0.18026,0.226
430,430,1993,5th Quintile,Owner,4 rooms,0.3001,151,6182,0.27409,0.3281
431,431,1993,5th Quintile,Owner,5 rooms,0.25646,142,6182,0.23938,0.28038
432,432,1993,5th Quintile,Owner,6 rooms,0.16677,84,6182,0.15126,0.18168
433,433,1993,5th Quintile,Owner,7 rooms,0.07354,40,6182,0.06269,0.08401
434,434,1993,5th Quintile,Tenant,2 rooms,0.33283,124,6182,0.28776,0.36947
435,435,1993,5th Quintile,Tenant,3 rooms,0.51561,237,6182,0.47258,0.55923
436,436,1993,5th Quintile,Tenant,4 rooms,0.15156,74,6182,0.13256,0.17068
437,437,1994,1st Quintile,Owner,3 rooms,0.415,73,6020,0.35374,0.47402
438,438,1994,1st Quintile,Owner,4 rooms,0.33351,73,6020,0.28321,0.3967
439,439,1994,1st Quintile,Owner,5 rooms,0.25149,61,6020,0.20508,0.31042
440,440,1994,1st Quintile,Tenant,1 room,0.13392,93,6020,0.11736,0.15192
441,441,1994,1st Quintile,Tenant,2 rooms,0.39644,343,6020,0.3711,0.42871
442,442,1994,1st Quintile,Tenant,3 rooms,0.37077,436,6020,0.33851,0.40048
443,443,1994,1st Quintile,Tenant,4 rooms,0.09887,147,6020,0.08504,0.10987
444,444,1994,2nd Quintile,Owner,3 rooms,0.27881,92,6020,0.23331,0.31627
445,445,1994,2nd Quintile,Owner,4 rooms,0.33725,121,6020,0.2959,0.37292
446,446,1994,2nd Quintile,Owner,5 rooms,0.22057,83,6020,0.18745,0.25617
447,447,1994,2nd Quintile,Owner,6 rooms,0.16337,64,6020,0.13915,0.18449
448,448,1994,2nd Quintile,Tenant,1 room,0.08235,61,6020,0.06784,0.09736
449,449,1994,2nd Quintile,Tenant,2 rooms,0.32544,263,6020,0.29136,0.36186
450,450,1994,2nd Quintile,Tenant,3 rooms,0.41502,431,6020,0.37922,0.44478
451,451,1994,2nd Quintile,Tenant,4 rooms,0.14236,173,6020,0.12491,0.16074
452,452,1994,2nd Quintile,Tenant,5 rooms,0.03483,40,6020,0.02453,0.04624
453,453,1994,3rd Quintile,Owner,3 rooms,0.25523,107,6020,0.22782,0.28785
454,454,1994,3rd Quintile,Owner,4 rooms,0.27058,118,6020,0.23956,0.30236
455,455,1994,3rd Quintile,Owner,5 rooms,0.31725,137,6020,0.28144,0.35181
456,456,1994,3rd Quintile,Owner,6 rooms,0.15694,74,6020,0.13936,0.17835
457,457,1994,3rd Quintile,Tenant,1 room,0.08018,51,6020,0.06417,0.09682
458,458,1994,3rd Quintile,Tenant,2 rooms,0.30827,201,6020,0.28061,0.34029
459,459,1994,3rd Quintile,Tenant,3 rooms,0.42257,378,6020,0.38384,0.45469
460,460,1994,3rd Quintile,Tenant,4 rooms,0.15532,161,6020,0.1356,0.17607
461,461,1994,3rd Quintile,Tenant,5 rooms,0.03366,36,6020,0.02562,0.04304
462,462,1994,4th Quintile,Owner,2 rooms,0.07583,33,6020,0.06164,0.09277
463,463,1994,4th Quintile,Owner,3 rooms,0.18972,94,6020,0.16382,0.21325
464,464,1994,4th Quintile,Owner,4 rooms,0.27634,131,6020,0.24457,0.30143
465,465,1994,4th Quintile,Owner,5 rooms,0.20565,105,6020,0.18819,0.22721
466,466,1994,4th Quintile,Owner,6 rooms,0.15517,74,6020,0.13538,0.1713
467,467,1994,4th Quintile,Owner,7 rooms,0.09729,46,6020,0.07922,0.11757
468,468,1994,4th Quintile,Tenant,1 room,0.06056,33,6020,0.04617,0.07781
469,469,1994,4th Quintile,Tenant,2 rooms,0.32943,197,6020,0.29561,0.35527
470,470,1994,4th Quintile,Tenant,3 rooms,0.4018,323,6020,0.36891,0.43654
471,471,1994,4th Quintile,Tenant,4 rooms,0.16548,140,6020,0.14209,0.18959
472,472,1994,4th Quintile,Tenant,5 rooms,0.04272,35,6020,0.03313,0.05128
473,473,1994,5th Quintile,Owner,3 rooms,0.20597,107,6020,0.18428,0.23185
474,474,1994,5th Quintile,Owner,4 rooms,0.29933,166,6020,0.27581,0.32926
475,475,1994,5th Quintile,Owner,5 rooms,0.24729,145,6020,0.22806,0.26769
476,476,1994,5th Quintile,Owner,6 rooms,0.1646,85,6020,0.14284,0.18443
477,477,1994,5th Quintile,Owner,7 rooms,0.08281,43,6020,0.0699,0.09852
478,478,1994,5th Quintile,Tenant,2 rooms,0.30644,118,6020,0.26282,0.3516
479,479,1994,5th Quintile,Tenant,3 rooms,0.49373,231,6020,0.44601,0.55229
480,480,1994,5th Quintile,Tenant,4 rooms,0.19984,97,6020,0.17493,0.22963
481,481,1995,1st Quintile,Owner,3 rooms,0.34658,64,6250,0.29713,0.40907
482,482,1995,1st Quintile,Owner,4 rooms,0.39965,65,6250,0.32516,0.4779
483,483,1995,1st Quintile,Owner,5 rooms,0.25377,48,6250,0.20143,0.31647
484,484,1995,1st Quintile,Tenant,1 room,0.14167,113,6250,0.12315,0.15776
485,485,1995,1st Quintile,Tenant,2 rooms,0.38685,362,6250,0.35407,0.41652
486,486,1995,1st Quintile,Tenant,3 rooms,0.34481,452,6250,0.31837,0.37627
487,487,1995,1st Quintile,Tenant,4 rooms,0.10358,162,6250,0.0922,0.1188
488,488,1995,1st Quintile,Tenant,5 rooms,0.02309,38,6250,0.01798,0.02832
489,489,1995,2nd Quintile,Owner,3 rooms,0.27858,94,6250,0.24069,0.3168
490,490,1995,2nd Quintile,Owner,4 rooms,0.31044,108,6250,0.26774,0.34887
491,491,1995,2nd Quintile,Owner,5 rooms,0.25875,89,6250,0.23014,0.29504
492,492,1995,2nd Quintile,Owner,6 rooms,0.15222,52,6250,0.13023,0.18103
493,493,1995,2nd Quintile,Tenant,1 room,0.08601,62,6250,0.06893,0.09982
494,494,1995,2nd Quintile,Tenant,2 rooms,0.33298,274,6250,0.3073,0.3643
495,495,1995,2nd Quintile,Tenant,3 rooms,0.40437,456,6250,0.37568,0.43772
496,496,1995,2nd Quintile,Tenant,4 rooms,0.15336,201,6250,0.13838,0.16904
497,497,1995,2nd Quintile,Tenant,5 rooms,0.02328,35,6250,0.01651,0.03063
498,498,1995,3rd Quintile,Owner,3 rooms,0.22538,101,6250,0.19372,0.25853
499,499,1995,3rd Quintile,Owner,4 rooms,0.30842,141,6250,0.27689,0.34238
500,500,1995,3rd Quintile,Owner,5 rooms,0.23768,120,6250,0.20572,0.2636
501,501,1995,3rd Quintile,Owner,6 rooms,0.15232,70,6250,0.13074,0.1719
502,502,1995,3rd Quintile,Owner,7 rooms,0.07621,38,6250,0.06035,0.09376
503,503,1995,3rd Quintile,Tenant,1 room,0.08614,50,6250,0.06965,0.10296
504,504,1995,3rd Quintile,Tenant,2 rooms,0.32451,235,6250,0.29065,0.35911
505,505,1995,3rd Quintile,Tenant,3 rooms,0.42386,396,6250,0.38704,0.45716
506,506,1995,3rd Quintile,Tenant,4 rooms,0.12661,139,6250,0.10887,0.14658
507,507,1995,3rd Quintile,Tenant,5 rooms,0.03889,36,6250,0.03191,0.04714
508,508,1995,4th Quintile,Owner,2 rooms,0.07881,37,6250,0.0611,0.09762
509,509,1995,4th Quintile,Owner,3 rooms,0.22231,101,6250,0.18954,0.25002
510,510,1995,4th Quintile,Owner,4 rooms,0.23537,121,6250,0.21021,0.25947
511,511,1995,4th Quintile,Owner,5 rooms,0.24261,134,6250,0.21805,0.26987
512,512,1995,4th Quintile,Owner,6 rooms,0.15678,87,6250,0.13678,0.17656
513,513,1995,4th Quintile,Owner,7 rooms,0.06412,36,6250,0.05515,0.07561
514,514,1995,4th Quintile,Tenant,1 room,0.07022,37,6250,0.05176,0.08947
515,515,1995,4th Quintile,Tenant,2 rooms,0.31134,182,6250,0.27608,0.34523
516,516,1995,4th Quintile,Tenant,3 rooms,0.42662,323,6250,0.39241,0.45607
517,517,1995,4th Quintile,Tenant,4 rooms,0.15202,148,6250,0.13526,0.1734
518,518,1995,4th Quintile,Tenant,5 rooms,0.03979,37,6250,0.03027,0.04889
519,519,1995,5th Quintile,Owner,3 rooms,0.20969,116,6250,0.18181,0.23296
520,520,1995,5th Quintile,Owner,4 rooms,0.31238,174,6250,0.28176,0.34498
521,521,1995,5th Quintile,Owner,5 rooms,0.23324,137,6250,0.21076,0.25777
522,522,1995,5th Quintile,Owner,6 rooms,0.16338,95,6250,0.14038,0.1821
523,523,1995,5th Quintile,Owner,7 rooms,0.08132,44,6250,0.06815,0.09497
524,524,1995,5th Quintile,Tenant,2 rooms,0.32775,122,6250,0.28929,0.36222
525,525,1995,5th Quintile,Tenant,3 rooms,0.46994,222,6250,0.42182,0.51758
526,526,1995,5th Quintile,Tenant,4 rooms,0.20231,96,6250,0.17835,0.23746
527,527,1996,1st Quintile,Owner,3 rooms,0.37644,55,6190,0.31848,0.44834
528,528,1996,1st Quintile,Owner,4 rooms,0.35683,54,6190,0.29596,0.4391
529,529,1996,1st Quintile,Owner,5 rooms,0.26673,50,6190,0.21431,0.32299
530,530,1996,1st Quintile,Tenant,1 room,0.12857,104,6190,0.1138,0.14952
531,531,1996,1st Quintile,Tenant,2 rooms,0.38126,358,6190,0.35448,0.4148
532,532,1996,1st Quintile,Tenant,3 rooms,0.33432,446,6190,0.30734,0.36483
533,533,1996,1st Quintile,Tenant,4 rooms,0.12008,175,6190,0.10274,0.13697
534,534,1996,1st Quintile,Tenant,5 rooms,0.03577,53,6190,0.02822,0.04449
535,535,1996,2nd Quintile,Owner,3 rooms,0.27741,97,6190,0.23819,0.31967
536,536,1996,2nd Quintile,Owner,4 rooms,0.32372,121,6190,0.27587,0.37294
537,537,1996,2nd Quintile,Owner,5 rooms,0.25244,99,6190,0.21804,0.2881
538,538,1996,2nd Quintile,Owner,6 rooms,0.14642,56,6190,0.11672,0.17759
539,539,1996,2nd Quintile,Tenant,1 room,0.09221,57,6190,0.07878,0.10752
540,540,1996,2nd Quintile,Tenant,2 rooms,0.33403,249,6190,0.30445,0.36661
541,541,1996,2nd Quintile,Tenant,3 rooms,0.42991,457,6190,0.38853,0.47276
542,542,1996,2nd Quintile,Tenant,4 rooms,0.14385,182,6190,0.12682,0.16012
543,543,1996,3rd Quintile,Owner,2 rooms,0.06875,36,6190,0.05438,0.08577
544,544,1996,3rd Quintile,Owner,3 rooms,0.21725,103,6190,0.18857,0.24758
545,545,1996,3rd Quintile,Owner,4 rooms,0.23654,128,6190,0.21043,0.26248
546,546,1996,3rd Quintile,Owner,5 rooms,0.25789,130,6190,0.22926,0.28884
547,547,1996,3rd Quintile,Owner,6 rooms,0.13068,66,6190,0.11256,0.15003
548,548,1996,3rd Quintile,Owner,7 rooms,0.08889,42,6190,0.07043,0.1082
549,549,1996,3rd Quintile,Tenant,1 room,0.06267,42,6190,0.04848,0.0768
550,550,1996,3rd Quintile,Tenant,2 rooms,0.33309,228,6190,0.30044,0.36426
551,551,1996,3rd Quintile,Tenant,3 rooms,0.40288,367,6190,0.36451,0.43966
552,552,1996,3rd Quintile,Tenant,4 rooms,0.16643,174,6190,0.14783,0.18558
553,553,1996,3rd Quintile,Tenant,5 rooms,0.03493,36,6190,0.02708,0.04625
554,554,1996,4th Quintile,Owner,2 rooms,0.08155,38,6190,0.06493,0.10183
555,555,1996,4th Quintile,Owner,3 rooms,0.19691,103,6190,0.17112,0.22184
556,556,1996,4th Quintile,Owner,4 rooms,0.2684,149,6190,0.23658,0.29812
557,557,1996,4th Quintile,Owner,5 rooms,0.22053,130,6190,0.19829,0.24857
558,558,1996,4th Quintile,Owner,6 rooms,0.15948,92,6190,0.13987,0.18028
559,559,1996,4th Quintile,Owner,7 rooms,0.07312,44,6190,0.0624,0.08814
560,560,1996,4th Quintile,Tenant,1 room,0.08722,44,6190,0.06518,0.10711
561,561,1996,4th Quintile,Tenant,2 rooms,0.3542,211,6190,0.31259,0.38822
562,562,1996,4th Quintile,Tenant,3 rooms,0.3629,287,6190,0.33016,0.39721
563,563,1996,4th Quintile,Tenant,4 rooms,0.156,123,6190,0.13595,0.17501
564,564,1996,4th Quintile,Tenant,5 rooms,0.03968,32,6190,0.02973,0.04991
565,565,1996,5th Quintile,Owner,3 rooms,0.21294,107,6190,0.18942,0.24215
566,566,1996,5th Quintile,Owner,4 rooms,0.30135,158,6190,0.27457,0.32939
567,567,1996,5th Quintile,Owner,5 rooms,0.2449,137,6190,0.22131,0.26861
568,568,1996,5th Quintile,Owner,6 rooms,0.16833,103,6190,0.15061,0.1904
569,569,1996,5th Quintile,Owner,7 rooms,0.07248,40,6190,0.05819,0.0879
570,570,1996,5th Quintile,Tenant,2 rooms,0.30256,103,6190,0.26383,0.34881
571,571,1996,5th Quintile,Tenant,3 rooms,0.48429,218,6190,0.4334,0.53132
572,572,1996,5th Quintile,Tenant,4 rooms,0.21316,106,6190,0.1818,0.24593
573,573,1997,1st Quintile,Owner,3 rooms,0.38719,61,6133,0.31623,0.45574
574,574,1997,1st Quintile,Owner,4 rooms,0.35464,58,6133,0.29223,0.40993
575,575,1997,1st Quintile,Owner,5 rooms,0.25817,42,6133,0.20359,0.31469
576,576,1997,1st Quintile,Tenant,1 room,0.12001,94,6133,0.10178,0.14206
577,577,1997,1st Quintile,Tenant,2 rooms,0.38388,347,6133,0.3545,0.41212
578,578,1997,1st Quintile,Tenant,3 rooms,0.34855,410,6133,0.3167,0.37977
579,579,1997,1st Quintile,Tenant,4 rooms,0.12204,172,6133,0.10573,0.13874
580,580,1997,1st Quintile,Tenant,5 rooms,0.02552,37,6133,0.01961,0.03243
581,581,1997,2nd Quintile,Owner,3 rooms,0.26518,95,6133,0.23112,0.30323
582,582,1997,2nd Quintile,Owner,4 rooms,0.30588,121,6133,0.258,0.35088
583,583,1997,2nd Quintile,Owner,5 rooms,0.27542,111,6133,0.23964,0.31485
584,584,1997,2nd Quintile,Owner,6 rooms,0.15352,54,6133,0.12275,0.18481
585,585,1997,2nd Quintile,Tenant,1 room,0.08566,58,6133,0.07108,0.09995
586,586,1997,2nd Quintile,Tenant,2 rooms,0.32332,253,6133,0.29142,0.34913
587,587,1997,2nd Quintile,Tenant,3 rooms,0.43172,467,6133,0.39436,0.46926
588,588,1997,2nd Quintile,Tenant,4 rooms,0.1355,172,6133,0.11764,0.15631
589,589,1997,2nd Quintile,Tenant,5 rooms,0.02379,32,6133,0.01858,0.0291
590,590,1997,3rd Quintile,Owner,3 rooms,0.25668,110,6133,0.21901,0.29244
591,591,1997,3rd Quintile,Owner,4 rooms,0.29328,146,6133,0.25882,0.33001
592,592,1997,3rd Quintile,Owner,5 rooms,0.23678,119,6133,0.20433,0.27116
593,593,1997,3rd Quintile,Owner,6 rooms,0.12791,62,6133,0.10785,0.14704
594,594,1997,3rd Quintile,Owner,7 rooms,0.08534,39,6133,0.06692,0.10484
595,595,1997,3rd Quintile,Tenant,1 room,0.06277,38,6133,0.05078,0.07853
596,596,1997,3rd Quintile,Tenant,2 rooms,0.33333,216,6133,0.29578,0.36438
597,597,1997,3rd Quintile,Tenant,3 rooms,0.43182,374,6133,0.39692,0.4701
598,598,1997,3rd Quintile,Tenant,4 rooms,0.12433,143,6133,0.1117,0.13984
599,599,1997,3rd Quintile,Tenant,5 rooms,0.04774,40,6133,0.03831,0.05772
600,600,1997,4th Quintile,Owner,2 rooms,0.06887,31,6133,0.05423,0.08379
601,601,1997,4th Quintile,Owner,3 rooms,0.21012,110,6133,0.17755,0.24146
602,602,1997,4th Quintile,Owner,4 rooms,0.23082,138,6133,0.20379,0.25592
603,603,1997,4th Quintile,Owner,5 rooms,0.22275,131,6133,0.20052,0.24666
604,604,1997,4th Quintile,Owner,6 rooms,0.18294,102,6133,0.16097,0.21031
605,605,1997,4th Quintile,Owner,7 rooms,0.08449,45,6133,0.06751,0.10232
606,606,1997,4th Quintile,Tenant,1 room,0.08255,33,6133,0.06137,0.09976
607,607,1997,4th Quintile,Tenant,2 rooms,0.34995,199,6133,0.30426,0.38644
608,608,1997,4th Quintile,Tenant,3 rooms,0.39825,309,6133,0.35783,0.42646
609,609,1997,4th Quintile,Tenant,4 rooms,0.1357,120,6133,0.11618,0.15279
610,610,1997,4th Quintile,Tenant,5 rooms,0.03356,34,6133,0.0265,0.04303
611,611,1997,5th Quintile,Owner,3 rooms,0.19314,104,6133,0.17045,0.21554
612,612,1997,5th Quintile,Owner,4 rooms,0.30678,177,6133,0.27506,0.33718
613,613,1997,5th Quintile,Owner,5 rooms,0.24961,153,6133,0.22552,0.27212
614,614,1997,5th Quintile,Owner,6 rooms,0.16725,103,6133,0.14537,0.18766
615,615,1997,5th Quintile,Owner,7 rooms,0.08322,46,6133,0.06982,0.09995
616,616,1997,5th Quintile,Tenant,2 rooms,0.26565,99,6133,0.22428,0.31325
617,617,1997,5th Quintile,Tenant,3 rooms,0.44998,197,6133,0.40261,0.49917
618,618,1997,5th Quintile,Tenant,4 rooms,0.20572,98,6133,0.17091,0.23982
619,619,1997,5th Quintile,Tenant,5 rooms,0.07864,33,6133,0.06013,0.09592
620,620,1998,1st Quintile,Owner,3 rooms,0.40353,52,6933,0.32944,0.46231
