year,bula_h,rentown,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,North Rhine-Westphalia,Tenant,5 rooms,0.06533,72,1024,0.05019,0.08048
2009,North Rhine-Westphalia,Tenant,6 rooms,0.02903,34,1024,0.01874,0.03932
2009,Hesse,Owner,3 rooms,0.16417,49,280,0.12070,0.20764
2009,Hesse,Owner,4 rooms,0.23440,80,280,0.18469,0.28410
2009,Hesse,Owner,5 rooms,0.27440,94,280,0.22204,0.32676
2009,Hesse,Owner,6 rooms,0.14196,57,280,0.10101,0.18292
2009,Hesse,Tenant,2 rooms,0.31451,93,289,0.26088,0.36813
2009,Hesse,Tenant,3 rooms,0.33610,125,289,0.28154,0.39065
2009,Hesse,Tenant,4 rooms,0.17431,71,289,0.13049,0.21812
2009,"Rhineland-Palatinate, Saarland",Owner,3 rooms,0.12232,36,269,0.08309,0.16155
2009,"Rhineland-Palatinate, Saarland",Owner,4 rooms,0.22692,73,269,0.17677,0.27706
2009,"Rhineland-Palatinate, Saarland",Owner,5 rooms,0.27167,93,269,0.21841,0.32492
2009,"Rhineland-Palatinate, Saarland",Owner,6 rooms,0.17293,67,269,0.12765,0.21821
2009,"Rhineland-Palatinate, Saarland",Tenant,2 rooms,0.28117,63,193,0.21758,0.34476
2009,"Rhineland-Palatinate, Saarland",Tenant,3 rooms,0.35826,92,193,0.29044,0.42608
2009,"Rhineland-Palatinate, Saarland",Tenant,4 rooms,0.13522,38,193,0.08685,0.18359
2009,Baden-Wuerttemberg,Owner,3 rooms,0.18090,98,572,0.14933,0.21247
2009,Baden-Wuerttemberg,Owner,4 rooms,0.23232,144,572,0.19768,0.26696
2009,Baden-Wuerttemberg,Owner,5 rooms,0.22406,151,572,0.18986,0.25826
2009,Baden-Wuerttemberg,Owner,6 rooms,0.15247,110,572,0.12299,0.18196
2009,Baden-Wuerttemberg,Owner,7 rooms,0.08906,69,572,0.06570,0.11243
2009,Baden-Wuerttemberg,Tenant,2 rooms,0.25677,124,457,0.21667,0.29686
2009,Baden-Wuerttemberg,Tenant,3 rooms,0.39285,190,457,0.34803,0.43768
2009,Baden-Wuerttemberg,Tenant,4 rooms,0.17884,101,457,0.14366,0.21401
2009,Baden-Wuerttemberg,Tenant,5 rooms,0.08316,42,457,0.05782,0.10851
2009,Bavaria,Owner,2 rooms,0.05993,32,742,0.04284,0.07702
2009,Bavaria,Owner,3 rooms,0.18357,120,742,0.15570,0.21145
2009,Bavaria,Owner,4 rooms,0.22794,166,742,0.19774,0.25815
2009,Bavaria,Owner,5 rooms,0.22911,201,742,0.19885,0.25937
2009,Bavaria,Owner,6 rooms,0.12944,132,742,0.10527,0.15361
2009,Bavaria,Owner,7 rooms,0.09928,91,742,0.07775,0.12081
2009,Bavaria,Tenant,1 room,0.06579,33,603,0.04598,0.08559
2009,Bavaria,Tenant,2 rooms,0.33906,170,603,0.30124,0.37687
2009,Bavaria,Tenant,3 rooms,0.32328,221,603,0.28592,0.36065
2009,Bavaria,Tenant,4 rooms,0.17970,130,603,0.14903,0.21037
2009,Bavaria,Tenant,5 rooms,0.05441,49,603,0.03629,0.07253
2009,Berlin,Tenant,2 rooms,0.38909,113,305,0.33429,0.44390
2009,Berlin,Tenant,3 rooms,0.37396,143,305,0.31956,0.42835
2009,Berlin,Tenant,4 rooms,0.11384,49,305,0.07813,0.14954
2009,Brandenburg,Owner,3 rooms,0.20906,40,143,0.14217,0.27594
2009,Brandenburg,Owner,4 rooms,0.35480,56,143,0.27610,0.43350
2009,Brandenburg,Owner,5 rooms,0.21994,47,143,0.15181,0.28806
2009,Brandenburg,Tenant,2 rooms,0.37124,77,237,0.30960,0.43288
2009,Brandenburg,Tenant,3 rooms,0.42894,123,237,0.36579,0.49208
2009,Brandenburg,Tenant,4 rooms,0.13680,37,237,0.09296,0.18064
2009,Mecklenburg-Western Pomerania,Owner,4 rooms,0.35536,43,78,0.24846,0.46227
2009,Mecklenburg-Western Pomerania,Owner,5 rooms,0.21614,35,78,0.12420,0.30808
2009,Mecklenburg-Western Pomerania,Tenant,2 rooms,0.42215,47,106,0.32768,0.51662
2009,Mecklenburg-Western Pomerania,Tenant,3 rooms,0.33699,59,106,0.24658,0.42740
2009,Saxony,Owner,3 rooms,0.25722,66,268,0.20479,0.30965
2009,Saxony,Owner,4 rooms,0.30911,82,268,0.25368,0.36454
2009,Saxony,Owner,5 rooms,0.22524,77,268,0.17513,0.27535
2009,Saxony,Owner,6 rooms,0.10819,43,268,0.07093,0.14545
2009,Saxony,Tenant,2 rooms,0.37043,139,419,0.32413,0.41672
2009,Saxony,Tenant,3 rooms,0.44208,216,419,0.39447,0.48969
2009,Saxony,Tenant,4 rooms,0.10847,64,419,0.07866,0.13828
2009,Saxony-Anhalt,Owner,3 rooms,0.20659,45,150,0.14158,0.27160
2009,Saxony-Anhalt,Owner,4 rooms,0.32918,62,150,0.25373,0.40464
2009,Saxony-Anhalt,Owner,5 rooms,0.20422,43,150,0.13949,0.26895
2009,Saxony-Anhalt,Tenant,2 rooms,0.33532,59,197,0.26922,0.40141
2009,Saxony-Anhalt,Tenant,3 rooms,0.41001,100,197,0.34115,0.47886
2009,Saxony-Anhalt,Tenant,4 rooms,0.12790,38,197,0.08114,0.17466
2009,Thuringa,Owner,3 rooms,0.17109,38,196,0.11823,0.22395
2009,Thuringa,Owner,4 rooms,0.34539,75,196,0.27865,0.41213
2009,Thuringa,Owner,5 rooms,0.19763,52,196,0.14174,0.25352
2009,Thuringa,Owner,6 rooms,0.08749,31,196,0.04783,0.12715
2009,Thuringa,Tenant,2 rooms,0.39186,72,205,0.32487,0.45885
2009,Thuringa,Tenant,3 rooms,0.40924,98,205,0.34177,0.47671
2009,Thuringa,Tenant,4 rooms,0.12676,35,205,0.08110,0.17241
2010,Schleswig-Holstein,Owner,4 rooms,0.29941,64,161,0.22844,0.37038
2010,Schleswig-Holstein,Owner,5 rooms,0.29271,62,161,0.22221,0.36322
2010,Schleswig-Holstein,Owner,6 rooms,0.16908,35,161,0.11100,0.22716
2010,Schleswig-Holstein,Tenant,2 rooms,0.37653,47,191,0.30763,0.44542
2010,Schleswig-Holstein,Tenant,3 rooms,0.34604,98,191,0.27840,0.41368
2010,Schleswig-Holstein,Tenant,4 rooms,0.11016,46,191,0.06564,0.15468
2010,Hamburg,Tenant,2 rooms,0.36164,56,169,0.28899,0.43430
2010,Hamburg,Tenant,3 rooms,0.40554,80,169,0.33129,0.47978
2010,Hamburg,Tenant,4 rooms,0.11845,33,169,0.06959,0.16732
2010,Lower Saxony,Owner,3 rooms,0.15685,60,607,0.12790,0.18581
2010,Lower Saxony,Owner,4 rooms,0.23683,157,607,0.20298,0.27068
2010,Lower Saxony,Owner,5 rooms,0.23894,157,607,0.20499,0.27289
2010,Lower Saxony,Owner,6 rooms,0.15929,120,607,0.13015,0.18843
2010,Lower Saxony,Owner,7 rooms,0.08073,74,607,0.05904,0.10242
2010,Lower Saxony,Owner,8 rooms,0.04027,39,607,0.02462,0.05592
2010,Lower Saxony,Tenant,2 rooms,0.18203,72,537,0.14936,0.21469
2010,Lower Saxony,Tenant,3 rooms,0.43677,242,537,0.39478,0.47876
2010,Lower Saxony,Tenant,4 rooms,0.18844,164,537,0.15533,0.22154
2010,Lower Saxony,Tenant,5 rooms,0.09920,59,537,0.07389,0.12450
2010,Bremen,Tenant,3 rooms,0.59394,42,42,0.44362,0.74427
2010,North Rhine-Westphalia,Owner,2 rooms,0.04945,37,1191,0.03713,0.06176
2010,North Rhine-Westphalia,Owner,3 rooms,0.22623,198,1191,0.20246,0.25000
2010,North Rhine-Westphalia,Owner,4 rooms,0.24487,296,1191,0.22044,0.26931
2010,North Rhine-Westphalia,Owner,5 rooms,0.23375,307,1191,0.20970,0.25780
2010,North Rhine-Westphalia,Owner,6 rooms,0.13290,205,1191,0.11361,0.15219
2010,North Rhine-Westphalia,Owner,7 rooms,0.05767,105,1191,0.04442,0.07091
2010,North Rhine-Westphalia,Owner,8 rooms,0.03311,43,1191,0.02295,0.04328
2010,North Rhine-Westphalia,Tenant,2 rooms,0.27538,268,1521,0.25293,0.29784
2010,North Rhine-Westphalia,Tenant,3 rooms,0.45063,755,1521,0.42561,0.47564
2010,North Rhine-Westphalia,Tenant,4 rooms,0.15235,330,1521,0.13428,0.17042
2010,North Rhine-Westphalia,Tenant,5 rooms,0.05068,118,1521,0.03965,0.06171
2010,North Rhine-Westphalia,Tenant,6 rooms,0.02342,50,1521,0.01582,0.03103
2010,Hesse,Owner,3 rooms,0.19139,64,376,0.15157,0.23121
2010,Hesse,Owner,4 rooms,0.23006,94,376,0.18746,0.27266
2010,Hesse,Owner,5 rooms,0.21272,93,376,0.17130,0.25414
2010,Hesse,Owner,6 rooms,0.14258,77,376,0.10719,0.17797
2010,Hesse,Owner,7 rooms,0.07453,48,376,0.04794,0.10111
2010,Hesse,Tenant,2 rooms,0.29920,90,494,0.25878,0.33962
2010,Hesse,Tenant,3 rooms,0.35413,228,494,0.31191,0.39635
2010,Hesse,Tenant,4 rooms,0.16054,132,494,0.12814,0.19295
2010,Hesse,Tenant,5 rooms,0.08177,44,494,0.05758,0.10596
2010,"Rhineland-Palatinate, Saarland",Owner,3 rooms,0.13710,38,383,0.10260,0.17159
2010,"Rhineland-Palatinate, Saarland",Owner,4 rooms,0.21104,90,383,0.17012,0.25196
2010,"Rhineland-Palatinate, Saarland",Owner,5 rooms,0.22690,112,383,0.18490,0.26890
2010,"Rhineland-Palatinate, Saarland",Owner,6 rooms,0.20371,96,383,0.16332,0.24410
2010,"Rhineland-Palatinate, Saarland",Owner,7 rooms,0.12043,47,383,0.08780,0.15307
2010,"Rhineland-Palatinate, Saarland",Tenant,2 rooms,0.31171,74,280,0.25735,0.36606
2010,"Rhineland-Palatinate, Saarland",Tenant,3 rooms,0.37445,135,280,0.31766,0.43124
2010,"Rhineland-Palatinate, Saarland",Tenant,4 rooms,0.14193,71,280,0.10098,0.18288
2010,Baden-Wuerttemberg,Owner,3 rooms,0.17586,110,798,0.14943,0.20229
2010,Baden-Wuerttemberg,Owner,4 rooms,0.24903,191,798,0.21901,0.27906
2010,Baden-Wuerttemberg,Owner,5 rooms,0.22515,200,798,0.19615,0.25415
2010,Baden-Wuerttemberg,Owner,6 rooms,0.16300,169,798,0.13736,0.18865
2010,Baden-Wuerttemberg,Owner,7 rooms,0.07967,88,798,0.06087,0.09847
2010,Baden-Wuerttemberg,Owner,8 rooms,0.03371,40,798,0.02118,0.04624
2010,Baden-Wuerttemberg,Tenant,2 rooms,0.26339,143,708,0.23092,0.29586
2010,Baden-Wuerttemberg,Tenant,3 rooms,0.37650,307,708,0.34078,0.41221
2010,Baden-Wuerttemberg,Tenant,4 rooms,0.18315,190,708,0.15464,0.21166
2010,Baden-Wuerttemberg,Tenant,5 rooms,0.06584,68,708,0.04756,0.08412
2010,Bavaria,Owner,2 rooms,0.07010,36,1055,0.05468,0.08551
2010,Bavaria,Owner,3 rooms,0.20013,155,1055,0.17597,0.22428
2010,Bavaria,Owner,4 rooms,0.22907,222,1055,0.20370,0.25444
2010,Bavaria,Owner,5 rooms,0.22138,262,1055,0.19631,0.24644
2010,Bavaria,Owner,6 rooms,0.12852,188,1055,0.10831,0.14872
2010,Bavaria,Owner,7 rooms,0.08233,104,1055,0.06574,0.09892
2010,Bavaria,Owner,8 rooms,0.02823,56,1055,0.01823,0.03823
2010,Bavaria,Owner,9 rooms,0.01949,32,1055,0.01114,0.02783
2010,Bavaria,Tenant,2 rooms,0.33968,192,885,0.30846,0.37090
2010,Bavaria,Tenant,3 rooms,0.35947,380,885,0.32784,0.39110
2010,Bavaria,Tenant,4 rooms,0.17857,225,885,0.15332,0.20382
2010,Bavaria,Tenant,5 rooms,0.05924,88,885,0.04368,0.07480
2010,Berlin,Tenant,1 room,0.11356,33,466,0.08472,0.14240
2010,Berlin,Tenant,2 rooms,0.38244,137,466,0.33827,0.42661
2010,Berlin,Tenant,3 rooms,0.37861,210,466,0.33453,0.42270
2010,Berlin,Tenant,4 rooms,0.10551,86,466,0.07759,0.13344
2010,Brandenburg,Owner,3 rooms,0.28758,57,180,0.22127,0.35389
2010,Brandenburg,Owner,4 rooms,0.31171,66,180,0.24386,0.37957
2010,Brandenburg,Owner,5 rooms,0.21783,57,180,0.15736,0.27830
2010,Brandenburg,Tenant,2 rooms,0.33945,70,302,0.28596,0.39295
2010,Brandenburg,Tenant,3 rooms,0.45447,165,302,0.39822,0.51072
2010,Brandenburg,Tenant,4 rooms,0.13066,67,302,0.09259,0.16874
2010,Mecklenburg-Western Pomerania,Owner,4 rooms,0.26986,38,77,0.17006,0.36966
2010,Mecklenburg-Western Pomerania,Owner,5 rooms,0.26530,39,77,0.16604,0.36456
2010,Mecklenburg-Western Pomerania,Tenant,2 rooms,0.41488,48,194,0.34537,0.48439
2010,Mecklenburg-Western Pomerania,Tenant,3 rooms,0.34570,100,194,0.27860,0.41280
2010,Mecklenburg-Western Pomerania,Tenant,4 rooms,0.13542,46,194,0.08714,0.18369
2010,Saxony,Owner,3 rooms,0.30098,74,306,0.24951,0.35246
2010,Saxony,Owner,4 rooms,0.35677,107,306,0.30301,0.41054
2010,Saxony,Owner,5 rooms,0.16451,84,306,0.12290,0.20611
2010,Saxony,Owner,6 rooms,0.08366,41,306,0.05258,0.11473
2010,Saxony,Tenant,2 rooms,0.34369,132,546,0.30382,0.38357
2010,Saxony,Tenant,3 rooms,0.45332,297,546,0.41153,0.49512
2010,Saxony,Tenant,4 rooms,0.12429,117,546,0.09659,0.15199
2010,Saxony-Anhalt,Owner,3 rooms,0.20015,46,178,0.14120,0.25909
2010,Saxony-Anhalt,Owner,4 rooms,0.32084,81,178,0.25207,0.38961
2010,Saxony-Anhalt,Owner,5 rooms,0.22747,51,178,0.16572,0.28923
2010,Saxony-Anhalt,Tenant,2 rooms,0.34054,73,261,0.28293,0.39814
2010,Saxony-Anhalt,Tenant,3 rooms,0.38078,125,261,0.32175,0.43980
2010,Saxony-Anhalt,Tenant,4 rooms,0.13760,63,261,0.09573,0.17947
2010,Thuringa,Owner,3 rooms,0.19798,45,228,0.14615,0.24982
2010,Thuringa,Owner,4 rooms,0.31544,72,228,0.25498,0.37589
2010,Thuringa,Owner,5 rooms,0.20182,68,228,0.14961,0.25404
2010,Thuringa,Owner,6 rooms,0.17014,43,228,0.12126,0.21902
2010,Thuringa,Tenant,2 rooms,0.37919,73,254,0.31941,0.43898
2010,Thuringa,Tenant,3 rooms,0.42324,130,254,0.36236,0.48412
2010,Thuringa,Tenant,4 rooms,0.09334,51,254,0.05750,0.12919
2011,Schleswig-Holstein,Owner,3 rooms,0.14530,33,238,0.10044,0.19017
2011,Schleswig-Holstein,Owner,4 rooms,0.27270,74,238,0.21600,0.32940
2011,Schleswig-Holstein,Owner,5 rooms,0.29392,82,238,0.23592,0.35192
2011,Schleswig-Holstein,Owner,6 rooms,0.16674,49,238,0.11929,0.21420
2011,Schleswig-Holstein,Tenant,2 rooms,0.29033,63,256,0.23462,0.34605
2011,Schleswig-Holstein,Tenant,3 rooms,0.37009,128,256,0.31083,0.42935
2011,Schleswig-Holstein,Tenant,4 rooms,0.11612,65,256,0.07680,0.15545
2011,Hamburg,Tenant,2 rooms,0.37229,55,183,0.30206,0.44252
2011,Hamburg,Tenant,3 rooms,0.41709,92,183,0.34545,0.48872
2011,Hamburg,Tenant,4 rooms,0.11087,36,183,0.06525,0.15648
2011,Lower Saxony,Owner,3 rooms,0.15947,77,790,0.13392,0.18501
2011,Lower Saxony,Owner,4 rooms,0.25721,205,790,0.22671,0.28771
2011,Lower Saxony,Owner,5 rooms,0.21594,192,790,0.18723,0.24465
2011,Lower Saxony,Owner,6 rooms,0.16368,166,790,0.13786,0.18949
2011,Lower Saxony,Owner,7 rooms,0.07423,91,790,0.05594,0.09252
2011,Lower Saxony,Owner,8 rooms,0.04921,59,790,0.03412,0.06430
2011,Lower Saxony,Tenant,2 rooms,0.22342,88,617,0.19052,0.25631
2011,Lower Saxony,Tenant,3 rooms,0.40406,248,617,0.36531,0.44281
2011,Lower Saxony,Tenant,4 rooms,0.16556,173,617,0.13620,0.19491
2011,Lower Saxony,Tenant,5 rooms,0.10421,76,617,0.08009,0.12834
2011,Lower Saxony,Tenant,6 rooms,0.02313,32,617,0.01126,0.03499
2011,Bremen,Tenant,3 rooms,0.47154,48,48,0.32883,0.61426
2011,North Rhine-Westphalia,Owner,2 rooms,0.05205,45,1441,0.04058,0.06352
2011,North Rhine-Westphalia,Owner,3 rooms,0.21029,208,1441,0.18924,0.23134
2011,North Rhine-Westphalia,Owner,4 rooms,0.25430,340,1441,0.23181,0.27679
2011,North Rhine-Westphalia,Owner,5 rooms,0.23667,376,1441,0.21471,0.25862
2011,North Rhine-Westphalia,Owner,6 rooms,0.12753,248,1441,0.11030,0.14475
2011,North Rhine-Westphalia,Owner,7 rooms,0.06225,133,1441,0.04977,0.07473
2011,North Rhine-Westphalia,Owner,8 rooms,0.03154,60,1441,0.02251,0.04056
2011,North Rhine-Westphalia,Owner,9 rooms,0.01548,31,1441,0.00910,0.02186
2011,North Rhine-Westphalia,Tenant,1 room,0.04297,43,1790,0.03358,0.05237
2011,North Rhine-Westphalia,Tenant,2 rooms,0.29893,358,1790,0.27771,0.32014
2011,North Rhine-Westphalia,Tenant,3 rooms,0.42360,826,1790,0.40070,0.44650
2011,North Rhine-Westphalia,Tenant,4 rooms,0.13896,348,1790,0.12293,0.15499
2011,North Rhine-Westphalia,Tenant,5 rooms,0.06583,152,1790,0.05434,0.07732
2011,North Rhine-Westphalia,Tenant,6 rooms,0.01692,63,1790,0.01094,0.02289
2011,Hesse,Owner,3 rooms,0.20109,86,512,0.16634,0.23585
2011,Hesse,Owner,4 rooms,0.22603,118,512,0.18977,0.26230
2011,Hesse,Owner,5 rooms,0.23127,125,512,0.19471,0.26783
2011,Hesse,Owner,6 rooms,0.15873,101,512,0.12704,0.19041
2011,Hesse,Owner,7 rooms,0.04366,49,512,0.02594,0.06138
2011,Hesse,Owner,8 rooms,0.05332,33,512,0.03384,0.07281
2011,Hesse,Tenant,2 rooms,0.32339,120,560,0.28461,0.36217
2011,Hesse,Tenant,3 rooms,0.37857,257,560,0.33836,0.41878
2011,Hesse,Tenant,4 rooms,0.14109,134,560,0.11223,0.16994
2011,Hesse,Tenant,5 rooms,0.07877,49,560,0.05644,0.10111
2011,"Rhineland-Palatinate, Saarland",Owner,3 rooms,0.13029,52,467,0.09973,0.16086
2011,"Rhineland-Palatinate, Saarland",Owner,4 rooms,0.19575,103,467,0.15973,0.23178
2011,"Rhineland-Palatinate, Saarland",Owner,5 rooms,0.23329,134,467,0.19489,0.27169
2011,"Rhineland-Palatinate, Saarland",Owner,6 rooms,0.21835,121,467,0.18084,0.25586
2011,"Rhineland-Palatinate, Saarland",Owner,7 rooms,0.10461,57,467,0.07682,0.13239
2011,"Rhineland-Palatinate, Saarland",Tenant,2 rooms,0.29003,96,336,0.24144,0.33863
2011,"Rhineland-Palatinate, Saarland",Tenant,3 rooms,0.37537,161,336,0.32351,0.42722
2011,"Rhineland-Palatinate, Saarland",Tenant,4 rooms,0.14167,79,336,0.10433,0.17901
2011,Baden-Wuerttemberg,Owner,2 rooms,0.04997,31,1042,0.03673,0.06320
2011,Baden-Wuerttemberg,Owner,3 rooms,0.19558,140,1042,0.17148,0.21967
2011,Baden-Wuerttemberg,Owner,4 rooms,0.22512,224,1042,0.19975,0.25050
2011,Baden-Wuerttemberg,Owner,5 rooms,0.22713,261,1042,0.20168,0.25259
2011,Baden-Wuerttemberg,Owner,6 rooms,0.15488,209,1042,0.13290,0.17686
2011,Baden-Wuerttemberg,Owner,7 rooms,0.07625,110,1042,0.06013,0.09238
2011,Baden-Wuerttemberg,Owner,8 rooms,0.04143,67,1042,0.02932,0.05353
2011,Baden-Wuerttemberg,Tenant,2 rooms,0.30739,187,864,0.27661,0.33818
2011,Baden-Wuerttemberg,Tenant,3 rooms,0.36283,346,864,0.33076,0.39491
2011,Baden-Wuerttemberg,Tenant,4 rooms,0.15575,204,864,0.13156,0.17995
2011,Baden-Wuerttemberg,Tenant,5 rooms,0.08255,91,864,0.06419,0.10091
2011,Baden-Wuerttemberg,Tenant,6 rooms,0.02706,36,864,0.01624,0.03789
2011,Bavaria,Owner,2 rooms,0.07710,54,1359,0.06291,0.09129
2011,Bavaria,Owner,3 rooms,0.20406,204,1359,0.18263,0.22550
2011,Bavaria,Owner,4 rooms,0.21858,265,1359,0.19659,0.24056
2011,Bavaria,Owner,5 rooms,0.21513,323,1359,0.19327,0.23698
2011,Bavaria,Owner,6 rooms,0.13230,237,1359,0.11428,0.15032
2011,Bavaria,Owner,7 rooms,0.08691,142,1359,0.07193,0.10189
2011,Bavaria,Owner,8 rooms,0.02840,66,1359,0.01957,0.03724
2011,Bavaria,Owner,9 rooms,0.01501,36,1359,0.00855,0.02148
2011,Bavaria,Owner,10 or more rooms,0.01106,32,1359,0.00549,0.01662
2011,Bavaria,Tenant,1 room,0.07214,43,1184,0.05739,0.08688
2011,Bavaria,Tenant,2 rooms,0.31799,249,1184,0.29146,0.34453
2011,Bavaria,Tenant,3 rooms,0.36212,482,1184,0.33473,0.38951
2011,Bavaria,Tenant,4 rooms,0.16176,256,1184,0.14077,0.18274
2011,Bavaria,Tenant,5 rooms,0.05417,112,1184,0.04127,0.06706
2011,Bavaria,Tenant,6 rooms,0.01947,42,1184,0.01160,0.02735
2011,Berlin,Owner,4 rooms,0.29863,38,74,0.19364,0.40362
2011,Berlin,Owner,5 rooms,0.21589,36,74,0.12150,0.31027
2011,Berlin,Tenant,1 room,0.12374,39,520,0.09541,0.15207
2011,Berlin,Tenant,2 rooms,0.35555,154,520,0.31437,0.39674
2011,Berlin,Tenant,3 rooms,0.38547,236,520,0.34360,0.42734
2011,Berlin,Tenant,4 rooms,0.10777,91,520,0.08109,0.13445
2011,Brandenburg,Owner,3 rooms,0.24435,63,250,0.19098,0.29772
2011,Brandenburg,Owner,4 rooms,0.32695,89,250,0.26868,0.38522
2011,Brandenburg,Owner,5 rooms,0.18690,60,250,0.13848,0.23532
2011,Brandenburg,Owner,6 rooms,0.14797,38,250,0.10386,0.19207
2011,Brandenburg,Tenant,2 rooms,0.37097,95,357,0.32079,0.42115
2011,Brandenburg,Tenant,3 rooms,0.40782,188,357,0.35677,0.45887
2011,Brandenburg,Tenant,4 rooms,0.13197,74,357,0.09681,0.16713
2011,Mecklenburg-Western Pomerania,Owner,4 rooms,0.26890,37,82,0.17234,0.36546
2011,Mecklenburg-Western Pomerania,Owner,5 rooms,0.28300,45,82,0.18490,0.38110
2011,Mecklenburg-Western Pomerania,Tenant,2 rooms,0.40146,62,238,0.33905,0.46386
2011,Mecklenburg-Western Pomerania,Tenant,3 rooms,0.35875,124,238,0.29768,0.41981
2011,Mecklenburg-Western Pomerania,Tenant,4 rooms,0.13724,52,238,0.09343,0.18104
2011,Saxony,Owner,3 rooms,0.27246,74,332,0.22450,0.32043
2011,Saxony,Owner,4 rooms,0.28937,111,332,0.24052,0.33822
2011,Saxony,Owner,5 rooms,0.22486,91,332,0.17989,0.26984
2011,Saxony,Owner,6 rooms,0.10426,56,332,0.07134,0.13719
2011,Saxony,Tenant,2 rooms,0.32115,145,640,0.28495,0.35735
2011,Saxony,Tenant,3 rooms,0.45962,341,640,0.42098,0.49826
2011,Saxony,Tenant,4 rooms,0.10507,123,640,0.08129,0.12884
2011,Saxony,Tenant,5 rooms,0.03009,31,640,0.01685,0.04334
2011,Saxony-Anhalt,Owner,3 rooms,0.17818,46,238,0.12946,0.22690
2011,Saxony-Anhalt,Owner,4 rooms,0.42749,104,238,0.36451,0.49048
2011,Saxony-Anhalt,Owner,5 rooms,0.16335,49,238,0.11628,0.21041
2011,Saxony-Anhalt,Owner,6 rooms,0.10663,39,238,0.06733,0.14592
2011,Saxony-Anhalt,Tenant,2 rooms,0.35499,97,347,0.30457,0.40542
2011,Saxony-Anhalt,Tenant,3 rooms,0.41634,174,347,0.36440,0.46829
2011,Saxony-Anhalt,Tenant,4 rooms,0.10369,76,347,0.07156,0.13581
2011,Thuringa,Owner,3 rooms,0.21748,53,246,0.16582,0.26914
2011,Thuringa,Owner,4 rooms,0.31874,88,246,0.26039,0.37709
2011,Thuringa,Owner,5 rooms,0.19452,61,246,0.14495,0.24409
2011,Thuringa,Owner,6 rooms,0.11080,44,246,0.07149,0.15010
2011,Thuringa,Tenant,1 room,0.12085,39,343,0.08630,0.15540
2011,Thuringa,Tenant,2 rooms,0.33658,85,343,0.28650,0.38666
2011,Thuringa,Tenant,3 rooms,0.40592,161,343,0.35387,0.45796
2011,Thuringa,Tenant,4 rooms,0.10198,58,343,0.06991,0.13406
2012,Schleswig-Holstein,Owner,3 rooms,0.16448,38,242,0.11767,0.21128
2012,Schleswig-Holstein,Owner,4 rooms,0.29303,85,242,0.23556,0.35049
2012,Schleswig-Holstein,Owner,5 rooms,0.26704,78,242,0.21119,0.32290
2012,Schleswig-Holstein,Owner,6 rooms,0.14999,41,242,0.10491,0.19507
2012,Schleswig-Holstein,Tenant,2 rooms,0.26342,59,257,0.20946,0.31738
2012,Schleswig-Holstein,Tenant,3 rooms,0.39879,133,257,0.33880,0.45877
2012,Schleswig-Holstein,Tenant,4 rooms,0.14577,65,257,0.10254,0.18899
2012,Hamburg,Tenant,2 rooms,0.33532,51,178,0.26577,0.40488
2012,Hamburg,Tenant,3 rooms,0.44020,92,178,0.36707,0.51333
2012,Hamburg,Tenant,4 rooms,0.13010,35,178,0.08054,0.17966
2012,Lower Saxony,Owner,3 rooms,0.15511,74,762,0.12939,0.18084
2012,Lower Saxony,Owner,4 rooms,0.23870,182,762,0.20842,0.26899
2012,Lower Saxony,Owner,5 rooms,0.23571,202,762,0.20556,0.26587
2012,Lower Saxony,Owner,6 rooms,0.16174,158,762,0.13558,0.18790
2012,Lower Saxony,Owner,7 rooms,0.07843,88,762,0.05933,0.09753
2012,Lower Saxony,Owner,8 rooms,0.05079,58,762,0.03519,0.06639
2012,Lower Saxony,Tenant,2 rooms,0.24438,95,588,0.20961,0.27914
2012,Lower Saxony,Tenant,3 rooms,0.38994,247,588,0.35049,0.42940
2012,Lower Saxony,Tenant,4 rooms,0.18539,174,588,0.15395,0.21682
2012,Lower Saxony,Tenant,5 rooms,0.09392,72,588,0.07032,0.11751
2012,Bremen,Tenant,3 rooms,0.65088,51,51,0.51875,0.78302
2012,North Rhine-Westphalia,Owner,2 rooms,0.05831,47,1390,0.04599,0.07063
2012,North Rhine-Westphalia,Owner,3 rooms,0.21397,218,1390,0.19240,0.23554
2012,North Rhine-Westphalia,Owner,4 rooms,0.23934,336,1390,0.21690,0.26178
2012,North Rhine-Westphalia,Owner,5 rooms,0.24393,370,1390,0.22135,0.26652
2012,North Rhine-Westphalia,Owner,6 rooms,0.12786,237,1390,0.11030,0.14542
2012,North Rhine-Westphalia,Owner,7 rooms,0.05988,128,1390,0.04740,0.07236
2012,North Rhine-Westphalia,Owner,8 rooms,0.03124,54,1390,0.02209,0.04039
2012,North Rhine-Westphalia,Tenant,1 room,0.05089,56,1724,0.04051,0.06127
2012,North Rhine-Westphalia,Tenant,2 rooms,0.29477,342,1724,0.27324,0.31630
2012,North Rhine-Westphalia,Tenant,3 rooms,0.41297,782,1724,0.38972,0.43622
2012,North Rhine-Westphalia,Tenant,4 rooms,0.14794,345,1724,0.13118,0.16470
2012,North Rhine-Westphalia,Tenant,5 rooms,0.06154,138,1724,0.05020,0.07289
2012,North Rhine-Westphalia,Tenant,6 rooms,0.01821,61,1724,0.01190,0.02453
2012,Hesse,Owner,3 rooms,0.17693,78,520,0.14410,0.20976
