,Unnamed: 0,year,rentown,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
370,370,2010,Owner,2 rooms,0.05294,187,13770,0.04714,0.05899
371,371,2010,Owner,3 rooms,0.19718,929,13770,0.18561,0.20932
372,372,2010,Owner,4 rooms,0.25183,1531,13770,0.23818,0.26523
373,373,2010,Owner,5 rooms,0.22713,1541,13770,0.21306,0.23945
374,374,2010,Owner,6 rooms,0.14423,1082,13770,0.13373,0.15494
375,375,2010,Owner,7 rooms,0.06889,553,13770,0.06207,0.07658
376,376,2010,Owner,8 rooms,0.03152,269,13770,0.02715,0.03655
377,377,2010,Owner,9 rooms,0.01576,133,13770,0.0129,0.01905
378,378,2010,Owner,10 or more rooms,0.01052,100,13770,0.00778,0.01367
379,379,2010,Tenant,1 room,0.05742,219,13770,0.05207,0.06319
380,380,2010,Tenant,2 rooms,0.307,1484,13770,0.29187,0.31958
381,381,2010,Tenant,3 rooms,0.4054,3294,13770,0.38675,0.42429
382,382,2010,Tenant,4 rooms,0.15009,1627,13770,0.14119,0.15918
383,383,2010,Tenant,5 rooms,0.05222,521,13770,0.047,0.0581
384,384,2010,Tenant,6 rooms,0.0175,190,13770,0.0144,0.02073
385,385,2010,Tenant,7 rooms,0.00719,78,13770,0.00541,0.00922
386,386,2010,Tenant,8 rooms,0.00318,32,13770,0.00161,0.00553
387,387,2011,Owner,2 rooms,0.05533,239,16569,0.04964,0.06007
388,388,2011,Owner,3 rooms,0.19714,1102,16569,0.18892,0.20631
389,389,2011,Owner,4 rooms,0.24945,1819,16569,0.23771,0.2621
390,390,2011,Owner,5 rooms,0.22675,1856,16569,0.21517,0.24019
391,391,2011,Owner,6 rooms,0.14502,1360,16569,0.13692,0.15233
392,392,2011,Owner,7 rooms,0.06707,689,16569,0.0615,0.07335
393,393,2011,Owner,8 rooms,0.03601,369,16569,0.03139,0.03952
394,394,2011,Owner,9 rooms,0.01262,161,16569,0.01028,0.01576
395,395,2011,Owner,10 or more rooms,0.01061,117,16569,0.00815,0.01343
396,396,2011,Tenant,1 room,0.06406,325,16569,0.05947,0.06916
397,397,2011,Tenant,2 rooms,0.31375,1871,16569,0.3023,0.32448
398,398,2011,Tenant,3 rooms,0.39734,3812,16569,0.38317,0.4102
399,399,2011,Tenant,4 rooms,0.13736,1782,16569,0.12922,0.14528
400,400,2011,Tenant,5 rooms,0.05819,653,16569,0.05295,0.06374
401,401,2011,Tenant,6 rooms,0.01714,257,16569,0.01478,0.02013
402,402,2011,Tenant,7 rooms,0.00855,110,16569,0.00628,0.01065
403,403,2011,Tenant,8 rooms,0.00361,47,16569,0.00235,0.00508
404,404,2012,Owner,2 rooms,0.05707,254,16272,0.05219,0.06315
405,405,2012,Owner,3 rooms,0.19558,1087,16272,0.18531,0.20558
406,406,2012,Owner,4 rooms,0.24686,1756,16272,0.23727,0.25753
407,407,2012,Owner,5 rooms,0.22694,1843,16272,0.21781,0.23695
408,408,2012,Owner,6 rooms,0.14205,1319,16272,0.13505,0.15019
409,409,2012,Owner,7 rooms,0.07067,688,16272,0.06615,0.07687
410,410,2012,Owner,8 rooms,0.03453,356,16272,0.03059,0.03922
411,411,2012,Owner,9 rooms,0.01299,160,16272,0.01051,0.01581
412,412,2012,Owner,10 or more rooms,0.0133,124,16272,0.01024,0.01625
413,413,2012,Tenant,1 room,0.06365,353,16272,0.05873,0.06923
414,414,2012,Tenant,2 rooms,0.30688,1827,16272,0.29631,0.31939
415,415,2012,Tenant,3 rooms,0.39898,3693,16272,0.38644,0.41287
416,416,2012,Tenant,4 rooms,0.14821,1796,16272,0.14044,0.15608
417,417,2012,Tenant,5 rooms,0.05272,609,16272,0.04771,0.05802
418,418,2012,Tenant,6 rooms,0.01791,257,16272,0.01551,0.02119
419,419,2012,Tenant,7 rooms,0.00859,107,16272,0.00692,0.0108
420,420,2012,Tenant,8 rooms,0.00308,43,16272,0.00193,0.00457
421,421,2013,Owner,2 rooms,0.05634,258,17836,0.05131,0.06173
422,422,2013,Owner,3 rooms,0.19908,1122,17836,0.18948,0.20977
423,423,2013,Owner,4 rooms,0.24102,1780,17836,0.23028,0.25449
424,424,2013,Owner,5 rooms,0.23082,1871,17836,0.22036,0.24028
425,425,2013,Owner,6 rooms,0.14304,1354,17836,0.13373,0.15153
426,426,2013,Owner,7 rooms,0.07198,693,17836,0.06569,0.07844
427,427,2013,Owner,8 rooms,0.03437,346,17836,0.0308,0.03802
428,428,2013,Owner,9 rooms,0.01369,156,17836,0.01119,0.01662
429,429,2013,Owner,10 or more rooms,0.00966,116,17836,0.0077,0.01234
430,430,2013,Tenant,1 room,0.06543,429,17836,0.05988,0.07185
431,431,2013,Tenant,2 rooms,0.31193,2172,17836,0.29927,0.32246
432,432,2013,Tenant,3 rooms,0.3943,4281,17836,0.38177,0.40833
433,433,2013,Tenant,4 rooms,0.14723,2133,17836,0.13841,0.1559
434,434,2013,Tenant,5 rooms,0.05447,721,17836,0.0492,0.05974
435,435,2013,Tenant,6 rooms,0.0168,247,17836,0.0142,0.02016
436,436,2013,Tenant,7 rooms,0.00678,110,17836,0.00539,0.00866
437,437,2013,Tenant,8 rooms,0.00306,47,17836,0.00202,0.00432
438,438,2014,Owner,2 rooms,0.05128,221,15789,0.04696,0.05651
439,439,2014,Owner,3 rooms,0.20083,1062,15789,0.19121,0.21192
440,440,2014,Owner,4 rooms,0.24226,1593,15789,0.2312,0.25288
441,441,2014,Owner,5 rooms,0.22751,1734,15789,0.21632,0.23611
442,442,2014,Owner,6 rooms,0.13964,1219,15789,0.13164,0.14705
443,443,2014,Owner,7 rooms,0.07679,647,15789,0.06918,0.08381
444,444,2014,Owner,8 rooms,0.03686,317,15789,0.03172,0.04233
445,445,2014,Owner,9 rooms,0.01369,140,15789,0.01102,0.01697
446,446,2014,Owner,10 or more rooms,0.01113,107,15789,0.00863,0.01406
447,447,2014,Tenant,1 room,0.06361,353,15789,0.05841,0.06988
448,448,2014,Tenant,2 rooms,0.31512,1906,15789,0.30225,0.32824
449,449,2014,Tenant,3 rooms,0.39191,3675,15789,0.37805,0.40958
450,450,2014,Tenant,4 rooms,0.15206,1822,15789,0.14413,0.16185
451,451,2014,Tenant,5 rooms,0.05019,605,15789,0.04463,0.05558
452,452,2014,Tenant,6 rooms,0.01795,237,15789,0.01551,0.02192
453,453,2014,Tenant,7 rooms,0.00631,105,15789,0.00465,0.00838
454,454,2014,Tenant,8 rooms,0.00285,46,15789,0.00188,0.0039
455,455,2015,Owner,2 rooms,0.05176,207,15724,0.04598,0.05597
456,456,2015,Owner,3 rooms,0.19883,1008,15724,0.18728,0.20953
457,457,2015,Owner,4 rooms,0.2449,1515,15724,0.23366,0.25859
458,458,2015,Owner,5 rooms,0.22309,1641,15724,0.21193,0.23568
459,459,2015,Owner,6 rooms,0.14773,1214,15724,0.13938,0.15969
460,460,2015,Owner,7 rooms,0.07543,597,15724,0.06882,0.08179
461,461,2015,Owner,8 rooms,0.03321,294,15724,0.02883,0.03758
462,462,2015,Owner,9 rooms,0.01575,149,15724,0.01244,0.01887
463,463,2015,Owner,10 or more rooms,0.00931,99,15724,0.00722,0.01196
464,464,2015,Tenant,1 room,0.06678,440,15724,0.06047,0.0733
465,465,2015,Tenant,2 rooms,0.31501,2070,15724,0.30149,0.32829
466,466,2015,Tenant,3 rooms,0.39312,3759,15724,0.37844,0.40822
467,467,2015,Tenant,4 rooms,0.14141,1700,15724,0.13294,0.14972
468,468,2015,Tenant,5 rooms,0.05546,635,15724,0.05034,0.06085
469,469,2015,Tenant,6 rooms,0.018,239,15724,0.01519,0.02148
470,470,2015,Tenant,7 rooms,0.00671,114,15724,0.00491,0.00837
471,471,2015,Tenant,8 rooms,0.00352,43,15724,0.00231,0.00474
472,472,2016,Owner,2 rooms,0.05313,199,14266,0.04837,0.05888
473,473,2016,Owner,3 rooms,0.18914,883,14266,0.18002,0.20028
474,474,2016,Owner,4 rooms,0.24484,1430,14266,0.23216,0.25578
475,475,2016,Owner,5 rooms,0.22627,1542,14266,0.21238,0.23753
476,476,2016,Owner,6 rooms,0.15008,1154,14266,0.1413,0.15876
477,477,2016,Owner,7 rooms,0.07467,575,14266,0.06705,0.08298
478,478,2016,Owner,8 rooms,0.03724,287,14266,0.03204,0.04205
479,479,2016,Owner,9 rooms,0.01241,118,14266,0.00943,0.01606
480,480,2016,Owner,10 or more rooms,0.01222,104,14266,0.00979,0.01498
481,481,2016,Tenant,1 room,0.06781,387,14266,0.06167,0.07362
482,482,2016,Tenant,2 rooms,0.3095,1808,14266,0.29676,0.32232
483,483,2016,Tenant,3 rooms,0.39769,3333,14266,0.38179,0.41501
484,484,2016,Tenant,4 rooms,0.13988,1525,14266,0.13055,0.14966
485,485,2016,Tenant,5 rooms,0.05404,570,14266,0.04925,0.05864
486,486,2016,Tenant,6 rooms,0.01781,203,14266,0.01496,0.02095
487,487,2016,Tenant,7 rooms,0.00864,103,14266,0.00615,0.01214
488,488,2016,Tenant,8 rooms,0.00463,45,14266,0.00307,0.0061
489,489,2017,Owner,2 rooms,0.04953,216,17441,0.04503,0.0546
490,490,2017,Owner,3 rooms,0.18837,959,17441,0.17863,0.19861
491,491,2017,Owner,4 rooms,0.24073,1603,17441,0.22862,0.25202
492,492,2017,Owner,5 rooms,0.23559,1764,17441,0.22228,0.24787
493,493,2017,Owner,6 rooms,0.15204,1272,17441,0.14204,0.16189
494,494,2017,Owner,7 rooms,0.07548,662,17441,0.06906,0.0813
495,495,2017,Owner,8 rooms,0.03391,322,17441,0.0295,0.03862
496,496,2017,Owner,9 rooms,0.01139,135,17441,0.00905,0.01386
497,497,2017,Owner,10 or more rooms,0.01296,118,17441,0.01056,0.01626
498,498,2017,Tenant,1 room,0.07444,593,17441,0.06834,0.08166
499,499,2017,Tenant,2 rooms,0.31195,2325,17441,0.30258,0.32729
500,500,2017,Tenant,3 rooms,0.39159,4214,17441,0.37787,0.40607
501,501,2017,Tenant,4 rooms,0.14142,2095,17441,0.13312,0.14943
502,502,2017,Tenant,5 rooms,0.05235,730,17441,0.04782,0.05727
503,503,2017,Tenant,6 rooms,0.01787,273,17441,0.01507,0.02124
504,504,2017,Tenant,7 rooms,0.00667,110,17441,0.00475,0.00844
505,505,2017,Tenant,8 rooms,0.00371,50,17441,0.00271,0.00507
506,506,2018,Owner,2 rooms,0.05533,224,17830,0.04975,0.0607
507,507,2018,Owner,3 rooms,0.18475,913,17830,0.17416,0.1964
508,508,2018,Owner,4 rooms,0.23596,1559,17830,0.22352,0.24915
509,509,2018,Owner,5 rooms,0.23113,1661,17830,0.22014,0.24284
510,510,2018,Owner,6 rooms,0.15758,1207,17830,0.14839,0.16883
511,511,2018,Owner,7 rooms,0.07645,631,17830,0.07007,0.08352
512,512,2018,Owner,8 rooms,0.03123,293,17830,0.02768,0.03473
513,513,2018,Owner,9 rooms,0.01422,138,17830,0.01178,0.01719
514,514,2018,Owner,10 or more rooms,0.01335,118,17830,0.01061,0.01597
515,515,2018,Tenant,1 room,0.07696,736,17830,0.06971,0.08495
516,516,2018,Tenant,2 rooms,0.31375,2613,17830,0.29954,0.32795
517,517,2018,Tenant,3 rooms,0.37904,4374,17830,0.36435,0.39698
518,518,2018,Tenant,4 rooms,0.15317,2220,17830,0.14302,0.16447
519,519,2018,Tenant,5 rooms,0.05016,736,17830,0.0453,0.05527
520,520,2018,Tenant,6 rooms,0.01713,262,17830,0.01384,0.02067
521,521,2018,Tenant,7 rooms,0.00677,100,17830,0.0047,0.00887
522,522,2018,Tenant,8 rooms,0.00303,45,17830,0.00181,0.00442
523,523,2019,Owner,2 rooms,0.05665,249,18383,0.05033,0.06239
524,524,2019,Owner,3 rooms,0.18221,983,18383,0.16917,0.19546
525,525,2019,Owner,4 rooms,0.23454,1726,18383,0.22266,0.24712
526,526,2019,Owner,5 rooms,0.23279,1910,18383,0.22043,0.24642
527,527,2019,Owner,6 rooms,0.15291,1400,18383,0.14106,0.16319
528,528,2019,Owner,7 rooms,0.08009,793,18383,0.07318,0.08911
529,529,2019,Owner,8 rooms,0.03493,415,18383,0.02981,0.03951
530,530,2019,Owner,9 rooms,0.01438,198,18383,0.01154,0.01799
531,531,2019,Owner,10 or more rooms,0.01149,200,18383,0.00852,0.01406
532,532,2019,Tenant,1 room,0.07002,657,18383,0.06371,0.07707
533,533,2019,Tenant,2 rooms,0.31763,2477,18383,0.30261,0.33329
534,534,2019,Tenant,3 rooms,0.3813,4117,18383,0.36232,0.39765
535,535,2019,Tenant,4 rooms,0.14811,2087,18383,0.13912,0.15773
536,536,2019,Tenant,5 rooms,0.0543,742,18383,0.04854,0.0601
537,537,2019,Tenant,6 rooms,0.01818,276,18383,0.01538,0.02205
538,538,2019,Tenant,7 rooms,0.00707,104,18383,0.00475,0.00972
539,539,2019,Tenant,8 rooms,0.0034,49,18383,0.00211,0.00501
540,540,2020,Owner,2 rooms,0.05379,219,19285,0.04719,0.06011
541,541,2020,Owner,3 rooms,0.16467,872,19285,0.15225,0.17675
542,542,2020,Owner,4 rooms,0.23303,1525,19285,0.22067,0.24722
543,543,2020,Owner,5 rooms,0.22589,1655,19285,0.21227,0.23939
544,544,2020,Owner,6 rooms,0.16968,1286,19285,0.15948,0.18017
545,545,2020,Owner,7 rooms,0.08082,690,19285,0.07337,0.08931
546,546,2020,Owner,8 rooms,0.0415,407,19285,0.03576,0.04584
547,547,2020,Owner,9 rooms,0.01607,163,19285,0.01268,0.02003
548,548,2020,Owner,10 or more rooms,0.01456,169,19285,0.01134,0.01763
549,549,2020,Tenant,1 room,0.06521,1054,19285,0.05787,0.07258
550,550,2020,Tenant,2 rooms,0.31278,3185,19285,0.29885,0.32694
551,551,2020,Tenant,3 rooms,0.37914,4714,19285,0.36281,0.39249
552,552,2020,Tenant,4 rooms,0.15425,2204,19285,0.14389,0.1635
553,553,2020,Tenant,5 rooms,0.05822,720,19285,0.05197,0.0648
554,554,2020,Tenant,6 rooms,0.01987,270,19285,0.01697,0.02301
555,555,2020,Tenant,7 rooms,0.00684,95,19285,0.00496,0.00904
556,556,2020,Tenant,8 rooms,0.00369,57,19285,0.00248,0.00512
557,557,2021,Owner,2 rooms,0.05949,179,12525,0.05005,0.07073
558,558,2021,Owner,3 rooms,0.16953,638,12525,0.15624,0.18491
559,559,2021,Owner,4 rooms,0.22206,1079,12525,0.20691,0.23529
560,560,2021,Owner,5 rooms,0.23318,1197,12525,0.21556,0.24659
561,561,2021,Owner,6 rooms,0.16771,963,12525,0.15479,0.18023
562,562,2021,Owner,7 rooms,0.07311,483,12525,0.06584,0.08184
563,563,2021,Owner,8 rooms,0.04325,309,12525,0.0369,0.05026
564,564,2021,Owner,9 rooms,0.0182,127,12525,0.01419,0.0235
565,565,2021,Owner,10 or more rooms,0.01347,111,12525,0.00944,0.0173
566,566,2021,Tenant,1 room,0.07299,565,12525,0.06467,0.08309
567,567,2021,Tenant,2 rooms,0.30732,1862,12525,0.28975,0.32218
568,568,2021,Tenant,3 rooms,0.38137,2841,12525,0.36396,0.3987
569,569,2021,Tenant,4 rooms,0.1465,1395,12525,0.1362,0.15814
570,570,2021,Tenant,5 rooms,0.06107,498,12525,0.05249,0.06973
571,571,2021,Tenant,6 rooms,0.0168,163,12525,0.0136,0.02071
572,572,2021,Tenant,7 rooms,0.0102,83,12525,0.0072,0.01378
573,573,2021,Tenant,8 rooms,0.00375,32,12525,0.00198,0.00579
