year,regtyp,sampreg,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Rural regions,West,2 rooms,0.13408,346,3678,0.12306,0.14509
2013,Rural regions,West,3 rooms,0.24668,856,3678,0.23274,0.26061
2013,Rural regions,West,4 rooms,0.20421,810,3678,0.19118,0.21724
2013,Rural regions,West,5 rooms,0.17678,647,3678,0.16445,0.18911
2013,Rural regions,West,6 rooms,0.10440,440,3678,0.09451,0.11428
2013,Rural regions,West,7 rooms,0.05809,271,3678,0.05053,0.06565
2013,Rural regions,West,8 rooms,0.02721,136,3678,0.02195,0.03247
2013,Rural regions,West,9 rooms,0.01274,61,3678,0.00911,0.01636
2013,Rural regions,West,10 or more rooms,0.00928,52,3678,0.00618,0.01238
2013,Rural regions,East,1 room,0.03464,53,2323,0.02721,0.04208
2013,Rural regions,East,2 rooms,0.22733,344,2323,0.21029,0.24438
2013,Rural regions,East,3 rooms,0.32667,759,2323,0.30760,0.34575
2013,Rural regions,East,4 rooms,0.22129,610,2323,0.20441,0.23818
2013,Rural regions,East,5 rooms,0.10379,304,2323,0.09138,0.11619
2013,Rural regions,East,6 rooms,0.05399,155,2323,0.04479,0.06318
2013,Rural regions,East,7 rooms,0.01544,63,2323,0.01043,0.02046
2013,Rural regions,East,8 rooms,0.01332,35,2323,0.00866,0.01798
2014,Urban regions,West,1 room,0.03790,225,9183,0.03399,0.04180
2014,Urban regions,West,2 rooms,0.19452,1239,9183,0.18642,0.20261
2014,Urban regions,West,3 rooms,0.30671,2771,9183,0.29728,0.31614
2014,Urban regions,West,4 rooms,0.19067,1938,9183,0.18264,0.19871
2014,Urban regions,West,5 rooms,0.13032,1386,9183,0.12343,0.13720
2014,Urban regions,West,6 rooms,0.07488,861,9183,0.06949,0.08026
2014,Urban regions,West,7 rooms,0.03692,417,9183,0.03307,0.04078
2014,Urban regions,West,8 rooms,0.01773,195,9183,0.01503,0.02043
2014,Urban regions,West,9 rooms,0.00603,90,9183,0.00444,0.00761
2014,Urban regions,West,10 or more rooms,0.00434,61,9183,0.00300,0.00569
2014,Urban regions,East,1 room,0.07625,54,1189,0.06116,0.09134
2014,Urban regions,East,2 rooms,0.29989,243,1189,0.27383,0.32595
2014,Urban regions,East,3 rooms,0.37977,506,1189,0.35218,0.40737
2014,Urban regions,East,4 rooms,0.15198,237,1189,0.13156,0.17239
2014,Urban regions,East,5 rooms,0.06117,106,1189,0.04755,0.07480
2014,Urban regions,East,6 rooms,0.01766,43,1189,0.01017,0.02514
2014,Rural regions,West,1 room,0.02380,45,3264,0.01857,0.02903
2014,Rural regions,West,2 rooms,0.13825,312,3264,0.12640,0.15009
2014,Rural regions,West,3 rooms,0.24897,756,3264,0.23414,0.26381
2014,Rural regions,West,4 rooms,0.20584,695,3264,0.19197,0.21971
2014,Rural regions,West,5 rooms,0.16958,566,3264,0.15670,0.18246
2014,Rural regions,West,6 rooms,0.09852,396,3264,0.08830,0.10875
2014,Rural regions,West,7 rooms,0.06141,259,3264,0.05317,0.06965
2014,Rural regions,West,8 rooms,0.02785,133,3264,0.02221,0.03350
2014,Rural regions,West,9 rooms,0.01375,55,3264,0.00975,0.01775
2014,Rural regions,West,10 or more rooms,0.01202,47,3264,0.00828,0.01576
2014,Rural regions,East,1 room,0.03115,41,2123,0.02376,0.03855
2014,Rural regions,East,2 rooms,0.23697,332,2123,0.21888,0.25506
2014,Rural regions,East,3 rooms,0.34279,704,2123,0.32260,0.36299
2014,Rural regions,East,4 rooms,0.20275,546,2123,0.18565,0.21986
2014,Rural regions,East,5 rooms,0.10078,281,2123,0.08797,0.11359
2014,Rural regions,East,6 rooms,0.05065,156,2123,0.04132,0.05998
2014,Rural regions,East,7 rooms,0.02158,63,2123,0.01539,0.02776
2015,Urban regions,West,1 room,0.04072,294,9177,0.03668,0.04477
2015,Urban regions,West,2 rooms,0.19240,1373,9177,0.18434,0.20047
2015,Urban regions,West,3 rooms,0.30574,2797,9177,0.29632,0.31517
2015,Urban regions,West,4 rooms,0.18673,1810,9177,0.17875,0.19470
2015,Urban regions,West,5 rooms,0.13509,1346,9177,0.12810,0.14208
2015,Urban regions,West,6 rooms,0.07570,841,9177,0.07029,0.08111
2015,Urban regions,West,7 rooms,0.03744,388,9177,0.03355,0.04132
2015,Urban regions,West,8 rooms,0.01694,191,9177,0.01430,0.01958
2015,Urban regions,West,9 rooms,0.00614,86,9177,0.00454,0.00774
2015,Urban regions,West,10 or more rooms,0.00309,51,9177,0.00196,0.00423
2015,Urban regions,East,1 room,0.07553,61,1181,0.06046,0.09061
2015,Urban regions,East,2 rooms,0.30795,249,1181,0.28161,0.33429
2015,Urban regions,East,3 rooms,0.36852,495,1181,0.34099,0.39604
2015,Urban regions,East,4 rooms,0.15018,233,1181,0.12980,0.17057
2015,Urban regions,East,5 rooms,0.05694,97,1181,0.04372,0.07016
2015,Urban regions,East,6 rooms,0.02951,46,1181,0.01985,0.03916
2015,Rural regions,West,1 room,0.02165,55,3305,0.01668,0.02661
2015,Rural regions,West,2 rooms,0.13281,336,3305,0.12124,0.14438
2015,Rural regions,West,3 rooms,0.24847,785,3305,0.23373,0.26320
2015,Rural regions,West,4 rooms,0.20483,668,3305,0.19107,0.21859
2015,Rural regions,West,5 rooms,0.17018,572,3305,0.15737,0.18299
2015,Rural regions,West,6 rooms,0.10985,407,3305,0.09919,0.12052
2015,Rural regions,West,7 rooms,0.05953,253,3305,0.05146,0.06760
2015,Rural regions,West,8 rooms,0.02428,116,3305,0.01903,0.02953
2015,Rural regions,West,9 rooms,0.01525,61,3305,0.01108,0.01943
2015,Rural regions,West,10 or more rooms,0.01315,52,3305,0.00927,0.01704
2015,Rural regions,East,1 room,0.03154,45,2034,0.02395,0.03914
2015,Rural regions,East,2 rooms,0.24821,319,2034,0.22943,0.26699
2015,Rural regions,East,3 rooms,0.34783,690,2034,0.32713,0.36854
2015,Rural regions,East,4 rooms,0.19169,504,2034,0.17458,0.20880
2015,Rural regions,East,5 rooms,0.09052,261,2034,0.07804,0.10299
2015,Rural regions,East,6 rooms,0.05437,159,2034,0.04451,0.06423
2015,Rural regions,East,7 rooms,0.01888,56,2034,0.01297,0.02480
2016,Urban regions,West,1 room,0.04200,394,9561,0.03798,0.04602
2016,Urban regions,West,2 rooms,0.19553,1505,9561,0.18758,0.20348
2016,Urban regions,West,3 rooms,0.30042,2934,9561,0.29123,0.30961
2016,Urban regions,West,4 rooms,0.18647,1919,9561,0.17867,0.19428
2016,Urban regions,West,5 rooms,0.13369,1301,9561,0.12687,0.14052
2016,Urban regions,West,6 rooms,0.07683,816,9561,0.07149,0.08217
2016,Urban regions,West,7 rooms,0.03668,373,9561,0.03291,0.04044
2016,Urban regions,West,8 rooms,0.01761,181,9561,0.01497,0.02025
2016,Urban regions,West,9 rooms,0.00556,78,9561,0.00407,0.00705
2016,Urban regions,West,10 or more rooms,0.00520,60,9561,0.00376,0.00664
2016,Urban regions,East,1 room,0.07575,70,1242,0.06103,0.09047
2016,Urban regions,East,2 rooms,0.30319,268,1242,0.27762,0.32877
2016,Urban regions,East,3 rooms,0.37017,515,1242,0.34330,0.39703
2016,Urban regions,East,4 rooms,0.14586,248,1242,0.12623,0.16550
2016,Urban regions,East,5 rooms,0.06632,99,1242,0.05247,0.08016
2016,Urban regions,East,6 rooms,0.02203,42,1242,0.01387,0.03020
2016,Rural regions,West,1 room,0.02047,82,3379,0.01570,0.02525
2016,Rural regions,West,2 rooms,0.11891,385,3379,0.10800,0.12983
2016,Rural regions,West,3 rooms,0.25822,854,3379,0.24346,0.27298
2016,Rural regions,West,4 rooms,0.20039,679,3379,0.18689,0.21389
2016,Rural regions,West,5 rooms,0.16496,540,3379,0.15245,0.17748
2016,Rural regions,West,6 rooms,0.11369,384,3379,0.10299,0.12440
2016,Rural regions,West,7 rooms,0.06509,244,3379,0.05677,0.07341
2016,Rural regions,West,8 rooms,0.03383,119,3379,0.02773,0.03992
2016,Rural regions,West,9 rooms,0.01138,44,3379,0.00780,0.01496
2016,Rural regions,West,10 or more rooms,0.01305,48,3379,0.00923,0.01688
2016,Rural regions,East,1 room,0.03534,57,2156,0.02754,0.04313
2016,Rural regions,East,2 rooms,0.22795,337,2156,0.21024,0.24567
2016,Rural regions,East,3 rooms,0.33170,735,2156,0.31182,0.35157
2016,Rural regions,East,4 rooms,0.19901,534,2156,0.18215,0.21587
2016,Rural regions,East,5 rooms,0.11096,279,2156,0.09770,0.12422
2016,Rural regions,East,6 rooms,0.05833,150,2156,0.04844,0.06823
2016,Rural regions,East,7 rooms,0.02125,64,2156,0.01516,0.02734
2017,Urban regions,West,1 room,0.04472,423,10619,0.04079,0.04865
2017,Urban regions,West,2 rooms,0.18923,1656,10619,0.18178,0.19668
2017,Urban regions,West,3 rooms,0.30341,3218,10619,0.29466,0.31215
2017,Urban regions,West,4 rooms,0.18680,2177,10619,0.17938,0.19421
2017,Urban regions,West,5 rooms,0.13482,1448,10619,0.12832,0.14131
2017,Urban regions,West,6 rooms,0.07663,896,10619,0.07157,0.08169
2017,Urban regions,West,7 rooms,0.03601,427,10619,0.03246,0.03955
2017,Urban regions,West,8 rooms,0.01800,213,10619,0.01548,0.02053
2017,Urban regions,West,9 rooms,0.00486,92,10619,0.00354,0.00618
2017,Urban regions,West,10 or more rooms,0.00553,69,10619,0.00412,0.00694
2017,Urban regions,East,1 room,0.08177,87,1384,0.06733,0.09621
2017,Urban regions,East,2 rooms,0.29685,277,1384,0.27277,0.32093
2017,Urban regions,East,3 rooms,0.36207,558,1384,0.33674,0.38740
2017,Urban regions,East,4 rooms,0.14942,297,1384,0.13063,0.16821
2017,Urban regions,East,5 rooms,0.08025,123,1384,0.06593,0.09456
2017,Urban regions,East,6 rooms,0.02122,42,1384,0.01363,0.02882
2017,Rural regions,West,1 room,0.02267,105,3854,0.01797,0.02737
2017,Rural regions,West,2 rooms,0.13659,456,3854,0.12575,0.14743
2017,Rural regions,West,3 rooms,0.24064,938,3854,0.22714,0.25413
2017,Rural regions,West,4 rooms,0.19669,776,3854,0.18414,0.20924
2017,Rural regions,West,5 rooms,0.17156,636,3854,0.15966,0.18347
2017,Rural regions,West,6 rooms,0.11425,436,3854,0.10421,0.12430
2017,Rural regions,West,7 rooms,0.06629,276,3854,0.05843,0.07414
2017,Rural regions,West,8 rooms,0.02541,128,3854,0.02044,0.03037
2017,Rural regions,West,9 rooms,0.01141,49,3854,0.00806,0.01477
2017,Rural regions,West,10 or more rooms,0.01449,54,3854,0.01072,0.01827
2017,Rural regions,East,1 room,0.03823,72,2355,0.03049,0.04598
2017,Rural regions,East,2 rooms,0.22431,355,2355,0.20746,0.24116
2017,Rural regions,East,3 rooms,0.32386,769,2355,0.30495,0.34276
2017,Rural regions,East,4 rooms,0.19527,587,2355,0.17926,0.21129
2017,Rural regions,East,5 rooms,0.11980,325,2355,0.10668,0.13292
2017,Rural regions,East,6 rooms,0.06540,183,2355,0.05541,0.07539
2017,Rural regions,East,7 rooms,0.01936,64,2355,0.01379,0.02492
2018,Urban regions,West,1 room,0.04650,473,10512,0.04248,0.05053
2018,Urban regions,West,2 rooms,0.19433,1764,10512,0.18676,0.20189
2018,Urban regions,West,3 rooms,0.29177,3123,10512,0.28308,0.30046
2018,Urban regions,West,4 rooms,0.18972,2175,10512,0.18223,0.19722
2018,Urban regions,West,5 rooms,0.13147,1389,10512,0.12501,0.13793
2018,Urban regions,West,6 rooms,0.08262,855,10512,0.07736,0.08789
2018,Urban regions,West,7 rooms,0.03618,403,10512,0.03261,0.03975
2018,Urban regions,West,8 rooms,0.01509,173,10512,0.01276,0.01742
2018,Urban regions,West,9 rooms,0.00721,91,10512,0.00559,0.00883
2018,Urban regions,West,10 or more rooms,0.00510,66,10512,0.00374,0.00646
2018,Urban regions,East,1 room,0.07185,84,1388,0.05826,0.08544
2018,Urban regions,East,2 rooms,0.30233,291,1388,0.27816,0.32650
2018,Urban regions,East,3 rooms,0.37238,567,1388,0.34694,0.39782
2018,Urban regions,East,4 rooms,0.14205,282,1388,0.12368,0.16042
2018,Urban regions,East,5 rooms,0.07448,115,1388,0.06066,0.08830
2018,Urban regions,East,6 rooms,0.02288,49,1388,0.01501,0.03075
2018,Rural regions,West,1 room,0.02291,92,3581,0.01801,0.02781
2018,Rural regions,West,2 rooms,0.13869,425,3581,0.12737,0.15002
2018,Rural regions,West,3 rooms,0.22900,842,3581,0.21523,0.24276
2018,Rural regions,West,4 rooms,0.21289,765,3581,0.19948,0.22630
2018,Rural regions,West,5 rooms,0.16543,582,3581,0.15326,0.17761
2018,Rural regions,West,6 rooms,0.11494,398,3581,0.10449,0.12539
2018,Rural regions,West,7 rooms,0.06436,246,3581,0.05632,0.07240
2018,Rural regions,West,8 rooms,0.02496,126,3581,0.01985,0.03007
2018,Rural regions,West,9 rooms,0.01020,47,3581,0.00691,0.01350
2018,Rural regions,West,10 or more rooms,0.01661,58,3581,0.01242,0.02079
2018,Rural regions,East,1 room,0.04289,99,2345,0.03468,0.05109
2018,Rural regions,East,2 rooms,0.21819,360,2345,0.20147,0.23491
2018,Rural regions,East,3 rooms,0.32378,755,2345,0.30484,0.34272
2018,Rural regions,East,4 rooms,0.19237,556,2345,0.17641,0.20833
2018,Rural regions,East,5 rooms,0.12586,311,2345,0.11243,0.13929
2018,Rural regions,East,6 rooms,0.05523,167,2345,0.04598,0.06447
2018,Rural regions,East,7 rooms,0.02484,66,2345,0.01854,0.03114
2018,Rural regions,East,8 rooms,0.01329,31,2345,0.00866,0.01793
2019,No answer / don't know,West,2 rooms,0.22994,82,267,0.17937,0.28051
2019,No answer / don't know,West,3 rooms,0.24568,95,267,0.19394,0.29741
2019,No answer / don't know,West,4 rooms,0.14756,53,267,0.10493,0.19018
2019,No answer / don't know,West,5 rooms,0.12435,37,267,0.08469,0.16400
2019,Urban regions,West,1 room,0.04161,420,10549,0.03780,0.04542
2019,Urban regions,West,2 rooms,0.19491,1595,10549,0.18735,0.20247
2019,Urban regions,West,3 rooms,0.29266,2908,10549,0.28398,0.30134
2019,Urban regions,West,4 rooms,0.18544,2122,10549,0.17802,0.19286
2019,Urban regions,West,5 rooms,0.13894,1533,10549,0.13234,0.14554
2019,Urban regions,West,6 rooms,0.08007,979,10549,0.07489,0.08525
2019,Urban regions,West,7 rooms,0.03810,516,10549,0.03445,0.04175
2019,Urban regions,West,8 rooms,0.01719,244,10549,0.01471,0.01967
2019,Urban regions,West,9 rooms,0.00675,123,10549,0.00519,0.00831
2019,Urban regions,West,10 or more rooms,0.00434,109,10549,0.00308,0.00559
2019,Urban regions,East,1 room,0.05575,62,1378,0.04363,0.06787
2019,Urban regions,East,2 rooms,0.29707,278,1378,0.27293,0.32121
2019,Urban regions,East,3 rooms,0.37872,526,1378,0.35310,0.40434
2019,Urban regions,East,4 rooms,0.16159,324,1378,0.14215,0.18104
2019,Urban regions,East,5 rooms,0.06726,124,1378,0.05403,0.08049
2019,Urban regions,East,6 rooms,0.02315,64,1378,0.01521,0.03109
2019,Rural regions,West,1 room,0.02080,79,3568,0.01612,0.02548
2019,Rural regions,West,2 rooms,0.13768,399,3568,0.12637,0.14898
2019,Rural regions,West,3 rooms,0.23759,810,3568,0.22363,0.25156
2019,Rural regions,West,4 rooms,0.20129,725,3568,0.18813,0.21445
2019,Rural regions,West,5 rooms,0.16454,590,3568,0.15238,0.17671
2019,Rural regions,West,6 rooms,0.11450,405,3568,0.10405,0.12495
2019,Rural regions,West,7 rooms,0.07004,268,3568,0.06167,0.07842
2019,Rural regions,West,8 rooms,0.02527,151,3568,0.02012,0.03042
2019,Rural regions,West,9 rooms,0.01285,64,3568,0.00915,0.01654
2019,Rural regions,West,10 or more rooms,0.01544,77,3568,0.01139,0.01948
2019,Rural regions,East,1 room,0.03365,63,2375,0.02640,0.04091
2019,Rural regions,East,2 rooms,0.22838,334,2375,0.21149,0.24526
2019,Rural regions,East,3 rooms,0.30914,716,2375,0.29055,0.32773
2019,Rural regions,East,4 rooms,0.20174,576,2375,0.18560,0.21789
2019,Rural regions,East,5 rooms,0.12672,358,2375,0.11334,0.14010
2019,Rural regions,East,6 rooms,0.06036,208,2375,0.05078,0.06994
2019,Rural regions,East,7 rooms,0.01949,71,2375,0.01393,0.02505
2019,Rural regions,East,8 rooms,0.01608,49,2375,0.01102,0.02114
2020,Urban regions,West,1 room,0.04079,763,11859,0.03723,0.04435
2020,Urban regions,West,2 rooms,0.19406,2245,11859,0.18694,0.20117
2020,Urban regions,West,3 rooms,0.27954,3443,11859,0.27146,0.28762
2020,Urban regions,West,4 rooms,0.18957,2184,11859,0.18252,0.19663
2020,Urban regions,West,5 rooms,0.13707,1412,11859,0.13088,0.14326
2020,Urban regions,West,6 rooms,0.08712,908,11859,0.08205,0.09220
2020,Urban regions,West,7 rooms,0.03918,454,11859,0.03569,0.04267
2020,Urban regions,West,8 rooms,0.02053,259,11859,0.01798,0.02308
2020,Urban regions,West,9 rooms,0.00646,94,11859,0.00502,0.00791
2020,Urban regions,West,10 or more rooms,0.00568,97,11859,0.00433,0.00703
2020,Urban regions,East,1 room,0.05548,106,1491,0.04386,0.06711
2020,Urban regions,East,2 rooms,0.28750,343,1491,0.26452,0.31048
2020,Urban regions,East,3 rooms,0.39012,570,1491,0.36536,0.41489
2020,Urban regions,East,4 rooms,0.15667,302,1491,0.13821,0.17513
2020,Urban regions,East,5 rooms,0.05996,116,1491,0.04791,0.07202
2020,Urban regions,East,6 rooms,0.03133,54,1491,0.02248,0.04017
2020,Rural regions,West,1 room,0.01742,123,3627,0.01316,0.02168
2020,Rural regions,West,2 rooms,0.13720,479,3627,0.12600,0.14840
2020,Rural regions,West,3 rooms,0.22623,868,3627,0.21261,0.23985
2020,Rural regions,West,4 rooms,0.19527,699,3627,0.18237,0.20818
2020,Rural regions,West,5 rooms,0.17031,548,3627,0.15808,0.18255
2020,Rural regions,West,6 rooms,0.12056,397,3627,0.10996,0.13116
2020,Rural regions,West,7 rooms,0.06480,237,3627,0.05679,0.07282
2020,Rural regions,West,8 rooms,0.03316,142,3627,0.02733,0.03899
2020,Rural regions,West,9 rooms,0.01692,65,3627,0.01272,0.02112
2020,Rural regions,West,10 or more rooms,0.01812,69,3627,0.01378,0.02246
2020,Rural regions,East,1 room,0.03301,72,2276,0.02567,0.04036
2020,Rural regions,East,2 rooms,0.21359,335,2276,0.19675,0.23043
2020,Rural regions,East,3 rooms,0.30595,707,2276,0.28702,0.32489
2020,Rural regions,East,4 rooms,0.20520,540,2276,0.18860,0.22179
2020,Rural regions,East,5 rooms,0.11539,299,2276,0.10226,0.12852
2020,Rural regions,East,6 rooms,0.08100,197,2276,0.06979,0.09222
2020,Rural regions,East,7 rooms,0.02350,70,2276,0.01728,0.02973
2020,Rural regions,East,8 rooms,0.01671,56,2276,0.01144,0.02197
2021,Urban regions,West,1 room,0.04111,401,7589,0.03664,0.04557
2021,Urban regions,West,2 rooms,0.19775,1315,7589,0.18879,0.20672
2021,Urban regions,West,3 rooms,0.29268,2135,7589,0.28245,0.30292
2021,Urban regions,West,4 rooms,0.17910,1454,7589,0.17047,0.18773
2021,Urban regions,West,5 rooms,0.13872,996,7589,0.13095,0.14650
2021,Urban regions,West,6 rooms,0.08319,648,7589,0.07698,0.08941
2021,Urban regions,West,7 rooms,0.03533,315,7589,0.03118,0.03949
2021,Urban regions,West,8 rooms,0.01997,185,7589,0.01682,0.02312
2021,Urban regions,West,9 rooms,0.00737,80,7589,0.00545,0.00930
2021,Urban regions,West,10 or more rooms,0.00476,60,7589,0.00322,0.00631
2021,Urban regions,East,1 room,0.05824,71,1001,0.04373,0.07276
2021,Urban regions,East,2 rooms,0.25959,212,1001,0.23241,0.28676
2021,Urban regions,East,3 rooms,0.39463,375,1001,0.36433,0.42492
2021,Urban regions,East,4 rooms,0.16351,224,1001,0.14059,0.18643
2021,Urban regions,East,5 rooms,0.06920,84,1001,0.05347,0.08493
2021,Urban regions,East,6 rooms,0.03450,35,1001,0.02319,0.04582
2021,Rural regions,West,1 room,0.02318,59,2386,0.01714,0.02922
2021,Rural regions,West,2 rooms,0.14518,274,2386,0.13104,0.15932
2021,Rural regions,West,3 rooms,0.23357,556,2386,0.21659,0.25055
2021,Rural regions,West,4 rooms,0.19434,442,2386,0.17846,0.21022
2021,Rural regions,West,5 rooms,0.15522,382,2386,0.14069,0.16975
2021,Rural regions,West,6 rooms,0.11231,288,2386,0.09964,0.12498
2021,Rural regions,West,7 rooms,0.06864,180,2386,0.05849,0.07878
2021,Rural regions,West,8 rooms,0.03243,104,2386,0.02532,0.03954
2021,Rural regions,West,9 rooms,0.01792,50,2386,0.01259,0.02324
2021,Rural regions,West,10 or more rooms,0.01721,51,2386,0.01199,0.02243
2021,Rural regions,East,1 room,0.03580,45,1536,0.02650,0.04509
2021,Rural regions,East,2 rooms,0.21327,234,1536,0.19278,0.23376
2021,Rural regions,East,3 rooms,0.27891,437,1536,0.25647,0.30134
2021,Rural regions,East,4 rooms,0.20937,372,1536,0.18901,0.22972
2021,Rural regions,East,5 rooms,0.13263,214,1536,0.11566,0.14960
2021,Rural regions,East,6 rooms,0.08208,147,1536,0.06835,0.09581
2021,Rural regions,East,7 rooms,0.02225,52,1536,0.01487,0.02963
2021,Rural regions,East,8 rooms,0.02077,35,1536,0.01364,0.02791
2022,Urban regions,West,1 room,0.04352,836,12371,0.03992,0.04711
2022,Urban regions,West,2 rooms,0.18889,2378,12371,0.18199,0.19578
2022,Urban regions,West,3 rooms,0.29878,3447,12371,0.29071,0.30684
2022,Urban regions,West,4 rooms,0.19082,2226,12371,0.18389,0.19774
2022,Urban regions,West,5 rooms,0.13205,1515,12371,0.12609,0.13802
2022,Urban regions,West,6 rooms,0.07329,928,12371,0.06870,0.07788
2022,Urban regions,West,7 rooms,0.03851,519,12371,0.03512,0.04190
2022,Urban regions,West,8 rooms,0.01950,287,12371,0.01706,0.02193
2022,Urban regions,West,9 rooms,0.00780,120,12371,0.00625,0.00935
2022,Urban regions,West,10 or more rooms,0.00685,115,12371,0.00540,0.00831
2022,Urban regions,East,1 room,0.06304,158,1699,0.05148,0.07460
2022,Urban regions,East,2 rooms,0.27618,425,1699,0.25492,0.29745
2022,Urban regions,East,3 rooms,0.35360,572,1699,0.33086,0.37634
2022,Urban regions,East,4 rooms,0.16212,339,1699,0.14459,0.17965
2022,Urban regions,East,5 rooms,0.08956,149,1699,0.07598,0.10314
2022,Urban regions,East,6 rooms,0.03343,56,1699,0.02488,0.04198
2022,Rural regions,West,1 room,0.02436,113,3680,0.01938,0.02934
2022,Rural regions,West,2 rooms,0.11287,390,3680,0.10265,0.12310
2022,Rural regions,West,3 rooms,0.24336,797,3680,0.22950,0.25723
2022,Rural regions,West,4 rooms,0.19675,712,3680,0.18390,0.20960
2022,Rural regions,West,5 rooms,0.16971,616,3680,0.15758,0.18184
2022,Rural regions,West,6 rooms,0.12760,466,3680,0.11682,0.13838
2022,Rural regions,West,7 rooms,0.06819,284,3680,0.06005,0.07634
2022,Rural regions,West,8 rooms,0.02870,145,3680,0.02331,0.03410
2022,Rural regions,West,9 rooms,0.01166,72,3680,0.00819,0.01513
2022,Rural regions,West,10 or more rooms,0.01680,85,3680,0.01264,0.02095
2022,Rural regions,East,1 room,0.03772,86,2611,0.03041,0.04502
2022,Rural regions,East,2 rooms,0.19668,369,2611,0.18143,0.21193
2022,Rural regions,East,3 rooms,0.29457,760,2611,0.27708,0.31205
2022,Rural regions,East,4 rooms,0.23484,645,2611,0.21857,0.25110
2022,Rural regions,East,5 rooms,0.12341,383,2611,0.11079,0.13603
2022,Rural regions,East,6 rooms,0.07209,203,2611,0.06217,0.08202
2022,Rural regions,East,7 rooms,0.02155,100,2611,0.01598,0.02712
2022,Rural regions,East,8 rooms,0.01529,65,2611,0.01059,0.02000
