,Unnamed: 0,year,bula_h,quintil_oecd_hh,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
797,797,1998,Hesse,2nd Quintile,3 rooms,1.0,40,3756,0.77912,1.29605
798,798,1998,Hesse,3rd Quintile,3 rooms,1.0,33,3756,0.7815,1.22166
799,799,1998,Hesse,4th Quintile,3 rooms,1.0,32,3756,0.75382,1.31546
800,800,1998,Hesse,5th Quintile,3 rooms,1.0,32,3756,0.84827,1.17653
801,801,1998,"Rhineland-Palatinate, Saarland",2nd Quintile,3 rooms,1.0,35,3756,0.82801,1.21335
802,802,1998,Baden-Wuerttemberg,1st Quintile,2 rooms,0.2735,43,3756,0.21172,0.34631
803,803,1998,Baden-Wuerttemberg,1st Quintile,3 rooms,0.54808,80,3756,0.42805,0.69276
804,804,1998,Baden-Wuerttemberg,1st Quintile,4 rooms,0.17842,33,3756,0.12112,0.24446
805,805,1998,Baden-Wuerttemberg,2nd Quintile,2 rooms,0.29431,34,3756,0.22771,0.3874
806,806,1998,Baden-Wuerttemberg,2nd Quintile,3 rooms,0.42101,68,3756,0.33331,0.5005
807,807,1998,Baden-Wuerttemberg,2nd Quintile,4 rooms,0.28467,39,3756,0.2285,0.35011
808,808,1998,Baden-Wuerttemberg,3rd Quintile,3 rooms,0.56138,66,3756,0.44306,0.68974
809,809,1998,Baden-Wuerttemberg,3rd Quintile,4 rooms,0.43862,42,3756,0.33352,0.5357
810,810,1998,Baden-Wuerttemberg,4th Quintile,3 rooms,0.55604,60,3756,0.46588,0.66713
811,811,1998,Baden-Wuerttemberg,4th Quintile,4 rooms,0.44396,45,3756,0.35449,0.54689
812,812,1998,Baden-Wuerttemberg,5th Quintile,3 rooms,0.48259,44,3756,0.37394,0.58685
813,813,1998,Baden-Wuerttemberg,5th Quintile,4 rooms,0.51741,45,3756,0.39396,0.63286
814,814,1998,Bavaria,1st Quintile,2 rooms,0.37047,40,3756,0.29602,0.44777
815,815,1998,Bavaria,1st Quintile,3 rooms,0.42344,45,3756,0.33167,0.53166
816,816,1998,Bavaria,1st Quintile,4 rooms,0.20609,31,3756,0.15419,0.27433
817,817,1998,Bavaria,2nd Quintile,2 rooms,0.28339,45,3756,0.22594,0.35236
818,818,1998,Bavaria,2nd Quintile,3 rooms,0.4431,66,3756,0.36613,0.5178
819,819,1998,Bavaria,2nd Quintile,4 rooms,0.27351,39,3756,0.21271,0.33064
820,820,1998,Bavaria,3rd Quintile,3 rooms,0.66177,59,3756,0.53181,0.82566
821,821,1998,Bavaria,3rd Quintile,4 rooms,0.33823,38,3756,0.29215,0.38903
822,822,1998,Bavaria,4th Quintile,2 rooms,0.26941,39,3756,0.21685,0.32683
823,823,1998,Bavaria,4th Quintile,3 rooms,0.27047,52,3756,0.23373,0.31023
824,824,1998,Bavaria,4th Quintile,4 rooms,0.30735,59,3756,0.25853,0.36897
825,825,1998,Bavaria,4th Quintile,5 rooms,0.15277,32,3756,0.12051,0.18473
826,826,1998,Bavaria,5th Quintile,3 rooms,0.3869,59,3756,0.33831,0.45437
827,827,1998,Bavaria,5th Quintile,4 rooms,0.38975,64,3756,0.32946,0.45159
828,828,1998,Bavaria,5th Quintile,5 rooms,0.22335,40,3756,0.19224,0.2609
829,829,1998,Berlin,1st Quintile,2 rooms,1.0,31,3756,0.78229,1.2047
830,830,1998,Berlin,4th Quintile,3 rooms,1.0,33,3756,0.81479,1.15904
831,831,1998,Berlin,5th Quintile,3 rooms,1.0,34,3756,0.82621,1.18579
832,832,1998,Brandenburg,2nd Quintile,3 rooms,1.0,37,3756,0.81491,1.20204
833,833,1998,Brandenburg,3rd Quintile,3 rooms,1.0,40,3756,0.84799,1.14209
834,834,1998,Saxony,1st Quintile,2 rooms,0.52204,43,3756,0.43847,0.60153
835,835,1998,Saxony,1st Quintile,3 rooms,0.47796,47,3756,0.40178,0.56322
836,836,1998,Saxony,2nd Quintile,2 rooms,0.34546,41,3756,0.29452,0.40468
837,837,1998,Saxony,2nd Quintile,3 rooms,0.47328,67,3756,0.41812,0.53492
838,838,1998,Saxony,2nd Quintile,4 rooms,0.18126,31,3756,0.1482,0.2176
839,839,1998,Saxony,3rd Quintile,2 rooms,0.29849,31,3756,0.25133,0.35001
840,840,1998,Saxony,3rd Quintile,3 rooms,0.45526,55,3756,0.39109,0.51708
841,841,1998,Saxony,3rd Quintile,4 rooms,0.24625,41,3756,0.21659,0.28605
842,842,1998,Saxony,4th Quintile,3 rooms,1.0,35,3756,0.83468,1.2029
843,843,1998,Saxony-Anhalt,1st Quintile,3 rooms,1.0,34,3756,0.81546,1.22608
844,844,1998,Saxony-Anhalt,3rd Quintile,3 rooms,1.0,32,3756,0.81151,1.20013
845,845,1998,Thuringa,1st Quintile,3 rooms,1.0,34,3756,0.78459,1.18401
846,846,1998,Thuringa,2nd Quintile,3 rooms,1.0,34,3756,0.82082,1.28375
847,847,1999,Lower Saxony,2nd Quintile,3 rooms,0.46734,36,3286,0.37076,0.57438
848,848,1999,Lower Saxony,2nd Quintile,4 rooms,0.53266,36,3286,0.4176,0.67195
849,849,1999,Lower Saxony,3rd Quintile,3 rooms,0.54693,41,3286,0.43627,0.68798
850,850,1999,Lower Saxony,3rd Quintile,4 rooms,0.45307,33,3286,0.36305,0.56275
851,851,1999,Lower Saxony,4th Quintile,3 rooms,0.59405,36,3286,0.49132,0.74288
852,852,1999,Lower Saxony,4th Quintile,4 rooms,0.40595,31,3286,0.33909,0.49963
853,853,1999,Lower Saxony,5th Quintile,4 rooms,1.0,31,3286,0.78485,1.20963
854,854,1999,North Rhine-Westphalia,1st Quintile,2 rooms,0.40985,82,3286,0.35126,0.47615
855,855,1999,North Rhine-Westphalia,1st Quintile,3 rooms,0.42058,104,3286,0.3603,0.48801
856,856,1999,North Rhine-Westphalia,1st Quintile,4 rooms,0.16957,50,3286,0.13708,0.20741
857,857,1999,North Rhine-Westphalia,2nd Quintile,2 rooms,0.35375,62,3286,0.29793,0.40695
858,858,1999,North Rhine-Westphalia,2nd Quintile,3 rooms,0.43078,115,3286,0.3768,0.48379
859,859,1999,North Rhine-Westphalia,2nd Quintile,4 rooms,0.21547,55,3286,0.17827,0.25609
860,860,1999,North Rhine-Westphalia,3rd Quintile,2 rooms,0.29719,54,3286,0.23614,0.35706
861,861,1999,North Rhine-Westphalia,3rd Quintile,3 rooms,0.47443,89,3286,0.40308,0.55006
862,862,1999,North Rhine-Westphalia,3rd Quintile,4 rooms,0.22838,50,3286,0.1851,0.28533
863,863,1999,North Rhine-Westphalia,4th Quintile,2 rooms,0.252,45,3286,0.21175,0.29599
864,864,1999,North Rhine-Westphalia,4th Quintile,3 rooms,0.3388,80,3286,0.28432,0.39775
865,865,1999,North Rhine-Westphalia,4th Quintile,4 rooms,0.23429,58,3286,0.19965,0.26688
866,866,1999,North Rhine-Westphalia,4th Quintile,5 rooms,0.17491,49,3286,0.14733,0.19877
867,867,1999,North Rhine-Westphalia,5th Quintile,2 rooms,0.14207,37,3286,0.10535,0.17559
868,868,1999,North Rhine-Westphalia,5th Quintile,3 rooms,0.29907,72,3286,0.26091,0.33623
869,869,1999,North Rhine-Westphalia,5th Quintile,4 rooms,0.22584,70,3286,0.19508,0.25772
870,870,1999,North Rhine-Westphalia,5th Quintile,5 rooms,0.19971,54,3286,0.17114,0.23246
871,871,1999,North Rhine-Westphalia,5th Quintile,6 rooms,0.13331,36,3286,0.10809,0.16183
872,872,1999,Hesse,1st Quintile,2 rooms,0.51124,31,3286,0.40463,0.62634
873,873,1999,Hesse,1st Quintile,3 rooms,0.48876,38,3286,0.3766,0.60494
874,874,1999,Hesse,2nd Quintile,3 rooms,1.0,33,3286,0.73255,1.25411
875,875,1999,Baden-Wuerttemberg,1st Quintile,2 rooms,0.29582,39,3286,0.21919,0.37275
876,876,1999,Baden-Wuerttemberg,1st Quintile,3 rooms,0.5332,74,3286,0.41043,0.65611
877,877,1999,Baden-Wuerttemberg,1st Quintile,4 rooms,0.17098,31,3286,0.12493,0.24075
878,878,1999,Baden-Wuerttemberg,2nd Quintile,2 rooms,0.32323,39,3286,0.24242,0.41847
879,879,1999,Baden-Wuerttemberg,2nd Quintile,3 rooms,0.40148,64,3286,0.29895,0.49184
880,880,1999,Baden-Wuerttemberg,2nd Quintile,4 rooms,0.27529,40,3286,0.20011,0.36079
881,881,1999,Baden-Wuerttemberg,3rd Quintile,2 rooms,0.27054,38,3286,0.2069,0.35698
882,882,1999,Baden-Wuerttemberg,3rd Quintile,3 rooms,0.44528,59,3286,0.35744,0.54483
883,883,1999,Baden-Wuerttemberg,3rd Quintile,4 rooms,0.28418,44,3286,0.22187,0.35255
884,884,1999,Baden-Wuerttemberg,4th Quintile,3 rooms,0.59148,59,3286,0.49545,0.69346
885,885,1999,Baden-Wuerttemberg,4th Quintile,4 rooms,0.40852,42,3286,0.31576,0.49469
886,886,1999,Baden-Wuerttemberg,5th Quintile,3 rooms,0.48413,40,3286,0.38005,0.59715
887,887,1999,Baden-Wuerttemberg,5th Quintile,4 rooms,0.51587,37,3286,0.41713,0.66136
888,888,1999,Bavaria,1st Quintile,2 rooms,0.52372,44,3286,0.41344,0.63173
889,889,1999,Bavaria,1st Quintile,3 rooms,0.47628,49,3286,0.37769,0.56969
890,890,1999,Bavaria,2nd Quintile,2 rooms,0.29532,31,3286,0.20772,0.39515
891,891,1999,Bavaria,2nd Quintile,3 rooms,0.48123,56,3286,0.37988,0.59153
892,892,1999,Bavaria,2nd Quintile,4 rooms,0.22345,31,3286,0.16287,0.28778
893,893,1999,Bavaria,3rd Quintile,2 rooms,0.24871,32,3286,0.19485,0.30922
894,894,1999,Bavaria,3rd Quintile,3 rooms,0.47403,49,3286,0.36778,0.59165
895,895,1999,Bavaria,3rd Quintile,4 rooms,0.27726,34,3286,0.20187,0.36243
896,896,1999,Bavaria,4th Quintile,2 rooms,0.28791,41,3286,0.23136,0.35675
897,897,1999,Bavaria,4th Quintile,3 rooms,0.31134,61,3286,0.26812,0.36357
898,898,1999,Bavaria,4th Quintile,4 rooms,0.25384,57,3286,0.22057,0.30405
899,899,1999,Bavaria,4th Quintile,5 rooms,0.14691,31,3286,0.12041,0.1836
900,900,1999,Bavaria,5th Quintile,3 rooms,0.31492,48,3286,0.25647,0.37073
901,901,1999,Bavaria,5th Quintile,4 rooms,0.46621,65,3286,0.4051,0.54363
902,902,1999,Bavaria,5th Quintile,5 rooms,0.21887,35,3286,0.17678,0.26734
903,903,1999,Brandenburg,2nd Quintile,3 rooms,1.0,46,3286,0.84322,1.15767
904,904,1999,Saxony,1st Quintile,2 rooms,0.55252,42,3286,0.48857,0.61941
905,905,1999,Saxony,1st Quintile,3 rooms,0.44748,51,3286,0.37082,0.51442
906,906,1999,Saxony,2nd Quintile,2 rooms,0.30843,36,3286,0.25205,0.35768
907,907,1999,Saxony,2nd Quintile,3 rooms,0.51794,69,3286,0.44907,0.59433
908,908,1999,Saxony,2nd Quintile,4 rooms,0.17363,34,3286,0.14669,0.19362
909,909,1999,Saxony,3rd Quintile,3 rooms,0.64206,54,3286,0.53758,0.72436
910,910,1999,Saxony,3rd Quintile,4 rooms,0.35794,32,3286,0.29459,0.4369
911,911,1999,Saxony-Anhalt,1st Quintile,3 rooms,1.0,36,3286,0.8387,1.16641
912,912,1999,Saxony-Anhalt,2nd Quintile,3 rooms,1.0,34,3286,0.80043,1.20456
913,913,1999,Saxony-Anhalt,3rd Quintile,3 rooms,1.0,35,3286,0.80738,1.20278
914,914,1999,Thuringa,2nd Quintile,3 rooms,1.0,39,3286,0.79903,1.22373
915,915,2000,Lower Saxony,1st Quintile,2 rooms,0.30171,36,8734,0.2589,0.3492
916,916,2000,Lower Saxony,1st Quintile,3 rooms,0.44053,62,8734,0.39686,0.49278
917,917,2000,Lower Saxony,1st Quintile,4 rooms,0.25776,37,8734,0.20684,0.31434
918,918,2000,Lower Saxony,2nd Quintile,3 rooms,0.38888,57,8734,0.34322,0.4311
919,919,2000,Lower Saxony,2nd Quintile,4 rooms,0.37136,53,8734,0.31322,0.43301
920,920,2000,Lower Saxony,2nd Quintile,5 rooms,0.23976,35,8734,0.19964,0.28534
921,921,2000,Lower Saxony,3rd Quintile,3 rooms,0.36615,68,8734,0.31273,0.41929
922,922,2000,Lower Saxony,3rd Quintile,4 rooms,0.30775,57,8734,0.26949,0.35042
923,923,2000,Lower Saxony,3rd Quintile,5 rooms,0.18821,39,8734,0.15858,0.21948
924,924,2000,Lower Saxony,3rd Quintile,6 rooms,0.13789,31,8734,0.1157,0.16693
925,925,2000,Lower Saxony,4th Quintile,3 rooms,0.35442,54,8734,0.3066,0.40431
926,926,2000,Lower Saxony,4th Quintile,4 rooms,0.31929,56,8734,0.28482,0.36217
927,927,2000,Lower Saxony,4th Quintile,5 rooms,0.32629,52,8734,0.28522,0.36913
928,928,2000,Lower Saxony,5th Quintile,3 rooms,0.26362,37,8734,0.22335,0.31643
929,929,2000,Lower Saxony,5th Quintile,4 rooms,0.29168,48,8734,0.24777,0.34086
930,930,2000,Lower Saxony,5th Quintile,5 rooms,0.22115,36,8734,0.18292,0.26319
931,931,2000,Lower Saxony,5th Quintile,6 rooms,0.22355,41,8734,0.19982,0.25222
932,932,2000,North Rhine-Westphalia,1st Quintile,1 room,0.09577,40,8734,0.08255,0.10703
933,933,2000,North Rhine-Westphalia,1st Quintile,2 rooms,0.31517,141,8734,0.29265,0.33748
934,934,2000,North Rhine-Westphalia,1st Quintile,3 rooms,0.39266,213,8734,0.36503,0.42014
935,935,2000,North Rhine-Westphalia,1st Quintile,4 rooms,0.14352,88,8734,0.1256,0.15939
936,936,2000,North Rhine-Westphalia,1st Quintile,5 rooms,0.05289,32,8734,0.0427,0.06397
937,937,2000,North Rhine-Westphalia,2nd Quintile,2 rooms,0.29812,109,8734,0.26944,0.32677
938,938,2000,North Rhine-Westphalia,2nd Quintile,3 rooms,0.44654,214,8734,0.41425,0.48142
939,939,2000,North Rhine-Westphalia,2nd Quintile,4 rooms,0.16598,95,8734,0.14725,0.18161
940,940,2000,North Rhine-Westphalia,2nd Quintile,5 rooms,0.08937,54,8734,0.08016,0.0984
941,941,2000,North Rhine-Westphalia,3rd Quintile,2 rooms,0.26204,93,8734,0.23351,0.29095
942,942,2000,North Rhine-Westphalia,3rd Quintile,3 rooms,0.35086,161,8734,0.32837,0.37675
943,943,2000,North Rhine-Westphalia,3rd Quintile,4 rooms,0.19435,105,8734,0.17634,0.21302
944,944,2000,North Rhine-Westphalia,3rd Quintile,5 rooms,0.11983,72,8734,0.10646,0.13376
945,945,2000,North Rhine-Westphalia,3rd Quintile,6 rooms,0.07293,40,8734,0.06179,0.08854
946,946,2000,North Rhine-Westphalia,4th Quintile,2 rooms,0.22469,90,8734,0.19285,0.25186
947,947,2000,North Rhine-Westphalia,4th Quintile,3 rooms,0.31738,160,8734,0.2938,0.34507
948,948,2000,North Rhine-Westphalia,4th Quintile,4 rooms,0.23007,125,8734,0.20998,0.25256
949,949,2000,North Rhine-Westphalia,4th Quintile,5 rooms,0.12541,82,8734,0.11618,0.13425
950,950,2000,North Rhine-Westphalia,4th Quintile,6 rooms,0.10245,63,8734,0.09206,0.11808
951,951,2000,North Rhine-Westphalia,5th Quintile,2 rooms,0.11301,53,8734,0.09478,0.13283
952,952,2000,North Rhine-Westphalia,5th Quintile,3 rooms,0.2908,151,8734,0.26842,0.31608
953,953,2000,North Rhine-Westphalia,5th Quintile,4 rooms,0.22606,139,8734,0.20731,0.24751
954,954,2000,North Rhine-Westphalia,5th Quintile,5 rooms,0.19632,118,8734,0.17476,0.21789
955,955,2000,North Rhine-Westphalia,5th Quintile,6 rooms,0.12411,71,8734,0.10762,0.13856
956,956,2000,North Rhine-Westphalia,5th Quintile,7 rooms,0.04971,36,8734,0.04061,0.06052
957,957,2000,Hesse,1st Quintile,2 rooms,0.51321,52,8734,0.47073,0.56774
958,958,2000,Hesse,1st Quintile,3 rooms,0.48679,64,8734,0.43014,0.55095
959,959,2000,Hesse,2nd Quintile,2 rooms,0.43831,31,8734,0.33204,0.53527
960,960,2000,Hesse,2nd Quintile,3 rooms,0.56169,55,8734,0.45696,0.63851
961,961,2000,Hesse,3rd Quintile,3 rooms,0.58598,43,8734,0.50119,0.68055
962,962,2000,Hesse,3rd Quintile,4 rooms,0.41402,42,8734,0.36671,0.45912
963,963,2000,Hesse,4th Quintile,3 rooms,0.52819,51,8734,0.4457,0.61511
964,964,2000,Hesse,4th Quintile,4 rooms,0.47181,50,8734,0.39052,0.5566
965,965,2000,Hesse,5th Quintile,3 rooms,0.35723,48,8734,0.31777,0.40292
966,966,2000,Hesse,5th Quintile,4 rooms,0.41806,53,8734,0.34578,0.48208
967,967,2000,Hesse,5th Quintile,5 rooms,0.22471,34,8734,0.20832,0.24386
968,968,2000,"Rhineland-Palatinate, Saarland",1st Quintile,2 rooms,0.49235,38,8734,0.42614,0.56365
969,969,2000,"Rhineland-Palatinate, Saarland",1st Quintile,3 rooms,0.50765,41,8734,0.45041,0.57137
970,970,2000,"Rhineland-Palatinate, Saarland",2nd Quintile,3 rooms,0.55497,43,8734,0.45868,0.67112
971,971,2000,"Rhineland-Palatinate, Saarland",2nd Quintile,4 rooms,0.44503,39,8734,0.37558,0.52578
972,972,2000,"Rhineland-Palatinate, Saarland",3rd Quintile,3 rooms,0.55642,37,8734,0.47107,0.64544
973,973,2000,"Rhineland-Palatinate, Saarland",3rd Quintile,4 rooms,0.44358,39,8734,0.38188,0.50183
974,974,2000,"Rhineland-Palatinate, Saarland",4th Quintile,3 rooms,0.3219,34,8734,0.28289,0.36092
975,975,2000,"Rhineland-Palatinate, Saarland",4th Quintile,4 rooms,0.36281,36,8734,0.30193,0.42446
976,976,2000,"Rhineland-Palatinate, Saarland",4th Quintile,5 rooms,0.31529,35,8734,0.27544,0.36766
977,977,2000,"Rhineland-Palatinate, Saarland",5th Quintile,4 rooms,1.0,32,8734,0.79939,1.25731
978,978,2000,Baden-Wuerttemberg,1st Quintile,2 rooms,0.28334,49,8734,0.23179,0.32878
979,979,2000,Baden-Wuerttemberg,1st Quintile,3 rooms,0.49354,95,8734,0.42824,0.57474
980,980,2000,Baden-Wuerttemberg,1st Quintile,4 rooms,0.22312,53,8734,0.18453,0.25948
981,981,2000,Baden-Wuerttemberg,2nd Quintile,2 rooms,0.23255,53,8734,0.18818,0.27519
982,982,2000,Baden-Wuerttemberg,2nd Quintile,3 rooms,0.35645,103,8734,0.30829,0.4042
983,983,2000,Baden-Wuerttemberg,2nd Quintile,4 rooms,0.242,62,8734,0.20349,0.29115
984,984,2000,Baden-Wuerttemberg,2nd Quintile,5 rooms,0.16899,48,8734,0.14485,0.20331
985,985,2000,Baden-Wuerttemberg,3rd Quintile,2 rooms,0.1783,43,8734,0.14035,0.22045
986,986,2000,Baden-Wuerttemberg,3rd Quintile,3 rooms,0.41785,93,8734,0.36971,0.4747
987,987,2000,Baden-Wuerttemberg,3rd Quintile,4 rooms,0.25264,68,8734,0.22565,0.28148
988,988,2000,Baden-Wuerttemberg,3rd Quintile,5 rooms,0.15121,40,8734,0.12697,0.18196
989,989,2000,Baden-Wuerttemberg,4th Quintile,2 rooms,0.20713,53,8734,0.18456,0.23492
990,990,2000,Baden-Wuerttemberg,4th Quintile,3 rooms,0.34188,98,8734,0.2968,0.38402
991,991,2000,Baden-Wuerttemberg,4th Quintile,4 rooms,0.20585,73,8734,0.17178,0.24426
992,992,2000,Baden-Wuerttemberg,4th Quintile,5 rooms,0.15653,55,8734,0.13272,0.17826
993,993,2000,Baden-Wuerttemberg,4th Quintile,6 rooms,0.08862,32,8734,0.07264,0.109
994,994,2000,Baden-Wuerttemberg,5th Quintile,2 rooms,0.12608,31,8734,0.09656,0.15107
995,995,2000,Baden-Wuerttemberg,5th Quintile,3 rooms,0.25939,67,8734,0.22741,0.29285
996,996,2000,Baden-Wuerttemberg,5th Quintile,4 rooms,0.25886,75,8734,0.22841,0.28858
997,997,2000,Baden-Wuerttemberg,5th Quintile,5 rooms,0.19597,67,8734,0.17659,0.21364
998,998,2000,Baden-Wuerttemberg,5th Quintile,6 rooms,0.1597,53,8734,0.14218,0.18294
999,999,2000,Bavaria,1st Quintile,2 rooms,0.43156,96,8734,0.38702,0.46807
1000,1000,2000,Bavaria,1st Quintile,3 rooms,0.371,103,8734,0.33391,0.40901
1001,1001,2000,Bavaria,1st Quintile,4 rooms,0.19743,58,8734,0.17728,0.22702
1002,1002,2000,Bavaria,2nd Quintile,2 rooms,0.27225,58,8734,0.23602,0.31431
1003,1003,2000,Bavaria,2nd Quintile,3 rooms,0.34485,94,8734,0.29932,0.38258
1004,1004,2000,Bavaria,2nd Quintile,4 rooms,0.27489,76,8734,0.24058,0.31669
1005,1005,2000,Bavaria,2nd Quintile,5 rooms,0.10801,35,8734,0.09483,0.1193
1006,1006,2000,Bavaria,3rd Quintile,2 rooms,0.22422,55,8734,0.19254,0.25526
1007,1007,2000,Bavaria,3rd Quintile,3 rooms,0.34584,102,8734,0.31688,0.37825
1008,1008,2000,Bavaria,3rd Quintile,4 rooms,0.16967,66,8734,0.15461,0.18945
1009,1009,2000,Bavaria,3rd Quintile,5 rooms,0.14688,51,8734,0.12052,0.1706
1010,1010,2000,Bavaria,3rd Quintile,6 rooms,0.11339,43,8734,0.09465,0.1311
1011,1011,2000,Bavaria,4th Quintile,2 rooms,0.20158,52,8734,0.17024,0.23141
1012,1012,2000,Bavaria,4th Quintile,3 rooms,0.27006,93,8734,0.24275,0.30304
1013,1013,2000,Bavaria,4th Quintile,4 rooms,0.26396,97,8734,0.23874,0.28729
1014,1014,2000,Bavaria,4th Quintile,5 rooms,0.17514,65,8734,0.14994,0.20045
1015,1015,2000,Bavaria,4th Quintile,6 rooms,0.08926,43,8734,0.07897,0.09869
1016,1016,2000,Bavaria,5th Quintile,2 rooms,0.13618,41,8734,0.11409,0.16322
1017,1017,2000,Bavaria,5th Quintile,3 rooms,0.25584,86,8734,0.23123,0.28644
1018,1018,2000,Bavaria,5th Quintile,4 rooms,0.2881,108,8734,0.25816,0.31572
1019,1019,2000,Bavaria,5th Quintile,5 rooms,0.18963,74,8734,0.16895,0.21644
1020,1020,2000,Bavaria,5th Quintile,6 rooms,0.13026,55,8734,0.11522,0.14937
1021,1021,2000,Berlin,1st Quintile,2 rooms,1.0,49,8734,0.87131,1.14927
1022,1022,2000,Berlin,2nd Quintile,3 rooms,1.0,39,8734,0.82098,1.18425
1023,1023,2000,Berlin,3rd Quintile,2 rooms,1.0,32,8734,0.87175,1.14756
1024,1024,2000,Berlin,4th Quintile,2 rooms,0.48265,33,8734,0.40196,0.54434
1025,1025,2000,Berlin,4th Quintile,3 rooms,0.51735,44,8734,0.46332,0.58709
1026,1026,2000,Berlin,5th Quintile,3 rooms,1.0,41,8734,0.85959,1.12159
1027,1027,2000,Brandenburg,1st Quintile,2 rooms,0.54222,39,8734,0.43843,0.64766
1028,1028,2000,Brandenburg,1st Quintile,3 rooms,0.45778,43,8734,0.39801,0.51947
1029,1029,2000,Brandenburg,2nd Quintile,3 rooms,1.0,69,8734,0.87488,1.1407
1030,1030,2000,Brandenburg,3rd Quintile,3 rooms,1.0,49,8734,0.88245,1.11372
1031,1031,2000,Brandenburg,4th Quintile,3 rooms,1.0,31,8734,0.82622,1.19655
1032,1032,2000,Mecklenburg-Western Pomerania,1st Quintile,2 rooms,1.0,37,8734,0.89234,1.13406
1033,1033,2000,Mecklenburg-Western Pomerania,2nd Quintile,3 rooms,1.0,38,8734,0.85851,1.16942
1034,1034,2000,Saxony,1st Quintile,2 rooms,0.42869,64,8734,0.38938,0.46773
1035,1035,2000,Saxony,1st Quintile,3 rooms,0.45743,88,8734,0.41521,0.51279
1036,1036,2000,Saxony,1st Quintile,4 rooms,0.11388,33,8734,0.09964,0.12877
1037,1037,2000,Saxony,2nd Quintile,2 rooms,0.30666,61,8734,0.27317,0.34412
1038,1038,2000,Saxony,2nd Quintile,3 rooms,0.49125,112,8734,0.45341,0.52705
1039,1039,2000,Saxony,2nd Quintile,4 rooms,0.20209,55,8734,0.18044,0.22643
1040,1040,2000,Saxony,3rd Quintile,2 rooms,0.24247,33,8734,0.21148,0.27266
1041,1041,2000,Saxony,3rd Quintile,3 rooms,0.50129,84,8734,0.44252,0.55101
1042,1042,2000,Saxony,3rd Quintile,4 rooms,0.25623,54,8734,0.22171,0.28879
1043,1043,2000,Saxony,4th Quintile,3 rooms,1.0,53,8734,0.89228,1.11643
1044,1044,2000,Saxony-Anhalt,1st Quintile,2 rooms,0.5244,42,8734,0.45716,0.59038
1045,1045,2000,Saxony-Anhalt,1st Quintile,3 rooms,0.4756,47,8734,0.41169,0.53307
1046,1046,2000,Saxony-Anhalt,2nd Quintile,3 rooms,0.68269,62,8734,0.61634,0.76603
1047,1047,2000,Saxony-Anhalt,2nd Quintile,4 rooms,0.31731,32,8734,0.26287,0.38082
1048,1048,2000,Saxony-Anhalt,3rd Quintile,3 rooms,0.61311,55,8734,0.52509,0.69668
1049,1049,2000,Saxony-Anhalt,3rd Quintile,4 rooms,0.38689,34,8734,0.32705,0.44152
1050,1050,2000,Thuringa,1st Quintile,2 rooms,0.60736,36,8734,0.54326,0.66939
1051,1051,2000,Thuringa,1st Quintile,3 rooms,0.39264,40,8734,0.32539,0.46679
1052,1052,2000,Thuringa,2nd Quintile,3 rooms,1.0,61,8734,0.87389,1.14087
1053,1053,2000,Thuringa,3rd Quintile,3 rooms,1.0,41,8734,0.80647,1.17923
1054,1054,2001,Lower Saxony,1st Quintile,2 rooms,0.33067,37,7543,0.27776,0.38728
1055,1055,2001,Lower Saxony,1st Quintile,3 rooms,0.44017,54,7543,0.38079,0.49979
1056,1056,2001,Lower Saxony,1st Quintile,4 rooms,0.22916,34,7543,0.18835,0.27289
1057,1057,2001,Lower Saxony,2nd Quintile,3 rooms,0.34964,49,7543,0.29721,0.40774
1058,1058,2001,Lower Saxony,2nd Quintile,4 rooms,0.34441,39,7543,0.27622,0.40632
1059,1059,2001,Lower Saxony,2nd Quintile,5 rooms,0.30595,36,7543,0.26757,0.35538
1060,1060,2001,Lower Saxony,3rd Quintile,3 rooms,0.44593,67,7543,0.38555,0.51321
1061,1061,2001,Lower Saxony,3rd Quintile,4 rooms,0.36819,53,7543,0.30709,0.42272
1062,1062,2001,Lower Saxony,3rd Quintile,5 rooms,0.18589,34,7543,0.15607,0.21735
1063,1063,2001,Lower Saxony,4th Quintile,3 rooms,0.34709,40,7543,0.28756,0.41454
1064,1064,2001,Lower Saxony,4th Quintile,4 rooms,0.34564,55,7543,0.29961,0.39768
1065,1065,2001,Lower Saxony,4th Quintile,5 rooms,0.30728,38,7543,0.25106,0.36042
1066,1066,2001,Lower Saxony,5th Quintile,3 rooms,0.24153,35,7543,0.1848,0.2828
1067,1067,2001,Lower Saxony,5th Quintile,4 rooms,0.29674,47,7543,0.24411,0.3485
1068,1068,2001,Lower Saxony,5th Quintile,5 rooms,0.23634,37,7543,0.20192,0.27735
1069,1069,2001,Lower Saxony,5th Quintile,6 rooms,0.22539,36,7543,0.19313,0.25665
1070,1070,2001,North Rhine-Westphalia,1st Quintile,2 rooms,0.34521,116,7543,0.31026,0.37525
1071,1071,2001,North Rhine-Westphalia,1st Quintile,3 rooms,0.45606,189,7543,0.41403,0.49386
1072,1072,2001,North Rhine-Westphalia,1st Quintile,4 rooms,0.13614,76,7543,0.11838,0.15486
1073,1073,2001,North Rhine-Westphalia,1st Quintile,5 rooms,0.06259,33,7543,0.05216,0.07367
1074,1074,2001,North Rhine-Westphalia,2nd Quintile,2 rooms,0.29944,99,7543,0.2726,0.32747
1075,1075,2001,North Rhine-Westphalia,2nd Quintile,3 rooms,0.40078,164,7543,0.36118,0.43786
