,Unnamed: 0,year,hhtyp,quintil_oecd_hh,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
566,566,1994,Couple with children,2nd Quintile,6 rooms,0.11621,58,5290,0.10061,0.13283
567,567,1994,Couple with children,3rd Quintile,2 rooms,0.05204,36,5290,0.03636,0.06723
568,568,1994,Couple with children,3rd Quintile,3 rooms,0.37486,259,5290,0.34246,0.42132
569,569,1994,Couple with children,3rd Quintile,4 rooms,0.28509,180,5290,0.25896,0.31533
570,570,1994,Couple with children,3rd Quintile,5 rooms,0.19277,104,5290,0.16985,0.21465
571,571,1994,Couple with children,3rd Quintile,6 rooms,0.09524,53,5290,0.0813,0.10652
572,572,1994,Couple with children,4th Quintile,3 rooms,0.28816,173,5290,0.25201,0.3256
573,573,1994,Couple with children,4th Quintile,4 rooms,0.27677,133,5290,0.24611,0.31851
574,574,1994,Couple with children,4th Quintile,5 rooms,0.20426,81,5290,0.17985,0.23117
575,575,1994,Couple with children,4th Quintile,6 rooms,0.12728,46,5290,0.10942,0.14851
576,576,1994,Couple with children,4th Quintile,7 rooms,0.10353,36,5290,0.08206,0.13254
577,577,1994,Couple with children,5th Quintile,3 rooms,0.1991,79,5290,0.17001,0.22977
578,578,1994,Couple with children,5th Quintile,4 rooms,0.28411,90,5290,0.25164,0.31483
579,579,1994,Couple with children,5th Quintile,5 rooms,0.33992,89,5290,0.30618,0.38149
580,580,1994,Couple with children,5th Quintile,6 rooms,0.17686,43,5290,0.15354,0.20655
581,581,1995,Single-person household,1st Quintile,1 room,0.24347,96,5459,0.20966,0.27709
582,582,1995,Single-person household,1st Quintile,2 rooms,0.47513,177,5459,0.43829,0.51761
583,583,1995,Single-person household,1st Quintile,3 rooms,0.2814,93,5459,0.25424,0.31272
584,584,1995,Single-person household,2nd Quintile,1 room,0.16203,49,5459,0.1354,0.19433
585,585,1995,Single-person household,2nd Quintile,2 rooms,0.48646,126,5459,0.45112,0.52845
586,586,1995,Single-person household,2nd Quintile,3 rooms,0.35151,83,5459,0.31146,0.39855
587,587,1995,Single-person household,3rd Quintile,1 room,0.16096,40,5459,0.13289,0.19428
588,588,1995,Single-person household,3rd Quintile,2 rooms,0.47192,115,5459,0.41982,0.53068
589,589,1995,Single-person household,3rd Quintile,3 rooms,0.36711,84,5459,0.32166,0.41288
590,590,1995,Single-person household,4th Quintile,2 rooms,0.61827,101,5459,0.55845,0.67488
591,591,1995,Single-person household,4th Quintile,3 rooms,0.38173,59,5459,0.32662,0.42388
592,592,1995,Single-person household,5th Quintile,2 rooms,0.48574,57,5459,0.43119,0.5485
593,593,1995,Single-person household,5th Quintile,3 rooms,0.51426,62,5459,0.43702,0.58389
594,594,1995,Couple without children,1st Quintile,2 rooms,0.46534,87,5459,0.39855,0.53042
595,595,1995,Couple without children,1st Quintile,3 rooms,0.53466,92,5459,0.45038,0.60228
596,596,1995,Couple without children,2nd Quintile,2 rooms,0.36001,99,5459,0.31249,0.40393
597,597,1995,Couple without children,2nd Quintile,3 rooms,0.41014,119,5459,0.37321,0.44242
598,598,1995,Couple without children,2nd Quintile,4 rooms,0.22985,63,5459,0.19744,0.25986
599,599,1995,Couple without children,3rd Quintile,2 rooms,0.25012,94,5459,0.21448,0.28215
600,600,1995,Couple without children,3rd Quintile,3 rooms,0.42273,140,5459,0.38038,0.46408
601,601,1995,Couple without children,3rd Quintile,4 rooms,0.21351,61,5459,0.17922,0.25352
602,602,1995,Couple without children,3rd Quintile,5 rooms,0.11364,31,5459,0.09372,0.13939
603,603,1995,Couple without children,4th Quintile,2 rooms,0.20476,91,5459,0.1772,0.23626
604,604,1995,Couple without children,4th Quintile,3 rooms,0.45948,161,5459,0.41344,0.50689
605,605,1995,Couple without children,4th Quintile,4 rooms,0.22695,87,5459,0.19714,0.25779
606,606,1995,Couple without children,4th Quintile,5 rooms,0.10881,35,5459,0.0896,0.12815
607,607,1995,Couple without children,5th Quintile,2 rooms,0.13175,76,5459,0.11024,0.15123
608,608,1995,Couple without children,5th Quintile,3 rooms,0.3371,172,5459,0.31043,0.36993
609,609,1995,Couple without children,5th Quintile,4 rooms,0.31678,136,5459,0.28589,0.35266
610,610,1995,Couple without children,5th Quintile,5 rooms,0.12367,54,5459,0.11118,0.13694
611,611,1995,Couple without children,5th Quintile,6 rooms,0.09071,40,5459,0.06761,0.11406
612,612,1995,Single parent,1st Quintile,2 rooms,0.48887,44,5459,0.37764,0.61898
613,613,1995,Single parent,1st Quintile,3 rooms,0.51113,61,5459,0.42831,0.6231
614,614,1995,Single parent,2nd Quintile,3 rooms,1.0,38,5459,0.81172,1.21118
615,615,1995,Couple with children,1st Quintile,2 rooms,0.11993,65,5459,0.10017,0.14198
616,616,1995,Couple with children,1st Quintile,3 rooms,0.46878,248,5459,0.41841,0.52621
617,617,1995,Couple with children,1st Quintile,4 rooms,0.30438,139,5459,0.26289,0.35377
618,618,1995,Couple with children,1st Quintile,5 rooms,0.10691,44,5459,0.08054,0.13333
619,619,1995,Couple with children,2nd Quintile,2 rooms,0.06079,50,5459,0.04802,0.07664
620,620,1995,Couple with children,2nd Quintile,3 rooms,0.39073,284,5459,0.35227,0.43168
621,621,1995,Couple with children,2nd Quintile,4 rooms,0.30528,199,5459,0.27501,0.33398
622,622,1995,Couple with children,2nd Quintile,5 rooms,0.14686,79,5459,0.12458,0.1735
623,623,1995,Couple with children,2nd Quintile,6 rooms,0.09635,49,5459,0.08034,0.11203
624,624,1995,Couple with children,3rd Quintile,2 rooms,0.04557,36,5459,0.0333,0.05824
625,625,1995,Couple with children,3rd Quintile,3 rooms,0.33323,237,5459,0.2974,0.3704
626,626,1995,Couple with children,3rd Quintile,4 rooms,0.27577,177,5459,0.24655,0.3105
627,627,1995,Couple with children,3rd Quintile,5 rooms,0.17954,99,5459,0.15843,0.20789
628,628,1995,Couple with children,3rd Quintile,6 rooms,0.10889,50,5459,0.08791,0.1276
629,629,1995,Couple with children,3rd Quintile,7 rooms,0.057,31,5459,0.0475,0.07024
630,630,1995,Couple with children,4th Quintile,3 rooms,0.33078,175,5459,0.29669,0.36846
631,631,1995,Couple with children,4th Quintile,4 rooms,0.27207,124,5459,0.23012,0.31947
632,632,1995,Couple with children,4th Quintile,5 rooms,0.25031,97,5459,0.21711,0.28411
633,633,1995,Couple with children,4th Quintile,6 rooms,0.14684,56,5459,0.13105,0.16642
634,634,1995,Couple with children,5th Quintile,3 rooms,0.23109,86,5459,0.19085,0.28187
635,635,1995,Couple with children,5th Quintile,4 rooms,0.26187,85,5459,0.23258,0.29058
636,636,1995,Couple with children,5th Quintile,5 rooms,0.31005,79,5459,0.27097,0.34899
637,637,1995,Couple with children,5th Quintile,6 rooms,0.19699,47,5459,0.17261,0.22459
638,638,1996,Single-person household,1st Quintile,1 room,0.21473,93,5487,0.18594,0.24554
639,639,1996,Single-person household,1st Quintile,2 rooms,0.50843,196,5487,0.4637,0.55895
640,640,1996,Single-person household,1st Quintile,3 rooms,0.27684,95,5487,0.2461,0.30709
641,641,1996,Single-person household,2nd Quintile,1 room,0.173,47,5487,0.14119,0.20778
642,642,1996,Single-person household,2nd Quintile,2 rooms,0.46332,115,5487,0.421,0.51303
643,643,1996,Single-person household,2nd Quintile,3 rooms,0.36368,86,5487,0.32701,0.40436
644,644,1996,Single-person household,3rd Quintile,1 room,0.11216,33,5487,0.08957,0.14104
645,645,1996,Single-person household,3rd Quintile,2 rooms,0.47407,119,5487,0.41083,0.52446
646,646,1996,Single-person household,3rd Quintile,3 rooms,0.28091,66,5487,0.23914,0.31812
647,647,1996,Single-person household,3rd Quintile,4 rooms,0.13286,32,5487,0.10755,0.16272
648,648,1996,Single-person household,4th Quintile,1 room,0.14867,34,5487,0.11949,0.17933
649,649,1996,Single-person household,4th Quintile,2 rooms,0.54193,115,5487,0.48249,0.62737
650,650,1996,Single-person household,4th Quintile,3 rooms,0.3094,62,5487,0.27417,0.34476
651,651,1996,Single-person household,5th Quintile,2 rooms,0.35348,51,5487,0.31466,0.40172
652,652,1996,Single-person household,5th Quintile,3 rooms,0.44571,66,5487,0.39635,0.49846
653,653,1996,Single-person household,5th Quintile,4 rooms,0.20081,33,5487,0.17261,0.23228
654,654,1996,Couple without children,1st Quintile,2 rooms,0.43225,76,5487,0.36526,0.50941
655,655,1996,Couple without children,1st Quintile,3 rooms,0.56775,97,5487,0.47654,0.64599
656,656,1996,Couple without children,2nd Quintile,2 rooms,0.3126,98,5487,0.27388,0.35073
657,657,1996,Couple without children,2nd Quintile,3 rooms,0.45722,122,5487,0.41797,0.50956
658,658,1996,Couple without children,2nd Quintile,4 rooms,0.23018,57,5487,0.19148,0.26759
659,659,1996,Couple without children,3rd Quintile,2 rooms,0.28594,106,5487,0.24134,0.33697
660,660,1996,Couple without children,3rd Quintile,3 rooms,0.42356,146,5487,0.37548,0.47748
661,661,1996,Couple without children,3rd Quintile,4 rooms,0.17404,68,5487,0.15021,0.19708
662,662,1996,Couple without children,3rd Quintile,5 rooms,0.11646,34,5487,0.08847,0.14238
663,663,1996,Couple without children,4th Quintile,2 rooms,0.22484,105,5487,0.19236,0.26053
664,664,1996,Couple without children,4th Quintile,3 rooms,0.37732,150,5487,0.3403,0.41156
665,665,1996,Couple without children,4th Quintile,4 rooms,0.28091,95,5487,0.24275,0.32145
666,666,1996,Couple without children,4th Quintile,5 rooms,0.11693,38,5487,0.10045,0.13593
667,667,1996,Couple without children,5th Quintile,2 rooms,0.11765,62,5487,0.09737,0.14257
668,668,1996,Couple without children,5th Quintile,3 rooms,0.34031,160,5487,0.3085,0.36981
669,669,1996,Couple without children,5th Quintile,4 rooms,0.32943,130,5487,0.29011,0.36545
670,670,1996,Couple without children,5th Quintile,5 rooms,0.12246,49,5487,0.10494,0.14271
671,671,1996,Couple without children,5th Quintile,6 rooms,0.09014,39,5487,0.07518,0.10619
672,672,1996,Single parent,1st Quintile,2 rooms,0.30571,40,5487,0.24223,0.36244
673,673,1996,Single parent,1st Quintile,3 rooms,0.46529,70,5487,0.38689,0.55712
674,674,1996,Single parent,1st Quintile,4 rooms,0.229,31,5487,0.15363,0.31721
675,675,1996,Single parent,2nd Quintile,3 rooms,1.0,38,5487,0.78986,1.22671
676,676,1996,Couple with children,1st Quintile,2 rooms,0.1162,52,5487,0.09272,0.13952
677,677,1996,Couple with children,1st Quintile,3 rooms,0.41908,217,5487,0.36789,0.47355
678,678,1996,Couple with children,1st Quintile,4 rooms,0.32435,133,5487,0.2819,0.38778
679,679,1996,Couple with children,1st Quintile,5 rooms,0.14037,53,5487,0.11229,0.17104
680,680,1996,Couple with children,2nd Quintile,2 rooms,0.05599,47,5487,0.03898,0.07544
681,681,1996,Couple with children,2nd Quintile,3 rooms,0.39564,284,5487,0.35448,0.4463
682,682,1996,Couple with children,2nd Quintile,4 rooms,0.30983,196,5487,0.2774,0.34584
683,683,1996,Couple with children,2nd Quintile,5 rooms,0.14679,81,5487,0.12742,0.1662
684,684,1996,Couple with children,2nd Quintile,6 rooms,0.09175,53,5487,0.07815,0.10761
685,685,1996,Couple with children,3rd Quintile,3 rooms,0.37911,215,5487,0.33261,0.42806
686,686,1996,Couple with children,3rd Quintile,4 rooms,0.31529,178,5487,0.2827,0.35842
687,687,1996,Couple with children,3rd Quintile,5 rooms,0.21881,107,5487,0.18883,0.2482
688,688,1996,Couple with children,3rd Quintile,6 rooms,0.08679,41,5487,0.07347,0.09873
689,689,1996,Couple with children,4th Quintile,3 rooms,0.25337,154,5487,0.22433,0.28006
690,690,1996,Couple with children,4th Quintile,4 rooms,0.25975,126,5487,0.22487,0.29541
691,691,1996,Couple with children,4th Quintile,5 rooms,0.23239,90,5487,0.20126,0.27152
692,692,1996,Couple with children,4th Quintile,6 rooms,0.17299,68,5487,0.14825,0.19605
693,693,1996,Couple with children,4th Quintile,7 rooms,0.0815,31,5487,0.06572,0.10009
694,694,1996,Couple with children,5th Quintile,3 rooms,0.20094,81,5487,0.17756,0.22826
695,695,1996,Couple with children,5th Quintile,4 rooms,0.25209,87,5487,0.21273,0.28224
696,696,1996,Couple with children,5th Quintile,5 rooms,0.33803,84,5487,0.29968,0.36832
697,697,1996,Couple with children,5th Quintile,6 rooms,0.20895,55,5487,0.17793,0.24098
698,698,1997,Single-person household,1st Quintile,1 room,0.16776,81,5416,0.14596,0.19425
699,699,1997,Single-person household,1st Quintile,2 rooms,0.45314,191,5416,0.41359,0.48827
700,700,1997,Single-person household,1st Quintile,3 rooms,0.28031,99,5416,0.2484,0.31567
701,701,1997,Single-person household,1st Quintile,4 rooms,0.09878,32,5416,0.0819,0.11566
702,702,1997,Single-person household,2nd Quintile,1 room,0.16741,51,5416,0.1362,0.19505
703,703,1997,Single-person household,2nd Quintile,2 rooms,0.47431,132,5416,0.4299,0.52326
704,704,1997,Single-person household,2nd Quintile,3 rooms,0.35828,88,5416,0.3201,0.4024
705,705,1997,Single-person household,3rd Quintile,2 rooms,0.60433,118,5416,0.52738,0.68433
706,706,1997,Single-person household,3rd Quintile,3 rooms,0.39567,76,5416,0.34143,0.45257
707,707,1997,Single-person household,4th Quintile,2 rooms,0.62316,98,5416,0.55931,0.70288
708,708,1997,Single-person household,4th Quintile,3 rooms,0.37684,65,5416,0.33691,0.42178
709,709,1997,Single-person household,5th Quintile,2 rooms,0.37866,59,5416,0.33044,0.42247
710,710,1997,Single-person household,5th Quintile,3 rooms,0.38477,57,5416,0.33877,0.42811
711,711,1997,Single-person household,5th Quintile,4 rooms,0.23658,37,5416,0.19289,0.27478
712,712,1997,Couple without children,1st Quintile,2 rooms,0.41975,82,5416,0.35446,0.49618
713,713,1997,Couple without children,1st Quintile,3 rooms,0.4111,77,5416,0.35872,0.47917
714,714,1997,Couple without children,1st Quintile,4 rooms,0.16915,33,5416,0.13611,0.20113
715,715,1997,Couple without children,2nd Quintile,2 rooms,0.27432,93,5416,0.23532,0.30648
716,716,1997,Couple without children,2nd Quintile,3 rooms,0.52405,142,5416,0.46714,0.57707
717,717,1997,Couple without children,2nd Quintile,4 rooms,0.20163,52,5416,0.17217,0.2438
718,718,1997,Couple without children,3rd Quintile,2 rooms,0.23947,86,5416,0.20132,0.28729
719,719,1997,Couple without children,3rd Quintile,3 rooms,0.45114,156,5416,0.39324,0.498
720,720,1997,Couple without children,3rd Quintile,4 rooms,0.16627,65,5416,0.1396,0.19224
721,721,1997,Couple without children,3rd Quintile,5 rooms,0.14312,34,5416,0.11406,0.17244
722,722,1997,Couple without children,4th Quintile,2 rooms,0.23162,110,5416,0.20325,0.25779
723,723,1997,Couple without children,4th Quintile,3 rooms,0.43252,166,5416,0.38171,0.47808
724,724,1997,Couple without children,4th Quintile,4 rooms,0.2274,85,5416,0.19872,0.26299
725,725,1997,Couple without children,4th Quintile,5 rooms,0.10846,42,5416,0.09213,0.12383
726,726,1997,Couple without children,5th Quintile,2 rooms,0.0868,59,5416,0.0723,0.10188
727,727,1997,Couple without children,5th Quintile,3 rooms,0.3266,160,5416,0.29711,0.35928
728,728,1997,Couple without children,5th Quintile,4 rooms,0.33871,149,5416,0.31222,0.37592
729,729,1997,Couple without children,5th Quintile,5 rooms,0.14201,64,5416,0.12163,0.16253
730,730,1997,Couple without children,5th Quintile,6 rooms,0.10589,43,5416,0.08259,0.12602
731,731,1997,Single parent,1st Quintile,2 rooms,0.34638,32,5416,0.26413,0.42981
732,732,1997,Single parent,1st Quintile,3 rooms,0.65362,77,5416,0.56573,0.7711
733,733,1997,Single parent,2nd Quintile,3 rooms,1.0,45,5416,0.78612,1.26699
734,734,1997,Couple with children,1st Quintile,2 rooms,0.11132,53,5416,0.08383,0.14255
735,735,1997,Couple with children,1st Quintile,3 rooms,0.44031,199,5416,0.37881,0.50421
736,736,1997,Couple with children,1st Quintile,4 rooms,0.32111,134,5416,0.27435,0.36747
737,737,1997,Couple with children,1st Quintile,5 rooms,0.12727,43,5416,0.09509,0.16373
738,738,1997,Couple with children,2nd Quintile,2 rooms,0.05525,39,5416,0.04548,0.06833
739,739,1997,Couple with children,2nd Quintile,3 rooms,0.35698,259,5416,0.31918,0.39063
740,740,1997,Couple with children,2nd Quintile,4 rooms,0.317,188,5416,0.27584,0.3502
741,741,1997,Couple with children,2nd Quintile,5 rooms,0.16992,92,5416,0.15224,0.18797
742,742,1997,Couple with children,2nd Quintile,6 rooms,0.10086,49,5416,0.07873,0.1253
743,743,1997,Couple with children,3rd Quintile,3 rooms,0.33757,205,5416,0.30112,0.37501
744,744,1997,Couple with children,3rd Quintile,4 rooms,0.32442,183,5416,0.2867,0.36505
745,745,1997,Couple with children,3rd Quintile,5 rooms,0.18304,95,5416,0.15798,0.21321
746,746,1997,Couple with children,3rd Quintile,6 rooms,0.09112,44,5416,0.07916,0.10604
747,747,1997,Couple with children,3rd Quintile,7 rooms,0.06385,31,5416,0.05103,0.08117
748,748,1997,Couple with children,4th Quintile,3 rooms,0.28639,162,5416,0.25591,0.32083
749,749,1997,Couple with children,4th Quintile,4 rooms,0.24184,130,5416,0.20805,0.27398
750,750,1997,Couple with children,4th Quintile,5 rooms,0.22532,96,5416,0.19234,0.25971
751,751,1997,Couple with children,4th Quintile,6 rooms,0.157,59,5416,0.13347,0.18565
752,752,1997,Couple with children,4th Quintile,7 rooms,0.08945,31,5416,0.0687,0.11751
753,753,1997,Couple with children,5th Quintile,3 rooms,0.19538,70,5416,0.16431,0.22686
754,754,1997,Couple with children,5th Quintile,4 rooms,0.22444,77,5416,0.18994,0.25855
755,755,1997,Couple with children,5th Quintile,5 rooms,0.37933,85,5416,0.33318,0.44143
756,756,1997,Couple with children,5th Quintile,6 rooms,0.20085,56,5416,0.17977,0.23326
757,757,1998,Single-person household,1st Quintile,1 room,0.20143,111,6401,0.1783,0.22626
758,758,1998,Single-person household,1st Quintile,2 rooms,0.51441,238,6401,0.48205,0.55018
759,759,1998,Single-person household,1st Quintile,3 rooms,0.28416,111,6401,0.26057,0.30783
760,760,1998,Single-person household,2nd Quintile,1 room,0.13641,50,6401,0.11634,0.15796
761,761,1998,Single-person household,2nd Quintile,2 rooms,0.46417,164,6401,0.42701,0.50749
762,762,1998,Single-person household,2nd Quintile,3 rooms,0.28772,100,6401,0.2612,0.31911
763,763,1998,Single-person household,2nd Quintile,4 rooms,0.11171,32,6401,0.09575,0.12883
764,764,1998,Single-person household,3rd Quintile,1 room,0.10223,34,6401,0.08475,0.1179
765,765,1998,Single-person household,3rd Quintile,2 rooms,0.48996,158,6401,0.44884,0.53295
766,766,1998,Single-person household,3rd Quintile,3 rooms,0.29873,90,6401,0.26712,0.3336
767,767,1998,Single-person household,3rd Quintile,4 rooms,0.10909,34,6401,0.0902,0.12882
768,768,1998,Single-person household,4th Quintile,2 rooms,0.61205,119,6401,0.55004,0.67303
769,769,1998,Single-person household,4th Quintile,3 rooms,0.38795,83,6401,0.35236,0.42359
770,770,1998,Single-person household,5th Quintile,2 rooms,0.34408,69,6401,0.29282,0.39618
771,771,1998,Single-person household,5th Quintile,3 rooms,0.3904,74,6401,0.34979,0.43527
772,772,1998,Single-person household,5th Quintile,4 rooms,0.26553,49,6401,0.23793,0.29608
773,773,1998,Couple without children,1st Quintile,2 rooms,0.36069,101,6401,0.32052,0.39565
774,774,1998,Couple without children,1st Quintile,3 rooms,0.43985,103,6401,0.38469,0.49546
775,775,1998,Couple without children,1st Quintile,4 rooms,0.19946,44,6401,0.16567,0.23361
776,776,1998,Couple without children,2nd Quintile,2 rooms,0.26342,87,6401,0.22796,0.29711
777,777,1998,Couple without children,2nd Quintile,3 rooms,0.46901,139,6401,0.43136,0.50826
778,778,1998,Couple without children,2nd Quintile,4 rooms,0.26758,70,6401,0.23782,0.30567
779,779,1998,Couple without children,3rd Quintile,2 rooms,0.2236,99,6401,0.19465,0.25801
780,780,1998,Couple without children,3rd Quintile,3 rooms,0.38695,160,6401,0.34844,0.43249
781,781,1998,Couple without children,3rd Quintile,4 rooms,0.255,93,6401,0.21866,0.28666
782,782,1998,Couple without children,3rd Quintile,5 rooms,0.13444,37,6401,0.10815,0.16051
783,783,1998,Couple without children,4th Quintile,2 rooms,0.17715,103,6401,0.15177,0.2002
784,784,1998,Couple without children,4th Quintile,3 rooms,0.3934,217,6401,0.35867,0.42491
785,785,1998,Couple without children,4th Quintile,4 rooms,0.25794,122,6401,0.2261,0.28231
786,786,1998,Couple without children,4th Quintile,5 rooms,0.09097,53,6401,0.08093,0.09885
787,787,1998,Couple without children,4th Quintile,6 rooms,0.08054,41,6401,0.07081,0.09003
788,788,1998,Couple without children,5th Quintile,2 rooms,0.07561,51,6401,0.06157,0.09096
789,789,1998,Couple without children,5th Quintile,3 rooms,0.3599,198,6401,0.32771,0.39225
790,790,1998,Couple without children,5th Quintile,4 rooms,0.28014,161,6401,0.25876,0.30947
791,791,1998,Couple without children,5th Quintile,5 rooms,0.16937,83,6401,0.15006,0.18776
792,792,1998,Couple without children,5th Quintile,6 rooms,0.11498,57,6401,0.09683,0.13496
793,793,1998,Single parent,1st Quintile,2 rooms,0.24033,39,6401,0.19428,0.29033
794,794,1998,Single parent,1st Quintile,3 rooms,0.57555,104,6401,0.50229,0.64076
795,795,1998,Single parent,1st Quintile,4 rooms,0.18413,32,6401,0.14921,0.22486
796,796,1998,Single parent,2nd Quintile,3 rooms,1.0,51,6401,0.85752,1.16541
797,797,1998,Single parent,3rd Quintile,3 rooms,1.0,31,6401,0.79134,1.2325
798,798,1998,Couple with children,1st Quintile,2 rooms,0.09796,53,6401,0.0785,0.12037
799,799,1998,Couple with children,1st Quintile,3 rooms,0.41118,202,6401,0.35944,0.46997
800,800,1998,Couple with children,1st Quintile,4 rooms,0.36463,146,6401,0.31701,0.41439
801,801,1998,Couple with children,1st Quintile,5 rooms,0.12623,49,6401,0.10624,0.15289
802,802,1998,Couple with children,2nd Quintile,2 rooms,0.05374,41,6401,0.04025,0.0716
803,803,1998,Couple with children,2nd Quintile,3 rooms,0.35403,273,6401,0.31921,0.38786
804,804,1998,Couple with children,2nd Quintile,4 rooms,0.32395,216,6401,0.29542,0.35174
805,805,1998,Couple with children,2nd Quintile,5 rooms,0.17161,106,6401,0.15339,0.19125
806,806,1998,Couple with children,2nd Quintile,6 rooms,0.09666,60,6401,0.08527,0.1086
807,807,1998,Couple with children,3rd Quintile,3 rooms,0.27403,189,6401,0.24212,0.30377
808,808,1998,Couple with children,3rd Quintile,4 rooms,0.30746,193,6401,0.28081,0.33702
809,809,1998,Couple with children,3rd Quintile,5 rooms,0.19816,107,6401,0.16866,0.22731
810,810,1998,Couple with children,3rd Quintile,6 rooms,0.14397,73,6401,0.12414,0.17043
811,811,1998,Couple with children,3rd Quintile,7 rooms,0.07638,33,6401,0.05806,0.09615
812,812,1998,Couple with children,4th Quintile,3 rooms,0.24662,134,6401,0.21758,0.28136
813,813,1998,Couple with children,4th Quintile,4 rooms,0.2583,144,6401,0.23126,0.29146
814,814,1998,Couple with children,4th Quintile,5 rooms,0.22414,108,6401,0.19087,0.25738
815,815,1998,Couple with children,4th Quintile,6 rooms,0.17322,72,6401,0.15152,0.19268
816,816,1998,Couple with children,4th Quintile,7 rooms,0.09771,37,6401,0.07523,0.11962
817,817,1998,Couple with children,5th Quintile,3 rooms,0.17192,78,6401,0.15124,0.19138
818,818,1998,Couple with children,5th Quintile,4 rooms,0.23046,93,6401,0.19507,0.26824
819,819,1998,Couple with children,5th Quintile,5 rooms,0.27332,95,6401,0.23937,0.31642
820,820,1998,Couple with children,5th Quintile,6 rooms,0.19305,66,6401,0.16596,0.21993
821,821,1998,Couple with children,5th Quintile,7 rooms,0.13126,41,6401,0.10981,0.16453
822,822,1999,Single-person household,1st Quintile,1 room,0.19773,99,6116,0.17297,0.22103
823,823,1999,Single-person household,1st Quintile,2 rooms,0.52929,243,6116,0.49707,0.5593
824,824,1999,Single-person household,1st Quintile,3 rooms,0.27297,111,6116,0.24449,0.29391
825,825,1999,Single-person household,2nd Quintile,1 room,0.12645,48,6116,0.10779,0.14994
826,826,1999,Single-person household,2nd Quintile,2 rooms,0.4658,163,6116,0.42474,0.50816
827,827,1999,Single-person household,2nd Quintile,3 rooms,0.31509,104,6116,0.28214,0.34725
828,828,1999,Single-person household,2nd Quintile,4 rooms,0.09265,31,6116,0.07629,0.11107
829,829,1999,Single-person household,3rd Quintile,2 rooms,0.63364,151,6116,0.57654,0.69303
830,830,1999,Single-person household,3rd Quintile,3 rooms,0.36636,82,6116,0.32647,0.40962
831,831,1999,Single-person household,4th Quintile,2 rooms,0.57914,103,6116,0.51666,0.63606
832,832,1999,Single-person household,4th Quintile,3 rooms,0.42086,80,6116,0.37062,0.47116
833,833,1999,Single-person household,5th Quintile,2 rooms,0.36795,66,6116,0.32316,0.40958
834,834,1999,Single-person household,5th Quintile,3 rooms,0.33897,61,6116,0.30205,0.37768
835,835,1999,Single-person household,5th Quintile,4 rooms,0.29308,55,6116,0.25197,0.33387
836,836,1999,Couple without children,1st Quintile,2 rooms,0.38469,88,6116,0.33207,0.44848
837,837,1999,Couple without children,1st Quintile,3 rooms,0.44792,90,6116,0.37415,0.52349
838,838,1999,Couple without children,1st Quintile,4 rooms,0.16739,40,6116,0.13981,0.19203
839,839,1999,Couple without children,2nd Quintile,2 rooms,0.26726,93,6116,0.23478,0.30592
840,840,1999,Couple without children,2nd Quintile,3 rooms,0.47912,151,6116,0.4217,0.52984
841,841,1999,Couple without children,2nd Quintile,4 rooms,0.25363,70,6116,0.22289,0.28434
842,842,1999,Couple without children,3rd Quintile,2 rooms,0.20486,98,6116,0.17606,0.23511
843,843,1999,Couple without children,3rd Quintile,3 rooms,0.4026,167,6116,0.36333,0.43928
844,844,1999,Couple without children,3rd Quintile,4 rooms,0.25973,93,6116,0.22778,0.3007
845,845,1999,Couple without children,3rd Quintile,5 rooms,0.13281,45,6116,0.10483,0.15902
846,846,1999,Couple without children,4th Quintile,2 rooms,0.17357,92,6116,0.14343,0.20789
847,847,1999,Couple without children,4th Quintile,3 rooms,0.44685,211,6116,0.40075,0.48656
848,848,1999,Couple without children,4th Quintile,4 rooms,0.2707,130,6116,0.24567,0.29272
849,849,1999,Couple without children,4th Quintile,5 rooms,0.10888,51,6116,0.0929,0.12707
850,850,1999,Couple without children,5th Quintile,2 rooms,0.07522,52,6116,0.06166,0.09338
851,851,1999,Couple without children,5th Quintile,3 rooms,0.32359,179,6116,0.29402,0.35267
852,852,1999,Couple without children,5th Quintile,4 rooms,0.31947,161,6116,0.28832,0.35281
853,853,1999,Couple without children,5th Quintile,5 rooms,0.14872,80,6116,0.13367,0.16653
854,854,1999,Couple without children,5th Quintile,6 rooms,0.13301,63,6116,0.11314,0.15392
855,855,1999,Single parent,1st Quintile,2 rooms,0.25658,39,6116,0.20217,0.32942
856,856,1999,Single parent,1st Quintile,3 rooms,0.51038,101,6116,0.45027,0.57964
857,857,1999,Single parent,1st Quintile,4 rooms,0.23304,44,6116,0.18699,0.28385
858,858,1999,Single parent,2nd Quintile,3 rooms,1.0,45,6116,0.7947,1.21703
859,859,1999,Single parent,3rd Quintile,3 rooms,1.0,34,6116,0.80999,1.23719
860,860,1999,Couple with children,1st Quintile,2 rooms,0.06932,37,6116,0.05154,0.09309
861,861,1999,Couple with children,1st Quintile,3 rooms,0.42419,203,6116,0.37398,0.48268
862,862,1999,Couple with children,1st Quintile,4 rooms,0.35104,147,6116,0.31357,0.39117
863,863,1999,Couple with children,1st Quintile,5 rooms,0.15545,59,6116,0.12213,0.1886
864,864,1999,Couple with children,2nd Quintile,2 rooms,0.04954,36,6116,0.03695,0.06288
865,865,1999,Couple with children,2nd Quintile,3 rooms,0.34766,253,6116,0.31334,0.38016
866,866,1999,Couple with children,2nd Quintile,4 rooms,0.34568,198,6116,0.3065,0.38519
