,Unnamed: 0,year,quintil_oecd_hh,regtyp,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1194,1194,2007,5th Quintile,Urban regions,3 rooms,0.26561,438,11009,0.24709,0.28448
1195,1195,2007,5th Quintile,Urban regions,4 rooms,0.22987,460,11009,0.21474,0.24752
1196,1196,2007,5th Quintile,Urban regions,5 rooms,0.17956,438,11009,0.16667,0.19549
1197,1197,2007,5th Quintile,Urban regions,6 rooms,0.11078,294,11009,0.09859,0.12517
1198,1198,2007,5th Quintile,Urban regions,7 rooms,0.05765,185,11009,0.04836,0.06683
1199,1199,2007,5th Quintile,Urban regions,8 rooms,0.03445,88,11009,0.02835,0.04028
1200,1200,2007,5th Quintile,Urban regions,9 rooms,0.01223,34,11009,0.00846,0.01657
1201,1201,2007,5th Quintile,Rural regions,2 rooms,0.06229,31,11009,0.04687,0.08321
1202,1202,2007,5th Quintile,Rural regions,3 rooms,0.1846,101,11009,0.15048,0.21508
1203,1203,2007,5th Quintile,Rural regions,4 rooms,0.22532,151,11009,0.19269,0.2548
1204,1204,2007,5th Quintile,Rural regions,5 rooms,0.23516,156,11009,0.20404,0.27537
1205,1205,2007,5th Quintile,Rural regions,6 rooms,0.14766,109,11009,0.12401,0.17365
1206,1206,2007,5th Quintile,Rural regions,7 rooms,0.10214,69,11009,0.08169,0.12844
1207,1207,2007,5th Quintile,Rural regions,8 rooms,0.04282,38,11009,0.03015,0.05762
1208,1208,2008,1st Quintile,Urban regions,1 room,0.10384,109,10399,0.09173,0.11918
1209,1209,2008,1st Quintile,Urban regions,2 rooms,0.36093,356,10399,0.33833,0.38494
1210,1210,2008,1st Quintile,Urban regions,3 rooms,0.34244,429,10399,0.3221,0.36506
1211,1211,2008,1st Quintile,Urban regions,4 rooms,0.12921,163,10399,0.11502,0.14333
1212,1212,2008,1st Quintile,Urban regions,5 rooms,0.06359,69,10399,0.0549,0.07337
1213,1213,2008,1st Quintile,Rural regions,1 room,0.05341,33,10399,0.03917,0.06667
1214,1214,2008,1st Quintile,Rural regions,2 rooms,0.34505,197,10399,0.31258,0.37667
1215,1215,2008,1st Quintile,Rural regions,3 rooms,0.34985,249,10399,0.31725,0.37818
1216,1216,2008,1st Quintile,Rural regions,4 rooms,0.16529,122,10399,0.14475,0.18662
1217,1217,2008,1st Quintile,Rural regions,5 rooms,0.0864,56,10399,0.06889,0.10291
1218,1218,2008,2nd Quintile,Urban regions,1 room,0.03571,33,10399,0.02728,0.04276
1219,1219,2008,2nd Quintile,Urban regions,2 rooms,0.26235,255,10399,0.24287,0.28593
1220,1220,2008,2nd Quintile,Urban regions,3 rooms,0.3872,444,10399,0.3625,0.41118
1221,1221,2008,2nd Quintile,Urban regions,4 rooms,0.17563,250,10399,0.15753,0.19207
1222,1222,2008,2nd Quintile,Urban regions,5 rooms,0.08421,105,10399,0.07255,0.09784
1223,1223,2008,2nd Quintile,Urban regions,6 rooms,0.05491,65,10399,0.046,0.06455
1224,1224,2008,2nd Quintile,Rural regions,2 rooms,0.19722,121,10399,0.17874,0.22112
1225,1225,2008,2nd Quintile,Rural regions,3 rooms,0.36182,266,10399,0.33224,0.39053
1226,1226,2008,2nd Quintile,Rural regions,4 rooms,0.21683,171,10399,0.19093,0.24208
1227,1227,2008,2nd Quintile,Rural regions,5 rooms,0.12276,102,10399,0.1062,0.14141
1228,1228,2008,2nd Quintile,Rural regions,6 rooms,0.06182,59,10399,0.04945,0.07524
1229,1229,2008,2nd Quintile,Rural regions,7 rooms,0.03955,31,10399,0.02873,0.05151
1230,1230,2008,3rd Quintile,Urban regions,1 room,0.04352,36,10399,0.03743,0.04961
1231,1231,2008,3rd Quintile,Urban regions,2 rooms,0.21258,230,10399,0.19565,0.23073
1232,1232,2008,3rd Quintile,Urban regions,3 rooms,0.3217,440,10399,0.30509,0.34424
1233,1233,2008,3rd Quintile,Urban regions,4 rooms,0.1949,269,10399,0.17782,0.20831
1234,1234,2008,3rd Quintile,Urban regions,5 rooms,0.11951,184,10399,0.10554,0.13335
1235,1235,2008,3rd Quintile,Urban regions,6 rooms,0.07192,117,10399,0.06166,0.08259
1236,1236,2008,3rd Quintile,Urban regions,7 rooms,0.03589,45,10399,0.02739,0.04457
1237,1237,2008,3rd Quintile,Rural regions,2 rooms,0.16911,98,10399,0.14666,0.19464
1238,1238,2008,3rd Quintile,Rural regions,3 rooms,0.28334,226,10399,0.25598,0.31386
1239,1239,2008,3rd Quintile,Rural regions,4 rooms,0.22893,182,10399,0.20615,0.25314
1240,1240,2008,3rd Quintile,Rural regions,5 rooms,0.19588,156,10399,0.16718,0.22089
1241,1241,2008,3rd Quintile,Rural regions,6 rooms,0.07992,77,10399,0.06637,0.09212
1242,1242,2008,3rd Quintile,Rural regions,7 rooms,0.04282,37,10399,0.03353,0.0521
1243,1243,2008,4th Quintile,Urban regions,2 rooms,0.19464,206,10399,0.18039,0.21205
1244,1244,2008,4th Quintile,Urban regions,3 rooms,0.32975,411,10399,0.3091,0.35218
1245,1245,2008,4th Quintile,Urban regions,4 rooms,0.22211,340,10399,0.20573,0.24297
1246,1246,2008,4th Quintile,Urban regions,5 rooms,0.13843,217,10399,0.12429,0.15239
1247,1247,2008,4th Quintile,Urban regions,6 rooms,0.08658,150,10399,0.07408,0.09681
1248,1248,2008,4th Quintile,Urban regions,7 rooms,0.0285,62,10399,0.02154,0.03506
1249,1249,2008,4th Quintile,Rural regions,2 rooms,0.09807,59,10399,0.0799,0.11843
1250,1250,2008,4th Quintile,Rural regions,3 rooms,0.22646,134,10399,0.19671,0.26985
1251,1251,2008,4th Quintile,Rural regions,4 rooms,0.29079,179,10399,0.25606,0.32678
1252,1252,2008,4th Quintile,Rural regions,5 rooms,0.22453,150,10399,0.19758,0.25346
1253,1253,2008,4th Quintile,Rural regions,6 rooms,0.11874,74,10399,0.09806,0.13951
1254,1254,2008,4th Quintile,Rural regions,7 rooms,0.0414,35,10399,0.02961,0.05444
1255,1255,2008,5th Quintile,Urban regions,2 rooms,0.10849,138,10399,0.09314,0.12038
1256,1256,2008,5th Quintile,Urban regions,3 rooms,0.24043,386,10399,0.22102,0.25759
1257,1257,2008,5th Quintile,Urban regions,4 rooms,0.22805,459,10399,0.20759,0.24872
1258,1258,2008,5th Quintile,Urban regions,5 rooms,0.19723,427,10399,0.17883,0.21551
1259,1259,2008,5th Quintile,Urban regions,6 rooms,0.11825,273,10399,0.10516,0.13108
1260,1260,2008,5th Quintile,Urban regions,7 rooms,0.06053,164,10399,0.05054,0.07157
1261,1261,2008,5th Quintile,Urban regions,8 rooms,0.0292,82,10399,0.02425,0.03517
1262,1262,2008,5th Quintile,Urban regions,9 rooms,0.01783,48,10399,0.01366,0.02328
1263,1263,2008,5th Quintile,Rural regions,2 rooms,0.06535,31,10399,0.04523,0.08725
1264,1264,2008,5th Quintile,Rural regions,3 rooms,0.15248,83,10399,0.12512,0.18223
1265,1265,2008,5th Quintile,Rural regions,4 rooms,0.23232,134,10399,0.20047,0.2725
1266,1266,2008,5th Quintile,Rural regions,5 rooms,0.26563,166,10399,0.22681,0.31151
1267,1267,2008,5th Quintile,Rural regions,6 rooms,0.14466,104,10399,0.11738,0.17923
1268,1268,2008,5th Quintile,Rural regions,7 rooms,0.09053,68,10399,0.06658,0.11603
1269,1269,2008,5th Quintile,Rural regions,8 rooms,0.04904,37,10399,0.03388,0.06356
1270,1270,2009,1st Quintile,Urban regions,1 room,0.09989,93,9707,0.08569,0.11638
1271,1271,2009,1st Quintile,Urban regions,2 rooms,0.34958,342,9707,0.32196,0.37904
1272,1272,2009,1st Quintile,Urban regions,3 rooms,0.35771,426,9707,0.33406,0.38301
1273,1273,2009,1st Quintile,Urban regions,4 rooms,0.13659,164,9707,0.12004,0.155
1274,1274,2009,1st Quintile,Urban regions,5 rooms,0.05623,67,9707,0.04606,0.06519
1275,1275,2009,1st Quintile,Rural regions,1 room,0.06979,38,9707,0.05301,0.08996
1276,1276,2009,1st Quintile,Rural regions,2 rooms,0.35228,189,9707,0.3232,0.38636
1277,1277,2009,1st Quintile,Rural regions,3 rooms,0.31722,222,9707,0.28819,0.35265
1278,1278,2009,1st Quintile,Rural regions,4 rooms,0.16352,113,9707,0.13758,0.18986
1279,1279,2009,1st Quintile,Rural regions,5 rooms,0.0972,54,9707,0.07926,0.11978
1280,1280,2009,2nd Quintile,Urban regions,1 room,0.03969,32,9707,0.0331,0.0485
1281,1281,2009,2nd Quintile,Urban regions,2 rooms,0.25438,247,9707,0.23529,0.27484
1282,1282,2009,2nd Quintile,Urban regions,3 rooms,0.39102,447,9707,0.3628,0.42299
1283,1283,2009,2nd Quintile,Urban regions,4 rooms,0.17738,219,9707,0.15604,0.19837
1284,1284,2009,2nd Quintile,Urban regions,5 rooms,0.0891,113,9707,0.07913,0.1037
1285,1285,2009,2nd Quintile,Urban regions,6 rooms,0.04843,53,9707,0.0368,0.0596
1286,1286,2009,2nd Quintile,Rural regions,2 rooms,0.19469,126,9707,0.17336,0.21912
1287,1287,2009,2nd Quintile,Rural regions,3 rooms,0.37321,254,9707,0.33521,0.41177
1288,1288,2009,2nd Quintile,Rural regions,4 rooms,0.25148,180,9707,0.22814,0.2843
1289,1289,2009,2nd Quintile,Rural regions,5 rooms,0.12562,95,9707,0.10536,0.15002
1290,1290,2009,2nd Quintile,Rural regions,6 rooms,0.055,53,9707,0.04411,0.06734
1291,1291,2009,3rd Quintile,Urban regions,2 rooms,0.21141,188,9707,0.18968,0.23033
1292,1292,2009,3rd Quintile,Urban regions,3 rooms,0.36185,396,9707,0.33177,0.39246
1293,1293,2009,3rd Quintile,Urban regions,4 rooms,0.18989,237,9707,0.17173,0.2138
1294,1294,2009,3rd Quintile,Urban regions,5 rooms,0.12586,166,9707,0.10906,0.14075
1295,1295,2009,3rd Quintile,Urban regions,6 rooms,0.07782,106,9707,0.06642,0.091
1296,1296,2009,3rd Quintile,Urban regions,7 rooms,0.03317,48,9707,0.02756,0.04178
1297,1297,2009,3rd Quintile,Rural regions,2 rooms,0.12513,77,9707,0.10399,0.1476
1298,1298,2009,3rd Quintile,Rural regions,3 rooms,0.31387,222,9707,0.28001,0.3462
1299,1299,2009,3rd Quintile,Rural regions,4 rooms,0.2224,171,9707,0.19162,0.24888
1300,1300,2009,3rd Quintile,Rural regions,5 rooms,0.18248,145,9707,0.14988,0.20449
1301,1301,2009,3rd Quintile,Rural regions,6 rooms,0.10372,87,9707,0.08138,0.12411
1302,1302,2009,3rd Quintile,Rural regions,7 rooms,0.0524,35,9707,0.0371,0.06619
1303,1303,2009,4th Quintile,Urban regions,2 rooms,0.20156,194,9707,0.17986,0.2273
1304,1304,2009,4th Quintile,Urban regions,3 rooms,0.29215,361,9707,0.27254,0.31659
1305,1305,2009,4th Quintile,Urban regions,4 rooms,0.20984,299,9707,0.1903,0.23157
1306,1306,2009,4th Quintile,Urban regions,5 rooms,0.17179,230,9707,0.15321,0.18984
1307,1307,2009,4th Quintile,Urban regions,6 rooms,0.08495,146,9707,0.07566,0.09589
1308,1308,2009,4th Quintile,Urban regions,7 rooms,0.03969,68,9707,0.02906,0.05073
1309,1309,2009,4th Quintile,Rural regions,2 rooms,0.12389,60,9707,0.10226,0.14822
1310,1310,2009,4th Quintile,Rural regions,3 rooms,0.23257,143,9707,0.19878,0.26997
1311,1311,2009,4th Quintile,Rural regions,4 rooms,0.29051,176,9707,0.25253,0.32974
1312,1312,2009,4th Quintile,Rural regions,5 rooms,0.21293,145,9707,0.17828,0.24785
1313,1313,2009,4th Quintile,Rural regions,6 rooms,0.09002,70,9707,0.07329,0.10951
1314,1314,2009,4th Quintile,Rural regions,7 rooms,0.05007,42,9707,0.03722,0.06544
1315,1315,2009,5th Quintile,Urban regions,2 rooms,0.10493,122,9707,0.0941,0.12077
1316,1316,2009,5th Quintile,Urban regions,3 rooms,0.23945,352,9707,0.2173,0.26345
1317,1317,2009,5th Quintile,Urban regions,4 rooms,0.22614,432,9707,0.20561,0.24471
1318,1318,2009,5th Quintile,Urban regions,5 rooms,0.20131,386,9707,0.17944,0.22368
1319,1319,2009,5th Quintile,Urban regions,6 rooms,0.11666,248,9707,0.1053,0.13326
1320,1320,2009,5th Quintile,Urban regions,7 rooms,0.06827,158,9707,0.05682,0.08119
1321,1321,2009,5th Quintile,Urban regions,8 rooms,0.03257,80,9707,0.026,0.03873
1322,1322,2009,5th Quintile,Urban regions,9 rooms,0.01068,34,9707,0.00746,0.01483
1323,1323,2009,5th Quintile,Rural regions,3 rooms,0.13487,65,9707,0.10399,0.17152
1324,1324,2009,5th Quintile,Rural regions,4 rooms,0.27874,145,9707,0.24366,0.32812
1325,1325,2009,5th Quintile,Rural regions,5 rooms,0.27013,151,9707,0.22394,0.31981
1326,1326,2009,5th Quintile,Rural regions,6 rooms,0.1342,93,9707,0.10382,0.161
1327,1327,2009,5th Quintile,Rural regions,7 rooms,0.11807,66,9707,0.0878,0.14705
1328,1328,2009,5th Quintile,Rural regions,8 rooms,0.06399,36,9707,0.03769,0.09378
1329,1329,2010,1st Quintile,Urban regions,1 room,0.10346,91,13244,0.08908,0.12028
1330,1330,2010,1st Quintile,Urban regions,2 rooms,0.3217,419,13244,0.29522,0.35012
1331,1331,2010,1st Quintile,Urban regions,3 rooms,0.36948,870,13244,0.33724,0.40882
1332,1332,2010,1st Quintile,Urban regions,4 rooms,0.13939,420,13244,0.12179,0.157
1333,1333,2010,1st Quintile,Urban regions,5 rooms,0.04645,117,13244,0.03583,0.05808
1334,1334,2010,1st Quintile,Urban regions,6 rooms,0.01952,57,13244,0.01323,0.02667
1335,1335,2010,1st Quintile,Rural regions,1 room,0.05641,32,13244,0.04406,0.07316
1336,1336,2010,1st Quintile,Rural regions,2 rooms,0.34491,209,13244,0.31033,0.38602
1337,1337,2010,1st Quintile,Rural regions,3 rooms,0.34577,449,13244,0.30473,0.38999
1338,1338,2010,1st Quintile,Rural regions,4 rooms,0.1532,269,13244,0.13011,0.17848
1339,1339,2010,1st Quintile,Rural regions,5 rooms,0.07267,99,13244,0.05633,0.09941
1340,1340,2010,1st Quintile,Rural regions,6 rooms,0.02704,46,13244,0.01986,0.03428
1341,1341,2010,2nd Quintile,Urban regions,2 rooms,0.25928,266,13244,0.23126,0.28156
1342,1342,2010,2nd Quintile,Urban regions,3 rooms,0.40868,688,13244,0.3759,0.44807
1343,1343,2010,2nd Quintile,Urban regions,4 rooms,0.18257,403,13244,0.16201,0.20469
1344,1344,2010,2nd Quintile,Urban regions,5 rooms,0.08616,191,13244,0.07153,0.10468
1345,1345,2010,2nd Quintile,Urban regions,6 rooms,0.0458,102,13244,0.03378,0.05748
1346,1346,2010,2nd Quintile,Urban regions,7 rooms,0.0175,41,13244,0.00966,0.02304
1347,1347,2010,2nd Quintile,Rural regions,2 rooms,0.18574,121,13244,0.16113,0.21681
1348,1348,2010,2nd Quintile,Rural regions,3 rooms,0.31814,336,13244,0.28098,0.34804
1349,1349,2010,2nd Quintile,Rural regions,4 rooms,0.25412,297,13244,0.21912,0.29245
1350,1350,2010,2nd Quintile,Rural regions,5 rooms,0.1505,165,13244,0.12124,0.1842
1351,1351,2010,2nd Quintile,Rural regions,6 rooms,0.06336,106,13244,0.05063,0.07334
1352,1352,2010,2nd Quintile,Rural regions,7 rooms,0.02814,54,13244,0.0207,0.03782
1353,1353,2010,3rd Quintile,Urban regions,2 rooms,0.20589,215,13244,0.18163,0.23235
1354,1354,2010,3rd Quintile,Urban regions,3 rooms,0.36053,517,13244,0.32629,0.39692
1355,1355,2010,3rd Quintile,Urban regions,4 rooms,0.20241,342,13244,0.17966,0.22384
1356,1356,2010,3rd Quintile,Urban regions,5 rooms,0.13253,233,13244,0.11393,0.15507
1357,1357,2010,3rd Quintile,Urban regions,6 rooms,0.07452,136,13244,0.06265,0.09159
1358,1358,2010,3rd Quintile,Urban regions,7 rooms,0.02412,54,13244,0.01804,0.03066
1359,1359,2010,3rd Quintile,Rural regions,2 rooms,0.1468,86,13244,0.11488,0.17709
1360,1360,2010,3rd Quintile,Rural regions,3 rooms,0.31107,265,13244,0.27569,0.34683
1361,1361,2010,3rd Quintile,Rural regions,4 rooms,0.23499,237,13244,0.20587,0.26283
1362,1362,2010,3rd Quintile,Rural regions,5 rooms,0.17021,202,13244,0.14664,0.20604
1363,1363,2010,3rd Quintile,Rural regions,6 rooms,0.08627,102,13244,0.06589,0.10457
1364,1364,2010,3rd Quintile,Rural regions,7 rooms,0.05065,66,13244,0.03463,0.06687
1365,1365,2010,4th Quintile,Urban regions,2 rooms,0.1622,164,13244,0.14134,0.17872
1366,1366,2010,4th Quintile,Urban regions,3 rooms,0.30633,450,13244,0.27471,0.33677
1367,1367,2010,4th Quintile,Urban regions,4 rooms,0.23303,395,13244,0.21018,0.25749
1368,1368,2010,4th Quintile,Urban regions,5 rooms,0.16051,294,13244,0.13976,0.18118
1369,1369,2010,4th Quintile,Urban regions,6 rooms,0.10251,194,13244,0.08481,0.11863
1370,1370,2010,4th Quintile,Urban regions,7 rooms,0.03543,73,13244,0.0263,0.04537
1371,1371,2010,4th Quintile,Rural regions,2 rooms,0.09889,56,13244,0.07943,0.12531
1372,1372,2010,4th Quintile,Rural regions,3 rooms,0.22395,146,13244,0.1904,0.26489
1373,1373,2010,4th Quintile,Rural regions,4 rooms,0.24618,200,13244,0.21423,0.28491
1374,1374,2010,4th Quintile,Rural regions,5 rooms,0.23,178,13244,0.19813,0.26724
1375,1375,2010,4th Quintile,Rural regions,6 rooms,0.09802,98,13244,0.07776,0.12804
1376,1376,2010,4th Quintile,Rural regions,7 rooms,0.05614,57,13244,0.04011,0.07394
1377,1377,2010,4th Quintile,Rural regions,8 rooms,0.04682,42,13244,0.03206,0.06505
1378,1378,2010,5th Quintile,Urban regions,2 rooms,0.10125,114,13244,0.08707,0.11619
1379,1379,2010,5th Quintile,Urban regions,3 rooms,0.26178,427,13244,0.2414,0.28252
1380,1380,2010,5th Quintile,Urban regions,4 rooms,0.21557,460,13244,0.19207,0.23874
1381,1381,2010,5th Quintile,Urban regions,5 rooms,0.18317,436,13244,0.16322,0.20532
1382,1382,2010,5th Quintile,Urban regions,6 rooms,0.12573,321,13244,0.11082,0.14254
1383,1383,2010,5th Quintile,Urban regions,7 rooms,0.06677,173,13244,0.05384,0.07979
1384,1384,2010,5th Quintile,Urban regions,8 rooms,0.03069,82,13244,0.02402,0.03906
1385,1385,2010,5th Quintile,Urban regions,9 rooms,0.01505,46,13244,0.00954,0.02319
1386,1386,2010,5th Quintile,Rural regions,3 rooms,0.1815,71,13244,0.14122,0.22535
1387,1387,2010,5th Quintile,Rural regions,4 rooms,0.23732,135,13244,0.19618,0.27936
1388,1388,2010,5th Quintile,Rural regions,5 rooms,0.255,147,13244,0.20951,0.30503
1389,1389,2010,5th Quintile,Rural regions,6 rooms,0.19805,110,13244,0.1492,0.23659
1390,1390,2010,5th Quintile,Rural regions,7 rooms,0.12812,72,13244,0.08811,0.17661
1391,1391,2011,1st Quintile,Urban regions,1 room,0.09787,130,16114,0.086,0.11112
1392,1392,2011,1st Quintile,Urban regions,2 rooms,0.35723,517,16114,0.33251,0.38907
1393,1393,2011,1st Quintile,Urban regions,3 rooms,0.37396,925,16114,0.34772,0.39749
1394,1394,2011,1st Quintile,Urban regions,4 rooms,0.10869,422,16114,0.09638,0.11926
1395,1395,2011,1st Quintile,Urban regions,5 rooms,0.04331,144,16114,0.03354,0.05368
1396,1396,2011,1st Quintile,Urban regions,6 rooms,0.01894,77,16114,0.01355,0.02524
1397,1397,2011,1st Quintile,Rural regions,1 room,0.0819,57,16114,0.06548,0.09976
1398,1398,2011,1st Quintile,Rural regions,2 rooms,0.33078,267,16114,0.30426,0.36467
1399,1399,2011,1st Quintile,Rural regions,3 rooms,0.31772,532,16114,0.28768,0.35959
1400,1400,2011,1st Quintile,Rural regions,4 rooms,0.1604,322,16114,0.14245,0.18118
1401,1401,2011,1st Quintile,Rural regions,5 rooms,0.08492,126,16114,0.06672,0.10718
1402,1402,2011,1st Quintile,Rural regions,6 rooms,0.02429,55,16114,0.01723,0.03074
1403,1403,2011,2nd Quintile,Urban regions,1 room,0.04308,44,16114,0.03537,0.053
1404,1404,2011,2nd Quintile,Urban regions,2 rooms,0.2469,334,16114,0.22811,0.26812
1405,1405,2011,2nd Quintile,Urban regions,3 rooms,0.38661,784,16114,0.35496,0.41601
1406,1406,2011,2nd Quintile,Urban regions,4 rooms,0.16284,435,16114,0.14424,0.17966
1407,1407,2011,2nd Quintile,Urban regions,5 rooms,0.10584,252,16114,0.09121,0.12279
1408,1408,2011,2nd Quintile,Urban regions,6 rooms,0.03623,120,16114,0.02929,0.0447
1409,1409,2011,2nd Quintile,Urban regions,7 rooms,0.01849,52,16114,0.0131,0.02387
1410,1410,2011,2nd Quintile,Rural regions,2 rooms,0.18415,164,16114,0.16168,0.20967
1411,1411,2011,2nd Quintile,Rural regions,3 rooms,0.34077,429,16114,0.31176,0.37594
1412,1412,2011,2nd Quintile,Rural regions,4 rooms,0.21986,339,16114,0.19124,0.25174
1413,1413,2011,2nd Quintile,Rural regions,5 rooms,0.13564,206,16114,0.11373,0.16214
1414,1414,2011,2nd Quintile,Rural regions,6 rooms,0.06141,116,16114,0.05124,0.07249
1415,1415,2011,2nd Quintile,Rural regions,7 rooms,0.04103,69,16114,0.03033,0.0521
1416,1416,2011,2nd Quintile,Rural regions,8 rooms,0.01714,37,16114,0.0097,0.02737
1417,1417,2011,3rd Quintile,Urban regions,2 rooms,0.22267,269,16114,0.20275,0.24135
1418,1418,2011,3rd Quintile,Urban regions,3 rooms,0.33482,624,16114,0.31201,0.36048
1419,1419,2011,3rd Quintile,Urban regions,4 rooms,0.20876,422,16114,0.18864,0.22876
1420,1420,2011,3rd Quintile,Urban regions,5 rooms,0.13319,308,16114,0.11755,0.15207
1421,1421,2011,3rd Quintile,Urban regions,6 rooms,0.06709,172,16114,0.05857,0.07755
1422,1422,2011,3rd Quintile,Urban regions,7 rooms,0.02335,77,16114,0.01684,0.02996
1423,1423,2011,3rd Quintile,Urban regions,8 rooms,0.01012,36,16114,0.00622,0.0148
1424,1424,2011,3rd Quintile,Rural regions,2 rooms,0.13035,112,16114,0.10973,0.15543
1425,1425,2011,3rd Quintile,Rural regions,3 rooms,0.28993,306,16114,0.25816,0.32381
1426,1426,2011,3rd Quintile,Rural regions,4 rooms,0.25107,303,16114,0.22721,0.28347
1427,1427,2011,3rd Quintile,Rural regions,5 rooms,0.17237,232,16114,0.14549,0.19629
1428,1428,2011,3rd Quintile,Rural regions,6 rooms,0.1091,157,16114,0.09022,0.13008
1429,1429,2011,3rd Quintile,Rural regions,7 rooms,0.04718,91,16114,0.03752,0.05815
1430,1430,2011,4th Quintile,Urban regions,2 rooms,0.15168,197,16114,0.13589,0.16719
1431,1431,2011,4th Quintile,Urban regions,3 rooms,0.31029,542,16114,0.2886,0.33591
1432,1432,2011,4th Quintile,Urban regions,4 rooms,0.2097,436,16114,0.19088,0.22839
1433,1433,2011,4th Quintile,Urban regions,5 rooms,0.16899,380,16114,0.15617,0.18454
1434,1434,2011,4th Quintile,Urban regions,6 rooms,0.10593,273,16114,0.09351,0.11865
1435,1435,2011,4th Quintile,Urban regions,7 rooms,0.03992,108,16114,0.0321,0.04735
1436,1436,2011,4th Quintile,Urban regions,8 rooms,0.01349,54,16114,0.01051,0.01603
1437,1437,2011,4th Quintile,Rural regions,2 rooms,0.09734,66,16114,0.07756,0.11741
1438,1438,2011,4th Quintile,Rural regions,3 rooms,0.25277,193,16114,0.21884,0.28327
1439,1439,2011,4th Quintile,Rural regions,4 rooms,0.24629,229,16114,0.21699,0.28193
1440,1440,2011,4th Quintile,Rural regions,5 rooms,0.19114,190,16114,0.16019,0.22485
1441,1441,2011,4th Quintile,Rural regions,6 rooms,0.11881,142,16114,0.09837,0.1414
1442,1442,2011,4th Quintile,Rural regions,7 rooms,0.06318,79,16114,0.04719,0.07889
1443,1443,2011,4th Quintile,Rural regions,8 rooms,0.03047,35,16114,0.01804,0.04439
1444,1444,2011,5th Quintile,Urban regions,2 rooms,0.11344,159,16114,0.09934,0.12496
1445,1445,2011,5th Quintile,Urban regions,3 rooms,0.26023,488,16114,0.24025,0.28002
1446,1446,2011,5th Quintile,Urban regions,4 rooms,0.21181,524,16114,0.19528,0.22918
1447,1447,2011,5th Quintile,Urban regions,5 rooms,0.18012,479,16114,0.16625,0.19718
1448,1448,2011,5th Quintile,Urban regions,6 rooms,0.1172,350,16114,0.10588,0.12995
1449,1449,2011,5th Quintile,Urban regions,7 rooms,0.05413,181,16114,0.0433,0.06423
1450,1450,2011,5th Quintile,Urban regions,8 rooms,0.04108,112,16114,0.03365,0.04855
1451,1451,2011,5th Quintile,Urban regions,9 rooms,0.01282,54,16114,0.00964,0.01704
1452,1452,2011,5th Quintile,Urban regions,10 or more rooms,0.00916,34,16114,0.00607,0.01333
1453,1453,2011,5th Quintile,Rural regions,3 rooms,0.13276,90,16114,0.10886,0.15759
1454,1454,2011,5th Quintile,Rural regions,4 rooms,0.2334,169,16114,0.20131,0.26686
1455,1455,2011,5th Quintile,Rural regions,5 rooms,0.26923,192,16114,0.23331,0.31415
1456,1456,2011,5th Quintile,Rural regions,6 rooms,0.18593,155,16114,0.15506,0.21543
1457,1457,2011,5th Quintile,Rural regions,7 rooms,0.10636,85,16114,0.08397,0.13434
1458,1458,2011,5th Quintile,Rural regions,8 rooms,0.07233,54,16114,0.05317,0.09792
1459,1459,2012,1st Quintile,Urban regions,1 room,0.10883,154,15821,0.09596,0.12327
1460,1460,2012,1st Quintile,Urban regions,2 rooms,0.36024,490,15821,0.33781,0.38274
1461,1461,2012,1st Quintile,Urban regions,3 rooms,0.34659,871,15821,0.32492,0.37685
1462,1462,2012,1st Quintile,Urban regions,4 rooms,0.11749,413,15821,0.10428,0.132
1463,1463,2012,1st Quintile,Urban regions,5 rooms,0.04927,142,15821,0.0397,0.06056
1464,1464,2012,1st Quintile,Urban regions,6 rooms,0.0176,78,15821,0.01285,0.02316
1465,1465,2012,1st Quintile,Rural regions,1 room,0.07859,64,15821,0.0647,0.0951
1466,1466,2012,1st Quintile,Rural regions,2 rooms,0.35296,296,15821,0.3192,0.39374
1467,1467,2012,1st Quintile,Rural regions,3 rooms,0.34501,533,15821,0.31449,0.37829
1468,1468,2012,1st Quintile,Rural regions,4 rooms,0.13691,311,15821,0.11924,0.15611
1469,1469,2012,1st Quintile,Rural regions,5 rooms,0.06911,114,15821,0.05261,0.08782
1470,1470,2012,1st Quintile,Rural regions,6 rooms,0.01742,47,15821,0.01255,0.0228
1471,1471,2012,2nd Quintile,Urban regions,1 room,0.04553,55,15821,0.03797,0.05381
1472,1472,2012,2nd Quintile,Urban regions,2 rooms,0.23931,323,15821,0.21529,0.25949
1473,1473,2012,2nd Quintile,Urban regions,3 rooms,0.39099,755,15821,0.36303,0.42054
1474,1474,2012,2nd Quintile,Urban regions,4 rooms,0.1651,413,15821,0.14711,0.18154
1475,1475,2012,2nd Quintile,Urban regions,5 rooms,0.08859,227,15821,0.07678,0.10354
1476,1476,2012,2nd Quintile,Urban regions,6 rooms,0.04401,124,15821,0.03542,0.05393
1477,1477,2012,2nd Quintile,Urban regions,7 rooms,0.02647,61,15821,0.01924,0.03296
1478,1478,2012,2nd Quintile,Rural regions,2 rooms,0.17664,148,15821,0.14914,0.19838
1479,1479,2012,2nd Quintile,Rural regions,3 rooms,0.33782,384,15821,0.30738,0.36884
1480,1480,2012,2nd Quintile,Rural regions,4 rooms,0.25279,324,15821,0.22613,0.27999
1481,1481,2012,2nd Quintile,Rural regions,5 rooms,0.12254,171,15821,0.10065,0.14402
