year,regtyp,rentown,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Rural regions,Owner,5 rooms,0.23190,291,1157,0.20758,0.25623
1999,Rural regions,Owner,6 rooms,0.13025,165,1157,0.11085,0.14965
1999,Rural regions,Owner,7 rooms,0.07048,92,1157,0.05573,0.08524
1999,Rural regions,Owner,8 rooms,0.03290,39,1157,0.02261,0.04318
1999,Rural regions,Tenant,1 room,0.04338,50,1196,0.03183,0.05493
1999,Rural regions,Tenant,2 rooms,0.34131,327,1196,0.31442,0.36819
1999,Rural regions,Tenant,3 rooms,0.39360,523,1196,0.36590,0.42130
1999,Rural regions,Tenant,4 rooms,0.15499,234,1196,0.13447,0.17551
1999,Rural regions,Tenant,5 rooms,0.04413,62,1196,0.03249,0.05578
2000,Urban regions,Owner,2 rooms,0.06387,164,3487,0.05576,0.07199
2000,Urban regions,Owner,3 rooms,0.19971,636,3487,0.18644,0.21298
2000,Urban regions,Owner,4 rooms,0.25679,913,3487,0.24229,0.27129
2000,Urban regions,Owner,5 rooms,0.20576,767,3487,0.19234,0.21918
2000,Urban regions,Owner,6 rooms,0.14342,533,3487,0.13178,0.15505
2000,Urban regions,Owner,7 rooms,0.06748,255,3487,0.05915,0.07581
2000,Urban regions,Owner,8 rooms,0.03371,131,3487,0.02772,0.03971
2000,Urban regions,Owner,9 rooms,0.01008,47,3487,0.00676,0.01339
2000,Urban regions,Owner,10 or more rooms,0.01203,41,3487,0.00841,0.01564
2000,Urban regions,Tenant,1 room,0.07458,291,5079,0.06735,0.08180
2000,Urban regions,Tenant,2 rooms,0.32167,1429,5079,0.30883,0.33452
2000,Urban regions,Tenant,3 rooms,0.39304,2121,5079,0.37960,0.40647
2000,Urban regions,Tenant,4 rooms,0.14694,868,5079,0.13720,0.15668
2000,Urban regions,Tenant,5 rooms,0.03984,238,5079,0.03446,0.04522
2000,Urban regions,Tenant,6 rooms,0.01628,93,5079,0.01280,0.01976
2000,Urban regions,Tenant,7 rooms,0.00577,39,5079,0.00369,0.00786
2000,Rural regions,Owner,2 rooms,0.04686,92,2317,0.03825,0.05547
2000,Rural regions,Owner,3 rooms,0.17939,388,2317,0.16377,0.19502
2000,Rural regions,Owner,4 rooms,0.25762,586,2317,0.23981,0.27543
2000,Rural regions,Owner,5 rooms,0.22309,547,2317,0.20614,0.24005
2000,Rural regions,Owner,6 rooms,0.14968,360,2317,0.13515,0.16421
2000,Rural regions,Owner,7 rooms,0.06860,176,2317,0.05831,0.07890
2000,Rural regions,Owner,8 rooms,0.03909,96,2317,0.03120,0.04698
2000,Rural regions,Owner,9 rooms,0.01894,37,2317,0.01339,0.02449
2000,Rural regions,Owner,10 or more rooms,0.01500,35,2317,0.01005,0.01995
2000,Rural regions,Tenant,1 room,0.05113,94,2015,0.04151,0.06074
2000,Rural regions,Tenant,2 rooms,0.33049,546,2015,0.30994,0.35103
2000,Rural regions,Tenant,3 rooms,0.38853,850,2015,0.36724,0.40982
2000,Rural regions,Tenant,4 rooms,0.14989,362,2015,0.13430,0.16548
2000,Rural regions,Tenant,5 rooms,0.05895,128,2015,0.04867,0.06924
2000,Rural regions,Tenant,6 rooms,0.01467,35,2015,0.00942,0.01992
2001,Urban regions,Owner,2 rooms,0.06489,145,3124,0.05625,0.07353
2001,Urban regions,Owner,3 rooms,0.19661,557,3124,0.18267,0.21055
2001,Urban regions,Owner,4 rooms,0.25762,816,3124,0.24228,0.27295
2001,Urban regions,Owner,5 rooms,0.20300,686,3124,0.18889,0.21710
2001,Urban regions,Owner,6 rooms,0.14761,492,3124,0.13517,0.16005
2001,Urban regions,Owner,7 rooms,0.06525,222,3124,0.05659,0.07391
2001,Urban regions,Owner,8 rooms,0.03372,118,3124,0.02739,0.04005
2001,Urban regions,Owner,9 rooms,0.00933,43,3124,0.00596,0.01270
2001,Urban regions,Owner,10 or more rooms,0.01451,45,3124,0.01032,0.01871
2001,Urban regions,Tenant,1 room,0.07076,248,4623,0.06336,0.07815
2001,Urban regions,Tenant,2 rooms,0.31349,1274,4623,0.30011,0.32686
2001,Urban regions,Tenant,3 rooms,0.40032,1948,4623,0.38619,0.41444
2001,Urban regions,Tenant,4 rooms,0.14537,789,4623,0.13520,0.15553
2001,Urban regions,Tenant,5 rooms,0.04201,223,4623,0.03622,0.04779
2001,Urban regions,Tenant,6 rooms,0.01821,94,4623,0.01435,0.02206
2001,Urban regions,Tenant,7 rooms,0.00740,47,4623,0.00493,0.00987
2001,Rural regions,Owner,2 rooms,0.05359,91,2122,0.04401,0.06318
2001,Rural regions,Owner,3 rooms,0.17740,350,2122,0.16114,0.19366
2001,Rural regions,Owner,4 rooms,0.26198,549,2122,0.24327,0.28070
2001,Rural regions,Owner,5 rooms,0.21874,493,2122,0.20115,0.23633
2001,Rural regions,Owner,6 rooms,0.13947,313,2122,0.12472,0.15421
2001,Rural regions,Owner,7 rooms,0.06949,167,2122,0.05867,0.08031
2001,Rural regions,Owner,8 rooms,0.04316,90,2122,0.03451,0.05181
2001,Rural regions,Owner,9 rooms,0.01989,36,2122,0.01395,0.02583
2001,Rural regions,Owner,10 or more rooms,0.01434,33,2122,0.00928,0.01940
2001,Rural regions,Tenant,1 room,0.03872,60,1756,0.02969,0.04775
2001,Rural regions,Tenant,2 rooms,0.32453,478,1756,0.30262,0.34643
2001,Rural regions,Tenant,3 rooms,0.39745,740,1756,0.37456,0.42035
2001,Rural regions,Tenant,4 rooms,0.16159,335,1756,0.14437,0.17881
2001,Rural regions,Tenant,5 rooms,0.05400,109,1756,0.04343,0.06458
2001,Rural regions,Tenant,6 rooms,0.01509,34,1756,0.00938,0.02079
2002,Urban regions,Owner,2 rooms,0.06891,152,3654,0.06070,0.07712
2002,Urban regions,Owner,3 rooms,0.19358,565,3654,0.18077,0.20639
2002,Urban regions,Owner,4 rooms,0.26486,903,3654,0.25055,0.27917
2002,Urban regions,Owner,5 rooms,0.21504,870,3654,0.20171,0.22836
2002,Urban regions,Owner,6 rooms,0.13643,585,3654,0.12530,0.14756
2002,Urban regions,Owner,7 rooms,0.06471,318,3654,0.05674,0.07269
2002,Urban regions,Owner,8 rooms,0.02785,148,3654,0.02251,0.03318
2002,Urban regions,Owner,9 rooms,0.01162,64,3654,0.00815,0.01510
2002,Urban regions,Owner,10 or more rooms,0.01043,49,3654,0.00714,0.01373
2002,Urban regions,Tenant,1 room,0.06776,230,4535,0.06044,0.07507
2002,Urban regions,Tenant,2 rooms,0.32545,1266,4535,0.31181,0.33909
2002,Urban regions,Tenant,3 rooms,0.39648,1868,4535,0.38224,0.41072
2002,Urban regions,Tenant,4 rooms,0.14004,795,4535,0.12994,0.15014
2002,Urban regions,Tenant,5 rooms,0.04784,260,4535,0.04163,0.05406
2002,Urban regions,Tenant,6 rooms,0.01732,116,4535,0.01352,0.02112
2002,Rural regions,Owner,2 rooms,0.04526,76,2175,0.03652,0.05400
2002,Rural regions,Owner,3 rooms,0.18941,346,2175,0.17294,0.20588
2002,Rural regions,Owner,4 rooms,0.24923,530,2175,0.23104,0.26741
2002,Rural regions,Owner,5 rooms,0.24596,548,2175,0.22785,0.26406
2002,Rural regions,Owner,6 rooms,0.13522,329,2175,0.12084,0.14959
2002,Rural regions,Owner,7 rooms,0.07122,169,2175,0.06041,0.08203
2002,Rural regions,Owner,8 rooms,0.03498,97,2175,0.02726,0.04271
2002,Rural regions,Owner,9 rooms,0.01278,41,2175,0.00806,0.01750
2002,Rural regions,Owner,10 or more rooms,0.01491,39,2175,0.00982,0.02001
2002,Rural regions,Tenant,1 room,0.04263,67,1762,0.03319,0.05206
2002,Rural regions,Tenant,2 rooms,0.31183,468,1762,0.29019,0.33347
2002,Rural regions,Tenant,3 rooms,0.38785,727,1762,0.36509,0.41060
2002,Rural regions,Tenant,4 rooms,0.17121,341,1762,0.15362,0.18881
2002,Rural regions,Tenant,5 rooms,0.05944,121,1762,0.04840,0.07048
2002,Rural regions,Tenant,6 rooms,0.01569,38,1762,0.00988,0.02149
2003,Urban regions,Owner,2 rooms,0.06760,149,3540,0.05933,0.07587
2003,Urban regions,Owner,3 rooms,0.19944,573,3540,0.18627,0.21260
2003,Urban regions,Owner,4 rooms,0.25029,865,3540,0.23602,0.26457
2003,Urban regions,Owner,5 rooms,0.22176,839,3540,0.20807,0.23544
2003,Urban regions,Owner,6 rooms,0.14029,565,3540,0.12885,0.15173
2003,Urban regions,Owner,7 rooms,0.06393,311,3540,0.05587,0.07199
2003,Urban regions,Owner,8 rooms,0.03101,147,3540,0.02530,0.03673
2003,Urban regions,Owner,9 rooms,0.00814,49,3540,0.00518,0.01110
2003,Urban regions,Owner,10 or more rooms,0.01033,42,3540,0.00700,0.01367
2003,Urban regions,Tenant,1 room,0.07325,240,4412,0.06556,0.08094
2003,Urban regions,Tenant,2 rooms,0.31407,1212,4412,0.30038,0.32777
2003,Urban regions,Tenant,3 rooms,0.39707,1800,4412,0.38263,0.41151
2003,Urban regions,Tenant,4 rooms,0.14468,770,4412,0.13430,0.15506
2003,Urban regions,Tenant,5 rooms,0.04563,238,4412,0.03947,0.05179
2003,Urban regions,Tenant,6 rooms,0.01940,114,4412,0.01533,0.02347
2003,Urban regions,Tenant,7 rooms,0.00434,38,4412,0.00240,0.00628
2003,Rural regions,Owner,2 rooms,0.04712,83,2102,0.03806,0.05618
2003,Rural regions,Owner,3 rooms,0.18060,333,2102,0.16415,0.19705
2003,Rural regions,Owner,4 rooms,0.25943,528,2102,0.24069,0.27818
2003,Rural regions,Owner,5 rooms,0.24301,503,2102,0.22467,0.26135
2003,Rural regions,Owner,6 rooms,0.13043,314,2102,0.11603,0.14483
2003,Rural regions,Owner,7 rooms,0.06733,161,2102,0.05661,0.07805
2003,Rural regions,Owner,8 rooms,0.04054,98,2102,0.03211,0.04898
2003,Rural regions,Owner,9 rooms,0.01640,45,2102,0.01097,0.02183
2003,Rural regions,Owner,10 or more rooms,0.01081,37,2102,0.00639,0.01523
2003,Rural regions,Tenant,1 room,0.05000,75,1691,0.03961,0.06039
2003,Rural regions,Tenant,2 rooms,0.31819,462,1691,0.29599,0.34040
2003,Rural regions,Tenant,3 rooms,0.40359,727,1691,0.38020,0.42698
2003,Rural regions,Tenant,4 rooms,0.14890,290,1691,0.13192,0.16587
2003,Rural regions,Tenant,5 rooms,0.05469,104,1691,0.04385,0.06553
2003,Rural regions,Tenant,6 rooms,0.01118,33,1691,0.00617,0.01620
2004,Urban regions,Owner,2 rooms,0.06905,152,3459,0.06060,0.07750
2004,Urban regions,Owner,3 rooms,0.19450,556,3459,0.18131,0.20769
2004,Urban regions,Owner,4 rooms,0.25132,839,3459,0.23687,0.26578
2004,Urban regions,Owner,5 rooms,0.21917,815,3459,0.20538,0.23296
2004,Urban regions,Owner,6 rooms,0.14695,576,3459,0.13515,0.15875
2004,Urban regions,Owner,7 rooms,0.06352,286,3459,0.05539,0.07165
2004,Urban regions,Owner,8 rooms,0.02823,133,3459,0.02271,0.03375
2004,Urban regions,Owner,9 rooms,0.01062,54,3459,0.00720,0.01404
2004,Urban regions,Owner,10 or more rooms,0.01039,48,3459,0.00701,0.01377
2004,Urban regions,Tenant,1 room,0.06939,228,4296,0.06179,0.07699
2004,Urban regions,Tenant,2 rooms,0.30679,1147,4296,0.29300,0.32059
2004,Urban regions,Tenant,3 rooms,0.40689,1779,4296,0.39220,0.42158
2004,Urban regions,Tenant,4 rooms,0.14275,754,4296,0.13228,0.15321
2004,Urban regions,Tenant,5 rooms,0.05144,259,4296,0.04483,0.05805
2004,Urban regions,Tenant,6 rooms,0.01467,91,4296,0.01107,0.01826
2004,Urban regions,Tenant,7 rooms,0.00534,38,4296,0.00316,0.00752
2004,Rural regions,Owner,2 rooms,0.04651,81,2086,0.03747,0.05555
2004,Rural regions,Owner,3 rooms,0.18496,325,2086,0.16830,0.20163
2004,Rural regions,Owner,4 rooms,0.24023,511,2086,0.22189,0.25857
2004,Rural regions,Owner,5 rooms,0.25296,511,2086,0.23430,0.27162
2004,Rural regions,Owner,6 rooms,0.13591,320,2086,0.12120,0.15062
2004,Rural regions,Owner,7 rooms,0.07490,165,2086,0.06360,0.08620
2004,Rural regions,Owner,8 rooms,0.03294,89,2086,0.02528,0.04060
2004,Rural regions,Owner,9 rooms,0.01245,42,2086,0.00769,0.01720
2004,Rural regions,Owner,10 or more rooms,0.01418,42,2086,0.00911,0.01926
2004,Rural regions,Tenant,1 room,0.05681,80,1646,0.04562,0.06799
2004,Rural regions,Tenant,2 rooms,0.31048,441,1646,0.28812,0.33284
2004,Rural regions,Tenant,3 rooms,0.39695,693,1646,0.37331,0.42059
2004,Rural regions,Tenant,4 rooms,0.15361,296,1646,0.13618,0.17103
2004,Rural regions,Tenant,5 rooms,0.05692,101,1646,0.04573,0.06812
2004,Rural regions,Tenant,6 rooms,0.01532,35,1646,0.00938,0.02125
2005,Urban regions,Owner,2 rooms,0.06543,145,3329,0.05703,0.07383
2005,Urban regions,Owner,3 rooms,0.19269,547,3329,0.17928,0.20609
2005,Urban regions,Owner,4 rooms,0.25546,819,3329,0.24065,0.27028
2005,Urban regions,Owner,5 rooms,0.22790,802,3329,0.21365,0.24216
2005,Urban regions,Owner,6 rooms,0.13673,513,3329,0.12505,0.14840
2005,Urban regions,Owner,7 rooms,0.06429,274,3329,0.05596,0.07263
2005,Urban regions,Owner,8 rooms,0.03090,137,3329,0.02502,0.03678
2005,Urban regions,Owner,9 rooms,0.01145,52,3329,0.00784,0.01507
2005,Urban regions,Owner,10 or more rooms,0.00869,40,3329,0.00554,0.01185
2005,Urban regions,Tenant,1 room,0.06811,239,4164,0.06046,0.07577
2005,Urban regions,Tenant,2 rooms,0.30806,1135,4164,0.29404,0.32209
2005,Urban regions,Tenant,3 rooms,0.40355,1718,4164,0.38865,0.41845
2005,Urban regions,Tenant,4 rooms,0.14121,719,4164,0.13063,0.15178
2005,Urban regions,Tenant,5 rooms,0.05273,259,4164,0.04594,0.05952
2005,Urban regions,Tenant,6 rooms,0.01936,94,4164,0.01518,0.02355
2005,Rural regions,Owner,2 rooms,0.04745,79,2045,0.03823,0.05666
2005,Rural regions,Owner,3 rooms,0.18968,344,2045,0.17268,0.20667
2005,Rural regions,Owner,4 rooms,0.23331,481,2045,0.21497,0.25164
2005,Rural regions,Owner,5 rooms,0.25440,512,2045,0.23552,0.27329
2005,Rural regions,Owner,6 rooms,0.13209,303,2045,0.11741,0.14676
2005,Rural regions,Owner,7 rooms,0.06788,153,2045,0.05697,0.07878
2005,Rural regions,Owner,8 rooms,0.04307,92,2045,0.03427,0.05187
2005,Rural regions,Owner,9 rooms,0.01765,44,2045,0.01194,0.02336
2005,Rural regions,Owner,10 or more rooms,0.01325,37,2045,0.00829,0.01820
2005,Rural regions,Tenant,1 room,0.04591,65,1582,0.03559,0.05623
2005,Rural regions,Tenant,2 rooms,0.32750,453,1582,0.30437,0.35063
2005,Rural regions,Tenant,3 rooms,0.37779,647,1582,0.35389,0.40168
2005,Rural regions,Tenant,4 rooms,0.16838,293,1582,0.14994,0.18683
2005,Rural regions,Tenant,5 rooms,0.05365,93,1582,0.04255,0.06476
2005,Rural regions,Tenant,6 rooms,0.01546,31,1582,0.00938,0.02155
2006,Urban regions,Owner,2 rooms,0.06563,171,3695,0.05764,0.07362
2006,Urban regions,Owner,3 rooms,0.19617,607,3695,0.18337,0.20898
2006,Urban regions,Owner,4 rooms,0.24795,903,3695,0.23402,0.26187
2006,Urban regions,Owner,5 rooms,0.22364,876,3695,0.21020,0.23707
2006,Urban regions,Owner,6 rooms,0.13957,575,3695,0.12839,0.15074
2006,Urban regions,Owner,7 rooms,0.06740,314,3695,0.05931,0.07548
2006,Urban regions,Owner,8 rooms,0.03069,144,3695,0.02513,0.03625
2006,Urban regions,Owner,9 rooms,0.01131,55,3695,0.00790,0.01472
2006,Urban regions,Owner,10 or more rooms,0.00950,50,3695,0.00637,0.01263
2006,Urban regions,Tenant,1 room,0.06574,234,4405,0.05842,0.07306
2006,Urban regions,Tenant,2 rooms,0.32073,1250,4405,0.30694,0.33451
2006,Urban regions,Tenant,3 rooms,0.39621,1799,4405,0.38176,0.41065
2006,Urban regions,Tenant,4 rooms,0.14306,759,4405,0.13272,0.15340
2006,Urban regions,Tenant,5 rooms,0.05164,274,4405,0.04510,0.05817
2006,Urban regions,Tenant,6 rooms,0.01503,89,4405,0.01144,0.01862
2006,Rural regions,Owner,2 rooms,0.05069,91,2291,0.04170,0.05967
2006,Rural regions,Owner,3 rooms,0.18079,365,2291,0.16503,0.19656
2006,Rural regions,Owner,4 rooms,0.25217,562,2291,0.23438,0.26995
2006,Rural regions,Owner,5 rooms,0.23798,559,2291,0.22054,0.25542
2006,Rural regions,Owner,6 rooms,0.13894,340,2291,0.12478,0.15311
2006,Rural regions,Owner,7 rooms,0.07167,187,2291,0.06111,0.08224
2006,Rural regions,Owner,8 rooms,0.03363,101,2291,0.02625,0.04102
2006,Rural regions,Owner,9 rooms,0.02087,50,2291,0.01502,0.02673
2006,Rural regions,Owner,10 or more rooms,0.01137,36,2291,0.00703,0.01572
2006,Rural regions,Tenant,1 room,0.05292,83,1775,0.04250,0.06334
2006,Rural regions,Tenant,2 rooms,0.32431,495,1775,0.30253,0.34610
2006,Rural regions,Tenant,3 rooms,0.38565,734,1775,0.36300,0.40830
2006,Rural regions,Tenant,4 rooms,0.14759,321,1775,0.13108,0.16409
2006,Rural regions,Tenant,5 rooms,0.06354,106,1775,0.05219,0.07489
2006,Rural regions,Tenant,6 rooms,0.01294,36,1775,0.00768,0.01820
2007,Urban regions,Owner,2 rooms,0.05816,141,3460,0.05036,0.06596
2007,Urban regions,Owner,3 rooms,0.19928,567,3460,0.18597,0.21259
2007,Urban regions,Owner,4 rooms,0.25314,842,3460,0.23865,0.26763
2007,Urban regions,Owner,5 rooms,0.21865,817,3460,0.20488,0.23243
2007,Urban regions,Owner,6 rooms,0.14629,568,3460,0.13451,0.15807
2007,Urban regions,Owner,7 rooms,0.06668,305,3460,0.05836,0.07499
2007,Urban regions,Owner,8 rooms,0.03044,130,3460,0.02472,0.03617
2007,Urban regions,Owner,9 rooms,0.01248,54,3460,0.00878,0.01618
2007,Urban regions,Owner,10 or more rooms,0.00779,36,3460,0.00486,0.01072
2007,Urban regions,Tenant,1 room,0.06695,228,4087,0.05928,0.07461
2007,Urban regions,Tenant,2 rooms,0.31202,1101,4087,0.29781,0.32622
2007,Urban regions,Tenant,3 rooms,0.39561,1692,4087,0.38061,0.41060
2007,Urban regions,Tenant,4 rooms,0.14673,720,4087,0.13588,0.15758
2007,Urban regions,Tenant,5 rooms,0.04906,241,4087,0.04244,0.05569
2007,Urban regions,Tenant,6 rooms,0.02203,105,4087,0.01753,0.02653
2007,Rural regions,Owner,2 rooms,0.04728,82,2144,0.03830,0.05627
2007,Rural regions,Owner,3 rooms,0.17871,342,2144,0.16249,0.19493
2007,Rural regions,Owner,4 rooms,0.23911,505,2144,0.22105,0.25717
2007,Rural regions,Owner,5 rooms,0.23379,513,2144,0.21587,0.25171
2007,Rural regions,Owner,6 rooms,0.13948,332,2144,0.12482,0.15415
2007,Rural regions,Owner,7 rooms,0.08507,193,2144,0.07326,0.09688
2007,Rural regions,Owner,8 rooms,0.03528,89,2144,0.02747,0.04309
2007,Rural regions,Owner,9 rooms,0.01908,49,2144,0.01329,0.02488
2007,Rural regions,Owner,10 or more rooms,0.01856,39,2144,0.01284,0.02427
2007,Rural regions,Tenant,1 room,0.04843,69,1639,0.03804,0.05883
2007,Rural regions,Tenant,2 rooms,0.33018,478,1639,0.30740,0.35295
2007,Rural regions,Tenant,3 rooms,0.36332,668,1639,0.34002,0.38661
2007,Rural regions,Tenant,4 rooms,0.16985,328,1639,0.15166,0.18803
2007,Rural regions,Tenant,5 rooms,0.05598,96,1639,0.04485,0.06712
2008,Urban regions,Owner,2 rooms,0.06164,139,3265,0.05339,0.06989
2008,Urban regions,Owner,3 rooms,0.18654,531,3265,0.17318,0.19990
2008,Urban regions,Owner,4 rooms,0.25090,803,3265,0.23603,0.26578
2008,Urban regions,Owner,5 rooms,0.22569,795,3265,0.21135,0.24003
2008,Urban regions,Owner,6 rooms,0.14818,540,3265,0.13599,0.16037
2008,Urban regions,Owner,7 rooms,0.06745,274,3265,0.05884,0.07605
2008,Urban regions,Owner,8 rooms,0.02696,119,3265,0.02141,0.03252
2008,Urban regions,Owner,9 rooms,0.01494,64,3265,0.01078,0.01910
2008,Urban regions,Tenant,1 room,0.06402,206,3860,0.05630,0.07174
2008,Urban regions,Tenant,2 rooms,0.31840,1046,3860,0.30370,0.33310
2008,Urban regions,Tenant,3 rooms,0.39462,1583,3860,0.37920,0.41004
2008,Urban regions,Tenant,4 rooms,0.14232,680,3860,0.13129,0.15334
2008,Urban regions,Tenant,5 rooms,0.05015,212,3860,0.04327,0.05704
2008,Urban regions,Tenant,6 rooms,0.02020,96,3860,0.01576,0.02464
2008,Urban regions,Tenant,7 rooms,0.00720,37,3860,0.00453,0.00987
2008,Rural regions,Owner,2 rooms,0.04438,72,2067,0.03550,0.05326
2008,Rural regions,Owner,3 rooms,0.16541,323,2067,0.14938,0.18143
2008,Rural regions,Owner,4 rooms,0.25705,497,2067,0.23820,0.27589
2008,Rural regions,Owner,5 rooms,0.25139,527,2067,0.23269,0.27010
2008,Rural regions,Owner,6 rooms,0.13295,303,2067,0.11831,0.14759
2008,Rural regions,Owner,7 rooms,0.07126,166,2067,0.06016,0.08235
2008,Rural regions,Owner,8 rooms,0.04189,98,2067,0.03325,0.05052
2008,Rural regions,Owner,9 rooms,0.01312,38,2067,0.00822,0.01803
2008,Rural regions,Owner,10 or more rooms,0.02097,43,2067,0.01479,0.02714
2008,Rural regions,Tenant,1 room,0.04627,62,1515,0.03569,0.05685
2008,Rural regions,Tenant,2 rooms,0.31935,435,1515,0.29587,0.34284
2008,Rural regions,Tenant,3 rooms,0.38120,631,1515,0.35674,0.40567
2008,Rural regions,Tenant,4 rooms,0.16334,289,1515,0.14472,0.18197
2008,Rural regions,Tenant,5 rooms,0.06134,98,1515,0.04925,0.07342
2009,Urban regions,Owner,2 rooms,0.06464,134,3091,0.05597,0.07332
2009,Urban regions,Owner,3 rooms,0.19483,489,3091,0.18087,0.20880
2009,Urban regions,Owner,4 rooms,0.23805,748,3091,0.22303,0.25306
2009,Urban regions,Owner,5 rooms,0.23222,758,3091,0.21733,0.24711
2009,Urban regions,Owner,6 rooms,0.14109,497,3091,0.12882,0.15336
2009,Urban regions,Owner,7 rooms,0.06722,266,3091,0.05839,0.07605
2009,Urban regions,Owner,8 rooms,0.03129,117,3091,0.02515,0.03743
2009,Urban regions,Owner,9 rooms,0.01265,50,3091,0.00871,0.01659
2009,Urban regions,Owner,10 or more rooms,0.01062,32,3091,0.00701,0.01424
2009,Urban regions,Tenant,1 room,0.06499,181,3576,0.05691,0.07307
2009,Urban regions,Tenant,2 rooms,0.31506,960,3576,0.29984,0.33029
2009,Urban regions,Tenant,3 rooms,0.39530,1499,3576,0.37927,0.41133
2009,Urban regions,Tenant,4 rooms,0.14161,605,3576,0.13018,0.15304
2009,Urban regions,Tenant,5 rooms,0.05155,207,3576,0.04430,0.05879
2009,Urban regions,Tenant,6 rooms,0.01913,86,3576,0.01464,0.02362
2009,Urban regions,Tenant,7 rooms,0.00760,38,3576,0.00475,0.01044
2009,Rural regions,Owner,2 rooms,0.03312,60,1962,0.02520,0.04104
2009,Rural regions,Owner,3 rooms,0.17076,301,1962,0.15410,0.18741
2009,Rural regions,Owner,4 rooms,0.27135,495,1962,0.25166,0.29103
2009,Rural regions,Owner,5 rooms,0.24484,488,1962,0.22581,0.26387
2009,Rural regions,Owner,6 rooms,0.12891,289,1962,0.11408,0.14374
2009,Rural regions,Owner,7 rooms,0.07613,164,1962,0.06439,0.08787
2009,Rural regions,Owner,8 rooms,0.03464,75,1962,0.02655,0.04274
2009,Rural regions,Owner,9 rooms,0.01978,46,1962,0.01361,0.02594
2009,Rural regions,Owner,10 or more rooms,0.02020,44,1962,0.01398,0.02643
2009,Rural regions,Tenant,1 room,0.04822,57,1467,0.03726,0.05919
2009,Rural regions,Tenant,2 rooms,0.31886,422,1467,0.29500,0.34272
2009,Rural regions,Tenant,3 rooms,0.36856,600,1467,0.34387,0.39326
2009,Rural regions,Tenant,4 rooms,0.16770,288,1467,0.14857,0.18682
2009,Rural regions,Tenant,5 rooms,0.06693,100,1467,0.05414,0.07972
2010,Urban regions,Owner,2 rooms,0.05881,124,3827,0.05135,0.06626
2010,Urban regions,Owner,3 rooms,0.20721,585,3827,0.19437,0.22006
2010,Urban regions,Owner,4 rooms,0.24542,917,3827,0.23178,0.25905
2010,Urban regions,Owner,5 rooms,0.22031,935,3827,0.20718,0.23344
2010,Urban regions,Owner,6 rooms,0.15064,686,3827,0.13931,0.16197
2010,Urban regions,Owner,7 rooms,0.06161,307,3827,0.05399,0.06923
2010,Urban regions,Owner,8 rooms,0.02840,149,3827,0.02313,0.03366
2010,Urban regions,Owner,9 rooms,0.01526,75,3827,0.01137,0.01914
2010,Urban regions,Owner,10 or more rooms,0.00776,49,3827,0.00498,0.01053
2010,Urban regions,Tenant,1 room,0.06103,163,5221,0.05453,0.06752
2010,Urban regions,Tenant,2 rooms,0.30184,1054,5221,0.28938,0.31429
2010,Urban regions,Tenant,3 rooms,0.41516,2375,5221,0.40179,0.42853
2010,Urban regions,Tenant,4 rooms,0.14765,1107,5221,0.13802,0.15727
2010,Urban regions,Tenant,5 rooms,0.04668,342,5221,0.04096,0.05240
2010,Urban regions,Tenant,6 rooms,0.01646,128,5221,0.01301,0.01991
2010,Urban regions,Tenant,7 rooms,0.00681,52,5221,0.00458,0.00904
2010,Rural regions,Owner,2 rooms,0.04222,63,2498,0.03433,0.05011
2010,Rural regions,Owner,3 rooms,0.17856,344,2498,0.16354,0.19358
2010,Rural regions,Owner,4 rooms,0.26170,614,2498,0.24445,0.27894
2010,Rural regions,Owner,5 rooms,0.23684,606,2498,0.22016,0.25351
2010,Rural regions,Owner,6 rooms,0.13123,396,2498,0.11798,0.14447
2010,Rural regions,Owner,7 rooms,0.08096,246,2498,0.07026,0.09166
2010,Rural regions,Owner,8 rooms,0.03669,120,2498,0.02931,0.04406
2010,Rural regions,Owner,9 rooms,0.01633,58,2498,0.01136,0.02130
2010,Rural regions,Owner,10 or more rooms,0.01548,51,2498,0.01064,0.02032
2010,Rural regions,Tenant,1 room,0.04730,56,2166,0.03836,0.05624
2010,Rural regions,Tenant,2 rooms,0.31974,430,2166,0.30010,0.33939
2010,Rural regions,Tenant,3 rooms,0.37742,919,2166,0.35700,0.39784
2010,Rural regions,Tenant,4 rooms,0.15579,520,2166,0.14052,0.17107
2010,Rural regions,Tenant,5 rooms,0.06624,179,2166,0.05577,0.07672
2010,Rural regions,Tenant,6 rooms,0.02026,62,2166,0.01433,0.02620
2011,Urban regions,Owner,2 rooms,0.05924,152,4613,0.05242,0.06605
2011,Urban regions,Owner,3 rooms,0.21471,694,4613,0.20286,0.22656
2011,Urban regions,Owner,4 rooms,0.23880,1060,4613,0.22650,0.25111
2011,Urban regions,Owner,5 rooms,0.22480,1143,4613,0.21275,0.23685
2011,Urban regions,Owner,6 rooms,0.14302,819,4613,0.13292,0.15313
2011,Urban regions,Owner,7 rooms,0.05986,382,4613,0.05301,0.06670
2011,Urban regions,Owner,8 rooms,0.03413,216,4613,0.02889,0.03937
2011,Urban regions,Owner,9 rooms,0.01226,92,4613,0.00909,0.01544
2011,Urban regions,Owner,10 or more rooms,0.00782,55,4613,0.00528,0.01036
2011,Urban regions,Tenant,1 room,0.06431,233,6087,0.05814,0.07047
2011,Urban regions,Tenant,2 rooms,0.31964,1326,6087,0.30793,0.33136
