,Unnamed: 0,year,bula_h,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
678,678,1997,Mecklenburg-Western Pomerania,3 rooms,0.48672,73,5779,0.42969,0.53831
679,679,1997,Mecklenburg-Western Pomerania,4 rooms,0.21347,39,5779,0.18285,0.25538
680,680,1997,Saxony,2 rooms,0.29607,117,5779,0.26807,0.32618
681,681,1997,Saxony,3 rooms,0.43582,199,5779,0.39345,0.47587
682,682,1997,Saxony,4 rooms,0.20455,125,5779,0.1851,0.22424
683,683,1997,Saxony,5 rooms,0.06356,39,5779,0.05431,0.07682
684,684,1997,Saxony-Anhalt,2 rooms,0.26817,60,5779,0.22628,0.30335
685,685,1997,Saxony-Anhalt,3 rooms,0.44851,131,5779,0.40498,0.49583
686,686,1997,Saxony-Anhalt,4 rooms,0.17305,62,5779,0.15221,0.20225
687,687,1997,Saxony-Anhalt,5 rooms,0.11027,41,5779,0.0879,0.13517
688,688,1997,Thuringa,2 rooms,0.30997,65,5779,0.2669,0.35711
689,689,1997,Thuringa,3 rooms,0.40689,110,5779,0.36567,0.45596
690,690,1997,Thuringa,4 rooms,0.18688,57,5779,0.1534,0.21898
691,691,1997,Thuringa,5 rooms,0.09626,41,5779,0.08039,0.1137
692,692,1998,Schleswig-Holstein,2 rooms,0.27822,34,6799,0.21759,0.34923
693,693,1998,Schleswig-Holstein,3 rooms,0.36333,43,6799,0.30641,0.42762
694,694,1998,Schleswig-Holstein,4 rooms,0.35845,43,6799,0.30184,0.41629
695,695,1998,Hamburg,2 rooms,0.51151,33,6799,0.41848,0.59832
696,696,1998,Hamburg,3 rooms,0.48849,33,6799,0.39412,0.58101
697,697,1998,Lower Saxony,2 rooms,0.16877,81,6799,0.14164,0.19476
698,698,1998,Lower Saxony,3 rooms,0.27271,167,6799,0.24696,0.29886
699,699,1998,Lower Saxony,4 rooms,0.26975,165,6799,0.24292,0.29843
700,700,1998,Lower Saxony,5 rooms,0.14472,79,6799,0.12559,0.16311
701,701,1998,Lower Saxony,6 rooms,0.09901,64,6799,0.08728,0.11159
702,702,1998,Lower Saxony,7 rooms,0.04505,31,6799,0.03779,0.05382
703,703,1998,North Rhine-Westphalia,1 room,0.04114,49,6799,0.0343,0.04903
704,704,1998,North Rhine-Westphalia,2 rooms,0.24257,309,6799,0.22481,0.26003
705,705,1998,North Rhine-Westphalia,3 rooms,0.32308,489,6799,0.30122,0.34562
706,706,1998,North Rhine-Westphalia,4 rooms,0.1821,294,6799,0.1691,0.19669
707,707,1998,North Rhine-Westphalia,5 rooms,0.11173,175,6799,0.102,0.12278
708,708,1998,North Rhine-Westphalia,6 rooms,0.07228,107,6799,0.06406,0.08072
709,709,1998,North Rhine-Westphalia,7 rooms,0.02711,41,6799,0.02154,0.03458
710,710,1998,Hesse,2 rooms,0.27833,92,6799,0.23517,0.31717
711,711,1998,Hesse,3 rooms,0.36229,172,6799,0.32743,0.40157
712,712,1998,Hesse,4 rooms,0.24284,107,6799,0.21379,0.27012
713,713,1998,Hesse,5 rooms,0.11654,43,6799,0.099,0.1388
714,714,1998,"Rhineland-Palatinate, Saarland",2 rooms,0.2024,60,6799,0.16898,0.2365
715,715,1998,"Rhineland-Palatinate, Saarland",3 rooms,0.3045,112,6799,0.27142,0.34427
716,716,1998,"Rhineland-Palatinate, Saarland",4 rooms,0.26926,100,6799,0.24515,0.2963
717,717,1998,"Rhineland-Palatinate, Saarland",5 rooms,0.11398,48,6799,0.09877,0.12865
718,718,1998,"Rhineland-Palatinate, Saarland",6 rooms,0.10986,50,6799,0.09583,0.12226
719,719,1998,Baden-Wuerttemberg,1 room,0.03452,31,6799,0.02633,0.04364
720,720,1998,Baden-Wuerttemberg,2 rooms,0.17712,150,6799,0.14846,0.20063
721,721,1998,Baden-Wuerttemberg,3 rooms,0.32115,318,6799,0.2923,0.35165
722,722,1998,Baden-Wuerttemberg,4 rooms,0.22232,204,6799,0.19813,0.24184
723,723,1998,Baden-Wuerttemberg,5 rooms,0.12498,107,6799,0.1083,0.14284
724,724,1998,Baden-Wuerttemberg,6 rooms,0.0724,65,6799,0.06422,0.08246
725,725,1998,Baden-Wuerttemberg,7 rooms,0.04751,31,6799,0.03855,0.06035
726,726,1998,Bavaria,1 room,0.04693,33,6799,0.03731,0.05914
727,727,1998,Bavaria,2 rooms,0.21452,173,6799,0.19454,0.23863
728,728,1998,Bavaria,3 rooms,0.2945,281,6799,0.26455,0.31759
729,729,1998,Bavaria,4 rooms,0.22341,231,6799,0.20396,0.24202
730,730,1998,Bavaria,5 rooms,0.12047,122,6799,0.10584,0.13435
731,731,1998,Bavaria,6 rooms,0.06973,76,6799,0.06311,0.0785
732,732,1998,Bavaria,7 rooms,0.03043,34,6799,0.02562,0.03612
733,733,1998,Berlin,1 room,0.11965,32,6799,0.09917,0.14488
734,734,1998,Berlin,2 rooms,0.37839,99,6799,0.33932,0.42546
735,735,1998,Berlin,3 rooms,0.34802,118,6799,0.31595,0.37733
736,736,1998,Berlin,4 rooms,0.15394,62,6799,0.13459,0.17608
737,737,1998,Brandenburg,2 rooms,0.27147,56,6799,0.23621,0.30752
738,738,1998,Brandenburg,3 rooms,0.4384,134,6799,0.40058,0.48696
739,739,1998,Brandenburg,4 rooms,0.18389,60,6799,0.16069,0.20767
740,740,1998,Brandenburg,5 rooms,0.10624,34,6799,0.08275,0.13957
741,741,1998,Mecklenburg-Western Pomerania,2 rooms,0.29539,34,6799,0.24179,0.33525
742,742,1998,Mecklenburg-Western Pomerania,3 rooms,0.39284,73,6799,0.34868,0.44028
743,743,1998,Mecklenburg-Western Pomerania,4 rooms,0.31177,55,6799,0.26402,0.37288
744,744,1998,Saxony,2 rooms,0.29665,131,6799,0.2688,0.32339
745,745,1998,Saxony,3 rooms,0.42629,219,6799,0.39742,0.46253
746,746,1998,Saxony,4 rooms,0.19181,123,6799,0.17432,0.21074
747,747,1998,Saxony,5 rooms,0.08525,50,6799,0.07181,0.09967
748,748,1998,Saxony-Anhalt,2 rooms,0.2889,74,6799,0.25085,0.33223
749,749,1998,Saxony-Anhalt,3 rooms,0.4206,128,6799,0.38101,0.4634
750,750,1998,Saxony-Anhalt,4 rooms,0.19381,71,6799,0.16506,0.22501
751,751,1998,Saxony-Anhalt,5 rooms,0.09669,42,6799,0.08265,0.11198
752,752,1998,Thuringa,2 rooms,0.22728,56,6799,0.19465,0.25876
753,753,1998,Thuringa,3 rooms,0.39481,124,6799,0.35061,0.4501
754,754,1998,Thuringa,4 rooms,0.17038,64,6799,0.14374,0.2001
755,755,1998,Thuringa,5 rooms,0.11884,48,6799,0.10174,0.14225
756,756,1998,Thuringa,6 rooms,0.08869,35,6799,0.07244,0.10527
757,757,1999,Schleswig-Holstein,3 rooms,0.51226,42,6337,0.42653,0.61304
758,758,1999,Schleswig-Holstein,4 rooms,0.48774,43,6337,0.41055,0.56988
759,759,1999,Lower Saxony,2 rooms,0.17948,80,6337,0.15561,0.20436
760,760,1999,Lower Saxony,3 rooms,0.30051,167,6337,0.27185,0.33385
761,761,1999,Lower Saxony,4 rooms,0.2622,152,6337,0.23828,0.29255
762,762,1999,Lower Saxony,5 rooms,0.1608,83,6337,0.14072,0.17904
763,763,1999,Lower Saxony,6 rooms,0.09701,61,6337,0.08393,0.1132
764,764,1999,North Rhine-Westphalia,1 room,0.03923,44,6337,0.03184,0.04731
765,765,1999,North Rhine-Westphalia,2 rooms,0.2364,280,6337,0.21581,0.25221
766,766,1999,North Rhine-Westphalia,3 rooms,0.32393,460,6337,0.30317,0.34667
767,767,1999,North Rhine-Westphalia,4 rooms,0.18326,283,6337,0.16882,0.19686
768,768,1999,North Rhine-Westphalia,5 rooms,0.11482,177,6337,0.102,0.12577
769,769,1999,North Rhine-Westphalia,6 rooms,0.07494,105,6337,0.06653,0.08377
770,770,1999,North Rhine-Westphalia,7 rooms,0.02741,42,6337,0.02228,0.03213
771,771,1999,Hesse,2 rooms,0.29425,90,6337,0.25536,0.33751
772,772,1999,Hesse,3 rooms,0.33933,150,6337,0.29856,0.37502
773,773,1999,Hesse,4 rooms,0.25657,103,6337,0.22447,0.29302
774,774,1999,Hesse,5 rooms,0.10984,41,6337,0.09029,0.12864
775,775,1999,"Rhineland-Palatinate, Saarland",2 rooms,0.21507,62,6337,0.18439,0.25015
776,776,1999,"Rhineland-Palatinate, Saarland",3 rooms,0.27312,98,6337,0.23653,0.30668
777,777,1999,"Rhineland-Palatinate, Saarland",4 rooms,0.28107,97,6337,0.2541,0.30458
778,778,1999,"Rhineland-Palatinate, Saarland",5 rooms,0.1145,49,6337,0.09686,0.1334
779,779,1999,"Rhineland-Palatinate, Saarland",6 rooms,0.11625,50,6337,0.09965,0.1338
780,780,1999,Baden-Wuerttemberg,2 rooms,0.19761,151,6337,0.17209,0.22171
781,781,1999,Baden-Wuerttemberg,3 rooms,0.35432,296,6337,0.31513,0.3858
782,782,1999,Baden-Wuerttemberg,4 rooms,0.23256,194,6337,0.20865,0.2564
783,783,1999,Baden-Wuerttemberg,5 rooms,0.12953,101,6337,0.11229,0.15036
784,784,1999,Baden-Wuerttemberg,6 rooms,0.08598,69,6337,0.07469,0.09908
785,785,1999,Bavaria,1 room,0.05105,31,6337,0.04033,0.0622
786,786,1999,Bavaria,2 rooms,0.21471,169,6337,0.18873,0.23879
787,787,1999,Bavaria,3 rooms,0.28985,263,6337,0.26357,0.31342
788,788,1999,Bavaria,4 rooms,0.2227,217,6337,0.20255,0.24299
789,789,1999,Bavaria,5 rooms,0.11861,115,6337,0.10441,0.13386
790,790,1999,Bavaria,6 rooms,0.07012,76,6337,0.06097,0.07978
791,791,1999,Bavaria,7 rooms,0.03296,38,6337,0.02826,0.03954
792,792,1999,Berlin,2 rooms,0.43963,96,6337,0.38843,0.48838
793,793,1999,Berlin,3 rooms,0.3813,108,6337,0.34481,0.43249
794,794,1999,Berlin,4 rooms,0.17908,62,6337,0.15499,0.20714
795,795,1999,Brandenburg,2 rooms,0.27577,54,6337,0.24199,0.31576
796,796,1999,Brandenburg,3 rooms,0.43566,131,6337,0.39458,0.47546
797,797,1999,Brandenburg,4 rooms,0.17058,56,6337,0.14693,0.19866
798,798,1999,Brandenburg,5 rooms,0.118,38,6337,0.08981,0.14873
799,799,1999,Mecklenburg-Western Pomerania,2 rooms,0.30161,33,6337,0.2532,0.35794
800,800,1999,Mecklenburg-Western Pomerania,3 rooms,0.38492,71,6337,0.32444,0.46166
801,801,1999,Mecklenburg-Western Pomerania,4 rooms,0.31347,55,6337,0.25402,0.37877
802,802,1999,Saxony,2 rooms,0.28388,114,6337,0.25659,0.31039
803,803,1999,Saxony,3 rooms,0.42244,216,6337,0.38534,0.45701
804,804,1999,Saxony,4 rooms,0.19424,128,6337,0.17335,0.21619
805,805,1999,Saxony,5 rooms,0.09944,58,6337,0.08513,0.11166
806,806,1999,Saxony-Anhalt,2 rooms,0.27057,71,6337,0.2291,0.30906
807,807,1999,Saxony-Anhalt,3 rooms,0.43656,131,6337,0.39605,0.47599
808,808,1999,Saxony-Anhalt,4 rooms,0.20455,73,6337,0.1719,0.24371
809,809,1999,Saxony-Anhalt,5 rooms,0.08832,39,6337,0.07383,0.10909
810,810,1999,Thuringa,2 rooms,0.25352,57,6337,0.22089,0.28377
811,811,1999,Thuringa,3 rooms,0.37212,121,6337,0.32545,0.41304
812,812,1999,Thuringa,4 rooms,0.17672,66,6337,0.14746,0.21595
813,813,1999,Thuringa,5 rooms,0.11392,47,6337,0.0992,0.137
814,814,1999,Thuringa,6 rooms,0.08373,33,6337,0.06785,0.1032
815,815,2000,Schleswig-Holstein,2 rooms,0.22173,69,12273,0.19465,0.25485
816,816,2000,Schleswig-Holstein,3 rooms,0.28458,97,12273,0.25772,0.31474
817,817,2000,Schleswig-Holstein,4 rooms,0.2432,91,12273,0.21872,0.27141
818,818,2000,Schleswig-Holstein,5 rooms,0.15283,69,12273,0.13671,0.17626
819,819,2000,Schleswig-Holstein,6 rooms,0.09766,36,12273,0.08125,0.11961
820,820,2000,Hamburg,2 rooms,0.41745,55,12273,0.37973,0.46287
821,821,2000,Hamburg,3 rooms,0.42545,68,12273,0.37359,0.47465
822,822,2000,Hamburg,4 rooms,0.1571,33,12273,0.13669,0.17896
823,823,2000,Lower Saxony,2 rooms,0.14625,115,12273,0.13426,0.15765
824,824,2000,Lower Saxony,3 rooms,0.2841,278,12273,0.26826,0.30113
825,825,2000,Lower Saxony,4 rooms,0.243,251,12273,0.22665,0.2622
826,826,2000,Lower Saxony,5 rooms,0.17329,183,12273,0.15837,0.18947
827,827,2000,Lower Saxony,6 rooms,0.10593,126,12273,0.09887,0.11253
828,828,2000,Lower Saxony,7 rooms,0.04743,65,12273,0.04281,0.05339
829,829,2000,Bremen,3 rooms,1.0,45,12273,0.85951,1.15729
830,830,2000,North Rhine-Westphalia,1 room,0.04065,84,12273,0.03706,0.0445
831,831,2000,North Rhine-Westphalia,2 rooms,0.22031,487,12273,0.21067,0.22932
832,832,2000,North Rhine-Westphalia,3 rooms,0.33045,899,12273,0.31923,0.34121
833,833,2000,North Rhine-Westphalia,4 rooms,0.18054,552,12273,0.17265,0.18858
834,834,2000,North Rhine-Westphalia,5 rooms,0.11188,358,12273,0.10581,0.11745
835,835,2000,North Rhine-Westphalia,6 rooms,0.07324,216,12273,0.06825,0.0785
836,836,2000,North Rhine-Westphalia,7 rooms,0.02916,93,12273,0.02578,0.03317
837,837,2000,North Rhine-Westphalia,8 rooms,0.01379,50,12273,0.01196,0.0164
838,838,2000,Hesse,2 rooms,0.23384,157,12273,0.21983,0.25385
839,839,2000,Hesse,3 rooms,0.301,262,12273,0.27999,0.32042
840,840,2000,Hesse,4 rooms,0.21979,205,12273,0.20237,0.23883
841,841,2000,Hesse,5 rooms,0.12939,121,12273,0.12028,0.13989
842,842,2000,Hesse,6 rooms,0.07358,63,12273,0.06428,0.08556
843,843,2000,Hesse,7 rooms,0.0424,41,12273,0.0371,0.04749
844,844,2000,"Rhineland-Palatinate, Saarland",2 rooms,0.17909,107,12273,0.16325,0.19593
845,845,2000,"Rhineland-Palatinate, Saarland",3 rooms,0.25454,176,12273,0.23743,0.27179
846,846,2000,"Rhineland-Palatinate, Saarland",4 rooms,0.24228,174,12273,0.22518,0.26314
847,847,2000,"Rhineland-Palatinate, Saarland",5 rooms,0.1484,122,12273,0.13857,0.16123
848,848,2000,"Rhineland-Palatinate, Saarland",6 rooms,0.11988,104,12273,0.11113,0.12821
849,849,2000,"Rhineland-Palatinate, Saarland",7 rooms,0.05582,44,12273,0.04843,0.06549
850,850,2000,Baden-Wuerttemberg,1 room,0.02681,35,12273,0.022,0.03179
851,851,2000,Baden-Wuerttemberg,2 rooms,0.17149,229,12273,0.15791,0.1858
852,852,2000,Baden-Wuerttemberg,3 rooms,0.3116,456,12273,0.2926,0.32866
853,853,2000,Baden-Wuerttemberg,4 rooms,0.20477,331,12273,0.19086,0.21831
854,854,2000,Baden-Wuerttemberg,5 rooms,0.13624,224,12273,0.12572,0.14696
855,855,2000,Baden-Wuerttemberg,6 rooms,0.07874,134,12273,0.07296,0.08592
856,856,2000,Baden-Wuerttemberg,7 rooms,0.04926,75,12273,0.04308,0.05709
857,857,2000,Baden-Wuerttemberg,8 rooms,0.02109,38,12273,0.01855,0.02339
858,858,2000,Bavaria,1 room,0.04552,47,12273,0.03984,0.05095
859,859,2000,Bavaria,2 rooms,0.21276,302,12273,0.19928,0.2276
860,860,2000,Bavaria,3 rooms,0.27236,478,12273,0.25995,0.28778
861,861,2000,Bavaria,4 rooms,0.21097,405,12273,0.2012,0.2216
862,862,2000,Bavaria,5 rooms,0.12219,245,12273,0.11466,0.13202
863,863,2000,Bavaria,6 rooms,0.07973,173,12273,0.07278,0.08544
864,864,2000,Bavaria,7 rooms,0.03332,81,12273,0.03115,0.03592
865,865,2000,Bavaria,8 rooms,0.02313,45,12273,0.02005,0.02608
866,866,2000,Berlin,1 room,0.10119,42,12273,0.088,0.11512
867,867,2000,Berlin,2 rooms,0.37037,156,12273,0.34623,0.39445
868,868,2000,Berlin,3 rooms,0.36106,184,12273,0.3342,0.38581
869,869,2000,Berlin,4 rooms,0.16738,99,12273,0.15275,0.18527
870,870,2000,Brandenburg,2 rooms,0.26335,93,12273,0.23816,0.28924
871,871,2000,Brandenburg,3 rooms,0.43903,206,12273,0.4106,0.46784
872,872,2000,Brandenburg,4 rooms,0.18543,105,12273,0.16832,0.2035
873,873,2000,Brandenburg,5 rooms,0.11219,63,12273,0.09766,0.12409
874,874,2000,Mecklenburg-Western Pomerania,2 rooms,0.32728,70,12273,0.29503,0.35558
875,875,2000,Mecklenburg-Western Pomerania,3 rooms,0.34625,108,12273,0.3104,0.37406
876,876,2000,Mecklenburg-Western Pomerania,4 rooms,0.22986,69,12273,0.1997,0.27306
877,877,2000,Mecklenburg-Western Pomerania,5 rooms,0.09662,33,12273,0.08516,0.10778
878,878,2000,Saxony,1 room,0.05139,34,12273,0.04482,0.05883
879,879,2000,Saxony,2 rooms,0.24716,180,12273,0.23383,0.26395
880,880,2000,Saxony,3 rooms,0.40755,361,12273,0.38814,0.42947
881,881,2000,Saxony,4 rooms,0.16743,182,12273,0.15379,0.18217
882,882,2000,Saxony,5 rooms,0.08411,87,12273,0.07585,0.09257
883,883,2000,Saxony,6 rooms,0.04236,47,12273,0.03589,0.04929
884,884,2000,Saxony-Anhalt,2 rooms,0.22683,91,12273,0.20549,0.24707
885,885,2000,Saxony-Anhalt,3 rooms,0.42146,197,12273,0.39249,0.45266
886,886,2000,Saxony-Anhalt,4 rooms,0.2313,124,12273,0.213,0.24739
887,887,2000,Saxony-Anhalt,5 rooms,0.12042,69,12273,0.10447,0.13763
888,888,2000,Thuringa,2 rooms,0.25826,93,12273,0.23425,0.27791
889,889,2000,Thuringa,3 rooms,0.38605,180,12273,0.3515,0.4208
890,890,2000,Thuringa,4 rooms,0.17515,95,12273,0.15294,0.19629
891,891,2000,Thuringa,5 rooms,0.11139,69,12273,0.10007,0.12207
892,892,2000,Thuringa,6 rooms,0.06915,42,12273,0.06141,0.07866
893,893,2001,Schleswig-Holstein,2 rooms,0.19154,58,11006,0.16628,0.22266
894,894,2001,Schleswig-Holstein,3 rooms,0.29352,90,11006,0.26198,0.32514
895,895,2001,Schleswig-Holstein,4 rooms,0.2579,82,11006,0.22764,0.28598
896,896,2001,Schleswig-Holstein,5 rooms,0.15595,64,11006,0.13899,0.17732
897,897,2001,Schleswig-Holstein,6 rooms,0.10109,33,11006,0.07861,0.12276
898,898,2001,Hamburg,2 rooms,0.41582,53,11006,0.35662,0.45799
899,899,2001,Hamburg,3 rooms,0.4244,62,11006,0.37456,0.48244
900,900,2001,Hamburg,4 rooms,0.15978,32,11006,0.13619,0.18775
901,901,2001,Lower Saxony,2 rooms,0.13159,91,11006,0.11517,0.14696
902,902,2001,Lower Saxony,3 rooms,0.28634,245,11006,0.26725,0.30239
903,903,2001,Lower Saxony,4 rooms,0.24882,228,11006,0.23029,0.27301
904,904,2001,Lower Saxony,5 rooms,0.18443,164,11006,0.17036,0.19771
905,905,2001,Lower Saxony,6 rooms,0.1013,103,11006,0.09257,0.11035
906,906,2001,Lower Saxony,7 rooms,0.04753,60,11006,0.04247,0.05342
907,907,2001,Bremen,3 rooms,1.0,37,11006,0.81319,1.1915
908,908,2001,North Rhine-Westphalia,1 room,0.03574,65,11006,0.03194,0.03986
909,909,2001,North Rhine-Westphalia,2 rooms,0.2105,416,11006,0.19788,0.22257
910,910,2001,North Rhine-Westphalia,3 rooms,0.3354,806,11006,0.31897,0.35368
911,911,2001,North Rhine-Westphalia,4 rooms,0.18195,498,11006,0.17203,0.19129
912,912,2001,North Rhine-Westphalia,5 rooms,0.11901,336,11006,0.11201,0.12769
913,913,2001,North Rhine-Westphalia,6 rooms,0.0743,200,11006,0.06857,0.08017
914,914,2001,North Rhine-Westphalia,7 rooms,0.029,87,11006,0.02614,0.0328
915,915,2001,North Rhine-Westphalia,8 rooms,0.0141,46,11006,0.01218,0.01691
916,916,2001,Hesse,2 rooms,0.2285,134,11006,0.20904,0.25108
917,917,2001,Hesse,3 rooms,0.29478,224,11006,0.27366,0.32035
918,918,2001,Hesse,4 rooms,0.22972,188,11006,0.20928,0.25045
919,919,2001,Hesse,5 rooms,0.13048,108,11006,0.12004,0.14368
920,920,2001,Hesse,6 rooms,0.0723,55,11006,0.06288,0.08482
921,921,2001,Hesse,7 rooms,0.04422,33,11006,0.03548,0.05266
922,922,2001,"Rhineland-Palatinate, Saarland",2 rooms,0.16853,98,11006,0.14821,0.18732
923,923,2001,"Rhineland-Palatinate, Saarland",3 rooms,0.27118,163,11006,0.24578,0.28992
924,924,2001,"Rhineland-Palatinate, Saarland",4 rooms,0.22883,160,11006,0.21028,0.24615
925,925,2001,"Rhineland-Palatinate, Saarland",5 rooms,0.14328,106,11006,0.13129,0.15704
926,926,2001,"Rhineland-Palatinate, Saarland",6 rooms,0.12627,97,11006,0.11561,0.13573
927,927,2001,"Rhineland-Palatinate, Saarland",7 rooms,0.06191,44,11006,0.05361,0.07202
928,928,2001,Baden-Wuerttemberg,1 room,0.02909,34,11006,0.02387,0.03438
929,929,2001,Baden-Wuerttemberg,2 rooms,0.17906,208,11006,0.16007,0.1956
930,930,2001,Baden-Wuerttemberg,3 rooms,0.30732,396,11006,0.28569,0.3256
931,931,2001,Baden-Wuerttemberg,4 rooms,0.20607,293,11006,0.18828,0.22114
932,932,2001,Baden-Wuerttemberg,5 rooms,0.13059,194,11006,0.12063,0.14363
933,933,2001,Baden-Wuerttemberg,6 rooms,0.08052,123,11006,0.07235,0.08897
934,934,2001,Baden-Wuerttemberg,7 rooms,0.04597,63,11006,0.03848,0.05512
935,935,2001,Baden-Wuerttemberg,8 rooms,0.02138,34,11006,0.01909,0.02453
936,936,2001,Bavaria,1 room,0.03605,34,11006,0.03045,0.04166
937,937,2001,Bavaria,2 rooms,0.21522,274,11006,0.19956,0.22872
938,938,2001,Bavaria,3 rooms,0.27718,427,11006,0.26208,0.29494
939,939,2001,Bavaria,4 rooms,0.21257,358,11006,0.20246,0.22422
940,940,2001,Bavaria,5 rooms,0.11296,208,11006,0.10508,0.12167
941,941,2001,Bavaria,6 rooms,0.08338,162,11006,0.07674,0.09184
942,942,2001,Bavaria,7 rooms,0.03968,82,11006,0.03523,0.04372
943,943,2001,Bavaria,8 rooms,0.02296,37,11006,0.01825,0.02802
944,944,2001,Berlin,1 room,0.09716,42,11006,0.08455,0.10843
945,945,2001,Berlin,2 rooms,0.35346,138,11006,0.33047,0.3818
946,946,2001,Berlin,3 rooms,0.38268,179,11006,0.354,0.4131
947,947,2001,Berlin,4 rooms,0.1667,94,11006,0.15,0.18335
948,948,2001,Brandenburg,2 rooms,0.23888,84,11006,0.21165,0.26923
949,949,2001,Brandenburg,3 rooms,0.45205,200,11006,0.42608,0.48205
950,950,2001,Brandenburg,4 rooms,0.19965,99,11006,0.1782,0.22458
951,951,2001,Brandenburg,5 rooms,0.10941,62,11006,0.09736,0.12204
952,952,2001,Mecklenburg-Western Pomerania,2 rooms,0.35091,62,11006,0.31386,0.38301
953,953,2001,Mecklenburg-Western Pomerania,3 rooms,0.37866,99,11006,0.32892,0.44118
954,954,2001,Mecklenburg-Western Pomerania,4 rooms,0.27043,68,11006,0.22785,0.31644
955,955,2001,Saxony,2 rooms,0.2765,174,11006,0.25635,0.29363
956,956,2001,Saxony,3 rooms,0.43032,329,11006,0.40236,0.45865
957,957,2001,Saxony,4 rooms,0.16812,164,11006,0.15482,0.18283
958,958,2001,Saxony,5 rooms,0.08189,79,11006,0.07193,0.09051
959,959,2001,Saxony,6 rooms,0.04318,44,11006,0.03511,0.04963
960,960,2001,Saxony-Anhalt,2 rooms,0.2259,85,11006,0.19917,0.25505
961,961,2001,Saxony-Anhalt,3 rooms,0.41141,178,11006,0.385,0.43847
962,962,2001,Saxony-Anhalt,4 rooms,0.24491,122,11006,0.22068,0.26715
963,963,2001,Saxony-Anhalt,5 rooms,0.11778,67,11006,0.10338,0.13642
964,964,2001,Thuringa,2 rooms,0.29554,93,11006,0.26462,0.32485
965,965,2001,Thuringa,3 rooms,0.37313,160,11006,0.34495,0.41335
966,966,2001,Thuringa,4 rooms,0.1702,90,11006,0.151,0.195
967,967,2001,Thuringa,5 rooms,0.09822,63,11006,0.0882,0.11066
968,968,2001,Thuringa,6 rooms,0.0629,38,11006,0.05358,0.07244
969,969,2002,Schleswig-Holstein,2 rooms,0.20343,57,11523,0.17728,0.22949
970,970,2002,Schleswig-Holstein,3 rooms,0.3022,99,11523,0.26866,0.33645
971,971,2002,Schleswig-Holstein,4 rooms,0.26188,91,11523,0.22613,0.2968
972,972,2002,Schleswig-Holstein,5 rooms,0.1547,73,11523,0.12995,0.17837
973,973,2002,Schleswig-Holstein,6 rooms,0.0778,35,11523,0.05773,0.10105
974,974,2002,Hamburg,2 rooms,0.40477,52,11523,0.34732,0.46993
975,975,2002,Hamburg,3 rooms,0.44833,64,11523,0.38178,0.50111
976,976,2002,Hamburg,4 rooms,0.1469,32,11523,0.1028,0.18352
977,977,2002,Lower Saxony,2 rooms,0.12871,96,11523,0.11466,0.14398
978,978,2002,Lower Saxony,3 rooms,0.27541,239,11523,0.25659,0.29621
979,979,2002,Lower Saxony,4 rooms,0.2353,237,11523,0.21528,0.25435
980,980,2002,Lower Saxony,5 rooms,0.18608,187,11523,0.1717,0.20139
981,981,2002,Lower Saxony,6 rooms,0.10772,119,11523,0.09332,0.12364
982,982,2002,Lower Saxony,7 rooms,0.04726,60,11523,0.03876,0.05546
983,983,2002,Lower Saxony,8 rooms,0.01952,37,11523,0.01614,0.0238
984,984,2002,Bremen,3 rooms,1.0,32,11523,0.79056,1.20282
985,985,2002,North Rhine-Westphalia,1 room,0.02882,49,11523,0.02516,0.03254
986,986,2002,North Rhine-Westphalia,2 rooms,0.22485,429,11523,0.2123,0.23581
987,987,2002,North Rhine-Westphalia,3 rooms,0.33691,801,11523,0.32232,0.34913
988,988,2002,North Rhine-Westphalia,4 rooms,0.17679,505,11523,0.16648,0.18704
989,989,2002,North Rhine-Westphalia,5 rooms,0.12848,383,11523,0.11848,0.13664
990,990,2002,North Rhine-Westphalia,6 rooms,0.06445,233,11523,0.05741,0.07035
991,991,2002,North Rhine-Westphalia,7 rooms,0.02804,110,11523,0.0231,0.03364
992,992,2002,North Rhine-Westphalia,8 rooms,0.01166,49,11523,0.00948,0.01454
993,993,2002,Hesse,2 rooms,0.23556,141,11523,0.2137,0.25835
994,994,2002,Hesse,3 rooms,0.28524,208,11523,0.25725,0.31017
995,995,2002,Hesse,4 rooms,0.22543,191,11523,0.20247,0.25024
996,996,2002,Hesse,5 rooms,0.13711,140,11523,0.12106,0.15356
997,997,2002,Hesse,6 rooms,0.08094,77,11523,0.06913,0.09474
998,998,2002,Hesse,7 rooms,0.03573,41,11523,0.02625,0.04599
999,999,2002,"Rhineland-Palatinate, Saarland",2 rooms,0.16461,93,11523,0.14075,0.18436
1000,1000,2002,"Rhineland-Palatinate, Saarland",3 rooms,0.27484,156,11523,0.24765,0.30042
1001,1001,2002,"Rhineland-Palatinate, Saarland",4 rooms,0.22613,160,11523,0.20686,0.24342
1002,1002,2002,"Rhineland-Palatinate, Saarland",5 rooms,0.15159,122,11523,0.13338,0.17174
1003,1003,2002,"Rhineland-Palatinate, Saarland",6 rooms,0.12066,90,11523,0.10511,0.13842
1004,1004,2002,"Rhineland-Palatinate, Saarland",7 rooms,0.06217,51,11523,0.04999,0.0759
1005,1005,2002,Baden-Wuerttemberg,1 room,0.03144,34,11523,0.02544,0.03689
1006,1006,2002,Baden-Wuerttemberg,2 rooms,0.18011,206,11523,0.16297,0.19541
