year,bula_h,sampreg,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Hesse,West,2 rooms,0.19275,92,423,0.15512,0.23039
1986,Hesse,West,3 rooms,0.34191,184,423,0.29666,0.38717
1986,Hesse,West,4 rooms,0.19672,99,423,0.15879,0.23465
1986,Hesse,West,5 rooms,0.09086,48,423,0.06344,0.11828
1986,"Rhineland-Palatinate, Saarland",West,2 rooms,0.18724,60,314,0.14403,0.23046
1986,"Rhineland-Palatinate, Saarland",West,3 rooms,0.27103,97,314,0.22179,0.32028
1986,"Rhineland-Palatinate, Saarland",West,4 rooms,0.16977,65,314,0.12817,0.21136
1986,"Rhineland-Palatinate, Saarland",West,5 rooms,0.12960,50,314,0.09239,0.16681
1986,"Rhineland-Palatinate, Saarland",West,6 rooms,0.12121,42,314,0.08506,0.15737
1986,Baden-Wuerttemberg,West,1 room,0.04951,40,859,0.03499,0.06402
1986,Baden-Wuerttemberg,West,2 rooms,0.17000,139,859,0.14487,0.19514
1986,Baden-Wuerttemberg,West,3 rooms,0.32644,320,859,0.29506,0.35782
1986,Baden-Wuerttemberg,West,4 rooms,0.20545,194,859,0.17842,0.23249
1986,Baden-Wuerttemberg,West,5 rooms,0.12208,106,859,0.10018,0.14399
1986,Baden-Wuerttemberg,West,6 rooms,0.07368,60,859,0.05620,0.09116
1986,Bavaria,West,1 room,0.06701,42,790,0.04957,0.08446
1986,Bavaria,West,2 rooms,0.15388,118,790,0.12870,0.17906
1986,Bavaria,West,3 rooms,0.33378,280,790,0.30088,0.36668
1986,Bavaria,West,4 rooms,0.21570,193,790,0.18700,0.24441
1986,Bavaria,West,5 rooms,0.12489,110,790,0.10182,0.14796
1986,Bavaria,West,6 rooms,0.05207,47,790,0.03656,0.06757
1986,Berlin,West,2 rooms,0.37391,66,165,0.29986,0.44796
1986,Berlin,West,3 rooms,0.30506,66,165,0.23459,0.37553
1986,Berlin,West,4 rooms,0.12014,33,165,0.07038,0.16990
1987,Schleswig-Holstein,West,3 rooms,0.27036,44,90,0.17808,0.36263
1987,Schleswig-Holstein,West,4 rooms,0.27570,46,90,0.18286,0.36854
1987,Hamburg,West,2 rooms,0.33049,37,102,0.23875,0.42222
1987,Hamburg,West,3 rooms,0.47018,65,102,0.37284,0.56752
1987,Lower Saxony,West,2 rooms,0.18206,72,458,0.14668,0.21744
1987,Lower Saxony,West,3 rooms,0.32472,168,458,0.28179,0.36766
1987,Lower Saxony,West,4 rooms,0.19316,109,458,0.15696,0.22935
1987,Lower Saxony,West,5 rooms,0.11975,67,458,0.08998,0.14952
1987,Lower Saxony,West,6 rooms,0.07669,42,458,0.05229,0.10108
1987,North Rhine-Westphalia,West,1 room,0.05626,59,1298,0.04372,0.06880
1987,North Rhine-Westphalia,West,2 rooms,0.24486,271,1298,0.22146,0.26826
1987,North Rhine-Westphalia,West,3 rooms,0.33485,478,1298,0.30916,0.36053
1987,North Rhine-Westphalia,West,4 rooms,0.18393,272,1298,0.16284,0.20501
1987,North Rhine-Westphalia,West,5 rooms,0.09364,150,1298,0.07779,0.10950
1987,North Rhine-Westphalia,West,6 rooms,0.04856,68,1298,0.03687,0.06026
1987,Hesse,West,2 rooms,0.19560,93,414,0.15734,0.23385
1987,Hesse,West,3 rooms,0.31673,167,414,0.27187,0.36160
1987,Hesse,West,4 rooms,0.22087,107,414,0.18086,0.26088
1987,Hesse,West,5 rooms,0.09508,47,414,0.06679,0.12337
1987,"Rhineland-Palatinate, Saarland",West,2 rooms,0.18058,59,314,0.13796,0.22320
1987,"Rhineland-Palatinate, Saarland",West,3 rooms,0.27515,96,314,0.22568,0.32463
1987,"Rhineland-Palatinate, Saarland",West,4 rooms,0.17365,64,314,0.13168,0.21561
1987,"Rhineland-Palatinate, Saarland",West,5 rooms,0.12903,51,314,0.09189,0.16617
1987,"Rhineland-Palatinate, Saarland",West,6 rooms,0.12825,44,314,0.09120,0.16529
1987,Baden-Wuerttemberg,West,1 room,0.04524,33,849,0.03125,0.05922
1987,Baden-Wuerttemberg,West,2 rooms,0.16590,136,849,0.14087,0.19094
1987,Baden-Wuerttemberg,West,3 rooms,0.33726,331,849,0.30544,0.36908
1987,Baden-Wuerttemberg,West,4 rooms,0.21186,192,849,0.18436,0.23937
1987,Baden-Wuerttemberg,West,5 rooms,0.11671,99,849,0.09510,0.13833
1987,Baden-Wuerttemberg,West,6 rooms,0.07105,58,849,0.05376,0.08834
1987,Bavaria,West,1 room,0.08081,52,782,0.06170,0.09993
1987,Bavaria,West,2 rooms,0.15847,125,782,0.13285,0.18408
1987,Bavaria,West,3 rooms,0.31943,264,782,0.28673,0.35213
1987,Bavaria,West,4 rooms,0.20925,186,782,0.18072,0.23778
1987,Bavaria,West,5 rooms,0.13061,112,782,0.10697,0.15424
1987,Bavaria,West,6 rooms,0.04820,43,782,0.03318,0.06322
1987,Berlin,West,2 rooms,0.37619,62,163,0.30159,0.45079
1987,Berlin,West,3 rooms,0.30287,67,163,0.23211,0.37362
1987,Berlin,West,4 rooms,0.12390,34,163,0.07316,0.17463
1988,Schleswig-Holstein,West,3 rooms,0.27537,45,84,0.17927,0.37148
1988,Schleswig-Holstein,West,4 rooms,0.23175,39,84,0.14097,0.32253
1988,Hamburg,West,2 rooms,0.32627,34,86,0.22660,0.42595
1988,Hamburg,West,3 rooms,0.45810,52,86,0.35218,0.56402
1988,Lower Saxony,West,2 rooms,0.18684,72,441,0.15042,0.22326
1988,Lower Saxony,West,3 rooms,0.32748,163,441,0.28363,0.37133
1988,Lower Saxony,West,4 rooms,0.18219,99,441,0.14612,0.21826
1988,Lower Saxony,West,5 rooms,0.11928,61,441,0.08899,0.14956
1988,Lower Saxony,West,6 rooms,0.09162,46,441,0.06466,0.11857
1988,North Rhine-Westphalia,West,1 room,0.05485,52,1230,0.04212,0.06758
1988,North Rhine-Westphalia,West,2 rooms,0.24284,259,1230,0.21887,0.26681
1988,North Rhine-Westphalia,West,3 rooms,0.34334,465,1230,0.31679,0.36988
1988,North Rhine-Westphalia,West,4 rooms,0.17900,253,1230,0.15757,0.20043
1988,North Rhine-Westphalia,West,5 rooms,0.08861,131,1230,0.07272,0.10450
1988,North Rhine-Westphalia,West,6 rooms,0.05266,70,1230,0.04017,0.06515
1988,Hesse,West,2 rooms,0.19720,86,396,0.15796,0.23644
1988,Hesse,West,3 rooms,0.32342,161,396,0.27729,0.36956
1988,Hesse,West,4 rooms,0.21716,105,396,0.17650,0.25783
1988,Hesse,West,5 rooms,0.09134,44,396,0.06292,0.11975
1988,"Rhineland-Palatinate, Saarland",West,2 rooms,0.16220,48,297,0.12020,0.20419
1988,"Rhineland-Palatinate, Saarland",West,3 rooms,0.27973,94,297,0.22859,0.33086
1988,"Rhineland-Palatinate, Saarland",West,4 rooms,0.18252,66,297,0.13852,0.22653
1988,"Rhineland-Palatinate, Saarland",West,5 rooms,0.12180,45,297,0.08454,0.15906
1988,"Rhineland-Palatinate, Saarland",West,6 rooms,0.13555,44,297,0.09655,0.17454
1988,Baden-Wuerttemberg,West,1 room,0.04885,33,822,0.03410,0.06359
1988,Baden-Wuerttemberg,West,2 rooms,0.15406,131,822,0.12937,0.17876
1988,Baden-Wuerttemberg,West,3 rooms,0.33946,318,822,0.30707,0.37185
1988,Baden-Wuerttemberg,West,4 rooms,0.20529,180,822,0.17766,0.23292
1988,Baden-Wuerttemberg,West,5 rooms,0.12326,101,822,0.10078,0.14575
1988,Baden-Wuerttemberg,West,6 rooms,0.07499,59,822,0.05697,0.09301
1988,Bavaria,West,1 room,0.07918,51,758,0.05994,0.09841
1988,Bavaria,West,2 rooms,0.15260,112,758,0.12699,0.17822
1988,Bavaria,West,3 rooms,0.32981,266,758,0.29632,0.36330
1988,Bavaria,West,4 rooms,0.20334,173,758,0.17467,0.23201
1988,Bavaria,West,5 rooms,0.12726,105,758,0.10352,0.15100
1988,Bavaria,West,6 rooms,0.05921,51,758,0.04240,0.07602
1988,Berlin,West,2 rooms,0.41544,63,155,0.33761,0.49328
1988,Berlin,West,3 rooms,0.27726,60,155,0.20656,0.34796
1988,Berlin,West,4 rooms,0.12449,32,155,0.07234,0.17663
1989,Schleswig-Holstein,West,3 rooms,0.22348,38,74,0.12791,0.31904
1989,Schleswig-Holstein,West,4 rooms,0.23153,36,74,0.13477,0.32830
1989,Hamburg,West,2 rooms,0.34266,36,83,0.23993,0.44538
1989,Hamburg,West,3 rooms,0.41893,47,83,0.31214,0.52572
1989,Lower Saxony,West,2 rooms,0.19381,73,441,0.15688,0.23074
1989,Lower Saxony,West,3 rooms,0.30048,155,441,0.25764,0.34332
1989,Lower Saxony,West,4 rooms,0.20168,104,441,0.16419,0.23917
1989,Lower Saxony,West,5 rooms,0.12381,64,441,0.09303,0.15458
1989,Lower Saxony,West,6 rooms,0.09206,45,441,0.06505,0.11908
1989,North Rhine-Westphalia,West,1 room,0.05206,48,1193,0.03945,0.06467
1989,North Rhine-Westphalia,West,2 rooms,0.24527,254,1193,0.22085,0.26970
1989,North Rhine-Westphalia,West,3 rooms,0.33473,440,1193,0.30794,0.36152
1989,North Rhine-Westphalia,West,4 rooms,0.18181,247,1193,0.15992,0.20371
1989,North Rhine-Westphalia,West,5 rooms,0.09134,129,1193,0.07498,0.10769
1989,North Rhine-Westphalia,West,6 rooms,0.05662,75,1193,0.04350,0.06974
1989,Hesse,West,2 rooms,0.20356,93,407,0.16439,0.24272
1989,Hesse,West,3 rooms,0.33450,167,407,0.28861,0.38040
1989,Hesse,West,4 rooms,0.21651,105,407,0.17644,0.25657
1989,Hesse,West,5 rooms,0.08714,42,407,0.05970,0.11457
1989,"Rhineland-Palatinate, Saarland",West,2 rooms,0.16084,45,287,0.11826,0.20342
1989,"Rhineland-Palatinate, Saarland",West,3 rooms,0.27732,87,287,0.22544,0.32921
1989,"Rhineland-Palatinate, Saarland",West,4 rooms,0.18445,63,287,0.13950,0.22940
1989,"Rhineland-Palatinate, Saarland",West,5 rooms,0.14201,48,287,0.10156,0.18247
1989,"Rhineland-Palatinate, Saarland",West,6 rooms,0.13149,44,287,0.09233,0.17066
1989,Baden-Wuerttemberg,West,1 room,0.04991,35,781,0.03463,0.06519
1989,Baden-Wuerttemberg,West,2 rooms,0.14284,117,781,0.11828,0.16739
1989,Baden-Wuerttemberg,West,3 rooms,0.32646,295,781,0.29355,0.35937
1989,Baden-Wuerttemberg,West,4 rooms,0.22415,182,781,0.19489,0.25342
1989,Baden-Wuerttemberg,West,5 rooms,0.12758,99,781,0.10417,0.15100
1989,Baden-Wuerttemberg,West,6 rooms,0.06838,53,781,0.05066,0.08609
1989,Bavaria,West,1 room,0.06718,44,733,0.04905,0.08532
1989,Bavaria,West,2 rooms,0.16477,117,733,0.13789,0.19164
1989,Bavaria,West,3 rooms,0.32832,258,733,0.29430,0.36234
1989,Bavaria,West,4 rooms,0.20143,167,733,0.17237,0.23048
1989,Bavaria,West,5 rooms,0.12185,99,733,0.09815,0.14554
1989,Bavaria,West,6 rooms,0.05821,48,733,0.04125,0.07518
1989,Berlin,West,2 rooms,0.42226,65,127,0.33602,0.50851
1989,Berlin,West,3 rooms,0.30856,62,127,0.22791,0.38921
1990,Schleswig-Holstein,West,3 rooms,0.22190,36,73,0.12592,0.31789
1990,Schleswig-Holstein,West,4 rooms,0.25285,37,73,0.15245,0.35325
1990,Hamburg,West,2 rooms,0.35161,33,78,0.24496,0.45826
1990,Hamburg,West,3 rooms,0.40814,45,78,0.29836,0.51792
1990,Lower Saxony,West,2 rooms,0.17910,70,437,0.14311,0.21510
1990,Lower Saxony,West,3 rooms,0.31969,165,437,0.27592,0.36347
1990,Lower Saxony,West,4 rooms,0.18633,95,437,0.14978,0.22288
1990,Lower Saxony,West,5 rooms,0.13583,67,437,0.10367,0.16799
1990,Lower Saxony,West,6 rooms,0.08409,40,437,0.05804,0.11014
1990,North Rhine-Westphalia,West,1 room,0.04533,41,1168,0.03339,0.05726
1990,North Rhine-Westphalia,West,2 rooms,0.24915,247,1168,0.22433,0.27396
1990,North Rhine-Westphalia,West,3 rooms,0.34335,442,1168,0.31611,0.37060
1990,North Rhine-Westphalia,West,4 rooms,0.17034,238,1168,0.14877,0.19190
1990,North Rhine-Westphalia,West,5 rooms,0.09438,126,1168,0.07761,0.11115
1990,North Rhine-Westphalia,West,6 rooms,0.05959,74,1168,0.04601,0.07317
1990,Hesse,West,2 rooms,0.20938,87,397,0.16930,0.24945
1990,Hesse,West,3 rooms,0.34124,170,397,0.29454,0.38794
1990,Hesse,West,4 rooms,0.20747,101,397,0.16753,0.24741
1990,Hesse,West,5 rooms,0.07894,39,397,0.05238,0.10550
1990,"Rhineland-Palatinate, Saarland",West,2 rooms,0.14568,41,283,0.10451,0.18686
1990,"Rhineland-Palatinate, Saarland",West,3 rooms,0.26343,83,283,0.21201,0.31484
1990,"Rhineland-Palatinate, Saarland",West,4 rooms,0.19879,66,283,0.15221,0.24537
1990,"Rhineland-Palatinate, Saarland",West,5 rooms,0.15371,50,283,0.11161,0.19580
1990,"Rhineland-Palatinate, Saarland",West,6 rooms,0.12441,43,283,0.08589,0.16294
1990,Baden-Wuerttemberg,West,1 room,0.05752,40,778,0.04115,0.07390
1990,Baden-Wuerttemberg,West,2 rooms,0.13403,111,778,0.11008,0.15799
1990,Baden-Wuerttemberg,West,3 rooms,0.33379,295,778,0.30063,0.36695
1990,Baden-Wuerttemberg,West,4 rooms,0.22790,188,778,0.19840,0.25739
1990,Baden-Wuerttemberg,West,5 rooms,0.11466,89,778,0.09225,0.13706
1990,Baden-Wuerttemberg,West,6 rooms,0.07612,55,778,0.05747,0.09476
1990,Bavaria,West,1 room,0.07348,46,741,0.05468,0.09228
1990,Bavaria,West,2 rooms,0.17524,127,741,0.14785,0.20263
1990,Bavaria,West,3 rooms,0.31983,257,741,0.28623,0.35344
1990,Bavaria,West,4 rooms,0.19063,159,741,0.16232,0.21893
1990,Bavaria,West,5 rooms,0.12965,102,741,0.10545,0.15386
1990,Bavaria,West,6 rooms,0.05968,50,741,0.04261,0.07675
1990,Berlin,West,2 rooms,0.42632,63,155,0.34821,0.50442
1990,Berlin,West,3 rooms,0.30015,59,155,0.22776,0.37254
1990,Berlin,West,4 rooms,0.12943,33,155,0.07641,0.18244
1990,Berlin,East,2 rooms,0.33398,45,143,0.25640,0.41155
1990,Berlin,East,3 rooms,0.28959,65,143,0.21499,0.36420
1990,Berlin,East,4 rooms,0.14170,33,143,0.08434,0.19906
1990,Brandenburg,East,2 rooms,0.23033,55,323,0.18434,0.27632
1990,Brandenburg,East,3 rooms,0.43739,168,323,0.38320,0.49157
1990,Brandenburg,East,4 rooms,0.16384,65,323,0.12341,0.20427
1990,Brandenburg,East,5 rooms,0.08329,35,323,0.05311,0.11347
1990,Mecklenburg-Western Pomerania,East,2 rooms,0.23657,43,176,0.17361,0.29954
1990,Mecklenburg-Western Pomerania,East,3 rooms,0.34664,86,176,0.27613,0.41715
1990,Mecklenburg-Western Pomerania,East,4 rooms,0.17293,47,176,0.11690,0.22897
1990,Saxony,East,2 rooms,0.33852,171,614,0.30106,0.37598
1990,Saxony,East,3 rooms,0.37471,260,614,0.33639,0.41303
1990,Saxony,East,4 rooms,0.16003,141,614,0.13100,0.18905
1990,Saxony,East,5 rooms,0.05238,42,614,0.03474,0.07001
1990,Saxony-Anhalt,East,2 rooms,0.30575,84,369,0.25868,0.35282
1990,Saxony-Anhalt,East,3 rooms,0.38267,172,369,0.33301,0.43233
1990,Saxony-Anhalt,East,4 rooms,0.16831,80,369,0.13008,0.20654
1990,Saxony-Anhalt,East,5 rooms,0.06655,33,369,0.04109,0.09202
1990,Thuringa,East,2 rooms,0.24657,68,312,0.19866,0.29447
1990,Thuringa,East,3 rooms,0.36811,131,312,0.31450,0.42171
1990,Thuringa,East,4 rooms,0.17376,80,312,0.13165,0.21588
1990,Thuringa,East,5 rooms,0.06779,33,312,0.03985,0.09573
1991,Schleswig-Holstein,West,3 rooms,0.20688,35,70,0.11130,0.30246
1991,Schleswig-Holstein,West,4 rooms,0.22575,35,70,0.12710,0.32439
1991,Hamburg,West,2 rooms,0.36826,33,78,0.26052,0.47599
1991,Hamburg,West,3 rooms,0.39873,45,78,0.28936,0.50809
1991,Lower Saxony,West,2 rooms,0.18458,72,436,0.14812,0.22104
1991,Lower Saxony,West,3 rooms,0.30082,156,436,0.25772,0.34391
1991,Lower Saxony,West,4 rooms,0.20022,101,436,0.16261,0.23782
1991,Lower Saxony,West,5 rooms,0.14102,66,436,0.10831,0.17372
1991,Lower Saxony,West,6 rooms,0.08387,41,436,0.05782,0.10992
1991,North Rhine-Westphalia,West,1 room,0.04663,47,1194,0.03466,0.05859
1991,North Rhine-Westphalia,West,2 rooms,0.26241,258,1194,0.23744,0.28737
1991,North Rhine-Westphalia,West,3 rooms,0.33727,453,1194,0.31044,0.36410
1991,North Rhine-Westphalia,West,4 rooms,0.16566,235,1194,0.14457,0.18676
1991,North Rhine-Westphalia,West,5 rooms,0.08967,123,1194,0.07345,0.10588
1991,North Rhine-Westphalia,West,6 rooms,0.06111,78,1194,0.04751,0.07470
1991,Hesse,West,2 rooms,0.19086,83,391,0.15186,0.22987
1991,Hesse,West,3 rooms,0.34292,165,391,0.29581,0.39003
1991,Hesse,West,4 rooms,0.20299,97,391,0.16307,0.24291
1991,Hesse,West,5 rooms,0.09050,46,391,0.06203,0.11898
1991,"Rhineland-Palatinate, Saarland",West,2 rooms,0.16665,48,296,0.12412,0.20917
1991,"Rhineland-Palatinate, Saarland",West,3 rooms,0.26715,87,296,0.21666,0.31764
1991,"Rhineland-Palatinate, Saarland",West,4 rooms,0.18715,66,296,0.14264,0.23165
1991,"Rhineland-Palatinate, Saarland",West,5 rooms,0.14557,51,296,0.10532,0.18581
1991,"Rhineland-Palatinate, Saarland",West,6 rooms,0.12374,44,296,0.08617,0.16132
1991,Baden-Wuerttemberg,West,2 rooms,0.15438,130,757,0.12862,0.18013
1991,Baden-Wuerttemberg,West,3 rooms,0.32785,295,757,0.29439,0.36131
1991,Baden-Wuerttemberg,West,4 rooms,0.21407,183,757,0.18484,0.24331
1991,Baden-Wuerttemberg,West,5 rooms,0.12229,92,757,0.09893,0.14564
1991,Baden-Wuerttemberg,West,6 rooms,0.08164,57,757,0.06212,0.10116
1991,Bavaria,West,1 room,0.06804,42,751,0.05002,0.08606
1991,Bavaria,West,2 rooms,0.18240,138,751,0.15476,0.21004
1991,Bavaria,West,3 rooms,0.30183,244,751,0.26897,0.33468
1991,Bavaria,West,4 rooms,0.19954,168,751,0.17094,0.22814
1991,Bavaria,West,5 rooms,0.13514,109,751,0.11068,0.15961
1991,Bavaria,West,6 rooms,0.06012,50,751,0.04311,0.07714
1991,Berlin,West,2 rooms,0.41013,60,118,0.32101,0.49926
1991,Berlin,West,3 rooms,0.29834,58,118,0.21543,0.38124
1991,Berlin,East,2 rooms,0.30283,34,126,0.22228,0.38339
1991,Berlin,East,3 rooms,0.33573,60,126,0.25294,0.41851
1991,Berlin,East,4 rooms,0.17092,32,126,0.10493,0.23691
1991,Brandenburg,East,2 rooms,0.20839,45,300,0.16235,0.25443
1991,Brandenburg,East,3 rooms,0.46731,164,300,0.41075,0.52386
1991,Brandenburg,East,4 rooms,0.16542,58,300,0.12331,0.20754
1991,Brandenburg,East,5 rooms,0.08622,33,300,0.05440,0.11803
1991,Mecklenburg-Western Pomerania,East,2 rooms,0.25796,44,173,0.19258,0.32335
1991,Mecklenburg-Western Pomerania,East,3 rooms,0.35627,83,173,0.28470,0.42784
1991,Mecklenburg-Western Pomerania,East,4 rooms,0.17347,46,173,0.11688,0.23006
1991,Saxony,East,2 rooms,0.33510,149,553,0.29572,0.37447
1991,Saxony,East,3 rooms,0.36868,230,553,0.32843,0.40893
1991,Saxony,East,4 rooms,0.16798,136,553,0.13679,0.19917
1991,Saxony,East,5 rooms,0.05020,38,553,0.03198,0.06841
1991,Saxony-Anhalt,East,2 rooms,0.30455,78,353,0.25647,0.35263
1991,Saxony-Anhalt,East,3 rooms,0.37369,158,353,0.32315,0.42423
