,Unnamed: 0,year,bula_h,regtyp,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
288,288,1991,Hesse,Urban regions,3 rooms,0.42424,147,5229,0.36922,0.47374
289,289,1991,Hesse,Urban regions,4 rooms,0.25033,84,5229,0.21508,0.28413
290,290,1991,Hesse,Urban regions,5 rooms,0.09305,34,5229,0.07573,0.11077
291,291,1991,"Rhineland-Palatinate, Saarland",Urban regions,2 rooms,0.19207,42,5229,0.1535,0.22597
292,292,1991,"Rhineland-Palatinate, Saarland",Urban regions,3 rooms,0.3012,76,5229,0.26285,0.33853
293,293,1991,"Rhineland-Palatinate, Saarland",Urban regions,4 rooms,0.21977,58,5229,0.18432,0.25234
294,294,1991,"Rhineland-Palatinate, Saarland",Urban regions,5 rooms,0.16896,44,5229,0.14643,0.19446
295,295,1991,"Rhineland-Palatinate, Saarland",Urban regions,6 rooms,0.118,33,5229,0.10219,0.13316
296,296,1991,Baden-Wuerttemberg,Urban regions,2 rooms,0.16973,114,5229,0.14231,0.19903
297,297,1991,Baden-Wuerttemberg,Urban regions,3 rooms,0.3769,264,5229,0.33392,0.40991
298,298,1991,Baden-Wuerttemberg,Urban regions,4 rooms,0.23094,157,5229,0.20387,0.25947
299,299,1991,Baden-Wuerttemberg,Urban regions,5 rooms,0.13635,77,5229,0.12189,0.15598
300,300,1991,Baden-Wuerttemberg,Urban regions,6 rooms,0.08608,46,5229,0.07512,0.09637
301,301,1991,Baden-Wuerttemberg,Rural regions,3 rooms,1.0,31,5229,0.74071,1.29156
302,302,1991,Bavaria,Urban regions,1 room,0.12349,36,5229,0.10361,0.1466
303,303,1991,Bavaria,Urban regions,2 rooms,0.24835,89,5229,0.20937,0.27882
304,304,1991,Bavaria,Urban regions,3 rooms,0.32572,129,5229,0.27864,0.36594
305,305,1991,Bavaria,Urban regions,4 rooms,0.20102,81,5229,0.18165,0.22189
306,306,1991,Bavaria,Urban regions,5 rooms,0.10142,43,5229,0.09041,0.11617
307,307,1991,Bavaria,Rural regions,2 rooms,0.16237,49,5229,0.13483,0.18644
308,308,1991,Bavaria,Rural regions,3 rooms,0.3652,115,5229,0.32575,0.40585
309,309,1991,Bavaria,Rural regions,4 rooms,0.2582,87,5229,0.22458,0.28763
310,310,1991,Bavaria,Rural regions,5 rooms,0.21423,66,5229,0.19266,0.24247
311,311,1991,Berlin,Urban regions,2 rooms,0.45565,91,5229,0.40057,0.50577
312,312,1991,Berlin,Urban regions,3 rooms,0.37489,116,5229,0.33022,0.42184
313,313,1991,Berlin,Urban regions,4 rooms,0.16946,61,5229,0.14608,0.19902
314,314,1991,Brandenburg,Rural regions,2 rooms,0.22076,41,5229,0.19392,0.2514
315,315,1991,Brandenburg,Rural regions,3 rooms,0.50966,150,5229,0.47148,0.55159
316,316,1991,Brandenburg,Rural regions,4 rooms,0.17017,52,5229,0.15048,0.19384
317,317,1991,Brandenburg,Rural regions,5 rooms,0.09941,32,5229,0.08548,0.11988
318,318,1991,Mecklenburg-Western Pomerania,Rural regions,2 rooms,0.335,38,5229,0.29129,0.38202
319,319,1991,Mecklenburg-Western Pomerania,Rural regions,3 rooms,0.44236,70,5229,0.39879,0.48914
320,320,1991,Mecklenburg-Western Pomerania,Rural regions,4 rooms,0.22264,39,5229,0.19562,0.25467
321,321,1991,Saxony,Urban regions,2 rooms,0.36503,78,5229,0.32687,0.40827
322,322,1991,Saxony,Urban regions,3 rooms,0.40876,114,5229,0.37465,0.44697
323,323,1991,Saxony,Urban regions,4 rooms,0.22621,77,5229,0.20806,0.24706
324,324,1991,Saxony,Rural regions,2 rooms,0.3981,68,5229,0.35169,0.45007
325,325,1991,Saxony,Rural regions,3 rooms,0.44771,112,5229,0.41482,0.49009
326,326,1991,Saxony,Rural regions,4 rooms,0.15419,53,5229,0.14007,0.16962
327,327,1991,Saxony-Anhalt,Urban regions,3 rooms,1.0,36,5229,0.86725,1.13547
328,328,1991,Saxony-Anhalt,Rural regions,2 rooms,0.29619,51,5229,0.26287,0.3339
329,329,1991,Saxony-Anhalt,Rural regions,3 rooms,0.45182,119,5229,0.41024,0.49176
330,330,1991,Saxony-Anhalt,Rural regions,4 rooms,0.25199,68,5229,0.21869,0.29613
331,331,1991,Thuringa,Urban regions,3 rooms,1.0,39,5229,0.87694,1.1537
332,332,1991,Thuringa,Rural regions,2 rooms,0.36086,41,5229,0.31006,0.40808
333,333,1991,Thuringa,Rural regions,3 rooms,0.43804,79,5229,0.39118,0.49012
334,334,1991,Thuringa,Rural regions,4 rooms,0.20109,45,5229,0.17486,0.23036
335,335,1992,Hamburg,Urban regions,3 rooms,1.0,39,5150,0.7969,1.18523
336,336,1992,Lower Saxony,Urban regions,2 rooms,0.27465,41,5150,0.22453,0.32104
337,337,1992,Lower Saxony,Urban regions,3 rooms,0.48316,99,5150,0.40996,0.55503
338,338,1992,Lower Saxony,Urban regions,4 rooms,0.24219,44,5150,0.21134,0.27013
339,339,1992,Lower Saxony,Rural regions,2 rooms,0.22869,34,5150,0.19103,0.26323
340,340,1992,Lower Saxony,Rural regions,3 rooms,0.26595,54,5150,0.22006,0.31229
341,341,1992,Lower Saxony,Rural regions,4 rooms,0.28879,59,5150,0.25884,0.31819
342,342,1992,Lower Saxony,Rural regions,5 rooms,0.21658,41,5150,0.18451,0.25004
343,343,1992,North Rhine-Westphalia,Urban regions,1 room,0.04832,51,5150,0.03919,0.05884
344,344,1992,North Rhine-Westphalia,Urban regions,2 rooms,0.27462,259,5150,0.25172,0.29584
345,345,1992,North Rhine-Westphalia,Urban regions,3 rooms,0.3389,431,5150,0.31602,0.35875
346,346,1992,North Rhine-Westphalia,Urban regions,4 rooms,0.17455,227,5150,0.16244,0.18902
347,347,1992,North Rhine-Westphalia,Urban regions,5 rooms,0.10288,130,5150,0.09399,0.11271
348,348,1992,North Rhine-Westphalia,Urban regions,6 rooms,0.06072,70,5150,0.05396,0.06598
349,349,1992,Hesse,Urban regions,2 rooms,0.28472,77,5150,0.23218,0.34357
350,350,1992,Hesse,Urban regions,3 rooms,0.45739,147,5150,0.39143,0.53905
351,351,1992,Hesse,Urban regions,4 rooms,0.25789,81,5150,0.21945,0.29501
352,352,1992,"Rhineland-Palatinate, Saarland",Urban regions,2 rooms,0.19085,45,5150,0.15173,0.22817
353,353,1992,"Rhineland-Palatinate, Saarland",Urban regions,3 rooms,0.29387,71,5150,0.26031,0.33548
354,354,1992,"Rhineland-Palatinate, Saarland",Urban regions,4 rooms,0.22422,58,5150,0.19561,0.25629
355,355,1992,"Rhineland-Palatinate, Saarland",Urban regions,5 rooms,0.17299,45,5150,0.14565,0.20017
356,356,1992,"Rhineland-Palatinate, Saarland",Urban regions,6 rooms,0.11807,33,5150,0.10226,0.13308
357,357,1992,Baden-Wuerttemberg,Urban regions,2 rooms,0.16535,119,5150,0.14089,0.19068
358,358,1992,Baden-Wuerttemberg,Urban regions,3 rooms,0.37078,260,5150,0.33117,0.41198
359,359,1992,Baden-Wuerttemberg,Urban regions,4 rooms,0.24398,158,5150,0.21695,0.27696
360,360,1992,Baden-Wuerttemberg,Urban regions,5 rooms,0.13414,78,5150,0.11604,0.15271
361,361,1992,Baden-Wuerttemberg,Urban regions,6 rooms,0.08575,46,5150,0.07549,0.09525
362,362,1992,Baden-Wuerttemberg,Rural regions,3 rooms,1.0,33,5150,0.71653,1.27684
363,363,1992,Bavaria,Urban regions,1 room,0.10382,34,5150,0.08065,0.12875
364,364,1992,Bavaria,Urban regions,2 rooms,0.27653,98,5150,0.23837,0.31288
365,365,1992,Bavaria,Urban regions,3 rooms,0.33595,137,5150,0.29338,0.37438
366,366,1992,Bavaria,Urban regions,4 rooms,0.1972,80,5150,0.17431,0.22026
367,367,1992,Bavaria,Urban regions,5 rooms,0.08649,38,5150,0.07796,0.09649
368,368,1992,Bavaria,Rural regions,2 rooms,0.14919,49,5150,0.11999,0.17717
369,369,1992,Bavaria,Rural regions,3 rooms,0.40076,122,5150,0.35543,0.44726
370,370,1992,Bavaria,Rural regions,4 rooms,0.2468,89,5150,0.21586,0.28226
371,371,1992,Bavaria,Rural regions,5 rooms,0.20325,63,5150,0.18027,0.22735
372,372,1992,Berlin,Urban regions,2 rooms,0.47969,102,5150,0.42488,0.53616
373,373,1992,Berlin,Urban regions,3 rooms,0.36427,117,5150,0.32252,0.40284
374,374,1992,Berlin,Urban regions,4 rooms,0.15605,60,5150,0.13529,0.17877
375,375,1992,Brandenburg,Rural regions,2 rooms,0.20376,35,5150,0.17979,0.23052
376,376,1992,Brandenburg,Rural regions,3 rooms,0.5149,141,5150,0.47365,0.57169
377,377,1992,Brandenburg,Rural regions,4 rooms,0.1762,51,5150,0.15505,0.19638
378,378,1992,Brandenburg,Rural regions,5 rooms,0.10513,31,5150,0.08786,0.12553
379,379,1992,Mecklenburg-Western Pomerania,Rural regions,2 rooms,0.32379,32,5150,0.27134,0.36919
380,380,1992,Mecklenburg-Western Pomerania,Rural regions,3 rooms,0.46201,67,5150,0.42236,0.50451
381,381,1992,Mecklenburg-Western Pomerania,Rural regions,4 rooms,0.21421,34,5150,0.1838,0.24399
382,382,1992,Saxony,Urban regions,2 rooms,0.35459,74,5150,0.31909,0.39096
383,383,1992,Saxony,Urban regions,3 rooms,0.42535,112,5150,0.38881,0.45962
384,384,1992,Saxony,Urban regions,4 rooms,0.22006,71,5150,0.20088,0.24136
385,385,1992,Saxony,Rural regions,2 rooms,0.36498,57,5150,0.32558,0.41031
386,386,1992,Saxony,Rural regions,3 rooms,0.45469,104,5150,0.41727,0.49649
387,387,1992,Saxony,Rural regions,4 rooms,0.18034,55,5150,0.15971,0.19992
388,388,1992,Saxony-Anhalt,Urban regions,3 rooms,1.0,34,5150,0.84272,1.15847
389,389,1992,Saxony-Anhalt,Rural regions,2 rooms,0.30156,50,5150,0.26661,0.34081
390,390,1992,Saxony-Anhalt,Rural regions,3 rooms,0.43457,110,5150,0.38814,0.48392
391,391,1992,Saxony-Anhalt,Rural regions,4 rooms,0.26388,67,5150,0.22644,0.30221
392,392,1992,Thuringa,Urban regions,3 rooms,1.0,38,5150,0.85437,1.14166
393,393,1992,Thuringa,Rural regions,2 rooms,0.38003,41,5150,0.33319,0.43011
394,394,1992,Thuringa,Rural regions,3 rooms,0.40126,79,5150,0.35715,0.44736
395,395,1992,Thuringa,Rural regions,4 rooms,0.21871,48,5150,0.1873,0.25727
396,396,1993,Hamburg,Urban regions,3 rooms,1.0,41,5192,0.81287,1.1528
397,397,1993,Lower Saxony,Urban regions,2 rooms,0.26162,40,5192,0.2092,0.3143
398,398,1993,Lower Saxony,Urban regions,3 rooms,0.52253,109,5192,0.45396,0.59024
399,399,1993,Lower Saxony,Urban regions,4 rooms,0.21585,42,5192,0.18878,0.24563
400,400,1993,Lower Saxony,Rural regions,2 rooms,0.21436,35,5192,0.17033,0.25416
401,401,1993,Lower Saxony,Rural regions,3 rooms,0.29371,61,5192,0.25731,0.34442
402,402,1993,Lower Saxony,Rural regions,4 rooms,0.28372,59,5192,0.24636,0.32638
403,403,1993,Lower Saxony,Rural regions,5 rooms,0.20821,42,5192,0.18225,0.24474
404,404,1993,North Rhine-Westphalia,Urban regions,1 room,0.04704,49,5192,0.03667,0.06008
405,405,1993,North Rhine-Westphalia,Urban regions,2 rooms,0.26568,255,5192,0.24401,0.28926
406,406,1993,North Rhine-Westphalia,Urban regions,3 rooms,0.34948,442,5192,0.32543,0.36988
407,407,1993,North Rhine-Westphalia,Urban regions,4 rooms,0.17314,230,5192,0.15992,0.18857
408,408,1993,North Rhine-Westphalia,Urban regions,5 rooms,0.10659,132,5192,0.09764,0.11655
409,409,1993,North Rhine-Westphalia,Urban regions,6 rooms,0.05806,65,5192,0.05164,0.06506
410,410,1993,Hesse,Urban regions,2 rooms,0.23865,76,5192,0.19215,0.28661
411,411,1993,Hesse,Urban regions,3 rooms,0.42409,148,5192,0.37544,0.48361
412,412,1993,Hesse,Urban regions,4 rooms,0.24399,79,5192,0.20363,0.28011
413,413,1993,Hesse,Urban regions,5 rooms,0.09327,33,5192,0.07835,0.11658
414,414,1993,"Rhineland-Palatinate, Saarland",Urban regions,2 rooms,0.16021,39,5192,0.11935,0.20147
415,415,1993,"Rhineland-Palatinate, Saarland",Urban regions,3 rooms,0.30676,65,5192,0.26106,0.34699
416,416,1993,"Rhineland-Palatinate, Saarland",Urban regions,4 rooms,0.24697,62,5192,0.2155,0.27513
417,417,1993,"Rhineland-Palatinate, Saarland",Urban regions,5 rooms,0.16537,42,5192,0.14074,0.195
418,418,1993,"Rhineland-Palatinate, Saarland",Urban regions,6 rooms,0.1207,31,5192,0.10662,0.13407
419,419,1993,Baden-Wuerttemberg,Urban regions,2 rooms,0.14218,118,5192,0.11556,0.16601
420,420,1993,Baden-Wuerttemberg,Urban regions,3 rooms,0.38269,266,5192,0.34,0.42921
421,421,1993,Baden-Wuerttemberg,Urban regions,4 rooms,0.26353,164,5192,0.2342,0.29951
422,422,1993,Baden-Wuerttemberg,Urban regions,5 rooms,0.12743,74,5192,0.11145,0.14654
423,423,1993,Baden-Wuerttemberg,Urban regions,6 rooms,0.08417,44,5192,0.07324,0.09307
424,424,1993,Baden-Wuerttemberg,Rural regions,3 rooms,1.0,33,5192,0.72178,1.29708
425,425,1993,Bavaria,Urban regions,1 room,0.11736,35,5192,0.08992,0.1467
426,426,1993,Bavaria,Urban regions,2 rooms,0.25327,96,5192,0.22185,0.28835
427,427,1993,Bavaria,Urban regions,3 rooms,0.33796,137,5192,0.29999,0.37462
428,428,1993,Bavaria,Urban regions,4 rooms,0.20359,82,5192,0.18234,0.2324
429,429,1993,Bavaria,Urban regions,5 rooms,0.08782,41,5192,0.07733,0.09799
430,430,1993,Bavaria,Rural regions,2 rooms,0.17228,49,5192,0.13837,0.20727
431,431,1993,Bavaria,Rural regions,3 rooms,0.36803,117,5192,0.32668,0.41692
432,432,1993,Bavaria,Rural regions,4 rooms,0.26375,91,5192,0.22784,0.29664
433,433,1993,Bavaria,Rural regions,5 rooms,0.19594,61,5192,0.17402,0.21553
434,434,1993,Berlin,Urban regions,2 rooms,0.44004,98,5192,0.3834,0.49763
435,435,1993,Berlin,Urban regions,3 rooms,0.40447,123,5192,0.36655,0.44981
436,436,1993,Berlin,Urban regions,4 rooms,0.15549,59,5192,0.13535,0.17822
437,437,1993,Brandenburg,Rural regions,2 rooms,0.26063,41,5192,0.23058,0.29504
438,438,1993,Brandenburg,Rural regions,3 rooms,0.54893,133,5192,0.50462,0.5927
439,439,1993,Brandenburg,Rural regions,4 rooms,0.19043,50,5192,0.1619,0.21421
440,440,1993,Mecklenburg-Western Pomerania,Rural regions,2 rooms,0.31903,34,5192,0.26504,0.36983
441,441,1993,Mecklenburg-Western Pomerania,Rural regions,3 rooms,0.46273,64,5192,0.4053,0.51567
442,442,1993,Mecklenburg-Western Pomerania,Rural regions,4 rooms,0.21824,34,5192,0.18764,0.25626
443,443,1993,Saxony,Urban regions,2 rooms,0.35133,72,5192,0.3134,0.38783
444,444,1993,Saxony,Urban regions,3 rooms,0.43337,114,5192,0.39722,0.47327
445,445,1993,Saxony,Urban regions,4 rooms,0.2153,64,5192,0.19141,0.24359
446,446,1993,Saxony,Rural regions,2 rooms,0.35222,58,5192,0.30823,0.39484
447,447,1993,Saxony,Rural regions,3 rooms,0.47292,110,5192,0.42651,0.51946
448,448,1993,Saxony,Rural regions,4 rooms,0.17486,53,5192,0.15779,0.19384
449,449,1993,Saxony-Anhalt,Urban regions,3 rooms,1.0,36,5192,0.87713,1.1589
450,450,1993,Saxony-Anhalt,Rural regions,2 rooms,0.25386,48,5192,0.21976,0.28695
451,451,1993,Saxony-Anhalt,Rural regions,3 rooms,0.41472,111,5192,0.38078,0.45674
452,452,1993,Saxony-Anhalt,Rural regions,4 rooms,0.23089,63,5192,0.19977,0.27365
453,453,1993,Saxony-Anhalt,Rural regions,5 rooms,0.10052,31,5192,0.08076,0.12964
454,454,1993,Thuringa,Urban regions,3 rooms,1.0,34,5192,0.84536,1.1851
455,455,1993,Thuringa,Rural regions,2 rooms,0.38318,46,5192,0.33627,0.43948
456,456,1993,Thuringa,Rural regions,3 rooms,0.39768,81,5192,0.35603,0.44208
457,457,1993,Thuringa,Rural regions,4 rooms,0.21914,50,5192,0.18798,0.25484
458,458,1994,Hamburg,Urban regions,3 rooms,1.0,37,5180,0.76905,1.20176
459,459,1994,Lower Saxony,Urban regions,2 rooms,0.282,44,5180,0.23878,0.32643
460,460,1994,Lower Saxony,Urban regions,3 rooms,0.49572,110,5180,0.43623,0.55971
461,461,1994,Lower Saxony,Urban regions,4 rooms,0.22228,45,5180,0.18542,0.26076
462,462,1994,Lower Saxony,Rural regions,3 rooms,0.35964,57,5180,0.30403,0.42672
463,463,1994,Lower Saxony,Rural regions,4 rooms,0.37393,60,5180,0.31434,0.43158
464,464,1994,Lower Saxony,Rural regions,5 rooms,0.26643,39,5180,0.22683,0.30952
465,465,1994,North Rhine-Westphalia,Urban regions,1 room,0.0426,47,5180,0.03316,0.05111
466,466,1994,North Rhine-Westphalia,Urban regions,2 rooms,0.26044,250,5180,0.23748,0.28194
467,467,1994,North Rhine-Westphalia,Urban regions,3 rooms,0.33714,431,5180,0.31573,0.35828
468,468,1994,North Rhine-Westphalia,Urban regions,4 rooms,0.16957,222,5180,0.1549,0.18535
469,469,1994,North Rhine-Westphalia,Urban regions,5 rooms,0.10607,129,5180,0.09561,0.11889
470,470,1994,North Rhine-Westphalia,Urban regions,6 rooms,0.05794,64,5180,0.04915,0.06545
471,471,1994,North Rhine-Westphalia,Urban regions,7 rooms,0.02624,31,5180,0.02159,0.03234
472,472,1994,Hesse,Urban regions,2 rooms,0.23904,76,5180,0.1853,0.28916
473,473,1994,Hesse,Urban regions,3 rooms,0.41506,147,5180,0.36428,0.47129
474,474,1994,Hesse,Urban regions,4 rooms,0.2383,76,5180,0.20009,0.27934
475,475,1994,Hesse,Urban regions,5 rooms,0.10761,36,5180,0.08593,0.13333
476,476,1994,"Rhineland-Palatinate, Saarland",Urban regions,2 rooms,0.19842,46,5180,0.15075,0.24201
477,477,1994,"Rhineland-Palatinate, Saarland",Urban regions,3 rooms,0.2634,62,5180,0.21952,0.30805
478,478,1994,"Rhineland-Palatinate, Saarland",Urban regions,4 rooms,0.24561,61,5180,0.21479,0.28084
479,479,1994,"Rhineland-Palatinate, Saarland",Urban regions,5 rooms,0.17393,42,5180,0.14522,0.20741
480,480,1994,"Rhineland-Palatinate, Saarland",Urban regions,6 rooms,0.11864,31,5180,0.10155,0.13941
481,481,1994,Baden-Wuerttemberg,Urban regions,2 rooms,0.17111,122,5180,0.1385,0.20035
482,482,1994,Baden-Wuerttemberg,Urban regions,3 rooms,0.35933,261,5180,0.32078,0.40234
483,483,1994,Baden-Wuerttemberg,Urban regions,4 rooms,0.24743,153,5180,0.21273,0.2799
484,484,1994,Baden-Wuerttemberg,Urban regions,5 rooms,0.14238,81,5180,0.12146,0.16271
485,485,1994,Baden-Wuerttemberg,Urban regions,6 rooms,0.07975,44,5180,0.06915,0.0921
486,486,1994,Baden-Wuerttemberg,Rural regions,3 rooms,1.0,31,5180,0.70181,1.33948
487,487,1994,Bavaria,Urban regions,1 room,0.10745,32,5180,0.07312,0.13252
488,488,1994,Bavaria,Urban regions,2 rooms,0.25239,94,5180,0.21175,0.29046
489,489,1994,Bavaria,Urban regions,3 rooms,0.31939,126,5180,0.28126,0.35911
490,490,1994,Bavaria,Urban regions,4 rooms,0.24251,93,5180,0.21074,0.27416
491,491,1994,Bavaria,Urban regions,5 rooms,0.07825,36,5180,0.06907,0.08859
492,492,1994,Bavaria,Rural regions,2 rooms,0.17808,57,5180,0.15029,0.21042
493,493,1994,Bavaria,Rural regions,3 rooms,0.32003,115,5180,0.2825,0.36058
494,494,1994,Bavaria,Rural regions,4 rooms,0.22658,96,5180,0.20038,0.25511
495,495,1994,Bavaria,Rural regions,5 rooms,0.18548,62,5180,0.16632,0.20856
496,496,1994,Bavaria,Rural regions,6 rooms,0.08983,33,5180,0.07661,0.10535
497,497,1994,Berlin,Urban regions,2 rooms,0.45872,100,5180,0.40055,0.52206
498,498,1994,Berlin,Urban regions,3 rooms,0.37241,114,5180,0.33682,0.41004
499,499,1994,Berlin,Urban regions,4 rooms,0.16887,59,5180,0.14239,0.19765
500,500,1994,Brandenburg,Rural regions,2 rooms,0.23472,37,5180,0.19908,0.27291
501,501,1994,Brandenburg,Rural regions,3 rooms,0.575,132,5180,0.52233,0.62861
502,502,1994,Brandenburg,Rural regions,4 rooms,0.19029,49,5180,0.16504,0.21459
503,503,1994,Mecklenburg-Western Pomerania,Rural regions,2 rooms,0.30146,32,5180,0.24728,0.35994
504,504,1994,Mecklenburg-Western Pomerania,Rural regions,3 rooms,0.482,63,5180,0.42958,0.54179
505,505,1994,Mecklenburg-Western Pomerania,Rural regions,4 rooms,0.21654,34,5180,0.18561,0.24924
506,506,1994,Saxony,Urban regions,2 rooms,0.34058,69,5180,0.29907,0.38251
507,507,1994,Saxony,Urban regions,3 rooms,0.41491,107,5180,0.37577,0.45419
508,508,1994,Saxony,Urban regions,4 rooms,0.24451,74,5180,0.21843,0.27196
509,509,1994,Saxony,Rural regions,2 rooms,0.34134,55,5180,0.30348,0.38301
510,510,1994,Saxony,Rural regions,3 rooms,0.48898,105,5180,0.4361,0.56406
511,511,1994,Saxony,Rural regions,4 rooms,0.16969,52,5180,0.15058,0.19487
512,512,1994,Saxony-Anhalt,Urban regions,3 rooms,1.0,37,5180,0.86303,1.11892
513,513,1994,Saxony-Anhalt,Rural regions,2 rooms,0.26531,49,5180,0.22773,0.30855
514,514,1994,Saxony-Anhalt,Rural regions,3 rooms,0.42272,107,5180,0.37497,0.47449
515,515,1994,Saxony-Anhalt,Rural regions,4 rooms,0.20974,59,5180,0.17239,0.24222
516,516,1994,Saxony-Anhalt,Rural regions,5 rooms,0.10223,31,5180,0.08239,0.12737
517,517,1994,Thuringa,Urban regions,3 rooms,1.0,34,5180,0.85435,1.16317
518,518,1994,Thuringa,Rural regions,2 rooms,0.34829,46,5180,0.30142,0.39914
519,519,1994,Thuringa,Rural regions,3 rooms,0.33913,76,5180,0.30025,0.39042
520,520,1994,Thuringa,Rural regions,4 rooms,0.19726,49,5180,0.16122,0.23826
521,521,1994,Thuringa,Rural regions,5 rooms,0.11532,31,5180,0.08847,0.1483
522,522,1995,Hamburg,Urban regions,3 rooms,1.0,36,5330,0.82391,1.22747
523,523,1995,Lower Saxony,Urban regions,2 rooms,0.28088,48,5330,0.23912,0.33782
524,524,1995,Lower Saxony,Urban regions,3 rooms,0.49583,115,5330,0.43513,0.57607
525,525,1995,Lower Saxony,Urban regions,4 rooms,0.22329,46,5330,0.177,0.27022
526,526,1995,Lower Saxony,Rural regions,3 rooms,0.32087,59,5330,0.26808,0.38015
527,527,1995,Lower Saxony,Rural regions,4 rooms,0.37606,71,5330,0.32754,0.43212
528,528,1995,Lower Saxony,Rural regions,5 rooms,0.30307,43,5330,0.25566,0.35331
529,529,1995,North Rhine-Westphalia,Urban regions,1 room,0.04138,48,5330,0.03245,0.05161
530,530,1995,North Rhine-Westphalia,Urban regions,2 rooms,0.26696,275,5330,0.24608,0.28642
531,531,1995,North Rhine-Westphalia,Urban regions,3 rooms,0.3203,446,5330,0.29376,0.34425
532,532,1995,North Rhine-Westphalia,Urban regions,4 rooms,0.17622,235,5330,0.16112,0.19295
533,533,1995,North Rhine-Westphalia,Urban regions,5 rooms,0.10222,132,5330,0.09004,0.11507
534,534,1995,North Rhine-Westphalia,Urban regions,6 rooms,0.06316,69,5330,0.0537,0.07132
535,535,1995,North Rhine-Westphalia,Urban regions,7 rooms,0.02975,35,5330,0.02301,0.03584
536,536,1995,Hesse,Urban regions,2 rooms,0.24857,81,5330,0.19967,0.29985
537,537,1995,Hesse,Urban regions,3 rooms,0.39447,148,5330,0.34648,0.44663
538,538,1995,Hesse,Urban regions,4 rooms,0.2477,78,5330,0.20422,0.29247
539,539,1995,Hesse,Urban regions,5 rooms,0.10926,35,5330,0.08401,0.13541
540,540,1995,"Rhineland-Palatinate, Saarland",Urban regions,2 rooms,0.21562,55,5330,0.1781,0.26239
541,541,1995,"Rhineland-Palatinate, Saarland",Urban regions,3 rooms,0.22868,61,5330,0.1907,0.26726
542,542,1995,"Rhineland-Palatinate, Saarland",Urban regions,4 rooms,0.24797,69,5330,0.21775,0.28647
543,543,1995,"Rhineland-Palatinate, Saarland",Urban regions,5 rooms,0.17693,44,5330,0.14562,0.20309
544,544,1995,"Rhineland-Palatinate, Saarland",Urban regions,6 rooms,0.1308,33,5330,0.11344,0.15027
545,545,1995,Baden-Wuerttemberg,Urban regions,1 room,0.05819,33,5330,0.04305,0.0747
546,546,1995,Baden-Wuerttemberg,Urban regions,2 rooms,0.18404,135,5330,0.1575,0.21136
547,547,1995,Baden-Wuerttemberg,Urban regions,3 rooms,0.35101,276,5330,0.30857,0.39163
548,548,1995,Baden-Wuerttemberg,Urban regions,4 rooms,0.21438,152,5330,0.18324,0.24443
549,549,1995,Baden-Wuerttemberg,Urban regions,5 rooms,0.1179,75,5330,0.10214,0.13196
550,550,1995,Baden-Wuerttemberg,Urban regions,6 rooms,0.07447,47,5330,0.06371,0.08583
551,551,1995,Bavaria,Urban regions,1 room,0.11749,35,5330,0.08791,0.1485
