year,hhtyp,rentown,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Single parent,Tenant,4 rooms,0.22444,43,190,0.16495,0.28392
1985,Couple with children,Owner,3 rooms,0.12424,131,949,0.10324,0.14524
1985,Couple with children,Owner,4 rooms,0.29244,290,949,0.26348,0.32139
1985,Couple with children,Owner,5 rooms,0.25735,256,949,0.22952,0.28518
1985,Couple with children,Owner,6 rooms,0.16481,158,949,0.14119,0.18843
1985,Couple with children,Owner,7 rooms,0.08083,77,949,0.06348,0.09818
1985,Couple with children,Owner,8 rooms,0.04006,37,949,0.02758,0.05255
1985,Couple with children,Tenant,2 rooms,0.06516,147,1350,0.05199,0.07834
1985,Couple with children,Tenant,3 rooms,0.46876,687,1350,0.44213,0.49539
1985,Couple with children,Tenant,4 rooms,0.29440,361,1350,0.27008,0.31872
1985,Couple with children,Tenant,5 rooms,0.09886,115,1350,0.08293,0.11478
1985,Couple with children,Tenant,6 rooms,0.04087,40,1350,0.03030,0.05143
1985,Other Combinations,Tenant,3 rooms,0.44925,37,37,0.28676,0.61174
1986,Single-person household,Owner,2 rooms,0.20394,44,169,0.14301,0.26487
1986,Single-person household,Owner,3 rooms,0.36826,78,169,0.29532,0.44119
1986,Single-person household,Owner,4 rooms,0.20610,47,169,0.14493,0.26727
1986,Single-person household,Tenant,1 room,0.20455,212,842,0.17728,0.23181
1986,Single-person household,Tenant,2 rooms,0.44656,367,842,0.41296,0.48016
1986,Single-person household,Tenant,3 rooms,0.28458,222,842,0.25409,0.31508
1986,Single-person household,Tenant,4 rooms,0.05114,41,842,0.03625,0.06603
1986,Couple without children,Owner,2 rooms,0.08509,38,427,0.05859,0.11158
1986,Couple without children,Owner,3 rooms,0.29358,132,427,0.25033,0.33682
1986,Couple without children,Owner,4 rooms,0.30848,143,427,0.26462,0.35234
1986,Couple without children,Owner,5 rooms,0.14669,68,427,0.11310,0.18029
1986,Couple without children,Owner,6 rooms,0.10160,46,427,0.07291,0.13029
1986,Couple without children,Tenant,2 rooms,0.30778,253,706,0.27371,0.34185
1986,Couple without children,Tenant,3 rooms,0.48760,347,706,0.45071,0.52450
1986,Couple without children,Tenant,4 rooms,0.15179,106,706,0.12531,0.17828
1986,Single parent,Tenant,2 rooms,0.15086,37,171,0.09706,0.20466
1986,Single parent,Tenant,3 rooms,0.50087,95,171,0.42571,0.57604
1986,Single parent,Tenant,4 rooms,0.22949,39,171,0.16627,0.29270
1986,Couple with children,Owner,3 rooms,0.13747,140,929,0.11532,0.15963
1986,Couple with children,Owner,4 rooms,0.27908,265,929,0.25022,0.30794
1986,Couple with children,Owner,5 rooms,0.25141,245,929,0.22350,0.27933
1986,Couple with children,Owner,6 rooms,0.17651,164,929,0.15198,0.20104
1986,Couple with children,Owner,7 rooms,0.07652,72,929,0.05942,0.09363
1986,Couple with children,Owner,8 rooms,0.04597,43,929,0.03250,0.05945
1986,Couple with children,Tenant,2 rooms,0.06785,138,1247,0.05388,0.08181
1986,Couple with children,Tenant,3 rooms,0.46969,640,1247,0.44198,0.49740
1986,Couple with children,Tenant,4 rooms,0.29168,328,1247,0.26644,0.31692
1986,Couple with children,Tenant,5 rooms,0.09890,101,1247,0.08233,0.11548
1986,Couple with children,Tenant,6 rooms,0.04566,40,1247,0.03407,0.05725
1986,Other Combinations,Tenant,3 rooms,0.52815,38,38,0.36730,0.68901
1987,Single-person household,Owner,2 rooms,0.20461,44,172,0.14414,0.26507
1987,Single-person household,Owner,3 rooms,0.34652,74,172,0.27519,0.41784
1987,Single-person household,Owner,4 rooms,0.22850,54,172,0.16556,0.29143
1987,Single-person household,Tenant,1 room,0.19622,198,839,0.16933,0.22310
1987,Single-person household,Tenant,2 rooms,0.45215,377,839,0.41846,0.48585
1987,Single-person household,Tenant,3 rooms,0.28667,224,839,0.25606,0.31729
1987,Single-person household,Tenant,4 rooms,0.05124,40,839,0.03631,0.06616
1987,Couple without children,Owner,2 rooms,0.07928,39,447,0.05420,0.10435
1987,Couple without children,Owner,3 rooms,0.28260,129,447,0.24082,0.32439
1987,Couple without children,Owner,4 rooms,0.29744,144,447,0.25501,0.33987
1987,Couple without children,Owner,5 rooms,0.17104,83,447,0.13609,0.20599
1987,Couple without children,Owner,6 rooms,0.11089,52,447,0.08175,0.14003
1987,Couple without children,Tenant,2 rooms,0.29279,234,673,0.25838,0.32719
1987,Couple without children,Tenant,3 rooms,0.48857,336,673,0.45078,0.52637
1987,Couple without children,Tenant,4 rooms,0.16677,103,673,0.13858,0.19495
1987,Single parent,Tenant,2 rooms,0.14098,31,164,0.08756,0.19440
1987,Single parent,Tenant,3 rooms,0.52714,96,164,0.45049,0.60378
1987,Single parent,Tenant,4 rooms,0.19999,37,164,0.13858,0.26140
1987,Couple with children,Owner,3 rooms,0.13045,134,911,0.10857,0.15234
1987,Couple with children,Owner,4 rooms,0.27832,261,911,0.24920,0.30744
1987,Couple with children,Owner,5 rooms,0.26870,249,911,0.23990,0.29750
1987,Couple with children,Owner,6 rooms,0.16579,150,911,0.14163,0.18995
1987,Couple with children,Owner,7 rooms,0.08148,75,911,0.06370,0.09925
1987,Couple with children,Owner,8 rooms,0.04623,42,911,0.03258,0.05987
1987,Couple with children,Tenant,2 rooms,0.06961,140,1224,0.05535,0.08387
1987,Couple with children,Tenant,3 rooms,0.47221,625,1224,0.44423,0.50019
1987,Couple with children,Tenant,4 rooms,0.28551,321,1224,0.26020,0.31082
1987,Couple with children,Tenant,5 rooms,0.10936,107,1224,0.09186,0.12685
1987,Couple with children,Tenant,6 rooms,0.03302,31,1224,0.02301,0.04304
1987,Other Combinations,Tenant,3 rooms,0.46982,35,35,0.30206,0.63758
1988,Single-person household,Owner,2 rooms,0.17902,37,167,0.12070,0.23734
1988,Single-person household,Owner,3 rooms,0.36966,80,167,0.29623,0.44310
1988,Single-person household,Owner,4 rooms,0.20524,50,167,0.14380,0.26668
1988,Single-person household,Tenant,1 room,0.18817,176,793,0.16095,0.21539
1988,Single-person household,Tenant,2 rooms,0.44654,355,793,0.41192,0.48116
1988,Single-person household,Tenant,3 rooms,0.29283,223,793,0.26113,0.32452
1988,Single-person household,Tenant,4 rooms,0.05172,39,793,0.03630,0.06715
1988,Couple without children,Owner,2 rooms,0.07922,38,420,0.05336,0.10508
1988,Couple without children,Owner,3 rooms,0.29234,125,420,0.24878,0.33589
1988,Couple without children,Owner,4 rooms,0.28454,131,420,0.24133,0.32774
1988,Couple without children,Owner,5 rooms,0.16249,74,420,0.12716,0.19781
1988,Couple without children,Owner,6 rooms,0.11872,52,420,0.08775,0.14969
1988,Couple without children,Tenant,2 rooms,0.30839,246,676,0.27355,0.34323
1988,Couple without children,Tenant,3 rooms,0.48409,335,676,0.44639,0.52179
1988,Couple without children,Tenant,4 rooms,0.15391,95,676,0.12669,0.18113
1988,Single parent,Tenant,2 rooms,0.18129,38,161,0.12159,0.24098
1988,Single parent,Tenant,3 rooms,0.50402,90,161,0.42655,0.58150
1988,Single parent,Tenant,4 rooms,0.18342,33,161,0.12345,0.24339
1988,Couple with children,Owner,3 rooms,0.13002,126,875,0.10772,0.15232
1988,Couple with children,Owner,4 rooms,0.28268,257,875,0.25283,0.31254
1988,Couple with children,Owner,5 rooms,0.25128,224,875,0.22252,0.28003
1988,Couple with children,Owner,6 rooms,0.17625,152,875,0.15098,0.20151
1988,Couple with children,Owner,7 rooms,0.08823,76,875,0.06943,0.10703
1988,Couple with children,Owner,8 rooms,0.04265,40,875,0.02925,0.05604
1988,Couple with children,Tenant,2 rooms,0.05671,108,1152,0.04335,0.07007
1988,Couple with children,Tenant,3 rooms,0.46939,593,1152,0.44056,0.49823
1988,Couple with children,Tenant,4 rooms,0.27790,305,1152,0.25202,0.30378
1988,Couple with children,Tenant,5 rooms,0.11649,105,1152,0.09796,0.13502
1988,Couple with children,Tenant,6 rooms,0.04984,41,1152,0.03727,0.06241
1988,Other Combinations,Tenant,3 rooms,0.53073,33,33,0.35782,0.70364
1989,Single-person household,Owner,2 rooms,0.17491,36,168,0.11729,0.23253
1989,Single-person household,Owner,3 rooms,0.39000,83,168,0.31603,0.46398
1989,Single-person household,Owner,4 rooms,0.21253,49,168,0.15049,0.27458
1989,Single-person household,Tenant,1 room,0.17394,161,794,0.14755,0.20032
1989,Single-person household,Tenant,2 rooms,0.46145,374,794,0.42676,0.49615
1989,Single-person household,Tenant,3 rooms,0.28292,216,794,0.25157,0.31427
1989,Single-person household,Tenant,4 rooms,0.05534,43,794,0.03943,0.07126
1989,Couple without children,Owner,2 rooms,0.06871,33,408,0.04413,0.09328
1989,Couple without children,Owner,3 rooms,0.28859,122,408,0.24457,0.33261
1989,Couple without children,Owner,4 rooms,0.28626,129,408,0.24235,0.33018
1989,Couple without children,Owner,5 rooms,0.16874,75,408,0.13235,0.20513
1989,Couple without children,Owner,6 rooms,0.11262,49,408,0.08191,0.14334
1989,Couple without children,Tenant,2 rooms,0.31412,242,665,0.27881,0.34942
1989,Couple without children,Tenant,3 rooms,0.47627,324,665,0.43828,0.51426
1989,Couple without children,Tenant,4 rooms,0.14731,99,665,0.12035,0.17427
1989,Single parent,Tenant,3 rooms,0.48856,77,111,0.39514,0.58197
1989,Single parent,Tenant,4 rooms,0.22681,34,111,0.14856,0.30507
1989,Couple with children,Owner,3 rooms,0.10856,103,834,0.08743,0.12968
1989,Couple with children,Owner,4 rooms,0.29595,258,834,0.26495,0.32695
1989,Couple with children,Owner,5 rooms,0.25249,213,834,0.22299,0.28199
1989,Couple with children,Owner,6 rooms,0.17299,145,834,0.14730,0.19868
1989,Couple with children,Owner,7 rooms,0.08427,72,834,0.06540,0.10313
1989,Couple with children,Owner,8 rooms,0.04879,43,834,0.03416,0.06342
1989,Couple with children,Tenant,2 rooms,0.05794,102,1098,0.04412,0.07177
1989,Couple with children,Tenant,3 rooms,0.46410,570,1098,0.43459,0.49361
1989,Couple with children,Tenant,4 rooms,0.29176,287,1098,0.26486,0.31866
1989,Couple with children,Tenant,5 rooms,0.11439,98,1098,0.09556,0.13323
1989,Couple with children,Tenant,6 rooms,0.04783,41,1098,0.03520,0.06046
1989,Other Combinations,Tenant,3 rooms,0.58758,32,32,0.41429,0.76087
1990,Single-person household,Owner,2 rooms,0.20015,56,213,0.14629,0.25401
1990,Single-person household,Owner,3 rooms,0.36792,93,213,0.30301,0.43284
1990,Single-person household,Owner,4 rooms,0.22689,64,213,0.17051,0.28327
1990,Single-person household,Tenant,1 room,0.18918,211,1027,0.16521,0.21314
1990,Single-person household,Tenant,2 rooms,0.47392,506,1027,0.44337,0.50448
1990,Single-person household,Tenant,3 rooms,0.27456,270,1027,0.24725,0.30187
1990,Single-person household,Tenant,4 rooms,0.03844,40,1027,0.02668,0.05021
1990,Couple without children,Owner,2 rooms,0.08145,55,569,0.05895,0.10394
1990,Couple without children,Owner,3 rooms,0.30144,189,569,0.26370,0.33918
1990,Couple without children,Owner,4 rooms,0.27996,166,569,0.24304,0.31689
1990,Couple without children,Owner,5 rooms,0.15796,96,569,0.12797,0.18795
1990,Couple without children,Owner,6 rooms,0.10490,63,569,0.07970,0.13010
1990,Couple without children,Tenant,1 room,0.02712,35,1012,0.01711,0.03714
1990,Couple without children,Tenant,2 rooms,0.33138,356,1012,0.30237,0.36040
1990,Couple without children,Tenant,3 rooms,0.46414,486,1012,0.43339,0.49488
1990,Couple without children,Tenant,4 rooms,0.13615,135,1012,0.11501,0.15728
1990,Single parent,Tenant,2 rooms,0.21336,65,244,0.16185,0.26487
1990,Single parent,Tenant,3 rooms,0.43421,125,244,0.37189,0.49653
1990,Single parent,Tenant,4 rooms,0.20360,54,244,0.15297,0.25423
1990,Couple with children,Owner,2 rooms,0.02016,33,1199,0.01220,0.02812
1990,Couple with children,Owner,3 rooms,0.13886,198,1199,0.11928,0.15844
1990,Couple with children,Owner,4 rooms,0.28119,351,1199,0.25573,0.30665
1990,Couple with children,Owner,5 rooms,0.25865,303,1199,0.23385,0.28345
1990,Couple with children,Owner,6 rooms,0.16639,184,1199,0.14530,0.18748
1990,Couple with children,Owner,7 rooms,0.07903,88,1199,0.06375,0.09431
1990,Couple with children,Owner,8 rooms,0.03688,42,1199,0.02621,0.04755
1990,Couple with children,Tenant,2 rooms,0.08210,192,1804,0.06943,0.09477
1990,Couple with children,Tenant,3 rooms,0.51151,980,1804,0.48843,0.53458
1990,Couple with children,Tenant,4 rooms,0.26765,476,1804,0.24721,0.28808
1990,Couple with children,Tenant,5 rooms,0.08544,115,1804,0.07253,0.09834
1990,Couple with children,Tenant,6 rooms,0.03091,41,1804,0.02292,0.03890
1990,Other Combinations,Tenant,3 rooms,0.48154,37,37,0.31832,0.64477
1991,Single-person household,Owner,2 rooms,0.19304,49,234,0.14236,0.24372
1991,Single-person household,Owner,3 rooms,0.35294,91,234,0.29158,0.41430
1991,Single-person household,Owner,4 rooms,0.23676,63,234,0.18217,0.29134
1991,Single-person household,Owner,5 rooms,0.10452,31,234,0.06524,0.14381
1991,Single-person household,Tenant,1 room,0.16917,188,1010,0.14604,0.19231
1991,Single-person household,Tenant,2 rooms,0.48410,499,1010,0.45327,0.51494
1991,Single-person household,Tenant,3 rooms,0.28304,273,1010,0.25524,0.31084
1991,Single-person household,Tenant,4 rooms,0.04619,50,1010,0.03324,0.05915
1991,Couple without children,Owner,2 rooms,0.07797,54,567,0.05588,0.10006
1991,Couple without children,Owner,3 rooms,0.29887,185,567,0.26115,0.33658
1991,Couple without children,Owner,4 rooms,0.26371,162,567,0.22741,0.30001
1991,Couple without children,Owner,5 rooms,0.16732,101,567,0.13657,0.19807
1991,Couple without children,Owner,6 rooms,0.10760,65,567,0.08207,0.13313
1991,Couple without children,Tenant,1 room,0.02698,34,1000,0.01693,0.03703
1991,Couple without children,Tenant,2 rooms,0.32881,343,1000,0.29968,0.35794
1991,Couple without children,Tenant,3 rooms,0.45881,482,1000,0.42791,0.48971
1991,Couple without children,Tenant,4 rooms,0.14516,141,1000,0.12332,0.16701
1991,Single parent,Owner,5 rooms,0.25461,31,31,0.09871,0.41050
1991,Single parent,Tenant,2 rooms,0.21926,60,232,0.16591,0.27262
1991,Single parent,Tenant,3 rooms,0.41434,115,232,0.35081,0.47786
1991,Single parent,Tenant,4 rooms,0.22043,57,232,0.16698,0.27389
1991,Couple with children,Owner,2 rooms,0.01937,31,1182,0.01151,0.02723
1991,Couple with children,Owner,3 rooms,0.13421,184,1182,0.11477,0.15366
1991,Couple with children,Owner,4 rooms,0.26908,335,1182,0.24378,0.29437
1991,Couple with children,Owner,5 rooms,0.26525,308,1182,0.24007,0.29043
1991,Couple with children,Owner,6 rooms,0.17660,195,1182,0.15485,0.19834
1991,Couple with children,Owner,7 rooms,0.07444,82,1182,0.05947,0.08941
1991,Couple with children,Owner,8 rooms,0.04336,47,1182,0.03175,0.05498
1991,Couple with children,Tenant,2 rooms,0.09505,196,1760,0.08135,0.10876
1991,Couple with children,Tenant,3 rooms,0.49728,942,1760,0.47392,0.52065
1991,Couple with children,Tenant,4 rooms,0.26562,467,1760,0.24498,0.28626
1991,Couple with children,Tenant,5 rooms,0.08643,116,1760,0.07330,0.09956
1991,Couple with children,Tenant,6 rooms,0.03228,39,1760,0.02402,0.04054
1991,Other Combinations,Tenant,3 rooms,0.38106,34,34,0.21536,0.54676
1992,Single-person household,Owner,2 rooms,0.20256,51,234,0.15095,0.25416
1992,Single-person household,Owner,3 rooms,0.32945,83,234,0.26910,0.38980
1992,Single-person household,Owner,4 rooms,0.24809,65,234,0.19263,0.30355
1992,Single-person household,Owner,5 rooms,0.11350,35,234,0.07277,0.15423
1992,Single-person household,Tenant,1 room,0.16747,196,1016,0.14450,0.19044
1992,Single-person household,Tenant,2 rooms,0.47518,496,1016,0.44446,0.50591
1992,Single-person household,Tenant,3 rooms,0.29362,280,1016,0.26560,0.32164
1992,Single-person household,Tenant,4 rooms,0.04388,44,1016,0.03128,0.05648
1992,Couple without children,Owner,2 rooms,0.08158,55,580,0.05928,0.10388
1992,Couple without children,Owner,3 rooms,0.27671,177,580,0.24027,0.31315
1992,Couple without children,Owner,4 rooms,0.27833,175,580,0.24183,0.31484
1992,Couple without children,Owner,5 rooms,0.17185,108,580,0.14112,0.20258
1992,Couple without children,Owner,6 rooms,0.10835,65,580,0.08303,0.13366
1992,Couple without children,Tenant,1 room,0.02330,36,1033,0.01409,0.03250
1992,Couple without children,Tenant,2 rooms,0.34271,366,1033,0.31376,0.37167
1992,Couple without children,Tenant,3 rooms,0.46150,485,1033,0.43109,0.49192
1992,Couple without children,Tenant,4 rooms,0.13779,146,1033,0.11676,0.15882
1992,Single parent,Tenant,2 rooms,0.25859,72,251,0.20431,0.31287
1992,Single parent,Tenant,3 rooms,0.40811,123,251,0.34719,0.46904
1992,Single parent,Tenant,4 rooms,0.19117,56,251,0.14242,0.23991
1992,Couple with children,Owner,2 rooms,0.02091,32,1175,0.01272,0.02909
1992,Couple with children,Owner,3 rooms,0.12462,176,1175,0.10573,0.14352
1992,Couple with children,Owner,4 rooms,0.28154,339,1175,0.25581,0.30726
1992,Couple with children,Owner,5 rooms,0.25620,293,1175,0.23123,0.28117
1992,Couple with children,Owner,6 rooms,0.18240,204,1175,0.16031,0.20449
1992,Couple with children,Owner,7 rooms,0.07345,83,1175,0.05853,0.08837
1992,Couple with children,Owner,8 rooms,0.04463,48,1175,0.03282,0.05644
1992,Couple with children,Tenant,2 rooms,0.08660,172,1670,0.07311,0.10009
1992,Couple with children,Tenant,3 rooms,0.50579,905,1670,0.48181,0.52978
1992,Couple with children,Tenant,4 rooms,0.25385,436,1670,0.23297,0.27473
1992,Couple with children,Tenant,5 rooms,0.09691,124,1670,0.08272,0.11110
1992,Couple with children,Tenant,6 rooms,0.02962,33,1670,0.02149,0.03775
1992,Other Combinations,Tenant,3 rooms,0.46235,47,47,0.31826,0.60643
1993,Single-person household,Owner,2 rooms,0.18139,50,242,0.13274,0.23004
1993,Single-person household,Owner,3 rooms,0.32935,90,242,0.27001,0.38868
1993,Single-person household,Owner,4 rooms,0.23336,61,242,0.17996,0.28676
1993,Single-person household,Owner,5 rooms,0.12849,41,242,0.08624,0.17074
1993,Single-person household,Tenant,1 room,0.17317,202,1063,0.15042,0.19593
1993,Single-person household,Tenant,2 rooms,0.45068,490,1063,0.42075,0.48060
1993,Single-person household,Tenant,3 rooms,0.30294,307,1063,0.27530,0.33057
1993,Single-person household,Tenant,4 rooms,0.05706,64,1063,0.04311,0.07101
1993,Couple without children,Owner,2 rooms,0.07311,55,602,0.05230,0.09393
1993,Couple without children,Owner,3 rooms,0.26149,170,602,0.22635,0.29662
1993,Couple without children,Owner,4 rooms,0.29321,190,602,0.25682,0.32961
1993,Couple without children,Owner,5 rooms,0.17663,113,602,0.14614,0.20712
1993,Couple without children,Owner,6 rooms,0.11895,74,602,0.09307,0.14483
1993,Couple without children,Tenant,1 room,0.01979,33,1042,0.01133,0.02825
1993,Couple without children,Tenant,2 rooms,0.32315,359,1042,0.29474,0.35156
1993,Couple without children,Tenant,3 rooms,0.49141,507,1042,0.46104,0.52178
1993,Couple without children,Tenant,4 rooms,0.13686,143,1042,0.11598,0.15774
1993,Single parent,Tenant,2 rooms,0.23978,69,248,0.18654,0.29303
1993,Single parent,Tenant,3 rooms,0.45186,123,248,0.38979,0.51392
1993,Single parent,Tenant,4 rooms,0.18137,56,248,0.13331,0.22942
1993,Couple with children,Owner,3 rooms,0.13772,180,1106,0.11741,0.15804
1993,Couple with children,Owner,4 rooms,0.25907,304,1106,0.23324,0.28491
1993,Couple with children,Owner,5 rooms,0.28128,311,1106,0.25476,0.30779
1993,Couple with children,Owner,6 rooms,0.15677,170,1106,0.13534,0.17821
1993,Couple with children,Owner,7 rooms,0.09222,92,1106,0.07516,0.10928
1993,Couple with children,Owner,8 rooms,0.04019,49,1106,0.02861,0.05178
1993,Couple with children,Tenant,2 rooms,0.08767,169,1613,0.07387,0.10148
1993,Couple with children,Tenant,3 rooms,0.49843,861,1613,0.47403,0.52284
1993,Couple with children,Tenant,4 rooms,0.26999,434,1613,0.24832,0.29166
1993,Couple with children,Tenant,5 rooms,0.08831,114,1613,0.07446,0.10216
1993,Couple with children,Tenant,6 rooms,0.03225,35,1613,0.02363,0.04087
1993,Other Combinations,Tenant,3 rooms,0.47245,52,52,0.33543,0.60946
1994,Single-person household,Owner,2 rooms,0.18439,51,253,0.13650,0.23227
1994,Single-person household,Owner,3 rooms,0.32641,94,253,0.26851,0.38430
1994,Single-person household,Owner,4 rooms,0.22829,62,253,0.17647,0.28011
1994,Single-person household,Owner,5 rooms,0.14052,46,253,0.09761,0.18342
1994,Single-person household,Tenant,1 room,0.16749,197,1048,0.14487,0.19011
1994,Single-person household,Tenant,2 rooms,0.46661,501,1048,0.43639,0.49683
1994,Single-person household,Tenant,3 rooms,0.29068,296,1048,0.26317,0.31818
1994,Single-person household,Tenant,4 rooms,0.05328,54,1048,0.03968,0.06689
1994,Couple without children,Owner,2 rooms,0.07205,56,614,0.05158,0.09251
1994,Couple without children,Owner,3 rooms,0.25930,171,614,0.22461,0.29400
1994,Couple without children,Owner,4 rooms,0.28916,196,614,0.25327,0.32505
1994,Couple without children,Owner,5 rooms,0.19051,121,614,0.15942,0.22160
1994,Couple without children,Owner,6 rooms,0.11369,70,614,0.08856,0.13882
1994,Couple without children,Tenant,1 room,0.02166,37,1076,0.01296,0.03036
1994,Couple without children,Tenant,2 rooms,0.31952,368,1076,0.29164,0.34739
1994,Couple without children,Tenant,3 rooms,0.46833,503,1076,0.43850,0.49816
1994,Couple without children,Tenant,4 rooms,0.15973,168,1076,0.13783,0.18163
1994,Single parent,Tenant,2 rooms,0.29979,74,244,0.24218,0.35739
1994,Single parent,Tenant,3 rooms,0.40658,116,244,0.34482,0.46834
1994,Single parent,Tenant,4 rooms,0.18999,54,244,0.14066,0.23931
1994,Couple with children,Owner,3 rooms,0.13067,171,1096,0.11071,0.15063
1994,Couple with children,Owner,4 rooms,0.25681,302,1096,0.23093,0.28268
1994,Couple with children,Owner,5 rooms,0.26616,298,1096,0.23998,0.29233
1994,Couple with children,Owner,6 rooms,0.16095,178,1096,0.13918,0.18272
1994,Couple with children,Owner,7 rooms,0.10128,99,1096,0.08341,0.11915
1994,Couple with children,Owner,8 rooms,0.04439,48,1096,0.03219,0.05659
1994,Couple with children,Tenant,2 rooms,0.08733,155,1518,0.07313,0.10154
1994,Couple with children,Tenant,3 rooms,0.50680,816,1518,0.48164,0.53195
1994,Couple with children,Tenant,4 rooms,0.26152,410,1518,0.23940,0.28363
1994,Couple with children,Tenant,5 rooms,0.08498,102,1518,0.07095,0.09902
1994,Couple with children,Tenant,6 rooms,0.03206,35,1518,0.02320,0.04093
1994,Other Combinations,Tenant,3 rooms,0.51372,51,51,0.37518,0.65226
1995,Single-person household,Owner,2 rooms,0.18654,52,258,0.13891,0.23416
1995,Single-person household,Owner,3 rooms,0.31724,94,258,0.26034,0.37415
1995,Single-person household,Owner,4 rooms,0.25437,70,258,0.20112,0.30762
1995,Single-person household,Owner,5 rooms,0.13793,42,258,0.09577,0.18009
1995,Single-person household,Tenant,1 room,0.18189,221,1090,0.15898,0.20480
1995,Single-person household,Tenant,2 rooms,0.47160,526,1090,0.44195,0.50125
1995,Single-person household,Tenant,3 rooms,0.27739,288,1090,0.25080,0.30399
1995,Single-person household,Tenant,4 rooms,0.05088,55,1090,0.03783,0.06393
1995,Couple without children,Owner,2 rooms,0.06582,55,628,0.04641,0.08523
1995,Couple without children,Owner,3 rooms,0.24824,173,628,0.21443,0.28205
1995,Couple without children,Owner,4 rooms,0.28931,199,628,0.25381,0.32480
1995,Couple without children,Owner,5 rooms,0.19506,126,628,0.16405,0.22608
1995,Couple without children,Owner,6 rooms,0.12534,75,628,0.09942,0.15126
1995,Couple without children,Tenant,2 rooms,0.32368,392,1072,0.29565,0.35170
1995,Couple without children,Tenant,3 rooms,0.45307,511,1072,0.42326,0.48289
1995,Couple without children,Tenant,4 rooms,0.15390,169,1072,0.13229,0.17551
