,Unnamed: 0,year,hhtyp,sampreg,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1348,1348,2018,Single parent,West,6 rooms,0.05082,69,17292,0.03856,0.06197
1349,1349,2018,Single parent,West,7 rooms,0.02656,35,17292,0.01868,0.03561
1350,1350,2018,Single parent,East,3 rooms,0.58616,189,17292,0.50008,0.70572
1351,1351,2018,Single parent,East,4 rooms,0.3253,103,17292,0.23853,0.42497
1352,1352,2018,Single parent,East,5 rooms,0.08854,31,17292,0.06564,0.11877
1353,1353,2018,Couple with children,West,2 rooms,0.02294,239,17292,0.01742,0.02876
1354,1354,2018,Couple with children,West,3 rooms,0.19544,1333,17292,0.17715,0.2113
1355,1355,2018,Couple with children,West,4 rooms,0.2412,1394,17292,0.22541,0.26195
1356,1356,2018,Couple with children,West,5 rooms,0.23645,1017,17292,0.21694,0.25355
1357,1357,2018,Couple with children,West,6 rooms,0.15451,672,17292,0.14046,0.16898
1358,1358,2018,Couple with children,West,7 rooms,0.07546,349,17292,0.06604,0.08589
1359,1359,2018,Couple with children,West,8 rooms,0.0372,181,17292,0.03088,0.04428
1360,1360,2018,Couple with children,West,9 rooms,0.0186,81,17292,0.01264,0.02468
1361,1361,2018,Couple with children,West,10 or more rooms,0.0182,74,17292,0.01347,0.02317
1362,1362,2018,Couple with children,East,3 rooms,0.26419,297,17292,0.21409,0.32077
1363,1363,2018,Couple with children,East,4 rooms,0.34415,368,17292,0.2894,0.40074
1364,1364,2018,Couple with children,East,5 rooms,0.24861,202,17292,0.2045,0.29682
1365,1365,2018,Couple with children,East,6 rooms,0.08173,102,17292,0.06335,0.10856
1366,1366,2018,Couple with children,East,7 rooms,0.06132,47,17292,0.04051,0.07883
1367,1367,2018,Multi-generational household,West,4 rooms,1.0,33,17292,0.48488,1.52738
1368,1368,2018,Other Combinations,West,2 rooms,0.11222,65,17292,0.06303,0.1646
1369,1369,2018,Other Combinations,West,3 rooms,0.41209,120,17292,0.3087,0.52665
1370,1370,2018,Other Combinations,West,4 rooms,0.20895,69,17292,0.15006,0.28537
1371,1371,2018,Other Combinations,West,5 rooms,0.09674,33,17292,0.06538,0.13188
1372,1372,2018,Other Combinations,West,6 rooms,0.17,32,17292,0.10545,0.24605
1373,1373,2019,Single-person household,West,1 room,0.08403,462,17810,0.07349,0.09535
1374,1374,2019,Single-person household,West,2 rooms,0.33597,1195,17810,0.31894,0.35636
1375,1375,2019,Single-person household,West,3 rooms,0.30972,982,17810,0.29248,0.32932
1376,1376,2019,Single-person household,West,4 rooms,0.1177,360,17810,0.10525,0.12909
1377,1377,2019,Single-person household,West,5 rooms,0.07271,229,17810,0.06413,0.08074
1378,1378,2019,Single-person household,West,6 rooms,0.04938,134,17810,0.04303,0.05746
1379,1379,2019,Single-person household,West,7 rooms,0.02103,70,17810,0.01703,0.02536
1380,1380,2019,Single-person household,West,8 rooms,0.00947,31,17810,0.00694,0.01288
1381,1381,2019,Single-person household,East,1 room,0.09048,118,17810,0.07105,0.11246
1382,1382,2019,Single-person household,East,2 rooms,0.47515,432,17810,0.43975,0.50823
1383,1383,2019,Single-person household,East,3 rooms,0.30684,329,17810,0.27755,0.34033
1384,1384,2019,Single-person household,East,4 rooms,0.08284,109,17810,0.06605,0.10193
1385,1385,2019,Single-person household,East,5 rooms,0.04469,51,17810,0.03142,0.05756
1386,1386,2019,Couple without children,West,1 room,0.00793,33,17810,0.00489,0.01132
1387,1387,2019,Couple without children,West,2 rooms,0.10282,451,17810,0.09266,0.1153
1388,1388,2019,Couple without children,West,3 rooms,0.2758,997,17810,0.25758,0.2943
1389,1389,2019,Couple without children,West,4 rooms,0.2454,856,17810,0.227,0.26427
1390,1390,2019,Couple without children,West,5 rooms,0.17841,682,17810,0.16239,0.19278
1391,1391,2019,Couple without children,West,6 rooms,0.09909,418,17810,0.08947,0.11005
1392,1392,2019,Couple without children,West,7 rooms,0.05741,243,17810,0.04829,0.06848
1393,1393,2019,Couple without children,West,8 rooms,0.01959,124,17810,0.01557,0.0245
1394,1394,2019,Couple without children,West,9 rooms,0.00722,45,17810,0.00528,0.00939
1395,1395,2019,Couple without children,West,10 or more rooms,0.00632,43,17810,0.00415,0.00909
1396,1396,2019,Couple without children,East,2 rooms,0.1073,140,17810,0.09086,0.12758
1397,1397,2019,Couple without children,East,3 rooms,0.43541,481,17810,0.38623,0.48018
1398,1398,2019,Couple without children,East,4 rooms,0.23994,289,17810,0.20931,0.27096
1399,1399,2019,Couple without children,East,5 rooms,0.13552,190,17810,0.11046,0.17037
1400,1400,2019,Couple without children,East,6 rooms,0.06796,93,17810,0.04946,0.09172
1401,1401,2019,Couple without children,East,7 rooms,0.01387,34,17810,0.0085,0.01939
1402,1402,2019,Single parent,West,2 rooms,0.14033,157,17810,0.1156,0.17981
1403,1403,2019,Single parent,West,3 rooms,0.4174,525,17810,0.37419,0.46922
1404,1404,2019,Single parent,West,4 rooms,0.20725,257,17810,0.17014,0.24774
1405,1405,2019,Single parent,West,5 rooms,0.13634,157,17810,0.11096,0.16929
1406,1406,2019,Single parent,West,6 rooms,0.06487,73,17810,0.04521,0.08759
1407,1407,2019,Single parent,West,7 rooms,0.0338,37,17810,0.02042,0.05237
1408,1408,2019,Single parent,East,3 rooms,0.6351,171,17810,0.54252,0.74342
1409,1409,2019,Single parent,East,4 rooms,0.3649,108,17810,0.27644,0.46669
1410,1410,2019,Couple with children,West,2 rooms,0.02531,221,17810,0.0194,0.03058
1411,1411,2019,Couple with children,West,3 rooms,0.19368,1170,17810,0.17436,0.21396
1412,1412,2019,Couple with children,West,4 rooms,0.24057,1335,17810,0.22221,0.2599
1413,1413,2019,Couple with children,West,5 rooms,0.23664,1038,17810,0.21674,0.25604
1414,1414,2019,Couple with children,West,6 rooms,0.15257,745,17810,0.13639,0.1679
1415,1415,2019,Couple with children,West,7 rooms,0.0784,417,17810,0.06719,0.08946
1416,1416,2019,Couple with children,West,8 rooms,0.03825,210,17810,0.03088,0.04645
1417,1417,2019,Couple with children,West,9 rooms,0.02033,115,17810,0.01498,0.02836
1418,1418,2019,Couple with children,West,10 or more rooms,0.01424,118,17810,0.01089,0.0187
1419,1419,2019,Couple with children,East,3 rooms,0.2294,260,17810,0.18888,0.28211
1420,1420,2019,Couple with children,East,4 rooms,0.36784,386,17810,0.31155,0.42506
1421,1421,2019,Couple with children,East,5 rooms,0.23134,212,17810,0.18184,0.28278
1422,1422,2019,Couple with children,East,6 rooms,0.08996,132,17810,0.07129,0.10897
1423,1423,2019,Couple with children,East,7 rooms,0.05585,55,17810,0.0331,0.09212
1424,1424,2019,Couple with children,East,8 rooms,0.02563,32,17810,0.01574,0.03788
1425,1425,2019,Other Combinations,West,2 rooms,0.13042,49,17810,0.05294,0.21062
1426,1426,2019,Other Combinations,West,3 rooms,0.39941,116,17810,0.29524,0.54262
1427,1427,2019,Other Combinations,West,4 rooms,0.31052,61,17810,0.2048,0.4177
1428,1428,2019,Other Combinations,West,5 rooms,0.15965,32,17810,0.10849,0.21148
1429,1429,2020,Single-person household,West,1 room,0.08325,769,18782,0.07163,0.09369
1430,1430,2020,Single-person household,West,2 rooms,0.34974,1500,18782,0.33006,0.36945
1431,1431,2020,Single-person household,West,3 rooms,0.29962,1084,18782,0.2791,0.31733
1432,1432,2020,Single-person household,West,4 rooms,0.11982,381,18782,0.10732,0.13235
1433,1433,2020,Single-person household,West,5 rooms,0.07364,223,18782,0.06574,0.08212
1434,1434,2020,Single-person household,West,6 rooms,0.0537,142,18782,0.04682,0.06006
1435,1435,2020,Single-person household,West,7 rooms,0.02023,65,18782,0.01579,0.02437
1436,1436,2020,Single-person household,East,1 room,0.09114,162,18782,0.07257,0.11209
1437,1437,2020,Single-person household,East,2 rooms,0.45862,447,18782,0.41991,0.50195
1438,1438,2020,Single-person household,East,3 rooms,0.31784,338,18782,0.28116,0.34968
1439,1439,2020,Single-person household,East,4 rooms,0.09613,116,18782,0.07728,0.11685
1440,1440,2020,Single-person household,East,5 rooms,0.03627,43,18782,0.02463,0.049
1441,1441,2020,Couple without children,West,1 room,0.00571,79,18782,0.00331,0.00817
1442,1442,2020,Couple without children,West,2 rooms,0.10458,637,18782,0.09195,0.11441
1443,1443,2020,Couple without children,West,3 rooms,0.26518,1066,18782,0.24791,0.28304
1444,1444,2020,Couple without children,West,4 rooms,0.24726,782,18782,0.22545,0.2653
1445,1445,2020,Couple without children,West,5 rooms,0.17518,634,18782,0.16204,0.18796
1446,1446,2020,Couple without children,West,6 rooms,0.11222,404,18782,0.10159,0.12506
1447,1447,2020,Couple without children,West,7 rooms,0.04986,200,18782,0.04131,0.05991
1448,1448,2020,Couple without children,West,8 rooms,0.02515,104,18782,0.01927,0.03191
1449,1449,2020,Couple without children,West,9 rooms,0.0064,40,18782,0.00478,0.00827
1450,1450,2020,Couple without children,West,10 or more rooms,0.00845,41,18782,0.00515,0.01185
1451,1451,2020,Couple without children,East,2 rooms,0.09995,156,18782,0.08276,0.12344
1452,1452,2020,Couple without children,East,3 rooms,0.44275,452,18782,0.39889,0.4927
1453,1453,2020,Couple without children,East,4 rooms,0.23593,267,18782,0.20465,0.27015
1454,1454,2020,Couple without children,East,5 rooms,0.12708,165,18782,0.09953,0.15374
1455,1455,2020,Couple without children,East,6 rooms,0.07318,82,18782,0.05366,0.09732
1456,1456,2020,Couple without children,East,7 rooms,0.02111,31,18782,0.01035,0.03289
1457,1457,2020,Single parent,West,2 rooms,0.11191,178,18782,0.08395,0.14067
1458,1458,2020,Single parent,West,3 rooms,0.41736,517,18782,0.36953,0.4682
1459,1459,2020,Single parent,West,4 rooms,0.22299,258,18782,0.19004,0.26072
1460,1460,2020,Single parent,West,5 rooms,0.15884,140,18782,0.12921,0.19466
1461,1461,2020,Single parent,West,6 rooms,0.05808,70,18782,0.04265,0.07526
1462,1462,2020,Single parent,West,7 rooms,0.03081,38,18782,0.02091,0.04241
1463,1463,2020,Single parent,East,2 rooms,0.06637,34,18782,0.03791,0.1062
1464,1464,2020,Single parent,East,3 rooms,0.61597,169,18782,0.48999,0.74993
1465,1465,2020,Single parent,East,4 rooms,0.31766,91,18782,0.24504,0.39375
1466,1466,2020,Couple with children,West,2 rooms,0.01996,327,18782,0.01574,0.02573
1467,1467,2020,Couple with children,West,3 rooms,0.18087,1466,18782,0.16275,0.20058
1468,1468,2020,Couple with children,West,4 rooms,0.23797,1339,18782,0.21995,0.25942
1469,1469,2020,Couple with children,West,5 rooms,0.23004,904,18782,0.20997,0.25559
1470,1470,2020,Couple with children,West,6 rooms,0.15899,655,18782,0.14373,0.17727
1471,1471,2020,Couple with children,West,7 rooms,0.08864,364,18782,0.07642,0.10137
1472,1472,2020,Couple with children,West,8 rooms,0.04459,224,18782,0.0363,0.05393
1473,1473,2020,Couple with children,West,9 rooms,0.02356,96,18782,0.01682,0.03162
1474,1474,2020,Couple with children,West,10 or more rooms,0.01539,91,18782,0.01166,0.02019
1475,1475,2020,Couple with children,East,2 rooms,0.03352,34,18782,0.01777,0.05116
1476,1476,2020,Couple with children,East,3 rooms,0.20778,287,18782,0.16881,0.25145
1477,1477,2020,Couple with children,East,4 rooms,0.32825,347,18782,0.28701,0.3856
1478,1478,2020,Couple with children,East,5 rooms,0.1991,169,18782,0.14689,0.25707
1479,1479,2020,Couple with children,East,6 rooms,0.1512,126,18782,0.10976,0.19047
1480,1480,2020,Couple with children,East,7 rooms,0.05816,52,18782,0.03893,0.08215
1481,1481,2020,Couple with children,East,8 rooms,0.02199,35,18782,0.01435,0.02913
1482,1482,2020,Other Combinations,West,2 rooms,0.11713,79,18782,0.05676,0.18568
1483,1483,2020,Other Combinations,West,3 rooms,0.39852,152,18782,0.27996,0.52742
1484,1484,2020,Other Combinations,West,4 rooms,0.34146,98,18782,0.23562,0.47367
1485,1485,2020,Other Combinations,West,5 rooms,0.14289,32,18782,0.08242,0.2034
1486,1486,2021,Single-person household,West,1 room,0.08286,397,11930,0.0727,0.09194
1487,1487,2021,Single-person household,West,2 rooms,0.32937,918,11930,0.30764,0.35641
1488,1488,2021,Single-person household,West,3 rooms,0.31822,804,11930,0.29335,0.34196
1489,1489,2021,Single-person household,West,4 rooms,0.1167,278,11930,0.10347,0.13075
1490,1490,2021,Single-person household,West,5 rooms,0.08486,189,11930,0.07525,0.09661
1491,1491,2021,Single-person household,West,6 rooms,0.04953,105,11930,0.04245,0.05989
1492,1492,2021,Single-person household,West,7 rooms,0.01846,46,11930,0.01325,0.02553
1493,1493,2021,Single-person household,East,1 room,0.10424,105,11930,0.08203,0.12646
1494,1494,2021,Single-person household,East,2 rooms,0.39841,282,11930,0.35562,0.44424
1495,1495,2021,Single-person household,East,3 rooms,0.33706,232,11930,0.28839,0.38815
1496,1496,2021,Single-person household,East,4 rooms,0.11172,94,11930,0.0886,0.1381
1497,1497,2021,Single-person household,East,5 rooms,0.04857,33,11930,0.03345,0.06863
1498,1498,2021,Couple without children,West,1 room,0.01045,39,11930,0.00514,0.0179
1499,1499,2021,Couple without children,West,2 rooms,0.10932,357,11930,0.09159,0.12607
1500,1500,2021,Couple without children,West,3 rooms,0.27091,689,11930,0.24832,0.29808
1501,1501,2021,Couple without children,West,4 rooms,0.22307,530,11930,0.19901,0.24213
1502,1502,2021,Couple without children,West,5 rooms,0.18195,446,11930,0.16346,0.20392
1503,1503,2021,Couple without children,West,6 rooms,0.12291,292,11930,0.10776,0.13729
1504,1504,2021,Couple without children,West,7 rooms,0.04929,147,11930,0.04093,0.05676
1505,1505,2021,Couple without children,West,8 rooms,0.02344,85,11930,0.01856,0.02867
1506,1506,2021,Couple without children,West,9 rooms,0.00865,34,11930,0.00593,0.01135
1507,1507,2021,Couple without children,East,2 rooms,0.10854,102,11930,0.08208,0.13314
1508,1508,2021,Couple without children,East,3 rooms,0.39968,285,11930,0.34823,0.46499
1509,1509,2021,Couple without children,East,4 rooms,0.26025,203,11930,0.22746,0.29615
1510,1510,2021,Couple without children,East,5 rooms,0.14563,115,11930,0.10876,0.18795
1511,1511,2021,Couple without children,East,6 rooms,0.08588,64,11930,0.05856,0.11991
1512,1512,2021,Single parent,West,2 rooms,0.10009,89,11930,0.06741,0.14404
1513,1513,2021,Single parent,West,3 rooms,0.38933,292,11930,0.32724,0.46612
1514,1514,2021,Single parent,West,4 rooms,0.2378,171,11930,0.19576,0.28721
1515,1515,2021,Single parent,West,5 rooms,0.16714,96,11930,0.12514,0.21981
1516,1516,2021,Single parent,West,6 rooms,0.05999,42,11930,0.03969,0.08481
1517,1517,2021,Single parent,West,7 rooms,0.04565,34,11930,0.02832,0.06525
1518,1518,2021,Single parent,East,3 rooms,0.54941,119,11930,0.41036,0.68015
1519,1519,2021,Single parent,East,4 rooms,0.45059,74,11930,0.31956,0.57868
1520,1520,2021,Couple with children,West,2 rooms,0.02744,163,11930,0.02012,0.03664
1521,1521,2021,Couple with children,West,3 rooms,0.18124,784,11930,0.15918,0.20766
1522,1522,2021,Couple with children,West,4 rooms,0.21811,785,11930,0.19489,0.23874
1523,1523,2021,Couple with children,West,5 rooms,0.24068,599,11930,0.21591,0.26574
1524,1524,2021,Couple with children,West,6 rooms,0.15739,468,11930,0.13836,0.17735
1525,1525,2021,Couple with children,West,7 rooms,0.08773,249,11930,0.07139,0.10843
1526,1526,2021,Couple with children,West,8 rooms,0.05307,160,11930,0.0403,0.06753
1527,1527,2021,Couple with children,West,9 rooms,0.02371,68,11930,0.01465,0.03599
1528,1528,2021,Couple with children,West,10 or more rooms,0.01063,52,11930,0.00761,0.01499
1529,1529,2021,Couple with children,East,3 rooms,0.16625,139,11930,0.13063,0.21021
1530,1530,2021,Couple with children,East,4 rooms,0.32377,213,11930,0.26866,0.38133
1531,1531,2021,Couple with children,East,5 rooms,0.24315,113,11930,0.17615,0.30788
1532,1532,2021,Couple with children,East,6 rooms,0.20076,89,11930,0.14137,0.26427
1533,1533,2021,Couple with children,East,7 rooms,0.06608,34,11930,0.02854,0.10588
1534,1534,2021,Other Combinations,West,2 rooms,0.18557,52,11930,0.09369,0.31173
1535,1535,2021,Other Combinations,West,3 rooms,0.28059,75,11930,0.19707,0.37232
1536,1536,2021,Other Combinations,West,4 rooms,0.42583,67,11930,0.3042,0.599
1537,1537,2021,Other Combinations,West,5 rooms,0.10801,32,11930,0.05749,0.15928
