year,bula_h,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,North Rhine-Westphalia,No,0.25430,1256,3354,0.23956,0.26904
2016,Hesse,Yes,0.74059,711,1119,0.71490,0.76628
2016,Hesse,No,0.25941,408,1119,0.23372,0.28510
2016,"Rhineland-Palatinate, Saarland",Yes,0.75503,621,1030,0.72876,0.78131
2016,"Rhineland-Palatinate, Saarland",No,0.24497,409,1030,0.21869,0.27124
2016,Baden-Wuerttemberg,Yes,0.79259,1259,1856,0.77414,0.81104
2016,Baden-Wuerttemberg,No,0.20741,597,1856,0.18896,0.22586
2016,Bavaria,Yes,0.79670,1779,2510,0.78096,0.81245
2016,Bavaria,No,0.20330,731,2510,0.18755,0.21904
2016,Berlin,Yes,0.67522,426,667,0.63965,0.71078
2016,Berlin,No,0.32478,241,667,0.28922,0.36035
2016,Brandenburg,Yes,0.77404,421,645,0.74174,0.80634
2016,Brandenburg,No,0.22596,224,645,0.19366,0.25826
2016,Mecklenburg-Western Pomerania,Yes,0.68546,225,376,0.63846,0.73246
2016,Mecklenburg-Western Pomerania,No,0.31454,151,376,0.26754,0.36154
2016,Saxony,Yes,0.75900,659,966,0.73202,0.78599
2016,Saxony,No,0.24100,307,966,0.21401,0.26798
2016,Saxony-Anhalt,Yes,0.72299,344,567,0.68612,0.75986
2016,Saxony-Anhalt,No,0.27701,223,567,0.24014,0.31388
2016,Thuringa,Yes,0.70195,383,603,0.66541,0.73849
2016,Thuringa,No,0.29805,220,603,0.26151,0.33459
2017,Schleswig-Holstein,Yes,0.78312,448,721,0.75302,0.81323
2017,Schleswig-Holstein,No,0.21688,273,721,0.18677,0.24698
2017,Hamburg,Yes,0.75857,219,332,0.71247,0.80467
2017,Hamburg,No,0.24143,113,332,0.19533,0.28753
2017,Lower Saxony,Yes,0.77944,1215,1888,0.76073,0.79814
2017,Lower Saxony,No,0.22056,673,1888,0.20186,0.23927
2017,Bremen,Yes,0.76215,92,181,0.69996,0.82435
2017,Bremen,No,0.23785,89,181,0.17565,0.30004
2017,North Rhine-Westphalia,Yes,0.75782,2402,3810,0.74421,0.77142
2017,North Rhine-Westphalia,No,0.24218,1408,3810,0.22858,0.25579
2017,Hesse,Yes,0.73753,799,1270,0.71332,0.76174
2017,Hesse,No,0.26247,471,1270,0.23826,0.28668
2017,"Rhineland-Palatinate, Saarland",Yes,0.73861,638,1060,0.71215,0.76508
2017,"Rhineland-Palatinate, Saarland",No,0.26139,422,1060,0.23492,0.28785
2017,Baden-Wuerttemberg,Yes,0.81075,1377,2003,0.79359,0.82791
2017,Baden-Wuerttemberg,No,0.18925,626,2003,0.17209,0.20641
2017,Bavaria,Yes,0.81150,2007,2741,0.79685,0.82614
2017,Bavaria,No,0.18850,734,2741,0.17386,0.20315
2017,Berlin,Yes,0.65668,461,719,0.62195,0.69141
2017,Berlin,No,0.34332,258,719,0.30859,0.37805
2017,Brandenburg,Yes,0.75624,458,700,0.72441,0.78807
2017,Brandenburg,No,0.24376,242,700,0.21193,0.27559
2017,Mecklenburg-Western Pomerania,Yes,0.67879,250,404,0.63320,0.72438
2017,Mecklenburg-Western Pomerania,No,0.32121,154,404,0.27562,0.36680
2017,Saxony,Yes,0.74231,759,1077,0.71617,0.76844
2017,Saxony,No,0.25769,318,1077,0.23156,0.28383
2017,Saxony-Anhalt,Yes,0.73542,393,626,0.70084,0.77000
2017,Saxony-Anhalt,No,0.26458,233,626,0.23000,0.29916
2017,Thuringa,Yes,0.74607,425,645,0.71245,0.77969
2017,Thuringa,No,0.25393,220,645,0.22031,0.28755
2018,Schleswig-Holstein,Yes,0.76447,396,677,0.73248,0.79646
2018,Schleswig-Holstein,No,0.23553,281,677,0.20354,0.26752
2018,Hamburg,Yes,0.82515,241,362,0.78597,0.86433
2018,Hamburg,No,0.17485,121,362,0.13567,0.21403
2018,Lower Saxony,Yes,0.76722,1105,1791,0.74764,0.78679
2018,Lower Saxony,No,0.23278,686,1791,0.21321,0.25236
2018,Bremen,Yes,0.80489,101,183,0.74731,0.86246
2018,Bremen,No,0.19511,82,183,0.13754,0.25269
2018,North Rhine-Westphalia,Yes,0.75071,2334,3752,0.73687,0.76455
2018,North Rhine-Westphalia,No,0.24929,1418,3752,0.23545,0.26313
2018,Hesse,Yes,0.75103,767,1226,0.72682,0.77525
2018,Hesse,No,0.24897,459,1226,0.22475,0.27318
2018,"Rhineland-Palatinate, Saarland",Yes,0.74831,634,1062,0.72220,0.77443
2018,"Rhineland-Palatinate, Saarland",No,0.25169,428,1062,0.22557,0.27780
2018,Baden-Wuerttemberg,Yes,0.79955,1318,1875,0.78143,0.81768
2018,Baden-Wuerttemberg,No,0.20045,557,1875,0.18232,0.21857
2018,Bavaria,Yes,0.80426,1917,2633,0.78910,0.81941
2018,Bavaria,No,0.19574,716,2633,0.18059,0.21090
2018,Berlin,Yes,0.65861,480,780,0.62531,0.69191
2018,Berlin,No,0.34139,300,780,0.30809,0.37469
2018,Brandenburg,Yes,0.74512,463,718,0.71322,0.77702
2018,Brandenburg,No,0.25488,255,718,0.22298,0.28678
2018,Mecklenburg-Western Pomerania,Yes,0.66768,248,418,0.62247,0.71289
2018,Mecklenburg-Western Pomerania,No,0.33232,170,418,0.28711,0.37753
2018,Saxony,Yes,0.75335,758,1058,0.72736,0.77933
2018,Saxony,No,0.24665,300,1058,0.22067,0.27264
2018,Saxony-Anhalt,Yes,0.72853,382,620,0.69349,0.76356
2018,Saxony-Anhalt,No,0.27147,238,620,0.23644,0.30651
2018,Thuringa,Yes,0.72765,430,647,0.69332,0.76198
2018,Thuringa,No,0.27235,217,647,0.23802,0.30668
2019,Schleswig-Holstein,Yes,0.80020,458,593,0.76799,0.83241
2019,Schleswig-Holstein,No,0.19980,135,593,0.16759,0.23201
2019,Hamburg,Yes,0.85959,303,359,0.82360,0.89558
2019,Hamburg,No,0.14041,56,359,0.10442,0.17640
2019,Lower Saxony,Yes,0.79046,1171,1491,0.76979,0.81112
2019,Lower Saxony,No,0.20954,320,1491,0.18888,0.23021
2019,Bremen,Yes,0.82212,94,129,0.75587,0.88837
2019,Bremen,No,0.17788,35,129,0.11163,0.24413
2019,North Rhine-Westphalia,Yes,0.79492,2597,3267,0.78107,0.80877
2019,North Rhine-Westphalia,No,0.20508,670,3267,0.19123,0.21893
2019,Hesse,Yes,0.79836,892,1089,0.77452,0.82221
2019,Hesse,No,0.20164,197,1089,0.17779,0.22548
2019,"Rhineland-Palatinate, Saarland",Yes,0.79487,716,903,0.76852,0.82122
2019,"Rhineland-Palatinate, Saarland",No,0.20513,187,903,0.17878,0.23148
2019,Baden-Wuerttemberg,Yes,0.84062,1422,1687,0.82315,0.85809
2019,Baden-Wuerttemberg,No,0.15938,265,1687,0.14191,0.17685
2019,Bavaria,Yes,0.82972,2119,2525,0.81505,0.84438
2019,Bavaria,No,0.17028,406,2525,0.15562,0.18495
2019,Berlin,Yes,0.67950,537,740,0.64585,0.71315
2019,Berlin,No,0.32050,203,740,0.28685,0.35415
2019,Brandenburg,Yes,0.80202,561,718,0.77285,0.83119
2019,Brandenburg,No,0.19798,157,718,0.16881,0.22715
2019,Mecklenburg-Western Pomerania,Yes,0.70927,304,402,0.66482,0.75371
2019,Mecklenburg-Western Pomerania,No,0.29073,98,402,0.24629,0.33518
2019,Saxony,Yes,0.80564,859,1036,0.78154,0.82975
2019,Saxony,No,0.19436,177,1036,0.17025,0.21846
2019,Saxony-Anhalt,Yes,0.71352,416,568,0.67631,0.75074
2019,Saxony-Anhalt,No,0.28648,152,568,0.24926,0.32369
2019,Thuringa,Yes,0.73425,447,584,0.69839,0.77011
2019,Thuringa,No,0.26575,137,584,0.22989,0.30161
2021,Schleswig-Holstein,Yes,0.85588,365,512,0.82543,0.88634
2021,Schleswig-Holstein,No,0.14412,147,512,0.11366,0.17457
2021,Hamburg,Yes,0.84429,223,308,0.80373,0.88485
2021,Hamburg,No,0.15571,85,308,0.11515,0.19627
2021,Lower Saxony,Yes,0.80153,872,1197,0.77892,0.82413
2021,Lower Saxony,No,0.19847,325,1197,0.17587,0.22108
2021,Bremen,Yes,0.92445,69,104,0.87341,0.97549
2021,Bremen,No,0.07555,35,104,0.02451,0.12659
2021,North Rhine-Westphalia,Yes,0.82995,1938,2669,0.81570,0.84421
2021,North Rhine-Westphalia,No,0.17005,731,2669,0.15579,0.18430
2021,Hesse,Yes,0.79305,603,855,0.76588,0.82023
2021,Hesse,No,0.20695,252,855,0.17977,0.23412
2021,"Rhineland-Palatinate, Saarland",Yes,0.78155,447,635,0.74939,0.81372
2021,"Rhineland-Palatinate, Saarland",No,0.21845,188,635,0.18628,0.25061
2021,Baden-Wuerttemberg,Yes,0.86456,1056,1347,0.84628,0.88284
2021,Baden-Wuerttemberg,No,0.13544,291,1347,0.11716,0.15372
2021,Bavaria,Yes,0.85102,1521,1865,0.83485,0.86718
2021,Bavaria,No,0.14898,344,1865,0.13282,0.16515
2021,Berlin,Yes,0.79668,481,652,0.76577,0.82760
2021,Berlin,No,0.20332,171,652,0.17240,0.23423
2021,Brandenburg,Yes,0.83285,360,481,0.79947,0.86623
2021,Brandenburg,No,0.16715,121,481,0.13377,0.20053
2021,Mecklenburg-Western Pomerania,Yes,0.82989,211,271,0.78508,0.87471
2021,Mecklenburg-Western Pomerania,No,0.17011,60,271,0.12529,0.21492
2021,Saxony,Yes,0.81135,614,770,0.78370,0.83900
2021,Saxony,No,0.18865,156,770,0.16100,0.21630
2021,Saxony-Anhalt,Yes,0.79546,300,399,0.75583,0.83509
2021,Saxony-Anhalt,No,0.20454,99,399,0.16491,0.24417
2021,Thuringa,Yes,0.80306,320,412,0.76461,0.84151
2021,Thuringa,No,0.19694,92,412,0.15849,0.23539
