year,bula_h,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Schleswig-Holstein,Yes,0.78919,294,361,0.74705,0.83132
2001,Schleswig-Holstein,No,0.21081,67,361,0.16868,0.25295
2001,Hamburg,Yes,0.66587,119,179,0.59657,0.73516
2001,Hamburg,No,0.33413,60,179,0.26484,0.40343
2001,Lower Saxony,Yes,0.77623,752,948,0.74969,0.80278
2001,Lower Saxony,No,0.22377,196,948,0.19722,0.25031
2001,Bremen,Yes,0.75926,74,74,0.66119,0.85734
2001,North Rhine-Westphalia,Yes,0.76119,1864,2463,0.74435,0.77804
2001,North Rhine-Westphalia,No,0.23881,599,2463,0.22196,0.25565
2001,Hesse,Yes,0.79904,614,773,0.77078,0.82731
2001,Hesse,No,0.20096,159,773,0.17269,0.22922
2001,"Rhineland-Palatinate, Saarland",Yes,0.77403,546,709,0.74323,0.80484
2001,"Rhineland-Palatinate, Saarland",No,0.22597,163,709,0.19516,0.25677
2001,Baden-Wuerttemberg,Yes,0.78958,1042,1350,0.76782,0.81133
2001,Baden-Wuerttemberg,No,0.21042,308,1350,0.18867,0.23218
2001,Bavaria,Yes,0.83157,1332,1599,0.81322,0.84992
2001,Bavaria,No,0.16843,267,1599,0.15008,0.18678
2001,Berlin,Yes,0.67275,314,479,0.63069,0.71482
2001,Berlin,No,0.32725,165,479,0.28518,0.36931
2001,Brandenburg,Yes,0.78263,375,497,0.74634,0.81893
2001,Brandenburg,No,0.21737,122,497,0.18107,0.25366
2001,Mecklenburg-Western Pomerania,Yes,0.78212,217,283,0.73394,0.83030
2001,Mecklenburg-Western Pomerania,No,0.21788,66,283,0.16970,0.26606
2001,Saxony,Yes,0.79679,658,843,0.76961,0.82397
2001,Saxony,No,0.20321,185,843,0.17603,0.23039
2001,Saxony-Anhalt,Yes,0.71636,354,501,0.67685,0.75587
2001,Saxony-Anhalt,No,0.28364,147,501,0.24413,0.32315
2001,Thuringa,Yes,0.76194,371,490,0.72419,0.79969
2001,Thuringa,No,0.23806,119,490,0.20031,0.27581
2003,Schleswig-Holstein,Yes,0.67641,265,365,0.62835,0.72447
2003,Schleswig-Holstein,No,0.32359,100,365,0.27553,0.37165
2003,Hamburg,Yes,0.64102,123,182,0.57113,0.71091
2003,Hamburg,No,0.35898,59,182,0.28909,0.42887
2003,Lower Saxony,Yes,0.70854,727,971,0.67995,0.73714
2003,Lower Saxony,No,0.29146,244,971,0.26286,0.32005
2003,Bremen,Yes,0.73176,76,76,0.63149,0.83203
2003,North Rhine-Westphalia,Yes,0.72812,1841,2473,0.71058,0.74566
2003,North Rhine-Westphalia,No,0.27188,632,2473,0.25434,0.28942
2003,Hesse,Yes,0.69562,582,799,0.66370,0.72755
2003,Hesse,No,0.30438,217,799,0.27245,0.33630
2003,"Rhineland-Palatinate, Saarland",Yes,0.70875,515,721,0.67557,0.74194
2003,"Rhineland-Palatinate, Saarland",No,0.29125,206,721,0.25806,0.32443
2003,Baden-Wuerttemberg,Yes,0.70653,1003,1400,0.68267,0.73040
2003,Baden-Wuerttemberg,No,0.29347,397,1400,0.26960,0.31733
2003,Bavaria,Yes,0.76923,1287,1641,0.74884,0.78962
2003,Bavaria,No,0.23077,354,1641,0.21038,0.25116
2003,Berlin,Yes,0.61586,305,491,0.57279,0.65892
2003,Berlin,No,0.38414,186,491,0.34108,0.42721
2003,Brandenburg,Yes,0.70369,343,493,0.66334,0.74404
2003,Brandenburg,No,0.29631,150,493,0.25596,0.33666
2003,Mecklenburg-Western Pomerania,Yes,0.67309,196,277,0.61774,0.72843
2003,Mecklenburg-Western Pomerania,No,0.32691,81,277,0.27157,0.38226
2003,Saxony,Yes,0.72150,615,832,0.69103,0.75198
2003,Saxony,No,0.27850,217,832,0.24802,0.30897
2003,Saxony-Anhalt,Yes,0.69268,332,487,0.65165,0.73370
2003,Saxony-Anhalt,No,0.30732,155,487,0.26630,0.34835
2003,Thuringa,Yes,0.70586,351,481,0.66509,0.74662
2003,Thuringa,No,0.29414,130,481,0.25338,0.33491
2005,Schleswig-Holstein,Yes,0.68417,251,353,0.63561,0.73273
2005,Schleswig-Holstein,No,0.31583,102,353,0.26727,0.36439
2005,Hamburg,Yes,0.68264,128,173,0.61308,0.75220
2005,Hamburg,No,0.31736,45,173,0.24780,0.38692
2005,Lower Saxony,Yes,0.73038,702,937,0.70195,0.75881
2005,Lower Saxony,No,0.26962,235,937,0.24119,0.29805
2005,Bremen,Yes,0.65463,56,56,0.52896,0.78029
2005,North Rhine-Westphalia,Yes,0.70466,1680,2342,0.68618,0.72314
2005,North Rhine-Westphalia,No,0.29534,662,2342,0.27686,0.31382
2005,Hesse,Yes,0.70183,561,763,0.66935,0.73431
2005,Hesse,No,0.29817,202,763,0.26569,0.33065
2005,"Rhineland-Palatinate, Saarland",Yes,0.66264,453,675,0.62695,0.69834
2005,"Rhineland-Palatinate, Saarland",No,0.33736,222,675,0.30166,0.37305
2005,Baden-Wuerttemberg,Yes,0.69694,935,1314,0.67208,0.72180
2005,Baden-Wuerttemberg,No,0.30306,379,1314,0.27820,0.32792
2005,Bavaria,Yes,0.72933,1168,1543,0.70715,0.75151
2005,Bavaria,No,0.27067,375,1543,0.24849,0.29285
2005,Berlin,Yes,0.59892,288,458,0.55399,0.64386
2005,Berlin,No,0.40108,170,458,0.35614,0.44601
2005,Brandenburg,Yes,0.64021,307,468,0.59668,0.68374
2005,Brandenburg,No,0.35979,161,468,0.31626,0.40332
2005,Mecklenburg-Western Pomerania,Yes,0.63688,187,272,0.57963,0.69414
2005,Mecklenburg-Western Pomerania,No,0.36312,85,272,0.30586,0.42037
2005,Saxony,Yes,0.69883,586,806,0.66714,0.73052
2005,Saxony,No,0.30117,220,806,0.26948,0.33286
2005,Saxony-Anhalt,Yes,0.64703,311,470,0.60378,0.69029
2005,Saxony-Anhalt,No,0.35297,159,470,0.30971,0.39622
2005,Thuringa,Yes,0.63375,300,461,0.58972,0.67778
2005,Thuringa,No,0.36625,161,461,0.32222,0.41028
2007,Schleswig-Holstein,Yes,0.62660,241,361,0.57663,0.67656
2007,Schleswig-Holstein,No,0.37340,120,361,0.32344,0.42337
2007,Hamburg,Yes,0.68632,129,186,0.61946,0.75318
2007,Hamburg,No,0.31368,57,186,0.24682,0.38054
2007,Lower Saxony,Yes,0.69215,730,996,0.66347,0.72083
2007,Lower Saxony,No,0.30785,266,996,0.27917,0.33653
2007,Bremen,Yes,0.77148,68,68,0.67093,0.87202
2007,North Rhine-Westphalia,Yes,0.67824,1656,2324,0.65924,0.69723
2007,North Rhine-Westphalia,No,0.32176,668,2324,0.30277,0.34076
2007,Hesse,Yes,0.66476,556,779,0.63159,0.69793
2007,Hesse,No,0.33524,223,779,0.30207,0.36841
2007,"Rhineland-Palatinate, Saarland",Yes,0.68814,459,659,0.65275,0.72354
2007,"Rhineland-Palatinate, Saarland",No,0.31186,200,659,0.27646,0.34725
2007,Baden-Wuerttemberg,Yes,0.67420,940,1344,0.64913,0.69927
2007,Baden-Wuerttemberg,No,0.32580,404,1344,0.30073,0.35087
2007,Bavaria,Yes,0.69964,1197,1627,0.67735,0.72192
2007,Bavaria,No,0.30036,430,1627,0.27808,0.32265
2007,Berlin,Yes,0.59483,288,464,0.55011,0.63955
2007,Berlin,No,0.40517,176,464,0.36045,0.44989
2007,Brandenburg,Yes,0.64350,323,488,0.60096,0.68604
2007,Brandenburg,No,0.35650,165,488,0.31396,0.39904
2007,Mecklenburg-Western Pomerania,Yes,0.68251,198,281,0.62799,0.73704
2007,Mecklenburg-Western Pomerania,No,0.31749,83,281,0.26296,0.37201
2007,Saxony,Yes,0.65172,572,828,0.61925,0.68419
2007,Saxony,No,0.34828,256,828,0.31581,0.38075
2007,Saxony-Anhalt,Yes,0.62099,287,462,0.57670,0.66528
2007,Saxony-Anhalt,No,0.37901,175,462,0.33472,0.42330
2007,Thuringa,Yes,0.63803,321,485,0.59521,0.68084
2007,Thuringa,No,0.36197,164,485,0.31916,0.40479
2011,Schleswig-Holstein,Yes,0.73707,281,402,0.69398,0.78016
2011,Schleswig-Holstein,No,0.26293,121,402,0.21984,0.30602
2011,Hamburg,Yes,0.74758,148,193,0.68614,0.80903
2011,Hamburg,No,0.25242,45,193,0.19097,0.31386
2011,Lower Saxony,Yes,0.75906,826,1075,0.73348,0.78464
2011,Lower Saxony,No,0.24094,249,1075,0.21536,0.26652
2011,Bremen,Yes,0.67687,56,56,0.55328,0.80047
2011,North Rhine-Westphalia,Yes,0.72627,1724,2343,0.70821,0.74433
2011,North Rhine-Westphalia,No,0.27373,619,2343,0.25567,0.29179
2011,Hesse,Yes,0.74770,613,823,0.71801,0.77739
2011,Hesse,No,0.25230,210,823,0.22261,0.28199
2011,"Rhineland-Palatinate, Saarland",Yes,0.68464,489,708,0.65039,0.71890
2011,"Rhineland-Palatinate, Saarland",No,0.31536,219,708,0.28110,0.34961
2011,Baden-Wuerttemberg,Yes,0.76322,1062,1394,0.74090,0.78555
2011,Baden-Wuerttemberg,No,0.23678,332,1394,0.21445,0.25910
2011,Bavaria,Yes,0.75537,1416,1827,0.73566,0.77509
2011,Bavaria,No,0.24463,411,1827,0.22491,0.26434
2011,Berlin,Yes,0.59265,318,507,0.54984,0.63546
2011,Berlin,No,0.40735,189,507,0.36454,0.45016
2011,Brandenburg,Yes,0.68631,360,515,0.64619,0.72642
2011,Brandenburg,No,0.31369,155,515,0.27358,0.35381
2011,Mecklenburg-Western Pomerania,Yes,0.63629,202,311,0.58274,0.68984
2011,Mecklenburg-Western Pomerania,No,0.36371,109,311,0.31016,0.41726
2011,Saxony,Yes,0.71304,584,802,0.68171,0.74437
2011,Saxony,No,0.28696,218,802,0.25563,0.31829
2011,Saxony-Anhalt,Yes,0.66098,341,509,0.61982,0.70215
2011,Saxony-Anhalt,No,0.33902,168,509,0.29785,0.38018
2011,Thuringa,Yes,0.68270,352,518,0.64258,0.72282
2011,Thuringa,No,0.31730,166,518,0.27718,0.35742
2013,Schleswig-Holstein,Yes,0.69106,297,468,0.64915,0.73296
2013,Schleswig-Holstein,No,0.30894,171,468,0.26704,0.35085
2013,Hamburg,Yes,0.67946,179,270,0.62369,0.73523
2013,Hamburg,No,0.32054,91,270,0.26477,0.37631
2013,Lower Saxony,Yes,0.73032,870,1231,0.70552,0.75513
2013,Lower Saxony,No,0.26968,361,1231,0.24487,0.29448
2013,Bremen,Yes,0.67780,64,105,0.58799,0.76762
2013,Bremen,No,0.32220,41,105,0.23238,0.41201
2013,North Rhine-Westphalia,Yes,0.71326,1906,2826,0.69659,0.72994
2013,North Rhine-Westphalia,No,0.28674,920,2826,0.27006,0.30341
2013,Hesse,Yes,0.70793,697,1031,0.68016,0.73570
2013,Hesse,No,0.29207,334,1031,0.26430,0.31984
2013,"Rhineland-Palatinate, Saarland",Yes,0.72587,567,831,0.69553,0.75622
2013,"Rhineland-Palatinate, Saarland",No,0.27413,264,831,0.24378,0.30447
2013,Baden-Wuerttemberg,Yes,0.77120,1172,1630,0.75080,0.79160
2013,Baden-Wuerttemberg,No,0.22880,458,1630,0.20840,0.24920
2013,Bavaria,Yes,0.73226,1576,2204,0.71377,0.75075
2013,Bavaria,No,0.26774,628,2204,0.24925,0.28623
2013,Berlin,Yes,0.59972,380,623,0.56122,0.63823
2013,Berlin,No,0.40028,243,623,0.36177,0.43878
2013,Brandenburg,Yes,0.68309,361,522,0.64314,0.72305
2013,Brandenburg,No,0.31691,161,522,0.27695,0.35686
2013,Mecklenburg-Western Pomerania,Yes,0.65505,195,299,0.60108,0.70902
2013,Mecklenburg-Western Pomerania,No,0.34495,104,299,0.29098,0.39892
2013,Saxony,Yes,0.69298,593,826,0.66150,0.72445
2013,Saxony,No,0.30702,233,826,0.27555,0.33850
2013,Saxony-Anhalt,Yes,0.71483,341,503,0.67534,0.75433
2013,Saxony-Anhalt,No,0.28517,162,503,0.24567,0.32466
2013,Thuringa,Yes,0.70140,346,493,0.66096,0.74184
2013,Thuringa,No,0.29860,147,493,0.25816,0.33904
2015,Schleswig-Holstein,Yes,0.69530,332,547,0.65669,0.73391
2015,Schleswig-Holstein,No,0.30470,215,547,0.26609,0.34331
2015,Hamburg,Yes,0.77450,199,281,0.72555,0.82345
2015,Hamburg,No,0.22550,82,281,0.17655,0.27445
2015,Lower Saxony,Yes,0.73215,1004,1479,0.70957,0.75472
2015,Lower Saxony,No,0.26785,475,1479,0.24528,0.29043
2015,Bremen,Yes,0.74462,66,116,0.66492,0.82433
2015,Bremen,No,0.25538,50,116,0.17567,0.33508
2015,North Rhine-Westphalia,Yes,0.70467,2093,3190,0.68884,0.72050
2015,North Rhine-Westphalia,No,0.29533,1097,3190,0.27950,0.31116
2015,Hesse,Yes,0.71387,775,1124,0.68743,0.74030
2015,Hesse,No,0.28613,349,1124,0.25970,0.31257
2015,"Rhineland-Palatinate, Saarland",Yes,0.70972,604,916,0.68031,0.73913
2015,"Rhineland-Palatinate, Saarland",No,0.29028,312,916,0.26087,0.31969
2015,Baden-Wuerttemberg,Yes,0.76759,1279,1815,0.74815,0.78703
2015,Baden-Wuerttemberg,No,0.23241,536,1815,0.21297,0.25185
2015,Bavaria,Yes,0.75625,1863,2570,0.73965,0.77285
2015,Bavaria,No,0.24375,707,2570,0.22715,0.26035
2015,Berlin,Yes,0.63469,403,647,0.59755,0.67182
2015,Berlin,No,0.36531,244,647,0.32818,0.40245
2015,Brandenburg,Yes,0.72707,408,602,0.69146,0.76269
2015,Brandenburg,No,0.27293,194,602,0.23731,0.30854
2015,Mecklenburg-Western Pomerania,Yes,0.64930,216,350,0.59924,0.69937
2015,Mecklenburg-Western Pomerania,No,0.35070,134,350,0.30063,0.40076
2015,Saxony,Yes,0.69962,635,909,0.66980,0.72944
2015,Saxony,No,0.30038,274,909,0.27056,0.33020
2015,Saxony-Anhalt,Yes,0.65721,337,541,0.61718,0.69724
2015,Saxony-Anhalt,No,0.34279,204,541,0.30276,0.38282
2015,Thuringa,Yes,0.64228,383,577,0.60314,0.68143
2015,Thuringa,No,0.35772,194,577,0.31857,0.39686
2016,Schleswig-Holstein,Yes,0.72812,343,627,0.69326,0.76297
2016,Schleswig-Holstein,No,0.27188,284,627,0.23703,0.30674
2016,Hamburg,Yes,0.78781,196,285,0.74026,0.83536
2016,Hamburg,No,0.21219,89,285,0.16464,0.25974
2016,Lower Saxony,Yes,0.72911,946,1558,0.70704,0.75119
2016,Lower Saxony,No,0.27089,612,1558,0.24881,0.29296
2016,Bremen,Yes,0.65709,64,129,0.57486,0.73933
2016,Bremen,No,0.34291,65,129,0.26067,0.42514
2016,North Rhine-Westphalia,Yes,0.74570,2098,3354,0.73096,0.76044
